Time Remaining,AC,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
04:41,"MISS LAYUP by HANCOCK,JORDAN",,,,,,,"MISS LAYUP by HANCOCK,JORDAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:36,"GOOD JUMPER by SAUNDERS,JOSH",56,,75 (+19),,AC 56-75 (+19),,"GOOD JUMPER by SAUNDERS,JOSH",2
--,"ASSIST  by BREWSTER,AUSTIN",,,,,,,"ASSIST  by BREWSTER,AUSTIN",2
04:29,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
04:29,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
04:08,"MISS JUMPER by THOMPSON,ANTOINE",,,,,,,"MISS JUMPER by THOMPSON,ANTOINE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:01,"TURNOVER  by BREWSTER,AUSTIN",,,,,,,"TURNOVER  by BREWSTER,AUSTIN",2
03:59,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
03:57,,56,,77 (+21),"GOOD DUNK by LEE,CALEB(fastbreak)(in the paint)",BSC 56-77 (+21),,"GOOD DUNK by LEE,CALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
03:57,"FOUL  by MICHAEL,ALEN",,,,,,,"FOUL  by MICHAEL,ALEN",2
03:57,,,,,"MISS FT by LEE,CALEB",,,"MISS FT by LEE,CALEB",2
--,"REBOUND DEF by MICHAEL,ALEN",,,,,,,"REBOUND DEF by MICHAEL,ALEN",2
03:36,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
03:36,"MISS FT by BREWSTER,AUSTIN",,,,,,,"MISS FT by BREWSTER,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:36,"GOOD FT by BREWSTER,AUSTIN",57,,77 (+20),,AC 57-77 (+20),,"GOOD FT by BREWSTER,AUSTIN",2
03:36,"SUB IN by FLASKA,SKYLER",,,,,,,"SUB IN by FLASKA,SKYLER",2
03:36,"SUB IN by HARRELL,GREG",,,,,,,"SUB IN by HARRELL,GREG",2
03:36,"SUB IN by OKPALA,RANSOM",,,,,,,"SUB IN by OKPALA,RANSOM",2
03:36,"SUB OUT by BREWSTER,AUSTIN",,,,,,,"SUB OUT by BREWSTER,AUSTIN",2
03:36,"SUB OUT by HANCOCK,JORDAN",,,,,,,"SUB OUT by HANCOCK,JORDAN",2
03:36,"SUB OUT by THOMPSON,ANTOINE",,,,,,,"SUB OUT by THOMPSON,ANTOINE",2
03:21,,57,,80 (+23),"GOOD 3PTR by THOMAS,LARRY",BSC 57-80 (+23),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
03:01,"MISS JUMPER by OKPALA,RANSOM",,,,,,,"MISS JUMPER by OKPALA,RANSOM",2
03:01,,,,,"BLOCK  by LEE,CALEB",,,"BLOCK  by LEE,CALEB",2
--,"REBOUND OFF by HARRELL,GREG",,,,,,,"REBOUND OFF by HARRELL,GREG",2
02:50,"MISS LAYUP by HARRELL,GREG",,,,,,,"MISS LAYUP by HARRELL,GREG",2
02:50,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by HOLLAND,JASON",,,"REBOUND DEF by HOLLAND,JASON",2
02:41,,57,,82 (+25),"GOOD DUNK by LEE,CALEB(in the paint)",BSC 57-82 (+25),,"GOOD DUNK by LEE,CALEB(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
02:36,"GOOD LAYUP by FLASKA,SKYLER(in the paint)",59,,82 (+23),,AC 59-82 (+23),,"GOOD LAYUP by FLASKA,SKYLER(in the paint)",2
02:28,,59,,85 (+26),"GOOD 3PTR by THOMAS,LARRY",BSC 59-85 (+26),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by LEE,CALEB",,,"ASSIST  by LEE,CALEB",2
02:13,"MISS LAYUP by SAUNDERS,JOSH",,,,,,,"MISS LAYUP by SAUNDERS,JOSH",2
--,"REBOUND OFF by FLASKA,SKYLER",,,,,,,"REBOUND OFF by FLASKA,SKYLER",2
02:10,"MISS LAYUP by FLASKA,SKYLER",,,,,,,"MISS LAYUP by FLASKA,SKYLER",2
--,"REBOUND OFF by HARRELL,GREG",,,,,,,"REBOUND OFF by HARRELL,GREG",2
02:10,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
02:10,"MISS FT by HARRELL,GREG",,,,,,,"MISS FT by HARRELL,GREG",2
--,,,,,"REBOUND DEF by SHELTON,MIGUEL",,,"REBOUND DEF by SHELTON,MIGUEL",2
02:10,"SUB IN by CASTLE,COLTON",,,,,,,"SUB IN by CASTLE,COLTON",2
02:10,"SUB IN by GRAHAM,KEVIN",,,,,,,"SUB IN by GRAHAM,KEVIN",2
02:10,"SUB OUT by SAUNDERS,JOSH",,,,,,,"SUB OUT by SAUNDERS,JOSH",2
02:10,"SUB OUT by OKPALA,RANSOM",,,,,,,"SUB OUT by OKPALA,RANSOM",2
02:10,,,,,"SUB IN by SHELTON,MIGUEL",,,"SUB IN by SHELTON,MIGUEL",2
02:10,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
02:10,,,,,"SUB IN by NEINER,JOSEPH",,,"SUB IN by NEINER,JOSEPH",2
02:10,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
02:10,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
02:10,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
02:10,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
02:10,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
02:10,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
02:10,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
01:55,,59,,87 (+28),"GOOD JUMPER by SHELTON,MIGUEL(in the paint)",BSC 59-87 (+28),,"GOOD JUMPER by SHELTON,MIGUEL(in the paint)",2
--,,,,,"ASSIST  by NEINER,JOSEPH",,,"ASSIST  by NEINER,JOSEPH",2
01:35,"TURNOVER  by CASTLE,COLTON",,,,,,,"TURNOVER  by CASTLE,COLTON",2
01:17,,59,,90 (+31),"GOOD 3PTR by OLAFSSON,ODDUR",BSC 59-90 (+31),,"GOOD 3PTR by OLAFSSON,ODDUR",2
--,,,,,"ASSIST  by NEINER,JOSEPH",,,"ASSIST  by NEINER,JOSEPH",2
01:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:07,"SUB IN by HAMPDEN-SMITH,HARRY",,,,,,,"SUB IN by HAMPDEN-SMITH,HARRY",2
01:07,"SUB OUT by MICHAEL,ALEN",,,,,,,"SUB OUT by MICHAEL,ALEN",2
01:00,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",2
01:00,"GOOD FT by CASTLE,COLTON",60,,90 (+30),,AC 60-90 (+30),,"GOOD FT by CASTLE,COLTON",2
01:00,"MISS FT by CASTLE,COLTON",,,,,,,"MISS FT by CASTLE,COLTON",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
01:00,"SUB IN by ROSS,JACKSON",,,,,,,"SUB IN by ROSS,JACKSON",2
01:00,"SUB IN by RENZ,PATRICK",,,,,,,"SUB IN by RENZ,PATRICK",2
01:00,"SUB OUT by HARRELL,GREG",,,,,,,"SUB OUT by HARRELL,GREG",2
01:00,"SUB OUT by GRAHAM,KEVIN",,,,,,,"SUB OUT by GRAHAM,KEVIN",2
00:43,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:27,,,,,"TURNOVER  by GALFSKY,ANDER",,,"TURNOVER  by GALFSKY,ANDER",2
00:24,"STEAL  by HAMPDEN-SMITH,HARRY",,,,,,,"STEAL  by HAMPDEN-SMITH,HARRY",2
00:13,"GOOD JUMPER by HAMPDEN-SMITH,HARRY",62,,90 (+28),,AC 62-90 (+28),,"GOOD JUMPER by HAMPDEN-SMITH,HARRY",2
00:12,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
