Time Remaining,OZARKS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:31,"GOOD FT by ROBERTSON,DAVID",35,,45 (+10),,OZARKS 35-45 (+10),,"GOOD FT by ROBERTSON,DAVID",1
02:31,"GOOD FT by ROBERTSON,DAVID",36,,45 (+9),,OZARKS 36-45 (+9),,"GOOD FT by ROBERTSON,DAVID",1
02:13,"FOUL  by ROBERTSON,DAVID",,,,,,,"FOUL  by ROBERTSON,DAVID",1
02:13,,36,,46 (+10),"GOOD FT by SCHAMP,GRIFFIN",BSC 36-46 (+10),,"GOOD FT by SCHAMP,GRIFFIN",1
02:13,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by GRAY,CARLTON",,,,,,,"REBOUND DEF by GRAY,CARLTON",1
02:13,"SUB IN by MARTIN,TYLER",,,,,,,"SUB IN by MARTIN,TYLER",1
02:13,"SUB IN by FLINT,BRYTON",,,,,,,"SUB IN by FLINT,BRYTON",1
02:13,"SUB OUT by ROBERTSON,DAVID",,,,,,,"SUB OUT by ROBERTSON,DAVID",1
02:13,"SUB OUT by WOOLVERTON,COLBY",,,,,,,"SUB OUT by WOOLVERTON,COLBY",1
01:58,"TURNOVER  by GREGG,SCOTT",,,,,,,"TURNOVER  by GREGG,SCOTT",1
01:58,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
01:58,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
01:58,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
01:58,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
01:41,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
01:14,"GOOD 3PTR by FLINT,BRYTON",39,,46 (+7),,OZARKS 39-46 (+7),,"GOOD 3PTR by FLINT,BRYTON",1
01:02,"FOUL  by BOXELL,ISAIAH",,,,,,,"FOUL  by BOXELL,ISAIAH",1
01:02,,39,,47 (+8),"GOOD FT by HOLLAND,JASON",BSC 39-47 (+8),,"GOOD FT by HOLLAND,JASON",1
01:02,,39,,48 (+9),"GOOD FT by HOLLAND,JASON",BSC 39-48 (+9),,"GOOD FT by HOLLAND,JASON",1
01:02,"SUB IN by VICTOR,JERMERY",,,,,,,"SUB IN by VICTOR,JERMERY",1
01:02,"SUB IN by DODD,RONNIE",,,,,,,"SUB IN by DODD,RONNIE",1
01:02,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",1
01:02,"SUB OUT by GRAY,CARLTON",,,,,,,"SUB OUT by GRAY,CARLTON",1
01:02,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",1
01:02,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",1
01:02,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
01:02,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
00:51,"TURNOVER  by MARTIN,TYLER",,,,,,,"TURNOVER  by MARTIN,TYLER",1
00:28,"FOUL  by MARTIN,TYLER",,,,,,,"FOUL  by MARTIN,TYLER",1
00:28,,39,,49 (+10),"GOOD FT by JONUS,JASEN",BSC 39-49 (+10),,"GOOD FT by JONUS,JASEN",1
00:28,,39,,50 (+11),"GOOD FT by JONUS,JASEN",BSC 39-50 (+11),,"GOOD FT by JONUS,JASEN",1
00:28,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
00:28,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
00:28,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
00:28,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",1
00:15,"MISS LAYUP by VICTOR,JERMERY",,,,,,,"MISS LAYUP by VICTOR,JERMERY",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
00:10,,39,,52 (+13),"GOOD DUNK by LEE,CALEB(in the paint)",BSC 39-52 (+13),,"GOOD DUNK by LEE,CALEB(in the paint)",1
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",1
00:00,"MISS 3PTR by FLINT,BRYTON",,,,,,,"MISS 3PTR by FLINT,BRYTON",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
19:43,,39,,55 (+16),"GOOD 3PTR by JONUS,JASEN",BSC 39-55 (+16),,"GOOD 3PTR by JONUS,JASEN",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
19:07,"GOOD JUMPER by DODD,RONNIE",41,,55 (+14),,OZARKS 41-55 (+14),,"GOOD JUMPER by DODD,RONNIE",2
19:03,,41,,58 (+17),"GOOD 3PTR by KEGARISE,KEVIN",BSC 41-58 (+17),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
18:43,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
18:43,"MISS FT by DODD,RONNIE",,,,,,,"MISS FT by DODD,RONNIE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:43,"GOOD FT by DODD,RONNIE",42,,58 (+16),,OZARKS 42-58 (+16),,"GOOD FT by DODD,RONNIE",2
18:31,,,,,"MISS JUMPER by KEGARISE,KEVIN",,,"MISS JUMPER by KEGARISE,KEVIN",2
--,"REBOUND DEF by VICTOR,JERMERY",,,,,,,"REBOUND DEF by VICTOR,JERMERY",2
18:24,"GOOD LAYUP by DODD,RONNIE(in the paint)",44,,58 (+14),,OZARKS 44-58 (+14),,"GOOD LAYUP by DODD,RONNIE(in the paint)",2
18:03,,44,,60 (+16),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 44-60 (+16),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
17:54,"MISS LAYUP by LEWIS,KASEY",,,,,,,"MISS LAYUP by LEWIS,KASEY",2
--,"REBOUND OFF by BOBB,MARCUS",,,,,,,"REBOUND OFF by BOBB,MARCUS",2
17:53,"GOOD JUMPER by BOBB,MARCUS(in the paint)",46,,60 (+14),,OZARKS 46-60 (+14),,"GOOD JUMPER by BOBB,MARCUS(in the paint)",2
17:53,,,,,"FOUL  by JONUS,JASEN",,,"FOUL  by JONUS,JASEN",2
17:53,"MISS FT by BOBB,MARCUS",,,,,,,"MISS FT by BOBB,MARCUS",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
17:29,,46,,63 (+17),"GOOD 3PTR by JONUS,JASEN",BSC 46-63 (+17),,"GOOD 3PTR by JONUS,JASEN",2
17:01,"FOUL  by VICTOR,JERMERY",,,,,,,"FOUL  by VICTOR,JERMERY",2
17:01,"TURNOVER  by VICTOR,JERMERY",,,,,,,"TURNOVER  by VICTOR,JERMERY",2
16:49,"FOUL  by DODD,RONNIE",,,,,,,"FOUL  by DODD,RONNIE",2
16:40,,46,,66 (+20),"GOOD 3PTR by HENRY,COLIN",BSC 46-66 (+20),,"GOOD 3PTR by HENRY,COLIN",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
16:17,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
16:17,"GOOD FT by DODD,RONNIE",47,,66 (+19),,OZARKS 47-66 (+19),,"GOOD FT by DODD,RONNIE",2
16:17,"GOOD FT by DODD,RONNIE",48,,66 (+18),,OZARKS 48-66 (+18),,"GOOD FT by DODD,RONNIE",2
16:03,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
16:03,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
15:49,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
15:49,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
15:49,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
15:49,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
15:49,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
15:49,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
15:49,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
15:49,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
15:49,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
15:49,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
15:49,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
15:42,"MISS JUMPER by DODD,RONNIE",,,,,,,"MISS JUMPER by DODD,RONNIE",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
15:24,"FOUL  by DODD,RONNIE",,,,,,,"FOUL  by DODD,RONNIE",2
15:18,"SUB IN by BOXELL,ISAIAH",,,,,,,"SUB IN by BOXELL,ISAIAH",2
15:18,"SUB IN by ROBERTSON,DAVID",,,,,,,"SUB IN by ROBERTSON,DAVID",2
15:18,"SUB IN by GREGG,SCOTT",,,,,,,"SUB IN by GREGG,SCOTT",2
15:18,"SUB IN by BALLARD,DYLAN",,,,,,,"SUB IN by BALLARD,DYLAN",2
15:18,"SUB IN by FLINT,BRYTON",,,,,,,"SUB IN by FLINT,BRYTON",2
15:18,"SUB OUT by WOOLVERTON,COLBY",,,,,,,"SUB OUT by WOOLVERTON,COLBY",2
15:18,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",2
15:18,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",2
15:18,"SUB OUT by LEWIS,KASEY",,,,,,,"SUB OUT by LEWIS,KASEY",2
15:18,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",2
15:05,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",2
15:03,"FOUL  by BALLARD,DYLAN",,,,,,,"FOUL  by BALLARD,DYLAN",2
15:03,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:03,,48,,67 (+19),"GOOD FT by SCHAMP,GRIFFIN",BSC 48-67 (+19),,"GOOD FT by SCHAMP,GRIFFIN",2
14:52,"GOOD LAYUP by FLINT,BRYTON(in the paint)",50,,67 (+17),,OZARKS 50-67 (+17),,"GOOD LAYUP by FLINT,BRYTON(in the paint)",2
14:40,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:38,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
14:25,"MISS 3PTR by FLINT,BRYTON",,,,,,,"MISS 3PTR by FLINT,BRYTON",2
--,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",,,"REBOUND DEF by SCHAMP,GRIFFIN",2
14:14,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
14:03,,50,,69 (+19),"GOOD JUMPER by LEE,CALEB",BSC 50-69 (+19),,"GOOD JUMPER by LEE,CALEB",2
13:50,"GOOD JUMPER by FLINT,BRYTON(in the paint)",52,,69 (+17),,OZARKS 52-69 (+17),,"GOOD JUMPER by FLINT,BRYTON(in the paint)",2
13:50,,,,,"FOUL  by LEE,CALEB",,,"FOUL  by LEE,CALEB",2
13:50,"GOOD FT by FLINT,BRYTON",53,,69 (+16),,OZARKS 53-69 (+16),,"GOOD FT by FLINT,BRYTON",2
13:50,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
13:50,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:37,"FOUL  by GREGG,SCOTT",,,,,,,"FOUL  by GREGG,SCOTT",2
13:28,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,"REBOUND DEF by ROBERTSON,DAVID",,,,,,,"REBOUND DEF by ROBERTSON,DAVID",2
13:20,"TURNOVER  by BOXELL,ISAIAH",,,,,,,"TURNOVER  by BOXELL,ISAIAH",2
12:58,,53,,71 (+18),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 53-71 (+18),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
12:37,"GOOD JUMPER by FLINT,BRYTON",55,,71 (+16),,OZARKS 55-71 (+16),,"GOOD JUMPER by FLINT,BRYTON",2
--,"ASSIST  by ROBERTSON,DAVID",,,,,,,"ASSIST  by ROBERTSON,DAVID",2
12:18,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,"REBOUND DEF by FLINT,BRYTON",,,,,,,"REBOUND DEF by FLINT,BRYTON",2
12:11,"GOOD 3PTR by FLINT,BRYTON",58,,71 (+13),,OZARKS 58-71 (+13),,"GOOD 3PTR by FLINT,BRYTON",2
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",2
12:07,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:54,,58,,73 (+15),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 58-73 (+15),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
11:32,"FOUL  by FLINT,BRYTON",,,,,,,"FOUL  by FLINT,BRYTON",2
11:32,"TURNOVER  by FLINT,BRYTON",,,,,,,"TURNOVER  by FLINT,BRYTON",2
11:19,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by FLINT,BRYTON",,,,,,,"REBOUND DEF by FLINT,BRYTON",2
11:11,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
11:11,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:11,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
11:11,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
11:11,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
11:11,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
11:11,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
11:11,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
11:11,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
11:11,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
10:52,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:50,,58,,75 (+17),"GOOD JUMPER by KEGARISE,KEVIN",BSC 58-75 (+17),,"GOOD JUMPER by KEGARISE,KEVIN",2
10:39,"TURNOVER  by GRAY,CARLTON",,,,,,,"TURNOVER  by GRAY,CARLTON",2
10:39,"SUB IN by VICTOR,JERMERY",,,,,,,"SUB IN by VICTOR,JERMERY",2
10:39,"SUB IN by DODD,RONNIE",,,,,,,"SUB IN by DODD,RONNIE",2
10:39,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",2
10:39,"SUB OUT by ROBERTSON,DAVID",,,,,,,"SUB OUT by ROBERTSON,DAVID",2
10:17,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by BOBB,MARCUS",,,,,,,"REBOUND DEF by BOBB,MARCUS",2
10:14,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
10:14,"GOOD FT by FLINT,BRYTON",59,,75 (+16),,OZARKS 59-75 (+16),,"GOOD FT by FLINT,BRYTON",2
10:14,"GOOD FT by FLINT,BRYTON",60,,75 (+15),,OZARKS 60-75 (+15),,"GOOD FT by FLINT,BRYTON",2
10:07,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
10:07,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
10:07,"GOOD FT by VICTOR,JERMERY",61,,75 (+14),,OZARKS 61-75 (+14),,"GOOD FT by VICTOR,JERMERY",2
10:07,"MISS FT by VICTOR,JERMERY",,,,,,,"MISS FT by VICTOR,JERMERY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
10:07,,,,,"SUB IN by OLAFSSON,ODDUR",,,"SUB IN by OLAFSSON,ODDUR",2
10:07,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
10:06,"FOUL  by DODD,RONNIE",,,,,,,"FOUL  by DODD,RONNIE",2
10:06,,61,,76 (+15),"GOOD FT by RICHARDS,ZAC",BSC 61-76 (+15),,"GOOD FT by RICHARDS,ZAC",2
10:06,,61,,77 (+16),"GOOD FT by RICHARDS,ZAC",BSC 61-77 (+16),,"GOOD FT by RICHARDS,ZAC",2
09:51,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
09:51,"GOOD FT by BOBB,MARCUS",62,,77 (+15),,OZARKS 62-77 (+15),,"GOOD FT by BOBB,MARCUS",2
09:51,"GOOD FT by BOBB,MARCUS",63,,77 (+14),,OZARKS 63-77 (+14),,"GOOD FT by BOBB,MARCUS",2
09:44,,,,,"MISS 3PTR by JONUS,JASEN",,,"MISS 3PTR by JONUS,JASEN",2
--,"REBOUND DEF by DODD,RONNIE",,,,,,,"REBOUND DEF by DODD,RONNIE",2
09:35,"MISS DUNK by FLINT,BRYTON",,,,,,,"MISS DUNK by FLINT,BRYTON",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
09:25,,63,,79 (+16),"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 63-79 (+16),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
09:22,"SUB IN by BOBB,MARCUS",,,,,,,"SUB IN by BOBB,MARCUS",2
09:22,"SUB IN by LEWIS,KASEY",,,,,,,"SUB IN by LEWIS,KASEY",2
09:22,"SUB IN by GRAY,CARLTON",,,,,,,"SUB IN by GRAY,CARLTON",2
09:22,"SUB OUT by GREGG,SCOTT",,,,,,,"SUB OUT by GREGG,SCOTT",2
09:22,"SUB OUT by BALLARD,DYLAN",,,,,,,"SUB OUT by BALLARD,DYLAN",2
09:22,"SUB OUT by FLINT,BRYTON",,,,,,,"SUB OUT by FLINT,BRYTON",2
09:06,,,,,"FOUL  by RICHARDS,ZAC",,,"FOUL  by RICHARDS,ZAC",2
09:06,"GOOD FT by DODD,RONNIE",64,,79 (+15),,OZARKS 64-79 (+15),,"GOOD FT by DODD,RONNIE",2
09:06,"MISS FT by DODD,RONNIE",,,,,,,"MISS FT by DODD,RONNIE",2
--,,,,,"REBOUND DEF by LEE,CALEB",,,"REBOUND DEF by LEE,CALEB",2
09:06,,,,,"SUB IN by LEE,CALEB",,,"SUB IN by LEE,CALEB",2
09:06,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
08:44,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by LEWIS,KASEY",,,,,,,"REBOUND DEF by LEWIS,KASEY",2
08:37,"TURNOVER  by VICTOR,JERMERY",,,,,,,"TURNOVER  by VICTOR,JERMERY",2
08:35,,,,,"STEAL  by LEE,CALEB",,,"STEAL  by LEE,CALEB",2
08:33,"FOUL  by VICTOR,JERMERY",,,,,,,"FOUL  by VICTOR,JERMERY",2
08:33,,,,,"MISS FT by LEE,CALEB",,,"MISS FT by LEE,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:33,,64,,80 (+16),"GOOD FT by LEE,CALEB",BSC 64-80 (+16),,"GOOD FT by LEE,CALEB",2
08:33,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
08:33,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
08:33,,,,,"SUB IN by MURPHY,NICK",,,"SUB IN by MURPHY,NICK",2
08:33,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
08:33,,,,,"SUB OUT by JONUS,JASEN",,,"SUB OUT by JONUS,JASEN",2
08:33,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:33,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
08:33,,,,,"SUB OUT by OLAFSSON,ODDUR",,,"SUB OUT by OLAFSSON,ODDUR",2
08:25,"GOOD LAYUP by BOBB,MARCUS(in the paint)",66,,80 (+14),,OZARKS 66-80 (+14),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",2
08:17,"FOUL  by VICTOR,JERMERY",,,,,,,"FOUL  by VICTOR,JERMERY",2
08:17,,66,,81 (+15),"GOOD FT by HOLLAND,JASON",BSC 66-81 (+15),,"GOOD FT by HOLLAND,JASON",2
08:17,,66,,82 (+16),"GOOD FT by HOLLAND,JASON",BSC 66-82 (+16),,"GOOD FT by HOLLAND,JASON",2
08:08,"MISS LAYUP by DODD,RONNIE",,,,,,,"MISS LAYUP by DODD,RONNIE",2
--,"REBOUND OFF by DODD,RONNIE",,,,,,,"REBOUND OFF by DODD,RONNIE",2
08:06,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
08:06,"GOOD FT by DODD,RONNIE",67,,82 (+15),,OZARKS 67-82 (+15),,"GOOD FT by DODD,RONNIE",2
08:06,"MISS FT by DODD,RONNIE",,,,,,,"MISS FT by DODD,RONNIE",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
07:54,,,,,"MISS 3PTR by MURPHY,NICK",,,"MISS 3PTR by MURPHY,NICK",2
--,"REBOUND DEF by GRAY,CARLTON",,,,,,,"REBOUND DEF by GRAY,CARLTON",2
07:48,"TURNOVER  by GRAY,CARLTON",,,,,,,"TURNOVER  by GRAY,CARLTON",2
07:32,,67,,84 (+17),"GOOD JUMPER by SCHAMP,GRIFFIN",BSC 67-84 (+17),,"GOOD JUMPER by SCHAMP,GRIFFIN",2
07:16,"MISS JUMPER by DODD,RONNIE",,,,,,,"MISS JUMPER by DODD,RONNIE",2
--,,,,,"REBOUND DEF by MURPHY,NICK",,,"REBOUND DEF by MURPHY,NICK",2
07:02,,,,,"FOUL  by MURPHY,NICK",,,"FOUL  by MURPHY,NICK",2
07:02,,,,,"TURNOVER  by MURPHY,NICK",,,"TURNOVER  by MURPHY,NICK",2
07:02,"SUB IN by BOXELL,ISAIAH",,,,,,,"SUB IN by BOXELL,ISAIAH",2
07:02,"SUB IN by ROBERTSON,DAVID",,,,,,,"SUB IN by ROBERTSON,DAVID",2
07:02,"SUB IN by MARTIN,TYLER",,,,,,,"SUB IN by MARTIN,TYLER",2
07:02,"SUB IN by FLINT,BRYTON",,,,,,,"SUB IN by FLINT,BRYTON",2
07:02,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",2
07:02,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",2
07:02,"SUB OUT by LEWIS,KASEY",,,,,,,"SUB OUT by LEWIS,KASEY",2
07:02,"SUB OUT by GRAY,CARLTON",,,,,,,"SUB OUT by GRAY,CARLTON",2
06:50,"TURNOVER  by BOBB,MARCUS",,,,,,,"TURNOVER  by BOBB,MARCUS",2
06:44,,67,,86 (+19),"GOOD DUNK by LEE,CALEB(in the paint)",BSC 67-86 (+19),,"GOOD DUNK by LEE,CALEB(in the paint)",2
06:15,"GOOD LAYUP by BOBB,MARCUS(in the paint)",69,,86 (+17),,OZARKS 69-86 (+17),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",2
06:15,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
06:15,"GOOD FT by BOBB,MARCUS",70,,86 (+16),,OZARKS 70-86 (+16),,"GOOD FT by BOBB,MARCUS",2
06:04,,,,,"MISS JUMPER by LEE,CALEB",,,"MISS JUMPER by LEE,CALEB",2
--,"REBOUND DEF by MARTIN,TYLER",,,,,,,"REBOUND DEF by MARTIN,TYLER",2
05:58,"GOOD LAYUP by BOBB,MARCUS(in the paint)",72,,86 (+14),,OZARKS 72-86 (+14),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",2
05:43,,,,,"MISS JUMPER by MURPHY,NICK",,,"MISS JUMPER by MURPHY,NICK",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
05:34,"FOUL  by FLINT,BRYTON",,,,,,,"FOUL  by FLINT,BRYTON",2
05:34,,72,,87 (+15),"GOOD FT by HOLLAND,JASON",BSC 72-87 (+15),,"GOOD FT by HOLLAND,JASON",2
05:34,,72,,88 (+16),"GOOD FT by HOLLAND,JASON",BSC 72-88 (+16),,"GOOD FT by HOLLAND,JASON",2
05:34,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
05:34,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
05:34,,,,,"SUB IN by JONUS,JASEN",,,"SUB IN by JONUS,JASEN",2
05:34,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
05:34,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
05:34,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
05:34,,,,,"SUB OUT by LEE,CALEB",,,"SUB OUT by LEE,CALEB",2
05:34,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
05:34,,,,,"SUB OUT by MURPHY,NICK",,,"SUB OUT by MURPHY,NICK",2
05:34,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
05:26,"MISS JUMPER by ROBERTSON,DAVID",,,,,,,"MISS JUMPER by ROBERTSON,DAVID",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
05:07,"FOUL  by MARTIN,TYLER",,,,,,,"FOUL  by MARTIN,TYLER",2
