Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,MMB,Game Score,Team Indicator,Play,Period
02:34,"GOOD FT by WELLS,AUSTIN",63,,68 (+5),,ACM 63-68 (+5),,"GOOD FT by WELLS,AUSTIN",2
02:34,"MISS FT by WELLS,AUSTIN",,,,,,,"MISS FT by WELLS,AUSTIN",2
--,"REBOUND OFF by IGBINOSA,STEPHEN",,,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",2
02:34,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
02:34,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
02:34,"SUB OUT by PASS,JOHN",,,,,,,"SUB OUT by PASS,JOHN",2
02:34,"SUB OUT by DICKERMAN,JOSH",,,,,,,"SUB OUT by DICKERMAN,JOSH",2
02:34,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
02:34,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
02:31,"MISS LAYUP by IGBINOSA,STEPHEN",,,,,,,"MISS LAYUP by IGBINOSA,STEPHEN",2
--,"REBOUND OFF by IGBINOSA,STEPHEN",,,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",2
02:28,"MISS LAYUP by IGBINOSA,STEPHEN",,,,,,,"MISS LAYUP by IGBINOSA,STEPHEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:28,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
02:28,,,,,"MISS FT by BLANZ,BUCK",,,"MISS FT by BLANZ,BUCK",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:28,,,,,"MISS FT by BLANZ,BUCK",,,"MISS FT by BLANZ,BUCK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:28,,,,,"FOUL  by TULLOS,ZACHARY",,,"FOUL  by TULLOS,ZACHARY",2
02:28,"MISS FT by IGBINOSA,STEPHEN",,,,,,,"MISS FT by IGBINOSA,STEPHEN",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
02:28,"SUB IN by DICKERMAN,JOSH",,,,,,,"SUB IN by DICKERMAN,JOSH",2
02:28,"SUB IN by CHILES,CHRISTIAN",,,,,,,"SUB IN by CHILES,CHRISTIAN",2
02:28,"SUB IN by FREET,AUSTIN",,,,,,,"SUB IN by FREET,AUSTIN",2
02:28,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",2
02:28,"SUB OUT by FREET,AUSTIN",,,,,,,"SUB OUT by FREET,AUSTIN",2
02:28,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
02:28,"SUB OUT by RIVERA,ANDRES",,,,,,,"SUB OUT by RIVERA,ANDRES",2
02:28,"SUB OUT by JOHNSON,PATRICK",,,,,,,"SUB OUT by JOHNSON,PATRICK",2
01:56,,63,,70 (+7),"GOOD JUMPER by TULLOS,ZACHARY",MMB 63-70 (+7),,"GOOD JUMPER by TULLOS,ZACHARY",2
--,,,,,"ASSIST  by KOHNKE,SAM",,,"ASSIST  by KOHNKE,SAM",2
01:46,"GOOD LAYUP by IGBINOSA,STEPHEN(in the paint)",65,,70 (+5),,ACM 65-70 (+5),,"GOOD LAYUP by IGBINOSA,STEPHEN(in the paint)",2
--,"ASSIST  by JOHNSON,PATRICK",,,,,,,"ASSIST  by JOHNSON,PATRICK",2
01:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:42,"SUB OUT by DICKERMAN,JOSH",,,,,,,"SUB OUT by DICKERMAN,JOSH",2
01:42,"SUB OUT by CHILES,CHRISTIAN",,,,,,,"SUB OUT by CHILES,CHRISTIAN",2
01:42,"SUB OUT by WELLS,AUSTIN",,,,,,,"SUB OUT by WELLS,AUSTIN",2
01:42,"SUB OUT by IGBINOSA,STEPHEN",,,,,,,"SUB OUT by IGBINOSA,STEPHEN",2
01:42,"SUB OUT by BAEHL,BRIAN",,,,,,,"SUB OUT by BAEHL,BRIAN",2
01:41,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
01:41,"SUB IN by WELLS,AUSTIN",,,,,,,"SUB IN by WELLS,AUSTIN",2
01:41,"SUB IN by IGBINOSA,STEPHEN",,,,,,,"SUB IN by IGBINOSA,STEPHEN",2
01:41,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
01:41,"SUB IN by BAEHL,BRIAN",,,,,,,"SUB IN by BAEHL,BRIAN",2
01:31,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
01:31,"SUB IN by DICKERMAN,JOSH",,,,,,,"SUB IN by DICKERMAN,JOSH",2
01:31,"SUB IN by CHILES,CHRISTIAN",,,,,,,"SUB IN by CHILES,CHRISTIAN",2
01:31,"SUB OUT by RIVERA,ANDRES",,,,,,,"SUB OUT by RIVERA,ANDRES",2
01:31,"SUB OUT by JOHNSON,PATRICK",,,,,,,"SUB OUT by JOHNSON,PATRICK",2
01:21,,,,,"FOUL  by KOHNKE,SAM",,,"FOUL  by KOHNKE,SAM",2
01:21,"GOOD FT by BAEHL,BRIAN",66,,70 (+4),,ACM 66-70 (+4),,"GOOD FT by BAEHL,BRIAN",2
01:21,"GOOD FT by BAEHL,BRIAN",67,,70 (+3),,ACM 67-70 (+3),,"GOOD FT by BAEHL,BRIAN",2
01:21,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
01:21,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
01:21,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
01:21,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
01:21,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
01:21,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
01:19,"FOUL  by JOHNSON,PATRICK",,,,,,,"FOUL  by JOHNSON,PATRICK",2
01:19,,67,,71 (+4),"GOOD FT by MARKWITH,TRENT",MMB 67-71 (+4),,"GOOD FT by MARKWITH,TRENT",2
01:19,,67,,72 (+5),"GOOD FT by MARKWITH,TRENT",MMB 67-72 (+5),,"GOOD FT by MARKWITH,TRENT",2
01:01,"TURNOVER  by DICKERMAN,JOSH",,,,,,,"TURNOVER  by DICKERMAN,JOSH",2
00:59,,,,,"STEAL  by KOHNKE,SAM",,,"STEAL  by KOHNKE,SAM",2
00:52,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
00:52,,67,,73 (+6),"GOOD FT by GAGEN,BRENNAN",MMB 67-73 (+6),,"GOOD FT by GAGEN,BRENNAN",2
00:52,,67,,74 (+7),"GOOD FT by GAGEN,BRENNAN",MMB 67-74 (+7),,"GOOD FT by GAGEN,BRENNAN",2
00:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:47,"TURNOVER  by CHILES,CHRISTIAN",,,,,,,"TURNOVER  by CHILES,CHRISTIAN",2
00:46,,,,,"STEAL  by MARKWITH,TRENT",,,"STEAL  by MARKWITH,TRENT",2
00:43,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
00:43,,67,,75 (+8),"GOOD FT by MARKWITH,TRENT",MMB 67-75 (+8),,"GOOD FT by MARKWITH,TRENT",2
00:43,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
00:33,"GOOD LAYUP by IGBINOSA,STEPHEN(fastbreak)(in the paint)",69,,75 (+6),,ACM 69-75 (+6),,"GOOD LAYUP by IGBINOSA,STEPHEN(fastbreak)(in the paint)",2
--,"ASSIST  by CHILES,CHRISTIAN",,,,,,,"ASSIST  by CHILES,CHRISTIAN",2
00:33,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:33,"GOOD FT by IGBINOSA,STEPHEN",70,,75 (+5),,ACM 70-75 (+5),,"GOOD FT by IGBINOSA,STEPHEN",2
00:33,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
00:33,"SUB IN by JOHNSON,PATRICK",,,,,,,"SUB IN by JOHNSON,PATRICK",2
00:33,"SUB OUT by DICKERMAN,JOSH",,,,,,,"SUB OUT by DICKERMAN,JOSH",2
00:33,"SUB OUT by CHILES,CHRISTIAN",,,,,,,"SUB OUT by CHILES,CHRISTIAN",2
00:30,"FOUL  by WELLS,AUSTIN",,,,,,,"FOUL  by WELLS,AUSTIN",2
00:30,,70,,76 (+6),"GOOD FT by MARKWITH,TRENT",MMB 70-76 (+6),,"GOOD FT by MARKWITH,TRENT",2
00:30,,70,,77 (+7),"GOOD FT by MARKWITH,TRENT",MMB 70-77 (+7),,"GOOD FT by MARKWITH,TRENT",2
00:30,"SUB IN by DICKERMAN,JOSH",,,,,,,"SUB IN by DICKERMAN,JOSH",2
00:30,"SUB OUT by WELLS,AUSTIN",,,,,,,"SUB OUT by WELLS,AUSTIN",2
00:24,"GOOD 3PTR by RIVERA,ANDRES(fastbreak)",73,,77 (+4),,ACM 73-77 (+4),,"GOOD 3PTR by RIVERA,ANDRES(fastbreak)",2
--,"ASSIST  by JOHNSON,PATRICK",,,,,,,"ASSIST  by JOHNSON,PATRICK",2
00:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:23,,,,,"TURNOVER  by BLANZ,BUCK",,,"TURNOVER  by BLANZ,BUCK",2
00:17,"MISS 3PTR by RIVERA,ANDRES",,,,,,,"MISS 3PTR by RIVERA,ANDRES",2
--,,,,,"REBOUND DEF by TULLOS,ZACHARY",,,"REBOUND DEF by TULLOS,ZACHARY",2
00:13,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
00:13,,73,,78 (+5),"GOOD FT by TULLOS,ZACHARY",MMB 73-78 (+5),,"GOOD FT by TULLOS,ZACHARY",2
00:13,,73,,79 (+6),"GOOD FT by TULLOS,ZACHARY",MMB 73-79 (+6),,"GOOD FT by TULLOS,ZACHARY",2
00:13,"SUB IN by KOLLET,WILL",,,,,,,"SUB IN by KOLLET,WILL",2
00:13,"SUB OUT by IGBINOSA,STEPHEN",,,,,,,"SUB OUT by IGBINOSA,STEPHEN",2
00:09,"MISS 3PTR by RIVERA,ANDRES",,,,,,,"MISS 3PTR by RIVERA,ANDRES",2
--,"REBOUND OFF by JOHNSON,PATRICK",,,,,,,"REBOUND OFF by JOHNSON,PATRICK",2
00:08,"MISS JUMPER by JOHNSON,PATRICK",,,,,,,"MISS JUMPER by JOHNSON,PATRICK",2
--,"REBOUND OFF by KOLLET,WILL",,,,,,,"REBOUND OFF by KOLLET,WILL",2
00:08,"GOOD LAYUP by KOLLET,WILL(in the paint)",75,,79 (+4),,ACM 75-79 (+4),,"GOOD LAYUP by KOLLET,WILL(in the paint)",2
00:08,"FOUL  by DICKERMAN,JOSH",,,,,,,"FOUL  by DICKERMAN,JOSH",2
00:08,,75,,80 (+5),"GOOD FT by GAGEN,BRENNAN",MMB 75-80 (+5),,"GOOD FT by GAGEN,BRENNAN",2
00:08,,75,,81 (+6),"GOOD FT by GAGEN,BRENNAN",MMB 75-81 (+6),,"GOOD FT by GAGEN,BRENNAN",2
00:06,"TURNOVER  by BAEHL,BRIAN",,,,,,,"TURNOVER  by BAEHL,BRIAN",2
00:06,"FOUL  by BAEHL,BRIAN",,,,,,,"FOUL  by BAEHL,BRIAN",2
00:04,"FOUL  by BAEHL,BRIAN",,,,,,,"FOUL  by BAEHL,BRIAN",2
00:04,,75,,82 (+7),"GOOD FT by MARKWITH,TRENT",MMB 75-82 (+7),,"GOOD FT by MARKWITH,TRENT",2
00:04,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,"REBOUND DEF by BAEHL,BRIAN",,,,,,,"REBOUND DEF by BAEHL,BRIAN",2
00:00,"MISS 3PTR by BAEHL,BRIAN",,,,,,,"MISS 3PTR by BAEHL,BRIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
