Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,BLU,Game Score,Team Indicator,Play,Period
01:10,"TURNOVER  by KOHNKE,SAM",,,,,,,"TURNOVER  by KOHNKE,SAM",2
01:09,,,,,"STEAL  by ROHDE,AUSTIN",,,"STEAL  by ROHDE,AUSTIN",2
01:06,,54,,60 (+6),"GOOD DUNK by ROHDE,AUSTIN(in the paint)",BLU 54-60 (-6),,"GOOD DUNK by ROHDE,AUSTIN(in the paint)",2
00:47,"MISS LAYUP by KOHNKE,SAM",,,,,,,"MISS LAYUP by KOHNKE,SAM",2
00:47,,,,,"BLOCK  by WENTLING,JARED",,,"BLOCK  by WENTLING,JARED",2
--,,,,,"REBOUND DEF by ELCHERT,TREY",,,"REBOUND DEF by ELCHERT,TREY",2
00:37,"FOUL  by BLANZ,BUCK",,,,,,,"FOUL  by BLANZ,BUCK",2
00:37,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
00:37,"SUB OUT by TULLOS,ZACHARY",,,,,,,"SUB OUT by TULLOS,ZACHARY",2
00:37,,,,,"MISS FT by ELCHERT,TREY",,,"MISS FT by ELCHERT,TREY",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
00:27,,,,,"FOUL  by ROHDE,AUSTIN",,,"FOUL  by ROHDE,AUSTIN",2
00:27,"GOOD FT by GAGEN,BRENNAN",55,,60 (+5),,MIL 55-60 (-5),,"GOOD FT by GAGEN,BRENNAN",2
00:27,"SUB IN by GARDNER,ROBERT",,,,,,,"SUB IN by GARDNER,ROBERT",2
00:27,"SUB OUT by BECKER,SAXTON",,,,,,,"SUB OUT by BECKER,SAXTON",2
00:27,"GOOD FT by GAGEN,BRENNAN",56,,60 (+4),,MIL 56-60 (-4),,"GOOD FT by GAGEN,BRENNAN",2
00:27,"FOUL  by TURNER,JAMES",,,,,,,"FOUL  by TURNER,JAMES",2
00:27,,56,,61 (+5),"GOOD FT by RENNER,ANDREW",BLU 56-61 (-5),,"GOOD FT by RENNER,ANDREW",2
00:27,"SUB IN by BECKER,SAXTON",,,,,,,"SUB IN by BECKER,SAXTON",2
00:27,"SUB OUT by BLANZ,BUCK",,,,,,,"SUB OUT by BLANZ,BUCK",2
00:27,,56,,62 (+6),"GOOD FT by RENNER,ANDREW",BLU 56-62 (-6),,"GOOD FT by RENNER,ANDREW",2
00:19,"MISS LAYUP by GAGEN,BRENNAN",,,,,,,"MISS LAYUP by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by WENTLING,JARED",,,"REBOUND DEF by WENTLING,JARED",2
00:16,"FOUL  by GAGEN,BRENNAN",,,,,,,"FOUL  by GAGEN,BRENNAN",2
00:16,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:16,,56,,63 (+7),"GOOD FT by RENNER,ANDREW",BLU 56-63 (-7),,"GOOD FT by RENNER,ANDREW",2
00:16,,56,,64 (+8),"GOOD FT by RENNER,ANDREW",BLU 56-64 (-8),,"GOOD FT by RENNER,ANDREW",2
00:06,"MISS 3PTR by BECKER,SAXTON",,,,,,,"MISS 3PTR by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by ROHDE,AUSTIN",,,"REBOUND DEF by ROHDE,AUSTIN",2
