Time Remaining,TLUMEN,Away Team Score,Play Team Indicator,Home Team Score,MMB,Game Score,Team Indicator,Play,Period
16:28,,42 (+6),,36,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",MMB 42-36 (-6),,"GOOD JUMPER by TULLOS,ZACHARY(in the paint)",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
16:08,"TURNOVER  by JOWELL,HARRIS",,,,,,,"TURNOVER  by JOWELL,HARRIS",2
15:59,,42 (+4),,38,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 42-38 (-4),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
15:43,"MISS JUMPER by RAY,BLAKE",,,,,,,"MISS JUMPER by RAY,BLAKE",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
15:34,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by JOWELL,HARRIS",,,,,,,"REBOUND DEF by JOWELL,HARRIS",2
15:25,,,,,"FOUL  by TULLOS,ZACHARY",,,"FOUL  by TULLOS,ZACHARY",2
15:25,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:25,"GOOD FT by KOUREMETIS,JORDAN",43 (+5),,38,,TLUMEN 43-38 (-5),,"GOOD FT by KOUREMETIS,JORDAN",2
15:25,"GOOD FT by KOUREMETIS,JORDAN",44 (+6),,38,,TLUMEN 44-38 (-6),,"GOOD FT by KOUREMETIS,JORDAN",2
15:25,"SUB IN by GILLETTE,MATTHEW",,,,,,,"SUB IN by GILLETTE,MATTHEW",2
15:25,"SUB OUT by JOWELL,HARRIS",,,,,,,"SUB OUT by JOWELL,HARRIS",2
15:25,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
15:25,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
15:25,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
15:25,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
15:25,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
15:25,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
15:12,"FOUL  by BEHR,ZACH",,,,,,,"FOUL  by BEHR,ZACH",2
15:12,,44 (+5),,39,"GOOD FT by BLANZ,BUCK",MMB 44-39 (-5),,"GOOD FT by BLANZ,BUCK",2
15:12,,,,,"MISS FT by BLANZ,BUCK",,,"MISS FT by BLANZ,BUCK",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
14:59,"GOOD 3PTR by BEHR,ZACH",47 (+8),,39,,TLUMEN 47-39 (-8),,"GOOD 3PTR by BEHR,ZACH",2
--,"ASSIST  by RAY,BLAKE",,,,,,,"ASSIST  by RAY,BLAKE",2
14:31,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
14:28,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
14:25,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
14:03,"MISS 3PTR by KOUREMETIS,JORDAN",,,,,,,"MISS 3PTR by KOUREMETIS,JORDAN",2
--,,,,,"REBOUND DEF by MASON,WADE",,,"REBOUND DEF by MASON,WADE",2
14:00,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
14:00,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
13:43,"FOUL  by KOUREMETIS,JORDAN",,,,,,,"FOUL  by KOUREMETIS,JORDAN",2
13:43,"SUB IN by KOUREMETIS,JACOB",,,,,,,"SUB IN by KOUREMETIS,JACOB",2
13:43,"SUB OUT by KOUREMETIS,JORDAN",,,,,,,"SUB OUT by KOUREMETIS,JORDAN",2
13:24,,,,,"MISS 3PTR by TURNER,JAMES",,,"MISS 3PTR by TURNER,JAMES",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
13:17,,,,,"TURNOVER  by MANCUSO,LOGAN",,,"TURNOVER  by MANCUSO,LOGAN",2
13:16,"STEAL  by SULLIVAN,MICHAEL",,,,,,,"STEAL  by SULLIVAN,MICHAEL",2
13:13,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
13:13,"GOOD FT by SULLIVAN,MICHAEL",48 (+9),,39,,TLUMEN 48-39 (-9),,"GOOD FT by SULLIVAN,MICHAEL",2
13:13,"MISS FT by SULLIVAN,MICHAEL",,,,,,,"MISS FT by SULLIVAN,MICHAEL",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
13:13,"SUB IN by PERRY,MATT",,,,,,,"SUB IN by PERRY,MATT",2
13:13,"SUB OUT by RAY,BLAKE",,,,,,,"SUB OUT by RAY,BLAKE",2
13:00,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
12:32,"TURNOVER  by BEHR,ZACH",,,,,,,"TURNOVER  by BEHR,ZACH",2
12:32,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
12:32,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
12:32,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
12:32,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
12:32,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
12:32,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
12:32,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
12:32,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
12:14,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
12:04,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
11:54,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:54,"SUB IN by HAMILTON,SHAWN",,,,,,,"SUB IN by HAMILTON,SHAWN",2
11:54,"SUB OUT by BEHR,ZACH",,,,,,,"SUB OUT by BEHR,ZACH",2
11:41,,48 (+7),,41,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",MMB 48-41 (-7),,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",2
11:41,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
11:41,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
11:39,,48 (+5),,43,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",MMB 48-43 (-5),,"GOOD LAYUP by TULLOS,ZACHARY(in the paint)",2
11:18,"MISS JUMPER by KOUREMETIS,JACOB",,,,,,,"MISS JUMPER by KOUREMETIS,JACOB",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
11:06,"FOUL  by HAMILTON,SHAWN",,,,,,,"FOUL  by HAMILTON,SHAWN",2
11:06,,48 (+4),,44,"GOOD FT by GAGEN,BRENNAN",MMB 48-44 (-4),,"GOOD FT by GAGEN,BRENNAN",2
11:06,,48 (+3),,45,"GOOD FT by GAGEN,BRENNAN",MMB 48-45 (-3),,"GOOD FT by GAGEN,BRENNAN",2
10:47,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",50 (+5),,45,,TLUMEN 50-45 (-5),,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",2
--,"ASSIST  by KOUREMETIS,JACOB",,,,,,,"ASSIST  by KOUREMETIS,JACOB",2
10:31,,50 (+3),,47,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 50-47 (-3),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
10:14,"MISS 3PTR by HAMILTON,SHAWN",,,,,,,"MISS 3PTR by HAMILTON,SHAWN",2
--,"REBOUND OFF by GILLETTE,MATTHEW",,,,,,,"REBOUND OFF by GILLETTE,MATTHEW",2
10:12,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",52 (+5),,47,,TLUMEN 52-47 (-5),,"GOOD LAYUP by GILLETTE,MATTHEW(in the paint)",2
10:12,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
10:12,"GOOD FT by GILLETTE,MATTHEW",53 (+6),,47,,TLUMEN 53-47 (-6),,"GOOD FT by GILLETTE,MATTHEW",2
10:12,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
09:40,,,,,"FOUL  by TULLOS,ZACHARY",,,"FOUL  by TULLOS,ZACHARY",2
09:40,"GOOD FT by PERRY,MATT",54 (+7),,47,,TLUMEN 54-47 (-7),,"GOOD FT by PERRY,MATT",2
09:40,"GOOD FT by PERRY,MATT",55 (+8),,47,,TLUMEN 55-47 (-8),,"GOOD FT by PERRY,MATT",2
09:40,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
09:40,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
09:40,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
09:40,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
09:21,,,,,"MISS JUMPER by BLANZ,BUCK",,,"MISS JUMPER by BLANZ,BUCK",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
08:58,"MISS 3PTR by SULLIVAN,MICHAEL",,,,,,,"MISS 3PTR by SULLIVAN,MICHAEL",2
--,,,,,"REBOUND DEF by GARDNER,ROBERT",,,"REBOUND DEF by GARDNER,ROBERT",2
08:49,,55 (+6),,49,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",MMB 55-49 (-6),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",2
--,,,,,"ASSIST  by MANCUSO,LOGAN",,,"ASSIST  by MANCUSO,LOGAN",2
08:49,"FOUL  by PERRY,MATT",,,,,,,"FOUL  by PERRY,MATT",2
08:49,,,,,"MISS FT by MARKWITH,TRENT",,,"MISS FT by MARKWITH,TRENT",2
--,"REBOUND DEF by GILLETTE,MATTHEW",,,,,,,"REBOUND DEF by GILLETTE,MATTHEW",2
08:21,"MISS 3PTR by PERRY,MATT",,,,,,,"MISS 3PTR by PERRY,MATT",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
08:08,,,,,"MISS JUMPER by GAGEN,BRENNAN",,,"MISS JUMPER by GAGEN,BRENNAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:46,"MISS 3PTR by PERRY,MATT",,,,,,,"MISS 3PTR by PERRY,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:43,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
07:43,"GOOD FT by GILLETTE,MATTHEW",56 (+7),,49,,TLUMEN 56-49 (-7),,"GOOD FT by GILLETTE,MATTHEW",2
07:43,"GOOD FT by GILLETTE,MATTHEW",57 (+8),,49,,TLUMEN 57-49 (-8),,"GOOD FT by GILLETTE,MATTHEW",2
07:43,"SUB IN by CAGE,ALEX",,,,,,,"SUB IN by CAGE,ALEX",2
07:43,"SUB IN by BEHR,ZACH",,,,,,,"SUB IN by BEHR,ZACH",2
07:43,"SUB IN by JOWELL,HARRIS",,,,,,,"SUB IN by JOWELL,HARRIS",2
07:43,"SUB IN by KOUREMETIS,JORDAN",,,,,,,"SUB IN by KOUREMETIS,JORDAN",2
07:43,"SUB OUT by KOUREMETIS,JACOB",,,,,,,"SUB OUT by KOUREMETIS,JACOB",2
07:43,"SUB OUT by SULLIVAN,MICHAEL",,,,,,,"SUB OUT by SULLIVAN,MICHAEL",2
07:43,"SUB OUT by HAMILTON,SHAWN",,,,,,,"SUB OUT by HAMILTON,SHAWN",2
07:43,"SUB OUT by GILLETTE,MATTHEW",,,,,,,"SUB OUT by GILLETTE,MATTHEW",2
07:23,,57 (+6),,51,"GOOD LAYUP by BLANZ,BUCK(in the paint)",MMB 57-51 (-6),,"GOOD LAYUP by BLANZ,BUCK(in the paint)",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
07:04,"GOOD 3PTR by PERRY,MATT",60 (+9),,51,,TLUMEN 60-51 (-9),,"GOOD 3PTR by PERRY,MATT",2
--,"ASSIST  by KOUREMETIS,JORDAN",,,,,,,"ASSIST  by KOUREMETIS,JORDAN",2
06:37,,60 (+7),,53,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",MMB 60-53 (-7),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",2
--,,,,,"ASSIST  by GAGEN,BRENNAN",,,"ASSIST  by GAGEN,BRENNAN",2
06:17,"MISS 3PTR by KOUREMETIS,JORDAN",,,,,,,"MISS 3PTR by KOUREMETIS,JORDAN",2
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",2
05:51,,,,,"MISS JUMPER by MARKWITH,TRENT",,,"MISS JUMPER by MARKWITH,TRENT",2
--,"REBOUND DEF by CAGE,ALEX",,,,,,,"REBOUND DEF by CAGE,ALEX",2
05:33,"GOOD LAYUP by JOWELL,HARRIS(in the paint)",62 (+9),,53,,TLUMEN 62-53 (-9),,"GOOD LAYUP by JOWELL,HARRIS(in the paint)",2
--,"ASSIST  by CAGE,ALEX",,,,,,,"ASSIST  by CAGE,ALEX",2
05:21,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:21,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
05:21,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
05:21,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
05:21,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
05:21,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
05:21,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
05:06,,,,,"MISS JUMPER by TULLOS,ZACHARY",,,"MISS JUMPER by TULLOS,ZACHARY",2
05:06,"BLOCK  by BEHR,ZACH",,,,,,,"BLOCK  by BEHR,ZACH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
05:01,,,,,"MISS 3PTR by MARKWITH,TRENT",,,"MISS 3PTR by MARKWITH,TRENT",2
--,,,,,"REBOUND OFF by TULLOS,ZACHARY",,,"REBOUND OFF by TULLOS,ZACHARY",2
04:57,,,,,"MISS LAYUP by TULLOS,ZACHARY",,,"MISS LAYUP by TULLOS,ZACHARY",2
--,"REBOUND DEF by JOWELL,HARRIS",,,,,,,"REBOUND DEF by JOWELL,HARRIS",2
04:38,,,,,"FOUL  by MASON,WADE",,,"FOUL  by MASON,WADE",2
04:38,"GOOD FT by BEHR,ZACH",63 (+10),,53,,TLUMEN 63-53 (-10),,"GOOD FT by BEHR,ZACH",2
04:38,"GOOD FT by BEHR,ZACH",64 (+11),,53,,TLUMEN 64-53 (-11),,"GOOD FT by BEHR,ZACH",2
04:30,,,,,"MISS 3PTR by GARDNER,ROBERT",,,"MISS 3PTR by GARDNER,ROBERT",2
--,"REBOUND DEF by BEHR,ZACH",,,,,,,"REBOUND DEF by BEHR,ZACH",2
04:04,"TURNOVER  by CAGE,ALEX",,,,,,,"TURNOVER  by CAGE,ALEX",2
04:04,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
04:04,,,,,"SUB OUT by MASON,WADE",,,"SUB OUT by MASON,WADE",2
03:38,"FOUL  by CAGE,ALEX",,,,,,,"FOUL  by CAGE,ALEX",2
03:38,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:38,,64 (+10),,54,"GOOD FT by GAGEN,BRENNAN",MMB 64-54 (-10),,"GOOD FT by GAGEN,BRENNAN",2
03:38,,64 (+9),,55,"GOOD FT by GAGEN,BRENNAN",MMB 64-55 (-9),,"GOOD FT by GAGEN,BRENNAN",2
03:38,"SUB IN by RAY,BLAKE",,,,,,,"SUB IN by RAY,BLAKE",2
03:38,"SUB IN by SULLIVAN,MICHAEL",,,,,,,"SUB IN by SULLIVAN,MICHAEL",2
03:38,"SUB OUT by CAGE,ALEX",,,,,,,"SUB OUT by CAGE,ALEX",2
03:38,"SUB OUT by PERRY,MATT",,,,,,,"SUB OUT by PERRY,MATT",2
03:38,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
03:38,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
03:14,"MISS LAYUP by BEHR,ZACH",,,,,,,"MISS LAYUP by BEHR,ZACH",2
--,"REBOUND OFF by JOWELL,HARRIS",,,,,,,"REBOUND OFF by JOWELL,HARRIS",2
03:06,"GOOD TIPIN by JOWELL,HARRIS(in the paint)",66 (+11),,55,,TLUMEN 66-55 (-11),,"GOOD TIPIN by JOWELL,HARRIS(in the paint)",2
02:54,,,,,"MISS JUMPER by GARDNER,ROBERT",,,"MISS JUMPER by GARDNER,ROBERT",2
--,"REBOUND DEF by SULLIVAN,MICHAEL",,,,,,,"REBOUND DEF by SULLIVAN,MICHAEL",2
02:24,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",2
02:24,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
02:24,,,,,"SUB OUT by TULLOS,ZACHARY",,,"SUB OUT by TULLOS,ZACHARY",2
02:03,,66 (+8),,58,"GOOD 3PTR by KOHNKE,SAM",MMB 66-58 (-8),,"GOOD 3PTR by KOHNKE,SAM",2
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",2
01:43,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
01:43,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
01:30,"TURNOVER  by SULLIVAN,MICHAEL",,,,,,,"TURNOVER  by SULLIVAN,MICHAEL",2
01:30,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
01:23,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by JOWELL,HARRIS",,,,,,,"REBOUND DEF by JOWELL,HARRIS",2
00:58,"MISS DUNK by JOWELL,HARRIS",,,,,,,"MISS DUNK by JOWELL,HARRIS",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
00:50,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:41,"FOUL  by SULLIVAN,MICHAEL",,,,,,,"FOUL  by SULLIVAN,MICHAEL",2
00:41,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:41,,66 (+7),,59,"GOOD FT by GAGEN,BRENNAN",MMB 66-59 (-7),,"GOOD FT by GAGEN,BRENNAN",2
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:41,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
00:41,,,,,"SUB OUT by BLANZ,BUCK",,,"SUB OUT by BLANZ,BUCK",2
00:30,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
00:30,"MISS FT by BEHR,ZACH",,,,,,,"MISS FT by BEHR,ZACH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:30,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
00:30,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
00:23,,,,,"MISS LAYUP by GAGEN,BRENNAN",,,"MISS LAYUP by GAGEN,BRENNAN",2
--,"REBOUND DEF by JOWELL,HARRIS",,,,,,,"REBOUND DEF by JOWELL,HARRIS",2
00:13,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
00:13,"GOOD FT by RAY,BLAKE",67 (+8),,59,,TLUMEN 67-59 (-8),,"GOOD FT by RAY,BLAKE",2
00:13,"GOOD FT by RAY,BLAKE",68 (+9),,59,,TLUMEN 68-59 (-9),,"GOOD FT by RAY,BLAKE",2
00:13,,,,,"SUB IN by BURT,DERRICK",,,"SUB IN by BURT,DERRICK",2
00:13,,,,,"SUB IN by WISE,ASA",,,"SUB IN by WISE,ASA",2
00:13,,,,,"SUB IN by MANNING,JOHNATHAN",,,"SUB IN by MANNING,JOHNATHAN",2
00:13,,,,,"SUB IN by COLEMAN,DANIEL",,,"SUB IN by COLEMAN,DANIEL",2
00:13,,,,,"SUB OUT by KOHNKE,SAM",,,"SUB OUT by KOHNKE,SAM",2
00:13,,,,,"SUB OUT by GARDNER,ROBERT",,,"SUB OUT by GARDNER,ROBERT",2
00:13,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
00:13,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
00:03,,68 (+6),,62,"GOOD 3PTR by COLEMAN,DANIEL",MMB 68-62 (-6),,"GOOD 3PTR by COLEMAN,DANIEL",2
--,,,,,"ASSIST  by BLANZ,BUCK",,,"ASSIST  by BLANZ,BUCK",2
