Time Remaining,LOU,Away Team Score,Play Team Indicator,Home Team Score,MIL,Game Score,Team Indicator,Play,Period
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:49,"GOOD FT by BURKS,NICK",25 (+10),,15,,LOU 25-15 (-10),,"GOOD FT by BURKS,NICK",1
03:35,"FOUL  by PARKER,JOHN",,,,,,,"FOUL  by PARKER,JOHN",1
03:35,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:35,,25 (+9),,16,"GOOD FT by GAGEN,BRENNAN",MIL 25-16 (-9),,"GOOD FT by GAGEN,BRENNAN",1
03:32,"TURNOVER  by COTTONHAM,KEVIN",,,,,,,"TURNOVER  by COTTONHAM,KEVIN",1
03:18,,25 (+6),,19,"GOOD 3PTR by GAGEN,BRENNAN",MIL 25-19 (-6),,"GOOD 3PTR by GAGEN,BRENNAN",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
03:06,"TURNOVER  by BURKS,NICK",,,,,,,"TURNOVER  by BURKS,NICK",1
03:06,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",1
03:06,"SUB OUT by BURKS,NICK",,,,,,,"SUB OUT by BURKS,NICK",1
03:06,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",1
03:06,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",1
02:54,,25 (+4),,21,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",MIL 25-21 (-4),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
02:28,"MISS LAYUP by REGIS,RAHEEM",,,,,,,"MISS LAYUP by REGIS,RAHEEM",1
--,"REBOUND OFF by REGIS,RAHEEM",,,,,,,"REBOUND OFF by REGIS,RAHEEM",1
02:26,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",27 (+6),,21,,LOU 27-21 (-6),,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",1
02:17,,27 (+3),,24,"GOOD 3PTR by KOHNKE,SAM",MIL 27-24 (-3),,"GOOD 3PTR by KOHNKE,SAM",1
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",1
01:56,"TURNOVER  by REGIS,RAHEEM",,,,,,,"TURNOVER  by REGIS,RAHEEM",1
01:56,"FOUL  by REGIS,RAHEEM",,,,,,,"FOUL  by REGIS,RAHEEM",1
01:56,"SUB IN by DAVIS,D'AARON",,,,,,,"SUB IN by DAVIS,D'AARON",1
01:56,"SUB OUT by REGIS,RAHEEM",,,,,,,"SUB OUT by REGIS,RAHEEM",1
01:39,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",1
01:38,"STEAL  by COTTONHAM,KEVIN",,,,,,,"STEAL  by COTTONHAM,KEVIN",1
01:35,"MISS 3PTR by LEE,TORRIAN",,,,,,,"MISS 3PTR by LEE,TORRIAN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:32,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",1
01:32,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",1
01:25,"TURNOVER  by STOKES,TIMOTHY",,,,,,,"TURNOVER  by STOKES,TIMOTHY",1
01:25,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",1
01:25,"SUB OUT by STOKES,TIMOTHY",,,,,,,"SUB OUT by STOKES,TIMOTHY",1
01:09,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",1
01:08,"STEAL  by PARKER,JOHN",,,,,,,"STEAL  by PARKER,JOHN",1
00:45,"GOOD LAYUP by DAVIS,D'AARON(in the paint)",29 (+5),,24,,LOU 29-24 (-5),,"GOOD LAYUP by DAVIS,D'AARON(in the paint)",1
00:35,,29 (+2),,27,"GOOD 3PTR by KOHNKE,SAM(fastbreak)",MIL 29-27 (-2),,"GOOD 3PTR by KOHNKE,SAM(fastbreak)",1
--,,,,,"ASSIST  by GARDNER,ROBERT",,,"ASSIST  by GARDNER,ROBERT",1
00:25,"TURNOVER  by LEE,TORRIAN",,,,,,,"TURNOVER  by LEE,TORRIAN",1
00:24,,,,,"STEAL  by MARKWITH,TRENT",,,"STEAL  by MARKWITH,TRENT",1
00:22,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",1
00:20,"STEAL  by COTTONHAM,KEVIN",,,,,,,"STEAL  by COTTONHAM,KEVIN",1
00:16,"MISS 3PTR by GROGAN,TAYLAN",,,,,,,"MISS 3PTR by GROGAN,TAYLAN",1
--,,,,,"REBOUND DEF by BLANZ,BUCK",,,"REBOUND DEF by BLANZ,BUCK",1
00:08,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",1
00:08,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",1
00:08,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",1
00:08,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",1
00:08,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",1
00:08,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",1
00:08,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",1
00:08,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",1
00:08,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",1
00:08,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",1
00:08,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",1
00:08,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",1
00:08,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",1
00:08,"SUB OUT by DAVIS,D'AARON",,,,,,,"SUB OUT by DAVIS,D'AARON",1
00:00,"MISS LAYUP by BURKS,NICK",,,,,,,"MISS LAYUP by BURKS,NICK",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
20:00,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",2
20:00,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",2
20:00,"SUB OUT by DAVIS,MIKE",,,,,,,"SUB OUT by DAVIS,MIKE",2
20:00,"SUB OUT by LEBLANC,LEJAWON",,,,,,,"SUB OUT by LEBLANC,LEJAWON",2
20:00,"SUB OUT by COLEMAN,J",,,,,,,"SUB OUT by COLEMAN,J",2
20:00,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",2
20:00,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",2
20:00,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",2
20:00,"SUB IN by REGIS,RAHEEM",,,,,,,"SUB IN by REGIS,RAHEEM",2
20:00,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",2
19:35,"MISS JUMPER by REGIS,RAHEEM",,,,,,,"MISS JUMPER by REGIS,RAHEEM",2
--,,,,,"REBOUND DEF by KOHNKE,SAM",,,"REBOUND DEF by KOHNKE,SAM",2
19:18,,29,,29,"GOOD LAYUP by KOHNKE,SAM(in the paint)",MIL 29-29 (0),,"GOOD LAYUP by KOHNKE,SAM(in the paint)",2
--,,,,,"ASSIST  by BLANZ,BUCK",,,"ASSIST  by BLANZ,BUCK",2
18:50,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",31 (+2),,29,,LOU 31-29 (-2),,"GOOD LAYUP by REGIS,RAHEEM(in the paint)",2
--,"ASSIST  by LEE,TORRIAN",,,,,,,"ASSIST  by LEE,TORRIAN",2
18:28,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
18:26,"STEAL  by LEE,TORRIAN",,,,,,,"STEAL  by LEE,TORRIAN",2
18:22,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",33 (+4),,29,,LOU 33-29 (-4),,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by LEE,TORRIAN",,,,,,,"ASSIST  by LEE,TORRIAN",2
18:02,"FOUL  by GROGAN,TAYLAN",,,,,,,"FOUL  by GROGAN,TAYLAN",2
17:52,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
17:43,"MISS 3PTR by GROGAN,TAYLAN",,,,,,,"MISS 3PTR by GROGAN,TAYLAN",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
17:23,"FOUL  by LEE,TORRIAN",,,,,,,"FOUL  by LEE,TORRIAN",2
17:23,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
17:23,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
17:23,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
17:23,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
17:23,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
17:23,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
17:23,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
17:23,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
17:23,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
17:23,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
17:16,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",2
17:02,"MISS JUMPER by REGIS,RAHEEM",,,,,,,"MISS JUMPER by REGIS,RAHEEM",2
17:02,,,,,"BLOCK  by TULLOS,ZACHARY",,,"BLOCK  by TULLOS,ZACHARY",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
16:52,,,,,"MISS LAYUP by BLANZ,BUCK",,,"MISS LAYUP by BLANZ,BUCK",2
--,"REBOUND DEF by GROGAN,TAYLAN",,,,,,,"REBOUND DEF by GROGAN,TAYLAN",2
16:42,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",35 (+6),,29,,LOU 35-29 (-6),,"GOOD LAYUP by REGIS,RAHEEM(fastbreak)(in the paint)",2
--,"ASSIST  by PARKER,JOHN",,,,,,,"ASSIST  by PARKER,JOHN",2
16:30,,,,,"MISS JUMPER by GARDNER,ROBERT",,,"MISS JUMPER by GARDNER,ROBERT",2
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",2
16:04,"MISS 3PTR by LEE,TORRIAN",,,,,,,"MISS 3PTR by LEE,TORRIAN",2
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",2
15:44,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
15:43,,,,,"STEAL  by GARDNER,ROBERT",,,"STEAL  by GARDNER,ROBERT",2
15:37,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:37,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
15:37,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
15:37,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
15:37,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
15:37,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
15:37,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
15:37,,,,,"SUB IN by BECKER,SAXTON",,,"SUB IN by BECKER,SAXTON",2
15:37,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
15:37,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
15:37,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
15:37,"SUB OUT by PARKER,JOHN",,,,,,,"SUB OUT by PARKER,JOHN",2
15:37,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",2
15:37,"SUB OUT by DAVIS,MIKE",,,,,,,"SUB OUT by DAVIS,MIKE",2
15:37,"SUB OUT by LEBLANC,LEJAWON",,,,,,,"SUB OUT by LEBLANC,LEJAWON",2
15:37,"SUB OUT by COLEMAN,J",,,,,,,"SUB OUT by COLEMAN,J",2
15:37,"SUB IN by COTTONHAM,KEVIN",,,,,,,"SUB IN by COTTONHAM,KEVIN",2
15:37,"SUB IN by LEE,TORRIAN",,,,,,,"SUB IN by LEE,TORRIAN",2
15:37,"SUB IN by PARKER,JOHN",,,,,,,"SUB IN by PARKER,JOHN",2
15:37,"SUB IN by DAVIS,D'AARON",,,,,,,"SUB IN by DAVIS,D'AARON",2
15:37,"SUB IN by EVANS,STEVE",,,,,,,"SUB IN by EVANS,STEVE",2
15:25,,,,,"MISS LAYUP by GAGEN,BRENNAN",,,"MISS LAYUP by GAGEN,BRENNAN",2
15:25,"BLOCK  by EVANS,STEVE",,,,,,,"BLOCK  by EVANS,STEVE",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
15:20,"GOOD LAYUP by COTTONHAM,KEVIN(in the paint)",37 (+8),,29,,LOU 37-29 (-8),,"GOOD LAYUP by COTTONHAM,KEVIN(in the paint)",2
--,"ASSIST  by PARKER,JOHN",,,,,,,"ASSIST  by PARKER,JOHN",2
14:53,,,,,"TURNOVER  by GARDNER,ROBERT",,,"TURNOVER  by GARDNER,ROBERT",2
14:53,,,,,"FOUL  by GARDNER,ROBERT",,,"FOUL  by GARDNER,ROBERT",2
14:36,"MISS LAYUP by PARKER,JOHN",,,,,,,"MISS LAYUP by PARKER,JOHN",2
14:36,,,,,"BLOCK  by BECKER,SAXTON",,,"BLOCK  by BECKER,SAXTON",2
--,,,,,"REBOUND DEF by GAGEN,BRENNAN",,,"REBOUND DEF by GAGEN,BRENNAN",2
14:28,,,,,"MISS 3PTR by BECKER,SAXTON",,,"MISS 3PTR by BECKER,SAXTON",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
14:08,"MISS 3PTR by LEE,TORRIAN",,,,,,,"MISS 3PTR by LEE,TORRIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:02,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
14:02,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
14:02,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
14:02,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
14:02,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
14:02,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
14:02,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
14:02,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
14:02,,,,,"SUB IN by MASON,WADE",,,"SUB IN by MASON,WADE",2
14:02,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
13:48,"TURNOVER  by COTTONHAM,KEVIN",,,,,,,"TURNOVER  by COTTONHAM,KEVIN",2
13:46,,,,,"STEAL  by TULLOS,ZACHARY",,,"STEAL  by TULLOS,ZACHARY",2
13:42,,,,,"MISS 3PTR by KOHNKE,SAM",,,"MISS 3PTR by KOHNKE,SAM",2
--,,,,,"REBOUND OFF by MARKWITH,TRENT",,,"REBOUND OFF by MARKWITH,TRENT",2
13:31,,,,,"MISS LAYUP by TULLOS,ZACHARY",,,"MISS LAYUP by TULLOS,ZACHARY",2
--,"REBOUND DEF by DAVIS,D'AARON",,,,,,,"REBOUND DEF by DAVIS,D'AARON",2
13:24,"MISS 3PTR by LEE,TORRIAN",,,,,,,"MISS 3PTR by LEE,TORRIAN",2
--,"REBOUND OFF by PARKER,JOHN",,,,,,,"REBOUND OFF by PARKER,JOHN",2
13:02,"MISS LAYUP by PARKER,JOHN",,,,,,,"MISS LAYUP by PARKER,JOHN",2
13:02,,,,,"BLOCK  by TULLOS,ZACHARY",,,"BLOCK  by TULLOS,ZACHARY",2
--,"REBOUND OFF by DAVIS,D'AARON",,,,,,,"REBOUND OFF by DAVIS,D'AARON",2
12:58,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
12:58,"MISS FT by EVANS,STEVE",,,,,,,"MISS FT by EVANS,STEVE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:58,"GOOD FT by EVANS,STEVE",38 (+9),,29,,LOU 38-29 (-9),,"GOOD FT by EVANS,STEVE",2
12:42,,,,,"MISS JUMPER by MASON,WADE",,,"MISS JUMPER by MASON,WADE",2
--,,,,,"REBOUND OFF by TURNER,JAMES",,,"REBOUND OFF by TURNER,JAMES",2
12:28,,,,,"MISS LAYUP by MASON,WADE",,,"MISS LAYUP by MASON,WADE",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
12:00,"MISS LAYUP by LEE,TORRIAN",,,,,,,"MISS LAYUP by LEE,TORRIAN",2
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",2
11:53,"MISS JUMPER by LEE,TORRIAN",,,,,,,"MISS JUMPER by LEE,TORRIAN",2
--,,,,,"REBOUND DEF by TURNER,JAMES",,,"REBOUND DEF by TURNER,JAMES",2
11:46,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:46,"SUB IN by GROGAN,TAYLAN",,,,,,,"SUB IN by GROGAN,TAYLAN",2
11:46,"SUB OUT by LEE,TORRIAN",,,,,,,"SUB OUT by LEE,TORRIAN",2
11:46,,38 (+8),,30,"GOOD FT by TULLOS,ZACHARY",MIL 38-30 (-8),,"GOOD FT by TULLOS,ZACHARY",2
11:46,,38 (+7),,31,"GOOD FT by TULLOS,ZACHARY",MIL 38-31 (-7),,"GOOD FT by TULLOS,ZACHARY",2
11:46,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
11:46,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
11:46,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
11:46,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
11:46,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
11:46,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
11:46,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
11:46,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:46,,,,,"SUB IN by TURNER,JAMES",,,"SUB IN by TURNER,JAMES",2
11:46,,,,,"SUB IN by BLANZ,BUCK",,,"SUB IN by BLANZ,BUCK",2
11:46,"FOUL  by DAVIS,D'AARON",,,,,,,"FOUL  by DAVIS,D'AARON",2
11:24,"GOOD JUMPER by PARKER,JOHN(in the paint)",40 (+9),,31,,LOU 40-31 (-9),,"GOOD JUMPER by PARKER,JOHN(in the paint)",2
--,"ASSIST  by COTTONHAM,KEVIN",,,,,,,"ASSIST  by COTTONHAM,KEVIN",2
11:05,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
11:05,"STEAL  by GROGAN,TAYLAN",,,,,,,"STEAL  by GROGAN,TAYLAN",2
11:05,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
11:05,"SUB IN by HILL,PALMER",,,,,,,"SUB IN by HILL,PALMER",2
11:05,"SUB OUT by DAVIS,D'AARON",,,,,,,"SUB OUT by DAVIS,D'AARON",2
10:50,"MISS 3PTR by HILL,PALMER",,,,,,,"MISS 3PTR by HILL,PALMER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:48,,,,,"FOUL  by KOHNKE,SAM",,,"FOUL  by KOHNKE,SAM",2
10:47,"GOOD LAYUP by EVANS,STEVE(in the paint)",42 (+11),,31,,LOU 42-31 (-11),,"GOOD LAYUP by EVANS,STEVE(in the paint)",2
--,"ASSIST  by GROGAN,TAYLAN",,,,,,,"ASSIST  by GROGAN,TAYLAN",2
10:47,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
10:47,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
10:47,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
10:47,"GOOD FT by EVANS,STEVE",43 (+12),,31,,LOU 43-31 (-12),,"GOOD FT by EVANS,STEVE",2
10:43,,,,,"TURNOVER  by TURNER,JAMES",,,"TURNOVER  by TURNER,JAMES",2
10:42,"STEAL  by PARKER,JOHN",,,,,,,"STEAL  by PARKER,JOHN",2
10:20,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
10:12,,,,,"MISS 3PTR by GAGEN,BRENNAN",,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND OFF by GARDNER,ROBERT",,,"REBOUND OFF by GARDNER,ROBERT",2
10:09,,43 (+10),,33,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",MIL 43-33 (-10),,"GOOD LAYUP by GARDNER,ROBERT(in the paint)",2
09:35,"MISS 3PTR by HILL,PALMER",,,,,,,"MISS 3PTR by HILL,PALMER",2
--,"REBOUND OFF by PARKER,JOHN",,,,,,,"REBOUND OFF by PARKER,JOHN",2
09:30,,,,,"FOUL  by TURNER,JAMES",,,"FOUL  by TURNER,JAMES",2
09:30,"GOOD FT by PARKER,JOHN",44 (+11),,33,,LOU 44-33 (-11),,"GOOD FT by PARKER,JOHN",2
09:30,"GOOD FT by PARKER,JOHN",45 (+12),,33,,LOU 45-33 (-12),,"GOOD FT by PARKER,JOHN",2
09:21,,,,,"MISS LAYUP by GAGEN,BRENNAN",,,"MISS LAYUP by GAGEN,BRENNAN",2
--,"REBOUND DEF by EVANS,STEVE",,,,,,,"REBOUND DEF by EVANS,STEVE",2
09:15,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",47 (+14),,33,,LOU 47-33 (-14),,"GOOD LAYUP by PARKER,JOHN(fastbreak)(in the paint)",2
--,"ASSIST  by EVANS,STEVE",,,,,,,"ASSIST  by EVANS,STEVE",2
08:59,,47 (+12),,35,"GOOD JUMPER by BLANZ,BUCK",MIL 47-35 (-12),,"GOOD JUMPER by BLANZ,BUCK",2
08:39,"MISS 3PTR by HILL,PALMER",,,,,,,"MISS 3PTR by HILL,PALMER",2
--,"REBOUND OFF by EVANS,STEVE",,,,,,,"REBOUND OFF by EVANS,STEVE",2
08:35,"GOOD LAYUP by EVANS,STEVE(in the paint)",49 (+14),,35,,LOU 49-35 (-14),,"GOOD LAYUP by EVANS,STEVE(in the paint)",2
08:15,,,,,"MISS JUMPER by GARDNER,ROBERT",,,"MISS JUMPER by GARDNER,ROBERT",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
07:55,"MISS LAYUP by PARKER,JOHN",,,,,,,"MISS LAYUP by PARKER,JOHN",2
--,"REBOUND OFF by GROGAN,TAYLAN",,,,,,,"REBOUND OFF by GROGAN,TAYLAN",2
07:47,,,,,"FOUL  by BLANZ,BUCK",,,"FOUL  by BLANZ,BUCK",2
07:47,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:47,,,,,"SUB OUT by MANNING,JOHNATHAN",,,"SUB OUT by MANNING,JOHNATHAN",2
07:47,,,,,"SUB OUT by WISE,ASA",,,"SUB OUT by WISE,ASA",2
07:47,,,,,"SUB OUT by BURT,DERRICK",,,"SUB OUT by BURT,DERRICK",2
07:47,,,,,"SUB OUT by TURNER,JAMES",,,"SUB OUT by TURNER,JAMES",2
07:47,,,,,"SUB OUT by BECKER,SAXTON",,,"SUB OUT by BECKER,SAXTON",2
07:47,,,,,"SUB IN by KOHNKE,SAM",,,"SUB IN by KOHNKE,SAM",2
07:47,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
07:47,,,,,"SUB IN by GARDNER,ROBERT",,,"SUB IN by GARDNER,ROBERT",2
07:47,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
07:47,,,,,"SUB IN by TULLOS,ZACHARY",,,"SUB IN by TULLOS,ZACHARY",2
07:47,"SUB IN by BURKS,NICK",,,,,,,"SUB IN by BURKS,NICK",2
07:47,"SUB OUT by HILL,PALMER",,,,,,,"SUB OUT by HILL,PALMER",2
07:47,"GOOD FT by COTTONHAM,KEVIN",50 (+15),,35,,LOU 50-35 (-15),,"GOOD FT by COTTONHAM,KEVIN",2
07:47,"GOOD FT by COTTONHAM,KEVIN",51 (+16),,35,,LOU 51-35 (-16),,"GOOD FT by COTTONHAM,KEVIN",2
07:36,,,,,"MISS LAYUP by GAGEN,BRENNAN",,,"MISS LAYUP by GAGEN,BRENNAN",2
--,"REBOUND DEF by PARKER,JOHN",,,,,,,"REBOUND DEF by PARKER,JOHN",2
07:20,"TURNOVER  by GROGAN,TAYLAN",,,,,,,"TURNOVER  by GROGAN,TAYLAN",2
07:20,"SUB IN by STOKES,TIMOTHY",,,,,,,"SUB IN by STOKES,TIMOTHY",2
07:20,"SUB OUT by GROGAN,TAYLAN",,,,,,,"SUB OUT by GROGAN,TAYLAN",2
06:59,,51 (+14),,37,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",MIL 51-37 (-14),,"GOOD LAYUP by GAGEN,BRENNAN(in the paint)",2
06:54,"GOOD 3PTR by BURKS,NICK",54 (+17),,37,,LOU 54-37 (-17),,"GOOD 3PTR by BURKS,NICK",2
--,"ASSIST  by STOKES,TIMOTHY",,,,,,,"ASSIST  by STOKES,TIMOTHY",2
