Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB12,Game Score,Team Indicator,Play,Period
15:45,,45,,45,"GOOD LAYUP by MILLER,JOEY(in the paint)",RCMBB12 45-45 (0),,"GOOD LAYUP by MILLER,JOEY(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
15:30,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,"REBOUND OFF by PITTS,ALEC",,,,,,,"REBOUND OFF by PITTS,ALEC",2
15:24,,,,,"FOUL  by KILPATRICK,KORY",,,"FOUL  by KILPATRICK,KORY",2
15:21,"MISS 3PTR by CERONE,TYLER",,,,,,,"MISS 3PTR by CERONE,TYLER",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
15:12,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
15:12,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
15:12,,,,,"SUB OUT by MILLER,JOEY",,,"SUB OUT by MILLER,JOEY",2
15:12,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
15:04,,45,,48 (+3),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 45-48 (+3),,"GOOD 3PTR by DUNAVANT,JOHN",2
14:59,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
14:59,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
14:59,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
14:59,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",2
14:59,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
14:54,"FOUL  by COURSON,TYLER",,,,,,,"FOUL  by COURSON,TYLER",2
14:38,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
14:34,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
14:34,"BLOCK  by STEIOFF,ANDREW",,,,,,,"BLOCK  by STEIOFF,ANDREW",2
--,,,,,"REBOUND OFF by KILPATRICK,KORY",,,"REBOUND OFF by KILPATRICK,KORY",2
14:15,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
14:13,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
13:53,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",2
13:42,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
13:33,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
13:32,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
13:32,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
13:32,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
13:32,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
13:32,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
13:29,"MISS 3PTR by COURSON,TYLER",,,,,,,"MISS 3PTR by COURSON,TYLER",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
13:20,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
13:18,"STEAL  by COURSON,TYLER",,,,,,,"STEAL  by COURSON,TYLER",2
13:14,"GOOD LAYUP by CERONE,TYLER(in the paint)",47,,48 (+1),,OUM 47-48 (+1),,"GOOD LAYUP by CERONE,TYLER(in the paint)",2
--,"ASSIST  by COURSON,TYLER",,,,,,,"ASSIST  by COURSON,TYLER",2
12:47,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
12:47,"BLOCK  by STEIOFF,ANDREW",,,,,,,"BLOCK  by STEIOFF,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:32,,47,,51 (+4),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB12 47-51 (+4),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
12:07,"MISS 3PTR by CERONE,TYLER",,,,,,,"MISS 3PTR by CERONE,TYLER",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
11:35,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
11:35,,,,,"MISS JUMPER by HARTWELL,THEO",,,"MISS JUMPER by HARTWELL,THEO",2
--,"REBOUND DEF by STEIOFF,ANDREW",,,,,,,"REBOUND DEF by STEIOFF,ANDREW",2
11:31,"TURNOVER  by STEIOFF,ANDREW",,,,,,,"TURNOVER  by STEIOFF,ANDREW",2
11:31,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
11:31,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",2
11:09,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:58,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",2
10:58,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
10:58,,,,,"SUB IN by MILLER,JOEY",,,"SUB IN by MILLER,JOEY",2
10:58,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
10:58,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
10:58,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
10:55,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
10:38,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
10:32,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
10:32,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
10:32,"SUB OUT by STEIOFF,ANDREW",,,,,,,"SUB OUT by STEIOFF,ANDREW",2
10:32,"SUB OUT by CERONE,TYLER",,,,,,,"SUB OUT by CERONE,TYLER",2
10:22,"GOOD JUMPER by KINNEY,JORDAN",49,,51 (+2),,OUM 49-51 (+2),,"GOOD JUMPER by KINNEY,JORDAN",2
10:10,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
10:07,"GOOD FT by KINNEY,JORDAN",50,,51 (+1),,OUM 50-51 (+1),,"GOOD FT by KINNEY,JORDAN",2
10:07,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
10:07,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
10:07,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
10:07,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
09:51,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
09:47,,50,,52 (+2),"GOOD FT by GALOW,ANDREW",RCMBB12 50-52 (+2),,"GOOD FT by GALOW,ANDREW",2
09:35,,50,,53 (+3),"GOOD FT by GALOW,ANDREW",RCMBB12 50-53 (+3),,"GOOD FT by GALOW,ANDREW",2
09:18,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
09:06,,,,,"TURNOVER  by KILPATRICK,KORY",,,"TURNOVER  by KILPATRICK,KORY",2
09:02,"STEAL  by DAVIS,ALEX",,,,,,,"STEAL  by DAVIS,ALEX",2
08:55,"MISS JUMPER by PITTS,ALEC",,,,,,,"MISS JUMPER by PITTS,ALEC",2
--,"REBOUND OFF by PITTS,ALEC",,,,,,,"REBOUND OFF by PITTS,ALEC",2
08:46,,,,,"FOUL  by MILLER,JOEY",,,"FOUL  by MILLER,JOEY",2
08:46,"GOOD FT by PITTS,ALEC",51,,53 (+2),,OUM 51-53 (+2),,"GOOD FT by PITTS,ALEC",2
08:46,"GOOD FT by PITTS,ALEC",52,,53 (+1),,OUM 52-53 (+1),,"GOOD FT by PITTS,ALEC",2
08:46,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
08:46,,,,,"SUB OUT by MILLER,JOEY",,,"SUB OUT by MILLER,JOEY",2
08:44,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:24,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
08:20,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
08:16,"MISS LAYUP by PITTS,ALEC",,,,,,,"MISS LAYUP by PITTS,ALEC",2
--,"REBOUND OFF by JOVAAG,BRANDEN",,,,,,,"REBOUND OFF by JOVAAG,BRANDEN",2
08:06,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
07:35,,,,,"MISS LAYUP by KILPATRICK,KORY",,,"MISS LAYUP by KILPATRICK,KORY",2
--,"REBOUND DEF by PITTS,ALEC",,,,,,,"REBOUND DEF by PITTS,ALEC",2
07:11,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
06:50,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
06:50,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",2
06:50,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
06:36,"MISS 3PTR by PURDY,SAM",,,,,,,"MISS 3PTR by PURDY,SAM",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
06:25,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:25,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
06:25,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
06:21,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
06:19,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
06:05,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
05:59,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
05:59,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
05:55,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",54 (+1),,53,,OUM 54-53 (-1),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
05:54,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
05:54,"GOOD FT by MOLINET,CHRISTIAN",55 (+2),,53,,OUM 55-53 (-2),,"GOOD FT by MOLINET,CHRISTIAN",2
05:54,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
05:54,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
05:48,"FOUL  by STEIOFF,ANDREW",,,,,,,"FOUL  by STEIOFF,ANDREW",2
05:48,,,,,"MISS FT by KILPATRICK,KORY",,,"MISS FT by KILPATRICK,KORY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:48,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
05:48,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
05:28,"MISS JUMPER by PITTS,ALEC",,,,,,,"MISS JUMPER by PITTS,ALEC",2
--,"REBOUND OFF by STEIOFF,ANDREW",,,,,,,"REBOUND OFF by STEIOFF,ANDREW",2
05:24,"GOOD JUMPER by STEIOFF,ANDREW",57 (+4),,53,,OUM 57-53 (-4),,"GOOD JUMPER by STEIOFF,ANDREW",2
05:01,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
04:57,,57 (+2),,55,"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB12 57-55 (-2),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
04:39,"MISS JUMPER by MOLINET,CHRISTIAN",,,,,,,"MISS JUMPER by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:01,"FOUL  by MOLINET,CHRISTIAN",,,,,,,"FOUL  by MOLINET,CHRISTIAN",2
03:53,,57 (+1),,56,"GOOD FT by DUNAVANT,JOHN",RCMBB12 57-56 (-1),,"GOOD FT by DUNAVANT,JOHN",2
03:53,,57,,57,"GOOD FT by DUNAVANT,JOHN",RCMBB12 57-57 (0),,"GOOD FT by DUNAVANT,JOHN",2
03:53,,57,,58 (+1),"GOOD FT by DUNAVANT,JOHN",RCMBB12 57-58 (+1),,"GOOD FT by DUNAVANT,JOHN",2
03:53,"SUB IN by CERONE,TYLER",,,,,,,"SUB IN by CERONE,TYLER",2
03:53,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",2
03:53,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",2
03:53,"SUB OUT by STEIOFF,ANDREW",,,,,,,"SUB OUT by STEIOFF,ANDREW",2
03:53,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",2
03:53,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
03:48,"MISS 3PTR by HAMILTON,PRICE",,,,,,,"MISS 3PTR by HAMILTON,PRICE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:41,,57,,60 (+3),"GOOD JUMPER by GALOW,ANDREW",RCMBB12 57-60 (+3),,"GOOD JUMPER by GALOW,ANDREW",2
03:41,"SUB IN by STEIOFF,ANDREW",,,,,,,"SUB IN by STEIOFF,ANDREW",2
03:41,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",2
03:32,"GOOD 3PTR by CERONE,TYLER",60,,60,,OUM 60-60 (0),,"GOOD 3PTR by CERONE,TYLER",2
--,"ASSIST  by PURDY,SAM",,,,,,,"ASSIST  by PURDY,SAM",2
03:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:09,,60,,62 (+2),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 60-62 (+2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
02:52,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
02:26,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:02,"MISS JUMPER by STEIOFF,ANDREW",,,,,,,"MISS JUMPER by STEIOFF,ANDREW",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
01:43,,,,,"TURNOVER  by KILPATRICK,KORY",,,"TURNOVER  by KILPATRICK,KORY",2
01:41,"STEAL  by CERONE,TYLER",,,,,,,"STEAL  by CERONE,TYLER",2
01:37,"MISS 3PTR by PITTS,ALEC",,,,,,,"MISS 3PTR by PITTS,ALEC",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
01:26,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:14,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
01:06,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
00:43,"MISS JUMPER by PITTS,ALEC",,,,,,,"MISS JUMPER by PITTS,ALEC",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
00:33,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
00:32,"STEAL  by PITTS,ALEC",,,,,,,"STEAL  by PITTS,ALEC",2
00:30,"GOOD LAYUP by PITTS,ALEC(in the paint)",62,,62,,OUM 62-62 (0),,"GOOD LAYUP by PITTS,ALEC(in the paint)",2
00:18,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
00:04,,62,,65 (+3),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 62-65 (+3),,"GOOD 3PTR by DUNAVANT,JOHN",2
