Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB12,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
18:06,,38,,46 (+8),"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB12 38-46 (+8),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
18:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:47,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
17:45,,,,,"STEAL  by GALOW,ANDREW",,,"STEAL  by GALOW,ANDREW",2
17:40,,,,,"MISS LAYUP by KILPATRICK,KORY",,,"MISS LAYUP by KILPATRICK,KORY",2
--,,,,,"REBOUND OFF by KILPATRICK,KORY",,,"REBOUND OFF by KILPATRICK,KORY",2
17:36,,38,,48 (+10),"GOOD LAYUP by KILPATRICK,KORY(in the paint)",RCMBB12 38-48 (+10),,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",2
17:24,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
17:01,,,,,"MISS LAYUP by KILPATRICK,KORY",,,"MISS LAYUP by KILPATRICK,KORY",2
17:01,"BLOCK  by THOMAS,JEREMIAH",,,,,,,"BLOCK  by THOMAS,JEREMIAH",2
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",2
16:51,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
16:23,"FOUL  by THOMAS,JEREMIAH",,,,,,,"FOUL  by THOMAS,JEREMIAH",2
16:23,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
16:23,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
16:14,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
16:14,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",2
16:14,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",2
16:01,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
16:01,,,,,"BLOCK  by HARTWELL,THEO",,,"BLOCK  by HARTWELL,THEO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:01,"MISS 3PTR by THOMAS,JEREMIAH",,,,,,,"MISS 3PTR by THOMAS,JEREMIAH",2
--,"REBOUND OFF by EDGAR,COURTNEE",,,,,,,"REBOUND OFF by EDGAR,COURTNEE",2
16:01,"GOOD JUMPER by EDGAR,COURTNEE",40,,48 (+8),,HCM 40-48 (+8),,"GOOD JUMPER by EDGAR,COURTNEE",2
16:01,,40,,51 (+11),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 40-51 (+11),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
16:01,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,"REBOUND OFF by THOMAS,JEREMIAH",,,,,,,"REBOUND OFF by THOMAS,JEREMIAH",2
15:50,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
15:50,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
15:31,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,"REBOUND DEF by EDGAR,COURTNEE",,,,,,,"REBOUND DEF by EDGAR,COURTNEE",2
15:14,"MISS 3PTR by EDGAR,COURTNEE",,,,,,,"MISS 3PTR by EDGAR,COURTNEE",2
--,"REBOUND OFF by THOMAS,JEREMIAH",,,,,,,"REBOUND OFF by THOMAS,JEREMIAH",2
15:10,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
15:01,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:01,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
14:40,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",42,,51 (+9),,HCM 42-51 (+9),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,"ASSIST  by PETTY,RYAN",,,,,,,"ASSIST  by PETTY,RYAN",2
14:26,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by ROBERSON,D'ANGELO",,,,,,,"REBOUND DEF by ROBERSON,D'ANGELO",2
14:14,"MISS JUMPER by THOMAS,JEREMIAH",,,,,,,"MISS JUMPER by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
13:51,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:48,"FOUL  by THOMAS,JEREMIAH",,,,,,,"FOUL  by THOMAS,JEREMIAH",2
13:48,"SUB IN by KARN,GRANTLAND",,,,,,,"SUB IN by KARN,GRANTLAND",2
13:48,"SUB IN by ROBERSON,D'ANGELO",,,,,,,"SUB IN by ROBERSON,D'ANGELO",2
13:48,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
13:48,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",2
13:48,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",2
13:48,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
13:39,,42,,54 (+12),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB12 42-54 (+12),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
13:20,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
13:20,"SUB IN by DOOLEY,JUSTIN",,,,,,,"SUB IN by DOOLEY,JUSTIN",2
13:20,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",2
13:08,,42,,57 (+15),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 42-57 (+15),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
12:41,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",2
12:35,"MISS FT by ROBERSON,D'ANGELO",,,,,,,"MISS FT by ROBERSON,D'ANGELO",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:28,,,,,"SUB IN by MILLER,JOEY",,,"SUB IN by MILLER,JOEY",2
12:28,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
12:28,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
12:28,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
12:27,"MISS FT by ROBERSON,D'ANGELO",,,,,,,"MISS FT by ROBERSON,D'ANGELO",2
--,,,,,"REBOUND DEF by MILLER,JOEY",,,"REBOUND DEF by MILLER,JOEY",2
12:12,,42,,59 (+17),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 42-59 (+17),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
11:48,"MISS 3PTR by PETTY,RYAN",,,,,,,"MISS 3PTR by PETTY,RYAN",2
--,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",,,"REBOUND DEF by GALLAGHER,MICHAEL",2
11:36,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",2
11:36,"SUB IN by NORRIS,DEANGELO",,,,,,,"SUB IN by NORRIS,DEANGELO",2
11:36,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",2
11:36,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",2
11:36,"SUB OUT by KARN,GRANTLAND",,,,,,,"SUB OUT by KARN,GRANTLAND",2
11:36,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",2
11:36,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
11:36,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
11:15,"FOUL  by NORRIS,DEANGELO",,,,,,,"FOUL  by NORRIS,DEANGELO",2
11:11,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
11:10,"STEAL  by THOMAS,JEREMIAH",,,,,,,"STEAL  by THOMAS,JEREMIAH",2
11:07,,,,,"FOUL  by MILLER,JOEY",,,"FOUL  by MILLER,JOEY",2
11:07,"GOOD FT by THOMAS,JEREMIAH",43,,59 (+16),,HCM 43-59 (+16),,"GOOD FT by THOMAS,JEREMIAH",2
11:07,"MISS FT by THOMAS,JEREMIAH",,,,,,,"MISS FT by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
10:50,,43,,61 (+18),"GOOD LAYUP by WATSON,SHANE(in the paint)",RCMBB12 43-61 (+18),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
10:37,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
10:18,,43,,63 (+20),"GOOD LAYUP by GALLAGHER,MICHAEL(in the paint)",RCMBB12 43-63 (+20),,"GOOD LAYUP by GALLAGHER,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
10:18,"FOUL  by LEE,JERROD",,,,,,,"FOUL  by LEE,JERROD",2
10:18,,,,,"MISS FT by GALLAGHER,MICHAEL",,,"MISS FT by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by THOMAS,JEREMIAH",,,,,,,"REBOUND DEF by THOMAS,JEREMIAH",2
10:06,"GOOD 3PTR by BLACKMON,KANDEN",46,,63 (+17),,HCM 46-63 (+17),,"GOOD 3PTR by BLACKMON,KANDEN",2
--,"ASSIST  by LEE,JERROD",,,,,,,"ASSIST  by LEE,JERROD",2
09:30,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",2
09:21,"TURNOVER  by NORRIS,DEANGELO",,,,,,,"TURNOVER  by NORRIS,DEANGELO",2
09:19,,,,,"STEAL  by WATSON,SHANE",,,"STEAL  by WATSON,SHANE",2
09:05,,,,,"TURNOVER  by MILLER,JOEY",,,"TURNOVER  by MILLER,JOEY",2
09:05,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:05,"SUB IN by TACKETT,CODY",,,,,,,"SUB IN by TACKETT,CODY",2
09:05,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
08:50,"MISS 3PTR by BLACKMON,KANDEN",,,,,,,"MISS 3PTR by BLACKMON,KANDEN",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
08:35,,46,,66 (+20),"GOOD 3PTR by GALOW,ANDREW",RCMBB12 46-66 (+20),,"GOOD 3PTR by GALOW,ANDREW",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
08:18,"MISS LAYUP by BLACKMON,KANDEN",,,,,,,"MISS LAYUP by BLACKMON,KANDEN",2
08:18,,,,,"BLOCK  by MILLER,JOEY",,,"BLOCK  by MILLER,JOEY",2
--,,,,,"REBOUND DEF by MILLER,JOEY",,,"REBOUND DEF by MILLER,JOEY",2
08:06,,46,,68 (+22),"GOOD LAYUP by KILPATRICK,KORY(in the paint)",RCMBB12 46-68 (+22),,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
08:05,"FOUL  by THOMAS,JEREMIAH",,,,,,,"FOUL  by THOMAS,JEREMIAH",2
08:05,,,,,"MISS FT by KILPATRICK,KORY",,,"MISS FT by KILPATRICK,KORY",2
--,"REBOUND DEF by THOMAS,JEREMIAH",,,,,,,"REBOUND DEF by THOMAS,JEREMIAH",2
07:59,"GOOD 3PTR by DOOLEY,JUSTIN",49,,68 (+19),,HCM 49-68 (+19),,"GOOD 3PTR by DOOLEY,JUSTIN",2
--,"ASSIST  by THOMAS,JEREMIAH",,,,,,,"ASSIST  by THOMAS,JEREMIAH",2
07:39,,49,,70 (+21),"GOOD LAYUP by WATSON,SHANE(in the paint)",RCMBB12 49-70 (+21),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,,,,,"ASSIST  by MILLER,JOEY",,,"ASSIST  by MILLER,JOEY",2
07:13,"GOOD LAYUP by PETTY,RYAN(in the paint)",51,,70 (+19),,HCM 51-70 (+19),,"GOOD LAYUP by PETTY,RYAN(in the paint)",2
07:13,,,,,"FOUL  by MILLER,JOEY",,,"FOUL  by MILLER,JOEY",2
07:13,"GOOD FT by PETTY,RYAN",52,,70 (+18),,HCM 52-70 (+18),,"GOOD FT by PETTY,RYAN",2
07:13,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",2
07:13,"SUB IN by KARN,GRANTLAND",,,,,,,"SUB IN by KARN,GRANTLAND",2
07:13,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",2
07:13,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",2
07:13,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",2
07:13,"SUB OUT by TACKETT,CODY",,,,,,,"SUB OUT by TACKETT,CODY",2
07:13,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
07:13,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
07:13,,,,,"SUB IN by DRUMMOND,TRIPP",,,"SUB IN by DRUMMOND,TRIPP",2
07:13,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
07:13,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
07:13,,,,,"SUB OUT by MILLER,JOEY",,,"SUB OUT by MILLER,JOEY",2
07:13,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
07:13,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
06:55,,52,,72 (+20),"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",RCMBB12 52-72 (+20),,"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",2
--,,,,,"ASSIST  by WATSON,SHANE",,,"ASSIST  by WATSON,SHANE",2
06:44,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
06:30,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
06:30,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",2
06:30,"SUB OUT by NORRIS,DEANGELO",,,,,,,"SUB OUT by NORRIS,DEANGELO",2
06:30,"SUB OUT by ROBERSON,D'ANGELO",,,,,,,"SUB OUT by ROBERSON,D'ANGELO",2
06:30,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",2
06:15,"SUB IN by BALKCUM,SCOTT",,,,,,,"SUB IN by BALKCUM,SCOTT",2
06:15,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",2
05:59,"MISS 3PTR by DOOLEY,JUSTIN",,,,,,,"MISS 3PTR by DOOLEY,JUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:44,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",54,,72 (+18),,HCM 54-72 (+18),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,"ASSIST  by EDGAR,COURTNEE",,,,,,,"ASSIST  by EDGAR,COURTNEE",2
05:27,,,,,"MISS LAYUP by COLLINS,LUKE",,,"MISS LAYUP by COLLINS,LUKE",2
--,,,,,"REBOUND OFF by DRUMMOND,TRIPP",,,"REBOUND OFF by DRUMMOND,TRIPP",2
05:22,,54,,74 (+20),"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",RCMBB12 54-74 (+20),,"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",2
05:11,"TURNOVER  by EDGAR,COURTNEE",,,,,,,"TURNOVER  by EDGAR,COURTNEE",2
05:10,,,,,"STEAL  by DRUMMOND,TRIPP",,,"STEAL  by DRUMMOND,TRIPP",2
05:08,"FOUL  by KARN,GRANTLAND",,,,,,,"FOUL  by KARN,GRANTLAND",2
05:08,,54,,75 (+21),"GOOD FT by DRUMMOND,TRIPP",RCMBB12 54-75 (+21),,"GOOD FT by DRUMMOND,TRIPP",2
05:08,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",2
05:08,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",2
05:07,,54,,76 (+22),"GOOD FT by DRUMMOND,TRIPP",RCMBB12 54-76 (+22),,"GOOD FT by DRUMMOND,TRIPP",2
04:55,"MISS 3PTR by KARN,GRANTLAND",,,,,,,"MISS 3PTR by KARN,GRANTLAND",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
04:32,,54,,78 (+24),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB12 54-78 (+24),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
04:18,"MISS 3PTR by KARN,GRANTLAND",,,,,,,"MISS 3PTR by KARN,GRANTLAND",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
04:02,,54,,80 (+26),"GOOD JUMPER by WATSON,SHANE",RCMBB12 54-80 (+26),,"GOOD JUMPER by WATSON,SHANE",2
--,,,,,"ASSIST  by DRUMMOND,TRIPP",,,"ASSIST  by DRUMMOND,TRIPP",2
03:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:31,"MISS LAYUP by DOOLEY,JUSTIN",,,,,,,"MISS LAYUP by DOOLEY,JUSTIN",2
--,,,,,"REBOUND DEF by DRUMMOND,TRIPP",,,"REBOUND DEF by DRUMMOND,TRIPP",2
03:14,,54,,82 (+28),"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",RCMBB12 54-82 (+28),,"GOOD LAYUP by DRUMMOND,TRIPP(in the paint)",2
--,,,,,"ASSIST  by HADE,ALEX",,,"ASSIST  by HADE,ALEX",2
02:42,"MISS JUMPER by DOOLEY,JUSTIN",,,,,,,"MISS JUMPER by DOOLEY,JUSTIN",2
--,"REBOUND OFF by ROBERSON,D'ANGELO",,,,,,,"REBOUND OFF by ROBERSON,D'ANGELO",2
02:34,"TURNOVER  by ROBERSON,D'ANGELO",,,,,,,"TURNOVER  by ROBERSON,D'ANGELO",2
02:34,"SUB IN by TACKETT,CODY",,,,,,,"SUB IN by TACKETT,CODY",2
02:34,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",2
02:23,,,,,"TURNOVER  by HADE,ALEX",,,"TURNOVER  by HADE,ALEX",2
02:20,"STEAL  by DOOLEY,JUSTIN",,,,,,,"STEAL  by DOOLEY,JUSTIN",2
02:17,"MISS 3PTR by TACKETT,CODY",,,,,,,"MISS 3PTR by TACKETT,CODY",2
--,"REBOUND OFF by DOOLEY,JUSTIN",,,,,,,"REBOUND OFF by DOOLEY,JUSTIN",2
02:14,,,,,"FOUL  by HADE,ALEX",,,"FOUL  by HADE,ALEX",2
02:14,"MISS FT by KARN,GRANTLAND",,,,,,,"MISS FT by KARN,GRANTLAND",2
--,,,,,"REBOUND DEF by HADE,ALEX",,,"REBOUND DEF by HADE,ALEX",2
02:14,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
02:14,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
02:14,,,,,"SUB IN by DAVIS,MAX",,,"SUB IN by DAVIS,MAX",2
02:14,,,,,"SUB IN by HADE,ALEX",,,"SUB IN by HADE,ALEX",2
02:14,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
02:14,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
02:14,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
02:14,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
02:00,,54,,84 (+30),"GOOD LAYUP by MILLER,DREW(in the paint)",RCMBB12 54-84 (+30),,"GOOD LAYUP by MILLER,DREW(in the paint)",2
01:49,"TURNOVER  by KILPATRICK,MIKE",,,,,,,"TURNOVER  by KILPATRICK,MIKE",2
01:24,,,,,"MISS JUMPER by HADE,ALEX",,,"MISS JUMPER by HADE,ALEX",2
--,,,,,"REBOUND OFF by HADE,ALEX",,,"REBOUND OFF by HADE,ALEX",2
01:05,,,,,"MISS 3PTR by HOECK,RYAN VAN",,,"MISS 3PTR by HOECK,RYAN VAN",2
--,"REBOUND DEF by DOOLEY,JUSTIN",,,,,,,"REBOUND DEF by DOOLEY,JUSTIN",2
00:56,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:56,"GOOD FT by DOOLEY,JUSTIN",55,,84 (+29),,HCM 55-84 (+29),,"GOOD FT by DOOLEY,JUSTIN",2
00:56,"GOOD FT by DOOLEY,JUSTIN",56,,84 (+28),,HCM 56-84 (+28),,"GOOD FT by DOOLEY,JUSTIN",2
00:35,,,,,"MISS LAYUP by HOECK,RYAN VAN",,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND OFF by HADE,ALEX",,,"REBOUND OFF by HADE,ALEX",2
00:31,,,,,"TURNOVER  by HADE,ALEX",,,"TURNOVER  by HADE,ALEX",2
00:29,"STEAL  by KILPATRICK,MIKE",,,,,,,"STEAL  by KILPATRICK,MIKE",2
00:27,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
00:27,"GOOD FT by KILPATRICK,MIKE",57,,84 (+27),,HCM 57-84 (+27),,"GOOD FT by KILPATRICK,MIKE",2
00:27,"GOOD LAYUP by KILPATRICK,MIKE(in the paint)",59,,84 (+25),,HCM 59-84 (+25),,"GOOD LAYUP by KILPATRICK,MIKE(in the paint)",2
