Time Remaining,UCM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB12,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by SUSTARSIC,MICHAEL",,,,,,,"REBOUND OFF by SUSTARSIC,MICHAEL",2
16:58,"GOOD LAYUP by HUGHES,CHARLIE(in the paint)",45 (+10),,35,,UCM 45-35 (-10),,"GOOD LAYUP by HUGHES,CHARLIE(in the paint)",2
16:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:43,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
16:41,"STEAL  by SUSTARSIC,MICHAEL",,,,,,,"STEAL  by SUSTARSIC,MICHAEL",2
16:29,,,,,"FOUL  by KILPATRICK,KORY",,,"FOUL  by KILPATRICK,KORY",2
16:29,"GOOD FT by GAGE,SAM",46 (+11),,35,,UCM 46-35 (-11),,"GOOD FT by GAGE,SAM",2
16:29,"MISS FT by GAGE,SAM",,,,,,,"MISS FT by GAGE,SAM",2
--,"REBOUND OFF by MACKENZIE,MATT",,,,,,,"REBOUND OFF by MACKENZIE,MATT",2
16:29,"GOOD LAYUP by MACKENZIE,MATT(in the paint)",48 (+13),,35,,UCM 48-35 (-13),,"GOOD LAYUP by MACKENZIE,MATT(in the paint)",2
16:29,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
16:29,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
16:04,"FOUL  by JOHNSON,MATT",,,,,,,"FOUL  by JOHNSON,MATT",2
16:04,"SUB IN by SOTOS,TOMMY",,,,,,,"SUB IN by SOTOS,TOMMY",2
16:04,"SUB OUT by HUGHES,CHARLIE",,,,,,,"SUB OUT by HUGHES,CHARLIE",2
15:57,,48 (+10),,38,"GOOD 3PTR by GALOW,ANDREW",RCMBB12 48-38 (-10),,"GOOD 3PTR by GALOW,ANDREW",2
15:31,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
15:31,"SUB IN by PYPER,ALEX",,,,,,,"SUB IN by PYPER,ALEX",2
15:31,"SUB OUT by JOHNSON,MATT",,,,,,,"SUB OUT by JOHNSON,MATT",2
15:31,,,,,"SUB IN by DRUMMOND,TRIPP",,,"SUB IN by DRUMMOND,TRIPP",2
15:31,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
15:24,"MISS 3PTR by PYPER,ALEX",,,,,,,"MISS 3PTR by PYPER,ALEX",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
15:05,,48 (+8),,40,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 48-40 (-8),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
15:05,"FOUL  by SOTOS,TOMMY",,,,,,,"FOUL  by SOTOS,TOMMY",2
15:05,,48 (+7),,41,"GOOD FT by DRUMMOND,TRIPP",RCMBB12 48-41 (-7),,"GOOD FT by DRUMMOND,TRIPP",2
15:05,"SUB IN by STEFANOU,STEVE",,,,,,,"SUB IN by STEFANOU,STEVE",2
15:05,"SUB IN by DAVIS,DERRICK",,,,,,,"SUB IN by DAVIS,DERRICK",2
15:05,"SUB OUT by MACKENZIE,MATT",,,,,,,"SUB OUT by MACKENZIE,MATT",2
15:05,"SUB OUT by SOTOS,TOMMY",,,,,,,"SUB OUT by SOTOS,TOMMY",2
14:46,"FOUL  by STEFANOU,STEVE",,,,,,,"FOUL  by STEFANOU,STEVE",2
14:46,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
14:46,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
14:24,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
14:00,"MISS 3PTR by STEFANOU,STEVE",,,,,,,"MISS 3PTR by STEFANOU,STEVE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:29,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
13:21,,,,,"MISS LAYUP by WATSON,SHANE",,,"MISS LAYUP by WATSON,SHANE",2
--,,,,,"REBOUND OFF by WATSON,SHANE",,,"REBOUND OFF by WATSON,SHANE",2
13:18,,48 (+5),,43,"GOOD LAYUP by WATSON,SHANE(in the paint)",RCMBB12 48-43 (-5),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
13:08,"MISS JUMPER by PYPER,ALEX",,,,,,,"MISS JUMPER by PYPER,ALEX",2
--,"REBOUND OFF by DAVIS,DERRICK",,,,,,,"REBOUND OFF by DAVIS,DERRICK",2
13:04,"FOUL  by GAGE,SAM",,,,,,,"FOUL  by GAGE,SAM",2
13:04,"SUB IN by MUSKEYVALLEY,ROYCE",,,,,,,"SUB IN by MUSKEYVALLEY,ROYCE",2
13:04,"SUB IN by JOHNSON,MATT",,,,,,,"SUB IN by JOHNSON,MATT",2
13:04,"SUB IN by PALMTAG,STEPHEN",,,,,,,"SUB IN by PALMTAG,STEPHEN",2
13:04,"SUB OUT by GAGE,SAM",,,,,,,"SUB OUT by GAGE,SAM",2
13:04,"SUB OUT by DAVIS,DERRICK",,,,,,,"SUB OUT by DAVIS,DERRICK",2
13:04,"SUB OUT by SUSTARSIC,MICHAEL",,,,,,,"SUB OUT by SUSTARSIC,MICHAEL",2
12:47,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by PYPER,ALEX",,,,,,,"REBOUND DEF by PYPER,ALEX",2
12:40,"MISS JUMPER by MUSKEYVALLEY,ROYCE",,,,,,,"MISS JUMPER by MUSKEYVALLEY,ROYCE",2
--,"REBOUND OFF by MUSKEYVALLEY,ROYCE",,,,,,,"REBOUND OFF by MUSKEYVALLEY,ROYCE",2
12:32,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
12:32,"MISS FT by MUSKEYVALLEY,ROYCE",,,,,,,"MISS FT by MUSKEYVALLEY,ROYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:32,"GOOD FT by MUSKEYVALLEY,ROYCE",49 (+6),,43,,UCM 49-43 (-6),,"GOOD FT by MUSKEYVALLEY,ROYCE",2
12:32,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
12:32,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",2
12:32,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
12:32,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
12:32,,,,,"SUB OUT by DRUMMOND,TRIPP",,,"SUB OUT by DRUMMOND,TRIPP",2
12:32,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
12:20,,49 (+3),,46,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 49-46 (-3),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by GALLAGHER,MICHAEL",,,"ASSIST  by GALLAGHER,MICHAEL",2
11:56,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
11:56,"GOOD FT by JOHNSON,MATT",50 (+4),,46,,UCM 50-46 (-4),,"GOOD FT by JOHNSON,MATT",2
11:56,"GOOD FT by JOHNSON,MATT",51 (+5),,46,,UCM 51-46 (-5),,"GOOD FT by JOHNSON,MATT",2
11:56,"SUB IN by HUGHES,CHARLIE",,,,,,,"SUB IN by HUGHES,CHARLIE",2
11:56,"SUB OUT by PYPER,ALEX",,,,,,,"SUB OUT by PYPER,ALEX",2
11:56,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
11:56,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
11:37,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
11:24,"GOOD 3PTR by JOHNSON,MATT",54 (+8),,46,,UCM 54-46 (-8),,"GOOD 3PTR by JOHNSON,MATT",2
11:02,"FOUL  by PALMTAG,STEPHEN",,,,,,,"FOUL  by PALMTAG,STEPHEN",2
11:02,,54 (+7),,47,"GOOD FT by WATSON,SHANE",RCMBB12 54-47 (-7),,"GOOD FT by WATSON,SHANE",2
11:02,,54 (+6),,48,"GOOD FT by WATSON,SHANE",RCMBB12 54-48 (-6),,"GOOD FT by WATSON,SHANE",2
11:02,"SUB IN by MACKENZIE,MATT",,,,,,,"SUB IN by MACKENZIE,MATT",2
11:02,"SUB IN by GAGE,SAM",,,,,,,"SUB IN by GAGE,SAM",2
11:02,"SUB OUT by STEFANOU,STEVE",,,,,,,"SUB OUT by STEFANOU,STEVE",2
11:02,"SUB OUT by PALMTAG,STEPHEN",,,,,,,"SUB OUT by PALMTAG,STEPHEN",2
11:02,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
11:02,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
11:02,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
11:02,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
10:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
10:42,"MISS 3PTR by JOHNSON,MATT",,,,,,,"MISS 3PTR by JOHNSON,MATT",2
--,"REBOUND OFF by HUGHES,CHARLIE",,,,,,,"REBOUND OFF by HUGHES,CHARLIE",2
10:34,"GOOD JUMPER by HUGHES,CHARLIE",56 (+8),,48,,UCM 56-48 (-8),,"GOOD JUMPER by HUGHES,CHARLIE",2
10:12,"FOUL  by MUSKEYVALLEY,ROYCE",,,,,,,"FOUL  by MUSKEYVALLEY,ROYCE",2
10:12,,56 (+7),,49,"GOOD FT by GALOW,ANDREW",RCMBB12 56-49 (-7),,"GOOD FT by GALOW,ANDREW",2
10:12,,56 (+6),,50,"GOOD FT by GALOW,ANDREW",RCMBB12 56-50 (-6),,"GOOD FT by GALOW,ANDREW",2
09:58,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
09:58,"GOOD FT by JOHNSON,MATT",57 (+7),,50,,UCM 57-50 (-7),,"GOOD FT by JOHNSON,MATT",2
09:58,"GOOD FT by JOHNSON,MATT",58 (+8),,50,,UCM 58-50 (-8),,"GOOD FT by JOHNSON,MATT",2
09:42,,58 (+6),,52,"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB12 58-52 (-6),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,,,,,"ASSIST  by MCGRAIL,PATRICK",,,"ASSIST  by MCGRAIL,PATRICK",2
09:28,"MISS 3PTR by JOHNSON,MATT",,,,,,,"MISS 3PTR by JOHNSON,MATT",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
09:11,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by JOHNSON,MATT",,,,,,,"REBOUND DEF by JOHNSON,MATT",2
09:03,"MISS 3PTR by JOHNSON,MATT",,,,,,,"MISS 3PTR by JOHNSON,MATT",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
08:51,,58 (+4),,54,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 58-54 (-4),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
08:51,"FOUL  by GAGE,SAM",,,,,,,"FOUL  by GAGE,SAM",2
08:51,,58 (+3),,55,"GOOD FT by GALOW,ANDREW",RCMBB12 58-55 (-3),,"GOOD FT by GALOW,ANDREW",2
08:51,"SUB IN by SUSTARSIC,MICHAEL",,,,,,,"SUB IN by SUSTARSIC,MICHAEL",2
08:51,"SUB IN by STEFANOU,STEVE",,,,,,,"SUB IN by STEFANOU,STEVE",2
08:51,"SUB IN by PALMTAG,STEPHEN",,,,,,,"SUB IN by PALMTAG,STEPHEN",2
08:51,"SUB IN by SOTOS,TOMMY",,,,,,,"SUB IN by SOTOS,TOMMY",2
08:51,"SUB OUT by MUSKEYVALLEY,ROYCE",,,,,,,"SUB OUT by MUSKEYVALLEY,ROYCE",2
08:51,"SUB OUT by HUGHES,CHARLIE",,,,,,,"SUB OUT by HUGHES,CHARLIE",2
08:51,"SUB OUT by MACKENZIE,MATT",,,,,,,"SUB OUT by MACKENZIE,MATT",2
08:51,"SUB OUT by GAGE,SAM",,,,,,,"SUB OUT by GAGE,SAM",2
08:42,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
08:42,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
08:41,"GOOD LAYUP by STEFANOU,STEVE(in the paint)",60 (+5),,55,,UCM 60-55 (-5),,"GOOD LAYUP by STEFANOU,STEVE(in the paint)",2
--,"ASSIST  by JOHNSON,MATT",,,,,,,"ASSIST  by JOHNSON,MATT",2
08:19,,60 (+3),,57,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",RCMBB12 60-57 (-3),,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
08:06,"GOOD JUMPER by JOHNSON,MATT",62 (+5),,57,,UCM 62-57 (-5),,"GOOD JUMPER by JOHNSON,MATT",2
07:53,,62 (+3),,59,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB12 62-59 (-3),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
07:42,"GOOD LAYUP by STEFANOU,STEVE(in the paint)",64 (+5),,59,,UCM 64-59 (-5),,"GOOD LAYUP by STEFANOU,STEVE(in the paint)",2
07:37,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:37,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
07:37,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
07:37,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
07:33,,64 (+3),,61,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 64-61 (-3),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by KILPATRICK,KORY",,,"ASSIST  by KILPATRICK,KORY",2
07:07,,,,,"FOUL  by KILPATRICK,KORY",,,"FOUL  by KILPATRICK,KORY",2
07:07,"GOOD FT by STEFANOU,STEVE",65 (+4),,61,,UCM 65-61 (-4),,"GOOD FT by STEFANOU,STEVE",2
07:07,"MISS FT by STEFANOU,STEVE",,,,,,,"MISS FT by STEFANOU,STEVE",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
07:07,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
06:37,,65 (+2),,63,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 65-63 (-2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
06:25,"MISS LAYUP by PALMTAG,STEPHEN",,,,,,,"MISS LAYUP by PALMTAG,STEPHEN",2
06:18,,,,,"MISS LAYUP by CHIEN,KEVIN",,,"MISS LAYUP by CHIEN,KEVIN",2
06:18,"BLOCK  by WILLIAMS,TOM",,,,,,,"BLOCK  by WILLIAMS,TOM",2
06:08,"MISS LAYUP by PALMTAG,STEPHEN",,,,,,,"MISS LAYUP by PALMTAG,STEPHEN",2
06:08,,,,,"BLOCK  by LIVSEY,GEOFF",,,"BLOCK  by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
06:00,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
05:43,"MISS LAYUP by SOTOS,TOMMY",,,,,,,"MISS LAYUP by SOTOS,TOMMY",2
--,,,,,"REBOUND DEF by GALOW,ANDREW",,,"REBOUND DEF by GALOW,ANDREW",2
05:38,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:34,"TURNOVER  by STEFANOU,STEVE",,,,,,,"TURNOVER  by STEFANOU,STEVE",2
05:29,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,"REBOUND DEF by STEFANOU,STEVE",,,,,,,"REBOUND DEF by STEFANOU,STEVE",2
05:06,"GOOD 3PTR by SOTOS,TOMMY",68 (+5),,63,,UCM 68-63 (-5),,"GOOD 3PTR by SOTOS,TOMMY",2
--,"ASSIST  by JOHNSON,MATT",,,,,,,"ASSIST  by JOHNSON,MATT",2
04:52,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by JOHNSON,MATT",,,,,,,"REBOUND DEF by JOHNSON,MATT",2
04:40,"GOOD JUMPER by JOHNSON,MATT",70 (+7),,63,,UCM 70-63 (-7),,"GOOD JUMPER by JOHNSON,MATT",2
04:31,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:31,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
04:31,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
04:12,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:12,"SUB IN by HUGHES,CHARLIE",,,,,,,"SUB IN by HUGHES,CHARLIE",2
04:12,"SUB IN by MACKENZIE,MATT",,,,,,,"SUB IN by MACKENZIE,MATT",2
04:12,"SUB OUT by STEFANOU,STEVE",,,,,,,"SUB OUT by STEFANOU,STEVE",2
04:12,"SUB OUT by SOTOS,TOMMY",,,,,,,"SUB OUT by SOTOS,TOMMY",2
04:09,"FOUL  by PALMTAG,STEPHEN",,,,,,,"FOUL  by PALMTAG,STEPHEN",2
04:09,,,,,"MISS FT by KILPATRICK,KORY",,,"MISS FT by KILPATRICK,KORY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:09,,70 (+6),,64,"GOOD FT by KILPATRICK,KORY",RCMBB12 70-64 (-6),,"GOOD FT by KILPATRICK,KORY",2
04:09,"SUB IN by GAGE,SAM",,,,,,,"SUB IN by GAGE,SAM",2
04:09,"SUB OUT by PALMTAG,STEPHEN",,,,,,,"SUB OUT by PALMTAG,STEPHEN",2
03:59,"GOOD 3PTR by JOHNSON,MATT",73 (+9),,64,,UCM 73-64 (-9),,"GOOD 3PTR by JOHNSON,MATT",2
--,"ASSIST  by SUSTARSIC,MICHAEL",,,,,,,"ASSIST  by SUSTARSIC,MICHAEL",2
03:27,,,,,"MISS LAYUP by KILPATRICK,KORY",,,"MISS LAYUP by KILPATRICK,KORY",2
--,"REBOUND DEF by JOHNSON,MATT",,,,,,,"REBOUND DEF by JOHNSON,MATT",2
03:02,"GOOD JUMPER by GAGE,SAM",75 (+11),,64,,UCM 75-64 (-11),,"GOOD JUMPER by GAGE,SAM",2
--,"ASSIST  by MACKENZIE,MATT",,,,,,,"ASSIST  by MACKENZIE,MATT",2
02:47,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,"REBOUND DEF by JOHNSON,MATT",,,,,,,"REBOUND DEF by JOHNSON,MATT",2
02:18,"GOOD LAYUP by MACKENZIE,MATT(in the paint)",77 (+13),,64,,UCM 77-64 (-13),,"GOOD LAYUP by MACKENZIE,MATT(in the paint)",2
02:09,,,,,"MISS 3PTR by KILPATRICK,KORY",,,"MISS 3PTR by KILPATRICK,KORY",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
02:03,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by MACKENZIE,MATT",,,,,,,"REBOUND DEF by MACKENZIE,MATT",2
01:31,"GOOD LAYUP by HUGHES,CHARLIE(in the paint)",79 (+15),,64,,UCM 79-64 (-15),,"GOOD LAYUP by HUGHES,CHARLIE(in the paint)",2
01:22,,79 (+12),,67,"GOOD 3PTR by KILPATRICK,KORY",RCMBB12 79-67 (-12),,"GOOD 3PTR by KILPATRICK,KORY",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
01:15,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
01:05,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
01:05,"GOOD FT by JOHNSON,MATT",80 (+13),,67,,UCM 80-67 (-13),,"GOOD FT by JOHNSON,MATT",2
01:05,"MISS FT by JOHNSON,MATT",,,,,,,"MISS FT by JOHNSON,MATT",2
--,,,,,"REBOUND DEF by KILPATRICK,KORY",,,"REBOUND DEF by KILPATRICK,KORY",2
01:05,,,,,"SUB IN by KILPATRICK,KORY",,,"SUB IN by KILPATRICK,KORY",2
01:05,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
01:05,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
01:05,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
00:58,,,,,"MISS JUMPER by LIVSEY,GEOFF",,,"MISS JUMPER by LIVSEY,GEOFF",2
--,,,,,"REBOUND OFF by KILPATRICK,KORY",,,"REBOUND OFF by KILPATRICK,KORY",2
00:58,,80 (+11),,69,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",RCMBB12 80-69 (-11),,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",2
00:51,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
00:51,"GOOD FT by SUSTARSIC,MICHAEL",81 (+12),,69,,UCM 81-69 (-12),,"GOOD FT by SUSTARSIC,MICHAEL",2
00:51,"GOOD FT by SUSTARSIC,MICHAEL",82 (+13),,69,,UCM 82-69 (-13),,"GOOD FT by SUSTARSIC,MICHAEL",2
00:47,,82 (+11),,71,"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB12 82-71 (-11),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
00:47,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
00:47,"GOOD FT by HUGHES,CHARLIE",83 (+12),,71,,UCM 83-71 (-12),,"GOOD FT by HUGHES,CHARLIE",2
00:47,"GOOD FT by HUGHES,CHARLIE",84 (+13),,71,,UCM 84-71 (-13),,"GOOD FT by HUGHES,CHARLIE",2
00:47,"SUB IN by PALMTAG,STEPHEN",,,,,,,"SUB IN by PALMTAG,STEPHEN",2
00:47,"SUB OUT by GAGE,SAM",,,,,,,"SUB OUT by GAGE,SAM",2
00:41,,84 (+10),,74,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 84-74 (-10),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
00:34,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",2
00:34,"MISS FT by SUSTARSIC,MICHAEL",,,,,,,"MISS FT by SUSTARSIC,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:34,"GOOD FT by SUSTARSIC,MICHAEL",85 (+11),,74,,UCM 85-74 (-11),,"GOOD FT by SUSTARSIC,MICHAEL",2
00:24,,,,,"MISS 3PTR by GALOW,ANDREW",,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND OFF by KILPATRICK,KORY",,,"REBOUND OFF by KILPATRICK,KORY",2
00:21,,85 (+9),,76,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",RCMBB12 85-76 (-9),,"GOOD LAYUP by KILPATRICK,KORY(in the paint)",2
00:18,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
00:18,"GOOD FT by SUSTARSIC,MICHAEL",86 (+10),,76,,UCM 86-76 (-10),,"GOOD FT by SUSTARSIC,MICHAEL",2
00:18,"GOOD FT by SUSTARSIC,MICHAEL",87 (+11),,76,,UCM 87-76 (-11),,"GOOD FT by SUSTARSIC,MICHAEL",2
00:18,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
00:18,,,,,"SUB OUT by KILPATRICK,KORY",,,"SUB OUT by KILPATRICK,KORY",2
00:17,,,,,"MISS LAYUP by GALOW,ANDREW",,,"MISS LAYUP by GALOW,ANDREW",2
00:17,"BLOCK  by HUGHES,CHARLIE",,,,,,,"BLOCK  by HUGHES,CHARLIE",2
--,"REBOUND DEF by HUGHES,CHARLIE",,,,,,,"REBOUND DEF by HUGHES,CHARLIE",2
00:14,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
00:14,"GOOD FT by HUGHES,CHARLIE",88 (+12),,76,,UCM 88-76 (-12),,"GOOD FT by HUGHES,CHARLIE",2
00:14,"MISS FT by HUGHES,CHARLIE",,,,,,,"MISS FT by HUGHES,CHARLIE",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
00:14,,88 (+9),,79,"GOOD 3PTR by DUNAVANT,JOHN",RCMBB12 88-79 (-9),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
