Time Remaining,OGLETHORPE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
04:43,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
04:43,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",1
04:43,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",1
03:17,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",1
03:17,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",1
03:17,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",1
03:17,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",1
03:17,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",1
03:17,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",1
01:47,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",1
01:47,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",1
01:47,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",1
01:47,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",1
01:22,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",1
01:22,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",1
19:37,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
19:32,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",2
19:07,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
19:07,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:02,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",38 (+22),,16,,OGLETHORPE 38-16 (-22),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
19:02,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
19:02,"GOOD FT by KINNEY,JORDAN",39 (+23),,16,,OGLETHORPE 39-16 (-23),,"GOOD FT by KINNEY,JORDAN",2
18:28,,39 (+21),,18,"GOOD LAYUP by CARTER,KESHONN(in the paint)",SEWANEE 39-18 (-21),,"GOOD LAYUP by CARTER,KESHONN(in the paint)",2
18:11,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
18:11,"GOOD FT by MOLINET,CHRISTIAN",40 (+22),,18,,OGLETHORPE 40-18 (-22),,"GOOD FT by MOLINET,CHRISTIAN",2
18:11,"MISS FT by MOLINET,CHRISTIAN",,,,,,,"MISS FT by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
17:59,,,,,"MISS JUMPER by BOULDIN,BRETT",,,"MISS JUMPER by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",,,"REBOUND OFF by CALDWELL,MARCELLUS",2
17:54,,,,,"MISS JUMPER by CALDWELL,MARCELLUS",,,"MISS JUMPER by CALDWELL,MARCELLUS",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
17:49,,40 (+20),,20,"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 40-20 (-20),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
17:31,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
17:09,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
17:09,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
17:03,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
16:56,"MISS 3PTR by DAVIS,ALEX",,,,,,,"MISS 3PTR by DAVIS,ALEX",2
--,"REBOUND OFF by MOLINET,CHRISTIAN",,,,,,,"REBOUND OFF by MOLINET,CHRISTIAN",2
16:51,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
16:49,"TURNOVER  by JOVAAG,BRANDEN",,,,,,,"TURNOVER  by JOVAAG,BRANDEN",2
16:35,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
16:35,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
16:35,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
16:24,,,,,"MISS 3PTR by HODGE,NILAN",,,"MISS 3PTR by HODGE,NILAN",2
--,,,,,"REBOUND OFF by CALDWELL,MARCELLUS",,,"REBOUND OFF by CALDWELL,MARCELLUS",2
16:19,,40 (+18),,22,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",SEWANEE 40-22 (-18),,"GOOD LAYUP by CALDWELL,MARCELLUS(in the paint)",2
15:56,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",42 (+20),,22,,OGLETHORPE 42-22 (-20),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
15:40,,42 (+18),,24,"GOOD JUMPER by HODGE,NILAN(in the paint)",SEWANEE 42-24 (-18),,"GOOD JUMPER by HODGE,NILAN(in the paint)",2
15:29,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
15:28,"GOOD 3PTR by JOVAAG,BRANDEN",45 (+21),,24,,OGLETHORPE 45-24 (-21),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,"ASSIST  by PITTS,ALEC",,,,,,,"ASSIST  by PITTS,ALEC",2
15:28,"SUB IN by HAMILTON,PRICE",,,,,,,"SUB IN by HAMILTON,PRICE",2
15:28,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
15:28,"SUB OUT by PURDY,SAM",,,,,,,"SUB OUT by PURDY,SAM",2
15:28,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
15:28,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
15:28,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
15:06,"FOUL  by HAMILTON,PRICE",,,,,,,"FOUL  by HAMILTON,PRICE",2
15:02,,45 (+19),,26,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",SEWANEE 45-26 (-19),,"GOOD JUMPER by CALDWELL,MARCELLUS(in the paint)",2
14:43,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",47 (+21),,26,,OGLETHORPE 47-26 (-21),,"GOOD JUMPER by MOLINET,CHRISTIAN(in the paint)",2
14:24,,47 (+19),,28,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 47-28 (-19),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
14:02,"GOOD 3PTR by JOVAAG,BRANDEN",50 (+22),,28,,OGLETHORPE 50-28 (-22),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,"ASSIST  by PITTS,ALEC",,,,,,,"ASSIST  by PITTS,ALEC",2
13:32,,50 (+20),,30,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",SEWANEE 50-30 (-20),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
13:32,"FOUL  by PITTS,ALEC",,,,,,,"FOUL  by PITTS,ALEC",2
13:32,,50 (+19),,31,"GOOD FT by HEATHERLY,GARRETT",SEWANEE 50-31 (-19),,"GOOD FT by HEATHERLY,GARRETT",2
13:29,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",52 (+21),,31,,OGLETHORPE 52-31 (-21),,"GOOD LAYUP by MOLINET,CHRISTIAN(in the paint)",2
13:10,,52 (+19),,33,"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 52-33 (-19),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
13:00,"GOOD 3PTR by JOVAAG,BRANDEN",55 (+22),,33,,OGLETHORPE 55-33 (-22),,"GOOD 3PTR by JOVAAG,BRANDEN",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
12:43,,,,,"MISS 3PTR by DOWNEY,WILL",,,"MISS 3PTR by DOWNEY,WILL",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
12:27,"SUB IN by PITTS,ALEC",,,,,,,"SUB IN by PITTS,ALEC",2
12:27,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
12:27,"SUB IN by MOLINET,CHRISTIAN",,,,,,,"SUB IN by MOLINET,CHRISTIAN",2
12:27,"SUB IN by JOVAAG,BRANDEN",,,,,,,"SUB IN by JOVAAG,BRANDEN",2
12:27,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
12:27,"SUB OUT by HAMILTON,PRICE",,,,,,,"SUB OUT by HAMILTON,PRICE",2
12:27,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
12:27,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",2
12:27,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
12:27,"SUB OUT by PATRICK,DREW",,,,,,,"SUB OUT by PATRICK,DREW",2
12:23,"MISS JUMPER by HAMILTON,PRICE",,,,,,,"MISS JUMPER by HAMILTON,PRICE",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
12:21,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
12:21,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
12:21,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
12:21,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
12:21,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
12:21,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
12:21,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
12:07,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
12:07,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
12:07,,,,,"SUB IN by DOWNEY,WILL",,,"SUB IN by DOWNEY,WILL",2
12:07,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
12:07,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
12:07,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
11:56,,55 (+20),,35,"GOOD JUMPER by BROWN,TYLER(in the paint)",SEWANEE 55-35 (-20),,"GOOD JUMPER by BROWN,TYLER(in the paint)",2
11:45,"GOOD LAYUP by COURSON,TYLER(in the paint)",57 (+22),,35,,OGLETHORPE 57-35 (-22),,"GOOD LAYUP by COURSON,TYLER(in the paint)",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
11:23,,,,,"MISS JUMPER by BROWN,TYLER",,,"MISS JUMPER by BROWN,TYLER",2
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",2
10:57,,,,,"FOUL  by DOWNEY,WILL",,,"FOUL  by DOWNEY,WILL",2
10:57,"SUB IN by PURDY,SAM",,,,,,,"SUB IN by PURDY,SAM",2
10:57,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
10:57,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
10:57,"SUB IN by PATRICK,DREW",,,,,,,"SUB IN by PATRICK,DREW",2
10:57,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
10:57,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
10:57,"SUB OUT by JOVAAG,BRANDEN",,,,,,,"SUB OUT by JOVAAG,BRANDEN",2
10:57,"SUB OUT by PITTS,ALEC",,,,,,,"SUB OUT by PITTS,ALEC",2
10:57,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
10:57,"SUB OUT by MOLINET,CHRISTIAN",,,,,,,"SUB OUT by MOLINET,CHRISTIAN",2
10:57,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
10:57,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
10:57,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
10:57,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:57,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
10:57,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
10:57,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
10:57,,,,,"SUB OUT by DOWNEY,WILL",,,"SUB OUT by DOWNEY,WILL",2
10:57,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
10:57,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
10:37,"MISS 3PTR by PATRICK,DREW",,,,,,,"MISS 3PTR by PATRICK,DREW",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
10:26,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
10:26,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
10:06,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND OFF by PURDY,SAM",,,,,,,"REBOUND OFF by PURDY,SAM",2
9:52,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
9:50,,,,,"STEAL  by AFFRONTI,LEWIS",,,"STEAL  by AFFRONTI,LEWIS",2
9:35,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
9:35,,57 (+21),,36,"GOOD FT by CARTER,KESHONN",SEWANEE 57-36 (-21),,"GOOD FT by CARTER,KESHONN",2
9:35,,57 (+20),,37,"GOOD FT by CARTER,KESHONN",SEWANEE 57-37 (-20),,"GOOD FT by CARTER,KESHONN",2
9:00,"MISS JUMPER by COURSON,TYLER",,,,,,,"MISS JUMPER by COURSON,TYLER",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
8:52,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by PURDY,SAM",,,,,,,"REBOUND DEF by PURDY,SAM",2
8:35,"GOOD 3PTR by PATRICK,DREW",60 (+23),,37,,OGLETHORPE 60-37 (-23),,"GOOD 3PTR by PATRICK,DREW",2
8:21,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
8:15,"MISS LAYUP by DAVIS,ALEX",,,,,,,"MISS LAYUP by DAVIS,ALEX",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
8:08,,,,,"MISS LAYUP by CARTER,KESHONN",,,"MISS LAYUP by CARTER,KESHONN",2
--,"REBOUND DEF by PATRICK,DREW",,,,,,,"REBOUND DEF by PATRICK,DREW",2
7:47,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
7:40,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
7:32,,60 (+21),,39,"GOOD JUMPER by CARTER,KESHONN",SEWANEE 60-39 (-21),,"GOOD JUMPER by CARTER,KESHONN",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
7:32,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
7:32,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
7:32,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
7:30,,60 (+19),,41,"GOOD LAYUP by BORN,LEO(in the paint)",SEWANEE 60-41 (-19),,"GOOD LAYUP by BORN,LEO(in the paint)",2
7:27,"FOUL  by JOVAAG,BRANDEN",,,,,,,"FOUL  by JOVAAG,BRANDEN",2
7:26,,60 (+18),,42,"GOOD FT by BORN,LEO",SEWANEE 60-42 (-18),,"GOOD FT by BORN,LEO",2
7:21,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",62 (+20),,42,,OGLETHORPE 62-42 (-20),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
--,"ASSIST  by JOVAAG,BRANDEN",,,,,,,"ASSIST  by JOVAAG,BRANDEN",2
7:08,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",2
--,,,,,"REBOUND OFF by HODGE,NILAN",,,"REBOUND OFF by HODGE,NILAN",2
6:51,"FOUL  by JOVAAG,BRANDEN",,,,,,,"FOUL  by JOVAAG,BRANDEN",2
6:51,,62 (+19),,43,"GOOD FT by BOULDIN,BRETT",SEWANEE 62-43 (-19),,"GOOD FT by BOULDIN,BRETT",2
6:51,,,,,"MISS FT by BOULDIN,BRETT",,,"MISS FT by BOULDIN,BRETT",2
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",2
6:29,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
6:29,"GOOD FT by KINNEY,JORDAN",63 (+20),,43,,OGLETHORPE 63-43 (-20),,"GOOD FT by KINNEY,JORDAN",2
6:29,"GOOD FT by KINNEY,JORDAN",64 (+21),,43,,OGLETHORPE 64-43 (-21),,"GOOD FT by KINNEY,JORDAN",2
6:20,,,,,"MISS LAYUP by BROWN,TYLER",,,"MISS LAYUP by BROWN,TYLER",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
6:05,"FOUL  by HAMILTON,PRICE",,,,,,,"FOUL  by HAMILTON,PRICE",2
6:05,,64 (+20),,44,"GOOD FT by BORN,LEO",SEWANEE 64-44 (-20),,"GOOD FT by BORN,LEO",2
6:05,,64 (+19),,45,"GOOD FT by BORN,LEO",SEWANEE 64-45 (-19),,"GOOD FT by BORN,LEO",2
5:31,"GOOD 3PTR by MOLINET,CHRISTIAN",67 (+22),,45,,OGLETHORPE 67-45 (-22),,"GOOD 3PTR by MOLINET,CHRISTIAN",2
--,"ASSIST  by PITTS,ALEC",,,,,,,"ASSIST  by PITTS,ALEC",2
5:21,,67 (+19),,48,"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 67-48 (-19),,"GOOD 3PTR by BOULDIN,BRETT",2
5:16,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
4:51,"MISS 3PTR by JOVAAG,BRANDEN",,,,,,,"MISS 3PTR by JOVAAG,BRANDEN",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
4:33,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",2
--,"REBOUND DEF by PITTS,ALEC",,,,,,,"REBOUND DEF by PITTS,ALEC",2
3:58,"GOOD JUMPER by HAMILTON,PRICE",69 (+21),,48,,OGLETHORPE 69-48 (-21),,"GOOD JUMPER by HAMILTON,PRICE",2
3:47,,,,,"MISS JUMPER by BOULDIN,BRETT",,,"MISS JUMPER by BOULDIN,BRETT",2
--,"REBOUND DEF by JOVAAG,BRANDEN",,,,,,,"REBOUND DEF by JOVAAG,BRANDEN",2
3:40,"MISS LAYUP by PURDY,SAM",,,,,,,"MISS LAYUP by PURDY,SAM",2
3:40,,,,,"BLOCK  by BORN,LEO",,,"BLOCK  by BORN,LEO",2
--,"REBOUND OFF by JOVAAG,BRANDEN",,,,,,,"REBOUND OFF by JOVAAG,BRANDEN",2
3:26,"TURNOVER  by PURDY,SAM",,,,,,,"TURNOVER  by PURDY,SAM",2
3:26,,,,,"MISS JUMPER by HEATHERLY,GARRETT",,,"MISS JUMPER by HEATHERLY,GARRETT",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
3:26,,69 (+18),,51,"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 69-51 (-18),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
3:14,"TURNOVER  by MOLINET,CHRISTIAN",,,,,,,"TURNOVER  by MOLINET,CHRISTIAN",2
3:01,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
2:59,,,,,"MISS FT by BOULDIN,BRETT",,,"MISS FT by BOULDIN,BRETT",2
--,"REBOUND DEF by MOLINET,CHRISTIAN",,,,,,,"REBOUND DEF by MOLINET,CHRISTIAN",2
2:47,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
2:47,"MISS FT by MOLINET,CHRISTIAN",,,,,,,"MISS FT by MOLINET,CHRISTIAN",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
2:43,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
2:43,,69 (+17),,52,"GOOD FT by BROWN,TYLER",SEWANEE 69-52 (-17),,"GOOD FT by BROWN,TYLER",2
2:43,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
2:34,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
2:31,"TURNOVER  by PATRICK,DREW",,,,,,,"TURNOVER  by PATRICK,DREW",2
2:27,,,,,"MISS 3PTR by AFFRONTI,LEWIS",,,"MISS 3PTR by AFFRONTI,LEWIS",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
2:22,"FOUL  by PATRICK,DREW",,,,,,,"FOUL  by PATRICK,DREW",2
2:22,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
2:22,,69 (+16),,53,"GOOD FT by BROWN,TYLER",SEWANEE 69-53 (-16),,"GOOD FT by BROWN,TYLER",2
2:15,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
2:15,"MISS FT by JOVAAG,BRANDEN",,,,,,,"MISS FT by JOVAAG,BRANDEN",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
1:58,,69 (+14),,55,"GOOD JUMPER by CARTER,KESHONN",SEWANEE 69-55 (-14),,"GOOD JUMPER by CARTER,KESHONN",2
--,,,,,"ASSIST  by BOULDIN,BRETT",,,"ASSIST  by BOULDIN,BRETT",2
1:53,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
1:53,"GOOD FT by PITTS,ALEC",70 (+15),,55,,OGLETHORPE 70-55 (-15),,"GOOD FT by PITTS,ALEC",2
1:53,"GOOD FT by PITTS,ALEC",71 (+16),,55,,OGLETHORPE 71-55 (-16),,"GOOD FT by PITTS,ALEC",2
1:43,,71 (+14),,57,"GOOD JUMPER by HODGE,NILAN(in the paint)",SEWANEE 71-57 (-14),,"GOOD JUMPER by HODGE,NILAN(in the paint)",2
1:30,"TURNOVER  by PITTS,ALEC",,,,,,,"TURNOVER  by PITTS,ALEC",2
1:27,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
1:22,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
1:13,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
1:13,"GOOD FT by PITTS,ALEC",72 (+15),,57,,OGLETHORPE 72-57 (-15),,"GOOD FT by PITTS,ALEC",2
1:13,"GOOD FT by PITTS,ALEC",73 (+16),,57,,OGLETHORPE 73-57 (-16),,"GOOD FT by PITTS,ALEC",2
1:01,,,,,"MISS JUMPER by BOULDIN,BRETT",,,"MISS JUMPER by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
0:59,,73 (+14),,59,"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 73-59 (-14),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
0:54,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
0:52,"GOOD FT by PITTS,ALEC",74 (+15),,59,,OGLETHORPE 74-59 (-15),,"GOOD FT by PITTS,ALEC",2
0:52,"GOOD FT by PITTS,ALEC",75 (+16),,59,,OGLETHORPE 75-59 (-16),,"GOOD FT by PITTS,ALEC",2
0:43,,,,,"TURNOVER  by CARTER,KESHONN",,,"TURNOVER  by CARTER,KESHONN",2
0:42,"STEAL  by JOVAAG,BRANDEN",,,,,,,"STEAL  by JOVAAG,BRANDEN",2
0:14,"GOOD 3PTR by COURSON,TYLER",78 (+19),,59,,OGLETHORPE 78-59 (-19),,"GOOD 3PTR by COURSON,TYLER",2
--,"ASSIST  by MOLINET,CHRISTIAN",,,,,,,"ASSIST  by MOLINET,CHRISTIAN",2
0:08,,78 (+17),,61,"GOOD JUMPER by HODGE,NILAN(in the paint)",SEWANEE 78-61 (-17),,"GOOD JUMPER by HODGE,NILAN(in the paint)",2
0:08,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
0:08,,78 (+16),,62,"GOOD FT by HODGE,NILAN",SEWANEE 78-62 (-16),,"GOOD FT by HODGE,NILAN",2
09:35,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
09:35,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
