Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:45,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
16:45,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
16:23,"GOOD JUMPER by BRYANT,VALENTINO",22,,39 (+17),,SEWANEE 22-39 (-17),,"GOOD JUMPER by BRYANT,VALENTINO",2
15:58,,22,,42 (+20),"GOOD 3PTR by GRIGGS,MATT",CENTRE_M 22-42 (-20),,"GOOD 3PTR by GRIGGS,MATT",2
15:37,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
15:31,,22,,44 (+22),"GOOD LAYUP by GRIGGS,MATT(in the paint)",CENTRE_M 22-44 (-22),,"GOOD LAYUP by GRIGGS,MATT(in the paint)",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
15:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
15:23,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
15:23,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
15:23,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
15:23,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
15:11,"MISS LAYUP by BROWN,TYLER",,,,,,,"MISS LAYUP by BROWN,TYLER",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
14:42,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
14:40,"STEAL  by BROWN,TYLER",,,,,,,"STEAL  by BROWN,TYLER",2
14:23,"MISS 3PTR by BROWN,TYLER",,,,,,,"MISS 3PTR by BROWN,TYLER",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
14:10,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
13:51,"GOOD 3PTR by BOULDIN,BRETT",25,,44 (+19),,SEWANEE 25-44 (-19),,"GOOD 3PTR by BOULDIN,BRETT",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
13:35,"FOUL  by HODGE,NILAN",,,,,,,"FOUL  by HODGE,NILAN",2
13:35,"SUB IN by BROWN,SETH",,,,,,,"SUB IN by BROWN,SETH",2
13:35,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
13:35,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
13:35,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
13:35,,,,,"SUB IN by HERTZEL,HOLDEN",,,"SUB IN by HERTZEL,HOLDEN",2
13:35,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
13:35,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:35,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
13:30,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
13:23,"GOOD LAYUP by HODGE,NILAN(in the paint)",27,,44 (+17),,SEWANEE 27-44 (-17),,"GOOD LAYUP by HODGE,NILAN(in the paint)",2
13:06,,27,,46 (+19),"GOOD JUMPER by HERTZEL,HOLDEN",CENTRE_M 27-46 (-19),,"GOOD JUMPER by HERTZEL,HOLDEN",2
12:49,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
12:49,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
12:31,"GOOD JUMPER by BOULDIN,BRETT",29,,46 (+17),,SEWANEE 29-46 (-17),,"GOOD JUMPER by BOULDIN,BRETT",2
12:16,,,,,"MISS JUMPER by TAYLOR,CHRIS",,,"MISS JUMPER by TAYLOR,CHRIS",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
12:12,"FOUL  by HEATHERLY,GARRETT",,,,,,,"FOUL  by HEATHERLY,GARRETT",2
12:12,,29,,47 (+18),"GOOD FT by KARSNER,JOSH",CENTRE_M 29-47 (-18),,"GOOD FT by KARSNER,JOSH",2
12:12,,29,,48 (+19),"GOOD FT by KARSNER,JOSH",CENTRE_M 29-48 (-19),,"GOOD FT by KARSNER,JOSH",2
12:12,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
12:12,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
12:09,"TURNOVER  by BOULDIN,BRETT",,,,,,,"TURNOVER  by BOULDIN,BRETT",2
12:07,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
12:05,,29,,50 (+21),"GOOD LAYUP by ELLIS,BRYON(in the paint)",CENTRE_M 29-50 (-21),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
11:41,"MISS 3PTR by BOULDIN,BRETT",,,,,,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by HERTZEL,HOLDEN",,,"REBOUND DEF by HERTZEL,HOLDEN",2
11:19,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by TAYLOR,CHRIS",,,"REBOUND OFF by TAYLOR,CHRIS",2
11:14,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,,,,,"REBOUND OFF by HERTZEL,HOLDEN",,,"REBOUND OFF by HERTZEL,HOLDEN",2
11:08,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by BROWN,SETH",,,,,,,"REBOUND DEF by BROWN,SETH",2
10:58,"MISS 3PTR by DOWNEY,WILL",,,,,,,"MISS 3PTR by DOWNEY,WILL",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
10:34,"SUB IN by AFFRONTI,LEWIS",,,,,,,"SUB IN by AFFRONTI,LEWIS",2
10:34,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
10:34,"SUB OUT by BOULDIN,BRETT",,,,,,,"SUB OUT by BOULDIN,BRETT",2
10:34,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
10:34,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
10:34,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
10:34,,,,,"SUB OUT by HERTZEL,HOLDEN",,,"SUB OUT by HERTZEL,HOLDEN",2
10:34,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
10:20,,29,,52 (+23),"GOOD LAYUP by ELLIS,BRYON(in the paint)",CENTRE_M 29-52 (-23),,"GOOD LAYUP by ELLIS,BRYON(in the paint)",2
10:02,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
10:02,"SUB IN by CALDWELL,MARCELLUS",,,,,,,"SUB IN by CALDWELL,MARCELLUS",2
10:02,"SUB OUT by BROWN,SETH",,,,,,,"SUB OUT by BROWN,SETH",2
10:02,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
10:02,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
10:01,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
09:59,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
09:57,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
09:57,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:57,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
09:57,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
09:57,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
09:28,"MISS JUMPER by CARTER,KESHONN",,,,,,,"MISS JUMPER by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:24,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
09:24,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
09:24,"MISS LAYUP by CARTER,KESHONN",,,,,,,"MISS LAYUP by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:24,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
09:24,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
08:26,"FOUL  by CARTER,KESHONN",,,,,,,"FOUL  by CARTER,KESHONN",2
08:26,,29,,53 (+24),"GOOD FT by WESLEY,TYLER",CENTRE_M 29-53 (-24),,"GOOD FT by WESLEY,TYLER",2
08:26,,29,,54 (+25),"GOOD FT by WESLEY,TYLER",CENTRE_M 29-54 (-25),,"GOOD FT by WESLEY,TYLER",2
08:26,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
08:26,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
08:26,"SUB IN by BROWN,TYLER",,,,,,,"SUB IN by BROWN,TYLER",2
08:26,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
08:26,"SUB OUT by DOWNEY,WILL",,,,,,,"SUB OUT by DOWNEY,WILL",2
08:26,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
08:11,"MISS LAYUP by HEATHERLY,GARRETT",,,,,,,"MISS LAYUP by HEATHERLY,GARRETT",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
07:50,,,,,"MISS 3PTR by GRIGGS,MATT",,,"MISS 3PTR by GRIGGS,MATT",2
--,"REBOUND DEF by BRYANT,VALENTINO",,,,,,,"REBOUND DEF by BRYANT,VALENTINO",2
07:44,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
07:44,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
07:44,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
07:36,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
07:36,"GOOD FT by BRYANT,VALENTINO",30,,54 (+24),,SEWANEE 30-54 (-24),,"GOOD FT by BRYANT,VALENTINO",2
07:36,"MISS FT by BRYANT,VALENTINO",,,,,,,"MISS FT by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
07:05,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
07:04,"STEAL  by BRYANT,VALENTINO",,,,,,,"STEAL  by BRYANT,VALENTINO",2
06:53,"GOOD JUMPER by CALDWELL,MARCELLUS",32,,54 (+22),,SEWANEE 32-54 (-22),,"GOOD JUMPER by CALDWELL,MARCELLUS",2
06:20,,32,,56 (+24),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 32-56 (-24),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
05:56,"GOOD JUMPER by HEATHERLY,GARRETT",34,,56 (+22),,SEWANEE 34-56 (-22),,"GOOD JUMPER by HEATHERLY,GARRETT",2
05:42,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,"REBOUND DEF by HEATHERLY,GARRETT",,,,,,,"REBOUND DEF by HEATHERLY,GARRETT",2
05:34,"TURNOVER  by BRYANT,VALENTINO",,,,,,,"TURNOVER  by BRYANT,VALENTINO",2
05:33,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
05:33,"FOUL  by BRYANT,VALENTINO",,,,,,,"FOUL  by BRYANT,VALENTINO",2
05:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:33,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
05:33,"SUB IN by BOULDIN,BRETT",,,,,,,"SUB IN by BOULDIN,BRETT",2
05:33,"SUB IN by HODGE,NILAN",,,,,,,"SUB IN by HODGE,NILAN",2
05:33,"SUB OUT by BRYANT,VALENTINO",,,,,,,"SUB OUT by BRYANT,VALENTINO",2
05:33,"SUB OUT by BROWN,TYLER",,,,,,,"SUB OUT by BROWN,TYLER",2
05:33,"SUB OUT by AFFRONTI,LEWIS",,,,,,,"SUB OUT by AFFRONTI,LEWIS",2
05:08,"FOUL  by HEATHERLY,GARRETT",,,,,,,"FOUL  by HEATHERLY,GARRETT",2
05:08,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:08,,34,,57 (+23),"GOOD FT by WESLEY,TYLER",CENTRE_M 34-57 (-23),,"GOOD FT by WESLEY,TYLER",2
05:08,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
05:08,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
04:58,"GOOD JUMPER by BOULDIN,BRETT",36,,57 (+21),,SEWANEE 36-57 (-21),,"GOOD JUMPER by BOULDIN,BRETT",2
--,"ASSIST  by HODGE,NILAN",,,,,,,"ASSIST  by HODGE,NILAN",2
04:34,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND DEF by DOWNEY,WILL",,,,,,,"REBOUND DEF by DOWNEY,WILL",2
04:22,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
04:22,"MISS FT by HODGE,NILAN",,,,,,,"MISS FT by HODGE,NILAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:22,"MISS FT by HODGE,NILAN",,,,,,,"MISS FT by HODGE,NILAN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
04:22,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
04:22,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
04:22,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
04:22,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
04:03,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
04:02,"SUB IN by BRYANT,VALENTINO",,,,,,,"SUB IN by BRYANT,VALENTINO",2
04:02,"SUB OUT by DOWNEY,WILL",,,,,,,"SUB OUT by DOWNEY,WILL",2
03:51,"MISS JUMPER by BRYANT,VALENTINO",,,,,,,"MISS JUMPER by BRYANT,VALENTINO",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:48,"MISS JUMPER by BOULDIN,BRETT",,,,,,,"MISS JUMPER by BOULDIN,BRETT",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
03:14,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by HODGE,NILAN",,,,,,,"REBOUND DEF by HODGE,NILAN",2
02:57,"MISS LAYUP by CALDWELL,MARCELLUS",,,,,,,"MISS LAYUP by CALDWELL,MARCELLUS",2
--,"REBOUND OFF by HEATHERLY,GARRETT",,,,,,,"REBOUND OFF by HEATHERLY,GARRETT",2
02:53,"MISS 3PTR by BRYANT,VALENTINO",,,,,,,"MISS 3PTR by BRYANT,VALENTINO",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
02:50,"FOUL  by CALDWELL,MARCELLUS",,,,,,,"FOUL  by CALDWELL,MARCELLUS",2
02:50,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,"REBOUND DEF by CARTER,KESHONN",,,,,,,"REBOUND DEF by CARTER,KESHONN",2
02:50,"SUB IN by CARTER,KESHONN",,,,,,,"SUB IN by CARTER,KESHONN",2
02:50,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
02:50,"SUB OUT by HEATHERLY,GARRETT",,,,,,,"SUB OUT by HEATHERLY,GARRETT",2
02:50,"SUB OUT by CALDWELL,MARCELLUS",,,,,,,"SUB OUT by CALDWELL,MARCELLUS",2
02:40,"TURNOVER  by HODGE,NILAN",,,,,,,"TURNOVER  by HODGE,NILAN",2
02:38,,,,,"STEAL  by WESLEY,TYLER",,,"STEAL  by WESLEY,TYLER",2
02:36,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
02:36,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
02:36,"SUB IN by DOWNEY,WILL",,,,,,,"SUB IN by DOWNEY,WILL",2
02:36,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
02:36,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
02:36,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
02:25,"GOOD 3PTR by DOWNEY,WILL",39,,57 (+18),,SEWANEE 39-57 (-18),,"GOOD 3PTR by DOWNEY,WILL",2
--,"ASSIST  by BRYANT,VALENTINO",,,,,,,"ASSIST  by BRYANT,VALENTINO",2
01:51,,39,,59 (+20),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 39-59 (-20),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
01:39,"GOOD JUMPER by BRYANT,VALENTINO",41,,59 (+18),,SEWANEE 41-59 (-18),,"GOOD JUMPER by BRYANT,VALENTINO",2
01:06,"SUB IN by ARNOLD,ALEX",,,,,,,"SUB IN by ARNOLD,ALEX",2
01:06,"SUB IN by HEATHERLY,GARRETT",,,,,,,"SUB IN by HEATHERLY,GARRETT",2
01:06,"SUB OUT by CARTER,KESHONN",,,,,,,"SUB OUT by CARTER,KESHONN",2
01:06,"SUB OUT by HODGE,NILAN",,,,,,,"SUB OUT by HODGE,NILAN",2
01:06,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
01:06,,,,,"SUB IN by REPISHTI,BRYAN",,,"SUB IN by REPISHTI,BRYAN",2
01:06,,,,,"SUB IN by SAGRAVES,AUSTIN",,,"SUB IN by SAGRAVES,AUSTIN",2
01:06,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
01:06,,,,,"SUB IN by WRIGHT,SPENCER",,,"SUB IN by WRIGHT,SPENCER",2
01:06,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
01:06,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
01:06,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
01:06,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
01:06,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:01,,,,,"MISS JUMPER by REPISHTI,BRYAN",,,"MISS JUMPER by REPISHTI,BRYAN",2
--,"REBOUND DEF by ARNOLD,ALEX",,,,,,,"REBOUND DEF by ARNOLD,ALEX",2
00:48,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",43,,59 (+16),,SEWANEE 43-59 (-16),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
00:11,,,,,"MISS JUMPER by NEWSOME,TAYLOR",,,"MISS JUMPER by NEWSOME,TAYLOR",2
--,"REBOUND DEF by BOULDIN,BRETT",,,,,,,"REBOUND DEF by BOULDIN,BRETT",2
00:01,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",45,,59 (+14),,SEWANEE 45-59 (-14),,"GOOD LAYUP by HEATHERLY,GARRETT(in the paint)",2
--,"ASSIST  by BOULDIN,BRETT",,,,,,,"ASSIST  by BOULDIN,BRETT",2
