Time Remaining,HIWASSEE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
17:27,,26,,39 (+13),"GOOD LAYUP by BOULDIN,BRETT(fastbreak)(in the paint)",SEWANEE 26-39 (+13),,"GOOD LAYUP by BOULDIN,BRETT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
17:21,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
17:19,"SUB IN by MEADOWS,HOWIE",,,,,,,"SUB IN by MEADOWS,HOWIE",2
17:19,"SUB OUT by GOLDEN,JEFF",,,,,,,"SUB OUT by GOLDEN,JEFF",2
17:19,,,,,"SUB IN by NELSON,ANVIL",,,"SUB IN by NELSON,ANVIL",2
17:19,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
16:52,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,"REBOUND OFF by BROWNER,JUSTIN",,,,,,,"REBOUND OFF by BROWNER,JUSTIN",2
16:49,"GOOD JUMPER by BROWNER,JUSTIN(in the paint)",28,,39 (+11),,HIWASSEE 28-39 (+11),,"GOOD JUMPER by BROWNER,JUSTIN(in the paint)",2
16:27,,,,,"TURNOVER  by NELSON,ANVIL",,,"TURNOVER  by NELSON,ANVIL",2
16:27,,,,,"FOUL  by NELSON,ANVIL",,,"FOUL  by NELSON,ANVIL",2
16:03,"GOOD 3PTR by DAVIDSON,KASEEM",31,,39 (+8),,HIWASSEE 31-39 (+8),,"GOOD 3PTR by DAVIDSON,KASEEM",2
--,"ASSIST  by BROWNER,JUSTIN",,,,,,,"ASSIST  by BROWNER,JUSTIN",2
15:44,,,,,"MISS JUMPER by NELSON,ANVIL",,,"MISS JUMPER by NELSON,ANVIL",2
--,"REBOUND DEF by BAILEY,JOEL",,,,,,,"REBOUND DEF by BAILEY,JOEL",2
15:37,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
15:37,"TURNOVER  by BROWNER,JUSTIN",,,,,,,"TURNOVER  by BROWNER,JUSTIN",2
15:37,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
15:37,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
15:37,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
15:37,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
15:19,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:13,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
15:12,"STEAL  by DAVIDSON,KASEEM",,,,,,,"STEAL  by DAVIDSON,KASEEM",2
15:10,"MISS LAYUP by BAILEY,JOEL",,,,,,,"MISS LAYUP by BAILEY,JOEL",2
15:10,,,,,"BLOCK  by AFFRONTI,LEWIS",,,"BLOCK  by AFFRONTI,LEWIS",2
--,"REBOUND OFF by BROWNER,JUSTIN",,,,,,,"REBOUND OFF by BROWNER,JUSTIN",2
15:06,"GOOD LAYUP by BROWNER,JUSTIN(in the paint)",33,,39 (+6),,HIWASSEE 33-39 (+6),,"GOOD LAYUP by BROWNER,JUSTIN(in the paint)",2
14:45,,,,,"TURNOVER  by BROWN,SETH",,,"TURNOVER  by BROWN,SETH",2
14:43,"STEAL  by DAVIDSON,KASEEM",,,,,,,"STEAL  by DAVIDSON,KASEEM",2
14:41,"GOOD LAYUP by BOYD,LAZERICK(fastbreak)(in the paint)",35,,39 (+4),,HIWASSEE 35-39 (+4),,"GOOD LAYUP by BOYD,LAZERICK(fastbreak)(in the paint)",2
14:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:37,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",2
14:37,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
14:37,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
14:37,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
14:37,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
14:37,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
14:37,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
14:37,,,,,"SUB OUT by NELSON,ANVIL",,,"SUB OUT by NELSON,ANVIL",2
14:37,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
14:37,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
14:37,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
14:33,,,,,"MISS JUMPER by HEATHERLY,GARRETT",,,"MISS JUMPER by HEATHERLY,GARRETT",2
--,"REBOUND DEF by BOYD,LAZERICK",,,,,,,"REBOUND DEF by BOYD,LAZERICK",2
14:25,"GOOD 3PTR by BROWNER,JUSTIN",38,,39 (+1),,HIWASSEE 38-39 (+1),,"GOOD 3PTR by BROWNER,JUSTIN",2
--,"ASSIST  by DAVIDSON,KASEEM",,,,,,,"ASSIST  by DAVIDSON,KASEEM",2
14:04,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
14:04,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
14:04,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
13:44,"MISS 3PTR by MEADOWS,HOWIE",,,,,,,"MISS 3PTR by MEADOWS,HOWIE",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
13:30,,,,,"TURNOVER  by VEAL,ROBERT",,,"TURNOVER  by VEAL,ROBERT",2
13:30,"STEAL  by BROWNER,JUSTIN",,,,,,,"STEAL  by BROWNER,JUSTIN",2
13:30,"SUB IN by CARSON,CODY",,,,,,,"SUB IN by CARSON,CODY",2
13:30,"SUB OUT by BAILEY,JOEL",,,,,,,"SUB OUT by BAILEY,JOEL",2
13:30,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
13:30,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
13:24,"MISS 3PTR by CARSON,CODY",,,,,,,"MISS 3PTR by CARSON,CODY",2
--,,,,,"REBOUND DEF by HODGE,NILAN",,,"REBOUND DEF by HODGE,NILAN",2
13:19,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
13:18,"STEAL  by DAVIDSON,KASEEM",,,,,,,"STEAL  by DAVIDSON,KASEEM",2
13:16,,,,,"FOUL  by HODGE,NILAN",,,"FOUL  by HODGE,NILAN",2
13:12,"SUB IN by BAILEY,JOEL",,,,,,,"SUB IN by BAILEY,JOEL",2
13:12,"SUB OUT by BROWNER,JUSTIN",,,,,,,"SUB OUT by BROWNER,JUSTIN",2
13:12,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
13:12,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
13:09,"MISS JUMPER by MEADOWS,HOWIE",,,,,,,"MISS JUMPER by MEADOWS,HOWIE",2
--,"REBOUND OFF by BAILEY,JOEL",,,,,,,"REBOUND OFF by BAILEY,JOEL",2
13:08,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
13:08,,,,,"BLOCK  by VEAL,ROBERT",,,"BLOCK  by VEAL,ROBERT",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
12:36,,,,,"MISS 3PTR by BROWN,SETH",,,"MISS 3PTR by BROWN,SETH",2
--,"REBOUND DEF by DAVIDSON,KASEEM",,,,,,,"REBOUND DEF by DAVIDSON,KASEEM",2
12:11,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
11:53,,38,,41 (+3),"GOOD JUMPER by BRYANT,VALENTINO",SEWANEE 38-41 (+3),,"GOOD JUMPER by BRYANT,VALENTINO",2
11:36,"GOOD 3PTR by DAVIDSON,KASEEM",41,,41,,HIWASSEE 41-41 (0),,"GOOD 3PTR by DAVIDSON,KASEEM",2
11:19,,41,,44 (+3),"GOOD 3PTR by HODGE,NILAN",SEWANEE 41-44 (+3),,"GOOD 3PTR by HODGE,NILAN",2
10:58,"SUB IN by HIGH,TSHOMBE",,,,,,,"SUB IN by HIGH,TSHOMBE",2
10:58,"SUB IN by GOLDEN,JEFF",,,,,,,"SUB IN by GOLDEN,JEFF",2
10:58,"SUB IN by CARSON,CODY",,,,,,,"SUB IN by CARSON,CODY",2
10:58,"SUB IN by BAILEY,JOEL",,,,,,,"SUB IN by BAILEY,JOEL",2
10:58,"SUB IN by BOYD,LAZERICK",,,,,,,"SUB IN by BOYD,LAZERICK",2
10:58,"SUB OUT by BAILEY,JOEL",,,,,,,"SUB OUT by BAILEY,JOEL",2
10:58,"SUB OUT by DAVIDSON,KASEEM",,,,,,,"SUB OUT by DAVIDSON,KASEEM",2
10:58,"SUB OUT by MEADOWS,HOWIE",,,,,,,"SUB OUT by MEADOWS,HOWIE",2
10:58,"SUB OUT by CARSON,CODY",,,,,,,"SUB OUT by CARSON,CODY",2
10:58,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
10:58,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
10:58,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:58,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
10:58,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
10:58,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",2
10:58,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
10:58,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
10:58,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
10:58,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
10:52,"TURNOVER  by GOLDEN,JEFF",,,,,,,"TURNOVER  by GOLDEN,JEFF",2
10:52,,,,,"STEAL  by BORN,LEO",,,"STEAL  by BORN,LEO",2
10:52,"FOUL  by HIGH,TSHOMBE",,,,,,,"FOUL  by HIGH,TSHOMBE",2
10:52,"SUB IN by BROWNER,JUSTIN",,,,,,,"SUB IN by BROWNER,JUSTIN",2
10:52,"SUB OUT by HIGH,TSHOMBE",,,,,,,"SUB OUT by HIGH,TSHOMBE",2
10:39,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
10:37,"STEAL  by BAILEY,JOEL",,,,,,,"STEAL  by BAILEY,JOEL",2
10:35,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
10:14,,,,,"MISS 3PTR by BROWN,TYLER",,,"MISS 3PTR by BROWN,TYLER",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
10:10,"FOUL  by BROWNER,JUSTIN",,,,,,,"FOUL  by BROWNER,JUSTIN",2
10:02,,41,,47 (+6),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 41-47 (+6),,"GOOD 3PTR by BOULDIN,BRETT",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
9:25,"TURNOVER  by BOYD,LAZERICK",,,,,,,"TURNOVER  by BOYD,LAZERICK",2
9:22,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",2
9:18,,41,,49 (+8),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 41-49 (+8),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by BORN,LEO",,,"ASSIST  by BORN,LEO",2
9:09,"TURNOVER  by GOLDEN,JEFF",,,,,,,"TURNOVER  by GOLDEN,JEFF",2
9:07,,41,,51 (+10),"GOOD JUMPER by CARTER,KESHONN",SEWANEE 41-51 (+10),,"GOOD JUMPER by CARTER,KESHONN",2
--,,,,,"ASSIST  by BRYANT,VALENTINO",,,"ASSIST  by BRYANT,VALENTINO",2
8:45,"GOOD 3PTR by CARSON,CODY",44,,51 (+7),,HIWASSEE 44-51 (+7),,"GOOD 3PTR by CARSON,CODY",2
--,"ASSIST  by BAILEY,JOEL",,,,,,,"ASSIST  by BAILEY,JOEL",2
8:23,,44,,53 (+9),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 44-53 (+9),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
8:11,"GOOD LAYUP by BROWNER,JUSTIN(in the paint)",46,,53 (+7),,HIWASSEE 46-53 (+7),,"GOOD LAYUP by BROWNER,JUSTIN(in the paint)",2
8:05,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
7:36,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,,,,,"REBOUND OFF by BROWN,TYLER",,,"REBOUND OFF by BROWN,TYLER",2
7:32,,46,,55 (+9),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 46-55 (+9),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
7:13,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
7:12,"GOOD FT by BOYD,LAZERICK",47,,55 (+8),,HIWASSEE 47-55 (+8),,"GOOD FT by BOYD,LAZERICK",2
7:12,"MISS FT by BOYD,LAZERICK",,,,,,,"MISS FT by BOYD,LAZERICK",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
6:37,,47,,58 (+11),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 47-58 (+11),,"GOOD 3PTR by BOULDIN,BRETT",2
--,,,,,"ASSIST  by CARTER,KESHONN",,,"ASSIST  by CARTER,KESHONN",2
6:24,"MISS 3PTR by DAVIDSON,KASEEM",,,,,,,"MISS 3PTR by DAVIDSON,KASEEM",2
--,"REBOUND OFF by BAILEY,JOEL",,,,,,,"REBOUND OFF by BAILEY,JOEL",2
6:15,"GOOD LAYUP by DAVIDSON,KASEEM(in the paint)",49,,58 (+9),,HIWASSEE 49-58 (+9),,"GOOD LAYUP by DAVIDSON,KASEEM(in the paint)",2
--,"ASSIST  by BAILEY,JOEL",,,,,,,"ASSIST  by BAILEY,JOEL",2
5:53,,,,,"MISS JUMPER by HODGE,NILAN",,,"MISS JUMPER by HODGE,NILAN",2
--,"REBOUND DEF by DAVIDSON,KASEEM",,,,,,,"REBOUND DEF by DAVIDSON,KASEEM",2
5:45,"TURNOVER  by BAILEY,JOEL",,,,,,,"TURNOVER  by BAILEY,JOEL",2
5:28,,49,,60 (+11),"GOOD JUMPER by AFFRONTI,LEWIS",SEWANEE 49-60 (+11),,"GOOD JUMPER by AFFRONTI,LEWIS",2
5:11,"GOOD 3PTR by MEADOWS,HOWIE",52,,60 (+8),,HIWASSEE 52-60 (+8),,"GOOD 3PTR by MEADOWS,HOWIE",2
--,"ASSIST  by BROWNER,JUSTIN",,,,,,,"ASSIST  by BROWNER,JUSTIN",2
5:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
4:48,,,,,"MISS JUMPER by BRYANT,VALENTINO",,,"MISS JUMPER by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by VEAL,ROBERT",,,"REBOUND OFF by VEAL,ROBERT",2
4:40,,52,,62 (+10),"GOOD LAYUP by BROWN,TYLER(in the paint)",SEWANEE 52-62 (+10),,"GOOD LAYUP by BROWN,TYLER(in the paint)",2
4:23,"MISS 3PTR by MEADOWS,HOWIE",,,,,,,"MISS 3PTR by MEADOWS,HOWIE",2
--,"REBOUND OFF by BAILEY,JOEL",,,,,,,"REBOUND OFF by BAILEY,JOEL",2
4:13,"GOOD 3PTR by CARSON,CODY",55,,62 (+7),,HIWASSEE 55-62 (+7),,"GOOD 3PTR by CARSON,CODY",2
--,"ASSIST  by BOYD,LAZERICK",,,,,,,"ASSIST  by BOYD,LAZERICK",2
3:51,,55,,64 (+9),"GOOD JUMPER by AFFRONTI,LEWIS",SEWANEE 55-64 (+9),,"GOOD JUMPER by AFFRONTI,LEWIS",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
3:29,"TURNOVER  by BROWNER,JUSTIN",,,,,,,"TURNOVER  by BROWNER,JUSTIN",2
3:16,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
3:15,"STEAL  by GOLDEN,JEFF",,,,,,,"STEAL  by GOLDEN,JEFF",2
3:14,,,,,"FOUL  by VEAL,ROBERT",,,"FOUL  by VEAL,ROBERT",2
3:08,,,,,"FOUL  by AFFRONTI,LEWIS",,,"FOUL  by AFFRONTI,LEWIS",2
3:08,"MISS FT by BROWNER,JUSTIN",,,,,,,"MISS FT by BROWNER,JUSTIN",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
2:40,,,,,"TURNOVER  by HODGE,NILAN",,,"TURNOVER  by HODGE,NILAN",2
2:40,"STEAL  by GOLDEN,JEFF",,,,,,,"STEAL  by GOLDEN,JEFF",2
2:40,"TURNOVER  by GOLDEN,JEFF",,,,,,,"TURNOVER  by GOLDEN,JEFF",2
2:37,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by BOYD,LAZERICK",,,,,,,"REBOUND DEF by BOYD,LAZERICK",2
2:30,"MISS JUMPER by BAILEY,JOEL",,,,,,,"MISS JUMPER by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by VEAL,ROBERT",,,"REBOUND DEF by VEAL,ROBERT",2
2:22,,55,,67 (+12),"GOOD 3PTR by BOULDIN,BRETT",SEWANEE 55-67 (+12),,"GOOD 3PTR by BOULDIN,BRETT",2
--,,,,,"ASSIST  by BROWN,TYLER",,,"ASSIST  by BROWN,TYLER",2
1:58,,,,,"FOUL  by BRYANT,VALENTINO",,,"FOUL  by BRYANT,VALENTINO",2
1:52,"MISS FT by BAILEY,JOEL",,,,,,,"MISS FT by BAILEY,JOEL",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
1:39,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by BOYD,LAZERICK",,,,,,,"REBOUND DEF by BOYD,LAZERICK",2
1:33,"GOOD LAYUP by BOYD,LAZERICK(in the paint)",57,,67 (+10),,HIWASSEE 57-67 (+10),,"GOOD LAYUP by BOYD,LAZERICK(in the paint)",2
--,"ASSIST  by BROWNER,JUSTIN",,,,,,,"ASSIST  by BROWNER,JUSTIN",2
1:23,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
1:15,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
1:06,"FOUL  by HIGH,TSHOMBE",,,,,,,"FOUL  by HIGH,TSHOMBE",2
1:01,"FOUL  by MEADOWS,HOWIE",,,,,,,"FOUL  by MEADOWS,HOWIE",2
0:57,"FOUL  by BOYD,LAZERICK",,,,,,,"FOUL  by BOYD,LAZERICK",2
0:57,,57,,68 (+11),"GOOD FT by BRYANT,VALENTINO",SEWANEE 57-68 (+11),,"GOOD FT by BRYANT,VALENTINO",2
0:57,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by BROWNER,JUSTIN",,,,,,,"REBOUND DEF by BROWNER,JUSTIN",2
0:53,"MISS 3PTR by HIGH,JEULIAN",,,,,,,"MISS 3PTR by HIGH,JEULIAN",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
0:47,"FOUL  by BOYD,LAZERICK",,,,,,,"FOUL  by BOYD,LAZERICK",2
0:44,,57,,69 (+12),"GOOD FT by BRYANT,VALENTINO",SEWANEE 57-69 (+12),,"GOOD FT by BRYANT,VALENTINO",2
0:44,,57,,70 (+13),"GOOD FT by BRYANT,VALENTINO",SEWANEE 57-70 (+13),,"GOOD FT by BRYANT,VALENTINO",2
0:36,"MISS 3PTR by HIGH,TSHOMBE",,,,,,,"MISS 3PTR by HIGH,TSHOMBE",2
--,"REBOUND OFF by HIGH,JEULIAN",,,,,,,"REBOUND OFF by HIGH,JEULIAN",2
0:31,"GOOD LAYUP by HIGH,JEULIAN(in the paint)",59,,70 (+11),,HIWASSEE 59-70 (+11),,"GOOD LAYUP by HIGH,JEULIAN(in the paint)",2
0:20,"FOUL  by HIGH,JEULIAN",,,,,,,"FOUL  by HIGH,JEULIAN",2
0:20,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by DAVIDSON,KASEEM",,,,,,,"REBOUND DEF by DAVIDSON,KASEEM",2
0:14,,,,,"FOUL  by BOULDIN,BRETT",,,"FOUL  by BOULDIN,BRETT",2
0:14,"GOOD FT by BROWNER,JUSTIN",60,,70 (+10),,HIWASSEE 60-70 (+10),,"GOOD FT by BROWNER,JUSTIN",2
0:14,"GOOD FT by BROWNER,JUSTIN",61,,70 (+9),,HIWASSEE 61-70 (+9),,"GOOD FT by BROWNER,JUSTIN",2
0:10,"FOUL  by CARSON,CODY",,,,,,,"FOUL  by CARSON,CODY",2
0:10,,61,,71 (+10),"GOOD FT by AFFRONTI,LEWIS",SEWANEE 61-71 (+10),,"GOOD FT by AFFRONTI,LEWIS",2
0:10,,,,,"MISS FT by AFFRONTI,LEWIS",,,"MISS FT by AFFRONTI,LEWIS",2
--,"REBOUND DEF by DAVIDSON,KASEEM",,,,,,,"REBOUND DEF by DAVIDSON,KASEEM",2
0:04,"MISS JUMPER by HIGH,JEULIAN",,,,,,,"MISS JUMPER by HIGH,JEULIAN",2
--,,,,,"REBOUND DEF by AFFRONTI,LEWIS",,,"REBOUND DEF by AFFRONTI,LEWIS",2
09:09,"SUB IN by DAVIDSON,KASEEM",,,,,,,"SUB IN by DAVIDSON,KASEEM",2
09:09,"SUB OUT by GOLDEN,JEFF",,,,,,,"SUB OUT by GOLDEN,JEFF",2
07:12,"SUB IN by MEADOWS,HOWIE",,,,,,,"SUB IN by MEADOWS,HOWIE",2
07:12,"SUB OUT by CARSON,CODY",,,,,,,"SUB OUT by CARSON,CODY",2
07:12,,,,,"SUB IN by HODGE,NILAN",,,"SUB IN by HODGE,NILAN",2
07:12,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
05:06,"SUB IN by BROWNER,JUSTIN",,,,,,,"SUB IN by BROWNER,JUSTIN",2
05:06,"SUB IN by BAILEY,JOEL",,,,,,,"SUB IN by BAILEY,JOEL",2
05:06,"SUB IN by BOYD,LAZERICK",,,,,,,"SUB IN by BOYD,LAZERICK",2
05:06,"SUB IN by CARSON,CODY",,,,,,,"SUB IN by CARSON,CODY",2
05:06,"SUB IN by MEADOWS,HOWIE",,,,,,,"SUB IN by MEADOWS,HOWIE",2
05:06,"SUB OUT by BAILEY,JOEL",,,,,,,"SUB OUT by BAILEY,JOEL",2
05:06,"SUB OUT by DAVIDSON,KASEEM",,,,,,,"SUB OUT by DAVIDSON,KASEEM",2
05:06,"SUB OUT by MEADOWS,HOWIE",,,,,,,"SUB OUT by MEADOWS,HOWIE",2
05:06,"SUB OUT by BROWNER,JUSTIN",,,,,,,"SUB OUT by BROWNER,JUSTIN",2
05:06,"SUB OUT by BOYD,LAZERICK",,,,,,,"SUB OUT by BOYD,LAZERICK",2
04:36,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
04:36,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
03:27,"SUB IN by DAVIDSON,KASEEM",,,,,,,"SUB IN by DAVIDSON,KASEEM",2
03:27,"SUB IN by GOLDEN,JEFF",,,,,,,"SUB IN by GOLDEN,JEFF",2
03:27,"SUB OUT by BOYD,LAZERICK",,,,,,,"SUB OUT by BOYD,LAZERICK",2
03:27,"SUB OUT by MEADOWS,HOWIE",,,,,,,"SUB OUT by MEADOWS,HOWIE",2
03:08,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
03:08,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
02:40,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
02:40,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
02:40,,,,,"SUB IN by VEAL,ROBERT",,,"SUB IN by VEAL,ROBERT",2
02:40,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
02:40,,,,,"SUB IN by BRYANT,VALENTINO",,,"SUB IN by BRYANT,VALENTINO",2
02:40,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
02:40,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
02:40,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
02:40,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
02:40,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
01:52,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
01:52,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
01:22,"SUB IN by HIGH,JEULIAN",,,,,,,"SUB IN by HIGH,JEULIAN",2
01:22,"SUB IN by MEADOWS,HOWIE",,,,,,,"SUB IN by MEADOWS,HOWIE",2
01:22,"SUB IN by CARSON,CODY",,,,,,,"SUB IN by CARSON,CODY",2
01:22,"SUB IN by BROWNER,JUSTIN",,,,,,,"SUB IN by BROWNER,JUSTIN",2
01:22,"SUB IN by HIGH,TSHOMBE",,,,,,,"SUB IN by HIGH,TSHOMBE",2
01:22,"SUB IN by BOYD,LAZERICK",,,,,,,"SUB IN by BOYD,LAZERICK",2
01:22,"SUB OUT by CARSON,CODY",,,,,,,"SUB OUT by CARSON,CODY",2
01:22,"SUB OUT by GOLDEN,JEFF",,,,,,,"SUB OUT by GOLDEN,JEFF",2
01:22,"SUB OUT by BAILEY,JOEL",,,,,,,"SUB OUT by BAILEY,JOEL",2
