Time Remaining,FCM13,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:57,"SUB IN by ELLIS,PATRICK",,,,,,,"SUB IN by ELLIS,PATRICK",2
16:57,"SUB OUT by PORTER,TROY",,,,,,,"SUB OUT by PORTER,TROY",2
16:57,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
16:57,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
16:57,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
16:57,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
16:25,,36,,40 (+4),"GOOD JUMPER by KARSNER,JOSH",CENTRE_M 36-40 (+4),,"GOOD JUMPER by KARSNER,JOSH",2
16:11,"TURNOVER  by HOWARD,BAILEY",,,,,,,"TURNOVER  by HOWARD,BAILEY",2
15:57,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by SARGENT,TERRY",,,,,,,"REBOUND DEF by SARGENT,TERRY",2
15:46,"GOOD 3PTR by ERWIN,GUNNER",39,,40 (+1),,FCM13 39-40 (+1),,"GOOD 3PTR by ERWIN,GUNNER",2
--,"ASSIST  by SARGENT,TERRY",,,,,,,"ASSIST  by SARGENT,TERRY",2
15:27,,39,,43 (+4),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 39-43 (+4),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
15:08,"MISS JUMPER by BARTON,JT",,,,,,,"MISS JUMPER by BARTON,JT",2
15:08,,,,,"BLOCK  by TAYLOR,CHRIS",,,"BLOCK  by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
15:00,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,"REBOUND DEF by ERWIN,GUNNER",,,,,,,"REBOUND DEF by ERWIN,GUNNER",2
14:54,"GOOD 3PTR by HUGHES,CALLAN",42,,43 (+1),,FCM13 42-43 (+1),,"GOOD 3PTR by HUGHES,CALLAN",2
--,"ASSIST  by ERWIN,GUNNER",,,,,,,"ASSIST  by ERWIN,GUNNER",2
14:29,"FOUL  by HUGHES,CALLAN",,,,,,,"FOUL  by HUGHES,CALLAN",2
14:29,"SUB IN by KWIATKOWSKI,MARK",,,,,,,"SUB IN by KWIATKOWSKI,MARK",2
14:29,"SUB IN by WASHINGTON,TRAE",,,,,,,"SUB IN by WASHINGTON,TRAE",2
14:29,"SUB IN by SMITH,DION",,,,,,,"SUB IN by SMITH,DION",2
14:29,"SUB OUT by SARGENT,TERRY",,,,,,,"SUB OUT by SARGENT,TERRY",2
14:29,"SUB OUT by BARTON,JT",,,,,,,"SUB OUT by BARTON,JT",2
14:29,"SUB OUT by HOWARD,BAILEY",,,,,,,"SUB OUT by HOWARD,BAILEY",2
14:29,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
14:29,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
14:29,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
14:29,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
14:14,,42,,45 (+3),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 42-45 (+3),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
13:53,"GOOD JUMPER by HUGHES,CALLAN",44,,45 (+1),,FCM13 44-45 (+1),,"GOOD JUMPER by HUGHES,CALLAN",2
--,"ASSIST  by WASHINGTON,TRAE",,,,,,,"ASSIST  by WASHINGTON,TRAE",2
13:33,,44,,47 (+3),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 44-47 (+3),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
13:32,"FOUL  by SMITH,DION",,,,,,,"FOUL  by SMITH,DION",2
13:32,,44,,48 (+4),"GOOD FT by SCINTA,BLAKE",CENTRE_M 44-48 (+4),,"GOOD FT by SCINTA,BLAKE",2
13:32,"SUB IN by THOMAS,WADE",,,,,,,"SUB IN by THOMAS,WADE",2
13:32,"SUB OUT by SMITH,DION",,,,,,,"SUB OUT by SMITH,DION",2
13:17,"MISS 3PTR by WASHINGTON,TRAE",,,,,,,"MISS 3PTR by WASHINGTON,TRAE",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
13:14,"FOUL  by HUGHES,CALLAN",,,,,,,"FOUL  by HUGHES,CALLAN",2
13:03,,,,,"MISS JUMPER by GRIGGS,MATT",,,"MISS JUMPER by GRIGGS,MATT",2
--,"REBOUND DEF by KWIATKOWSKI,MARK",,,,,,,"REBOUND DEF by KWIATKOWSKI,MARK",2
12:54,"TURNOVER  by HUGHES,CALLAN",,,,,,,"TURNOVER  by HUGHES,CALLAN",2
12:53,,,,,"STEAL  by SCINTA,BLAKE",,,"STEAL  by SCINTA,BLAKE",2
12:32,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
12:32,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
12:24,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
12:10,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
12:10,"MISS FT by ERWIN,GUNNER",,,,,,,"MISS FT by ERWIN,GUNNER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:10,"GOOD FT by ERWIN,GUNNER",45,,48 (+3),,FCM13 45-48 (+3),,"GOOD FT by ERWIN,GUNNER",2
12:10,"SUB IN by BARTON,JT",,,,,,,"SUB IN by BARTON,JT",2
12:10,"SUB OUT by THOMAS,WADE",,,,,,,"SUB OUT by THOMAS,WADE",2
11:46,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND DEF by HUGHES,CALLAN",,,,,,,"REBOUND DEF by HUGHES,CALLAN",2
11:38,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
11:38,"MISS FT by BARTON,JT",,,,,,,"MISS FT by BARTON,JT",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
11:38,"SUB IN by HOWARD,BAILEY",,,,,,,"SUB IN by HOWARD,BAILEY",2
11:38,"SUB OUT by KWIATKOWSKI,MARK",,,,,,,"SUB OUT by KWIATKOWSKI,MARK",2
11:38,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
11:38,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
11:38,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
11:38,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
11:38,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
11:38,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
11:13,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by ERWIN,GUNNER",,,,,,,"REBOUND DEF by ERWIN,GUNNER",2
10:54,"GOOD LAYUP by ERWIN,GUNNER(in the paint)",47,,48 (+1),,FCM13 47-48 (+1),,"GOOD LAYUP by ERWIN,GUNNER(in the paint)",2
10:28,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
10:26,"STEAL  by BARTON,JT",,,,,,,"STEAL  by BARTON,JT",2
10:20,"MISS 3PTR by HUGHES,CALLAN",,,,,,,"MISS 3PTR by HUGHES,CALLAN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
10:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:05,"SUB IN by SARGENT,TERRY",,,,,,,"SUB IN by SARGENT,TERRY",2
10:05,"SUB OUT by WASHINGTON,TRAE",,,,,,,"SUB OUT by WASHINGTON,TRAE",2
10:05,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
10:05,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
09:47,,47,,50 (+3),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 47-50 (+3),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
09:28,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
09:28,"GOOD FT by HOWARD,BAILEY",48,,50 (+2),,FCM13 48-50 (+2),,"GOOD FT by HOWARD,BAILEY",2
09:28,"GOOD FT by HOWARD,BAILEY",49,,50 (+1),,FCM13 49-50 (+1),,"GOOD FT by HOWARD,BAILEY",2
09:28,"SUB OUT by HUGHES,CALLAN",,,,,,,"SUB OUT by HUGHES,CALLAN",2
09:28,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
09:28,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
09:01,,49,,52 (+3),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 49-52 (+3),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
08:52,"GOOD LAYUP by SARGENT,TERRY(in the paint)",51,,52 (+1),,FCM13 51-52 (+1),,"GOOD LAYUP by SARGENT,TERRY(in the paint)",2
08:25,"FOUL  by ELLIS,PATRICK",,,,,,,"FOUL  by ELLIS,PATRICK",2
08:22,"FOUL  by ELLIS,PATRICK",,,,,,,"FOUL  by ELLIS,PATRICK",2
08:22,,51,,53 (+2),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 51-53 (+2),,"GOOD FT by LOPEZ,COLLIN",2
08:22,,51,,54 (+3),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 51-54 (+3),,"GOOD FT by LOPEZ,COLLIN",2
08:17,"MISS 3PTR by HOWARD,BAILEY",,,,,,,"MISS 3PTR by HOWARD,BAILEY",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
07:52,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND OFF by NEWSOME,TAYLOR",,,"REBOUND OFF by NEWSOME,TAYLOR",2
07:49,,51,,56 (+5),"GOOD JUMPER by NEWSOME,TAYLOR",CENTRE_M 51-56 (+5),,"GOOD JUMPER by NEWSOME,TAYLOR",2
07:14,"GOOD JUMPER by ERWIN,GUNNER",53,,56 (+3),,FCM13 53-56 (+3),,"GOOD JUMPER by ERWIN,GUNNER",2
06:50,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
06:50,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
06:50,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
06:37,"MISS LAYUP by ERWIN,GUNNER",,,,,,,"MISS LAYUP by ERWIN,GUNNER",2
06:37,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by TAYLOR,CHRIS",,,"REBOUND DEF by TAYLOR,CHRIS",2
06:33,"FOUL  by ERWIN,GUNNER",,,,,,,"FOUL  by ERWIN,GUNNER",2
06:33,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,"REBOUND DEF by BARTON,JT",,,,,,,"REBOUND DEF by BARTON,JT",2
06:33,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
06:33,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
06:27,"GOOD LAYUP by ELLIS,PATRICK(in the paint)",55,,56 (+1),,FCM13 55-56 (+1),,"GOOD LAYUP by ELLIS,PATRICK(in the paint)",2
06:21,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
06:21,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:21,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
06:21,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
05:58,"MISS LAYUP by HOWARD,BAILEY",,,,,,,"MISS LAYUP by HOWARD,BAILEY",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
05:26,"FOUL  by ERWIN,GUNNER",,,,,,,"FOUL  by ERWIN,GUNNER",2
05:26,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:26,,55,,57 (+2),"GOOD FT by SCINTA,BLAKE",CENTRE_M 55-57 (+2),,"GOOD FT by SCINTA,BLAKE",2
05:10,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
05:10,"GOOD FT by ERWIN,GUNNER",56,,57 (+1),,FCM13 56-57 (+1),,"GOOD FT by ERWIN,GUNNER",2
05:10,"GOOD FT by ERWIN,GUNNER",57,,57,,FCM13 57-57 (0),,"GOOD FT by ERWIN,GUNNER",2
05:10,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:10,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
05:10,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
04:54,,57,,59 (+2),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 57-59 (+2),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
04:24,"MISS JUMPER by ERWIN,GUNNER",,,,,,,"MISS JUMPER by ERWIN,GUNNER",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
03:56,,57,,61 (+4),"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",CENTRE_M 57-61 (+4),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
03:55,"FOUL  by HOWARD,BAILEY",,,,,,,"FOUL  by HOWARD,BAILEY",2
03:55,,,,,"MISS FT by TAYLOR,CHRIS",,,"MISS FT by TAYLOR,CHRIS",2
--,"REBOUND DEF by ERWIN,GUNNER",,,,,,,"REBOUND DEF by ERWIN,GUNNER",2
03:55,"SUB IN by HUGHES,CALLAN",,,,,,,"SUB IN by HUGHES,CALLAN",2
03:55,"SUB OUT by SARGENT,TERRY",,,,,,,"SUB OUT by SARGENT,TERRY",2
03:55,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
03:55,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
03:50,"MISS LAYUP by BARTON,JT",,,,,,,"MISS LAYUP by BARTON,JT",2
--,"REBOUND OFF by ERWIN,GUNNER",,,,,,,"REBOUND OFF by ERWIN,GUNNER",2
03:45,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
03:45,"MISS FT by ERWIN,GUNNER",,,,,,,"MISS FT by ERWIN,GUNNER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:45,"GOOD FT by ERWIN,GUNNER",58,,61 (+3),,FCM13 58-61 (+3),,"GOOD FT by ERWIN,GUNNER",2
03:21,,58,,63 (+5),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 58-63 (+5),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
03:06,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
03:06,"GOOD FT by ERWIN,GUNNER",59,,63 (+4),,FCM13 59-63 (+4),,"GOOD FT by ERWIN,GUNNER",2
03:06,"GOOD FT by ERWIN,GUNNER",60,,63 (+3),,FCM13 60-63 (+3),,"GOOD FT by ERWIN,GUNNER",2
03:06,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
03:06,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
02:55,,,,,"TURNOVER  by TAYLOR,CHRIS",,,"TURNOVER  by TAYLOR,CHRIS",2
02:54,"STEAL  by ERWIN,GUNNER",,,,,,,"STEAL  by ERWIN,GUNNER",2
02:51,"GOOD LAYUP by BARTON,JT(in the paint)",62,,63 (+1),,FCM13 62-63 (+1),,"GOOD LAYUP by BARTON,JT(in the paint)",2
--,"ASSIST  by ERWIN,GUNNER",,,,,,,"ASSIST  by ERWIN,GUNNER",2
02:22,,62,,66 (+4),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 62-66 (+4),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
02:11,"MISS LAYUP by HOWARD,BAILEY",,,,,,,"MISS LAYUP by HOWARD,BAILEY",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
02:02,"FOUL  by ELLIS,PATRICK",,,,,,,"FOUL  by ELLIS,PATRICK",2
02:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:02,,62,,67 (+5),"GOOD FT by ELLIS,BRYON",CENTRE_M 62-67 (+5),,"GOOD FT by ELLIS,BRYON",2
02:02,,62,,68 (+6),"GOOD FT by ELLIS,BRYON",CENTRE_M 62-68 (+6),,"GOOD FT by ELLIS,BRYON",2
01:35,"MISS LAYUP by ERWIN,GUNNER",,,,,,,"MISS LAYUP by ERWIN,GUNNER",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
01:31,"FOUL  by ELLIS,PATRICK",,,,,,,"FOUL  by ELLIS,PATRICK",2
01:31,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:31,,62,,69 (+7),"GOOD FT by SCINTA,BLAKE",CENTRE_M 62-69 (+7),,"GOOD FT by SCINTA,BLAKE",2
01:14,"MISS 3PTR by HOWARD,BAILEY",,,,,,,"MISS 3PTR by HOWARD,BAILEY",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
00:43,"FOUL  by BARTON,JT",,,,,,,"FOUL  by BARTON,JT",2
00:43,,62,,70 (+8),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 62-70 (+8),,"GOOD FT by LOPEZ,COLLIN",2
00:43,,,,,"MISS FT by LOPEZ,COLLIN",,,"MISS FT by LOPEZ,COLLIN",2
--,"REBOUND DEF by BARTON,JT",,,,,,,"REBOUND DEF by BARTON,JT",2
00:43,"SUB IN by SARGENT,TERRY",,,,,,,"SUB IN by SARGENT,TERRY",2
00:43,"SUB OUT by ELLIS,PATRICK",,,,,,,"SUB OUT by ELLIS,PATRICK",2
00:43,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
00:43,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
00:38,"GOOD 3PTR by ERWIN,GUNNER",65,,70 (+5),,FCM13 65-70 (+5),,"GOOD 3PTR by ERWIN,GUNNER",2
00:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:35,"SUB IN by ELLIS,PATRICK",,,,,,,"SUB IN by ELLIS,PATRICK",2
00:35,"SUB OUT by HUGHES,CALLAN",,,,,,,"SUB OUT by HUGHES,CALLAN",2
00:35,"SUB OUT by SARGENT,TERRY",,,,,,,"SUB OUT by SARGENT,TERRY",2
00:33,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
00:33,"STEAL  by SARGENT,TERRY",,,,,,,"STEAL  by SARGENT,TERRY",2
00:33,"SUB IN by HUGHES,CALLAN",,,,,,,"SUB IN by HUGHES,CALLAN",2
00:33,"SUB IN by SARGENT,TERRY",,,,,,,"SUB IN by SARGENT,TERRY",2
00:33,"SUB OUT by ELLIS,PATRICK",,,,,,,"SUB OUT by ELLIS,PATRICK",2
00:33,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
00:33,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
00:30,"MISS 3PTR by ERWIN,GUNNER",,,,,,,"MISS 3PTR by ERWIN,GUNNER",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
00:27,"FOUL  by SARGENT,TERRY",,,,,,,"FOUL  by SARGENT,TERRY",2
00:27,,65,,71 (+6),"GOOD FT by KARSNER,JOSH",CENTRE_M 65-71 (+6),,"GOOD FT by KARSNER,JOSH",2
00:27,,65,,72 (+7),"GOOD FT by KARSNER,JOSH",CENTRE_M 65-72 (+7),,"GOOD FT by KARSNER,JOSH",2
00:23,"GOOD 3PTR by HOWARD,BAILEY",68,,72 (+4),,FCM13 68-72 (+4),,"GOOD 3PTR by HOWARD,BAILEY",2
--,"ASSIST  by SARGENT,TERRY",,,,,,,"ASSIST  by SARGENT,TERRY",2
00:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:21,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
00:21,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
00:20,"FOUL  by ELLIS,PATRICK",,,,,,,"FOUL  by ELLIS,PATRICK",2
00:20,,68,,73 (+5),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 68-73 (+5),,"GOOD FT by LOPEZ,COLLIN",2
00:20,,68,,74 (+6),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 68-74 (+6),,"GOOD FT by LOPEZ,COLLIN",2
00:20,"SUB IN by WASHINGTON,TRAE",,,,,,,"SUB IN by WASHINGTON,TRAE",2
00:20,"SUB OUT by HUGHES,CALLAN",,,,,,,"SUB OUT by HUGHES,CALLAN",2
00:19,,,,,"FOUL  by GRIGGS,MATT",,,"FOUL  by GRIGGS,MATT",2
00:19,"MISS FT by SARGENT,TERRY",,,,,,,"MISS FT by SARGENT,TERRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:19,"GOOD FT by SARGENT,TERRY",69,,74 (+5),,FCM13 69-74 (+5),,"GOOD FT by SARGENT,TERRY",2
00:18,"FOUL  by SARGENT,TERRY",,,,,,,"FOUL  by SARGENT,TERRY",2
00:18,,69,,75 (+6),"GOOD FT by KARSNER,JOSH",CENTRE_M 69-75 (+6),,"GOOD FT by KARSNER,JOSH",2
00:18,,69,,76 (+7),"GOOD FT by KARSNER,JOSH",CENTRE_M 69-76 (+7),,"GOOD FT by KARSNER,JOSH",2
00:18,"SUB IN by HUGHES,CALLAN",,,,,,,"SUB IN by HUGHES,CALLAN",2
00:18,"SUB OUT by WASHINGTON,TRAE",,,,,,,"SUB OUT by WASHINGTON,TRAE",2
00:14,"GOOD 3PTR by HUGHES,CALLAN",72,,76 (+4),,FCM13 72-76 (+4),,"GOOD 3PTR by HUGHES,CALLAN",2
--,"ASSIST  by HOWARD,BAILEY",,,,,,,"ASSIST  by HOWARD,BAILEY",2
00:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:11,"FOUL  by ERWIN,GUNNER",,,,,,,"FOUL  by ERWIN,GUNNER",2
00:11,,72,,77 (+5),"GOOD FT by SCINTA,BLAKE",CENTRE_M 72-77 (+5),,"GOOD FT by SCINTA,BLAKE",2
00:11,,72,,78 (+6),"GOOD FT by SCINTA,BLAKE",CENTRE_M 72-78 (+6),,"GOOD FT by SCINTA,BLAKE",2
00:11,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
00:11,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
00:08,"MISS 3PTR by HOWARD,BAILEY",,,,,,,"MISS 3PTR by HOWARD,BAILEY",2
--,"REBOUND OFF by BARTON,JT",,,,,,,"REBOUND OFF by BARTON,JT",2
00:03,"MISS LAYUP by BARTON,JT",,,,,,,"MISS LAYUP by BARTON,JT",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
