Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,HANOVER,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",2
15:28,,31,,38 (+7),"GOOD LAYUP by GUNTER, BRIAN(in the paint)",HANOVER 31-38 (-7),,"GOOD LAYUP by GUNTER, BRIAN(in the paint)",2
--,,,,,"ASSIST  by BASS, TIM",,,"ASSIST  by BASS, TIM",2
14:53,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by KARSNER,JOSH",,,,,,,"REBOUND OFF by KARSNER,JOSH",2
14:48,"GOOD LAYUP by KARSNER,JOSH(in the paint)",33,,38 (+5),,CENTRE_M 33-38 (-5),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
14:41,,33,,40 (+7),"GOOD LAYUP by BASS, TIM(in the paint)",HANOVER 33-40 (-7),,"GOOD LAYUP by BASS, TIM(in the paint)",2
14:24,"MISS LAYUP by TAYLOR,CHRIS",,,,,,,"MISS LAYUP by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",2
14:17,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
14:17,,33,,41 (+8),"GOOD FT by NOWICKI, RYAN",HANOVER 33-41 (-8),,"GOOD FT by NOWICKI, RYAN",2
14:17,,33,,42 (+9),"GOOD FT by NOWICKI, RYAN",HANOVER 33-42 (-9),,"GOOD FT by NOWICKI, RYAN",2
14:17,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
14:17,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
14:17,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
14:17,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
14:17,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
14:17,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
14:17,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
14:17,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
14:17,,,,,"SUB IN by STEINHART, JACOB",,,"SUB IN by STEINHART, JACOB",2
14:17,,,,,"SUB IN by JAMES, KYLE",,,"SUB IN by JAMES, KYLE",2
14:17,,,,,"SUB IN by KRING, MICHAEL",,,"SUB IN by KRING, MICHAEL",2
14:17,,,,,"SUB OUT by GUNTER, BRIAN",,,"SUB OUT by GUNTER, BRIAN",2
14:17,,,,,"SUB OUT by HENDRICKS, DRAKE",,,"SUB OUT by HENDRICKS, DRAKE",2
14:17,,,,,"SUB OUT by BASS, TIM",,,"SUB OUT by BASS, TIM",2
14:06,"GOOD JUMPER by NEWSOME,TAYLOR",35,,42 (+7),,CENTRE_M 35-42 (-7),,"GOOD JUMPER by NEWSOME,TAYLOR",2
13:43,,35,,44 (+9),"GOOD JUMPER by NOWICKI, RYAN",HANOVER 35-44 (-9),,"GOOD JUMPER by NOWICKI, RYAN",2
13:13,"GOOD JUMPER by GRIGGS,MATT",37,,44 (+7),,CENTRE_M 37-44 (-7),,"GOOD JUMPER by GRIGGS,MATT",2
--,"ASSIST  by LOHR,MATT",,,,,,,"ASSIST  by LOHR,MATT",2
12:56,,37,,47 (+10),"GOOD 3PTR by NOWICKI, RYAN",HANOVER 37-47 (-10),,"GOOD 3PTR by NOWICKI, RYAN",2
--,,,,,"ASSIST  by JAMES, KYLE",,,"ASSIST  by JAMES, KYLE",2
12:40,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
12:39,,,,,"STEAL  by STEINHART, JACOB",,,"STEAL  by STEINHART, JACOB",2
12:35,,37,,49 (+12),"GOOD JUMPER by STEINHART, JACOB(in the paint)",HANOVER 37-49 (-12),,"GOOD JUMPER by STEINHART, JACOB(in the paint)",2
12:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:33,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
12:33,"SUB OUT by LOHR,MATT",,,,,,,"SUB OUT by LOHR,MATT",2
12:33,,,,,"SUB IN by WEHNER, MATT",,,"SUB IN by WEHNER, MATT",2
12:33,,,,,"SUB OUT by NOWICKI, RYAN",,,"SUB OUT by NOWICKI, RYAN",2
12:10,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",,,"REBOUND DEF by VAN KLEUNEN, MICHAEL",2
11:57,,37,,51 (+14),"GOOD LAYUP by VAN KLEUNEN, MICHAEL(in the paint)",HANOVER 37-51 (-14),,"GOOD LAYUP by VAN KLEUNEN, MICHAEL(in the paint)",2
--,,,,,"ASSIST  by JAMES, KYLE",,,"ASSIST  by JAMES, KYLE",2
11:42,"GOOD JUMPER by NEWSOME,TAYLOR",39,,51 (+12),,CENTRE_M 39-51 (-12),,"GOOD JUMPER by NEWSOME,TAYLOR",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
11:19,,,,,"MISS 3PTR by STEINHART, JACOB",,,"MISS 3PTR by STEINHART, JACOB",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
10:52,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by KRING, MICHAEL",,,"REBOUND DEF by KRING, MICHAEL",2
10:42,,,,,"MISS JUMPER by VAN KLEUNEN, MICHAEL",,,"MISS JUMPER by VAN KLEUNEN, MICHAEL",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
10:31,,,,,"FOUL  by VAN KLEUNEN, MICHAEL",,,"FOUL  by VAN KLEUNEN, MICHAEL",2
10:31,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
10:31,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
10:31,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
10:31,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
10:31,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
10:31,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
10:31,,,,,"SUB IN by MARKS, DESMOND",,,"SUB IN by MARKS, DESMOND",2
10:31,,,,,"SUB IN by GUNTER, BRIAN",,,"SUB IN by GUNTER, BRIAN",2
10:31,,,,,"SUB IN by BASS, TIM",,,"SUB IN by BASS, TIM",2
10:31,,,,,"SUB OUT by VAN KLEUNEN, MICHAEL",,,"SUB OUT by VAN KLEUNEN, MICHAEL",2
10:31,,,,,"SUB OUT by STEINHART, JACOB",,,"SUB OUT by STEINHART, JACOB",2
10:31,,,,,"SUB OUT by KRING, MICHAEL",,,"SUB OUT by KRING, MICHAEL",2
10:19,"TURNOVER  by SCINTA,BLAKE",,,,,,,"TURNOVER  by SCINTA,BLAKE",2
10:19,,,,,"STEAL  by MARKS, DESMOND",,,"STEAL  by MARKS, DESMOND",2
09:57,,,,,"MISS 3PTR by JAMES, KYLE",,,"MISS 3PTR by JAMES, KYLE",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
09:42,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
09:40,,,,,"STEAL  by BASS, TIM",,,"STEAL  by BASS, TIM",2
09:36,,,,,"MISS 3PTR by WEHNER, MATT",,,"MISS 3PTR by WEHNER, MATT",2
--,,,,,"REBOUND OFF by MARKS, DESMOND",,,"REBOUND OFF by MARKS, DESMOND",2
09:01,,,,,"MISS 3PTR by JAMES, KYLE",,,"MISS 3PTR by JAMES, KYLE",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
08:49,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by JAMES, KYLE",,,"REBOUND DEF by JAMES, KYLE",2
08:39,,39,,54 (+15),"GOOD 3PTR by WEHNER, MATT",HANOVER 39-54 (-15),,"GOOD 3PTR by WEHNER, MATT",2
--,,,,,"ASSIST  by JAMES, KYLE",,,"ASSIST  by JAMES, KYLE",2
08:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:28,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
08:28,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
08:28,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
08:28,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
08:28,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
08:28,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
08:28,,,,,"SUB IN by NOWICKI, RYAN",,,"SUB IN by NOWICKI, RYAN",2
08:28,,,,,"SUB IN by HENDRICKS, DRAKE",,,"SUB IN by HENDRICKS, DRAKE",2
08:28,,,,,"SUB OUT by WEHNER, MATT",,,"SUB OUT by WEHNER, MATT",2
08:28,,,,,"SUB OUT by JAMES, KYLE",,,"SUB OUT by JAMES, KYLE",2
08:01,"MISS JUMPER by TAYLOR,CHRIS",,,,,,,"MISS JUMPER by TAYLOR,CHRIS",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
07:56,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
07:54,,,,,"FOUL  by GUNTER, BRIAN",,,"FOUL  by GUNTER, BRIAN",2
07:54,"GOOD FT by WHITESIDE,DONOVAN",40,,54 (+14),,CENTRE_M 40-54 (-14),,"GOOD FT by WHITESIDE,DONOVAN",2
07:54,"GOOD FT by WHITESIDE,DONOVAN",41,,54 (+13),,CENTRE_M 41-54 (-13),,"GOOD FT by WHITESIDE,DONOVAN",2
07:32,,,,,"MISS 3PTR by NOWICKI, RYAN",,,"MISS 3PTR by NOWICKI, RYAN",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
07:13,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
07:13,,,,,"BLOCK  by GUNTER, BRIAN",,,"BLOCK  by GUNTER, BRIAN",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
07:03,"GOOD 3PTR by KARSNER,JOSH",44,,54 (+10),,CENTRE_M 44-54 (-10),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
06:48,,,,,"TURNOVER  by BASS, TIM",,,"TURNOVER  by BASS, TIM",2
06:45,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
06:39,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by NOWICKI, RYAN",,,"REBOUND DEF by NOWICKI, RYAN",2
06:31,"FOUL  by TAYLOR,CHRIS",,,,,,,"FOUL  by TAYLOR,CHRIS",2
06:31,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
06:31,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
06:31,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
06:31,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
06:31,,,,,"SUB IN by VAN KLEUNEN, MICHAEL",,,"SUB IN by VAN KLEUNEN, MICHAEL",2
06:31,,,,,"SUB OUT by MARKS, DESMOND",,,"SUB OUT by MARKS, DESMOND",2
06:19,,44,,56 (+12),"GOOD JUMPER by HENDRICKS, DRAKE",HANOVER 44-56 (-12),,"GOOD JUMPER by HENDRICKS, DRAKE",2
06:04,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
06:03,,,,,"STEAL  by VAN KLEUNEN, MICHAEL",,,"STEAL  by VAN KLEUNEN, MICHAEL",2
05:58,,,,,"MISS 3PTR by GUNTER, BRIAN",,,"MISS 3PTR by GUNTER, BRIAN",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
05:43,,,,,"FOUL  by VAN KLEUNEN, MICHAEL",,,"FOUL  by VAN KLEUNEN, MICHAEL",2
05:43,"GOOD FT by WESLEY,TYLER",45,,56 (+11),,CENTRE_M 45-56 (-11),,"GOOD FT by WESLEY,TYLER",2
05:43,"GOOD FT by WESLEY,TYLER",46,,56 (+10),,CENTRE_M 46-56 (-10),,"GOOD FT by WESLEY,TYLER",2
05:43,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
05:43,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
05:43,,,,,"SUB IN by JAMES, KYLE",,,"SUB IN by JAMES, KYLE",2
05:43,,,,,"SUB OUT by HENDRICKS, DRAKE",,,"SUB OUT by HENDRICKS, DRAKE",2
05:16,,,,,"MISS 3PTR by BASS, TIM",,,"MISS 3PTR by BASS, TIM",2
--,"REBOUND DEF by ELLIS,BRYON",,,,,,,"REBOUND DEF by ELLIS,BRYON",2
05:08,,,,,"FOUL  by VAN KLEUNEN, MICHAEL",,,"FOUL  by VAN KLEUNEN, MICHAEL",2
05:08,"GOOD FT by SCINTA,BLAKE",47,,56 (+9),,CENTRE_M 47-56 (-9),,"GOOD FT by SCINTA,BLAKE",2
05:08,"GOOD FT by SCINTA,BLAKE",48,,56 (+8),,CENTRE_M 48-56 (-8),,"GOOD FT by SCINTA,BLAKE",2
05:08,,,,,"SUB IN by MARKS, DESMOND",,,"SUB IN by MARKS, DESMOND",2
05:08,,,,,"SUB OUT by VAN KLEUNEN, MICHAEL",,,"SUB OUT by VAN KLEUNEN, MICHAEL",2
04:43,,,,,"MISS 3PTR by JAMES, KYLE",,,"MISS 3PTR by JAMES, KYLE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:32,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
04:13,,,,,"MISS 3PTR by NOWICKI, RYAN",,,"MISS 3PTR by NOWICKI, RYAN",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
04:00,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
03:59,,,,,"STEAL  by NOWICKI, RYAN",,,"STEAL  by NOWICKI, RYAN",2
03:56,,,,,"MISS LAYUP by NOWICKI, RYAN",,,"MISS LAYUP by NOWICKI, RYAN",2
--,,,,,"REBOUND OFF by BASS, TIM",,,"REBOUND OFF by BASS, TIM",2
03:46,,,,,"TURNOVER  by BASS, TIM",,,"TURNOVER  by BASS, TIM",2
03:44,"STEAL  by WESLEY,TYLER",,,,,,,"STEAL  by WESLEY,TYLER",2
03:38,"GOOD 3PTR by KARSNER,JOSH",51,,56 (+5),,CENTRE_M 51-56 (-5),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by ELLIS,BRYON",,,,,,,"ASSIST  by ELLIS,BRYON",2
03:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:30,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
03:30,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
02:59,,,,,"MISS 3PTR by JAMES, KYLE",,,"MISS 3PTR by JAMES, KYLE",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
02:41,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",53,,56 (+3),,CENTRE_M 53-56 (-3),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
02:26,,53,,58 (+5),"GOOD JUMPER by GUNTER, BRIAN",HANOVER 53-58 (-5),,"GOOD JUMPER by GUNTER, BRIAN",2
--,,,,,"ASSIST  by JAMES, KYLE",,,"ASSIST  by JAMES, KYLE",2
02:23,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:02,"GOOD JUMPER by WHITESIDE,DONOVAN",55,,58 (+3),,CENTRE_M 55-58 (-3),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
01:28,,55,,61 (+6),"GOOD 3PTR by NOWICKI, RYAN",HANOVER 55-61 (-6),,"GOOD 3PTR by NOWICKI, RYAN",2
--,,,,,"ASSIST  by JAMES, KYLE",,,"ASSIST  by JAMES, KYLE",2
01:19,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:19,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
01:19,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
01:19,,,,,"SUB IN by HENDRICKS, DRAKE",,,"SUB IN by HENDRICKS, DRAKE",2
01:19,,,,,"SUB OUT by MARKS, DESMOND",,,"SUB OUT by MARKS, DESMOND",2
01:11,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",57,,61 (+4),,CENTRE_M 57-61 (-4),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
01:07,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
01:07,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
01:07,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
00:36,,,,,"TURNOVER  by BASS, TIM",,,"TURNOVER  by BASS, TIM",2
00:34,"STEAL  by SCINTA,BLAKE",,,,,,,"STEAL  by SCINTA,BLAKE",2
00:21,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
00:19,,,,,"STEAL  by NOWICKI, RYAN",,,"STEAL  by NOWICKI, RYAN",2
00:19,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
00:19,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
00:19,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:14,"FOUL  by ELLIS,BRYON",,,,,,,"FOUL  by ELLIS,BRYON",2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:14,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:12,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
00:12,,,,,"MISS FT by BASS, TIM",,,"MISS FT by BASS, TIM",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
00:12,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
00:12,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
00:12,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
00:12,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
00:08,,,,,"FOUL  by JAMES, KYLE",,,"FOUL  by JAMES, KYLE",2
00:04,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by KARSNER,JOSH",,,,,,,"REBOUND OFF by KARSNER,JOSH",2
