Time Remaining,TRANSY,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:52,,34 (+6),,28,"GOOD FT by SCINTA,BLAKE",CENTRE_M 34-28 (-6),,"GOOD FT by SCINTA,BLAKE",2
16:52,,34 (+5),,29,"GOOD FT by SCINTA,BLAKE",CENTRE_M 34-29 (-5),,"GOOD FT by SCINTA,BLAKE",2
16:37,"MISS LAYUP by RASH,BRANDON",,,,,,,"MISS LAYUP by RASH,BRANDON",2
16:37,,,,,"BLOCK  by SCINTA,BLAKE",,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
16:10,,,,,"MISS 3PTR by SCINTA,BLAKE",,,"MISS 3PTR by SCINTA,BLAKE",2
--,"REBOUND DEF by FUDGE,NICK",,,,,,,"REBOUND DEF by FUDGE,NICK",2
15:57,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
15:57,"GOOD FT by SPURLIN,ETHAN",35 (+6),,29,,TRANSY 35-29 (-6),,"GOOD FT by SPURLIN,ETHAN",2
15:57,"GOOD FT by SPURLIN,ETHAN",36 (+7),,29,,TRANSY 36-29 (-7),,"GOOD FT by SPURLIN,ETHAN",2
15:57,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
15:57,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
15:34,,36 (+4),,32,"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 36-32 (-4),,"GOOD 3PTR by ELLIS,BRYON",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
15:14,"MISS JUMPER by SPURLIN,ETHAN",,,,,,,"MISS JUMPER by SPURLIN,ETHAN",2
--,"REBOUND OFF by RASH,BRANDON",,,,,,,"REBOUND OFF by RASH,BRANDON",2
15:10,"TURNOVER  by RASH,BRANDON",,,,,,,"TURNOVER  by RASH,BRANDON",2
15:08,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",2
14:51,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
14:38,"GOOD LAYUP by MEYER,BARRETT(in the paint)",38 (+6),,32,,TRANSY 38-32 (-6),,"GOOD LAYUP by MEYER,BARRETT(in the paint)",2
14:14,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
14:14,"SUB IN by BOTKIN,TAYLOR",,,,,,,"SUB IN by BOTKIN,TAYLOR",2
14:14,"SUB OUT by STANSBERRY,PARKER",,,,,,,"SUB OUT by STANSBERRY,PARKER",2
14:14,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
14:14,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
14:14,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
14:14,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
13:51,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
13:51,"MISS FT by SPURLIN,ETHAN",,,,,,,"MISS FT by SPURLIN,ETHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:51,"GOOD FT by SPURLIN,ETHAN",39 (+7),,32,,TRANSY 39-32 (-7),,"GOOD FT by SPURLIN,ETHAN",2
13:51,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
13:51,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:29,,39 (+5),,34,"GOOD JUMPER by NEWSOME,TAYLOR",CENTRE_M 39-34 (-5),,"GOOD JUMPER by NEWSOME,TAYLOR",2
--,,,,,"ASSIST  by GRIGGS,MATT",,,"ASSIST  by GRIGGS,MATT",2
13:10,"TURNOVER  by SPURLIN,ETHAN",,,,,,,"TURNOVER  by SPURLIN,ETHAN",2
12:53,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by SPURLIN,ETHAN",,,,,,,"REBOUND DEF by SPURLIN,ETHAN",2
12:42,"MISS LAYUP by RASH,BRANDON",,,,,,,"MISS LAYUP by RASH,BRANDON",2
--,,,,,"REBOUND DEF by GRIGGS,MATT",,,"REBOUND DEF by GRIGGS,MATT",2
12:25,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND DEF by SPURLIN,ETHAN",,,,,,,"REBOUND DEF by SPURLIN,ETHAN",2
11:53,"MISS 3PTR by FUDGE,NICK",,,,,,,"MISS 3PTR by FUDGE,NICK",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
11:29,,39 (+2),,37,"GOOD 3PTR by WHITESIDE,DONOVAN",CENTRE_M 39-37 (-2),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
11:09,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",2
11:09,"MISS FT by RASH,BRANDON",,,,,,,"MISS FT by RASH,BRANDON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:09,"GOOD FT by RASH,BRANDON",40 (+3),,37,,TRANSY 40-37 (-3),,"GOOD FT by RASH,BRANDON",2
11:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:09,"SUB IN by STANSBERRY,PARKER",,,,,,,"SUB IN by STANSBERRY,PARKER",2
11:09,"SUB OUT by FUDGE,NICK",,,,,,,"SUB OUT by FUDGE,NICK",2
11:09,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
11:09,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
11:09,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
11:09,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
10:51,,40 (+1),,39,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 40-39 (-1),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
10:51,"FOUL  by SPURLIN,ETHAN",,,,,,,"FOUL  by SPURLIN,ETHAN",2
10:51,,40,,40,"GOOD FT by SCINTA,BLAKE",CENTRE_M 40-40 (0),,"GOOD FT by SCINTA,BLAKE",2
10:39,"GOOD LAYUP by RASH,BRANDON(in the paint)",42 (+2),,40,,TRANSY 42-40 (-2),,"GOOD LAYUP by RASH,BRANDON(in the paint)",2
10:39,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
10:39,"MISS FT by RASH,BRANDON",,,,,,,"MISS FT by RASH,BRANDON",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
10:22,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
10:22,,,,,"TURNOVER  by GEEGAN,MIKE",,,"TURNOVER  by GEEGAN,MIKE",2
10:22,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
10:22,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
10:22,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
10:22,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
10:03,"GOOD JUMPER by SPURLIN,ETHAN",44 (+4),,40,,TRANSY 44-40 (-4),,"GOOD JUMPER by SPURLIN,ETHAN",2
09:36,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,"REBOUND DEF by STANSBERRY,PARKER",,,,,,,"REBOUND DEF by STANSBERRY,PARKER",2
09:14,"MISS 3PTR by BOTKIN,TAYLOR",,,,,,,"MISS 3PTR by BOTKIN,TAYLOR",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
08:47,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by MEYER,BARRETT",,,,,,,"REBOUND DEF by MEYER,BARRETT",2
08:22,"MISS 3PTR by STANSBERRY,PARKER",,,,,,,"MISS 3PTR by STANSBERRY,PARKER",2
--,"REBOUND OFF by SPURLIN,ETHAN",,,,,,,"REBOUND OFF by SPURLIN,ETHAN",2
08:19,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",46 (+6),,40,,TRANSY 46-40 (-6),,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",2
08:17,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:07,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
08:07,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
08:02,"SUB IN by FUDGE,NICK",,,,,,,"SUB IN by FUDGE,NICK",2
08:02,"SUB OUT by BOTKIN,TAYLOR",,,,,,,"SUB OUT by BOTKIN,TAYLOR",2
07:53,,,,,"MISS 3PTR by ELLIS,BRYON",,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
07:36,"FOUL  by FUDGE,NICK",,,,,,,"FOUL  by FUDGE,NICK",2
07:36,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:36,,46 (+5),,41,"GOOD FT by WESLEY,TYLER",CENTRE_M 46-41 (-5),,"GOOD FT by WESLEY,TYLER",2
07:14,"TURNOVER  by RASH,BRANDON",,,,,,,"TURNOVER  by RASH,BRANDON",2
07:00,,46 (+3),,43,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",CENTRE_M 46-43 (-3),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
06:33,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",48 (+5),,43,,TRANSY 48-43 (-5),,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",2
06:16,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,"REBOUND DEF by FUDGE,NICK",,,,,,,"REBOUND DEF by FUDGE,NICK",2
05:58,"GOOD LAYUP by RASH,BRANDON(in the paint)",50 (+7),,43,,TRANSY 50-43 (-7),,"GOOD LAYUP by RASH,BRANDON(in the paint)",2
05:38,,50 (+5),,45,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 50-45 (-5),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by ELLIS,BRYON",,,"ASSIST  by ELLIS,BRYON",2
05:02,"TURNOVER  by RASH,BRANDON",,,,,,,"TURNOVER  by RASH,BRANDON",2
05:00,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
04:58,"FOUL  by MEYER,BARRETT",,,,,,,"FOUL  by MEYER,BARRETT",2
04:58,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:58,,50 (+4),,46,"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 50-46 (-4),,"GOOD FT by WHITESIDE,DONOVAN",2
04:58,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
04:58,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
04:58,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
04:58,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
04:26,"MISS 3PTR by FUDGE,NICK",,,,,,,"MISS 3PTR by FUDGE,NICK",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
04:07,,,,,"MISS LAYUP by SCINTA,BLAKE",,,"MISS LAYUP by SCINTA,BLAKE",2
04:07,"BLOCK  by RASH,BRANDON",,,,,,,"BLOCK  by RASH,BRANDON",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
03:59,,50 (+2),,48,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 50-48 (-2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
03:35,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
03:35,"MISS FT by SPURLIN,ETHAN",,,,,,,"MISS FT by SPURLIN,ETHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:35,"MISS FT by SPURLIN,ETHAN",,,,,,,"MISS FT by SPURLIN,ETHAN",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
03:35,"SUB IN by BOTKIN,TAYLOR",,,,,,,"SUB IN by BOTKIN,TAYLOR",2
03:35,"SUB OUT by FUDGE,NICK",,,,,,,"SUB OUT by FUDGE,NICK",2
03:35,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
03:35,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
03:35,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
03:35,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
03:27,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
03:26,"STEAL  by STANSBERRY,PARKER",,,,,,,"STEAL  by STANSBERRY,PARKER",2
03:21,"TURNOVER  by SPURLIN,ETHAN",,,,,,,"TURNOVER  by SPURLIN,ETHAN",2
03:15,"FOUL  by MEYER,BARRETT",,,,,,,"FOUL  by MEYER,BARRETT",2
03:15,,50 (+1),,49,"GOOD FT by KARSNER,JOSH",CENTRE_M 50-49 (-1),,"GOOD FT by KARSNER,JOSH",2
03:15,,50,,50,"GOOD FT by KARSNER,JOSH",CENTRE_M 50-50 (0),,"GOOD FT by KARSNER,JOSH",2
02:43,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
02:43,"GOOD FT by SPURLIN,ETHAN",51 (+1),,50,,TRANSY 51-50 (-1),,"GOOD FT by SPURLIN,ETHAN",2
02:42,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
02:42,"MISS FT by RASH,BRANDON",,,,,,,"MISS FT by RASH,BRANDON",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
02:42,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
02:42,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
02:20,,51,,53 (+2),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 51-53 (+2),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
01:57,"MISS JUMPER by SPURLIN,ETHAN",,,,,,,"MISS JUMPER by SPURLIN,ETHAN",2
--,"REBOUND OFF by RASH,BRANDON",,,,,,,"REBOUND OFF by RASH,BRANDON",2
01:53,"GOOD JUMPER by RASH,BRANDON",53,,53,,TRANSY 53-53 (0),,"GOOD JUMPER by RASH,BRANDON",2
01:53,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
01:53,"GOOD FT by RASH,BRANDON",54 (+1),,53,,TRANSY 54-53 (-1),,"GOOD FT by RASH,BRANDON",2
01:53,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:53,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
01:53,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
01:26,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
--,"REBOUND DEF by MEYER,BARRETT",,,,,,,"REBOUND DEF by MEYER,BARRETT",2
00:51,"MISS JUMPER by SPURLIN,ETHAN",,,,,,,"MISS JUMPER by SPURLIN,ETHAN",2
--,"REBOUND OFF by MEYER,BARRETT",,,,,,,"REBOUND OFF by MEYER,BARRETT",2
00:28,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:28,"SUB IN by FUDGE,NICK",,,,,,,"SUB IN by FUDGE,NICK",2
00:28,"SUB OUT by RASH,BRANDON",,,,,,,"SUB OUT by RASH,BRANDON",2
00:28,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
00:28,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
00:23,"MISS JUMPER by SPURLIN,ETHAN",,,,,,,"MISS JUMPER by SPURLIN,ETHAN",2
--,"REBOUND OFF by SPURLIN,ETHAN",,,,,,,"REBOUND OFF by SPURLIN,ETHAN",2
00:21,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
00:21,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
00:15,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
00:15,"GOOD FT by MEYER,BARRETT",55 (+2),,53,,TRANSY 55-53 (-2),,"GOOD FT by MEYER,BARRETT",2
00:15,"GOOD FT by MEYER,BARRETT",56 (+3),,53,,TRANSY 56-53 (-3),,"GOOD FT by MEYER,BARRETT",2
00:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:15,"SUB IN by RASH,BRANDON",,,,,,,"SUB IN by RASH,BRANDON",2
00:15,"SUB OUT by FUDGE,NICK",,,,,,,"SUB OUT by FUDGE,NICK",2
00:15,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
00:15,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
00:13,,56,,56,"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 56-56 (0),,"GOOD 3PTR by SCINTA,BLAKE",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
00:13,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
00:13,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
04:38,,,,,"TURNOVER  by TAYLOR,CHRIS",,,"TURNOVER  by TAYLOR,CHRIS",3
04:35,"STEAL  by MEYER,BARRETT",,,,,,,"STEAL  by MEYER,BARRETT",3
04:28,"MISS 3PTR by STANSBERRY,PARKER",,,,,,,"MISS 3PTR by STANSBERRY,PARKER",3
--,"REBOUND OFF by MEYER,BARRETT",,,,,,,"REBOUND OFF by MEYER,BARRETT",3
03:53,"MISS LAYUP by SPURLIN,ETHAN",,,,,,,"MISS LAYUP by SPURLIN,ETHAN",3
--,"REBOUND OFF by SPURLIN,ETHAN",,,,,,,"REBOUND OFF by SPURLIN,ETHAN",3
03:51,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",58 (+2),,56,,TRANSY 58-56 (-2),,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",3
03:19,,58,,59 (+1),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 58-59 (+1),,"GOOD 3PTR by ELLIS,BRYON",3
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",3
02:59,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",60 (+1),,59,,TRANSY 60-59 (-1),,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",3
02:35,"FOUL  by STANSBERRY,PARKER",,,,,,,"FOUL  by STANSBERRY,PARKER",3
02:35,,60,,60,"GOOD FT by KARSNER,JOSH",CENTRE_M 60-60 (0),,"GOOD FT by KARSNER,JOSH",3
02:35,,60,,61 (+1),"GOOD FT by KARSNER,JOSH",CENTRE_M 60-61 (+1),,"GOOD FT by KARSNER,JOSH",3
02:35,,60,,62 (+2),"GOOD FT by KARSNER,JOSH",CENTRE_M 60-62 (+2),,"GOOD FT by KARSNER,JOSH",3
02:35,"SUB OUT by STANSBERRY,PARKER",,,,,,,"SUB OUT by STANSBERRY,PARKER",3
02:35,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",3
02:35,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",3
02:21,,,,,"FOUL  by NEWSOME,TAYLOR",,,"FOUL  by NEWSOME,TAYLOR",3
02:21,"GOOD FT by RASH,BRANDON",61,,62 (+1),,TRANSY 61-62 (+1),,"GOOD FT by RASH,BRANDON",3
02:21,"GOOD FT by RASH,BRANDON",62,,62,,TRANSY 62-62 (0),,"GOOD FT by RASH,BRANDON",3
02:21,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",3
02:21,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",3
02:21,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",3
02:21,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",3
01:51,,62,,65 (+3),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 62-65 (+3),,"GOOD 3PTR by KARSNER,JOSH",3
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",3
01:30,"MISS LAYUP by SPURLIN,ETHAN",,,,,,,"MISS LAYUP by SPURLIN,ETHAN",3
--,"REBOUND OFF by SPURLIN,ETHAN",,,,,,,"REBOUND OFF by SPURLIN,ETHAN",3
01:27,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",64,,65 (+1),,TRANSY 64-65 (+1),,"GOOD LAYUP by SPURLIN,ETHAN(in the paint)",3
00:59,,64,,68 (+4),"GOOD 3PTR by ELLIS,BRYON",CENTRE_M 64-68 (+4),,"GOOD 3PTR by ELLIS,BRYON",3
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",3
00:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:55,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",3
00:55,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",3
00:45,"MISS LAYUP by SPURLIN,ETHAN",,,,,,,"MISS LAYUP by SPURLIN,ETHAN",3
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,3
00:35,"MISS 3PTR by MEYER,BARRETT",,,,,,,"MISS 3PTR by MEYER,BARRETT",3
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",3
00:31,"FOUL  by BOTKIN,TAYLOR",,,,,,,"FOUL  by BOTKIN,TAYLOR",3
00:31,,64,,69 (+5),"GOOD FT by KARSNER,JOSH",CENTRE_M 64-69 (+5),,"GOOD FT by KARSNER,JOSH",3
00:31,,64,,70 (+6),"GOOD FT by KARSNER,JOSH",CENTRE_M 64-70 (+6),,"GOOD FT by KARSNER,JOSH",3
00:31,"SUB IN by BEUTTEL,TREY",,,,,,,"SUB IN by BEUTTEL,TREY",3
00:31,"SUB IN by STANSBERRY,PARKER",,,,,,,"SUB IN by STANSBERRY,PARKER",3
00:31,"SUB OUT by SPURLIN,ETHAN",,,,,,,"SUB OUT by SPURLIN,ETHAN",3
00:23,"TURNOVER  by FUDGE,NICK",,,,,,,"TURNOVER  by FUDGE,NICK",3
00:22,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",3
00:22,"FOUL  by RASH,BRANDON",,,,,,,"FOUL  by RASH,BRANDON",3
00:22,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:22,,,,,"MISS FT by WHITESIDE,DONOVAN",,,"MISS FT by WHITESIDE,DONOVAN",3
--,"REBOUND DEF by SPURLIN,ETHAN",,,,,,,"REBOUND DEF by SPURLIN,ETHAN",3
00:15,"MISS 3PTR by BEUTTEL,TREY",,,,,,,"MISS 3PTR by BEUTTEL,TREY",3
--,"REBOUND OFF by RASH,BRANDON",,,,,,,"REBOUND OFF by RASH,BRANDON",3
00:11,"MISS 3PTR by MEYER,BARRETT",,,,,,,"MISS 3PTR by MEYER,BARRETT",3
--,"REBOUND OFF by FUDGE,NICK",,,,,,,"REBOUND OFF by FUDGE,NICK",3
00:04,"MISS 3PTR by FUDGE,NICK",,,,,,,"MISS 3PTR by FUDGE,NICK",3
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",3
