Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,MVCM,Game Score,Team Indicator,Play,Period
18:43,"GOOD FT by WESLEY,TYLER",29,,29,,CENTRE_M 29-29 (0),,"GOOD FT by WESLEY,TYLER",2
18:28,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:12,"MISS JUMPER by WESLEY,TYLER",,,,,,,"MISS JUMPER by WESLEY,TYLER",2
18:12,,,,,"BLOCK  by BODEWIG,JOEY",,,"BLOCK  by BODEWIG,JOEY",2
--,,,,,"REBOUND DEF by BODEWIG,JOEY",,,"REBOUND DEF by BODEWIG,JOEY",2
18:03,,29,,32 (+3),"GOOD 3PTR by LAMBERT,WES",MVCM 29-32 (-3),,"GOOD 3PTR by LAMBERT,WES",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
18:00,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:48,"TURNOVER  by ELLIS,BRYON",,,,,,,"TURNOVER  by ELLIS,BRYON",2
17:46,,,,,"STEAL  by BODEWIG,JOEY",,,"STEAL  by BODEWIG,JOEY",2
17:30,,,,,"MISS JUMPER by AGOSTO,JOSE",,,"MISS JUMPER by AGOSTO,JOSE",2
--,,,,,"REBOUND OFF by FORD,CHRISTIAN",,,"REBOUND OFF by FORD,CHRISTIAN",2
17:22,,,,,"MISS JUMPER by FORD,CHRISTIAN",,,"MISS JUMPER by FORD,CHRISTIAN",2
--,,,,,"REBOUND OFF by AGOSTO,JOSE",,,"REBOUND OFF by AGOSTO,JOSE",2
17:19,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
17:19,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
17:19,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
16:57,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
16:57,,,,,"MISS FT by FORD,CHRISTIAN",,,"MISS FT by FORD,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:57,,29,,33 (+4),"GOOD FT by FORD,CHRISTIAN",MVCM 29-33 (-4),,"GOOD FT by FORD,CHRISTIAN",2
16:47,"GOOD 3PTR by ELLIS,BRYON",32,,33 (+1),,CENTRE_M 32-33 (-1),,"GOOD 3PTR by ELLIS,BRYON",2
--,"ASSIST  by TAYLOR,CHRIS",,,,,,,"ASSIST  by TAYLOR,CHRIS",2
16:30,,,,,"MISS JUMPER by FORD,CHRISTIAN",,,"MISS JUMPER by FORD,CHRISTIAN",2
16:30,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
16:23,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by BODEWIG,JOEY",,,"REBOUND DEF by BODEWIG,JOEY",2
16:12,,,,,"MISS JUMPER by AGOSTO,JOSE",,,"MISS JUMPER by AGOSTO,JOSE",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
16:12,,,,,"FOUL  by BODEWIG,JOEY",,,"FOUL  by BODEWIG,JOEY",2
16:11,,,,,"SUB IN by MBIMI,ISAAC",,,"SUB IN by MBIMI,ISAAC",2
16:11,,,,,"SUB OUT by AGOSTO,JOSE",,,"SUB OUT by AGOSTO,JOSE",2
15:58,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by FORD,CHRISTIAN",,,"REBOUND DEF by FORD,CHRISTIAN",2
15:44,,32,,36 (+4),"GOOD 3PTR by FORD,CHRISTIAN",MVCM 32-36 (-4),,"GOOD 3PTR by FORD,CHRISTIAN",2
--,,,,,"ASSIST  by BUTLER,OSCAR",,,"ASSIST  by BUTLER,OSCAR",2
15:23,"GOOD LAYUP by WESLEY,TYLER(in the paint)",34,,36 (+2),,CENTRE_M 34-36 (-2),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
15:10,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:09,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
15:09,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
15:09,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
15:09,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
15:09,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",2
15:09,,,,,"SUB OUT by BUTLER,OSCAR",,,"SUB OUT by BUTLER,OSCAR",2
14:57,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
14:57,,34,,37 (+3),"GOOD FT by RAYE,CRAIG",MVCM 34-37 (-3),,"GOOD FT by RAYE,CRAIG",2
14:57,,,,,"MISS FT by RAYE,CRAIG",,,"MISS FT by RAYE,CRAIG",2
--,,,,,"REBOUND OFF by MBIMI,ISAAC",,,"REBOUND OFF by MBIMI,ISAAC",2
14:57,"SUB IN by NEWSOME,TAYLOR",,,,,,,"SUB IN by NEWSOME,TAYLOR",2
14:57,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
14:57,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
14:57,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
14:57,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
14:57,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",2
14:40,,34,,39 (+5),"GOOD JUMPER by FORD,CHRISTIAN(in the paint)",MVCM 34-39 (-5),,"GOOD JUMPER by FORD,CHRISTIAN(in the paint)",2
14:22,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by RAYE,CRAIG",,,"REBOUND DEF by RAYE,CRAIG",2
14:14,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,"REBOUND DEF by NEWSOME,TAYLOR",,,,,,,"REBOUND DEF by NEWSOME,TAYLOR",2
14:12,,,,,"FOUL  by MBIMI,ISAAC",,,"FOUL  by MBIMI,ISAAC",2
14:12,"SUB IN by SAGRAVES,AUSTIN",,,,,,,"SUB IN by SAGRAVES,AUSTIN",2
14:12,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
14:00,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by MBIMI,ISAAC",,,"REBOUND DEF by MBIMI,ISAAC",2
13:48,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
13:39,,,,,"FOUL  by MBIMI,ISAAC",,,"FOUL  by MBIMI,ISAAC",2
13:39,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
13:39,"SUB OUT by LOHR,MATT",,,,,,,"SUB OUT by LOHR,MATT",2
13:39,,,,,"SUB IN by BURRIS,JP",,,"SUB IN by BURRIS,JP",2
13:39,,,,,"SUB OUT by FORD,CHRISTIAN",,,"SUB OUT by FORD,CHRISTIAN",2
13:10,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by MBIMI,ISAAC",,,"REBOUND DEF by MBIMI,ISAAC",2
12:50,,,,,"MISS JUMPER by GRIFFIN,JETHRO",,,"MISS JUMPER by GRIFFIN,JETHRO",2
--,,,,,"REBOUND OFF by MBIMI,ISAAC",,,"REBOUND OFF by MBIMI,ISAAC",2
12:47,"FOUL  by NEWSOME,TAYLOR",,,,,,,"FOUL  by NEWSOME,TAYLOR",2
12:47,,34,,40 (+6),"GOOD FT by MBIMI,ISAAC",MVCM 34-40 (-6),,"GOOD FT by MBIMI,ISAAC",2
12:47,,34,,41 (+7),"GOOD FT by RAYE,CRAIG",MVCM 34-41 (-7),,"GOOD FT by RAYE,CRAIG",2
12:47,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
12:47,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
12:47,"SUB OUT by NEWSOME,TAYLOR",,,,,,,"SUB OUT by NEWSOME,TAYLOR",2
12:47,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
12:47,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",2
12:47,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",2
12:47,,,,,"SUB OUT by GRIFFIN,JETHRO",,,"SUB OUT by GRIFFIN,JETHRO",2
12:47,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
12:24,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by LAMBERT,WES",,,"REBOUND DEF by LAMBERT,WES",2
12:16,,,,,"MISS JUMPER by RAYE,CRAIG",,,"MISS JUMPER by RAYE,CRAIG",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:50,,,,,"FOUL  by BURRIS,JP",,,"FOUL  by BURRIS,JP",2
11:21,"MISS 3PTR by GRIGGS,MATT",,,,,,,"MISS 3PTR by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by RAYE,CRAIG",,,"REBOUND DEF by RAYE,CRAIG",2
11:02,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
11:02,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:02,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
11:02,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
11:02,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
11:02,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
11:02,"SUB OUT by SAGRAVES,AUSTIN",,,,,,,"SUB OUT by SAGRAVES,AUSTIN",2
11:02,"SUB OUT by GRIGGS,MATT",,,,,,,"SUB OUT by GRIGGS,MATT",2
11:02,,,,,"SUB IN by AGOSTO,JOSE",,,"SUB IN by AGOSTO,JOSE",2
11:02,,,,,"SUB OUT by MBIMI,ISAAC",,,"SUB OUT by MBIMI,ISAAC",2
11:00,,,,,"MISS LAYUP by BODEWIG,JOEY",,,"MISS LAYUP by BODEWIG,JOEY",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:38,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
10:38,,,,,"STEAL  by RAYE,CRAIG",,,"STEAL  by RAYE,CRAIG",2
10:21,,,,,"MISS LAYUP by AGOSTO,JOSE",,,"MISS LAYUP by AGOSTO,JOSE",2
10:21,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
10:15,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:13,,,,,"SUB IN by FORD,CHRISTIAN",,,"SUB IN by FORD,CHRISTIAN",2
10:13,,,,,"SUB OUT by BURRIS,JP",,,"SUB OUT by BURRIS,JP",2
10:06,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",36,,41 (+5),,CENTRE_M 36-41 (-5),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
10:06,,,,,"FOUL  by BODEWIG,JOEY",,,"FOUL  by BODEWIG,JOEY",2
10:06,"GOOD FT by SCINTA,BLAKE",37,,41 (+4),,CENTRE_M 37-41 (-4),,"GOOD FT by SCINTA,BLAKE",2
09:56,,,,,"MISS LAYUP by LAMBERT,WES",,,"MISS LAYUP by LAMBERT,WES",2
09:56,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:55,,,,,"SUB IN by BYRD,JAUMONEE",,,"SUB IN by BYRD,JAUMONEE",2
09:55,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
09:22,"MISS 3PTR by ELLIS,BRYON",,,,,,,"MISS 3PTR by ELLIS,BRYON",2
--,,,,,"REBOUND DEF by FORD,CHRISTIAN",,,"REBOUND DEF by FORD,CHRISTIAN",2
09:08,,,,,"TURNOVER  by BYRD,JAUMONEE",,,"TURNOVER  by BYRD,JAUMONEE",2
09:08,,,,,"SUB IN by BUTLER,OSCAR",,,"SUB IN by BUTLER,OSCAR",2
09:08,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",2
08:48,"MISS DUNK by SCINTA,BLAKE",,,,,,,"MISS DUNK by SCINTA,BLAKE",2
08:48,,,,,"BLOCK  by BYRD,JAUMONEE",,,"BLOCK  by BYRD,JAUMONEE",2
--,,,,,"REBOUND DEF by AGOSTO,JOSE",,,"REBOUND DEF by AGOSTO,JOSE",2
08:40,,,,,"MISS LAYUP by BUTLER,OSCAR",,,"MISS LAYUP by BUTLER,OSCAR",2
--,,,,,"REBOUND OFF by BUTLER,OSCAR",,,"REBOUND OFF by BUTLER,OSCAR",2
08:40,,37,,43 (+6),"GOOD LAYUP by BUTLER,OSCAR(in the paint)",MVCM 37-43 (-6),,"GOOD LAYUP by BUTLER,OSCAR(in the paint)",2
08:40,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
08:40,,37,,44 (+7),"GOOD FT by BUTLER,OSCAR",MVCM 37-44 (-7),,"GOOD FT by BUTLER,OSCAR",2
08:40,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
08:40,"SUB IN by GRIGGS,MATT",,,,,,,"SUB IN by GRIGGS,MATT",2
08:40,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
08:40,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
08:09,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
08:09,,,,,"BLOCK  by BUTLER,OSCAR",,,"BLOCK  by BUTLER,OSCAR",2
--,,,,,"REBOUND DEF by BUTLER,OSCAR",,,"REBOUND DEF by BUTLER,OSCAR",2
07:58,,37,,46 (+9),"GOOD LAYUP by LAMBERT,WES(in the paint)",MVCM 37-46 (-9),,"GOOD LAYUP by LAMBERT,WES(in the paint)",2
--,,,,,"ASSIST  by BUTLER,OSCAR",,,"ASSIST  by BUTLER,OSCAR",2
07:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:32,,,,,"FOUL  by BYRD,JAUMONEE",,,"FOUL  by BYRD,JAUMONEE",2
07:32,"GOOD FT by WHITESIDE,DONOVAN",38,,46 (+8),,CENTRE_M 38-46 (-8),,"GOOD FT by WHITESIDE,DONOVAN",2
07:32,"GOOD FT by WHITESIDE,DONOVAN",39,,46 (+7),,CENTRE_M 39-46 (-7),,"GOOD FT by WHITESIDE,DONOVAN",2
07:10,,,,,"MISS 3PTR by AGOSTO,JOSE",,,"MISS 3PTR by AGOSTO,JOSE",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
06:55,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
06:49,"GOOD LAYUP by KARSNER,JOSH(in the paint)",41,,46 (+5),,CENTRE_M 41-46 (-5),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
06:35,,,,,"MISS LAYUP by BYRD,JAUMONEE",,,"MISS LAYUP by BYRD,JAUMONEE",2
--,,,,,"REBOUND OFF by BYRD,JAUMONEE",,,"REBOUND OFF by BYRD,JAUMONEE",2
06:24,,,,,"MISS JUMPER by AGOSTO,JOSE",,,"MISS JUMPER by AGOSTO,JOSE",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
06:01,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by AGOSTO,JOSE",,,"REBOUND DEF by AGOSTO,JOSE",2
05:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:56,"SUB IN by SAGRAVES,AUSTIN",,,,,,,"SUB IN by SAGRAVES,AUSTIN",2
05:56,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
05:56,,,,,"SUB IN by MBIMI,ISAAC",,,"SUB IN by MBIMI,ISAAC",2
05:56,,,,,"SUB IN by BODEWIG,JOEY",,,"SUB IN by BODEWIG,JOEY",2
05:56,,,,,"SUB OUT by BYRD,JAUMONEE",,,"SUB OUT by BYRD,JAUMONEE",2
05:56,,,,,"SUB OUT by AGOSTO,JOSE",,,"SUB OUT by AGOSTO,JOSE",2
05:40,,41,,49 (+8),"GOOD 3PTR by BUTLER,OSCAR",MVCM 41-49 (-8),,"GOOD 3PTR by BUTLER,OSCAR",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
05:17,,,,,"FOUL  by BUTLER,OSCAR",,,"FOUL  by BUTLER,OSCAR",2
05:17,"GOOD FT by SCINTA,BLAKE",42,,49 (+7),,CENTRE_M 42-49 (-7),,"GOOD FT by SCINTA,BLAKE",2
05:17,"GOOD FT by SCINTA,BLAKE",43,,49 (+6),,CENTRE_M 43-49 (-6),,"GOOD FT by SCINTA,BLAKE",2
05:17,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
05:17,"SUB OUT by ELLIS,BRYON",,,,,,,"SUB OUT by ELLIS,BRYON",2
04:53,,43,,51 (+8),"GOOD JUMPER by BUTLER,OSCAR(in the paint)",MVCM 43-51 (-8),,"GOOD JUMPER by BUTLER,OSCAR(in the paint)",2
04:53,"FOUL  by SAGRAVES,AUSTIN",,,,,,,"FOUL  by SAGRAVES,AUSTIN",2
04:53,,43,,52 (+9),"GOOD FT by BUTLER,OSCAR",MVCM 43-52 (-9),,"GOOD FT by BUTLER,OSCAR",2
04:53,"SUB IN by ELLIS,BRYON",,,,,,,"SUB IN by ELLIS,BRYON",2
04:53,"SUB OUT by SAGRAVES,AUSTIN",,,,,,,"SUB OUT by SAGRAVES,AUSTIN",2
04:28,"MISS JUMPER by WHITESIDE,DONOVAN",,,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",2
04:28,,,,,"BLOCK  by BUTLER,OSCAR",,,"BLOCK  by BUTLER,OSCAR",2
--,"REBOUND OFF by GRIGGS,MATT",,,,,,,"REBOUND OFF by GRIGGS,MATT",2
04:22,"TURNOVER  by GRIGGS,MATT",,,,,,,"TURNOVER  by GRIGGS,MATT",2
04:21,,,,,"STEAL  by MBIMI,ISAAC",,,"STEAL  by MBIMI,ISAAC",2
04:06,,,,,"MISS JUMPER by MBIMI,ISAAC",,,"MISS JUMPER by MBIMI,ISAAC",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
03:57,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
03:57,"GOOD LAYUP by WESLEY,TYLER(in the paint)",45,,52 (+7),,CENTRE_M 45-52 (-7),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
03:57,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:39,,,,,"MISS JUMPER by LAMBERT,WES",,,"MISS JUMPER by LAMBERT,WES",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
03:20,"GOOD 3PTR by KARSNER,JOSH",48,,52 (+4),,CENTRE_M 48-52 (-4),,"GOOD 3PTR by KARSNER,JOSH",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
02:57,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
02:53,,,,,"FOUL  by MBIMI,ISAAC",,,"FOUL  by MBIMI,ISAAC",2
02:53,"MISS FT by WESLEY,TYLER",,,,,,,"MISS FT by WESLEY,TYLER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:51,,,,,"SUB IN by AGOSTO,JOSE",,,"SUB IN by AGOSTO,JOSE",2
02:51,,,,,"SUB OUT by MBIMI,ISAAC",,,"SUB OUT by MBIMI,ISAAC",2
02:23,,,,,"MISS JUMPER by BODEWIG,JOEY",,,"MISS JUMPER by BODEWIG,JOEY",2
02:23,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by AGOSTO,JOSE",,,"REBOUND OFF by AGOSTO,JOSE",2
02:20,,,,,"MISS LAYUP by AGOSTO,JOSE",,,"MISS LAYUP by AGOSTO,JOSE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
02:18,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
02:18,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
02:18,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
01:57,,,,,"MISS 3PTR by LAMBERT,WES",,,"MISS 3PTR by LAMBERT,WES",2
--,,,,,"REBOUND OFF by BODEWIG,JOEY",,,"REBOUND OFF by BODEWIG,JOEY",2
01:50,,48,,54 (+6),"GOOD JUMPER by FORD,CHRISTIAN",MVCM 48-54 (-6),,"GOOD JUMPER by FORD,CHRISTIAN",2
01:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:48,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
01:48,,,,,"SUB OUT by AGOSTO,JOSE",,,"SUB OUT by AGOSTO,JOSE",2
01:36,"MISS 3PTR by SCINTA,BLAKE",,,,,,,"MISS 3PTR by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by LAMBERT,WES",,,"REBOUND DEF by LAMBERT,WES",2
01:31,"FOUL  by WHITESIDE,DONOVAN",,,,,,,"FOUL  by WHITESIDE,DONOVAN",2
01:31,,48,,55 (+7),"GOOD FT by LAMBERT,WES",MVCM 48-55 (-7),,"GOOD FT by LAMBERT,WES",2
01:31,,48,,56 (+8),"GOOD FT by LAMBERT,WES",MVCM 48-56 (-8),,"GOOD FT by LAMBERT,WES",2
01:31,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
01:31,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
01:24,"GOOD LAYUP by WESLEY,TYLER(in the paint)",50,,56 (+6),,CENTRE_M 50-56 (-6),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,"ASSIST  by ELLIS,BRYON",,,,,,,"ASSIST  by ELLIS,BRYON",2
00:57,,,,,"TURNOVER  by FORD,CHRISTIAN",,,"TURNOVER  by FORD,CHRISTIAN",2
00:54,"STEAL  by KARSNER,JOSH",,,,,,,"STEAL  by KARSNER,JOSH",2
00:38,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
00:38,,,,,"STEAL  by FORD,CHRISTIAN",,,"STEAL  by FORD,CHRISTIAN",2
00:38,"FOUL  by GRIGGS,MATT",,,,,,,"FOUL  by GRIGGS,MATT",2
00:38,,50,,57 (+7),"GOOD FT by FORD,CHRISTIAN",MVCM 50-57 (-7),,"GOOD FT by FORD,CHRISTIAN",2
00:38,,50,,58 (+8),"GOOD FT by FORD,CHRISTIAN",MVCM 50-58 (-8),,"GOOD FT by FORD,CHRISTIAN",2
00:38,"SUB IN by SAGRAVES,AUSTIN",,,,,,,"SUB IN by SAGRAVES,AUSTIN",2
00:38,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
00:38,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:38,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
00:32,"MISS JUMPER by GRIGGS,MATT",,,,,,,"MISS JUMPER by GRIGGS,MATT",2
--,,,,,"REBOUND DEF by LAMBERT,WES",,,"REBOUND DEF by LAMBERT,WES",2
00:27,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
00:27,,50,,59 (+9),"GOOD FT by LAMBERT,WES",MVCM 50-59 (-9),,"GOOD FT by LAMBERT,WES",2
00:27,,50,,60 (+10),"GOOD FT by LAMBERT,WES",MVCM 50-60 (-10),,"GOOD FT by LAMBERT,WES",2
00:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:27,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",2
00:27,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
00:17,"MISS 3PTR by KARSNER,JOSH",,,,,,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND DEF by FORD,CHRISTIAN",,,"REBOUND DEF by FORD,CHRISTIAN",2
