Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,KALAMAZO,Game Score,Team Indicator,Play,Period
17:00,,,,,"SUB OUT by HUMES,TRE",,,"SUB OUT by HUMES,TRE",2
16:47,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND DEF by HAMANN,MERRITT",,,"REBOUND DEF by HAMANN,MERRITT",2
16:40,,,,,"MISS LAYUP by BLYLY,TANNER",,,"MISS LAYUP by BLYLY,TANNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:25,"GOOD LAYUP by SINE,TUCKER(in the paint)",42 (+12),,30,,CENTRE 42-30 (+12),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
16:16,,,,,"MISS 3PTR by HAMANN,MERRITT",,,"MISS 3PTR by HAMANN,MERRITT",2
--,,,,,"REBOUND OFF by HAMANN,MERRITT",,,"REBOUND OFF by HAMANN,MERRITT",2
16:07,,,,,"TURNOVER  by SHECKELL,DREW",,,"TURNOVER  by SHECKELL,DREW",2
16:06,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",2
16:00,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",2
16:00,,,,,"BLOCK  by SHECKELL,DREW",,,"BLOCK  by SHECKELL,DREW",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
15:57,,,,,"FOUL  by SHECKELL,DREW",,,"FOUL  by SHECKELL,DREW",2
15:57,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:57,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,,,,,"REBOUND DEF by VINCENT,JEREMIAH",,,"REBOUND DEF by VINCENT,JEREMIAH",2
15:57,,,,,"SUB IN by SMITH,JARNARD",,,"SUB IN by SMITH,JARNARD",2
15:57,,,,,"SUB OUT by BLYLY,TANNER",,,"SUB OUT by BLYLY,TANNER",2
15:39,,42 (+10),,32,"GOOD LAYUP by VINCENT,JEREMIAH(in the paint)",KALAMAZO 42-32 (+10),,"GOOD LAYUP by VINCENT,JEREMIAH(in the paint)",2
15:12,"GOOD JUMPER by AYERS,PERRY",44 (+12),,32,,CENTRE 44-32 (+12),,"GOOD JUMPER by AYERS,PERRY",2
14:49,,,,,"MISS JUMPER by VINCENT,JEREMIAH",,,"MISS JUMPER by VINCENT,JEREMIAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:46,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
14:46,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
14:46,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
14:46,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
14:46,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
14:46,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
14:46,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
14:46,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:46,,,,,"SUB IN by THOMPSON,DRAKE",,,"SUB IN by THOMPSON,DRAKE",2
14:46,,,,,"SUB OUT by HAMANN,MERRITT",,,"SUB OUT by HAMANN,MERRITT",2
14:45,,44 (+9),,35,"GOOD 3PTR by VINCENT,JEREMIAH",KALAMAZO 44-35 (+9),,"GOOD 3PTR by VINCENT,JEREMIAH",2
--,,,,,"ASSIST  by WARD,MARTY",,,"ASSIST  by WARD,MARTY",2
14:23,"GOOD 3PTR by CRUMP,DAWSON",47 (+12),,35,,CENTRE 47-35 (+12),,"GOOD 3PTR by CRUMP,DAWSON",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
14:09,,,,,"MISS LAYUP by VINCENT,JEREMIAH",,,"MISS LAYUP by VINCENT,JEREMIAH",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
13:52,"GOOD JUMPER by AYERS,PERRY",49 (+14),,35,,CENTRE 49-35 (+14),,"GOOD JUMPER by AYERS,PERRY",2
13:46,,,,,"FOUL  by SHECKELL,DREW",,,"FOUL  by SHECKELL,DREW",2
13:46,,,,,"TURNOVER  by SHECKELL,DREW",,,"TURNOVER  by SHECKELL,DREW",2
13:46,,,,,"SUB IN by BLYLY,TANNER",,,"SUB IN by BLYLY,TANNER",2
13:46,,,,,"SUB IN by COOK,THOMAS",,,"SUB IN by COOK,THOMAS",2
13:46,,,,,"SUB OUT by VINCENT,JEREMIAH",,,"SUB OUT by VINCENT,JEREMIAH",2
13:46,,,,,"SUB OUT by SHECKELL,DREW",,,"SUB OUT by SHECKELL,DREW",2
13:35,"GOOD LAYUP by AYERS,PERRY(in the paint)",51 (+16),,35,,CENTRE 51-35 (+16),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
13:14,,51 (+14),,37,"GOOD JUMPER by THOMPSON,DRAKE(in the paint)",KALAMAZO 51-37 (+14),,"GOOD JUMPER by THOMPSON,DRAKE(in the paint)",2
--,,,,,"ASSIST  by BLYLY,TANNER",,,"ASSIST  by BLYLY,TANNER",2
13:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:11,"SUB IN by BROWNLEY,HOGAN",,,,,,,"SUB IN by BROWNLEY,HOGAN",2
13:11,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
12:44,"MISS 3PTR by CRUMP,DAWSON",,,,,,,"MISS 3PTR by CRUMP,DAWSON",2
--,"REBOUND OFF by PURVIS,KC",,,,,,,"REBOUND OFF by PURVIS,KC",2
12:27,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",53 (+16),,37,,CENTRE 53-37 (+16),,"GOOD LAYUP by BROWNLEY,HOGAN(in the paint)",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
12:17,,,,,"MISS 3PTR by SMITH,JARNARD",,,"MISS 3PTR by SMITH,JARNARD",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:05,,,,,"MISS 3PTR by BLYLY,TANNER",,,"MISS 3PTR by BLYLY,TANNER",2
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",2
11:44,"MISS 3PTR by GERALD,DUSTIN",,,,,,,"MISS 3PTR by GERALD,DUSTIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:40,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
11:40,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
11:38,"FOUL  by BATES,JACOB",,,,,,,"FOUL  by BATES,JACOB",2
11:38,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",2
11:29,,53 (+14),,39,"GOOD LAYUP by SMITH,JARNARD(in the paint)",KALAMAZO 53-39 (+14),,"GOOD LAYUP by SMITH,JARNARD(in the paint)",2
11:12,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",2
--,,,,,"REBOUND DEF by COOK,THOMAS",,,"REBOUND DEF by COOK,THOMAS",2
11:04,,,,,"TURNOVER  by BLYLY,TANNER",,,"TURNOVER  by BLYLY,TANNER",2
11:03,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
11:00,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",55 (+16),,39,,CENTRE 55-39 (+16),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
10:46,,55 (+14),,41,"GOOD LAYUP by THOMPSON,DRAKE(in the paint)",KALAMAZO 55-41 (+14),,"GOOD LAYUP by THOMPSON,DRAKE(in the paint)",2
--,,,,,"ASSIST  by BLYLY,TANNER",,,"ASSIST  by BLYLY,TANNER",2
10:41,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
10:41,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
10:41,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
10:41,"SUB OUT by BROWNLEY,HOGAN",,,,,,,"SUB OUT by BROWNLEY,HOGAN",2
10:41,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
10:41,,,,,"SUB IN by OLLIE,BASS",,,"SUB IN by OLLIE,BASS",2
10:41,,,,,"SUB IN by VINCENT,JEREMIAH",,,"SUB IN by VINCENT,JEREMIAH",2
10:41,,,,,"SUB OUT by COOK,THOMAS",,,"SUB OUT by COOK,THOMAS",2
10:41,,,,,"SUB OUT by WARD,MARTY",,,"SUB OUT by WARD,MARTY",2
10:36,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,"REBOUND OFF by GERALD,DUSTIN",,,,,,,"REBOUND OFF by GERALD,DUSTIN",2
10:19,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:04,,,,,"TURNOVER  by THOMPSON,DRAKE",,,"TURNOVER  by THOMPSON,DRAKE",2
09:50,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",2
09:46,"MISS 3PTR by GERALD,DUSTIN",,,,,,,"MISS 3PTR by GERALD,DUSTIN",2
--,,,,,"REBOUND DEF by THOMPSON,DRAKE",,,"REBOUND DEF by THOMPSON,DRAKE",2
09:38,,55 (+12),,43,"GOOD JUMPER by SMITH,JARNARD",KALAMAZO 55-43 (+12),,"GOOD JUMPER by SMITH,JARNARD",2
08:59,,,,,"FOUL  by THOMPSON,DRAKE",,,"FOUL  by THOMPSON,DRAKE",2
08:59,"GOOD FT by BATES,JACOB",56 (+13),,43,,CENTRE 56-43 (+13),,"GOOD FT by BATES,JACOB",2
08:59,"GOOD FT by BATES,JACOB",57 (+14),,43,,CENTRE 57-43 (+14),,"GOOD FT by BATES,JACOB",2
08:59,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
08:59,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
08:59,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
08:59,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",2
08:51,,57 (+11),,46,"GOOD 3PTR by SMITH,JARNARD",KALAMAZO 57-46 (+11),,"GOOD 3PTR by SMITH,JARNARD",2
--,,,,,"ASSIST  by BLYLY,TANNER",,,"ASSIST  by BLYLY,TANNER",2
08:30,,,,,"FOUL  by OLLIE,BASS",,,"FOUL  by OLLIE,BASS",2
08:25,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by SMITH,JARNARD",,,"REBOUND DEF by SMITH,JARNARD",2
08:14,,,,,"TURNOVER  by SMITH,JARNARD",,,"TURNOVER  by SMITH,JARNARD",2
08:14,"STEAL  by RAKES,BAILEY",,,,,,,"STEAL  by RAKES,BAILEY",2
08:14,,,,,"FOUL  by SMITH,JARNARD",,,"FOUL  by SMITH,JARNARD",2
07:56,,,,,"FOUL  by THOMPSON,DRAKE",,,"FOUL  by THOMPSON,DRAKE",2
07:56,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:56,"GOOD FT by BATES,JACOB",58 (+12),,46,,CENTRE 58-46 (+12),,"GOOD FT by BATES,JACOB",2
07:45,,58 (+9),,49,"GOOD 3PTR by VINCENT,JEREMIAH",KALAMAZO 58-49 (+9),,"GOOD 3PTR by VINCENT,JEREMIAH",2
--,,,,,"ASSIST  by SMITH,JARNARD",,,"ASSIST  by SMITH,JARNARD",2
07:21,"MISS 3PTR by RAKES,BAILEY",,,,,,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",2
07:18,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
07:08,,,,,"MISS JUMPER by SMITH,JARNARD",,,"MISS JUMPER by SMITH,JARNARD",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
06:48,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",2
--,,,,,"REBOUND DEF by VINCENT,JEREMIAH",,,"REBOUND DEF by VINCENT,JEREMIAH",2
06:37,,,,,"TURNOVER  by VINCENT,JEREMIAH",,,"TURNOVER  by VINCENT,JEREMIAH",2
06:35,"STEAL  by BATES,JACOB",,,,,,,"STEAL  by BATES,JACOB",2
06:33,"GOOD LAYUP by SINE,TUCKER(in the paint)",60 (+11),,49,,CENTRE 60-49 (+11),,"GOOD LAYUP by SINE,TUCKER(in the paint)",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
06:18,,,,,"MISS 3PTR by OLLIE,BASS",,,"MISS 3PTR by OLLIE,BASS",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
05:50,"GOOD 3PTR by AYERS,PERRY",63 (+14),,49,,CENTRE 63-49 (+14),,"GOOD 3PTR by AYERS,PERRY",2
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",2
05:47,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:47,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
05:47,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",2
05:47,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",2
05:47,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
05:47,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
05:47,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
05:47,,,,,"SUB IN by HAMANN,MERRITT",,,"SUB IN by HAMANN,MERRITT",2
05:47,,,,,"SUB IN by HUMES,TRE",,,"SUB IN by HUMES,TRE",2
05:47,,,,,"SUB IN by SHECKELL,DREW",,,"SUB IN by SHECKELL,DREW",2
05:47,,,,,"SUB OUT by THOMPSON,DRAKE",,,"SUB OUT by THOMPSON,DRAKE",2
05:47,,,,,"SUB OUT by OLLIE,BASS",,,"SUB OUT by OLLIE,BASS",2
05:47,,,,,"SUB OUT by SMITH,JARNARD",,,"SUB OUT by SMITH,JARNARD",2
05:39,,,,,"MISS 3PTR by VINCENT,JEREMIAH",,,"MISS 3PTR by VINCENT,JEREMIAH",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
05:16,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
05:16,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
05:05,,63 (+11),,52,"GOOD 3PTR by HAMANN,MERRITT",KALAMAZO 63-52 (+11),,"GOOD 3PTR by HAMANN,MERRITT",2
05:00,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
05:00,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
05:00,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",2
04:34,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",65 (+13),,52,,CENTRE 65-52 (+13),,"GOOD LAYUP by CRUMP,DAWSON(in the paint)",2
04:17,,,,,"MISS 3PTR by HAMANN,MERRITT",,,"MISS 3PTR by HAMANN,MERRITT",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
03:53,"GOOD LAYUP by WALKER,ART(in the paint)",67 (+15),,52,,CENTRE 67-52 (+15),,"GOOD LAYUP by WALKER,ART(in the paint)",2
03:40,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",2
03:40,,,,,"MISS FT by HUMES,TRE",,,"MISS FT by HUMES,TRE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:40,,67 (+14),,53,"GOOD FT by HUMES,TRE",KALAMAZO 67-53 (+14),,"GOOD FT by HUMES,TRE",2
03:40,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
03:40,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
03:40,,,,,"SUB IN by SMITH,JARNARD",,,"SUB IN by SMITH,JARNARD",2
03:40,,,,,"SUB IN by OLLIE,BASS",,,"SUB IN by OLLIE,BASS",2
03:40,,,,,"SUB OUT by HUMES,TRE",,,"SUB OUT by HUMES,TRE",2
03:40,,,,,"SUB OUT by SHECKELL,DREW",,,"SUB OUT by SHECKELL,DREW",2
03:22,"GOOD LAYUP by WALKER,ART(in the paint)",69 (+16),,53,,CENTRE 69-53 (+16),,"GOOD LAYUP by WALKER,ART(in the paint)",2
03:10,,,,,"MISS 3PTR by OLLIE,BASS",,,"MISS 3PTR by OLLIE,BASS",2
--,"REBOUND DEF by CRUMP,DAWSON",,,,,,,"REBOUND DEF by CRUMP,DAWSON",2
02:46,"GOOD LAYUP by AYERS,PERRY(in the paint)",71 (+18),,53,,CENTRE 71-53 (+18),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
02:42,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
02:35,,,,,"MISS JUMPER by VINCENT,JEREMIAH",,,"MISS JUMPER by VINCENT,JEREMIAH",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
02:34,,,,,"FOUL  by HAMANN,MERRITT",,,"FOUL  by HAMANN,MERRITT",2
02:34,"GOOD FT by BATES,JACOB",72 (+19),,53,,CENTRE 72-53 (+19),,"GOOD FT by BATES,JACOB",2
02:34,"GOOD FT by BATES,JACOB",73 (+20),,53,,CENTRE 73-53 (+20),,"GOOD FT by BATES,JACOB",2
02:34,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
02:34,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
02:34,,,,,"SUB IN by CALDWELL,ART",,,"SUB IN by CALDWELL,ART",2
02:34,,,,,"SUB OUT by HAMANN,MERRITT",,,"SUB OUT by HAMANN,MERRITT",2
02:22,,73 (+17),,56,"GOOD 3PTR by SMITH,JARNARD",KALAMAZO 73-56 (+17),,"GOOD 3PTR by SMITH,JARNARD",2
02:20,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
02:17,,,,,"SUB IN by ABDELNOUR,AJ",,,"SUB IN by ABDELNOUR,AJ",2
02:17,,,,,"SUB OUT by BLYLY,TANNER",,,"SUB OUT by BLYLY,TANNER",2
01:52,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by OLLIE,BASS",,,"REBOUND DEF by OLLIE,BASS",2
01:45,,,,,"MISS 3PTR by SMITH,JARNARD",,,"MISS 3PTR by SMITH,JARNARD",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
01:15,"GOOD 3PTR by AYERS,PERRY",76 (+20),,56,,CENTRE 76-56 (+20),,"GOOD 3PTR by AYERS,PERRY",2
--,"ASSIST  by CRUMP,DAWSON",,,,,,,"ASSIST  by CRUMP,DAWSON",2
01:02,,,,,"MISS LAYUP by ABDELNOUR,AJ",,,"MISS LAYUP by ABDELNOUR,AJ",2
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",2
00:29,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:23,,,,,"MISS LAYUP by SMITH,JARNARD",,,"MISS LAYUP by SMITH,JARNARD",2
--,,,,,"REBOUND OFF by CALDWELL,ART",,,"REBOUND OFF by CALDWELL,ART",2
00:20,,,,,"MISS JUMPER by CALDWELL,ART",,,"MISS JUMPER by CALDWELL,ART",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
