Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
00:34,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:28,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
00:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:25,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",1
00:25,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",1
00:25,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",1
00:25,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",1
00:17,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:02,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
20:00,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
20:00,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
20:00,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
20:00,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
19:52,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
19:37,"FOUL  by RUSCIANO,ROBBIE",,,,,,,"FOUL  by RUSCIANO,ROBBIE",2
19:37,,36,,41 (+5),"GOOD FT by GILLISPIE,JAY",BSC 36-41 (+5),,"GOOD FT by GILLISPIE,JAY",2
19:37,,36,,42 (+6),"GOOD FT by GILLISPIE,JAY",BSC 36-42 (+6),,"GOOD FT by GILLISPIE,JAY",2
19:17,"GOOD DUNK by RUSCIANO,ROBBIE(in the paint)",38,,42 (+4),,Berry 38-42 (+4),,"GOOD DUNK by RUSCIANO,ROBBIE(in the paint)",2
--,"ASSIST  by KRUEGER,JORDAN",,,,,,,"ASSIST  by KRUEGER,JORDAN",2
18:52,,,,,"MISS 3PTR by FITZGERALD,PAUL",,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
18:42,"GOOD LAYUP by RUSCIANO,ROBBIE(in the paint)",40,,42 (+2),,Berry 40-42 (+2),,"GOOD LAYUP by RUSCIANO,ROBBIE(in the paint)",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
18:32,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
18:28,,40,,44 (+4),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 40-44 (+4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
18:18,"TURNOVER  by CRAFT,JAKE",,,,,,,"TURNOVER  by CRAFT,JAKE",2
18:18,,,,,"STEAL  by GILLISPIE,JAY",,,"STEAL  by GILLISPIE,JAY",2
18:10,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
18:10,,40,,45 (+5),"GOOD FT by GILLISPIE,JAY(fastbreak)",BSC 40-45 (+5),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
18:10,"SUB OUT by RUSCIANO,ROBBIE",,,,,,,"SUB OUT by RUSCIANO,ROBBIE",2
18:10,"SUB IN by CARTER,COLBY",,,,,,,"SUB IN by CARTER,COLBY",2
18:10,,40,,46 (+6),"GOOD FT by GILLISPIE,JAY(fastbreak)",BSC 40-46 (+6),,"GOOD FT by GILLISPIE,JAY(fastbreak)",2
17:56,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
17:51,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
17:49,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by CRAFT,JAKE",,,,,,,"REBOUND DEF by CRAFT,JAKE",2
17:40,"MISS LAYUP by CRAFT,JAKE(in the paint)",,,,,,,"MISS LAYUP by CRAFT,JAKE(in the paint)",2
17:40,,,,,"BLOCK  by STEWART,CHRISTIAN",,,"BLOCK  by STEWART,CHRISTIAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:32,"GOOD 3PTR by KRUEGER,JORDAN",43,,46 (+3),,Berry 43-46 (+3),,"GOOD 3PTR by KRUEGER,JORDAN",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
17:24,,,,,"TURNOVER  by FITZGERALD,PAUL",,,"TURNOVER  by FITZGERALD,PAUL",2
17:24,"STEAL  by KRUEGER,JORDAN",,,,,,,"STEAL  by KRUEGER,JORDAN",2
17:19,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:04,,43,,48 (+5),"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 43-48 (+5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
16:48,"GOOD JUMPER by KRUEGER,JORDAN(in the paint)",45,,48 (+3),,Berry 45-48 (+3),,"GOOD JUMPER by KRUEGER,JORDAN(in the paint)",2
16:35,,45,,50 (+5),"GOOD LAYUP by GLOVER,CAMERON(in the paint)",BSC 45-50 (+5),,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",2
16:25,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
16:25,,,,,"STEAL  by STEWART,CHRISTIAN",,,"STEAL  by STEWART,CHRISTIAN",2
16:24,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
16:24,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
16:24,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
16:24,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
16:24,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
16:24,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
16:24,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
16:24,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
16:24,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",2
16:16,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by CARTER,COLBY",,,,,,,"REBOUND DEF by CARTER,COLBY",2
16:04,"GOOD JUMPER by CARTER,COLBY(in the paint)",47,,50 (+3),,Berry 47-50 (+3),,"GOOD JUMPER by CARTER,COLBY(in the paint)",2
15:48,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
15:34,"GOOD LAYUP by CARTER,COLBY(in the paint)",49,,50 (+1),,Berry 49-50 (+1),,"GOOD LAYUP by CARTER,COLBY(in the paint)",2
15:21,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
15:21,"STEAL  by KRUEGER,JORDAN",,,,,,,"STEAL  by KRUEGER,JORDAN",2
15:21,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:21,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
15:21,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
15:21,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
15:21,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",2
15:21,"SUB IN by MCEWEN,DEVAN",,,,,,,"SUB IN by MCEWEN,DEVAN",2
15:21,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",2
15:00,"MISS 3PTR by MCEWEN,DEVAN",,,,,,,"MISS 3PTR by MCEWEN,DEVAN",2
--,"REBOUND OFF by BENHAM,BRAXTON",,,,,,,"REBOUND OFF by BENHAM,BRAXTON",2
14:54,"MISS 3PTR by CARTER,COLBY",,,,,,,"MISS 3PTR by CARTER,COLBY",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
14:44,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
14:30,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",,,,,,,"MISS LAYUP by BENHAM,BRAXTON(in the paint)",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
14:20,,,,,"MISS 3PTR by TOULIATOS,LUKE",,,"MISS 3PTR by TOULIATOS,LUKE",2
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",2
13:49,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",2
13:49,"GOOD FT by JOHNSON,MICHAEL",50,,50,,Berry 50-50 (0),,"GOOD FT by JOHNSON,MICHAEL",2
13:49,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
13:49,,,,,"SUB OUT by GLOVER,CAMERON",,,"SUB OUT by GLOVER,CAMERON",2
13:49,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
13:49,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
13:49,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
13:49,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
13:49,"SUB OUT by CARTER,COLBY",,,,,,,"SUB OUT by CARTER,COLBY",2
13:49,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",2
13:49,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",2
13:49,"SUB IN by RUSCIANO,ROBBIE",,,,,,,"SUB IN by RUSCIANO,ROBBIE",2
13:49,"GOOD FT by JOHNSON,MICHAEL",51 (+1),,50,,Berry 51-50 (-1),,"GOOD FT by JOHNSON,MICHAEL",2
13:39,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",2
13:39,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",2
13:29,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
13:18,,,,,"TURNOVER  by GARRIDO,BRANDAN",,,"TURNOVER  by GARRIDO,BRANDAN",2
13:18,"STEAL  by RUSCIANO,ROBBIE",,,,,,,"STEAL  by RUSCIANO,ROBBIE",2
13:02,,,,,"FOUL  by KANE,DENMAN",,,"FOUL  by KANE,DENMAN",2
13:02,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
13:02,,,,,"SUB IN by GLOVER,CAMERON",,,"SUB IN by GLOVER,CAMERON",2
12:47,"GOOD 3PTR by BENHAM,BRAXTON",54 (+4),,50,,Berry 54-50 (-4),,"GOOD 3PTR by BENHAM,BRAXTON",2
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",2
12:23,,,,,"MISS 3PTR by GLOVER,CAMERON",,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
12:01,,,,,"FOUL  by GLOVER,CAMERON",,,"FOUL  by GLOVER,CAMERON",2
12:01,"GOOD FT by ELLIS,CHASE",55 (+5),,50,,Berry 55-50 (-5),,"GOOD FT by ELLIS,CHASE",2
12:01,"GOOD FT by ELLIS,CHASE",56 (+6),,50,,Berry 56-50 (-6),,"GOOD FT by ELLIS,CHASE",2
11:43,,,,,"MISS JUMPER by GARRIDO,BRANDAN",,,"MISS JUMPER by GARRIDO,BRANDAN",2
--,"REBOUND DEF by BENHAM,BRAXTON",,,,,,,"REBOUND DEF by BENHAM,BRAXTON",2
11:18,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",2
11:18,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:18,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
11:18,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
11:18,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
11:18,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
11:18,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
11:18,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
10:59,,56 (+3),,53,"GOOD 3PTR by FITZGERALD,PAUL",BSC 56-53 (-3),,"GOOD 3PTR by FITZGERALD,PAUL",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
10:43,"GOOD 3PTR by BENHAM,BRAXTON",59 (+6),,53,,Berry 59-53 (-6),,"GOOD 3PTR by BENHAM,BRAXTON",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
10:31,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:14,"GOOD 3PTR by JOHNSON,MICHAEL",62 (+9),,53,,Berry 62-53 (-9),,"GOOD 3PTR by JOHNSON,MICHAEL",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
09:51,,62 (+7),,55,"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",BSC 62-55 (-7),,"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",2
09:26,"MISS 3PTR by BENHAM,BRAXTON",,,,,,,"MISS 3PTR by BENHAM,BRAXTON",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
09:06,,,,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
09:01,,62 (+5),,57,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC 62-57 (-5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
08:41,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
08:33,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
08:33,"STEAL  by BENHAM,BRAXTON",,,,,,,"STEAL  by BENHAM,BRAXTON",2
08:28,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
08:26,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
08:26,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",2
08:26,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",2
08:16,,62 (+3),,59,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 62-59 (-3),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
--,,,,,"ASSIST  by SIGLER,EVAN",,,"ASSIST  by SIGLER,EVAN",2
08:01,"GOOD LAYUP by ELLIS,CHASE(in the paint)",64 (+5),,59,,Berry 64-59 (-5),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",2
08:01,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
08:01,"GOOD FT by ELLIS,CHASE",65 (+6),,59,,Berry 65-59 (-6),,"GOOD FT by ELLIS,CHASE",2
07:45,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by MCEWEN,DEVAN",,,,,,,"REBOUND DEF by MCEWEN,DEVAN",2
07:38,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
07:38,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:38,,,,,"SUB OUT by FITZGERALD,PAUL",,,"SUB OUT by FITZGERALD,PAUL",2
07:38,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
07:38,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
07:38,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
07:38,,,,,"SUB IN by WILLIAMS,JU'QUAN",,,"SUB IN by WILLIAMS,JU'QUAN",2
07:38,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
07:38,,,,,"SUB IN by TOULIATOS,LUKE",,,"SUB IN by TOULIATOS,LUKE",2
07:38,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
07:38,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:38,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
07:15,,65 (+4),,61,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",BSC 65-61 (-4),,"GOOD LAYUP by GARRIDO,BRANDAN(in the paint)",2
--,,,,,"ASSIST  by CHILDERS,JOSH",,,"ASSIST  by CHILDERS,JOSH",2
06:52,"GOOD 3PTR by KRUEGER,JORDAN",68 (+7),,61,,Berry 68-61 (-7),,"GOOD 3PTR by KRUEGER,JORDAN",2
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",2
06:39,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",2
06:39,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",2
06:39,"SUB IN by CRAFT,JAKE",,,,,,,"SUB IN by CRAFT,JAKE",2
06:31,"TURNOVER  by KRUEGER,JORDAN",,,,,,,"TURNOVER  by KRUEGER,JORDAN",2
06:17,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,"REBOUND DEF by MCEWEN,DEVAN",,,,,,,"REBOUND DEF by MCEWEN,DEVAN",2
05:45,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",2
--,,,,,"REBOUND DEF by TOULIATOS,LUKE",,,"REBOUND DEF by TOULIATOS,LUKE",2
05:25,,68 (+5),,63,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",BSC 68-63 (-5),,"GOOD LAYUP by TOULIATOS,LUKE(in the paint)",2
05:10,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by GLOVER,CAMERON",,,"REBOUND DEF by GLOVER,CAMERON",2
04:59,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",2
04:59,,68 (+4),,64,"GOOD FT by TOULIATOS,LUKE",BSC 68-64 (-4),,"GOOD FT by TOULIATOS,LUKE",2
04:59,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
04:59,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
04:59,,68 (+3),,65,"GOOD FT by TOULIATOS,LUKE",BSC 68-65 (-3),,"GOOD FT by TOULIATOS,LUKE",2
04:55,"TURNOVER  by RUSCIANO,ROBBIE",,,,,,,"TURNOVER  by RUSCIANO,ROBBIE",2
04:55,,,,,"STEAL  by TOULIATOS,LUKE",,,"STEAL  by TOULIATOS,LUKE",2
04:50,,68 (+1),,67,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",BSC 68-67 (-1),,"GOOD LAYUP by WILLIAMS,JU'QUAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by TOULIATOS,LUKE",,,"ASSIST  by TOULIATOS,LUKE",2
04:30,"GOOD LAYUP by MCEWEN,DEVAN(in the paint)",70 (+3),,67,,Berry 70-67 (-3),,"GOOD LAYUP by MCEWEN,DEVAN(in the paint)",2
04:22,"FOUL  by KRUEGER,JORDAN",,,,,,,"FOUL  by KRUEGER,JORDAN",2
04:22,,70 (+2),,68,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",BSC 70-68 (-2),,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",2
04:22,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
04:22,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
04:22,,70 (+1),,69,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",BSC 70-69 (-1),,"GOOD FT by GARRIDO,BRANDAN(fastbreak)",2
04:06,"GOOD 3PTR by JOHNSON,MICHAEL",73 (+4),,69,,Berry 73-69 (-4),,"GOOD 3PTR by JOHNSON,MICHAEL",2
03:54,,,,,"TURNOVER  by TOULIATOS,LUKE",,,"TURNOVER  by TOULIATOS,LUKE",2
03:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:54,,,,,"SUB OUT by GARRIDO,BRANDAN",,,"SUB OUT by GARRIDO,BRANDAN",2
03:54,,,,,"SUB IN by FITZGERALD,PAUL",,,"SUB IN by FITZGERALD,PAUL",2
03:38,"MISS 3PTR by CRAFT,JAKE",,,,,,,"MISS 3PTR by CRAFT,JAKE",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
03:21,,73 (+2),,71,"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",BSC 73-71 (-2),,"GOOD LAYUP by FITZGERALD,PAUL(in the paint)",2
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",2
03:04,"TURNOVER  by CRAFT,JAKE",,,,,,,"TURNOVER  by CRAFT,JAKE",2
02:47,,73,,73,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",BSC 73-73 (0),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",2
02:29,"MISS 3PTR by MCEWEN,DEVAN",,,,,,,"MISS 3PTR by MCEWEN,DEVAN",2
--,,,,,"REBOUND DEF by WILLIAMS,JU'QUAN",,,"REBOUND DEF by WILLIAMS,JU'QUAN",2
02:06,,,,,"TURNOVER  by GLOVER,CAMERON",,,"TURNOVER  by GLOVER,CAMERON",2
02:06,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:06,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
01:45,,,,,"FOUL  by FITZGERALD,PAUL",,,"FOUL  by FITZGERALD,PAUL",2
01:45,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:45,,,,,"SUB OUT by WILLIAMS,JU'QUAN",,,"SUB OUT by WILLIAMS,JU'QUAN",2
01:45,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
01:45,"SUB OUT by CRAFT,JAKE",,,,,,,"SUB OUT by CRAFT,JAKE",2
01:45,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",2
01:45,"MISS FT by ELLIS,CHASE",,,,,,,"MISS FT by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by FITZGERALD,PAUL",,,"REBOUND DEF by FITZGERALD,PAUL",2
01:33,,,,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",,,"MISS LAYUP by TOULIATOS,LUKE(in the paint)",2
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",2
01:28,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:24,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND DEF by MCEWEN,DEVAN",,,,,,,"REBOUND DEF by MCEWEN,DEVAN",2
01:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:17,,,,,"SUB OUT by TOULIATOS,LUKE",,,"SUB OUT by TOULIATOS,LUKE",2
01:17,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
01:17,,,,,"SUB IN by GARRIDO,BRANDAN",,,"SUB IN by GARRIDO,BRANDAN",2
01:17,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
