Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Lips,Game Score,Team Indicator,Play,Period
03:55,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:55,,,,,"SUB OUT by JOHNSON,KJ",,,"SUB OUT by JOHNSON,KJ",1
03:55,,,,,"SUB IN by OGNACEVIC,JACOB",,,"SUB IN by OGNACEVIC,JACOB",1
03:35,,,,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
03:33,,,,,"SUB OUT by PRUITT,WILL",,,"SUB OUT by PRUITT,WILL",1
03:33,,,,,"SUB IN by CLARK,QUINCY",,,"SUB IN by CLARK,QUINCY",1
03:19,"GOOD JUMPER by GLOVER,CAMERON",40,,41 (+1),,BSC 40-41 (-1),,"GOOD JUMPER by GLOVER,CAMERON",1
02:59,,40,,43 (+3),"GOOD JUMPER by OGNACEVIC,JACOB",Lips 40-43 (-3),,"GOOD JUMPER by OGNACEVIC,JACOB",1
02:59,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",1
02:59,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",1
02:59,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",1
02:59,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",1
02:59,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
02:59,,40,,44 (+4),"GOOD FT by OGNACEVIC,JACOB",Lips 40-44 (-4),,"GOOD FT by OGNACEVIC,JACOB",1
02:50,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",1
--,,,,,"REBOUND DEF by MURR,TOMMY",,,"REBOUND DEF by MURR,TOMMY",1
02:46,,,,,"TURNOVER  by OGNACEVIC,JACOB",,,"TURNOVER  by OGNACEVIC,JACOB",1
02:30,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",42,,44 (+2),,BSC 42-44 (-2),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",1
--,"ASSIST  by SIGLER,EVAN",,,,,,,"ASSIST  by SIGLER,EVAN",1
02:13,"FOUL  by TOULIATOS,LUKE",,,,,,,"FOUL  by TOULIATOS,LUKE",1
02:13,,42,,45 (+3),"GOOD FT by OGNACEVIC,JACOB",Lips 42-45 (-3),,"GOOD FT by OGNACEVIC,JACOB",1
02:13,,42,,46 (+4),"GOOD FT by OGNACEVIC,JACOB",Lips 42-46 (-4),,"GOOD FT by OGNACEVIC,JACOB",1
01:47,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",1
01:47,,,,,"STEAL  by ASADULLAH,AHSAN",,,"STEAL  by ASADULLAH,AHSAN",1
01:40,,,,,"MISS LAYUP by CLARK,QUINCY(in the paint)",,,"MISS LAYUP by CLARK,QUINCY(in the paint)",1
--,,,,,"REBOUND OFF by JONES,GREG",,,"REBOUND OFF by JONES,GREG",1
01:33,,42,,48 (+6),"GOOD LAYUP by JONES,GREG(in the paint)",Lips 42-48 (-6),,"GOOD LAYUP by JONES,GREG(in the paint)",1
01:14,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",1
01:14,,,,,"BLOCK  by ASADULLAH,AHSAN",,,"BLOCK  by ASADULLAH,AHSAN",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
01:06,"GOOD 3PTR by GLOVER,CAMERON",45,,48 (+3),,BSC 45-48 (-3),,"GOOD 3PTR by GLOVER,CAMERON",1
00:44,,,,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:34,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",47,,48 (+1),,BSC 47-48 (-1),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",1
00:34,,,,,"FOUL  by JONES,GREG",,,"FOUL  by JONES,GREG",1
00:34,,,,,"SUB OUT by JONES,GREG",,,"SUB OUT by JONES,GREG",1
00:34,,,,,"SUB OUT by CLARK,QUINCY",,,"SUB OUT by CLARK,QUINCY",1
00:34,,,,,"SUB IN by JOHNSON,KJ",,,"SUB IN by JOHNSON,KJ",1
00:34,,,,,"SUB IN by PRUITT,WILL",,,"SUB IN by PRUITT,WILL",1
00:34,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",1
00:34,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",1
00:34,"GOOD FT by STEWART,CHRISTIAN",48,,48,,BSC 48-48 (0),,"GOOD FT by STEWART,CHRISTIAN",1
00:34,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
00:34,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
00:26,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",1
00:26,,48,,49 (+1),"GOOD FT by PRUITT,WILL",Lips 48-49 (-1),,"GOOD FT by PRUITT,WILL",1
00:26,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",1
00:26,,,,,"SUB IN by CLARK,QUINCY",,,"SUB IN by CLARK,QUINCY",1
00:26,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
00:26,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
00:26,,48,,50 (+2),"GOOD FT by PRUITT,WILL",Lips 48-50 (-2),,"GOOD FT by PRUITT,WILL",1
00:26,,,,,"FOUL  by OGNACEVIC,JACOB",,,"FOUL  by OGNACEVIC,JACOB",1
00:26,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",49,,50 (+1),,BSC 49-50 (-1),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",1
00:26,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",50,,50,,BSC 50-50 (0),,"GOOD FT by STEWART,CHRISTIAN(fastbreak)",1
00:26,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
00:26,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
00:01,,,,,"MISS 3PTR by MURR,TOMMY",,,"MISS 3PTR by MURR,TOMMY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by CLARK,QUINCY",,,"SUB OUT by CLARK,QUINCY",2
20:00,,,,,"SUB OUT by MURR,TOMMY",,,"SUB OUT by MURR,TOMMY",2
20:00,,,,,"SUB OUT by OGNACEVIC,JACOB",,,"SUB OUT by OGNACEVIC,JACOB",2
20:00,,,,,"SUB IN by JONES,GREG",,,"SUB IN by JONES,GREG",2
20:00,,,,,"SUB IN by HAZEN,PARKER",,,"SUB IN by HAZEN,PARKER",2
20:00,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
20:00,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
20:00,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
20:00,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
20:00,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
19:48,,,,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"REBOUND OFF by HAZEN,PARKER",,,"REBOUND OFF by HAZEN,PARKER",2
19:44,,50,,52 (+2),"GOOD LAYUP by HAZEN,PARKER(in the paint)",Lips 50-52 (-2),,"GOOD LAYUP by HAZEN,PARKER(in the paint)",2
19:32,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",52,,52,,BSC 52-52 (0),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
19:13,,,,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
18:55,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
18:55,,,,,"STEAL  by ASADULLAH,AHSAN",,,"STEAL  by ASADULLAH,AHSAN",2
18:50,,52,,55 (+3),"GOOD 3PTR by JONES,GREG(fastbreak)",Lips 52-55 (-3),,"GOOD 3PTR by JONES,GREG(fastbreak)",2
--,,,,,"ASSIST  by JOHNSON,KJ",,,"ASSIST  by JOHNSON,KJ",2
18:37,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
18:29,,52,,57 (+5),"GOOD LAYUP by JOHNSON,KJ(fastbreak)(in the paint)",Lips 52-57 (-5),,"GOOD LAYUP by JOHNSON,KJ(fastbreak)(in the paint)",2
18:13,"MISS JUMPER by GILLISPIE,JAY",,,,,,,"MISS JUMPER by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
18:02,,,,,"MISS 3PTR by PRUITT,WILL",,,"MISS 3PTR by PRUITT,WILL",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
17:54,,,,,"FOUL  by ASADULLAH,AHSAN",,,"FOUL  by ASADULLAH,AHSAN",2
17:54,"MISS FT by STEWART,CHRISTIAN(fastbreak)",,,,,,,"MISS FT by STEWART,CHRISTIAN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:54,"MISS FT by STEWART,CHRISTIAN(fastbreak)",,,,,,,"MISS FT by STEWART,CHRISTIAN(fastbreak)",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
17:43,,,,,"MISS JUMPER by JOHNSON,KJ(in the paint)",,,"MISS JUMPER by JOHNSON,KJ(in the paint)",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
17:31,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS JUMPER by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",2
17:27,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",54,,57 (+3),,BSC 54-57 (-3),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
17:16,,,,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",,,"MISS JUMPER by ASADULLAH,AHSAN(in the paint)",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:53,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND OFF by GLOVER,CAMERON",,,,,,,"REBOUND OFF by GLOVER,CAMERON",2
16:47,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:47,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
16:47,,,,,"SUB IN by OGNACEVIC,JACOB",,,"SUB IN by OGNACEVIC,JACOB",2
16:37,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",56,,57 (+1),,BSC 56-57 (-1),,"GOOD JUMPER by GILLISPIE,JAY(in the paint)",2
16:37,,,,,"FOUL  by HAZEN,PARKER",,,"FOUL  by HAZEN,PARKER",2
16:37,"GOOD FT by GILLISPIE,JAY",57,,57,,BSC 57-57 (0),,"GOOD FT by GILLISPIE,JAY",2
16:23,,,,,"MISS 3PTR by JONES,GREG",,,"MISS 3PTR by JONES,GREG",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
15:55,"GOOD JUMPER by FITZGERALD,PAUL(in the paint)",59 (+2),,57,,BSC 59-57 (+2),,"GOOD JUMPER by FITZGERALD,PAUL(in the paint)",2
15:31,,,,,"MISS JUMPER by OGNACEVIC,JACOB(in the paint)",,,"MISS JUMPER by OGNACEVIC,JACOB(in the paint)",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
15:18,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",61 (+4),,57,,BSC 61-57 (+4),,"GOOD JUMPER by GLOVER,CAMERON(in the paint)",2
15:00,,,,,"MISS 3PTR by JONES,GREG",,,"MISS 3PTR by JONES,GREG",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
14:46,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN(in the paint)",2
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",2
14:43,"GOOD LAYUP by SIGLER,EVAN(in the paint)",63 (+6),,57,,BSC 63-57 (+6),,"GOOD LAYUP by SIGLER,EVAN(in the paint)",2
14:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
14:42,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
14:42,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
14:42,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
14:42,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
14:42,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
14:42,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
14:42,"SUB IN by GARRIDO,BRANDAN",,,,,,,"SUB IN by GARRIDO,BRANDAN",2
14:42,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
14:42,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
14:42,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
14:29,,,,,"MISS JUMPER by JOHNSON,KJ(in the paint)",,,"MISS JUMPER by JOHNSON,KJ(in the paint)",2
--,"REBOUND DEF by GARRIDO,BRANDAN",,,,,,,"REBOUND DEF by GARRIDO,BRANDAN",2
14:08,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",65 (+8),,57,,BSC 65-57 (+8),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
14:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:46,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
13:46,,65 (+7),,58,"GOOD FT by OGNACEVIC,JACOB",Lips 65-58 (+7),,"GOOD FT by OGNACEVIC,JACOB",2
13:46,,,,,"SUB OUT by JOHNSON,KJ",,,"SUB OUT by JOHNSON,KJ",2
13:46,,,,,"SUB OUT by PRUITT,WILL",,,"SUB OUT by PRUITT,WILL",2
13:46,,,,,"SUB OUT by HAZEN,PARKER",,,"SUB OUT by HAZEN,PARKER",2
13:46,,,,,"SUB IN by CLARK,QUINCY",,,"SUB IN by CLARK,QUINCY",2
13:46,,,,,"SUB IN by MURR,TOMMY",,,"SUB IN by MURR,TOMMY",2
13:46,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
13:46,,65 (+6),,59,"GOOD FT by OGNACEVIC,JACOB",Lips 65-59 (+6),,"GOOD FT by OGNACEVIC,JACOB",2
13:33,"GOOD 3PTR by TOULIATOS,LUKE",68 (+9),,59,,BSC 68-59 (+9),,"GOOD 3PTR by TOULIATOS,LUKE",2
--,"ASSIST  by CHILDERS,JOSH",,,,,,,"ASSIST  by CHILDERS,JOSH",2
13:15,,68 (+7),,61,"GOOD JUMPER by CLARK,QUINCY(in the paint)",Lips 68-61 (+7),,"GOOD JUMPER by CLARK,QUINCY(in the paint)",2
13:09,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
13:09,,,,,"STEAL  by ASADULLAH,AHSAN",,,"STEAL  by ASADULLAH,AHSAN",2
13:04,,,,,"MISS LAYUP by OGNACEVIC,JACOB(in the paint)",,,"MISS LAYUP by OGNACEVIC,JACOB(in the paint)",2
--,,,,,"REBOUND OFF by OGNACEVIC,JACOB",,,"REBOUND OFF by OGNACEVIC,JACOB",2
13:04,,68 (+5),,63,"GOOD LAYUP by OGNACEVIC,JACOB(in the paint)",Lips 68-63 (+5),,"GOOD LAYUP by OGNACEVIC,JACOB(in the paint)",2
13:04,"FOUL  by GARRIDO,BRANDAN",,,,,,,"FOUL  by GARRIDO,BRANDAN",2
13:04,,68 (+4),,64,"GOOD FT by OGNACEVIC,JACOB",Lips 68-64 (+4),,"GOOD FT by OGNACEVIC,JACOB",2
12:50,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by OGNACEVIC,JACOB",,,"REBOUND DEF by OGNACEVIC,JACOB",2
12:48,"FOUL  by TOULIATOS,LUKE",,,,,,,"FOUL  by TOULIATOS,LUKE",2
12:48,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
12:32,,,,,"MISS 3PTR by JONES,GREG",,,"MISS 3PTR by JONES,GREG",2
--,"REBOUND DEF by CHILDERS,JOSH",,,,,,,"REBOUND DEF by CHILDERS,JOSH",2
12:12,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",,,,,,,"MISS LAYUP by GARRIDO,BRANDAN(in the paint)",2
12:12,,,,,"BLOCK  by ASADULLAH,AHSAN",,,"BLOCK  by ASADULLAH,AHSAN",2
--,"REBOUND OFF by GARRIDO,BRANDAN",,,,,,,"REBOUND OFF by GARRIDO,BRANDAN",2
12:05,"TURNOVER  by GARRIDO,BRANDAN",,,,,,,"TURNOVER  by GARRIDO,BRANDAN",2
12:05,,,,,"STEAL  by JONES,GREG",,,"STEAL  by JONES,GREG",2
12:05,,68 (+2),,66,"GOOD LAYUP by JONES,GREG(fastbreak)(in the paint)",Lips 68-66 (+2),,"GOOD LAYUP by JONES,GREG(fastbreak)(in the paint)",2
12:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
12:03,,,,,"SUB OUT by JONES,GREG",,,"SUB OUT by JONES,GREG",2
12:03,,,,,"SUB IN by SHULMAN,TANNER",,,"SUB IN by SHULMAN,TANNER",2
12:03,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
12:03,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
12:03,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
12:03,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
12:03,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
12:03,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
12:03,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
12:03,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
12:03,"SUB IN by SPENCE,SAM",,,,,,,"SUB IN by SPENCE,SAM",2
12:03,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
11:46,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
11:32,,68,,68,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",Lips 68-68 (0),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
11:15,,,,,"FOUL  by CLARK,QUINCY",,,"FOUL  by CLARK,QUINCY",2
11:09,"TURNOVER  by JACKSON,MARTISE",,,,,,,"TURNOVER  by JACKSON,MARTISE",2
11:09,,,,,"STEAL  by MURR,TOMMY",,,"STEAL  by MURR,TOMMY",2
11:03,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
11:03,,68,,69 (+1),"GOOD FT by MURR,TOMMY(fastbreak)",Lips 68-69 (-1),,"GOOD FT by MURR,TOMMY(fastbreak)",2
11:03,,68,,70 (+2),"GOOD FT by MURR,TOMMY(fastbreak)",Lips 68-70 (-2),,"GOOD FT by MURR,TOMMY(fastbreak)",2
10:50,"MISS 3PTR by GLOVER,COLIN",,,,,,,"MISS 3PTR by GLOVER,COLIN",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
10:36,,,,,"MISS JUMPER by OGNACEVIC,JACOB(in the paint)",,,"MISS JUMPER by OGNACEVIC,JACOB(in the paint)",2
--,,,,,"REBOUND OFF by MURR,TOMMY",,,"REBOUND OFF by MURR,TOMMY",2
10:32,,68,,73 (+5),"GOOD 3PTR by MURR,TOMMY",Lips 68-73 (-5),,"GOOD 3PTR by MURR,TOMMY",2
10:19,"TURNOVER  by WILLIAMS,JU'QUAN",,,,,,,"TURNOVER  by WILLIAMS,JU'QUAN",2
10:19,,,,,"STEAL  by MURR,TOMMY",,,"STEAL  by MURR,TOMMY",2
10:19,"FOUL  by WILLIAMS,JU'QUAN",,,,,,,"FOUL  by WILLIAMS,JU'QUAN",2
10:19,,68,,74 (+6),"GOOD FT by MURR,TOMMY(fastbreak)",Lips 68-74 (-6),,"GOOD FT by MURR,TOMMY(fastbreak)",2
10:19,,68,,75 (+7),"GOOD FT by MURR,TOMMY(fastbreak)",Lips 68-75 (-7),,"GOOD FT by MURR,TOMMY(fastbreak)",2
10:19,,,,,"FOUL TECH by CLARK,QUINCY",,,"FOUL TECH by CLARK,QUINCY",2
10:19,,,,,"TURNOVER  by CLARK,QUINCY",,,"TURNOVER  by CLARK,QUINCY",2
10:19,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
10:19,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",2
10:19,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
10:19,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
10:19,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
10:19,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
10:19,"GOOD FT by GLOVER,CAMERON",69,,75 (+6),,BSC 69-75 (-6),,"GOOD FT by GLOVER,CAMERON",2
10:19,"GOOD FT by GLOVER,CAMERON",70,,75 (+5),,BSC 70-75 (-5),,"GOOD FT by GLOVER,CAMERON",2
10:08,"MISS JUMPER by GILLISPIE,JAY(in the paint)",,,,,,,"MISS JUMPER by GILLISPIE,JAY(in the paint)",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
10:03,,70,,77 (+7),"GOOD DUNK by OGNACEVIC,JACOB(fastbreak)(in the paint)",Lips 70-77 (-7),,"GOOD DUNK by OGNACEVIC,JACOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ASADULLAH,AHSAN",,,"ASSIST  by ASADULLAH,AHSAN",2
09:38,"MISS JUMPER by GLOVER,CAMERON(in the paint)",,,,,,,"MISS JUMPER by GLOVER,CAMERON(in the paint)",2
--,"REBOUND OFF by WILLIAMS,JU'QUAN",,,,,,,"REBOUND OFF by WILLIAMS,JU'QUAN",2
09:32,"GOOD JUMPER by WILLIAMS,JU'QUAN",72,,77 (+5),,BSC 72-77 (-5),,"GOOD JUMPER by WILLIAMS,JU'QUAN",2
09:12,,,,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",,,"MISS LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"REBOUND OFF by ASADULLAH,AHSAN",,,"REBOUND OFF by ASADULLAH,AHSAN",2
09:09,,72,,79 (+7),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",Lips 72-79 (-7),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
08:53,"GOOD LAYUP by WILLIAMS,JU'QUAN(in the paint)",74,,79 (+5),,BSC 74-79 (-5),,"GOOD LAYUP by WILLIAMS,JU'QUAN(in the paint)",2
08:37,,,,,"TURNOVER  by MURR,TOMMY",,,"TURNOVER  by MURR,TOMMY",2
08:16,,,,,"FOUL  by MURR,TOMMY",,,"FOUL  by MURR,TOMMY",2
08:16,"GOOD FT by GILLISPIE,JAY",75,,79 (+4),,BSC 75-79 (-4),,"GOOD FT by GILLISPIE,JAY",2
08:16,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by CLARK,QUINCY",,,"REBOUND DEF by CLARK,QUINCY",2
08:01,,75,,82 (+7),"GOOD 3PTR by ASADULLAH,AHSAN",Lips 75-82 (-7),,"GOOD 3PTR by ASADULLAH,AHSAN",2
--,,,,,"ASSIST  by CLARK,QUINCY",,,"ASSIST  by CLARK,QUINCY",2
07:45,,,,,"FOUL  by ASADULLAH,AHSAN",,,"FOUL  by ASADULLAH,AHSAN",2
07:44,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:44,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
07:44,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
07:44,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
07:44,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
