Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,TREVECCA,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",2
17:24,,,,,"MISS JUMPER by ROGERS,CHRIS",,,"MISS JUMPER by ROGERS,CHRIS",2
17:24,"BLOCK  by FITZGERALD,PAUL",,,,,,,"BLOCK  by FITZGERALD,PAUL",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
17:20,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",2
17:04,,,,,"MISS 3PTR by THARPE,JAYLON",,,"MISS 3PTR by THARPE,JAYLON",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
16:58,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
16:58,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
16:58,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
16:58,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
16:58,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
16:58,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
16:58,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
16:55,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
16:55,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
16:55,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
16:53,,,,,"MISS 3PTR by PRICE,JOSH",,,"MISS 3PTR by PRICE,JOSH",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:52,,,,,"FOUL  by NEWTON,BRENDAN",,,"FOUL  by NEWTON,BRENDAN",2
16:45,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",2
16:29,,,,,"MISS JUMPER by PRICE,JOSH",,,"MISS JUMPER by PRICE,JOSH",2
16:29,"BLOCK  by STEWART,CHRISTIAN",,,,,,,"BLOCK  by STEWART,CHRISTIAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:27,,,,,"MISS JUMPER by PENHA,CJ",,,"MISS JUMPER by PENHA,CJ",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
16:14,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",2
15:55,,,,,"TURNOVER  by PENHA,CJ",,,"TURNOVER  by PENHA,CJ",2
15:54,"STEAL  by STEPHENS,TROY",,,,,,,"STEAL  by STEPHENS,TROY",2
15:52,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",46 (+1),,45,,BIRMINGH 46-45 (+1),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",2
15:49,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:49,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
15:49,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
15:49,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
15:49,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
15:49,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
15:49,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
15:49,,,,,"SUB IN by WILLIAMS,MIGUEL",,,"SUB IN by WILLIAMS,MIGUEL",2
15:49,,,,,"SUB IN by TERRY,CALEB",,,"SUB IN by TERRY,CALEB",2
15:49,,,,,"SUB OUT by PENHA,CJ",,,"SUB OUT by PENHA,CJ",2
15:49,,,,,"SUB OUT by NEWTON,BRENDAN",,,"SUB OUT by NEWTON,BRENDAN",2
15:33,,46,,47 (+1),"GOOD JUMPER by TERRY,CALEB(in the paint)",TREVECCA 46-47 (-1),,"GOOD JUMPER by TERRY,CALEB(in the paint)",2
15:17,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by TERRY,CALEB",,,"REBOUND DEF by TERRY,CALEB",2
15:13,"FOUL  by TOULIATOS,LUKE",,,,,,,"FOUL  by TOULIATOS,LUKE",2
15:13,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
15:13,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",2
15:02,,,,,"MISS LAYUP by NEWTON,BRENDAN",,,"MISS LAYUP by NEWTON,BRENDAN",2
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",2
14:54,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
14:44,,46,,49 (+3),"GOOD LAYUP by WILLIAMS,MIGUEL(fastbreak)(in the paint)",TREVECCA 46-49 (-3),,"GOOD LAYUP by WILLIAMS,MIGUEL(fastbreak)(in the paint)",2
--,"REBOUND OFF by SIGLER,EVAN",,,,,,,"REBOUND OFF by SIGLER,EVAN",2
14:26,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",2
14:05,,46,,52 (+6),"GOOD 3PTR by PRICE,JOSH",TREVECCA 46-52 (-6),,"GOOD 3PTR by PRICE,JOSH",2
--,,,,,"ASSIST  by WILLIAMS,MIGUEL",,,"ASSIST  by WILLIAMS,MIGUEL",2
14:03,,,,,"SUB IN by PENHA,CJ",,,"SUB IN by PENHA,CJ",2
14:03,,,,,"SUB OUT by ROGERS,CHRIS",,,"SUB OUT by ROGERS,CHRIS",2
13:43,"GOOD 3PTR by STEPHENS,TROY",49,,52 (+3),,BIRMINGH 49-52 (-3),,"GOOD 3PTR by STEPHENS,TROY",2
--,"ASSIST  by GILLISPIE,JAY",,,,,,,"ASSIST  by GILLISPIE,JAY",2
13:31,,49,,54 (+5),"GOOD LAYUP by TERRY,CALEB(in the paint)",TREVECCA 49-54 (-5),,"GOOD LAYUP by TERRY,CALEB(in the paint)",2
--,,,,,"ASSIST  by ZAPP,BRADEN",,,"ASSIST  by ZAPP,BRADEN",2
13:31,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
13:31,,,,,"MISS FT by TERRY,CALEB",,,"MISS FT by TERRY,CALEB",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
13:08,"MISS JUMPER by GLOVER,CAMERON",,,,,,,"MISS JUMPER by GLOVER,CAMERON",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
13:04,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
13:04,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
12:58,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
12:58,,,,,"TURNOVER  by PENHA,CJ",,,"TURNOVER  by PENHA,CJ",2
12:58,"STEAL  by WILLIAMS,JU'QUAN",,,,,,,"STEAL  by WILLIAMS,JU'QUAN",2
12:58,"TURNOVER  by WILLIAMS,JU'QUAN",,,,,,,"TURNOVER  by WILLIAMS,JU'QUAN",2
12:58,,,,,"STEAL  by PENHA,CJ",,,"STEAL  by PENHA,CJ",2
12:58,,49,,56 (+7),"GOOD DUNK by TERRY,CALEB(fastbreak)(in the paint)",TREVECCA 49-56 (-7),,"GOOD DUNK by TERRY,CALEB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by PENHA,CJ",,,"ASSIST  by PENHA,CJ",2
12:30,"MISS JUMPER by STEPHENS,TROY",,,,,,,"MISS JUMPER by STEPHENS,TROY",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
12:27,,,,,"FOUL  by WILLIAMS,MIGUEL",,,"FOUL  by WILLIAMS,MIGUEL",2
12:27,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
12:27,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
12:27,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
12:27,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
12:27,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
12:27,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
12:23,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
12:23,,,,,"BLOCK  by TERRY,CALEB",,,"BLOCK  by TERRY,CALEB",2
--,,,,,"REBOUND DEF by PENHA,CJ",,,"REBOUND DEF by PENHA,CJ",2
12:07,,,,,"MISS JUMPER by PENHA,CJ",,,"MISS JUMPER by PENHA,CJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
11:59,,49,,58 (+9),"GOOD LAYUP by TERRY,CALEB(in the paint)",TREVECCA 49-58 (-9),,"GOOD LAYUP by TERRY,CALEB(in the paint)",2
11:42,"MISS 3PTR by WILLIAMS,JU'QUAN",,,,,,,"MISS 3PTR by WILLIAMS,JU'QUAN",2
--,,,,,"REBOUND DEF by WILLIAMS,MIGUEL",,,"REBOUND DEF by WILLIAMS,MIGUEL",2
11:06,,49,,60 (+11),"GOOD JUMPER by WILLIAMS,MIGUEL",TREVECCA 49-60 (-11),,"GOOD JUMPER by WILLIAMS,MIGUEL",2
11:04,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",2
10:58,,49,,62 (+13),"GOOD LAYUP by WILLIAMS,MIGUEL(in the paint)",TREVECCA 49-62 (-13),,"GOOD LAYUP by WILLIAMS,MIGUEL(in the paint)",2
10:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:54,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
10:54,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
10:54,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",2
10:54,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
10:54,,,,,"SUB IN by ZAPP,BRADEN",,,"SUB IN by ZAPP,BRADEN",2
10:54,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",2
10:43,"GOOD 3PTR by JACKSON,MARTISE",52,,62 (+10),,BIRMINGH 52-62 (-10),,"GOOD 3PTR by JACKSON,MARTISE",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
10:22,,,,,"MISS JUMPER by PENHA,CJ",,,"MISS JUMPER by PENHA,CJ",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
10:18,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",2
10:15,,,,,"STEAL  by WILLIAMS,MIGUEL",,,"STEAL  by WILLIAMS,MIGUEL",2
10:14,,,,,"MISS LAYUP by PENHA,CJ",,,"MISS LAYUP by PENHA,CJ",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:12,,,,,"SUB IN by NEWTON,BRENDAN",,,"SUB IN by NEWTON,BRENDAN",2
10:12,,,,,"SUB OUT by WILLIAMS,MIGUEL",,,"SUB OUT by WILLIAMS,MIGUEL",2
09:53,,,,,"MISS 3PTR by WILLIAMS,MIGUEL",,,"MISS 3PTR by WILLIAMS,MIGUEL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
09:26,,,,,"BLOCK  by NEWTON,BRENDAN",,,"BLOCK  by NEWTON,BRENDAN",2
09:26,"MISS LAYUP by STEWART,CHRISTIAN",,,,,,,"MISS LAYUP by STEWART,CHRISTIAN",2
09:21,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
09:21,,,,,"SUB IN by ROGERS,CHRIS",,,"SUB IN by ROGERS,CHRIS",2
09:21,,,,,"SUB OUT by ZAPP,BRADEN",,,"SUB OUT by ZAPP,BRADEN",2
09:10,,,,,"MISS 3PTR by PRICE,JOSH",,,"MISS 3PTR by PRICE,JOSH",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
08:54,"FOUL  by SIGLER,EVAN",,,,,,,"FOUL  by SIGLER,EVAN",2
08:54,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",2
08:36,"FOUL  by STEWART,CHRISTIAN",,,,,,,"FOUL  by STEWART,CHRISTIAN",2
08:36,,,,,"MISS FT by NEWTON,BRENDAN",,,"MISS FT by NEWTON,BRENDAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:36,,,,,"MISS FT by NEWTON,BRENDAN",,,"MISS FT by NEWTON,BRENDAN",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
08:23,,,,,"FOUL  by NEWTON,BRENDAN",,,"FOUL  by NEWTON,BRENDAN",2
08:19,,,,,"FOUL  by ROGERS,CHRIS",,,"FOUL  by ROGERS,CHRIS",2
08:18,"TURNOVER  by GLOVER,CAMERON",,,,,,,"TURNOVER  by GLOVER,CAMERON",2
08:07,"FOUL  by GILLISPIE,JAY",,,,,,,"FOUL  by GILLISPIE,JAY",2
08:07,,52,,63 (+11),"GOOD FT by PENHA,CJ",TREVECCA 52-63 (-11),,"GOOD FT by PENHA,CJ",2
08:07,,52,,64 (+12),"GOOD FT by PENHA,CJ",TREVECCA 52-64 (-12),,"GOOD FT by PENHA,CJ",2
08:07,,,,,"MISS FT by PENHA,CJ",,,"MISS FT by PENHA,CJ",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
07:58,"MISS 3PTR by STEWART,CHRISTIAN",,,,,,,"MISS 3PTR by STEWART,CHRISTIAN",2
--,,,,,"REBOUND DEF by THARPE,JAYLON",,,"REBOUND DEF by THARPE,JAYLON",2
07:38,,,,,"MISS JUMPER by PENHA,CJ",,,"MISS JUMPER by PENHA,CJ",2
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",2
07:30,,,,,"FOUL  by PRICE,JOSH",,,"FOUL  by PRICE,JOSH",2
07:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:30,"GOOD FT by GILLISPIE,JAY",53,,64 (+11),,BIRMINGH 53-64 (-11),,"GOOD FT by GILLISPIE,JAY",2
07:30,"GOOD FT by GILLISPIE,JAY",54,,64 (+10),,BIRMINGH 54-64 (-10),,"GOOD FT by GILLISPIE,JAY",2
07:30,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
07:30,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
07:30,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
07:30,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
07:30,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
07:30,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
07:30,,,,,"SUB IN by TERRY,CALEB",,,"SUB IN by TERRY,CALEB",2
07:30,,,,,"SUB IN by WILLIAMS,MIGUEL",,,"SUB IN by WILLIAMS,MIGUEL",2
07:30,,,,,"SUB OUT by PENHA,CJ",,,"SUB OUT by PENHA,CJ",2
07:30,,,,,"SUB OUT by NEWTON,BRENDAN",,,"SUB OUT by NEWTON,BRENDAN",2
07:24,,,,,"MISS LAYUP by WILLIAMS,MIGUEL",,,"MISS LAYUP by WILLIAMS,MIGUEL",2
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",2
07:13,"MISS 3PTR by TOULIATOS,LUKE",,,,,,,"MISS 3PTR by TOULIATOS,LUKE",2
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",2
06:52,,54,,67 (+13),"GOOD 3PTR by ROGERS,CHRIS",TREVECCA 54-67 (-13),,"GOOD 3PTR by ROGERS,CHRIS",2
06:29,,,,,"FOUL  by TERRY,CALEB",,,"FOUL  by TERRY,CALEB",2
06:29,"GOOD FT by STEWART,CHRISTIAN",55,,67 (+12),,BIRMINGH 55-67 (-12),,"GOOD FT by STEWART,CHRISTIAN",2
06:29,"GOOD FT by STEWART,CHRISTIAN",56,,67 (+11),,BIRMINGH 56-67 (-11),,"GOOD FT by STEWART,CHRISTIAN",2
06:29,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
06:29,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",2
06:24,,56,,69 (+13),"GOOD LAYUP by THARPE,JAYLON(fastbreak)(in the paint)",TREVECCA 56-69 (-13),,"GOOD LAYUP by THARPE,JAYLON(fastbreak)(in the paint)",2
06:07,"MISS JUMPER by TOULIATOS,LUKE",,,,,,,"MISS JUMPER by TOULIATOS,LUKE",2
--,,,,,"REBOUND DEF by PRICE,JOSH",,,"REBOUND DEF by PRICE,JOSH",2
06:01,,,,,"TURNOVER  by PRICE,JOSH",,,"TURNOVER  by PRICE,JOSH",2
06:00,"STEAL  by TOULIATOS,LUKE",,,,,,,"STEAL  by TOULIATOS,LUKE",2
05:57,,,,,"FOUL  by ROGERS,CHRIS",,,"FOUL  by ROGERS,CHRIS",2
05:57,"GOOD FT by GLOVER,CAMERON",57,,69 (+12),,BIRMINGH 57-69 (-12),,"GOOD FT by GLOVER,CAMERON",2
05:57,"MISS FT by GLOVER,CAMERON",,,,,,,"MISS FT by GLOVER,CAMERON",2
--,"REBOUND OFF by TOULIATOS,LUKE",,,,,,,"REBOUND OFF by TOULIATOS,LUKE",2
05:57,,,,,"SUB IN by PENHA,CJ",,,"SUB IN by PENHA,CJ",2
05:57,,,,,"SUB OUT by ROGERS,CHRIS",,,"SUB OUT by ROGERS,CHRIS",2
05:52,"GOOD 3PTR by WILLIAMS,JU'QUAN",60,,69 (+9),,BIRMINGH 60-69 (-9),,"GOOD 3PTR by WILLIAMS,JU'QUAN",2
--,"ASSIST  by TOULIATOS,LUKE",,,,,,,"ASSIST  by TOULIATOS,LUKE",2
05:37,,,,,"TURNOVER  by PRICE,JOSH",,,"TURNOVER  by PRICE,JOSH",2
05:36,"STEAL  by WILLIAMS,JU'QUAN",,,,,,,"STEAL  by WILLIAMS,JU'QUAN",2
05:21,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
05:20,,,,,"SUB IN by ZAPP,BRADEN",,,"SUB IN by ZAPP,BRADEN",2
05:20,,,,,"SUB OUT by TERRY,CALEB",,,"SUB OUT by TERRY,CALEB",2
05:14,,,,,"MISS 3PTR by ZAPP,BRADEN",,,"MISS 3PTR by ZAPP,BRADEN",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
05:05,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
05:05,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
05:05,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
04:56,"FOUL  by FITZGERALD,PAUL",,,,,,,"FOUL  by FITZGERALD,PAUL",2
04:56,,60,,70 (+10),"GOOD FT by PRICE,JOSH",TREVECCA 60-70 (-10),,"GOOD FT by PRICE,JOSH",2
04:56,,60,,71 (+11),"GOOD FT by PRICE,JOSH",TREVECCA 60-71 (-11),,"GOOD FT by PRICE,JOSH",2
04:47,"GOOD JUMPER by GLOVER,CAMERON",62,,71 (+9),,BIRMINGH 62-71 (-9),,"GOOD JUMPER by GLOVER,CAMERON",2
04:26,,,,,"TURNOVER  by PENHA,CJ",,,"TURNOVER  by PENHA,CJ",2
04:26,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
04:26,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
04:26,,,,,"SUB IN by ROGERS,CHRIS",,,"SUB IN by ROGERS,CHRIS",2
04:26,,,,,"SUB OUT by ZAPP,BRADEN",,,"SUB OUT by ZAPP,BRADEN",2
04:18,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",64,,71 (+7),,BIRMINGH 64-71 (-7),,"GOOD LAYUP by GLOVER,CAMERON(in the paint)",2
03:48,,64,,73 (+9),"GOOD LAYUP by PRICE,JOSH(in the paint)",TREVECCA 64-73 (-9),,"GOOD LAYUP by PRICE,JOSH(in the paint)",2
03:40,"GOOD 3PTR by WILLIAMS,JU'QUAN",67,,73 (+6),,BIRMINGH 67-73 (-6),,"GOOD 3PTR by WILLIAMS,JU'QUAN",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
03:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
03:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:33,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",2
03:33,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:11,,,,,"TURNOVER  by PENHA,CJ",,,"TURNOVER  by PENHA,CJ",2
03:07,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
03:04,,,,,"FOUL  by THARPE,JAYLON",,,"FOUL  by THARPE,JAYLON",2
03:04,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:04,"GOOD FT by GILLISPIE,JAY",68,,73 (+5),,BIRMINGH 68-73 (-5),,"GOOD FT by GILLISPIE,JAY",2
03:04,,,,,"SUB IN by NEWTON,BRENDAN",,,"SUB IN by NEWTON,BRENDAN",2
03:04,,,,,"SUB OUT by WILLIAMS,MIGUEL",,,"SUB OUT by WILLIAMS,MIGUEL",2
02:50,,68,,75 (+7),"GOOD JUMPER by ROGERS,CHRIS(in the paint)",TREVECCA 68-75 (-7),,"GOOD JUMPER by ROGERS,CHRIS(in the paint)",2
02:26,"TURNOVER  by WILLIAMS,JU'QUAN",,,,,,,"TURNOVER  by WILLIAMS,JU'QUAN",2
02:25,,,,,"STEAL  by NEWTON,BRENDAN",,,"STEAL  by NEWTON,BRENDAN",2
02:06,,,,,"MISS JUMPER by THARPE,JAYLON",,,"MISS JUMPER by THARPE,JAYLON",2
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",2
01:58,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",71,,75 (+4),,BIRMINGH 71-75 (-4),,"GOOD 3PTR by SIGLER,EVAN(fastbreak)",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
01:55,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
01:55,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
01:55,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
01:55,,,,,"SUB IN by WILLIAMS,MIGUEL",,,"SUB IN by WILLIAMS,MIGUEL",2
01:55,,,,,"SUB OUT by NEWTON,BRENDAN",,,"SUB OUT by NEWTON,BRENDAN",2
01:35,,71,,77 (+6),"GOOD JUMPER by ROGERS,CHRIS(in the paint)",TREVECCA 71-77 (-6),,"GOOD JUMPER by ROGERS,CHRIS(in the paint)",2
01:19,"GOOD 3PTR by GLOVER,CAMERON",74,,77 (+3),,BIRMINGH 74-77 (-3),,"GOOD 3PTR by GLOVER,CAMERON",2
00:39,,,,,"TURNOVER  by ROGERS,CHRIS",,,"TURNOVER  by ROGERS,CHRIS",2
00:37,"STEAL  by STEWART,CHRISTIAN",,,,,,,"STEAL  by STEWART,CHRISTIAN",2
00:36,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
00:36,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
00:25,"GOOD 3PTR by SIGLER,EVAN",77,,77,,BIRMINGH 77-77 (0),,"GOOD 3PTR by SIGLER,EVAN",2
00:23,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
00:23,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
00:08,,,,,"TURNOVER  by ROGERS,CHRIS",,,"TURNOVER  by ROGERS,CHRIS",2
00:08,"SUB IN by WILLIAMS,JU'QUAN",,,,,,,"SUB IN by WILLIAMS,JU'QUAN",2
00:08,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
00:08,,,,,"SUB IN by NEWTON,BRENDAN",,,"SUB IN by NEWTON,BRENDAN",2
00:08,,,,,"SUB OUT by ROGERS,CHRIS",,,"SUB OUT by ROGERS,CHRIS",2
00:02,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,,,,,"REBOUND DEF by NEWTON,BRENDAN",,,"REBOUND DEF by NEWTON,BRENDAN",2
