Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,TrinTX,Game Score,Team Indicator,Play,Period
06:52,,,,,"SUB OUT by ROBERTS,MASON",,,"SUB OUT by ROBERTS,MASON",2
06:52,,,,,"SUB IN by MILLHOUSE,JACOB",,,"SUB IN by MILLHOUSE,JACOB",2
06:52,,,,,"SUB IN by MATHEWS,PIERCE",,,"SUB IN by MATHEWS,PIERCE",2
06:52,,,,,"SUB IN by MARQUEZ,MICHAEL",,,"SUB IN by MARQUEZ,MICHAEL",2
06:52,"SUB OUT by WILLIAMS,JU'QUAN",,,,,,,"SUB OUT by WILLIAMS,JU'QUAN",2
06:52,"SUB OUT by GARRIDO,BRANDAN",,,,,,,"SUB OUT by GARRIDO,BRANDAN",2
06:52,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
06:52,"SUB OUT by SPENCE,SAM",,,,,,,"SUB OUT by SPENCE,SAM",2
06:52,"SUB IN by FITZGERALD,PAUL",,,,,,,"SUB IN by FITZGERALD,PAUL",2
06:52,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",2
06:52,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
06:52,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",2
06:37,"MISS 3PTR by FITZGERALD,PAUL",,,,,,,"MISS 3PTR by FITZGERALD,PAUL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:22,"GOOD 3PTR by SIGLER,EVAN",69,,89 (+20),,BSC 69-89 (-20),,"GOOD 3PTR by SIGLER,EVAN",2
--,"ASSIST  by GLOVER,CAMERON",,,,,,,"ASSIST  by GLOVER,CAMERON",2
06:15,,,,,"MISS 3PTR by LEVINE,GRIFFIN",,,"MISS 3PTR by LEVINE,GRIFFIN",2
--,"REBOUND DEF by FITZGERALD,PAUL",,,,,,,"REBOUND DEF by FITZGERALD,PAUL",2
06:06,"TURNOVER  by FITZGERALD,PAUL",,,,,,,"TURNOVER  by FITZGERALD,PAUL",2
06:06,,,,,"STEAL  by MILLHOUSE,JACOB",,,"STEAL  by MILLHOUSE,JACOB",2
05:57,,69,,91 (+22),"GOOD LAYUP by LEVINE,GRIFFIN(in the paint)",TrinTX 69-91 (-22),,"GOOD LAYUP by LEVINE,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by MILLHOUSE,JACOB",,,"ASSIST  by MILLHOUSE,JACOB",2
05:47,"MISS 3PTR by FITZGERALD,PAUL",,,,,,,"MISS 3PTR by FITZGERALD,PAUL",2
--,"REBOUND OFF by FITZGERALD,PAUL",,,,,,,"REBOUND OFF by FITZGERALD,PAUL",2
05:43,,,,,"FOUL  by MILLHOUSE,JACOB",,,"FOUL  by MILLHOUSE,JACOB",2
05:43,,,,,"SUB OUT by HANLEY,BEN",,,"SUB OUT by HANLEY,BEN",2
05:43,,,,,"SUB IN by LIPPMAN,JORDAN",,,"SUB IN by LIPPMAN,JORDAN",2
05:43,"SUB OUT by FITZGERALD,PAUL",,,,,,,"SUB OUT by FITZGERALD,PAUL",2
05:43,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
05:43,"TURNOVER  by SIGLER,EVAN",,,,,,,"TURNOVER  by SIGLER,EVAN",2
05:14,,69,,93 (+24),"GOOD JUMPER by MILLHOUSE,JACOB",TrinTX 69-93 (-24),,"GOOD JUMPER by MILLHOUSE,JACOB",2
05:06,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND DEF by LEVINE,GRIFFIN",,,"REBOUND DEF by LEVINE,GRIFFIN",2
04:59,,,,,"TURNOVER  by LEVINE,GRIFFIN",,,"TURNOVER  by LEVINE,GRIFFIN",2
04:59,"STEAL  by CHILDERS,JOSH",,,,,,,"STEAL  by CHILDERS,JOSH",2
04:52,"MISS 3PTR by JACKSON,MARTISE",,,,,,,"MISS 3PTR by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by MARQUEZ,MICHAEL",,,"REBOUND DEF by MARQUEZ,MICHAEL",2
04:41,,69,,95 (+26),"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",TrinTX 69-95 (-26),,"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",2
--,,,,,"ASSIST  by MARQUEZ,MICHAEL",,,"ASSIST  by MARQUEZ,MICHAEL",2
04:31,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",2
--,,,,,"REBOUND DEF by MATHEWS,PIERCE",,,"REBOUND DEF by MATHEWS,PIERCE",2
04:13,,69,,97 (+28),"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",TrinTX 69-97 (-28),,"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",2
--,,,,,"ASSIST  by MARQUEZ,MICHAEL",,,"ASSIST  by MARQUEZ,MICHAEL",2
04:02,"MISS 3PTR by GLOVER,CAMERON",,,,,,,"MISS 3PTR by GLOVER,CAMERON",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
03:59,,,,,"FOUL  by LIPPMAN,JORDAN",,,"FOUL  by LIPPMAN,JORDAN",2
03:59,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:59,,,,,"SUB OUT by LEVINE,GRIFFIN",,,"SUB OUT by LEVINE,GRIFFIN",2
03:59,,,,,"SUB IN by HERR,GRAYSON",,,"SUB IN by HERR,GRAYSON",2
03:59,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",2
03:59,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
03:59,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",2
03:59,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",2
03:59,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
03:59,"SUB IN by TOULIATOS,LUKE",,,,,,,"SUB IN by TOULIATOS,LUKE",2
03:59,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:59,"GOOD FT by CHILDERS,JOSH",70,,97 (+27),,BSC 70-97 (-27),,"GOOD FT by CHILDERS,JOSH",2
03:59,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
03:59,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
03:48,,70,,99 (+29),"GOOD LAYUP by MARQUEZ,MICHAEL(in the paint)",TrinTX 70-99 (-29),,"GOOD LAYUP by MARQUEZ,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by MILLHOUSE,JACOB",,,"ASSIST  by MILLHOUSE,JACOB",2
03:29,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",72,,99 (+27),,BSC 72-99 (-27),,"GOOD JUMPER by TOULIATOS,LUKE(in the paint)",2
03:11,,,,,"MISS 3PTR by MATHEWS,PIERCE",,,"MISS 3PTR by MATHEWS,PIERCE",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
03:01,,,,,"FOUL  by MARQUEZ,MICHAEL",,,"FOUL  by MARQUEZ,MICHAEL",2
03:01,,,,,"SUB OUT by MARQUEZ,MICHAEL",,,"SUB OUT by MARQUEZ,MICHAEL",2
03:01,,,,,"SUB IN by THOMPSON,NATHAN",,,"SUB IN by THOMPSON,NATHAN",2
03:01,"MISS FT by JACKSON,MARTISE",,,,,,,"MISS FT by JACKSON,MARTISE",2
--,,,,,"REBOUND DEF by MATHEWS,PIERCE",,,"REBOUND DEF by MATHEWS,PIERCE",2
02:33,,,,,"MISS 3PTR by LIPPMAN,JORDAN",,,"MISS 3PTR by LIPPMAN,JORDAN",2
--,"REBOUND DEF by TOULIATOS,LUKE",,,,,,,"REBOUND DEF by TOULIATOS,LUKE",2
02:26,"GOOD LAYUP by TOULIATOS,LUKE(fastbreak)(in the paint)",74,,99 (+25),,BSC 74-99 (-25),,"GOOD LAYUP by TOULIATOS,LUKE(fastbreak)(in the paint)",2
02:04,,74,,102 (+28),"GOOD 3PTR by MILLHOUSE,JACOB",TrinTX 74-102 (-28),,"GOOD 3PTR by MILLHOUSE,JACOB",2
--,,,,,"ASSIST  by MATHEWS,PIERCE",,,"ASSIST  by MATHEWS,PIERCE",2
01:47,"GOOD JUMPER by DAVIS,BRODY",76,,102 (+26),,BSC 76-102 (-26),,"GOOD JUMPER by DAVIS,BRODY",2
01:32,,76,,104 (+28),"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",TrinTX 76-104 (-28),,"GOOD LAYUP by LIPPMAN,JORDAN(in the paint)",2
--,,,,,"ASSIST  by MILLHOUSE,JACOB",,,"ASSIST  by MILLHOUSE,JACOB",2
01:21,"TURNOVER  by TOULIATOS,LUKE",,,,,,,"TURNOVER  by TOULIATOS,LUKE",2
01:21,,,,,"SUB OUT by MILLHOUSE,JACOB",,,"SUB OUT by MILLHOUSE,JACOB",2
01:21,,,,,"SUB OUT by MATHEWS,PIERCE",,,"SUB OUT by MATHEWS,PIERCE",2
01:21,,,,,"SUB OUT by LIPPMAN,JORDAN",,,"SUB OUT by LIPPMAN,JORDAN",2
01:21,,,,,"SUB IN by DE LA GARZA,ELIJAH",,,"SUB IN by DE LA GARZA,ELIJAH",2
01:21,,,,,"SUB IN by ALLEN,KAI",,,"SUB IN by ALLEN,KAI",2
01:21,,,,,"SUB IN by JACOBS,GRANT",,,"SUB IN by JACOBS,GRANT",2
01:21,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",2
01:21,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
01:21,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
01:21,"SUB OUT by TOULIATOS,LUKE",,,,,,,"SUB OUT by TOULIATOS,LUKE",2
01:21,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
01:21,"SUB IN by BARNETT,CHARLIE",,,,,,,"SUB IN by BARNETT,CHARLIE",2
01:21,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",2
01:21,"SUB IN by DEAN,NOLAN",,,,,,,"SUB IN by DEAN,NOLAN",2
01:21,"SUB IN by DAVIS,RANDALL",,,,,,,"SUB IN by DAVIS,RANDALL",2
01:21,"SUB IN by NIX,JAMES",,,,,,,"SUB IN by NIX,JAMES",2
01:14,,76,,106 (+30),"GOOD JUMPER by THOMPSON,NATHAN(in the paint)",TrinTX 76-106 (-30),,"GOOD JUMPER by THOMPSON,NATHAN(in the paint)",2
--,,,,,"ASSIST  by ALLEN,KAI",,,"ASSIST  by ALLEN,KAI",2
00:58,"MISS 3PTR by BARNETT,CHARLIE",,,,,,,"MISS 3PTR by BARNETT,CHARLIE",2
--,"REBOUND OFF by DAVIS,RANDALL",,,,,,,"REBOUND OFF by DAVIS,RANDALL",2
00:51,"MISS 3PTR by STEPHENS,TROY",,,,,,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND DEF by ALLEN,KAI",,,"REBOUND DEF by ALLEN,KAI",2
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:41,,,,,"SUB OUT by HERR,GRAYSON",,,"SUB OUT by HERR,GRAYSON",2
00:41,,,,,"SUB IN by ANDERSON,COLE",,,"SUB IN by ANDERSON,COLE",2
00:37,,,,,"TURNOVER  by THOMPSON,NATHAN",,,"TURNOVER  by THOMPSON,NATHAN",2
00:32,"MISS JUMPER by DEAN,NOLAN(in the paint)",,,,,,,"MISS JUMPER by DEAN,NOLAN(in the paint)",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
00:19,"FOUL  by BARNETT,CHARLIE",,,,,,,"FOUL  by BARNETT,CHARLIE",2
00:19,,76,,107 (+31),"GOOD FT by DE LA GARZA,ELIJAH",TrinTX 76-107 (-31),,"GOOD FT by DE LA GARZA,ELIJAH",2
00:19,,76,,108 (+32),"GOOD FT by DE LA GARZA,ELIJAH",TrinTX 76-108 (-32),,"GOOD FT by DE LA GARZA,ELIJAH",2
00:12,"MISS 3PTR by DEAN,NOLAN",,,,,,,"MISS 3PTR by DEAN,NOLAN",2
--,"REBOUND OFF by BARNETT,CHARLIE",,,,,,,"REBOUND OFF by BARNETT,CHARLIE",2
