Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,CENTRE-M,Game Score,Team Indicator,Play,Period
00:41,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
00:41,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
00:41,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
00:41,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
00:41,,,,,"SUB IN by JONES,BRETT",,,"SUB IN by JONES,BRETT",1
00:41,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",1
00:41,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",1
00:41,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",1
00:31,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
00:25,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",1
00:20,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",55 (+14),,41,,RHO 55-41 (-14),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
00:03,,,,,"MISS 3PTR by SINE,TUCKER",,,"MISS 3PTR by SINE,TUCKER",1
--,,,,,"REBOUND OFF by JONES,BRETT",,,"REBOUND OFF by JONES,BRETT",1
19:41,,,,,"MISS 3PTR by RAKES,BAILEY",,,"MISS 3PTR by RAKES,BAILEY",2
--,,,,,"REBOUND OFF by RAKES,BAILEY",,,"REBOUND OFF by RAKES,BAILEY",2
19:33,,55 (+12),,43,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",CENTRE-M 55-43 (-12),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
19:20,"MISS JUMPER by GEE,TYLER",,,,,,,"MISS JUMPER by GEE,TYLER",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
18:58,,,,,"TURNOVER  by SPITZER,JAKOB",,,"TURNOVER  by SPITZER,JAKOB",2
18:56,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
18:50,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
18:48,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
18:48,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
18:48,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
18:48,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
18:48,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
18:48,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
18:48,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
18:48,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
18:48,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
18:48,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
18:48,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
18:41,,55 (+10),,45,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",CENTRE-M 55-45 (-10),,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SINE,TUCKER",,,"ASSIST  by SINE,TUCKER",2
18:23,"MISS 3PTR by DALTON,PRICE",,,,,,,"MISS 3PTR by DALTON,PRICE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
18:15,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
18:15,"STEAL  by DALTON,PRICE",,,,,,,"STEAL  by DALTON,PRICE",2
18:15,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
18:15,"GOOD FT by DALTON,PRICE",56 (+11),,45,,RHO 56-45 (-11),,"GOOD FT by DALTON,PRICE",2
18:15,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
18:15,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
18:15,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
18:15,,,,,"SUB OUT by GRIFFIN,JAROD",,,"SUB OUT by GRIFFIN,JAROD",2
18:09,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
18:09,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:09,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
18:09,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
18:09,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:09,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
18:09,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
18:09,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:09,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:09,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:05,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
18:04,"STEAL  by WEATHERFORD,MITCH",,,,,,,"STEAL  by WEATHERFORD,MITCH",2
17:51,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
17:40,"GOOD JUMPER by HARRISON,IAN(in the paint)",58 (+13),,45,,RHO 58-45 (-13),,"GOOD JUMPER by HARRISON,IAN(in the paint)",2
17:26,,58 (+11),,47,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",CENTRE-M 58-47 (-11),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",2
17:08,"TURNOVER  by ASHBY,KENDRICK",,,,,,,"TURNOVER  by ASHBY,KENDRICK",2
17:08,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
17:08,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
17:08,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
17:08,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
17:08,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
17:08,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
17:08,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
17:08,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
17:08,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
17:08,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
17:08,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
17:08,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
17:08,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
17:08,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
16:57,,58 (+9),,49,"GOOD LAYUP by GRUBER,SAM(in the paint)",CENTRE-M 58-49 (-9),,"GOOD LAYUP by GRUBER,SAM(in the paint)",2
--,,,,,"ASSIST  by BATES,JACOB",,,"ASSIST  by BATES,JACOB",2
16:46,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
16:40,"GOOD LAYUP by BERRY,BRYCE(in the paint)",60 (+11),,49,,RHO 60-49 (-11),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
16:33,,60 (+9),,51,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",CENTRE-M 60-51 (-9),,"GOOD LAYUP by BATES,JACOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
16:32,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
16:32,,,,,"MISS FT by BATES,JACOB",,,"MISS FT by BATES,JACOB",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
16:22,,,,,"FOUL  by WALKER,ART",,,"FOUL  by WALKER,ART",2
16:22,"GOOD FT by GEE,TYLER",61 (+10),,51,,RHO 61-51 (-10),,"GOOD FT by GEE,TYLER",2
16:22,"MISS FT by GEE,TYLER",,,,,,,"MISS FT by GEE,TYLER",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
16:22,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
16:22,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:22,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
16:22,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:22,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
16:22,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:22,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
16:22,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:22,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
16:22,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
16:22,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
16:22,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
16:09,,61 (+8),,53,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",CENTRE-M 61-53 (-8),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
16:09,"FOUL  by GEE,TYLER",,,,,,,"FOUL  by GEE,TYLER",2
16:09,,61 (+7),,54,"GOOD FT by SCHMUCKER,ZACH",CENTRE-M 61-54 (-7),,"GOOD FT by SCHMUCKER,ZACH",2
16:09,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
16:09,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
15:55,"MISS JUMPER by GALVIN,OWEN",,,,,,,"MISS JUMPER by GALVIN,OWEN",2
15:55,,,,,"BLOCK  by BATES,JACOB",,,"BLOCK  by BATES,JACOB",2
--,,,,,"REBOUND DEF by BATES,JACOB",,,"REBOUND DEF by BATES,JACOB",2
15:46,,,,,"MISS JUMPER by AYERS,PERRY",,,"MISS JUMPER by AYERS,PERRY",2
15:46,"BLOCK  by GALVIN,OWEN",,,,,,,"BLOCK  by GALVIN,OWEN",2
--,"REBOUND DEF by DALTON,PRICE",,,,,,,"REBOUND DEF by DALTON,PRICE",2
15:43,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:43,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
15:43,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
15:43,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
15:43,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
15:43,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
15:43,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
15:43,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:43,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
15:43,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
15:43,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
15:37,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
15:37,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
15:30,,,,,"TURNOVER  by AYERS,PERRY",,,"TURNOVER  by AYERS,PERRY",2
15:30,,,,,"FOUL  by AYERS,PERRY",,,"FOUL  by AYERS,PERRY",2
15:30,,,,,"SUB IN by RAKES,BAILEY",,,"SUB IN by RAKES,BAILEY",2
15:30,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
15:25,"MISS 3PTR by WEATHERFORD,MITCH",,,,,,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND OFF by ASHBY,KENDRICK",,,,,,,"REBOUND OFF by ASHBY,KENDRICK",2
15:22,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
15:22,,,,,"MISS JUMPER by SINE,TUCKER",,,"MISS JUMPER by SINE,TUCKER",2
15:22,"BLOCK  by HARRISON,IAN",,,,,,,"BLOCK  by HARRISON,IAN",2
--,"REBOUND DEF by WEATHERFORD,MITCH",,,,,,,"REBOUND DEF by WEATHERFORD,MITCH",2
15:22,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND DEF by SINE,TUCKER",,,"REBOUND DEF by SINE,TUCKER",2
15:22,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
15:22,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
15:22,,,,,"STEAL  by GRUBER,SAM",,,"STEAL  by GRUBER,SAM",2
15:22,,,,,"TURNOVER  by SCHMUCKER,ZACH",,,"TURNOVER  by SCHMUCKER,ZACH",2
15:19,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
15:19,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
15:19,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
15:19,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
15:19,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
15:19,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
15:19,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:19,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
15:19,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
15:19,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
15:19,,,,,"SUB IN by SPITZER,JAKOB",,,"SUB IN by SPITZER,JAKOB",2
15:19,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
15:19,,,,,"SUB IN by WALKER,ART",,,"SUB IN by WALKER,ART",2
15:19,,,,,"SUB OUT by SINE,TUCKER",,,"SUB OUT by SINE,TUCKER",2
15:19,,,,,"SUB OUT by BATES,JACOB",,,"SUB OUT by BATES,JACOB",2
15:19,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
14:22,,,,,"FOUL  by RAKES,BAILEY",,,"FOUL  by RAKES,BAILEY",2
14:22,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
14:22,,,,,"SUB OUT by RAKES,BAILEY",,,"SUB OUT by RAKES,BAILEY",2
14:15,"MISS JUMPER by LOWRIE,ANDREW",,,,,,,"MISS JUMPER by LOWRIE,ANDREW",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
14:14,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
14:00,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",2
13:55,,,,,"FOUL  by SPITZER,JAKOB",,,"FOUL  by SPITZER,JAKOB",2
13:55,"GOOD FT by BERRY,BRYCE",62 (+8),,54,,RHO 62-54 (-8),,"GOOD FT by BERRY,BRYCE",2
13:55,"GOOD FT by BERRY,BRYCE",63 (+9),,54,,RHO 63-54 (-9),,"GOOD FT by BERRY,BRYCE",2
13:55,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
13:55,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:55,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:55,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:55,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
13:55,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:55,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
13:55,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
13:55,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
13:55,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
13:55,,,,,"SUB IN by GRIFFIN,JAROD",,,"SUB IN by GRIFFIN,JAROD",2
13:55,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
13:49,,63 (+7),,56,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",CENTRE-M 63-56 (-7),,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GRIFFIN,JAROD",,,"ASSIST  by GRIFFIN,JAROD",2
13:39,,,,,"FOUL  by GRIFFIN,JAROD",,,"FOUL  by GRIFFIN,JAROD",2
13:39,"GOOD FT by DALTON,PRICE",64 (+8),,56,,RHO 64-56 (-8),,"GOOD FT by DALTON,PRICE",2
13:39,"MISS FT by DALTON,PRICE",,,,,,,"MISS FT by DALTON,PRICE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:39,"GOOD FT by DALTON,PRICE",65 (+9),,56,,RHO 65-56 (-9),,"GOOD FT by DALTON,PRICE",2
13:35,,65 (+7),,58,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",CENTRE-M 65-58 (-7),,"GOOD LAYUP by SPITZER,JAKOB(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WALKER,ART",,,"ASSIST  by WALKER,ART",2
13:23,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
13:23,,,,,"BLOCK  by SPITZER,JAKOB",,,"BLOCK  by SPITZER,JAKOB",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:23,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
13:23,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
13:23,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:23,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
13:23,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
13:23,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
13:23,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
13:23,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
13:23,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
13:23,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
13:23,,,,,"SUB IN by BATES,JACOB",,,"SUB IN by BATES,JACOB",2
13:23,,,,,"SUB OUT by SPITZER,JAKOB",,,"SUB OUT by SPITZER,JAKOB",2
13:16,"GOOD JUMPER by HARRISON,IAN(in the paint)",67 (+9),,58,,RHO 67-58 (-9),,"GOOD JUMPER by HARRISON,IAN(in the paint)",2
--,"ASSIST  by FERIA,NICK DE",,,,,,,"ASSIST  by FERIA,NICK DE",2
13:04,,,,,"MISS LAYUP by AYERS,PERRY",,,"MISS LAYUP by AYERS,PERRY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:55,"GOOD 3PTR by WEATHERFORD,MITCH",70 (+12),,58,,RHO 70-58 (-12),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by NESTLEHUTT,JAKE",,,,,,,"ASSIST  by NESTLEHUTT,JAKE",2
12:43,,70 (+10),,60,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",CENTRE-M 70-60 (-10),,"GOOD LAYUP by WALKER,ART(fastbreak)(in the paint)",2
12:28,"GOOD LAYUP by FERIA,NICK DE(in the paint)",72 (+12),,60,,RHO 72-60 (-12),,"GOOD LAYUP by FERIA,NICK DE(in the paint)",2
12:17,,72 (+10),,62,"GOOD LAYUP by GRIFFIN,JAROD(fastbreak)(in the paint)",CENTRE-M 72-62 (-10),,"GOOD LAYUP by GRIFFIN,JAROD(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AYERS,PERRY",,,"ASSIST  by AYERS,PERRY",2
11:57,"MISS JUMPER by FERIA,NICK DE",,,,,,,"MISS JUMPER by FERIA,NICK DE",2
11:57,,,,,"BLOCK  by AYERS,PERRY",,,"BLOCK  by AYERS,PERRY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:57,"GOOD LAYUP by BERRY,BRYCE(in the paint)",74 (+12),,62,,RHO 74-62 (-12),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
11:57,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
11:57,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
11:57,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
11:57,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:57,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
11:57,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
11:57,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
11:57,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
11:57,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
11:57,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
11:57,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
11:57,,,,,"SUB IN by SCHMUCKER,ZACH",,,"SUB IN by SCHMUCKER,ZACH",2
11:57,,,,,"SUB IN by SINE,TUCKER",,,"SUB IN by SINE,TUCKER",2
11:57,,,,,"SUB OUT by AYERS,PERRY",,,"SUB OUT by AYERS,PERRY",2
11:57,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
11:57,,,,,"SUB OUT by WALKER,ART",,,"SUB OUT by WALKER,ART",2
11:45,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
11:37,,74 (+10),,64,"GOOD LAYUP by BATES,JACOB(in the paint)",CENTRE-M 74-64 (-10),,"GOOD LAYUP by BATES,JACOB(in the paint)",2
--,,,,,"ASSIST  by SCHMUCKER,ZACH",,,"ASSIST  by SCHMUCKER,ZACH",2
11:26,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",2
--,,,,,"REBOUND DEF by SCHMUCKER,ZACH",,,"REBOUND DEF by SCHMUCKER,ZACH",2
11:25,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
11:16,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND OFF by SINE,TUCKER",,,"REBOUND OFF by SINE,TUCKER",2
11:12,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
11:12,,74 (+9),,65,"GOOD FT by SINE,TUCKER",CENTRE-M 74-65 (-9),,"GOOD FT by SINE,TUCKER",2
11:12,,74 (+8),,66,"GOOD FT by SINE,TUCKER",CENTRE-M 74-66 (-8),,"GOOD FT by SINE,TUCKER",2
11:12,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
11:12,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
11:12,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
11:12,,,,,"SUB IN by AYERS,PERRY",,,"SUB IN by AYERS,PERRY",2
11:12,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
11:12,,,,,"SUB OUT by SCHMUCKER,ZACH",,,"SUB OUT by SCHMUCKER,ZACH",2
10:47,"GOOD JUMPER by DARST,DANIEL(in the paint)",76 (+10),,66,,RHO 76-66 (-10),,"GOOD JUMPER by DARST,DANIEL(in the paint)",2
10:36,,,,,"TURNOVER  by SINE,TUCKER",,,"TURNOVER  by SINE,TUCKER",2
10:21,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",78 (+12),,66,,RHO 78-66 (-12),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
