Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,CWR-M,Game Score,Team Indicator,Play,Period
14:38,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
14:38,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
14:38,,,,,"SUB IN by BLACK,ERIC",,,"SUB IN by BLACK,ERIC",2
14:38,,,,,"SUB OUT by DUCKETT,TJ",,,"SUB OUT by DUCKETT,TJ",2
14:36,,,,,"MISS 3PTR by ZUCKER,COLIN",,,"MISS 3PTR by ZUCKER,COLIN",2
--,,,,,"REBOUND OFF by BLACK,ERIC",,,"REBOUND OFF by BLACK,ERIC",2
14:34,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",2
14:19,,,,,"MISS 3PTR by ALVAREZ,JAVIER",,,"MISS 3PTR by ALVAREZ,JAVIER",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
14:04,"MISS JUMPER by WALKER,ART",,,,,,,"MISS JUMPER by WALKER,ART",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:50,"GOOD LAYUP by AYERS,PERRY(in the paint)",51,,53 (+2),,CENTRE-M 51-53 (-2),,"GOOD LAYUP by AYERS,PERRY(in the paint)",2
13:38,,,,,"MISS 3PTR by ZUCKER,COLIN",,,"MISS 3PTR by ZUCKER,COLIN",2
--,"REBOUND DEF by JONES,BRETT",,,,,,,"REBOUND DEF by JONES,BRETT",2
13:19,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by ALVAREZ,JAVIER",,,"REBOUND DEF by ALVAREZ,JAVIER",2
13:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:13,,,,,"SUB IN by LAVIS,JAKE",,,"SUB IN by LAVIS,JAKE",2
13:13,,,,,"SUB OUT by HANSEN,SAM",,,"SUB OUT by HANSEN,SAM",2
13:02,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
13:02,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
13:02,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
12:54,,,,,"MISS 3PTR by ZUCKER,COLIN",,,"MISS 3PTR by ZUCKER,COLIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:53,"FOUL  by JONES,BRETT",,,,,,,"FOUL  by JONES,BRETT",2
12:46,,,,,"MISS LAYUP by LAVIS,JAKE",,,"MISS LAYUP by LAVIS,JAKE",2
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",2
12:21,"MISS 3PTR by JONES,BRETT",,,,,,,"MISS 3PTR by JONES,BRETT",2
--,,,,,"REBOUND DEF by BLACK,ERIC",,,"REBOUND DEF by BLACK,ERIC",2
12:03,,,,,"TURNOVER  by BLACK,ERIC",,,"TURNOVER  by BLACK,ERIC",2
12:03,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
12:03,"SUB OUT by JONES,BRETT",,,,,,,"SUB OUT by JONES,BRETT",2
11:45,"GOOD 3PTR by WALKER,ART",54 (+1),,53,,CENTRE-M 54-53 (+1),,"GOOD 3PTR by WALKER,ART",2
--,"ASSIST  by GRUBER,SAM",,,,,,,"ASSIST  by GRUBER,SAM",2
11:28,,,,,"TURNOVER  by LAVIS,JAKE",,,"TURNOVER  by LAVIS,JAKE",2
11:26,"STEAL  by GRUBER,SAM",,,,,,,"STEAL  by GRUBER,SAM",2
11:26,"TURNOVER  by GRIFFIN,JAROD",,,,,,,"TURNOVER  by GRIFFIN,JAROD",2
11:26,,,,,"STEAL  by ZUCKER,COLIN",,,"STEAL  by ZUCKER,COLIN",2
11:26,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",2
11:26,,,,,"SUB IN by NALLY,CONNOR",,,"SUB IN by NALLY,CONNOR",2
11:26,,,,,"SUB IN by HANSEN,SAM",,,"SUB IN by HANSEN,SAM",2
11:26,,,,,"SUB IN by ALOI,NICK",,,"SUB IN by ALOI,NICK",2
11:26,,,,,"SUB OUT by ZUCKER,COLIN",,,"SUB OUT by ZUCKER,COLIN",2
11:26,,,,,"SUB OUT by ALVAREZ,JAVIER",,,"SUB OUT by ALVAREZ,JAVIER",2
11:26,,,,,"SUB OUT by LAVIS,JAKE",,,"SUB OUT by LAVIS,JAKE",2
11:13,,,,,"MISS LAYUP by NALLY,CONNOR",,,"MISS LAYUP by NALLY,CONNOR",2
--,"REBOUND DEF by WALKER,ART",,,,,,,"REBOUND DEF by WALKER,ART",2
11:11,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
10:57,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,"REBOUND OFF by GRUBER,SAM",,,,,,,"REBOUND OFF by GRUBER,SAM",2
10:45,,,,,"FOUL  by ALOI,NICK",,,"FOUL  by ALOI,NICK",2
10:45,,,,,"SUB IN by DUCKETT,TJ",,,"SUB IN by DUCKETT,TJ",2
10:45,,,,,"SUB OUT by BLACK,ERIC",,,"SUB OUT by BLACK,ERIC",2
10:33,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",2
--,,,,,"REBOUND DEF by NALLY,CONNOR",,,"REBOUND DEF by NALLY,CONNOR",2
10:19,,,,,"MISS 3PTR by BLACK,DAVID",,,"MISS 3PTR by BLACK,DAVID",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:17,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
10:17,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
10:17,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
10:17,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
10:17,,,,,"SUB IN by ZUCKER,COLIN",,,"SUB IN by ZUCKER,COLIN",2
10:17,,,,,"SUB OUT by BLACK,DAVID",,,"SUB OUT by BLACK,DAVID",2
10:01,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
10:01,"GOOD FT by AYERS,PERRY",55 (+2),,53,,CENTRE-M 55-53 (+2),,"GOOD FT by AYERS,PERRY",2
10:01,"GOOD FT by AYERS,PERRY",56 (+3),,53,,CENTRE-M 56-53 (+3),,"GOOD FT by AYERS,PERRY",2
10:01,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
10:01,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",2
10:01,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
10:01,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
09:41,,56 (+1),,55,"GOOD LAYUP by NALLY,CONNOR(in the paint)",CWR-M 56-55 (+1),,"GOOD LAYUP by NALLY,CONNOR(in the paint)",2
--,,,,,"ASSIST  by HANSEN,SAM",,,"ASSIST  by HANSEN,SAM",2
09:18,"MISS LAYUP by SINE,TUCKER",,,,,,,"MISS LAYUP by SINE,TUCKER",2
--,"REBOUND OFF by BATES,JACOB",,,,,,,"REBOUND OFF by BATES,JACOB",2
09:10,"GOOD 3PTR by SINE,TUCKER",59 (+4),,55,,CENTRE-M 59-55 (+4),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by BATES,JACOB",,,,,,,"ASSIST  by BATES,JACOB",2
08:56,,,,,"MISS JUMPER by ZUCKER,COLIN",,,"MISS JUMPER by ZUCKER,COLIN",2
08:56,"BLOCK  by GUMP,MATT",,,,,,,"BLOCK  by GUMP,MATT",2
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",2
08:48,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by DUCKETT,TJ",,,"REBOUND DEF by DUCKETT,TJ",2
08:34,,59 (+1),,58,"GOOD 3PTR by NALLY,CONNOR",CWR-M 59-58 (+1),,"GOOD 3PTR by NALLY,CONNOR",2
--,,,,,"ASSIST  by ALOI,NICK",,,"ASSIST  by ALOI,NICK",2
08:13,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
08:12,,,,,"STEAL  by HANSEN,SAM",,,"STEAL  by HANSEN,SAM",2
08:00,,59,,60 (+1),"GOOD LAYUP by DUCKETT,TJ(in the paint)",CWR-M 59-60 (-1),,"GOOD LAYUP by DUCKETT,TJ(in the paint)",2
--,,,,,"ASSIST  by ZUCKER,COLIN",,,"ASSIST  by ZUCKER,COLIN",2
07:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:46,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",2
07:46,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
07:46,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
07:46,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
07:46,,,,,"SUB IN by ALVAREZ,JAVIER",,,"SUB IN by ALVAREZ,JAVIER",2
07:46,,,,,"SUB OUT by ZUCKER,COLIN",,,"SUB OUT by ZUCKER,COLIN",2
07:39,"GOOD JUMPER by GUMP,MATT",61 (+1),,60,,CENTRE-M 61-60 (+1),,"GOOD JUMPER by GUMP,MATT",2
07:21,,,,,"MISS JUMPER by ALOI,NICK",,,"MISS JUMPER by ALOI,NICK",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
06:52,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
06:50,,,,,"FOUL  by DUCKETT,TJ",,,"FOUL  by DUCKETT,TJ",2
06:28,"MISS LAYUP by AYERS,PERRY",,,,,,,"MISS LAYUP by AYERS,PERRY",2
--,,,,,"REBOUND DEF by DUCKETT,TJ",,,"REBOUND DEF by DUCKETT,TJ",2
06:09,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",2
06:09,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
06:09,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
06:09,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",2
05:59,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
05:57,,,,,"MISS LAYUP by DUCKETT,TJ",,,"MISS LAYUP by DUCKETT,TJ",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:38,"GOOD JUMPER by SINE,TUCKER",63 (+3),,60,,CENTRE-M 63-60 (+3),,"GOOD JUMPER by SINE,TUCKER",2
05:23,,63 (+1),,62,"GOOD DUNK by DUCKETT,TJ(in the paint)",CWR-M 63-62 (+1),,"GOOD DUNK by DUCKETT,TJ(in the paint)",2
--,,,,,"ASSIST  by ALVAREZ,JAVIER",,,"ASSIST  by ALVAREZ,JAVIER",2
05:04,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",65 (+3),,62,,CENTRE-M 65-62 (+3),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
--,"ASSIST  by WALKER,ART",,,,,,,"ASSIST  by WALKER,ART",2
04:44,,65 (+1),,64,"GOOD LAYUP by ALVAREZ,JAVIER(in the paint)",CWR-M 65-64 (+1),,"GOOD LAYUP by ALVAREZ,JAVIER(in the paint)",2
04:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:42,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
04:42,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",2
04:42,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",2
04:42,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",2
04:42,,,,,"SUB IN by BLACK,DAVID",,,"SUB IN by BLACK,DAVID",2
04:42,,,,,"SUB IN by ZUCKER,COLIN",,,"SUB IN by ZUCKER,COLIN",2
04:42,,,,,"SUB OUT by NALLY,CONNOR",,,"SUB OUT by NALLY,CONNOR",2
04:42,,,,,"SUB OUT by ALOI,NICK",,,"SUB OUT by ALOI,NICK",2
04:20,"MISS JUMPER by GUMP,MATT",,,,,,,"MISS JUMPER by GUMP,MATT",2
--,,,,,"REBOUND DEF by ALVAREZ,JAVIER",,,"REBOUND DEF by ALVAREZ,JAVIER",2
04:09,,65,,66 (+1),"GOOD LAYUP by ALVAREZ,JAVIER(in the paint)",CWR-M 65-66 (-1),,"GOOD LAYUP by ALVAREZ,JAVIER(in the paint)",2
03:51,,,,,"FOUL  by DUCKETT,TJ",,,"FOUL  by DUCKETT,TJ",2
03:43,,,,,"FOUL  by HANSEN,SAM",,,"FOUL  by HANSEN,SAM",2
03:43,"GOOD FT by SINE,TUCKER",66,,66,,CENTRE-M 66-66 (0),,"GOOD FT by SINE,TUCKER",2
03:43,"GOOD FT by SINE,TUCKER",67 (+1),,66,,CENTRE-M 67-66 (+1),,"GOOD FT by SINE,TUCKER",2
03:21,,67,,68 (+1),"GOOD JUMPER by ALVAREZ,JAVIER",CWR-M 67-68 (-1),,"GOOD JUMPER by ALVAREZ,JAVIER",2
03:02,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",69 (+1),,68,,CENTRE-M 69-68 (+1),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
02:38,,69,,70 (+1),"GOOD LAYUP by DUCKETT,TJ(in the paint)",CWR-M 69-70 (-1),,"GOOD LAYUP by DUCKETT,TJ(in the paint)",2
--,,,,,"ASSIST  by ALVAREZ,JAVIER",,,"ASSIST  by ALVAREZ,JAVIER",2
02:20,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",71 (+1),,70,,CENTRE-M 71-70 (+1),,"GOOD LAYUP by SPITZER,JAKOB(in the paint)",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
02:13,,,,,"TURNOVER  by ALVAREZ,JAVIER",,,"TURNOVER  by ALVAREZ,JAVIER",2
02:13,,,,,"SUB IN by BLACK,ERIC",,,"SUB IN by BLACK,ERIC",2
02:13,,,,,"SUB OUT by DUCKETT,TJ",,,"SUB OUT by DUCKETT,TJ",2
01:54,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by SPITZER,JAKOB",,,,,,,"REBOUND OFF by SPITZER,JAKOB",2
01:49,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",2
--,,,,,"REBOUND DEF by BLACK,DAVID",,,"REBOUND DEF by BLACK,DAVID",2
01:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:20,,71,,72 (+1),"GOOD LAYUP by BLACK,ERIC(in the paint)",CWR-M 71-72 (-1),,"GOOD LAYUP by BLACK,ERIC(in the paint)",2
00:54,"GOOD 3PTR by RAKES,BAILEY",74 (+2),,72,,CENTRE-M 74-72 (+2),,"GOOD 3PTR by RAKES,BAILEY",2
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",2
00:43,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",2
00:43,,,,,"MISS FT by BLACK,ERIC",,,"MISS FT by BLACK,ERIC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:43,,74 (+1),,73,"GOOD FT by BLACK,ERIC",CWR-M 74-73 (+1),,"GOOD FT by BLACK,ERIC",2
00:43,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
00:43,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",2
00:43,,,,,"SUB IN by NALLY,CONNOR",,,"SUB IN by NALLY,CONNOR",2
00:43,,,,,"SUB IN by LAVIS,JAKE",,,"SUB IN by LAVIS,JAKE",2
00:43,,,,,"SUB IN by DUCKETT,TJ",,,"SUB IN by DUCKETT,TJ",2
00:43,,,,,"SUB OUT by BLACK,ERIC",,,"SUB OUT by BLACK,ERIC",2
00:43,,,,,"SUB OUT by BLACK,DAVID",,,"SUB OUT by BLACK,DAVID",2
00:43,,,,,"SUB OUT by HANSEN,SAM",,,"SUB OUT by HANSEN,SAM",2
00:39,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
00:39,,,,,"STEAL  by ALVAREZ,JAVIER",,,"STEAL  by ALVAREZ,JAVIER",2
00:39,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
00:39,,74,,74,"GOOD FT by ALVAREZ,JAVIER",CWR-M 74-74 (0),,"GOOD FT by ALVAREZ,JAVIER",2
00:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:39,,,,,"MISS FT by ALVAREZ,JAVIER",,,"MISS FT by ALVAREZ,JAVIER",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
00:39,,,,,"SUB IN by BLACK,DAVID",,,"SUB IN by BLACK,DAVID",2
00:39,,,,,"SUB IN by BLACK,ERIC",,,"SUB IN by BLACK,ERIC",2
00:39,,,,,"SUB OUT by LAVIS,JAKE",,,"SUB OUT by LAVIS,JAKE",2
00:39,,,,,"SUB OUT by NALLY,CONNOR",,,"SUB OUT by NALLY,CONNOR",2
00:12,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by BLACK,ERIC",,,"REBOUND DEF by BLACK,ERIC",2
00:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:03,,,,,"MISS 3PTR by BLACK,DAVID",,,"MISS 3PTR by BLACK,DAVID",2
--,,,,,"REBOUND OFF by BLACK,ERIC",,,"REBOUND OFF by BLACK,ERIC",2
00:02,,,,,"MISS LAYUP by BLACK,ERIC",,,"MISS LAYUP by BLACK,ERIC",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
05:00,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",3
05:00,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",3
05:00,,,,,"SUB IN by BLACK,ERIC",,,"SUB IN by BLACK,ERIC",3
05:00,,,,,"SUB OUT by HANSEN,SAM",,,"SUB OUT by HANSEN,SAM",3
04:48,,,,,"MISS LAYUP by DUCKETT,TJ",,,"MISS LAYUP by DUCKETT,TJ",3
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",3
04:39,"GOOD 3PTR by RAKES,BAILEY",77 (+3),,74,,CENTRE-M 77-74 (+3),,"GOOD 3PTR by RAKES,BAILEY",3
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",3
04:18,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",3
04:18,,77 (+2),,75,"GOOD FT by BLACK,DAVID",CWR-M 77-75 (+2),,"GOOD FT by BLACK,DAVID",3
04:18,,77 (+1),,76,"GOOD FT by BLACK,DAVID",CWR-M 77-76 (+1),,"GOOD FT by BLACK,DAVID",3
04:18,,77,,77,"GOOD FT by BLACK,DAVID",CWR-M 77-77 (0),,"GOOD FT by BLACK,DAVID",3
04:18,,,,,"SUB IN by HANSEN,SAM",,,"SUB IN by HANSEN,SAM",3
04:18,,,,,"SUB IN by NALLY,CONNOR",,,"SUB IN by NALLY,CONNOR",3
04:18,,,,,"SUB OUT by BLACK,DAVID",,,"SUB OUT by BLACK,DAVID",3
04:18,,,,,"SUB OUT by DUCKETT,TJ",,,"SUB OUT by DUCKETT,TJ",3
03:55,"GOOD 3PTR by SINE,TUCKER",80 (+3),,77,,CENTRE-M 80-77 (+3),,"GOOD 3PTR by SINE,TUCKER",3
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",3
03:26,,,,,"TURNOVER  by NALLY,CONNOR",,,"TURNOVER  by NALLY,CONNOR",3
03:26,,,,,"SUB IN by BLACK,DAVID",,,"SUB IN by BLACK,DAVID",3
03:26,,,,,"SUB OUT by NALLY,CONNOR",,,"SUB OUT by NALLY,CONNOR",3
03:09,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",3
03:07,,,,,"STEAL  by ALVAREZ,JAVIER",,,"STEAL  by ALVAREZ,JAVIER",3
02:58,,,,,"MISS LAYUP by ALVAREZ,JAVIER",,,"MISS LAYUP by ALVAREZ,JAVIER",3
--,,,,,"REBOUND OFF by BLACK,ERIC",,,"REBOUND OFF by BLACK,ERIC",3
02:49,,,,,"MISS 3PTR by HANSEN,SAM",,,"MISS 3PTR by HANSEN,SAM",3
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",3
02:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
02:21,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",3
--,,,,,"REBOUND DEF by ALVAREZ,JAVIER",,,"REBOUND DEF by ALVAREZ,JAVIER",3
02:05,,,,,"MISS 3PTR by BLACK,DAVID",,,"MISS 3PTR by BLACK,DAVID",3
--,,,,,"REBOUND OFF by BLACK,DAVID",,,"REBOUND OFF by BLACK,DAVID",3
01:56,,,,,"TURNOVER  by BLACK,DAVID",,,"TURNOVER  by BLACK,DAVID",3
01:56,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",3
01:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
01:37,"MISS 3PTR by SINE,TUCKER",,,,,,,"MISS 3PTR by SINE,TUCKER",3
--,,,,,"REBOUND DEF by HANSEN,SAM",,,"REBOUND DEF by HANSEN,SAM",3
01:22,,,,,"MISS 3PTR by HANSEN,SAM",,,"MISS 3PTR by HANSEN,SAM",3
--,"REBOUND DEF by SCHMUCKER,ZACH",,,,,,,"REBOUND DEF by SCHMUCKER,ZACH",3
00:58,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",3
--,"REBOUND OFF by SCHMUCKER,ZACH",,,,,,,"REBOUND OFF by SCHMUCKER,ZACH",3
00:46,,,,,"FOUL  by ALVAREZ,JAVIER",,,"FOUL  by ALVAREZ,JAVIER",3
00:46,"GOOD FT by SINE,TUCKER",81 (+4),,77,,CENTRE-M 81-77 (+4),,"GOOD FT by SINE,TUCKER",3
00:46,"GOOD FT by SINE,TUCKER",82 (+5),,77,,CENTRE-M 82-77 (+5),,"GOOD FT by SINE,TUCKER",3
00:35,,,,,"MISS 3PTR by ZUCKER,COLIN",,,"MISS 3PTR by ZUCKER,COLIN",3
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",3
00:27,,,,,"FOUL  by BLACK,ERIC",,,"FOUL  by BLACK,ERIC",3
00:27,"GOOD FT by GRIFFIN,JAROD",83 (+6),,77,,CENTRE-M 83-77 (+6),,"GOOD FT by GRIFFIN,JAROD",3
00:27,"GOOD FT by GRIFFIN,JAROD",84 (+7),,77,,CENTRE-M 84-77 (+7),,"GOOD FT by GRIFFIN,JAROD",3
00:27,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",3
00:27,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",3
00:15,,84 (+5),,79,"GOOD LAYUP by BLACK,DAVID(in the paint)",CWR-M 84-79 (+5),,"GOOD LAYUP by BLACK,DAVID(in the paint)",3
00:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,3
00:13,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",3
00:13,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",3
00:13,,,,,"SUB IN by NALLY,CONNOR",,,"SUB IN by NALLY,CONNOR",3
00:13,,,,,"SUB IN by LAVIS,JAKE",,,"SUB IN by LAVIS,JAKE",3
00:13,,,,,"SUB OUT by BLACK,ERIC",,,"SUB OUT by BLACK,ERIC",3
00:13,,,,,"SUB OUT by BLACK,DAVID",,,"SUB OUT by BLACK,DAVID",3
00:11,,,,,"FOUL  by ALVAREZ,JAVIER",,,"FOUL  by ALVAREZ,JAVIER",3
00:11,"GOOD FT by RAKES,BAILEY",85 (+6),,79,,CENTRE-M 85-79 (+6),,"GOOD FT by RAKES,BAILEY",3
00:11,"GOOD FT by RAKES,BAILEY",86 (+7),,79,,CENTRE-M 86-79 (+7),,"GOOD FT by RAKES,BAILEY",3
00:11,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",3
00:11,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",3
00:11,,,,,"SUB IN by BLACK,DAVID",,,"SUB IN by BLACK,DAVID",3
00:11,,,,,"SUB OUT by LAVIS,JAKE",,,"SUB OUT by LAVIS,JAKE",3
00:04,,,,,"MISS 3PTR by ZUCKER,COLIN",,,"MISS 3PTR by ZUCKER,COLIN",3
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",3
