Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,Transy,Game Score,Team Indicator,Play,Period
20:00,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
20:00,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
20:00,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
19:42,,,,,"MISS 3PTR by GREEN,JAYLAN",,,"MISS 3PTR by GREEN,JAYLAN",2
--,,,,,"REBOUND OFF by PENN,HUNTER",,,"REBOUND OFF by PENN,HUNTER",2
19:36,,,,,"MISS LAYUP by PENN,HUNTER(in the paint)",,,"MISS LAYUP by PENN,HUNTER(in the paint)",2
19:36,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
19:25,,30,,47 (+17),"GOOD 3PTR by GREEN,JAYLAN",Transy 30-47 (-17),,"GOOD 3PTR by GREEN,JAYLAN",2
--,,,,,"ASSIST  by CAPPS,DAKOTA",,,"ASSIST  by CAPPS,DAKOTA",2
19:03,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
19:03,,,,,"BLOCK  by CAPPS,DAKOTA",,,"BLOCK  by CAPPS,DAKOTA",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:55,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
18:49,,,,,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",,,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:46,,,,,"TURNOVER  by TEAGUE,MATTHEW",,,"TURNOVER  by TEAGUE,MATTHEW",2
18:30,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
18:23,"GOOD JUMPER by MOORE,CHEZ(in the paint)",32,,47 (+15),,Centre 32-47 (-15),,"GOOD JUMPER by MOORE,CHEZ(in the paint)",2
17:54,,,,,"TURNOVER  by TEAGUE,MATTHEW",,,"TURNOVER  by TEAGUE,MATTHEW",2
17:54,"STEAL  by STINNETT,CADE",,,,,,,"STEAL  by STINNETT,CADE",2
17:34,"GOOD LAYUP by RING,NOAH(in the paint)",34,,47 (+13),,Centre 34-47 (-13),,"GOOD LAYUP by RING,NOAH(in the paint)",2
--,"ASSIST  by MOORE,CHEZ",,,,,,,"ASSIST  by MOORE,CHEZ",2
17:14,,,,,"MISS 3PTR by GREEN,JAYLAN",,,"MISS 3PTR by GREEN,JAYLAN",2
--,,,,,"REBOUND OFF by PENN,HUNTER",,,"REBOUND OFF by PENN,HUNTER",2
17:11,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
17:03,,34,,50 (+16),"GOOD 3PTR by NAPIER,COLBY",Transy 34-50 (-16),,"GOOD 3PTR by NAPIER,COLBY",2
--,,,,,"ASSIST  by CAPPS,DAKOTA",,,"ASSIST  by CAPPS,DAKOTA",2
16:40,"GOOD 3PTR by RING,NOAH",37,,50 (+13),,Centre 37-50 (-13),,"GOOD 3PTR by RING,NOAH",2
--,"ASSIST  by COLEMAN,HUNTER",,,,,,,"ASSIST  by COLEMAN,HUNTER",2
16:09,,,,,"MISS LAYUP by CAPPS,DAKOTA(in the paint)",,,"MISS LAYUP by CAPPS,DAKOTA(in the paint)",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
16:02,"GOOD 3PTR by BAUGHMAN,CARTER(fastbreak)",40,,50 (+10),,Centre 40-50 (-10),,"GOOD 3PTR by BAUGHMAN,CARTER(fastbreak)",2
--,"ASSIST  by MOORE,CHEZ",,,,,,,"ASSIST  by MOORE,CHEZ",2
15:49,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
15:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:33,,40,,53 (+13),"GOOD 3PTR by GREEN,JAYLAN",Transy 40-53 (-13),,"GOOD 3PTR by GREEN,JAYLAN",2
--,,,,,"ASSIST  by TEAGUE,MATTHEW",,,"ASSIST  by TEAGUE,MATTHEW",2
15:17,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
15:09,,,,,"MISS LAYUP by PENN,HUNTER(in the paint)",,,"MISS LAYUP by PENN,HUNTER(in the paint)",2
15:09,"BLOCK  by RING,NOAH",,,,,,,"BLOCK  by RING,NOAH",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
15:00,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",42,,53 (+11),,Centre 42-53 (-11),,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",2
14:41,,,,,"MISS JUMPER by TEAGUE,MATTHEW(in the paint)",,,"MISS JUMPER by TEAGUE,MATTHEW(in the paint)",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
14:21,"TURNOVER  by BAUGHMAN,CARTER",,,,,,,"TURNOVER  by BAUGHMAN,CARTER",2
14:21,,,,,"SUB OUT by TEAGUE,MATTHEW",,,"SUB OUT by TEAGUE,MATTHEW",2
14:21,,,,,"SUB OUT by PENN,HUNTER",,,"SUB OUT by PENN,HUNTER",2
14:21,,,,,"SUB IN by MADSON,ALEX",,,"SUB IN by MADSON,ALEX",2
14:21,,,,,"SUB IN by SMITH,SIMON",,,"SUB IN by SMITH,SIMON",2
14:21,"SUB OUT by BAUGHMAN,CARTER",,,,,,,"SUB OUT by BAUGHMAN,CARTER",2
14:21,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
14:21,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",2
14:21,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
14:04,,,,,"MISS 3PTR by GREEN,JAYLAN",,,"MISS 3PTR by GREEN,JAYLAN",2
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",2
13:54,,,,,"FOUL  by MADSON,ALEX",,,"FOUL  by MADSON,ALEX",2
13:54,"GOOD FT by STINNETT,CADE",43,,53 (+10),,Centre 43-53 (-10),,"GOOD FT by STINNETT,CADE",2
13:54,"MISS FT by STINNETT,CADE",,,,,,,"MISS FT by STINNETT,CADE",2
--,,,,,"REBOUND DEF by MADSON,ALEX",,,"REBOUND DEF by MADSON,ALEX",2
13:40,,43,,55 (+12),"GOOD JUMPER by SMITH,SIMON(in the paint)",Transy 43-55 (-12),,"GOOD JUMPER by SMITH,SIMON(in the paint)",2
13:18,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",45,,55 (+10),,Centre 45-55 (-10),,"GOOD LAYUP by COLEMAN,HUNTER(in the paint)",2
--,"ASSIST  by STINNETT,CADE",,,,,,,"ASSIST  by STINNETT,CADE",2
13:00,,,,,"MISS 3PTR by NAPIER,COLBY",,,"MISS 3PTR by NAPIER,COLBY",2
--,,,,,"REBOUND OFF by MADSON,ALEX",,,"REBOUND OFF by MADSON,ALEX",2
12:55,,,,,"MISS LAYUP by MADSON,ALEX(in the paint)",,,"MISS LAYUP by MADSON,ALEX(in the paint)",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
12:46,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",2
--,,,,,"REBOUND DEF by MADSON,ALEX",,,"REBOUND DEF by MADSON,ALEX",2
12:33,,,,,"MISS JUMPER by NAPIER,COLBY(in the paint)",,,"MISS JUMPER by NAPIER,COLBY(in the paint)",2
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",2
12:27,,,,,"FOUL  by SMITH,SIMON",,,"FOUL  by SMITH,SIMON",2
12:27,"GOOD FT by STINNETT,CADE",46,,55 (+9),,Centre 46-55 (-9),,"GOOD FT by STINNETT,CADE",2
12:27,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
12:27,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
12:27,"GOOD FT by STINNETT,CADE",47,,55 (+8),,Centre 47-55 (-8),,"GOOD FT by STINNETT,CADE",2
12:27,"SUB OUT by STINNETT,CADE",,,,,,,"SUB OUT by STINNETT,CADE",2
12:27,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",2
12:13,,47,,57 (+10),"GOOD LAYUP by NAPIER,COLBY(in the paint)",Transy 47-57 (-10),,"GOOD LAYUP by NAPIER,COLBY(in the paint)",2
11:55,"GOOD JUMPER by WILSON,DREW(in the paint)",49,,57 (+8),,Centre 49-57 (-8),,"GOOD JUMPER by WILSON,DREW(in the paint)",2
11:48,,,,,"TURNOVER  by CAPPS,DAKOTA",,,"TURNOVER  by CAPPS,DAKOTA",2
11:48,"STEAL  by MARKHAM,DRU",,,,,,,"STEAL  by MARKHAM,DRU",2
11:45,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
11:45,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",2
11:45,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:45,,,,,"SUB OUT by CAPPS,DAKOTA",,,"SUB OUT by CAPPS,DAKOTA",2
11:45,,,,,"SUB IN by PENN,HUNTER",,,"SUB IN by PENN,HUNTER",2
11:45,"SUB OUT by COLEMAN,HUNTER",,,,,,,"SUB OUT by COLEMAN,HUNTER",2
11:45,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",2
11:23,,,,,"TURNOVER  by MADSON,ALEX",,,"TURNOVER  by MADSON,ALEX",2
11:06,"MISS 3PTR by TAYLOR,MARSHALL",,,,,,,"MISS 3PTR by TAYLOR,MARSHALL",2
--,,,,,"REBOUND DEF by NAPIER,COLBY",,,"REBOUND DEF by NAPIER,COLBY",2
10:52,,,,,"MISS 3PTR by SMITH,SIMON",,,"MISS 3PTR by SMITH,SIMON",2
--,,,,,"REBOUND OFF by NAPIER,COLBY",,,"REBOUND OFF by NAPIER,COLBY",2
10:48,,,,,"MISS JUMPER by NAPIER,COLBY(in the paint)",,,"MISS JUMPER by NAPIER,COLBY(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:30,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND DEF by PENN,HUNTER",,,"REBOUND DEF by PENN,HUNTER",2
10:17,,,,,"TURNOVER  by NAPIER,COLBY",,,"TURNOVER  by NAPIER,COLBY",2
10:17,"STEAL  by TAYLOR,MARSHALL",,,,,,,"STEAL  by TAYLOR,MARSHALL",2
10:14,,,,,"FOUL  by NAPIER,COLBY",,,"FOUL  by NAPIER,COLBY",2
10:14,"GOOD FT by TAYLOR,MARSHALL",50,,57 (+7),,Centre 50-57 (-7),,"GOOD FT by TAYLOR,MARSHALL",2
10:14,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
10:14,"SUB OUT by MARKHAM,DRU",,,,,,,"SUB OUT by MARKHAM,DRU",2
10:14,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
10:14,"SUB IN by STINNETT,CADE",,,,,,,"SUB IN by STINNETT,CADE",2
10:14,"GOOD FT by TAYLOR,MARSHALL",51,,57 (+6),,Centre 51-57 (-6),,"GOOD FT by TAYLOR,MARSHALL",2
09:56,,51,,59 (+8),"GOOD LAYUP by GREEN,JAYLAN(in the paint)",Transy 51-59 (-8),,"GOOD LAYUP by GREEN,JAYLAN(in the paint)",2
09:37,"GOOD 3PTR by STINNETT,CADE",54,,59 (+5),,Centre 54-59 (-5),,"GOOD 3PTR by STINNETT,CADE",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
09:30,"FOUL  by RING,NOAH",,,,,,,"FOUL  by RING,NOAH",2
09:30,,,,,"MISS FT by MADSON,ALEX",,,"MISS FT by MADSON,ALEX",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:30,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",2
09:30,"SUB IN by COLEMAN,HUNTER",,,,,,,"SUB IN by COLEMAN,HUNTER",2
09:30,,,,,"MISS FT by MADSON,ALEX",,,"MISS FT by MADSON,ALEX",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:30,,,,,"SUB OUT by MADSON,ALEX",,,"SUB OUT by MADSON,ALEX",2
09:30,,,,,"SUB IN by CAPPS,DAKOTA",,,"SUB IN by CAPPS,DAKOTA",2
09:09,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
09:03,,,,,"TURNOVER  by GREEN,JAYLAN",,,"TURNOVER  by GREEN,JAYLAN",2
08:58,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",2
08:54,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",2
08:54,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
08:39,,,,,"MISS JUMPER by NAPIER,COLBY",,,"MISS JUMPER by NAPIER,COLBY",2
--,"REBOUND DEF by BAUGHMAN,CARTER",,,,,,,"REBOUND DEF by BAUGHMAN,CARTER",2
08:28,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND DEF by PENN,HUNTER",,,"REBOUND DEF by PENN,HUNTER",2
08:11,,54,,61 (+7),"GOOD JUMPER by PENN,HUNTER(in the paint)",Transy 54-61 (-7),,"GOOD JUMPER by PENN,HUNTER(in the paint)",2
--,,,,,"ASSIST  by CAPPS,DAKOTA",,,"ASSIST  by CAPPS,DAKOTA",2
07:43,"GOOD 3PTR by COLEMAN,HUNTER",57,,61 (+4),,Centre 57-61 (-4),,"GOOD 3PTR by COLEMAN,HUNTER",2
--,"ASSIST  by WILSON,DREW",,,,,,,"ASSIST  by WILSON,DREW",2
07:14,,,,,"MISS 3PTR by GREEN,JAYLAN",,,"MISS 3PTR by GREEN,JAYLAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:13,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:13,,,,,"SUB OUT by SMITH,SIMON",,,"SUB OUT by SMITH,SIMON",2
07:13,,,,,"SUB IN by TEAGUE,MATTHEW",,,"SUB IN by TEAGUE,MATTHEW",2
07:00,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
07:00,,,,,"BLOCK  by PENN,HUNTER",,,"BLOCK  by PENN,HUNTER",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
06:53,,,,,"MISS JUMPER by GREEN,JAYLAN",,,"MISS JUMPER by GREEN,JAYLAN",2
--,,,,,"REBOUND OFF by TEAGUE,MATTHEW",,,"REBOUND OFF by TEAGUE,MATTHEW",2
06:46,,57,,63 (+6),"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",Transy 57-63 (-6),,"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",2
06:31,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
--,,,,,"REBOUND DEF by TEAGUE,MATTHEW",,,"REBOUND DEF by TEAGUE,MATTHEW",2
06:24,,57,,65 (+8),"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",Transy 57-65 (-8),,"GOOD LAYUP by TEAGUE,MATTHEW(in the paint)",2
06:23,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
06:11,"GOOD LAYUP by STINNETT,CADE(in the paint)",59,,65 (+6),,Centre 59-65 (-6),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
06:00,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",2
06:00,"SUB IN by MARKHAM,DRU",,,,,,,"SUB IN by MARKHAM,DRU",2
05:51,,,,,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",,,"MISS LAYUP by TEAGUE,MATTHEW(in the paint)",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
05:37,"GOOD LAYUP by STINNETT,CADE(in the paint)",61,,65 (+4),,Centre 61-65 (-4),,"GOOD LAYUP by STINNETT,CADE(in the paint)",2
05:37,,,,,"FOUL  by TEAGUE,MATTHEW",,,"FOUL  by TEAGUE,MATTHEW",2
05:37,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
05:37,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",2
05:37,"GOOD FT by STINNETT,CADE",62,,65 (+3),,Centre 62-65 (-3),,"GOOD FT by STINNETT,CADE",2
05:14,,,,,"MISS 3PTR by GREEN,JAYLAN",,,"MISS 3PTR by GREEN,JAYLAN",2
--,"REBOUND DEF by COLEMAN,HUNTER",,,,,,,"REBOUND DEF by COLEMAN,HUNTER",2
05:00,"MISS 3PTR by STINNETT,CADE",,,,,,,"MISS 3PTR by STINNETT,CADE",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
04:49,,,,,"MISS 3PTR by NAPIER,COLBY",,,"MISS 3PTR by NAPIER,COLBY",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
04:17,,,,,"FOUL  by TEAGUE,MATTHEW",,,"FOUL  by TEAGUE,MATTHEW",2
04:17,"SUB OUT by MARKHAM,DRU",,,,,,,"SUB OUT by MARKHAM,DRU",2
04:17,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",2
04:05,"GOOD LAYUP by MOORE,CHEZ(in the paint)",64,,65 (+1),,Centre 64-65 (-1),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",2
03:48,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:31,,,,,"MISS LAYUP by PENN,HUNTER(in the paint)",,,"MISS LAYUP by PENN,HUNTER(in the paint)",2
--,,,,,"REBOUND OFF by PENN,HUNTER",,,"REBOUND OFF by PENN,HUNTER",2
03:25,,,,,"MISS LAYUP by PENN,HUNTER(in the paint)",,,"MISS LAYUP by PENN,HUNTER(in the paint)",2
03:25,,,,,"SUB OUT by PENN,HUNTER",,,"SUB OUT by PENN,HUNTER",2
03:25,,,,,"SUB IN by SMITH,SIMON",,,"SUB IN by SMITH,SIMON",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
03:13,"MISS JUMPER by WILSON,DREW(in the paint)",,,,,,,"MISS JUMPER by WILSON,DREW(in the paint)",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
03:02,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
03:02,,64,,66 (+2),"GOOD FT by SMITH,SIMON",Transy 64-66 (-2),,"GOOD FT by SMITH,SIMON",2
03:02,,,,,"SUB OUT by TEAGUE,MATTHEW",,,"SUB OUT by TEAGUE,MATTHEW",2
03:02,,,,,"SUB IN by PENN,HUNTER",,,"SUB IN by PENN,HUNTER",2
03:02,,64,,67 (+3),"GOOD FT by SMITH,SIMON",Transy 64-67 (-3),,"GOOD FT by SMITH,SIMON",2
02:46,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
02:46,,,,,"BLOCK  by PENN,HUNTER",,,"BLOCK  by PENN,HUNTER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
02:46,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:38,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
02:31,,,,,"MISS 3PTR by SMITH,SIMON",,,"MISS 3PTR by SMITH,SIMON",2
--,"REBOUND DEF by STINNETT,CADE",,,,,,,"REBOUND DEF by STINNETT,CADE",2
02:18,"MISS LAYUP by STINNETT,CADE(in the paint)",,,,,,,"MISS LAYUP by STINNETT,CADE(in the paint)",2
--,,,,,"REBOUND DEF by PENN,HUNTER",,,"REBOUND DEF by PENN,HUNTER",2
01:52,,64,,69 (+5),"GOOD JUMPER by GREEN,JAYLAN(in the paint)",Transy 64-69 (-5),,"GOOD JUMPER by GREEN,JAYLAN(in the paint)",2
01:31,"MISS LAYUP by MOORE,CHEZ(in the paint)",,,,,,,"MISS LAYUP by MOORE,CHEZ(in the paint)",2
01:31,,,,,"BLOCK  by SMITH,SIMON",,,"BLOCK  by SMITH,SIMON",2
--,,,,,"REBOUND DEF by PENN,HUNTER",,,"REBOUND DEF by PENN,HUNTER",2
01:07,,64,,71 (+7),"GOOD LAYUP by CAPPS,DAKOTA(in the paint)",Transy 64-71 (-7),,"GOOD LAYUP by CAPPS,DAKOTA(in the paint)",2
00:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:43,"GOOD 3PTR by WILSON,DREW",67,,71 (+4),,Centre 67-71 (-4),,"GOOD 3PTR by WILSON,DREW",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
00:35,"FOUL  by WILSON,DREW",,,,,,,"FOUL  by WILSON,DREW",2
00:28,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
00:28,,,,,"MISS FT by GREEN,JAYLAN",,,"MISS FT by GREEN,JAYLAN",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
00:21,"MISS 3PTR by COLEMAN,HUNTER",,,,,,,"MISS 3PTR by COLEMAN,HUNTER",2
--,,,,,"REBOUND DEF by SMITH,SIMON",,,"REBOUND DEF by SMITH,SIMON",2
00:19,"FOUL  by MOORE,CHEZ",,,,,,,"FOUL  by MOORE,CHEZ",2
00:19,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",2
00:19,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
00:19,,,,,"MISS FT by SMITH,SIMON",,,"MISS FT by SMITH,SIMON",2
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",2
00:18,"MISS 3PTR by RING,NOAH",,,,,,,"MISS 3PTR by RING,NOAH",2
--,,,,,"REBOUND DEF by CAPPS,DAKOTA",,,"REBOUND DEF by CAPPS,DAKOTA",2
00:07,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",2
00:07,,67,,72 (+5),"GOOD FT by CAPPS,DAKOTA",Transy 67-72 (-5),,"GOOD FT by CAPPS,DAKOTA",2
00:07,,67,,73 (+6),"GOOD FT by CAPPS,DAKOTA",Transy 67-73 (-6),,"GOOD FT by CAPPS,DAKOTA",2
00:07,,,,,"SUB OUT by NAPIER,COLBY",,,"SUB OUT by NAPIER,COLBY",2
00:07,,,,,"SUB IN by MADSON,ALEX",,,"SUB IN by MADSON,ALEX",2
00:00,"GOOD 3PTR by WILSON,DREW",70,,73 (+3),,Centre 70-73 (-3),,"GOOD 3PTR by WILSON,DREW",2
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",2
