Time Remaining,Hend,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:14,,59 (+21),,38,"GOOD FT by GIROUX,PRESTON",Rhodes 59-38 (-21),,"GOOD FT by GIROUX,PRESTON",2
16:02,"GOOD JUMPER by STANLEY,SETH",61 (+23),,38,,Hend 61-38 (-23),,"GOOD JUMPER by STANLEY,SETH",2
15:42,,61 (+21),,40,"GOOD JUMPER by WILEY,KOKI",Rhodes 61-40 (-21),,"GOOD JUMPER by WILEY,KOKI",2
15:24,"TURNOVER  by EATON,JACK",,,,,,,"TURNOVER  by EATON,JACK",2
15:24,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
15:20,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
15:20,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
15:20,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:20,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
15:20,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
15:20,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
15:20,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
15:20,,61 (+20),,41,"GOOD FT by DE FERIA,NICK",Rhodes 61-41 (-20),,"GOOD FT by DE FERIA,NICK",2
15:20,,61 (+19),,42,"GOOD FT by DE FERIA,NICK",Rhodes 61-42 (-19),,"GOOD FT by DE FERIA,NICK",2
15:19,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:17,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:13,,,,,"FOUL  by DE FERIA,NICK",,,"FOUL  by DE FERIA,NICK",2
15:08,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
15:08,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
15:08,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
14:53,"MISS LAYUP by STANLEY,SETH(in the paint)",,,,,,,"MISS LAYUP by STANLEY,SETH(in the paint)",2
14:53,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:46,"GOOD 3PTR by CARTWRIGHT,BROOKS",64 (+22),,42,,Hend 64-42 (-22),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
14:35,,64 (+20),,44,"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 64-44 (-20),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
14:06,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
14:06,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
14:00,"GOOD 3PTR by STANLEY,SETH",67 (+23),,44,,Hend 67-44 (-23),,"GOOD 3PTR by STANLEY,SETH",2
13:43,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
13:34,"GOOD 3PTR by COMAN,SEAN",70 (+26),,44,,Hend 70-44 (-26),,"GOOD 3PTR by COMAN,SEAN",2
--,"ASSIST  by CARTWRIGHT,BROOKS",,,,,,,"ASSIST  by CARTWRIGHT,BROOKS",2
13:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:29,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:20,,70 (+23),,47,"GOOD 3PTR by JAMES,MAC",Rhodes 70-47 (-23),,"GOOD 3PTR by JAMES,MAC",2
12:51,"MISS LAYUP by CONRAD,ALEX(in the paint)",,,,,,,"MISS LAYUP by CONRAD,ALEX(in the paint)",2
--,"REBOUND OFF by EATON,JACK",,,,,,,"REBOUND OFF by EATON,JACK",2
12:49,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
12:36,"GOOD JUMPER by EATON,JACK(in the paint)",72 (+25),,47,,Hend 72-47 (-25),,"GOOD JUMPER by EATON,JACK(in the paint)",2
12:26,,72 (+22),,50,"GOOD 3PTR by WILEY,KOKI",Rhodes 72-50 (-22),,"GOOD 3PTR by WILEY,KOKI",2
11:56,"GOOD 3PTR by STANLEY,SETH",75 (+25),,50,,Hend 75-50 (-25),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by CONRAD,ALEX",,,,,,,"ASSIST  by CONRAD,ALEX",2
11:40,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:40,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
11:40,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
11:40,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
11:40,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
11:40,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
11:38,,,,,"MISS JUMPER by GALVIN,OWEN(in the paint)",,,"MISS JUMPER by GALVIN,OWEN(in the paint)",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
11:24,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
11:17,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
10:59,"GOOD 3PTR by STANLEY,SETH",78 (+28),,50,,Hend 78-50 (-28),,"GOOD 3PTR by STANLEY,SETH",2
10:48,"FOUL  by CARTWRIGHT,BROOKS",,,,,,,"FOUL  by CARTWRIGHT,BROOKS",2
10:48,,78 (+27),,51,"GOOD FT by JAMES,MAC",Rhodes 78-51 (-27),,"GOOD FT by JAMES,MAC",2
10:48,,78 (+26),,52,"GOOD FT by JAMES,MAC",Rhodes 78-52 (-26),,"GOOD FT by JAMES,MAC",2
10:48,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
10:48,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
10:48,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
10:48,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
10:35,"TURNOVER  by PHILLIP,ADAM",,,,,,,"TURNOVER  by PHILLIP,ADAM",2
10:35,,,,,"STEAL  by GALVIN,OWEN",,,"STEAL  by GALVIN,OWEN",2
10:29,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by PHILLIP,ADAM",,,,,,,"REBOUND DEF by PHILLIP,ADAM",2
10:18,"MISS LAYUP by FITCH,CARL(in the paint)",,,,,,,"MISS LAYUP by FITCH,CARL(in the paint)",2
10:18,,,,,"BLOCK  by GALVIN,OWEN",,,"BLOCK  by GALVIN,OWEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:15,"MISS LAYUP by FITCH,CARL(in the paint)",,,,,,,"MISS LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"REBOUND DEF by NESTLEHUTT,JAKE",,,"REBOUND DEF by NESTLEHUTT,JAKE",2
09:52,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
09:52,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
09:52,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
09:52,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
09:52,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:47,"MISS LAYUP by FITCH,CARL(in the paint)",,,,,,,"MISS LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
09:40,,,,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",,,"MISS LAYUP by WEATHERFORD,MITCH(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:40,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
09:40,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
09:29,"MISS 3PTR by PHILLIP,ADAM",,,,,,,"MISS 3PTR by PHILLIP,ADAM",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
09:25,"GOOD LAYUP by FITCH,CARL(in the paint)",80 (+28),,52,,Hend 80-52 (-28),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
09:15,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
09:15,,,,,"TURNOVER  by GIROUX,PRESTON",,,"TURNOVER  by GIROUX,PRESTON",2
09:05,"TURNOVER  by PHILLIP,ADAM",,,,,,,"TURNOVER  by PHILLIP,ADAM",2
09:05,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
08:57,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
08:37,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
08:37,"GOOD FT by STANLEY,SETH",81 (+29),,52,,Hend 81-52 (-29),,"GOOD FT by STANLEY,SETH",2
08:37,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
08:37,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
08:37,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
08:37,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
08:37,"GOOD FT by STANLEY,SETH",82 (+30),,52,,Hend 82-52 (-30),,"GOOD FT by STANLEY,SETH",2
08:26,,,,,"MISS LAYUP by DE FERIA,NICK(in the paint)",,,"MISS LAYUP by DE FERIA,NICK(in the paint)",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
08:10,"GOOD 3PTR by STANLEY,SETH",85 (+33),,52,,Hend 85-52 (-33),,"GOOD 3PTR by STANLEY,SETH",2
07:59,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
07:45,"GOOD 3PTR by STANLEY,SETH",88 (+36),,52,,Hend 88-52 (-36),,"GOOD 3PTR by STANLEY,SETH",2
07:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:36,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:36,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
07:36,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
07:33,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
07:28,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
07:23,,88 (+34),,54,"GOOD LAYUP by DE FERIA,NICK(fastbreak)(in the paint)",Rhodes 88-54 (-34),,"GOOD LAYUP by DE FERIA,NICK(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
07:08,"GOOD 3PTR by CARTWRIGHT,BROOKS",91 (+37),,54,,Hend 91-54 (-37),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
06:56,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
06:44,"GOOD 3PTR by STANLEY,SETH",94 (+40),,54,,Hend 94-54 (-40),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
06:09,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
06:09,,94 (+39),,55,"GOOD FT by ESSICK,JALEN",Rhodes 94-55 (-39),,"GOOD FT by ESSICK,JALEN",2
06:09,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
06:09,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",2
06:09,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
06:09,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
06:09,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
06:09,"SUB IN by JOHNSON,DAMECKO",,,,,,,"SUB IN by JOHNSON,DAMECKO",2
06:09,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
06:09,"SUB IN by PHILLIP,ADAM",,,,,,,"SUB IN by PHILLIP,ADAM",2
06:09,,94 (+38),,56,"GOOD FT by ESSICK,JALEN",Rhodes 94-56 (-38),,"GOOD FT by ESSICK,JALEN",2
05:56,"GOOD JUMPER by CRAWFORD,TRACE",96 (+40),,56,,Hend 96-56 (-40),,"GOOD JUMPER by CRAWFORD,TRACE",2
05:32,,96 (+38),,58,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",Rhodes 96-58 (-38),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
05:11,"GOOD JUMPER by JOHNSON,DAMECKO",98 (+40),,58,,Hend 98-58 (-40),,"GOOD JUMPER by JOHNSON,DAMECKO",2
04:56,,98 (+37),,61,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 98-61 (-37),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
04:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:46,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
04:46,"MISS FT by JOHNSON,DAMECKO",,,,,,,"MISS FT by JOHNSON,DAMECKO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:46,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",2
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",2
04:41,,98 (+35),,63,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 98-63 (-35),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
04:38,"GOOD DUNK by FITCH,CARL(fastbreak)(in the paint)",100 (+37),,63,,Hend 100-63 (-37),,"GOOD DUNK by FITCH,CARL(fastbreak)(in the paint)",2
--,"ASSIST  by JOHNSON,DAMECKO",,,,,,,"ASSIST  by JOHNSON,DAMECKO",2
04:21,,100 (+35),,65,"GOOD JUMPER by NESTLEHUTT,JAKE",Rhodes 100-65 (-35),,"GOOD JUMPER by NESTLEHUTT,JAKE",2
04:15,"TURNOVER  by JOHNSON,DAMECKO",,,,,,,"TURNOVER  by JOHNSON,DAMECKO",2
04:15,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",2
04:11,,100 (+33),,67,"GOOD LAYUP by NESTLEHUTT,JAKE(fastbreak)(in the paint)",Rhodes 100-67 (-33),,"GOOD LAYUP by NESTLEHUTT,JAKE(fastbreak)(in the paint)",2
03:58,"MISS LAYUP by CRAWFORD,TRACE(in the paint)",,,,,,,"MISS LAYUP by CRAWFORD,TRACE(in the paint)",2
03:58,,,,,"BLOCK  by PIPPENGER,WILEY",,,"BLOCK  by PIPPENGER,WILEY",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
03:38,,100 (+30),,70,"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 100-70 (-30),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
03:26,"TURNOVER  by CRAWFORD,TRACE",,,,,,,"TURNOVER  by CRAWFORD,TRACE",2
03:20,,100 (+28),,72,"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 100-72 (-28),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
03:12,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",102 (+30),,72,,Hend 102-72 (-30),,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",2
03:00,,102 (+28),,74,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",Rhodes 102-74 (-28),,"GOOD JUMPER by NESTLEHUTT,JAKE(in the paint)",2
02:41,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
02:41,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:41,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
02:41,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
02:41,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
02:41,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
02:41,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
02:41,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
02:41,,,,,"SUB IN by TEAL,AARON",,,"SUB IN by TEAL,AARON",2
02:41,,,,,"SUB IN by COPELAND,GRAHAM",,,"SUB IN by COPELAND,GRAHAM",2
02:41,,,,,"SUB IN by WALKER,GRAYSON",,,"SUB IN by WALKER,GRAYSON",2
02:41,,,,,"SUB IN by JOHNSON,ROSS",,,"SUB IN by JOHNSON,ROSS",2
02:41,"SUB OUT by JOHNSON,DAMECKO",,,,,,,"SUB OUT by JOHNSON,DAMECKO",2
02:41,"SUB OUT by EATON,JACK",,,,,,,"SUB OUT by EATON,JACK",2
02:41,"SUB OUT by PHILLIP,ADAM",,,,,,,"SUB OUT by PHILLIP,ADAM",2
02:41,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
02:41,"SUB IN by WARREN,JOSH",,,,,,,"SUB IN by WARREN,JOSH",2
02:41,"SUB IN by GIBSON,JASON",,,,,,,"SUB IN by GIBSON,JASON",2
02:41,"SUB IN by PRINS,ZACHARY",,,,,,,"SUB IN by PRINS,ZACHARY",2
02:41,"SUB IN by WILLIAMS,TYLER",,,,,,,"SUB IN by WILLIAMS,TYLER",2
02:41,"GOOD FT by CRAWFORD,TRACE",103 (+29),,74,,Hend 103-74 (-29),,"GOOD FT by CRAWFORD,TRACE",2
02:41,"MISS FT by CRAWFORD,TRACE",,,,,,,"MISS FT by CRAWFORD,TRACE",2
--,,,,,"REBOUND DEF by JOHNSON,ROSS",,,"REBOUND DEF by JOHNSON,ROSS",2
02:34,,,,,"MISS 3PTR by JOHNSON,ROSS",,,"MISS 3PTR by JOHNSON,ROSS",2
--,"REBOUND DEF by WARREN,JOSH",,,,,,,"REBOUND DEF by WARREN,JOSH",2
02:23,"MISS 3PTR by PRINS,ZACHARY",,,,,,,"MISS 3PTR by PRINS,ZACHARY",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
02:11,,,,,"TURNOVER  by GRUBBS,COBY",,,"TURNOVER  by GRUBBS,COBY",2
02:11,"STEAL  by WARREN,JOSH",,,,,,,"STEAL  by WARREN,JOSH",2
02:08,,,,,"FOUL  by TEAL,AARON",,,"FOUL  by TEAL,AARON",2
02:08,"MISS FT by WARREN,JOSH(fastbreak)",,,,,,,"MISS FT by WARREN,JOSH(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:08,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
02:08,"SUB IN by ALLEN,GRAYSON",,,,,,,"SUB IN by ALLEN,GRAYSON",2
02:08,"GOOD FT by WARREN,JOSH(fastbreak)",104 (+30),,74,,Hend 104-74 (-30),,"GOOD FT by WARREN,JOSH(fastbreak)",2
02:02,,104 (+27),,77,"GOOD 3PTR by WALKER,GRAYSON",Rhodes 104-77 (-27),,"GOOD 3PTR by WALKER,GRAYSON",2
--,,,,,"ASSIST  by GRUBBS,COBY",,,"ASSIST  by GRUBBS,COBY",2
01:29,"MISS JUMPER by WARREN,JOSH",,,,,,,"MISS JUMPER by WARREN,JOSH",2
01:29,,,,,"BLOCK  by TEAL,AARON",,,"BLOCK  by TEAL,AARON",2
--,,,,,"REBOUND DEF by JOHNSON,ROSS",,,"REBOUND DEF by JOHNSON,ROSS",2
01:19,,104 (+24),,80,"GOOD 3PTR by TEAL,AARON",Rhodes 104-80 (-24),,"GOOD 3PTR by TEAL,AARON",2
--,,,,,"ASSIST  by JOHNSON,ROSS",,,"ASSIST  by JOHNSON,ROSS",2
01:08,"TURNOVER  by WARREN,JOSH",,,,,,,"TURNOVER  by WARREN,JOSH",2
01:08,,,,,"STEAL  by COPELAND,GRAHAM",,,"STEAL  by COPELAND,GRAHAM",2
00:59,,104 (+22),,82,"GOOD LAYUP by COPELAND,GRAHAM(in the paint)",Rhodes 104-82 (-22),,"GOOD LAYUP by COPELAND,GRAHAM(in the paint)",2
00:23,"GOOD JUMPER by WILLIAMS,TYLER",106 (+24),,82,,Hend 106-82 (-24),,"GOOD JUMPER by WILLIAMS,TYLER",2
00:19,,,,,"TURNOVER  by GRUBBS,COBY",,,"TURNOVER  by GRUBBS,COBY",2
00:19,"STEAL  by ALLEN,GRAYSON",,,,,,,"STEAL  by ALLEN,GRAYSON",2
