Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
00:23,"STEAL  by ROBERTS,JOSHUA",,,,,,,"STEAL  by ROBERTS,JOSHUA",2
00:19,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",85 (+5),,80,,BU 85-80 (-5),,"GOOD LAYUP by PRUITT,KELVIN(fastbreak)(in the paint)",2
00:11,,85 (+2),,83,"GOOD 3PTR by WILEY,KOKI(fastbreak)",Rhodes 85-83 (-2),,"GOOD 3PTR by WILEY,KOKI(fastbreak)",2
00:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:11,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
00:11,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
00:07,"SUB OUT by PRUITT,KELVIN",,,,,,,"SUB OUT by PRUITT,KELVIN",2
00:07,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
00:07,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
00:07,"SUB OUT by HODUM,RICK",,,,,,,"SUB OUT by HODUM,RICK",2
00:07,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
00:07,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
00:07,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
00:07,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
00:07,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
00:07,"GOOD FT by COUCH,LUKE(fastbreak)",86 (+3),,83,,BU 86-83 (-3),,"GOOD FT by COUCH,LUKE(fastbreak)",2
00:07,"MISS FT by COUCH,LUKE(fastbreak)",,,,,,,"MISS FT by COUCH,LUKE(fastbreak)",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
00:02,,,,,"MISS 3PTR by WEATHERFORD,MITCH",,,"MISS 3PTR by WEATHERFORD,MITCH",2
00:02,"BLOCK  by COUCH,LUKE",,,,,,,"BLOCK  by COUCH,LUKE",2
--,"REBOUND DEF by COOKS,BROSNAN",,,,,,,"REBOUND DEF by COOKS,BROSNAN",2
