Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,Berry,Game Score,Team Indicator,Play,Period
02:35,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:35,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
02:23,"FOUL  by TEAL,AARON",,,,,,,"FOUL  by TEAL,AARON",2
02:23,,48,,89 (+41),"GOOD FT by MBENOUN,ROB",Berry 48-89 (-41),,"GOOD FT by MBENOUN,ROB",2
02:23,,48,,90 (+42),"GOOD FT by MBENOUN,ROB",Berry 48-90 (-42),,"GOOD FT by MBENOUN,ROB",2
02:13,"TURNOVER  by TEAL,AARON",,,,,,,"TURNOVER  by TEAL,AARON",2
02:13,,,,,"STEAL  by CUMMINGS,DREW",,,"STEAL  by CUMMINGS,DREW",2
01:58,,,,,"MISS LAYUP by MBENOUN,ROB",,,"MISS LAYUP by MBENOUN,ROB",2
--,,,,,"REBOUND OFF by MBENOUN,ROB",,,"REBOUND OFF by MBENOUN,ROB",2
01:53,"FOUL  by WALKER,GRAYSON",,,,,,,"FOUL  by WALKER,GRAYSON",2
01:53,,,,,"MISS FT by BIRDSONG,JAKE",,,"MISS FT by BIRDSONG,JAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:53,,,,,"MISS FT by BIRDSONG,JAKE",,,"MISS FT by BIRDSONG,JAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:53,,,,,"FOUL  by FALCONER,TREY",,,"FOUL  by FALCONER,TREY",2
01:50,"GOOD FT by WALKER,GRAYSON",49,,90 (+41),,Rhodes 49-90 (-41),,"GOOD FT by WALKER,GRAYSON",2
01:50,"MISS FT by WALKER,GRAYSON",,,,,,,"MISS FT by WALKER,GRAYSON",2
--,,,,,"REBOUND DEF by MBENOUN,ROB",,,"REBOUND DEF by MBENOUN,ROB",2
01:31,,,,,"MISS JUMPER by CUMMINGS,DREW",,,"MISS JUMPER by CUMMINGS,DREW",2
--,,,,,"REBOUND OFF by FALCONER,TREY",,,"REBOUND OFF by FALCONER,TREY",2
01:26,,,,,"MISS 3PTR by FALCONER,TREY",,,"MISS 3PTR by FALCONER,TREY",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
01:14,"MISS LAYUP by COPELAND,GRAHAM",,,,,,,"MISS LAYUP by COPELAND,GRAHAM",2
--,"REBOUND OFF by JOHNSON,ROSS",,,,,,,"REBOUND OFF by JOHNSON,ROSS",2
01:11,"MISS LAYUP by JOHNSON,ROSS",,,,,,,"MISS LAYUP by JOHNSON,ROSS",2
--,,,,,"REBOUND DEF by BARKER,HARRIS",,,"REBOUND DEF by BARKER,HARRIS",2
00:51,,49,,92 (+43),"GOOD LAYUP by FALCONER,TREY(in the paint)",Berry 49-92 (-43),,"GOOD LAYUP by FALCONER,TREY(in the paint)",2
--,,,,,"ASSIST  by BIRDSONG,JAKE",,,"ASSIST  by BIRDSONG,JAKE",2
00:30,"TURNOVER  by SHEN,KEVIN",,,,,,,"TURNOVER  by SHEN,KEVIN",2
00:30,,,,,"STEAL  by CUMMINGS,DREW",,,"STEAL  by CUMMINGS,DREW",2
00:00,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
