Time Remaining,MIL-U,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
01:21,"MISS JUMPER by HAMPTON,JAKE(in the paint)",,,,,,,"MISS JUMPER by HAMPTON,JAKE(in the paint)",1
--,"REBOUND OFF by HAMPTON,JAKE",,,,,,,"REBOUND OFF by HAMPTON,JAKE",1
01:16,"GOOD LAYUP by HAMPTON,JAKE(in the paint)",35,,35,,MIL-U 35-35 (0),,"GOOD LAYUP by HAMPTON,JAKE(in the paint)",1
01:03,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
00:59,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
00:59,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
00:59,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
00:59,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",1
00:50,"MISS LAYUP by LAURENCE,COLE(in the paint)",,,,,,,"MISS LAYUP by LAURENCE,COLE(in the paint)",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
00:35,"FOUL  by LAURENCE,COLE",,,,,,,"FOUL  by LAURENCE,COLE",1
00:35,,35,,36 (+1),"GOOD FT by SHEN,KEVIN",Rhodes 35-36 (+1),,"GOOD FT by SHEN,KEVIN",1
00:35,"SUB OUT by LAURENCE,COLE",,,,,,,"SUB OUT by LAURENCE,COLE",1
00:35,"SUB IN by FARMER,KORBIN",,,,,,,"SUB IN by FARMER,KORBIN",1
00:35,,35,,37 (+2),"GOOD FT by SHEN,KEVIN",Rhodes 35-37 (+2),,"GOOD FT by SHEN,KEVIN",1
00:32,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:07,"MISS LAYUP by FARMER,KORBIN(in the paint)",,,,,,,"MISS LAYUP by FARMER,KORBIN(in the paint)",1
00:07,,,,,"BLOCK  by GALVIN,OWEN",,,"BLOCK  by GALVIN,OWEN",1
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",1
00:02,,35,,39 (+4),"GOOD JUMPER by SHEN,KEVIN(fastbreak)(in the paint)",Rhodes 35-39 (+4),,"GOOD JUMPER by SHEN,KEVIN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",1
20:00,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
20:00,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
20:00,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
20:00,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
20:00,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
20:00,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
20:00,"SUB OUT by JOEST,TYLER",,,,,,,"SUB OUT by JOEST,TYLER",2
20:00,"SUB IN by LAURENCE,COLE",,,,,,,"SUB IN by LAURENCE,COLE",2
19:44,,35,,41 (+6),"GOOD LAYUP by GALVIN,OWEN(in the paint)",Rhodes 35-41 (+6),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
19:23,"TURNOVER  by LAURENCE,COLE",,,,,,,"TURNOVER  by LAURENCE,COLE",2
19:10,"FOUL  by STICHNOTE,SAM",,,,,,,"FOUL  by STICHNOTE,SAM",2
19:04,,35,,44 (+9),"GOOD 3PTR by WILEY,KOKI",Rhodes 35-44 (+9),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
18:43,"GOOD JUMPER by BURROWS,TROY",37,,44 (+7),,MIL-U 37-44 (+7),,"GOOD JUMPER by BURROWS,TROY",2
18:24,,,,,"MISS JUMPER by GIROUX,PRESTON(in the paint)",,,"MISS JUMPER by GIROUX,PRESTON(in the paint)",2
--,"REBOUND DEF by BURROWS,TROY",,,,,,,"REBOUND DEF by BURROWS,TROY",2
18:08,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
18:08,"MISS FT by LAURENCE,COLE",,,,,,,"MISS FT by LAURENCE,COLE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
18:08,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
18:08,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
18:08,"MISS FT by LAURENCE,COLE",,,,,,,"MISS FT by LAURENCE,COLE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
18:08,"FOUL  by STICHNOTE,SAM",,,,,,,"FOUL  by STICHNOTE,SAM",2
18:06,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
18:06,,37,,45 (+8),"GOOD FT by NESTLEHUTT,JAKE",Rhodes 37-45 (+8),,"GOOD FT by NESTLEHUTT,JAKE",2
18:06,,37,,46 (+9),"GOOD FT by NESTLEHUTT,JAKE",Rhodes 37-46 (+9),,"GOOD FT by NESTLEHUTT,JAKE",2
17:58,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by STICHNOTE,SAM",,,,,,,"REBOUND DEF by STICHNOTE,SAM",2
17:46,"GOOD LAYUP by STICHNOTE,SAM(in the paint)",39,,46 (+7),,MIL-U 39-46 (+7),,"GOOD LAYUP by STICHNOTE,SAM(in the paint)",2
17:38,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",2
17:38,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
17:19,"GOOD 3PTR by STICHNOTE,SAM",42,,46 (+4),,MIL-U 42-46 (+4),,"GOOD 3PTR by STICHNOTE,SAM",2
--,"ASSIST  by LAURENCE,COLE",,,,,,,"ASSIST  by LAURENCE,COLE",2
16:57,,42,,48 (+6),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",Rhodes 42-48 (+6),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
16:37,"MISS JUMPER by LAURENCE,COLE",,,,,,,"MISS JUMPER by LAURENCE,COLE",2
16:37,,,,,"BLOCK  by GIROUX,PRESTON",,,"BLOCK  by GIROUX,PRESTON",2
--,"REBOUND OFF by LAURENCE,COLE",,,,,,,"REBOUND OFF by LAURENCE,COLE",2
16:15,"TURNOVER  by LAURENCE,COLE",,,,,,,"TURNOVER  by LAURENCE,COLE",2
16:15,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
16:09,,42,,50 (+8),"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",Rhodes 42-50 (+8),,"GOOD LAYUP by GIROUX,PRESTON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GALVIN,OWEN",,,"ASSIST  by GALVIN,OWEN",2
15:55,"MISS 3PTR by HAMPTON,JAKE",,,,,,,"MISS 3PTR by HAMPTON,JAKE",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
15:39,,42,,53 (+11),"GOOD 3PTR by JAMES,MAC",Rhodes 42-53 (+11),,"GOOD 3PTR by JAMES,MAC",2
15:09,"MISS 3PTR by STICHNOTE,SAM",,,,,,,"MISS 3PTR by STICHNOTE,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:08,"FOUL  by LAURENCE,COLE",,,,,,,"FOUL  by LAURENCE,COLE",2
15:08,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:07,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
15:07,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
15:07,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:07,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
15:07,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
15:07,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
15:07,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
15:07,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",2
15:07,"SUB OUT by LAURENCE,COLE",,,,,,,"SUB OUT by LAURENCE,COLE",2
15:07,"SUB IN by JOEST,TYLER",,,,,,,"SUB IN by JOEST,TYLER",2
14:53,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by BURROWS,TROY",,,,,,,"REBOUND DEF by BURROWS,TROY",2
14:37,"GOOD 3PTR by BURROWS,TROY",45,,53 (+8),,MIL-U 45-53 (+8),,"GOOD 3PTR by BURROWS,TROY",2
--,"ASSIST  by HAMPTON,JAKE",,,,,,,"ASSIST  by HAMPTON,JAKE",2
14:20,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
--,"REBOUND DEF by STICHNOTE,SAM",,,,,,,"REBOUND DEF by STICHNOTE,SAM",2
14:10,"MISS 3PTR by JOEST,TYLER",,,,,,,"MISS 3PTR by JOEST,TYLER",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
14:01,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,"REBOUND DEF by BURROWS,TROY",,,,,,,"REBOUND DEF by BURROWS,TROY",2
13:37,"MISS 3PTR by BURROWS,TROY",,,,,,,"MISS 3PTR by BURROWS,TROY",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
13:24,,45,,55 (+10),"GOOD JUMPER by SHEN,KEVIN(in the paint)",Rhodes 45-55 (+10),,"GOOD JUMPER by SHEN,KEVIN(in the paint)",2
13:04,"MISS JUMPER by STICHNOTE,SAM(in the paint)",,,,,,,"MISS JUMPER by STICHNOTE,SAM(in the paint)",2
13:04,,,,,"BLOCK  by ESSICK,JALEN",,,"BLOCK  by ESSICK,JALEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:04,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
13:04,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
12:38,"GOOD JUMPER by JOEST,TYLER(in the paint)",47,,55 (+8),,MIL-U 47-55 (+8),,"GOOD JUMPER by JOEST,TYLER(in the paint)",2
--,"ASSIST  by HAMPTON,JAKE",,,,,,,"ASSIST  by HAMPTON,JAKE",2
12:18,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",2
12:18,"BLOCK  by JOEST,TYLER",,,,,,,"BLOCK  by JOEST,TYLER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
12:18,,,,,"SUB OUT by PIPPENGER,WILEY",,,"SUB OUT by PIPPENGER,WILEY",2
12:18,,,,,"SUB IN by GRUBBS,COBY",,,"SUB IN by GRUBBS,COBY",2
12:15,,47,,58 (+11),"GOOD 3PTR by SHEN,KEVIN",Rhodes 47-58 (+11),,"GOOD 3PTR by SHEN,KEVIN",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
11:58,"MISS 3PTR by JOEST,TYLER",,,,,,,"MISS 3PTR by JOEST,TYLER",2
--,"REBOUND OFF by FARMER,KORBIN",,,,,,,"REBOUND OFF by FARMER,KORBIN",2
11:51,"MISS 3PTR by HAMPTON,JAKE",,,,,,,"MISS 3PTR by HAMPTON,JAKE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
11:46,,47,,60 (+13),"GOOD JUMPER by WALKER,JEFFERSON(fastbreak)(in the paint)",Rhodes 47-60 (+13),,"GOOD JUMPER by WALKER,JEFFERSON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
11:27,"TURNOVER  by BURROWS,TROY",,,,,,,"TURNOVER  by BURROWS,TROY",2
11:27,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:19,,47,,62 (+15),"GOOD JUMPER by WILEY,KOKI(fastbreak)(in the paint)",Rhodes 47-62 (+15),,"GOOD JUMPER by WILEY,KOKI(fastbreak)(in the paint)",2
11:07,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",2
11:07,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
11:07,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
11:07,"SUB OUT by HAMPTON,JAKE",,,,,,,"SUB OUT by HAMPTON,JAKE",2
11:07,"SUB IN by JONES,KELVIN",,,,,,,"SUB IN by JONES,KELVIN",2
10:46,"MISS 3PTR by BURROWS,TROY",,,,,,,"MISS 3PTR by BURROWS,TROY",2
--,"REBOUND OFF by STICHNOTE,SAM",,,,,,,"REBOUND OFF by STICHNOTE,SAM",2
10:43,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",2
10:43,"GOOD FT by STICHNOTE,SAM",48,,62 (+14),,MIL-U 48-62 (+14),,"GOOD FT by STICHNOTE,SAM",2
10:43,,,,,"SUB OUT by GRUBBS,COBY",,,"SUB OUT by GRUBBS,COBY",2
10:43,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
10:43,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
10:43,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
10:43,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:43,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:43,"MISS FT by STICHNOTE,SAM",,,,,,,"MISS FT by STICHNOTE,SAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:33,"SUB OUT by FARMER,KORBIN",,,,,,,"SUB OUT by FARMER,KORBIN",2
10:33,"SUB IN by LAURENCE,COLE",,,,,,,"SUB IN by LAURENCE,COLE",2
10:33,,48,,65 (+17),"GOOD 3PTR by GIROUX,PRESTON",Rhodes 48-65 (+17),,"GOOD 3PTR by GIROUX,PRESTON",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
10:13,"TURNOVER  by LAURENCE,COLE",,,,,,,"TURNOVER  by LAURENCE,COLE",2
10:13,,,,,"STEAL  by JAMES,MAC",,,"STEAL  by JAMES,MAC",2
10:06,"FOUL  by JONES,KELVIN",,,,,,,"FOUL  by JONES,KELVIN",2
09:46,,48,,67 (+19),"GOOD JUMPER by GIROUX,PRESTON(in the paint)",Rhodes 48-67 (+19),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
09:28,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
09:28,"SUB OUT by STICHNOTE,SAM",,,,,,,"SUB OUT by STICHNOTE,SAM",2
09:28,"SUB OUT by JOEST,TYLER",,,,,,,"SUB OUT by JOEST,TYLER",2
09:28,"SUB IN by HAMPTON,JAKE",,,,,,,"SUB IN by HAMPTON,JAKE",2
09:28,"SUB IN by FARMER,KORBIN",,,,,,,"SUB IN by FARMER,KORBIN",2
09:28,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:15,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",2
09:15,"GOOD FT by FARMER,KORBIN",49,,67 (+18),,MIL-U 49-67 (+18),,"GOOD FT by FARMER,KORBIN",2
09:15,"GOOD FT by FARMER,KORBIN",50,,67 (+17),,MIL-U 50-67 (+17),,"GOOD FT by FARMER,KORBIN",2
09:00,,50,,69 (+19),"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 50-69 (+19),,"GOOD JUMPER by WILEY,KOKI(in the paint)",2
08:41,"GOOD JUMPER by HAMPTON,JAKE",52,,69 (+17),,MIL-U 52-69 (+17),,"GOOD JUMPER by HAMPTON,JAKE",2
--,"ASSIST  by BURROWS,TROY",,,,,,,"ASSIST  by BURROWS,TROY",2
08:17,,52,,72 (+20),"GOOD 3PTR by NESTLEHUTT,JAKE",Rhodes 52-72 (+20),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by GIROUX,PRESTON",,,"ASSIST  by GIROUX,PRESTON",2
08:10,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
08:10,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
08:10,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
08:10,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
07:55,"MISS JUMPER by FARMER,KORBIN(in the paint)",,,,,,,"MISS JUMPER by FARMER,KORBIN(in the paint)",2
07:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:48,"TURNOVER  by BURROWS,TROY",,,,,,,"TURNOVER  by BURROWS,TROY",2
07:48,,,,,"STEAL  by WALKER,JEFFERSON",,,"STEAL  by WALKER,JEFFERSON",2
07:44,"FOUL  by LAURENCE,COLE",,,,,,,"FOUL  by LAURENCE,COLE",2
07:44,,52,,73 (+21),"GOOD FT by WALKER,JEFFERSON(fastbreak)",Rhodes 52-73 (+21),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
07:44,,52,,74 (+22),"GOOD FT by WALKER,JEFFERSON(fastbreak)",Rhodes 52-74 (+22),,"GOOD FT by WALKER,JEFFERSON(fastbreak)",2
07:44,"SUB OUT by LAURENCE,COLE",,,,,,,"SUB OUT by LAURENCE,COLE",2
07:44,"SUB IN by JOEST,TYLER",,,,,,,"SUB IN by JOEST,TYLER",2
07:44,"SUB OUT by BURROWS,TROY",,,,,,,"SUB OUT by BURROWS,TROY",2
07:44,"SUB IN by MITCHELL,CEDRIC",,,,,,,"SUB IN by MITCHELL,CEDRIC",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:36,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
07:36,"GOOD FT by JONES,KELVIN(fastbreak)",53,,74 (+21),,MIL-U 53-74 (+21),,"GOOD FT by JONES,KELVIN(fastbreak)",2
07:36,"GOOD FT by JONES,KELVIN(fastbreak)",54,,74 (+20),,MIL-U 54-74 (+20),,"GOOD FT by JONES,KELVIN(fastbreak)",2
07:25,,,,,"MISS LAYUP by GALVIN,OWEN(in the paint)",,,"MISS LAYUP by GALVIN,OWEN(in the paint)",2
--,"REBOUND DEF by JOEST,TYLER",,,,,,,"REBOUND DEF by JOEST,TYLER",2
07:11,"MISS JUMPER by MITCHELL,CEDRIC",,,,,,,"MISS JUMPER by MITCHELL,CEDRIC",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
07:06,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",2
07:06,"STEAL  by HAMPTON,JAKE",,,,,,,"STEAL  by HAMPTON,JAKE",2
07:01,"TURNOVER  by JOEST,TYLER",,,,,,,"TURNOVER  by JOEST,TYLER",2
07:01,,,,,"STEAL  by WEATHERFORD,MITCH",,,"STEAL  by WEATHERFORD,MITCH",2
06:56,,54,,76 (+22),"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",Rhodes 54-76 (+22),,"GOOD LAYUP by WALKER,JEFFERSON(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
06:32,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
06:32,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
06:32,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
06:32,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
06:32,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
06:32,,,,,"SUB IN by PIPPENGER,WILEY",,,"SUB IN by PIPPENGER,WILEY",2
06:28,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
06:28,"MISS FT by FARMER,KORBIN",,,,,,,"MISS FT by FARMER,KORBIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:28,"MISS FT by FARMER,KORBIN",,,,,,,"MISS FT by FARMER,KORBIN",2
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",2
06:13,,,,,"MISS LAYUP by SHEN,KEVIN(in the paint)",,,"MISS LAYUP by SHEN,KEVIN(in the paint)",2
06:13,"BLOCK  by FARMER,KORBIN",,,,,,,"BLOCK  by FARMER,KORBIN",2
--,"REBOUND DEF by MITCHELL,CEDRIC",,,,,,,"REBOUND DEF by MITCHELL,CEDRIC",2
06:05,"GOOD JUMPER by MITCHELL,CEDRIC(fastbreak)(in the paint)",56,,76 (+20),,MIL-U 56-76 (+20),,"GOOD JUMPER by MITCHELL,CEDRIC(fastbreak)(in the paint)",2
05:48,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:45,,,,,"FOUL  by PIPPENGER,WILEY",,,"FOUL  by PIPPENGER,WILEY",2
05:45,"GOOD FT by HAMPTON,JAKE(fastbreak)",57,,76 (+19),,MIL-U 57-76 (+19),,"GOOD FT by HAMPTON,JAKE(fastbreak)",2
05:45,"GOOD FT by HAMPTON,JAKE(fastbreak)",58,,76 (+18),,MIL-U 58-76 (+18),,"GOOD FT by HAMPTON,JAKE(fastbreak)",2
05:17,"GOOD JUMPER by JOEST,TYLER",60,,76 (+16),,MIL-U 60-76 (+16),,"GOOD JUMPER by JOEST,TYLER",2
--,"ASSIST  by JONES,KELVIN",,,,,,,"ASSIST  by JONES,KELVIN",2
05:05,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",2
05:05,"BLOCK  by FARMER,KORBIN",,,,,,,"BLOCK  by FARMER,KORBIN",2
--,"REBOUND DEF by JOEST,TYLER",,,,,,,"REBOUND DEF by JOEST,TYLER",2
04:54,"GOOD JUMPER by MITCHELL,CEDRIC",62,,76 (+14),,MIL-U 62-76 (+14),,"GOOD JUMPER by MITCHELL,CEDRIC",2
04:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:30,,62,,78 (+16),"GOOD LAYUP by ESSICK,JALEN(in the paint)",Rhodes 62-78 (+16),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
04:19,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
04:19,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
04:19,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
04:19,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
04:19,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
04:19,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
04:14,,62,,80 (+18),"GOOD JUMPER by WEATHERFORD,MITCH",Rhodes 62-80 (+18),,"GOOD JUMPER by WEATHERFORD,MITCH",2
04:00,"MISS 3PTR by JONES,KELVIN",,,,,,,"MISS 3PTR by JONES,KELVIN",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
03:42,"FOUL  by JONES,KELVIN",,,,,,,"FOUL  by JONES,KELVIN",2
03:42,,,,,"MISS FT by WILEY,KOKI",,,"MISS FT by WILEY,KOKI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:42,,62,,81 (+19),"GOOD FT by WILEY,KOKI",Rhodes 62-81 (+19),,"GOOD FT by WILEY,KOKI",2
03:23,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
03:23,"GOOD FT by HAMPTON,JAKE",63,,81 (+18),,MIL-U 63-81 (+18),,"GOOD FT by HAMPTON,JAKE",2
03:23,"SUB OUT by FARMER,KORBIN",,,,,,,"SUB OUT by FARMER,KORBIN",2
03:23,"SUB IN by AKINWUMI,MICHAEL",,,,,,,"SUB IN by AKINWUMI,MICHAEL",2
03:23,"MISS FT by HAMPTON,JAKE",,,,,,,"MISS FT by HAMPTON,JAKE",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
03:18,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by MITCHELL,CEDRIC",,,,,,,"REBOUND DEF by MITCHELL,CEDRIC",2
03:06,"TURNOVER  by JOEST,TYLER",,,,,,,"TURNOVER  by JOEST,TYLER",2
03:06,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
02:48,,63,,83 (+20),"GOOD JUMPER by GIROUX,PRESTON(in the paint)",Rhodes 63-83 (+20),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
02:26,"MISS JUMPER by AKINWUMI,MICHAEL(in the paint)",,,,,,,"MISS JUMPER by AKINWUMI,MICHAEL(in the paint)",2
--,"REBOUND OFF by JOEST,TYLER",,,,,,,"REBOUND OFF by JOEST,TYLER",2
02:22,"MISS JUMPER by JOEST,TYLER(in the paint)",,,,,,,"MISS JUMPER by JOEST,TYLER(in the paint)",2
--,"REBOUND OFF by AKINWUMI,MICHAEL",,,,,,,"REBOUND OFF by AKINWUMI,MICHAEL",2
02:18,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
02:18,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
02:18,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
02:18,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
