Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,WASHUM,Game Score,Team Indicator,Play,Period
19:48,"GOOD LAYUP by ESSICK,JALEN(in the paint)",30,,44 (+14),,RHODES 30-44 (-14),,"GOOD LAYUP by ESSICK,JALEN(in the paint)",2
19:14,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
19:13,,30,,46 (+16),"GOOD LAYUP by HUNTER,HANK(in the paint)",WASHUM 30-46 (-16),,"GOOD LAYUP by HUNTER,HANK(in the paint)",2
--,,,,,"ASSIST  by NESTER,MATT",,,"ASSIST  by NESTER,MATT",2
18:57,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,,,,,"REBOUND DEF by HARDY,JUSTIN",,,"REBOUND DEF by HARDY,JUSTIN",2
18:46,,,,,"MISS 3PTR by NESTER,MATT",,,"MISS 3PTR by NESTER,MATT",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:31,,30,,48 (+18),"GOOD LAYUP by HUNTER,HANK(in the paint)",WASHUM 30-48 (-18),,"GOOD LAYUP by HUNTER,HANK(in the paint)",2
--,,,,,"ASSIST  by NOLAN,JACK",,,"ASSIST  by NOLAN,JACK",2
18:13,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
18:13,,,,,"BLOCK  by HUNTER,HANK",,,"BLOCK  by HUNTER,HANK",2
--,,,,,"REBOUND DEF by HUNTER,HANK",,,"REBOUND DEF by HUNTER,HANK",2
17:56,,30,,50 (+20),"GOOD LAYUP by RUCKER,DEVAUGHN(in the paint)",WASHUM 30-50 (-20),,"GOOD LAYUP by RUCKER,DEVAUGHN(in the paint)",2
--,,,,,"ASSIST  by NOLAN,JACK",,,"ASSIST  by NOLAN,JACK",2
17:42,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by HUNTER,HANK",,,"REBOUND DEF by HUNTER,HANK",2
17:26,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
17:26,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
17:26,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
17:22,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
17:15,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
17:14,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
17:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:12,,30,,53 (+23),"GOOD 3PTR by NOLAN,JACK",WASHUM 30-53 (-23),,"GOOD 3PTR by NOLAN,JACK",2
--,,,,,"ASSIST  by RUCKER,DEVAUGHN",,,"ASSIST  by RUCKER,DEVAUGHN",2
16:50,"GOOD LAYUP by JAMES,MAC(in the paint)",32,,53 (+21),,RHODES 32-53 (-21),,"GOOD LAYUP by JAMES,MAC(in the paint)",2
16:38,,,,,"TURNOVER  by HARDY,JUSTIN",,,"TURNOVER  by HARDY,JUSTIN",2
16:36,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
16:31,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
--,,,,,"REBOUND DEF by NOLAN,JACK",,,"REBOUND DEF by NOLAN,JACK",2
16:24,,32,,55 (+23),"GOOD LAYUP by HUNTER,HANK(in the paint)",WASHUM 32-55 (-23),,"GOOD LAYUP by HUNTER,HANK(in the paint)",2
--,,,,,"ASSIST  by NOLAN,JACK",,,"ASSIST  by NOLAN,JACK",2
16:03,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",34,,55 (+21),,RHODES 34-55 (-21),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
15:33,,34,,58 (+24),"GOOD 3PTR by NOLAN,JACK",WASHUM 34-58 (-24),,"GOOD 3PTR by NOLAN,JACK",2
--,,,,,"ASSIST  by RUCKER,DEVAUGHN",,,"ASSIST  by RUCKER,DEVAUGHN",2
15:08,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
15:08,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
15:08,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
15:08,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
15:08,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:08,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
15:08,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
15:08,,,,,"SUB IN by BLOEDORN,NATE",,,"SUB IN by BLOEDORN,NATE",2
15:08,,,,,"SUB IN by ARENAS,JONATHAN",,,"SUB IN by ARENAS,JONATHAN",2
15:08,,,,,"SUB IN by WEBB,PAYDEN",,,"SUB IN by WEBB,PAYDEN",2
15:08,,,,,"SUB OUT by HUNTER,HANK",,,"SUB OUT by HUNTER,HANK",2
15:08,,,,,"SUB OUT by RUCKER,DEVAUGHN",,,"SUB OUT by RUCKER,DEVAUGHN",2
15:08,,,,,"SUB OUT by NESTER,MATT",,,"SUB OUT by NESTER,MATT",2
14:56,,,,,"MISS 3PTR by NOLAN,JACK",,,"MISS 3PTR by NOLAN,JACK",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
14:48,"GOOD 3PTR by SHEN,KEVIN",37,,58 (+21),,RHODES 37-58 (-21),,"GOOD 3PTR by SHEN,KEVIN",2
--,"ASSIST  by ESSICK,JALEN",,,,,,,"ASSIST  by ESSICK,JALEN",2
14:31,,,,,"TURNOVER  by NOLAN,JACK",,,"TURNOVER  by NOLAN,JACK",2
14:18,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",2
--,,,,,"REBOUND DEF by NOLAN,JACK",,,"REBOUND DEF by NOLAN,JACK",2
14:01,,,,,"MISS LAYUP by BLOEDORN,NATE",,,"MISS LAYUP by BLOEDORN,NATE",2
--,"REBOUND DEF by PIPPENGER,WILEY",,,,,,,"REBOUND DEF by PIPPENGER,WILEY",2
13:54,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
13:53,,,,,"STEAL  by HARDY,JUSTIN",,,"STEAL  by HARDY,JUSTIN",2
13:50,,37,,61 (+24),"GOOD 3PTR by NOLAN,JACK(fastbreak)",WASHUM 37-61 (-24),,"GOOD 3PTR by NOLAN,JACK(fastbreak)",2
--,,,,,"ASSIST  by HARDY,JUSTIN",,,"ASSIST  by HARDY,JUSTIN",2
13:36,,,,,"FOUL  by NOLAN,JACK",,,"FOUL  by NOLAN,JACK",2
13:36,,,,,"SUB IN by RUCKER,DEVAUGHN",,,"SUB IN by RUCKER,DEVAUGHN",2
13:36,,,,,"SUB IN by NESTER,MATT",,,"SUB IN by NESTER,MATT",2
13:36,,,,,"SUB OUT by HARDY,JUSTIN",,,"SUB OUT by HARDY,JUSTIN",2
13:36,,,,,"SUB OUT by NOLAN,JACK",,,"SUB OUT by NOLAN,JACK",2
13:34,"MISS LAYUP by PIPPENGER,WILEY",,,,,,,"MISS LAYUP by PIPPENGER,WILEY",2
--,,,,,"REBOUND DEF by ARENAS,JONATHAN",,,"REBOUND DEF by ARENAS,JONATHAN",2
13:23,,37,,63 (+26),"GOOD LAYUP by RUCKER,DEVAUGHN(in the paint)",WASHUM 37-63 (-26),,"GOOD LAYUP by RUCKER,DEVAUGHN(in the paint)",2
13:12,,,,,"FOUL  by ARENAS,JONATHAN",,,"FOUL  by ARENAS,JONATHAN",2
13:12,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
13:12,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
13:12,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
13:12,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
13:12,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
13:12,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
13:12,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
13:12,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
13:12,,,,,"SUB IN by MACK,KAMERON",,,"SUB IN by MACK,KAMERON",2
13:12,,,,,"SUB OUT by ARENAS,JONATHAN",,,"SUB OUT by ARENAS,JONATHAN",2
13:09,,,,,"FOUL  by RUCKER,DEVAUGHN",,,"FOUL  by RUCKER,DEVAUGHN",2
12:58,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",39,,63 (+24),,RHODES 39-63 (-24),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
12:39,,,,,"MISS 3PTR by NESTER,MATT",,,"MISS 3PTR by NESTER,MATT",2
--,,,,,"REBOUND OFF by BLOEDORN,NATE",,,"REBOUND OFF by BLOEDORN,NATE",2
12:35,,39,,65 (+26),"GOOD LAYUP by BLOEDORN,NATE(in the paint)",WASHUM 39-65 (-26),,"GOOD LAYUP by BLOEDORN,NATE(in the paint)",2
12:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:21,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,,,,,"REBOUND DEF by RUCKER,DEVAUGHN",,,"REBOUND DEF by RUCKER,DEVAUGHN",2
12:05,,39,,67 (+28),"GOOD LAYUP by BLOEDORN,NATE(in the paint)",WASHUM 39-67 (-28),,"GOOD LAYUP by BLOEDORN,NATE(in the paint)",2
11:52,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by RUCKER,DEVAUGHN",,,"REBOUND DEF by RUCKER,DEVAUGHN",2
11:42,,,,,"MISS 3PTR by MACK,KAMERON",,,"MISS 3PTR by MACK,KAMERON",2
--,"REBOUND DEF by FERIA,NICK DE",,,,,,,"REBOUND DEF by FERIA,NICK DE",2
11:30,,,,,"FOUL  by MACK,KAMERON",,,"FOUL  by MACK,KAMERON",2
11:25,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:25,"GOOD FT by ESSICK,JALEN",40,,67 (+27),,RHODES 40-67 (-27),,"GOOD FT by ESSICK,JALEN",2
11:25,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
11:25,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
11:25,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
11:25,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
11:25,,,,,"SUB IN by JACOB,CHARLIE",,,"SUB IN by JACOB,CHARLIE",2
11:25,,,,,"SUB OUT by MACK,KAMERON",,,"SUB OUT by MACK,KAMERON",2
11:11,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
11:11,,40,,68 (+28),"GOOD FT by BLOEDORN,NATE",WASHUM 40-68 (-28),,"GOOD FT by BLOEDORN,NATE",2
11:11,,40,,69 (+29),"GOOD FT by BLOEDORN,NATE",WASHUM 40-69 (-29),,"GOOD FT by BLOEDORN,NATE",2
11:11,,,,,"SUB IN by WINDLEY,DAVID",,,"SUB IN by WINDLEY,DAVID",2
11:11,,,,,"SUB OUT by WEBB,PAYDEN",,,"SUB OUT by WEBB,PAYDEN",2
10:51,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by BLOEDORN,NATE",,,"REBOUND DEF by BLOEDORN,NATE",2
10:31,,,,,"MISS LAYUP by RUCKER,DEVAUGHN",,,"MISS LAYUP by RUCKER,DEVAUGHN",2
10:31,"BLOCK  by GIROUX,PRESTON",,,,,,,"BLOCK  by GIROUX,PRESTON",2
--,,,,,"REBOUND OFF by JACOB,CHARLIE",,,"REBOUND OFF by JACOB,CHARLIE",2
10:28,,40,,71 (+31),"GOOD JUMPER by JACOB,CHARLIE",WASHUM 40-71 (-31),,"GOOD JUMPER by JACOB,CHARLIE",2
10:13,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by RUCKER,DEVAUGHN",,,"REBOUND DEF by RUCKER,DEVAUGHN",2
10:01,,,,,"FOUL  by BLOEDORN,NATE",,,"FOUL  by BLOEDORN,NATE",2
10:01,,,,,"TURNOVER  by BLOEDORN,NATE",,,"TURNOVER  by BLOEDORN,NATE",2
10:01,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
10:01,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
10:01,"SUB OUT by FERIA,NICK DE",,,,,,,"SUB OUT by FERIA,NICK DE",2
10:01,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
10:01,,,,,"SUB IN by BOEHM,SPENCER",,,"SUB IN by BOEHM,SPENCER",2
10:01,,,,,"SUB IN by GONZALO,MATT",,,"SUB IN by GONZALO,MATT",2
10:01,,,,,"SUB OUT by BLOEDORN,NATE",,,"SUB OUT by BLOEDORN,NATE",2
10:01,,,,,"SUB OUT by NESTER,MATT",,,"SUB OUT by NESTER,MATT",2
09:46,,,,,"FOUL  by GONZALO,MATT",,,"FOUL  by GONZALO,MATT",2
09:46,"GOOD FT by BERRY,BRYCE",41,,71 (+30),,RHODES 41-71 (-30),,"GOOD FT by BERRY,BRYCE",2
09:46,"GOOD FT by BERRY,BRYCE",42,,71 (+29),,RHODES 42-71 (-29),,"GOOD FT by BERRY,BRYCE",2
09:46,,,,,"SUB IN by HARDY,JUSTIN",,,"SUB IN by HARDY,JUSTIN",2
09:46,,,,,"SUB OUT by RUCKER,DEVAUGHN",,,"SUB OUT by RUCKER,DEVAUGHN",2
09:30,,,,,"MISS 3PTR by JACOB,CHARLIE",,,"MISS 3PTR by JACOB,CHARLIE",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
09:21,,,,,"FOUL  by JACOB,CHARLIE",,,"FOUL  by JACOB,CHARLIE",2
09:21,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,,,,,"REBOUND DEF by WINDLEY,DAVID",,,"REBOUND DEF by WINDLEY,DAVID",2
09:07,,,,,"MISS 3PTR by GONZALO,MATT",,,"MISS 3PTR by GONZALO,MATT",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
08:53,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",44,,71 (+27),,RHODES 44-71 (-27),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by BERRY,BRYCE",,,,,,,"ASSIST  by BERRY,BRYCE",2
08:30,,,,,"TURNOVER  by BOEHM,SPENCER",,,"TURNOVER  by BOEHM,SPENCER",2
08:29,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
08:20,,,,,"FOUL  by WINDLEY,DAVID",,,"FOUL  by WINDLEY,DAVID",2
08:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:20,"GOOD FT by BERRY,BRYCE",45,,71 (+26),,RHODES 45-71 (-26),,"GOOD FT by BERRY,BRYCE",2
08:20,"GOOD FT by BERRY,BRYCE",46,,71 (+25),,RHODES 46-71 (-25),,"GOOD FT by BERRY,BRYCE",2
08:20,"SUB IN by PIPPENGER,WILEY",,,,,,,"SUB IN by PIPPENGER,WILEY",2
08:20,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
08:20,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
08:20,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
08:20,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
08:20,"SUB OUT by GRUBBS,COBY",,,,,,,"SUB OUT by GRUBBS,COBY",2
08:20,,,,,"SUB IN by DAVET,KEVIN",,,"SUB IN by DAVET,KEVIN",2
08:20,,,,,"SUB OUT by BOEHM,SPENCER",,,"SUB OUT by BOEHM,SPENCER",2
08:10,,,,,"MISS 3PTR by WINDLEY,DAVID",,,"MISS 3PTR by WINDLEY,DAVID",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
08:06,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
08:06,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
07:54,,,,,"MISS 3PTR by WINDLEY,DAVID",,,"MISS 3PTR by WINDLEY,DAVID",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
07:46,,,,,"FOUL  by GONZALO,MATT",,,"FOUL  by GONZALO,MATT",2
07:46,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:46,"GOOD FT by WILEY,KOKI",47,,71 (+24),,RHODES 47-71 (-24),,"GOOD FT by WILEY,KOKI",2
07:35,,,,,"TURNOVER  by DAVET,KEVIN",,,"TURNOVER  by DAVET,KEVIN",2
07:34,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
07:18,,,,,"FOUL  by JACOB,CHARLIE",,,"FOUL  by JACOB,CHARLIE",2
07:18,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:18,"GOOD FT by WILEY,KOKI",48,,71 (+23),,RHODES 48-71 (-23),,"GOOD FT by WILEY,KOKI",2
07:18,,,,,"SUB IN by HUNTER,HANK",,,"SUB IN by HUNTER,HANK",2
07:18,,,,,"SUB IN by NOLAN,JACK",,,"SUB IN by NOLAN,JACK",2
07:18,,,,,"SUB IN by ARENAS,JONATHAN",,,"SUB IN by ARENAS,JONATHAN",2
07:18,,,,,"SUB IN by NESTER,MATT",,,"SUB IN by NESTER,MATT",2
07:18,,,,,"SUB OUT by DAVET,KEVIN",,,"SUB OUT by DAVET,KEVIN",2
07:18,,,,,"SUB OUT by JACOB,CHARLIE",,,"SUB OUT by JACOB,CHARLIE",2
07:18,,,,,"SUB OUT by GONZALO,MATT",,,"SUB OUT by GONZALO,MATT",2
07:18,,,,,"SUB OUT by WINDLEY,DAVID",,,"SUB OUT by WINDLEY,DAVID",2
07:06,,48,,73 (+25),"GOOD LAYUP by HUNTER,HANK(in the paint)",WASHUM 48-73 (-25),,"GOOD LAYUP by HUNTER,HANK(in the paint)",2
--,,,,,"ASSIST  by HARDY,JUSTIN",,,"ASSIST  by HARDY,JUSTIN",2
06:52,,,,,"FOUL  by HARDY,JUSTIN",,,"FOUL  by HARDY,JUSTIN",2
06:52,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:52,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:52,"GOOD FT by JAMES,MAC",49,,73 (+24),,RHODES 49-73 (-24),,"GOOD FT by JAMES,MAC",2
06:45,,,,,"TURNOVER  by HARDY,JUSTIN",,,"TURNOVER  by HARDY,JUSTIN",2
06:31,,,,,"FOUL  by NOLAN,JACK",,,"FOUL  by NOLAN,JACK",2
06:31,"GOOD FT by JAMES,MAC",50,,73 (+23),,RHODES 50-73 (-23),,"GOOD FT by JAMES,MAC",2
06:31,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by HARDY,JUSTIN",,,"REBOUND DEF by HARDY,JUSTIN",2
06:31,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
06:31,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
06:19,,,,,"MISS 3PTR by NOLAN,JACK",,,"MISS 3PTR by NOLAN,JACK",2
--,,,,,"REBOUND OFF by ARENAS,JONATHAN",,,"REBOUND OFF by ARENAS,JONATHAN",2
06:08,,,,,"MISS 3PTR by NESTER,MATT",,,"MISS 3PTR by NESTER,MATT",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
06:06,,,,,"FOUL  by HUNTER,HANK",,,"FOUL  by HUNTER,HANK",2
06:06,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:06,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by HUNTER,HANK",,,"REBOUND DEF by HUNTER,HANK",2
06:06,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
06:06,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:06,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:06,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
05:56,,,,,"MISS LAYUP by ARENAS,JONATHAN",,,"MISS LAYUP by ARENAS,JONATHAN",2
05:56,"BLOCK  by BERRY,BRYCE",,,,,,,"BLOCK  by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by ARENAS,JONATHAN",,,"REBOUND OFF by ARENAS,JONATHAN",2
05:53,,50,,76 (+26),"GOOD 3PTR by NOLAN,JACK",WASHUM 50-76 (-26),,"GOOD 3PTR by NOLAN,JACK",2
--,,,,,"ASSIST  by ARENAS,JONATHAN",,,"ASSIST  by ARENAS,JONATHAN",2
05:43,"GOOD LAYUP by BERRY,BRYCE(in the paint)",52,,76 (+24),,RHODES 52-76 (-24),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
05:18,,52,,78 (+26),"GOOD LAYUP by HUNTER,HANK(in the paint)",WASHUM 52-78 (-26),,"GOOD LAYUP by HUNTER,HANK(in the paint)",2
--,,,,,"ASSIST  by ARENAS,JONATHAN",,,"ASSIST  by ARENAS,JONATHAN",2
05:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:16,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
05:16,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
05:16,"SUB OUT by PIPPENGER,WILEY",,,,,,,"SUB OUT by PIPPENGER,WILEY",2
05:16,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
05:16,,,,,"SUB IN by JACOB,CHARLIE",,,"SUB IN by JACOB,CHARLIE",2
05:16,,,,,"SUB IN by BLOEDORN,NATE",,,"SUB IN by BLOEDORN,NATE",2
05:16,,,,,"SUB IN by MACK,KAMERON",,,"SUB IN by MACK,KAMERON",2
05:16,,,,,"SUB IN by GONZALO,MATT",,,"SUB IN by GONZALO,MATT",2
05:16,,,,,"SUB IN by WINDLEY,DAVID",,,"SUB IN by WINDLEY,DAVID",2
05:16,,,,,"SUB OUT by HUNTER,HANK",,,"SUB OUT by HUNTER,HANK",2
05:16,,,,,"SUB OUT by HARDY,JUSTIN",,,"SUB OUT by HARDY,JUSTIN",2
05:16,,,,,"SUB OUT by NOLAN,JACK",,,"SUB OUT by NOLAN,JACK",2
05:16,,,,,"SUB OUT by ARENAS,JONATHAN",,,"SUB OUT by ARENAS,JONATHAN",2
05:16,,,,,"SUB OUT by NESTER,MATT",,,"SUB OUT by NESTER,MATT",2
05:09,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by GONZALO,MATT",,,"REBOUND DEF by GONZALO,MATT",2
04:48,,,,,"MISS LAYUP by BLOEDORN,NATE",,,"MISS LAYUP by BLOEDORN,NATE",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
04:31,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
04:03,,,,,"TURNOVER  by BLOEDORN,NATE",,,"TURNOVER  by BLOEDORN,NATE",2
04:02,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
03:55,,,,,"FOUL  by GONZALO,MATT",,,"FOUL  by GONZALO,MATT",2
03:55,"GOOD FT by ESSICK,JALEN",53,,78 (+25),,RHODES 53-78 (-25),,"GOOD FT by ESSICK,JALEN",2
03:55,"MISS FT by ESSICK,JALEN",,,,,,,"MISS FT by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by WINDLEY,DAVID",,,"REBOUND DEF by WINDLEY,DAVID",2
03:55,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
03:55,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
03:55,,,,,"SUB IN by DAVET,KEVIN",,,"SUB IN by DAVET,KEVIN",2
03:55,,,,,"SUB OUT by BLOEDORN,NATE",,,"SUB OUT by BLOEDORN,NATE",2
03:34,,,,,"TURNOVER  by JACOB,CHARLIE",,,"TURNOVER  by JACOB,CHARLIE",2
03:32,"STEAL  by BERRY,BRYCE",,,,,,,"STEAL  by BERRY,BRYCE",2
03:18,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by DAVET,KEVIN",,,"REBOUND DEF by DAVET,KEVIN",2
03:08,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
03:08,,,,,"MISS FT by MACK,KAMERON",,,"MISS FT by MACK,KAMERON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:08,,,,,"MISS FT by MACK,KAMERON",,,"MISS FT by MACK,KAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:08,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
03:08,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
02:53,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
02:53,,,,,"BLOCK  by DAVET,KEVIN",,,"BLOCK  by DAVET,KEVIN",2
--,,,,,"REBOUND DEF by GONZALO,MATT",,,"REBOUND DEF by GONZALO,MATT",2
