Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,Miss,Game Score,Team Indicator,Play,Period
03:13,,,,,"MISS LAYUP by JOHNSON,CALVIN(in the paint)",,,"MISS LAYUP by JOHNSON,CALVIN(in the paint)",1
--,"REBOUND DEF by GORTON,MACK",,,,,,,"REBOUND DEF by GORTON,MACK",1
03:04,,,,,"FOUL  by FRANKLIN,JAMES",,,"FOUL  by FRANKLIN,JAMES",1
03:04,,,,,"SUB OUT by FRANKLIN,JAMES",,,"SUB OUT by FRANKLIN,JAMES",1
03:04,,,,,"SUB OUT by JOHNSON,CALVIN",,,"SUB OUT by JOHNSON,CALVIN",1
03:04,,,,,"SUB OUT by SMITH,PAUL",,,"SUB OUT by SMITH,PAUL",1
03:04,,,,,"SUB OUT by RATLIFF JR. ,ANTHONY",,,"SUB OUT by RATLIFF JR. ,ANTHONY",1
03:04,,,,,"SUB OUT by MCCRARY,BEE",,,"SUB OUT by MCCRARY,BEE",1
03:04,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",1
03:04,,,,,"SUB IN by THOMPSON,TRADAVIS",,,"SUB IN by THOMPSON,TRADAVIS",1
03:04,,,,,"SUB IN by BATES III,TREY",,,"SUB IN by BATES III,TREY",1
03:04,,,,,"SUB IN by SMITH,GALEN",,,"SUB IN by SMITH,GALEN",1
03:04,,,,,"SUB IN by REID,JUSTIN",,,"SUB IN by REID,JUSTIN",1
03:04,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",1
03:04,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",1
03:04,"GOOD FT by BUSH,RODREEKAS",22,,36 (+14),,Mill 22-36 (-14),,"GOOD FT by BUSH,RODREEKAS",1
03:04,"GOOD FT by BUSH,RODREEKAS",23,,36 (+13),,Mill 23-36 (-13),,"GOOD FT by BUSH,RODREEKAS",1
02:46,,23,,38 (+15),"GOOD LAYUP by BATES III,TREY(in the paint)",Miss 23-38 (-15),,"GOOD LAYUP by BATES III,TREY(in the paint)",1
02:34,"GOOD 3PTR by GASCA,DAKOTA",26,,38 (+12),,Mill 26-38 (-12),,"GOOD 3PTR by GASCA,DAKOTA",1
--,"ASSIST  by BONNECAZE,STEWART",,,,,,,"ASSIST  by BONNECAZE,STEWART",1
02:17,,,,,"MISS 3PTR by THOMPSON,TRADAVIS",,,"MISS 3PTR by THOMPSON,TRADAVIS",1
--,,,,,"REBOUND OFF by REID,JUSTIN",,,"REBOUND OFF by REID,JUSTIN",1
02:10,,26,,40 (+14),"GOOD JUMPER by THOMPSON,TRADAVIS",Miss 26-40 (-14),,"GOOD JUMPER by THOMPSON,TRADAVIS",1
--,,,,,"ASSIST  by BATES III,TREY",,,"ASSIST  by BATES III,TREY",1
02:00,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",1
02:00,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",1
01:52,,,,,"FOUL  by REID,JUSTIN",,,"FOUL  by REID,JUSTIN",1
01:52,"GOOD FT by GASCA,DAKOTA",27,,40 (+13),,Mill 27-40 (-13),,"GOOD FT by GASCA,DAKOTA",1
01:52,,,,,"SUB OUT by REID,JUSTIN",,,"SUB OUT by REID,JUSTIN",1
01:52,,,,,"SUB IN by CLARK,DARRIUS",,,"SUB IN by CLARK,DARRIUS",1
01:52,"GOOD FT by GASCA,DAKOTA",28,,40 (+12),,Mill 28-40 (-12),,"GOOD FT by GASCA,DAKOTA",1
01:37,,28,,42 (+14),"GOOD LAYUP by SMITH,GALEN(in the paint)",Miss 28-42 (-14),,"GOOD LAYUP by SMITH,GALEN(in the paint)",1
--,,,,,"ASSIST  by THOMPSON,TRADAVIS",,,"ASSIST  by THOMPSON,TRADAVIS",1
01:28,"GOOD LAYUP by GORTON,MACK(in the paint)",30,,42 (+12),,Mill 30-42 (-12),,"GOOD LAYUP by GORTON,MACK(in the paint)",1
--,"ASSIST  by BONNECAZE,STEWART",,,,,,,"ASSIST  by BONNECAZE,STEWART",1
01:13,,,,,"TURNOVER  by CLARK,DARRIUS",,,"TURNOVER  by CLARK,DARRIUS",1
01:13,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",1
01:13,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",1
00:59,"GOOD 3PTR by RUCKER,CAM",33,,42 (+9),,Mill 33-42 (-9),,"GOOD 3PTR by RUCKER,CAM",1
00:45,"FOUL  by GORTON,MACK",,,,,,,"FOUL  by GORTON,MACK",1
00:45,,,,,"MISS FT by SMITH,GALEN",,,"MISS FT by SMITH,GALEN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:45,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",1
00:45,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",1
00:45,,33,,43 (+10),"GOOD FT by SMITH,GALEN",Miss 33-43 (-10),,"GOOD FT by SMITH,GALEN",1
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:45,,,,,"SUB OUT by BATES III,TREY",,,"SUB OUT by BATES III,TREY",1
00:45,,,,,"SUB IN by MCCRARY,BEE",,,"SUB IN by MCCRARY,BEE",1
00:34,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",1
00:34,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",1
00:34,,,,,"SUB OUT by MCCRARY,BEE",,,"SUB OUT by MCCRARY,BEE",1
00:34,,,,,"SUB IN by BATES III,TREY",,,"SUB IN by BATES III,TREY",1
00:30,,,,,"TURNOVER  by MILLER,MILES",,,"TURNOVER  by MILLER,MILES",1
00:30,"STEAL  by RUCKER,CAM",,,,,,,"STEAL  by RUCKER,CAM",1
00:27,"MISS JUMPER by RUCKER,CAM",,,,,,,"MISS JUMPER by RUCKER,CAM",1
--,,,,,"REBOUND DEF by CLARK,DARRIUS",,,"REBOUND DEF by CLARK,DARRIUS",1
00:00,,33,,46 (+13),"GOOD 3PTR by CLARK,DARRIUS",Miss 33-46 (-13),,"GOOD 3PTR by CLARK,DARRIUS",1
--,,,,,"ASSIST  by MILLER,MILES",,,"ASSIST  by MILLER,MILES",1
20:00,,,,,"SUB OUT by BATES III,TREY",,,"SUB OUT by BATES III,TREY",2
20:00,,,,,"SUB OUT by CLARK,DARRIUS",,,"SUB OUT by CLARK,DARRIUS",2
20:00,,,,,"SUB IN by REID,JUSTIN",,,"SUB IN by REID,JUSTIN",2
20:00,,,,,"SUB IN by MCCRARY,BEE",,,"SUB IN by MCCRARY,BEE",2
20:00,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
20:00,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
20:00,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
20:00,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
20:00,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
20:00,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
20:00,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
20:00,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
19:47,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
19:37,,,,,"TURNOVER  by SMITH,GALEN",,,"TURNOVER  by SMITH,GALEN",2
19:37,"STEAL  by UGHOVWA,NICHOLAS",,,,,,,"STEAL  by UGHOVWA,NICHOLAS",2
19:08,"MISS JUMPER by URSIN,AARON(in the paint)",,,,,,,"MISS JUMPER by URSIN,AARON(in the paint)",2
19:08,,,,,"BLOCK  by SMITH,GALEN",,,"BLOCK  by SMITH,GALEN",2
--,,,,,"REBOUND DEF by MCCRARY,BEE",,,"REBOUND DEF by MCCRARY,BEE",2
19:02,,33,,48 (+15),"GOOD LAYUP by MILLER,MILES(fastbreak)(in the paint)",Miss 33-48 (-15),,"GOOD LAYUP by MILLER,MILES(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MCCRARY,BEE",,,"ASSIST  by MCCRARY,BEE",2
18:55,"GOOD JUMPER by WATSON,DOUG(fastbreak)",35,,48 (+13),,Mill 35-48 (-13),,"GOOD JUMPER by WATSON,DOUG(fastbreak)",2
--,"ASSIST  by BUSH,RODREEKAS",,,,,,,"ASSIST  by BUSH,RODREEKAS",2
18:24,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
18:24,,,,,"SUB IN by SMITH,PAUL",,,"SUB IN by SMITH,PAUL",2
18:17,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
18:16,,,,,"TURNOVER  by MILLER,MILES",,,"TURNOVER  by MILLER,MILES",2
18:16,"STEAL  by HOGAN,TJ",,,,,,,"STEAL  by HOGAN,TJ",2
18:04,"MISS 3PTR by URSIN,AARON",,,,,,,"MISS 3PTR by URSIN,AARON",2
--,,,,,"REBOUND DEF by REID,JUSTIN",,,"REBOUND DEF by REID,JUSTIN",2
17:57,,,,,"MISS 3PTR by MILLER,MILES",,,"MISS 3PTR by MILLER,MILES",2
--,"REBOUND DEF by UGHOVWA,NICHOLAS",,,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
17:45,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by REID,JUSTIN",,,"REBOUND DEF by REID,JUSTIN",2
17:30,,,,,"FOUL  by SMITH,PAUL",,,"FOUL  by SMITH,PAUL",2
17:30,,,,,"SUB OUT by MILLER,MILES",,,"SUB OUT by MILLER,MILES",2
17:30,,,,,"SUB OUT by REID,JUSTIN",,,"SUB OUT by REID,JUSTIN",2
17:30,,,,,"SUB IN by RATLIFF JR. ,ANTHONY",,,"SUB IN by RATLIFF JR. ,ANTHONY",2
17:30,,,,,"SUB IN by BATES III,TREY",,,"SUB IN by BATES III,TREY",2
17:30,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
17:30,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
17:30,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
17:30,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
17:29,"MISS JUMPER by GASCA,DAKOTA(in the paint)",,,,,,,"MISS JUMPER by GASCA,DAKOTA(in the paint)",2
17:29,,,,,"BLOCK  by SMITH,PAUL",,,"BLOCK  by SMITH,PAUL",2
--,"REBOUND OFF by GASCA,DAKOTA",,,,,,,"REBOUND OFF by GASCA,DAKOTA",2
17:18,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
17:18,,,,,"STEAL  by RATLIFF JR. ,ANTHONY",,,"STEAL  by RATLIFF JR. ,ANTHONY",2
17:13,,,,,"TURNOVER  by RATLIFF JR. ,ANTHONY",,,"TURNOVER  by RATLIFF JR. ,ANTHONY",2
17:10,,,,,"SUB OUT by MCCRARY,BEE",,,"SUB OUT by MCCRARY,BEE",2
17:10,,,,,"SUB IN by WILLIAMS,BLAYTON",,,"SUB IN by WILLIAMS,BLAYTON",2
17:05,,,,,"FOUL  by SMITH,PAUL",,,"FOUL  by SMITH,PAUL",2
17:05,"MISS FT by WATSON,DOUG(fastbreak)",,,,,,,"MISS FT by WATSON,DOUG(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:05,,,,,"SUB OUT by WILLIAMS,BLAYTON",,,"SUB OUT by WILLIAMS,BLAYTON",2
17:05,,,,,"SUB IN by JOHNSON,CALVIN",,,"SUB IN by JOHNSON,CALVIN",2
17:05,"GOOD FT by WATSON,DOUG(fastbreak)",36,,48 (+12),,Mill 36-48 (-12),,"GOOD FT by WATSON,DOUG(fastbreak)",2
17:05,,,,,"SUB OUT by SMITH,PAUL",,,"SUB OUT by SMITH,PAUL",2
17:05,,,,,"SUB IN by SMITH,GALEN",,,"SUB IN by SMITH,GALEN",2
17:05,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
17:05,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
17:05,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
17:05,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
17:01,,36,,51 (+15),"GOOD 3PTR by JOHNSON,CALVIN(fastbreak)",Miss 36-51 (-15),,"GOOD 3PTR by JOHNSON,CALVIN(fastbreak)",2
--,,,,,"ASSIST  by BATES III,TREY",,,"ASSIST  by BATES III,TREY",2
16:45,"MISS 3PTR by GASCA,DAKOTA",,,,,,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by SMITH,GALEN",,,"REBOUND DEF by SMITH,GALEN",2
16:41,,,,,"TURNOVER  by SMITH,GALEN",,,"TURNOVER  by SMITH,GALEN",2
16:41,"STEAL  by PHILLIPS JR,RODNEY",,,,,,,"STEAL  by PHILLIPS JR,RODNEY",2
16:37,"GOOD 3PTR by BUSH,RODREEKAS(fastbreak)",39,,51 (+12),,Mill 39-51 (-12),,"GOOD 3PTR by BUSH,RODREEKAS(fastbreak)",2
--,"ASSIST  by PHILLIPS JR,RODNEY",,,,,,,"ASSIST  by PHILLIPS JR,RODNEY",2
16:28,,,,,"MISS 3PTR by RATLIFF JR. ,ANTHONY",,,"MISS 3PTR by RATLIFF JR. ,ANTHONY",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
16:15,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
16:15,,,,,"STEAL  by THOMPSON,TRADAVIS",,,"STEAL  by THOMPSON,TRADAVIS",2
16:11,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
16:11,,,,,"SUB OUT by RATLIFF JR. ,ANTHONY",,,"SUB OUT by RATLIFF JR. ,ANTHONY",2
16:11,,,,,"SUB IN by REID,JUSTIN",,,"SUB IN by REID,JUSTIN",2
16:11,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
16:11,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
16:00,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
15:50,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by THOMPSON,TRADAVIS",,,"REBOUND DEF by THOMPSON,TRADAVIS",2
15:45,,,,,"FOUL  by REID,JUSTIN",,,"FOUL  by REID,JUSTIN",2
15:45,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
15:45,,,,,"SUB IN by SMITH,PAUL",,,"SUB IN by SMITH,PAUL",2
15:45,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
15:45,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
15:34,"MISS 3PTR by GORTON,MACK",,,,,,,"MISS 3PTR by GORTON,MACK",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:22,,,,,"FOUL  by SMITH,PAUL",,,"FOUL  by SMITH,PAUL",2
15:22,,,,,"SUB OUT by REID,JUSTIN",,,"SUB OUT by REID,JUSTIN",2
15:22,,,,,"SUB IN by CLARK,DARRIUS",,,"SUB IN by CLARK,DARRIUS",2
15:22,,,,,"SUB OUT by SMITH,PAUL",,,"SUB OUT by SMITH,PAUL",2
15:22,,,,,"SUB OUT by BATES III,TREY",,,"SUB OUT by BATES III,TREY",2
15:22,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",2
15:22,,,,,"SUB IN by LAND,JUDAH",,,"SUB IN by LAND,JUDAH",2
15:19,"MISS 3PTR by HOGAN,TJ",,,,,,,"MISS 3PTR by HOGAN,TJ",2
--,,,,,"REBOUND DEF by MILLER,MILES",,,"REBOUND DEF by MILLER,MILES",2
15:11,,,,,"MISS 3PTR by JOHNSON,CALVIN",,,"MISS 3PTR by JOHNSON,CALVIN",2
--,,,,,"REBOUND OFF by CLARK,DARRIUS",,,"REBOUND OFF by CLARK,DARRIUS",2
15:05,,,,,"MISS LAYUP by THOMPSON,TRADAVIS(in the paint)",,,"MISS LAYUP by THOMPSON,TRADAVIS(in the paint)",2
--,"REBOUND DEF by GORTON,MACK",,,,,,,"REBOUND DEF by GORTON,MACK",2
15:03,,,,,"FOUL  by LAND,JUDAH",,,"FOUL  by LAND,JUDAH",2
15:03,,,,,"SUB OUT by JOHNSON,CALVIN",,,"SUB OUT by JOHNSON,CALVIN",2
15:03,,,,,"SUB IN by MCCRARY,BEE",,,"SUB IN by MCCRARY,BEE",2
15:03,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
15:03,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
14:41,"MISS JUMPER by PHILLIPS JR,RODNEY",,,,,,,"MISS JUMPER by PHILLIPS JR,RODNEY",2
--,,,,,"REBOUND DEF by THOMPSON,TRADAVIS",,,"REBOUND DEF by THOMPSON,TRADAVIS",2
14:36,,39,,53 (+14),"GOOD LAYUP by CLARK,DARRIUS(fastbreak)(in the paint)",Miss 39-53 (-14),,"GOOD LAYUP by CLARK,DARRIUS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by THOMPSON,TRADAVIS",,,"ASSIST  by THOMPSON,TRADAVIS",2
14:13,"GOOD LAYUP by WATSON,DOUG(in the paint)",41,,53 (+12),,Mill 41-53 (-12),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
14:08,"FOUL  by GORTON,MACK",,,,,,,"FOUL  by GORTON,MACK",2
14:08,,,,,"MISS FT by LAND,JUDAH(fastbreak)",,,"MISS FT by LAND,JUDAH(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:08,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
14:08,"SUB OUT by PHILLIPS JR,RODNEY",,,,,,,"SUB OUT by PHILLIPS JR,RODNEY",2
14:08,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
14:08,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
14:08,,,,,"MISS FT by LAND,JUDAH(fastbreak)",,,"MISS FT by LAND,JUDAH(fastbreak)",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
13:51,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND DEF by MILLER,MILES",,,"REBOUND DEF by MILLER,MILES",2
13:36,,41,,55 (+14),"GOOD LAYUP by MCCRARY,BEE(in the paint)",Miss 41-55 (-14),,"GOOD LAYUP by MCCRARY,BEE(in the paint)",2
13:17,,,,,"SUB OUT by LAND,JUDAH",,,"SUB OUT by LAND,JUDAH",2
13:17,,,,,"SUB IN by SMITH,GALEN",,,"SUB IN by SMITH,GALEN",2
13:17,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
13:17,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
12:54,,,,,"FOUL  by MCCRARY,BEE",,,"FOUL  by MCCRARY,BEE",2
12:54,,,,,"SUB OUT by MCCRARY,BEE",,,"SUB OUT by MCCRARY,BEE",2
12:54,,,,,"SUB IN by BATES III,TREY",,,"SUB IN by BATES III,TREY",2
12:51,"MISS 3PTR by UGHOVWA,NICHOLAS",,,,,,,"MISS 3PTR by UGHOVWA,NICHOLAS",2
--,,,,,"REBOUND DEF by BATES III,TREY",,,"REBOUND DEF by BATES III,TREY",2
12:31,,,,,"MISS LAYUP by BATES III,TREY(in the paint)",,,"MISS LAYUP by BATES III,TREY(in the paint)",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:27,,,,,"SUB OUT by BATES III,TREY",,,"SUB OUT by BATES III,TREY",2
12:27,,,,,"SUB IN by MCCRARY,BEE",,,"SUB IN by MCCRARY,BEE",2
12:07,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by THOMPSON,TRADAVIS",,,"REBOUND DEF by THOMPSON,TRADAVIS",2
12:01,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
11:47,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:47,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
11:47,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
11:47,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
11:47,"SUB IN by PHILLIPS JR,RODNEY",,,,,,,"SUB IN by PHILLIPS JR,RODNEY",2
11:43,"GOOD JUMPER by URSIN,AARON",43,,55 (+12),,Mill 43-55 (-12),,"GOOD JUMPER by URSIN,AARON",2
11:21,,43,,58 (+15),"GOOD 3PTR by THOMPSON,TRADAVIS",Miss 43-58 (-15),,"GOOD 3PTR by THOMPSON,TRADAVIS",2
--,,,,,"ASSIST  by MILLER,MILES",,,"ASSIST  by MILLER,MILES",2
10:41,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by SMITH,GALEN",,,"REBOUND DEF by SMITH,GALEN",2
10:31,,,,,"MISS JUMPER by MILLER,MILES",,,"MISS JUMPER by MILLER,MILES",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
10:21,"MISS JUMPER by RUCKER,CAM",,,,,,,"MISS JUMPER by RUCKER,CAM",2
--,,,,,"REBOUND DEF by CLARK,DARRIUS",,,"REBOUND DEF by CLARK,DARRIUS",2
10:12,,,,,"TURNOVER  by THOMPSON,TRADAVIS",,,"TURNOVER  by THOMPSON,TRADAVIS",2
10:12,"STEAL  by RUCKER,CAM",,,,,,,"STEAL  by RUCKER,CAM",2
10:08,"MISS LAYUP by RUCKER,CAM(in the paint)",,,,,,,"MISS LAYUP by RUCKER,CAM(in the paint)",2
--,"REBOUND OFF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
10:05,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",2
10:01,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
10:01,,,,,"SUB OUT by MILLER,MILES",,,"SUB OUT by MILLER,MILES",2
10:01,,,,,"SUB OUT by SMITH,GALEN",,,"SUB OUT by SMITH,GALEN",2
10:01,,,,,"SUB IN by SMITH,PAUL",,,"SUB IN by SMITH,PAUL",2
10:01,,,,,"SUB IN by BATES III,TREY",,,"SUB IN by BATES III,TREY",2
10:01,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
10:01,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
09:50,,,,,"MISS LAYUP by SMITH,PAUL(in the paint)",,,"MISS LAYUP by SMITH,PAUL(in the paint)",2
--,,,,,"REBOUND OFF by CLARK,DARRIUS",,,"REBOUND OFF by CLARK,DARRIUS",2
09:46,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
09:46,,43,,59 (+16),"GOOD FT by CLARK,DARRIUS",Miss 43-59 (-16),,"GOOD FT by CLARK,DARRIUS",2
09:46,,43,,60 (+17),"GOOD FT by CLARK,DARRIUS",Miss 43-60 (-17),,"GOOD FT by CLARK,DARRIUS",2
09:35,"TURNOVER  by BONNECAZE,STEWART",,,,,,,"TURNOVER  by BONNECAZE,STEWART",2
09:35,,,,,"STEAL  by CLARK,DARRIUS",,,"STEAL  by CLARK,DARRIUS",2
09:27,"FOUL TECH by GASCA,DAKOTA",,,,,,,"FOUL TECH by GASCA,DAKOTA",2
09:27,,43,,61 (+18),"GOOD FT by CLARK,DARRIUS(fastbreak)",Miss 43-61 (-18),,"GOOD FT by CLARK,DARRIUS(fastbreak)",2
09:27,,,,,"MISS LAYUP by MCCRARY,BEE(in the paint)",,,"MISS LAYUP by MCCRARY,BEE(in the paint)",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:27,,,,,"TURNOVER  by SMITH,PAUL",,,"TURNOVER  by SMITH,PAUL",2
09:27,"STEAL  by GASCA,DAKOTA",,,,,,,"STEAL  by GASCA,DAKOTA",2
09:23,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",45,,61 (+16),,Mill 45-61 (-16),,"GOOD LAYUP by GASCA,DAKOTA(fastbreak)(in the paint)",2
08:44,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",2
08:44,,,,,"MISS FT by SMITH,PAUL",,,"MISS FT by SMITH,PAUL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:44,,,,,"SUB OUT by BATES III,TREY",,,"SUB OUT by BATES III,TREY",2
08:44,,,,,"SUB IN by MILLER,MILES",,,"SUB IN by MILLER,MILES",2
08:44,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
08:44,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
08:44,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
08:44,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
08:44,,,,,"MISS FT by SMITH,PAUL",,,"MISS FT by SMITH,PAUL",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
08:25,"FOUL  by GASCA,DAKOTA",,,,,,,"FOUL  by GASCA,DAKOTA",2
08:25,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
08:25,,,,,"SUB OUT by SMITH,PAUL",,,"SUB OUT by SMITH,PAUL",2
08:25,,,,,"SUB IN by RATLIFF JR. ,ANTHONY",,,"SUB IN by RATLIFF JR. ,ANTHONY",2
08:25,,,,,"MISS LAYUP by MCCRARY,BEE(in the paint)",,,"MISS LAYUP by MCCRARY,BEE(in the paint)",2
--,,,,,"REBOUND OFF by CLARK,DARRIUS",,,"REBOUND OFF by CLARK,DARRIUS",2
