Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
00:58,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
00:58,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
00:51,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
00:51,,,,,"MISS FT by SHIELDS,RIAN",,,"MISS FT by SHIELDS,RIAN",2
00:51,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",2
00:51,,,,,"SUB IN by LARKIN,TODD",,,"SUB IN by LARKIN,TODD",2
00:51,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",2
00:51,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:51,,,,,"SUB OUT by LARKIN,TODD",,,"SUB OUT by LARKIN,TODD",2
00:51,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",2
00:51,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
00:51,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
00:51,,,,,"TURNOVER  by TERRY,NEAL",,,"TURNOVER  by TERRY,NEAL",2
00:50,"GOOD LAYUP by WATSON,DOUG(in the paint)",69 (+8),,61,,Mill 69-61 (+8),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
00:43,"FOUL  by FORBES,TRACE",,,,,,,"FOUL  by FORBES,TRACE",2
00:43,,69 (+7),,62,"GOOD FT by MARSHALL,JORDAN(fastbreak)",BU 69-62 (+7),,"GOOD FT by MARSHALL,JORDAN(fastbreak)",2
00:43,,,,,"MISS FT by MARSHALL,JORDAN(fastbreak)",,,"MISS FT by MARSHALL,JORDAN(fastbreak)",2
--,,,,,"REBOUND OFF by MARSHALL,JORDAN",,,"REBOUND OFF by MARSHALL,JORDAN",2
00:43,,,,,"MISS 3PTR by GIVENS,DONOVAN",,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,"REBOUND OFF by TERRY,NEAL",,,"REBOUND OFF by TERRY,NEAL",2
00:43,,,,,"MISS LAYUP by TERRY,NEAL(in the paint)",,,"MISS LAYUP by TERRY,NEAL(in the paint)",2
--,"REBOUND DEF by PHILLIPS JR,RODNEY",,,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
