Time Remaining,MC,Away Team Score,Play Team Indicator,Home Team Score,CCLA,Game Score,Team Indicator,Play,Period
16:47,"FOUL  by URSIN,AARON",,,,,,,"FOUL  by URSIN,AARON",2
16:47,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
16:47,"SUB IN by GORTON,MACK",,,,,,,"SUB IN by GORTON,MACK",2
16:47,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
16:47,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
16:47,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
16:26,,,,,"TURNOVER  by BEVERLY,QUENTIN",,,"TURNOVER  by BEVERLY,QUENTIN",2
16:25,"STEAL  by HOGAN,TJ",,,,,,,"STEAL  by HOGAN,TJ",2
16:20,"GOOD LAYUP by HOGAN,TJ(fastbreak)(in the paint)",26,,29 (+3),,MC 26-29 (-3),,"GOOD LAYUP by HOGAN,TJ(fastbreak)(in the paint)",2
16:00,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
16:00,,,,,"SUB IN by JACKSON,CHRYS",,,"SUB IN by JACKSON,CHRYS",2
16:00,,,,,"SUB OUT by BEVERLY,QUENTIN",,,"SUB OUT by BEVERLY,QUENTIN",2
15:54,"FOUL  by GORTON,MACK",,,,,,,"FOUL  by GORTON,MACK",2
15:54,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:44,"FOUL  by FORBES,TRACE",,,,,,,"FOUL  by FORBES,TRACE",2
15:44,,26,,30 (+4),"GOOD FT by SINGLETON,TYKEEM",CCLA 26-30 (-4),,"GOOD FT by SINGLETON,TYKEEM",2
15:44,,26,,31 (+5),"GOOD FT by SINGLETON,TYKEEM",CCLA 26-31 (-5),,"GOOD FT by SINGLETON,TYKEEM",2
15:44,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",2
15:44,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
15:44,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
15:44,"SUB IN by ,RODNEY PHILLIPS JR",,,,,,,"SUB IN by ,RODNEY PHILLIPS JR",2
15:44,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",2
15:44,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
15:44,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
15:33,,26,,34 (+8),"GOOD 3PTR by SINGLETON,TYKEEM",CCLA 26-34 (-8),,"GOOD 3PTR by SINGLETON,TYKEEM",2
--,,,,,"ASSIST  by BOARD,BRAEDEN",,,"ASSIST  by BOARD,BRAEDEN",2
15:12,,,,,"FOUL  by THOMAS,SETH",,,"FOUL  by THOMAS,SETH",2
15:12,"GOOD FT by ,RODNEY PHILLIPS JR",27,,34 (+7),,MC 27-34 (-7),,"GOOD FT by ,RODNEY PHILLIPS JR",2
15:12,"GOOD FT by ,RODNEY PHILLIPS JR",28,,34 (+6),,MC 28-34 (-6),,"GOOD FT by ,RODNEY PHILLIPS JR",2
14:54,,,,,"TURNOVER  by SINGLETON,TYKEEM",,,"TURNOVER  by SINGLETON,TYKEEM",2
14:53,"STEAL  by HOGAN,TJ",,,,,,,"STEAL  by HOGAN,TJ",2
14:43,"TURNOVER  by GORTON,MACK",,,,,,,"TURNOVER  by GORTON,MACK",2
14:42,,,,,"STEAL  by JACKSON,CHRYS",,,"STEAL  by JACKSON,CHRYS",2
14:33,,,,,"MISS 3PTR by JACKSON,CHRYS",,,"MISS 3PTR by JACKSON,CHRYS",2
--,"REBOUND DEF by ,RODNEY PHILLIPS JR",,,,,,,"REBOUND DEF by ,RODNEY PHILLIPS JR",2
14:19,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
14:19,"TURNOVER  by HOGAN,TJ",,,,,,,"TURNOVER  by HOGAN,TJ",2
13:59,,,,,"MISS 3PTR by BAINES,JERRICK",,,"MISS 3PTR by BAINES,JERRICK",2
--,,,,,"REBOUND OFF by THOMAS,SETH",,,"REBOUND OFF by THOMAS,SETH",2
13:56,,28,,36 (+8),"GOOD LAYUP by THOMAS,SETH(in the paint)",CCLA 28-36 (-8),,"GOOD LAYUP by THOMAS,SETH(in the paint)",2
13:49,,,,,"FOUL  by SINGLETON,TYKEEM",,,"FOUL  by SINGLETON,TYKEEM",2
13:49,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
13:49,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
13:49,"SUB OUT by GORTON,MACK",,,,,,,"SUB OUT by GORTON,MACK",2
13:49,"SUB OUT by ,RODNEY PHILLIPS JR",,,,,,,"SUB OUT by ,RODNEY PHILLIPS JR",2
13:49,,,,,"SUB IN by WIGGINS,JOSEPH",,,"SUB IN by WIGGINS,JOSEPH",2
13:49,,,,,"SUB IN by MINGO,KILE",,,"SUB IN by MINGO,KILE",2
13:49,,,,,"SUB OUT by BOARD,BRAEDEN",,,"SUB OUT by BOARD,BRAEDEN",2
13:49,,,,,"SUB OUT by BAINES,JERRICK",,,"SUB OUT by BAINES,JERRICK",2
13:41,"GOOD JUMPER by WATSON,DOUG",30,,36 (+6),,MC 30-36 (-6),,"GOOD JUMPER by WATSON,DOUG",2
13:22,,,,,"TURNOVER  by THOMAS,SETH",,,"TURNOVER  by THOMAS,SETH",2
13:11,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
12:58,,,,,"MISS 3PTR by JACKSON,CHRYS",,,"MISS 3PTR by JACKSON,CHRYS",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
12:53,"MISS LAYUP by GASCA,DAKOTA",,,,,,,"MISS LAYUP by GASCA,DAKOTA",2
--,,,,,"REBOUND DEF by JACKSON,CHRYS",,,"REBOUND DEF by JACKSON,CHRYS",2
12:45,,30,,39 (+9),"GOOD 3PTR by MINGO,KILE",CCLA 30-39 (-9),,"GOOD 3PTR by MINGO,KILE",2
--,,,,,"ASSIST  by THOMAS,SETH",,,"ASSIST  by THOMAS,SETH",2
12:30,"GOOD 3PTR by GASCA,DAKOTA",33,,39 (+6),,MC 33-39 (-6),,"GOOD 3PTR by GASCA,DAKOTA",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
12:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:28,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
12:28,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
12:28,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
12:28,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
12:28,,,,,"SUB IN by BAINES,JERRICK",,,"SUB IN by BAINES,JERRICK",2
12:28,,,,,"SUB IN by BEHR,JALEN",,,"SUB IN by BEHR,JALEN",2
12:28,,,,,"SUB OUT by THOMAS,SETH",,,"SUB OUT by THOMAS,SETH",2
12:28,,,,,"SUB OUT by MINGO,KILE",,,"SUB OUT by MINGO,KILE",2
12:07,,33,,41 (+8),"GOOD JUMPER by WIGGINS,JOSEPH(in the paint)",CCLA 33-41 (-8),,"GOOD JUMPER by WIGGINS,JOSEPH(in the paint)",2
11:58,"TURNOVER  by GASCA,DAKOTA",,,,,,,"TURNOVER  by GASCA,DAKOTA",2
11:57,,,,,"STEAL  by SINGLETON,TYKEEM",,,"STEAL  by SINGLETON,TYKEEM",2
11:53,,,,,"TURNOVER  by BAINES,JERRICK",,,"TURNOVER  by BAINES,JERRICK",2
11:52,"STEAL  by GASCA,DAKOTA",,,,,,,"STEAL  by GASCA,DAKOTA",2
11:48,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:36,"TURNOVER  by FORBES,TRACE",,,,,,,"TURNOVER  by FORBES,TRACE",2
11:06,,33,,44 (+11),"GOOD 3PTR by JACKSON,CHRYS",CCLA 33-44 (-11),,"GOOD 3PTR by JACKSON,CHRYS",2
--,,,,,"ASSIST  by WIGGINS,JOSEPH",,,"ASSIST  by WIGGINS,JOSEPH",2
10:54,"MISS JUMPER by BONNECAZE,STEWART",,,,,,,"MISS JUMPER by BONNECAZE,STEWART",2
10:54,,,,,"BLOCK  by WIGGINS,JOSEPH",,,"BLOCK  by WIGGINS,JOSEPH",2
--,"REBOUND OFF by BONNECAZE,STEWART",,,,,,,"REBOUND OFF by BONNECAZE,STEWART",2
10:47,"MISS JUMPER by URSIN,AARON",,,,,,,"MISS JUMPER by URSIN,AARON",2
--,,,,,"REBOUND DEF by SINGLETON,TYKEEM",,,"REBOUND DEF by SINGLETON,TYKEEM",2
10:34,,33,,46 (+13),"GOOD JUMPER by BAINES,JERRICK(in the paint)",CCLA 33-46 (-13),,"GOOD JUMPER by BAINES,JERRICK(in the paint)",2
10:15,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND OFF by GASCA,DAKOTA",,,,,,,"REBOUND OFF by GASCA,DAKOTA",2
09:57,"GOOD LAYUP by RUCKER,CAM(in the paint)",35,,46 (+11),,MC 35-46 (-11),,"GOOD LAYUP by RUCKER,CAM(in the paint)",2
09:56,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:56,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
09:56,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
09:56,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
09:56,"SUB OUT by GASCA,DAKOTA",,,,,,,"SUB OUT by GASCA,DAKOTA",2
09:38,,,,,"MISS 3PTR by BAINES,JERRICK",,,"MISS 3PTR by BAINES,JERRICK",2
09:38,"BLOCK  by WATSON,DOUG",,,,,,,"BLOCK  by WATSON,DOUG",2
--,,,,,"REBOUND OFF by WIGGINS,JOSEPH",,,"REBOUND OFF by WIGGINS,JOSEPH",2
09:37,,,,,"SUB IN by MINGO,KILE",,,"SUB IN by MINGO,KILE",2
09:37,,,,,"SUB OUT by SINGLETON,TYKEEM",,,"SUB OUT by SINGLETON,TYKEEM",2
09:35,,35,,49 (+14),"GOOD 3PTR by MINGO,KILE",CCLA 35-49 (-14),,"GOOD 3PTR by MINGO,KILE",2
--,,,,,"ASSIST  by JACKSON,CHRYS",,,"ASSIST  by JACKSON,CHRYS",2
09:16,"MISS JUMPER by FORBES,TRACE",,,,,,,"MISS JUMPER by FORBES,TRACE",2
--,"REBOUND OFF by URSIN,AARON",,,,,,,"REBOUND OFF by URSIN,AARON",2
09:13,"GOOD JUMPER by URSIN,AARON(in the paint)",37,,49 (+12),,MC 37-49 (-12),,"GOOD JUMPER by URSIN,AARON(in the paint)",2
08:56,,37,,51 (+14),"GOOD JUMPER by WIGGINS,JOSEPH",CCLA 37-51 (-14),,"GOOD JUMPER by WIGGINS,JOSEPH",2
08:34,"GOOD LAYUP by WATSON,DOUG(in the paint)",39,,51 (+12),,MC 39-51 (-12),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
08:34,,,,,"FOUL  by WIGGINS,JOSEPH",,,"FOUL  by WIGGINS,JOSEPH",2
08:34,"GOOD FT by WATSON,DOUG",40,,51 (+11),,MC 40-51 (-11),,"GOOD FT by WATSON,DOUG",2
08:34,"SUB IN by STEHEN,SETH",,,,,,,"SUB IN by STEHEN,SETH",2
08:34,"SUB IN by ,RODNEY PHILLIPS JR",,,,,,,"SUB IN by ,RODNEY PHILLIPS JR",2
08:34,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
08:34,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",2
08:34,,,,,"SUB IN by WALKER,CAMERON",,,"SUB IN by WALKER,CAMERON",2
08:34,,,,,"SUB OUT by BAINES,JERRICK",,,"SUB OUT by BAINES,JERRICK",2
08:09,,40,,54 (+14),"GOOD 3PTR by BEHR,JALEN",CCLA 40-54 (-14),,"GOOD 3PTR by BEHR,JALEN",2
--,,,,,"ASSIST  by WALKER,CAMERON",,,"ASSIST  by WALKER,CAMERON",2
07:56,,,,,"FOUL  by WIGGINS,JOSEPH",,,"FOUL  by WIGGINS,JOSEPH",2
07:56,"GOOD FT by ,RODNEY PHILLIPS JR",41,,54 (+13),,MC 41-54 (-13),,"GOOD FT by ,RODNEY PHILLIPS JR",2
07:56,"GOOD FT by ,RODNEY PHILLIPS JR",42,,54 (+12),,MC 42-54 (-12),,"GOOD FT by ,RODNEY PHILLIPS JR",2
07:48,,42,,56 (+14),"GOOD LAYUP by WIGGINS,JOSEPH(in the paint)",CCLA 42-56 (-14),,"GOOD LAYUP by WIGGINS,JOSEPH(in the paint)",2
--,,,,,"ASSIST  by JACKSON,CHRYS",,,"ASSIST  by JACKSON,CHRYS",2
07:32,,,,,"FOUL  by WIGGINS,JOSEPH",,,"FOUL  by WIGGINS,JOSEPH",2
07:32,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:32,"GOOD FT by WATSON,DOUG",43,,56 (+13),,MC 43-56 (-13),,"GOOD FT by WATSON,DOUG",2
07:32,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
07:32,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
07:18,,43,,59 (+16),"GOOD 3PTR by BEHR,JALEN",CCLA 43-59 (-16),,"GOOD 3PTR by BEHR,JALEN",2
06:54,"MISS 3PTR by ,RODNEY PHILLIPS JR",,,,,,,"MISS 3PTR by ,RODNEY PHILLIPS JR",2
--,,,,,"REBOUND DEF by WIGGINS,JOSEPH",,,"REBOUND DEF by WIGGINS,JOSEPH",2
06:28,,,,,"TURNOVER  by BEHR,JALEN",,,"TURNOVER  by BEHR,JALEN",2
06:28,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
06:28,"SUB OUT by STEHEN,SETH",,,,,,,"SUB OUT by STEHEN,SETH",2
06:06,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",45,,59 (+14),,MC 45-59 (-14),,"GOOD LAYUP by BONNECAZE,STEWART(in the paint)",2
05:53,,,,,"MISS 3PTR by MINGO,KILE",,,"MISS 3PTR by MINGO,KILE",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
05:49,,,,,"FOUL  by MINGO,KILE",,,"FOUL  by MINGO,KILE",2
05:49,,,,,"SUB IN by JOHNSON,RALPH",,,"SUB IN by JOHNSON,RALPH",2
05:49,,,,,"SUB OUT by JACKSON,CHRYS",,,"SUB OUT by JACKSON,CHRYS",2
05:40,"GOOD JUMPER by BONNECAZE,STEWART",47,,59 (+12),,MC 47-59 (-12),,"GOOD JUMPER by BONNECAZE,STEWART",2
05:25,,,,,"MISS LAYUP by WALKER,CAMERON",,,"MISS LAYUP by WALKER,CAMERON",2
05:25,"BLOCK  by ,RODNEY PHILLIPS JR",,,,,,,"BLOCK  by ,RODNEY PHILLIPS JR",2
--,"REBOUND DEF by BONNECAZE,STEWART",,,,,,,"REBOUND DEF by BONNECAZE,STEWART",2
05:09,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:07,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
05:07,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
05:07,,,,,"SUB IN by SINGLETON,TYKEEM",,,"SUB IN by SINGLETON,TYKEEM",2
05:07,,,,,"SUB OUT by WALKER,CAMERON",,,"SUB OUT by WALKER,CAMERON",2
04:45,,,,,"MISS JUMPER by WIGGINS,JOSEPH",,,"MISS JUMPER by WIGGINS,JOSEPH",2
--,,,,,"REBOUND OFF by SINGLETON,TYKEEM",,,"REBOUND OFF by SINGLETON,TYKEEM",2
04:34,,,,,"MISS 3PTR by BEHR,JALEN",,,"MISS 3PTR by BEHR,JALEN",2
--,"REBOUND DEF by URSIN,AARON",,,,,,,"REBOUND DEF by URSIN,AARON",2
04:17,,,,,"FOUL  by SINGLETON,TYKEEM",,,"FOUL  by SINGLETON,TYKEEM",2
04:17,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,,,,,"REBOUND DEF by SINGLETON,TYKEEM",,,"REBOUND DEF by SINGLETON,TYKEEM",2
04:17,"SUB IN by STEHEN,SETH",,,,,,,"SUB IN by STEHEN,SETH",2
04:17,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
04:17,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
04:17,"SUB OUT by ,RODNEY PHILLIPS JR",,,,,,,"SUB OUT by ,RODNEY PHILLIPS JR",2
04:17,,,,,"SUB IN by BOARD,BRAEDEN",,,"SUB IN by BOARD,BRAEDEN",2
04:17,,,,,"SUB IN by THOMAS,SETH",,,"SUB IN by THOMAS,SETH",2
04:17,,,,,"SUB OUT by WIGGINS,JOSEPH",,,"SUB OUT by WIGGINS,JOSEPH",2
04:17,,,,,"SUB OUT by BEHR,JALEN",,,"SUB OUT by BEHR,JALEN",2
04:14,"SUB IN by UGHOVWA,NICHOLAS",,,,,,,"SUB IN by UGHOVWA,NICHOLAS",2
04:14,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
04:05,,,,,"MISS JUMPER by THOMAS,SETH",,,"MISS JUMPER by THOMAS,SETH",2
04:05,"BLOCK  by UGHOVWA,NICHOLAS",,,,,,,"BLOCK  by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:50,,,,,"MISS JUMPER by BOARD,BRAEDEN",,,"MISS JUMPER by BOARD,BRAEDEN",2
--,,,,,"REBOUND OFF by THOMAS,SETH",,,"REBOUND OFF by THOMAS,SETH",2
03:48,"FOUL  by UGHOVWA,NICHOLAS",,,,,,,"FOUL  by UGHOVWA,NICHOLAS",2
03:48,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
03:32,,,,,"TURNOVER  by SINGLETON,TYKEEM",,,"TURNOVER  by SINGLETON,TYKEEM",2
03:32,"SUB IN by URSIN,AARON",,,,,,,"SUB IN by URSIN,AARON",2
03:32,"SUB OUT by STEHEN,SETH",,,,,,,"SUB OUT by STEHEN,SETH",2
03:20,"GOOD LAYUP by URSIN,AARON(in the paint)",49,,59 (+10),,MC 49-59 (-10),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
02:57,,,,,"MISS 3PTR by JOHNSON,RALPH",,,"MISS 3PTR by JOHNSON,RALPH",2
--,"REBOUND DEF by FORBES,TRACE",,,,,,,"REBOUND DEF by FORBES,TRACE",2
02:43,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:24,,,,,"TURNOVER  by SINGLETON,TYKEEM",,,"TURNOVER  by SINGLETON,TYKEEM",2
02:23,"STEAL  by RUCKER,CAM",,,,,,,"STEAL  by RUCKER,CAM",2
02:12,"GOOD 3PTR by WATSON,DOUG",52,,59 (+7),,MC 52-59 (-7),,"GOOD 3PTR by WATSON,DOUG",2
02:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:05,"SUB IN by BONNECAZE,STEWART",,,,,,,"SUB IN by BONNECAZE,STEWART",2
02:05,"SUB OUT by FORBES,TRACE",,,,,,,"SUB OUT by FORBES,TRACE",2
02:05,,,,,"SUB IN by JACKSON,CHRYS",,,"SUB IN by JACKSON,CHRYS",2
02:05,,,,,"SUB OUT by JOHNSON,RALPH",,,"SUB OUT by JOHNSON,RALPH",2
01:44,,,,,"MISS 3PTR by THOMAS,SETH",,,"MISS 3PTR by THOMAS,SETH",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
01:35,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
01:32,,,,,"STEAL  by SINGLETON,TYKEEM",,,"STEAL  by SINGLETON,TYKEEM",2
01:06,,,,,"TURNOVER  by JACKSON,CHRYS",,,"TURNOVER  by JACKSON,CHRYS",2
01:05,"STEAL  by URSIN,AARON",,,,,,,"STEAL  by URSIN,AARON",2
01:00,"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",54,,59 (+5),,MC 54-59 (-5),,"GOOD LAYUP by BONNECAZE,STEWART(fastbreak)(in the paint)",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
00:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:59,"SUB IN by HOGAN,TJ",,,,,,,"SUB IN by HOGAN,TJ",2
00:59,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
00:59,,,,,"SUB IN by WIGGINS,JOSEPH",,,"SUB IN by WIGGINS,JOSEPH",2
00:59,,,,,"SUB OUT by BOARD,BRAEDEN",,,"SUB OUT by BOARD,BRAEDEN",2
00:56,"FOUL  by HOGAN,TJ",,,,,,,"FOUL  by HOGAN,TJ",2
00:56,,54,,60 (+6),"GOOD FT by THOMAS,SETH",CCLA 54-60 (-6),,"GOOD FT by THOMAS,SETH",2
00:56,,54,,61 (+7),"GOOD FT by THOMAS,SETH",CCLA 54-61 (-7),,"GOOD FT by THOMAS,SETH",2
00:56,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
00:56,"SUB OUT by UGHOVWA,NICHOLAS",,,,,,,"SUB OUT by UGHOVWA,NICHOLAS",2
00:56,,,,,"SUB IN by JOHNSON,RALPH",,,"SUB IN by JOHNSON,RALPH",2
00:56,,,,,"SUB IN by WALKER,CAMERON",,,"SUB IN by WALKER,CAMERON",2
00:56,,,,,"SUB OUT by WIGGINS,JOSEPH",,,"SUB OUT by WIGGINS,JOSEPH",2
00:56,,,,,"SUB OUT by JACKSON,CHRYS",,,"SUB OUT by JACKSON,CHRYS",2
00:47,"MISS 3PTR by RUCKER,CAM",,,,,,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND DEF by SINGLETON,TYKEEM",,,"REBOUND DEF by SINGLETON,TYKEEM",2
00:45,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
00:45,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:45,,54,,62 (+8),"GOOD FT by SINGLETON,TYKEEM",CCLA 54-62 (-8),,"GOOD FT by SINGLETON,TYKEEM",2
00:45,,54,,63 (+9),"GOOD FT by SINGLETON,TYKEEM",CCLA 54-63 (-9),,"GOOD FT by SINGLETON,TYKEEM",2
00:45,"SUB IN by GASCA,DAKOTA",,,,,,,"SUB IN by GASCA,DAKOTA",2
00:45,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
00:37,"MISS JUMPER by WATSON,DOUG",,,,,,,"MISS JUMPER by WATSON,DOUG",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:31,,,,,"FOUL  by SINGLETON,TYKEEM",,,"FOUL  by SINGLETON,TYKEEM",2
00:31,"MISS FT by ROTH,DREW",,,,,,,"MISS FT by ROTH,DREW",2
--,,,,,"REBOUND DEF by SINGLETON,TYKEEM",,,"REBOUND DEF by SINGLETON,TYKEEM",2
00:31,"SUB IN by FORBES,TRACE",,,,,,,"SUB IN by FORBES,TRACE",2
00:31,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
00:31,,,,,"SUB IN by BOARD,BRAEDEN",,,"SUB IN by BOARD,BRAEDEN",2
00:31,,,,,"SUB OUT by WALKER,CAMERON",,,"SUB OUT by WALKER,CAMERON",2
00:30,"FOUL  by BONNECAZE,STEWART",,,,,,,"FOUL  by BONNECAZE,STEWART",2
00:30,,54,,64 (+10),"GOOD FT by SINGLETON,TYKEEM",CCLA 54-64 (-10),,"GOOD FT by SINGLETON,TYKEEM",2
00:30,,54,,65 (+11),"GOOD FT by SINGLETON,TYKEEM",CCLA 54-65 (-11),,"GOOD FT by SINGLETON,TYKEEM",2
00:30,"SUB IN by VANBEBER,RJ",,,,,,,"SUB IN by VANBEBER,RJ",2
00:30,"SUB OUT by BONNECAZE,STEWART",,,,,,,"SUB OUT by BONNECAZE,STEWART",2
00:30,,,,,"SUB IN by WALKER,CAMERON",,,"SUB IN by WALKER,CAMERON",2
00:30,,,,,"SUB OUT by BOARD,BRAEDEN",,,"SUB OUT by BOARD,BRAEDEN",2
00:24,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by JOHNSON,RALPH",,,"REBOUND DEF by JOHNSON,RALPH",2
