Time Remaining,LC,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
01:04,"GOOD LAYUP by TEBBE,DREW(in the paint)",39 (+12),,27,,LC 39-27 (-12),,"GOOD LAYUP by TEBBE,DREW(in the paint)",1
00:48,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",1
--,"REBOUND DEF by JOHNSON,DELOR",,,,,,,"REBOUND DEF by JOHNSON,DELOR",1
00:24,"GOOD 3PTR by SMITH,GARY",42 (+15),,27,,LC 42-27 (-15),,"GOOD 3PTR by SMITH,GARY",1
--,"ASSIST  by TEBBE,DREW",,,,,,,"ASSIST  by TEBBE,DREW",1
00:15,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
--,"REBOUND DEF by SMITH,GARY",,,,,,,"REBOUND DEF by SMITH,GARY",1
20:00,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
20:00,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
20:00,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
20:00,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
20:00,"SUB OUT by TEBBE,DREW",,,,,,,"SUB OUT by TEBBE,DREW",2
20:00,"SUB IN by BROWN,BRANTHONY",,,,,,,"SUB IN by BROWN,BRANTHONY",2
19:39,"MISS LAYUP by JOHNSON,KOBI(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,KOBI(in the paint)",2
19:39,,,,,"BLOCK  by URSIN,AARON",,,"BLOCK  by URSIN,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:33,"MISS 3PTR by JOHNSON,KOBI",,,,,,,"MISS 3PTR by JOHNSON,KOBI",2
--,,,,,"REBOUND DEF by ROTH,DREW",,,"REBOUND DEF by ROTH,DREW",2
19:25,"FOUL  by BROWN,BRANTHONY",,,,,,,"FOUL  by BROWN,BRANTHONY",2
19:00,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
19:00,"STEAL  by BILBO,K.J.",,,,,,,"STEAL  by BILBO,K.J.",2
18:50,"GOOD LAYUP by SMITH,GARY(fastbreak)(in the paint)",44 (+17),,27,,LC 44-27 (-17),,"GOOD LAYUP by SMITH,GARY(fastbreak)(in the paint)",2
--,"ASSIST  by BILBO,K.J.",,,,,,,"ASSIST  by BILBO,K.J.",2
18:36,,44 (+14),,30,"GOOD 3PTR by ROTH,DREW",Mill 44-30 (-14),,"GOOD 3PTR by ROTH,DREW",2
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",2
18:17,"TURNOVER  by BROWN,BRANTHONY",,,,,,,"TURNOVER  by BROWN,BRANTHONY",2
18:17,,,,,"STEAL  by BUSH,RODREEKAS",,,"STEAL  by BUSH,RODREEKAS",2
18:08,,44 (+12),,32,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 44-32 (-12),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BUSH,RODREEKAS",,,"ASSIST  by BUSH,RODREEKAS",2
18:08,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",2
18:08,"SUB IN by HARDY,BAILEY",,,,,,,"SUB IN by HARDY,BAILEY",2
17:57,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
17:57,"GOOD LAYUP by SMITH,GARY(fastbreak)(in the paint)",46 (+14),,32,,LC 46-32 (-14),,"GOOD LAYUP by SMITH,GARY(fastbreak)(in the paint)",2
17:57,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by HARDY,BAILEY",,,,,,,"REBOUND DEF by HARDY,BAILEY",2
17:57,"TURNOVER  by BROWN,BRANTHONY",,,,,,,"TURNOVER  by BROWN,BRANTHONY",2
17:57,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
17:57,"STEAL  by SMITH,GARY",,,,,,,"STEAL  by SMITH,GARY",2
17:57,,,,,"FOUL  by ROTH,DREW",,,"FOUL  by ROTH,DREW",2
17:57,"GOOD FT by SMITH,GARY",47 (+15),,32,,LC 47-32 (-15),,"GOOD FT by SMITH,GARY",2
17:57,"GOOD FT by SMITH,GARY",48 (+16),,32,,LC 48-32 (-16),,"GOOD FT by SMITH,GARY",2
17:57,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
17:57,"STEAL  by SMITH,GARY",,,,,,,"STEAL  by SMITH,GARY",2
17:54,"GOOD LAYUP by JOHNSON,DELOR(fastbreak)(in the paint)",50 (+18),,32,,LC 50-32 (-18),,"GOOD LAYUP by JOHNSON,DELOR(fastbreak)(in the paint)",2
17:40,,50 (+16),,34,"GOOD JUMPER by BUSH,RODREEKAS",Mill 50-34 (-16),,"GOOD JUMPER by BUSH,RODREEKAS",2
--,,,,,"ASSIST  by ROTH,DREW",,,"ASSIST  by ROTH,DREW",2
17:27,"MISS 3PTR by BILBO,K.J.",,,,,,,"MISS 3PTR by BILBO,K.J.",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:14,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
17:14,,,,,"SUB OUT by ROTH,DREW",,,"SUB OUT by ROTH,DREW",2
17:14,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
17:14,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
17:14,"SUB OUT by SMITH,GARY",,,,,,,"SUB OUT by SMITH,GARY",2
17:14,"SUB OUT by JOHNSON,KOBI",,,,,,,"SUB OUT by JOHNSON,KOBI",2
17:14,"SUB OUT by BROWN,BRANTHONY",,,,,,,"SUB OUT by BROWN,BRANTHONY",2
17:14,"SUB IN by DEJEAN,KONNOR",,,,,,,"SUB IN by DEJEAN,KONNOR",2
17:14,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",2
17:14,,,,,"MISS 3PTR by HOGAN,TJ",,,"MISS 3PTR by HOGAN,TJ",2
--,"REBOUND DEF by HARDY,BAILEY",,,,,,,"REBOUND DEF by HARDY,BAILEY",2
17:14,"MISS 3PTR by JOHNSON,DELOR",,,,,,,"MISS 3PTR by JOHNSON,DELOR",2
--,"REBOUND OFF by BANKS,FERONTAY",,,,,,,"REBOUND OFF by BANKS,FERONTAY",2
17:14,"GOOD LAYUP by BANKS,FERONTAY(in the paint)",52 (+18),,34,,LC 52-34 (-18),,"GOOD LAYUP by BANKS,FERONTAY(in the paint)",2
17:14,"SUB IN by JOHNSON,DELOR",,,,,,,"SUB IN by JOHNSON,DELOR",2
16:07,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",2
--,"REBOUND DEF by DEJEAN,KONNOR",,,,,,,"REBOUND DEF by DEJEAN,KONNOR",2
15:50,"GOOD JUMPER by JOHNSON,DELOR",54 (+20),,34,,LC 54-34 (-20),,"GOOD JUMPER by JOHNSON,DELOR",2
--,"ASSIST  by BANKS,FERONTAY",,,,,,,"ASSIST  by BANKS,FERONTAY",2
15:11,,54 (+18),,36,"GOOD LAYUP by URSIN,AARON(in the paint)",Mill 54-36 (-18),,"GOOD LAYUP by URSIN,AARON(in the paint)",2
15:11,"FOUL  by HARDY,BAILEY",,,,,,,"FOUL  by HARDY,BAILEY",2
15:11,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
15:11,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
15:11,,,,,"MISS FT by URSIN,AARON",,,"MISS FT by URSIN,AARON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:01,"GOOD JUMPER by JOHNSON,DELOR",56 (+20),,36,,LC 56-36 (-20),,"GOOD JUMPER by JOHNSON,DELOR",2
14:39,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
14:39,"STEAL  by BILBO,K.J.",,,,,,,"STEAL  by BILBO,K.J.",2
14:31,"GOOD LAYUP by BILBO,K.J.(in the paint)",58 (+22),,36,,LC 58-36 (-22),,"GOOD LAYUP by BILBO,K.J.(in the paint)",2
14:21,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",2
14:21,"STEAL  by JOHNSON,DELOR",,,,,,,"STEAL  by JOHNSON,DELOR",2
14:00,"MISS LAYUP by DEJEAN,KONNOR(in the paint)",,,,,,,"MISS LAYUP by DEJEAN,KONNOR(in the paint)",2
14:00,,,,,"BLOCK  by BONNECAZE,STEWART",,,"BLOCK  by BONNECAZE,STEWART",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:59,"SUB OUT by BANKS,FERONTAY",,,,,,,"SUB OUT by BANKS,FERONTAY",2
13:59,"SUB IN by TEBBE,DREW",,,,,,,"SUB IN by TEBBE,DREW",2
13:59,"MISS JUMPER by HARDY,BAILEY",,,,,,,"MISS JUMPER by HARDY,BAILEY",2
--,"REBOUND OFF by HARDY,BAILEY",,,,,,,"REBOUND OFF by HARDY,BAILEY",2
13:59,"GOOD 3PTR by TEBBE,DREW",61 (+25),,36,,LC 61-36 (-25),,"GOOD 3PTR by TEBBE,DREW",2
13:59,"FOUL  by JOHNSON,DELOR",,,,,,,"FOUL  by JOHNSON,DELOR",2
13:59,,61 (+24),,37,"GOOD FT by HOGAN,TJ",Mill 61-37 (-24),,"GOOD FT by HOGAN,TJ",2
13:59,,61 (+23),,38,"GOOD FT by HOGAN,TJ",Mill 61-38 (-23),,"GOOD FT by HOGAN,TJ",2
13:12,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
13:12,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
13:09,"MISS 3PTR by JOHNSON,DELOR",,,,,,,"MISS 3PTR by JOHNSON,DELOR",2
--,,,,,"REBOUND DEF by BONNECAZE,STEWART",,,"REBOUND DEF by BONNECAZE,STEWART",2
12:54,"FOUL  by DEJEAN,KONNOR",,,,,,,"FOUL  by DEJEAN,KONNOR",2
12:37,"FOUL  by BILBO,K.J.",,,,,,,"FOUL  by BILBO,K.J.",2
12:37,,,,,"MISS FT by WATSON,DOUG",,,"MISS FT by WATSON,DOUG",2
12:37,,61 (+22),,39,"GOOD FT by WATSON,DOUG",Mill 61-39 (-22),,"GOOD FT by WATSON,DOUG",2
12:37,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
12:37,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:22,"MISS JUMPER by TEBBE,DREW",,,,,,,"MISS JUMPER by TEBBE,DREW",2
--,,,,,"REBOUND DEF by URSIN,AARON",,,"REBOUND DEF by URSIN,AARON",2
12:09,,61 (+20),,41,"GOOD LAYUP by HOGAN,TJ(in the paint)",Mill 61-41 (-20),,"GOOD LAYUP by HOGAN,TJ(in the paint)",2
11:49,"TURNOVER  by TEBBE,DREW",,,,,,,"TURNOVER  by TEBBE,DREW",2
11:49,,,,,"STEAL  by RUCKER,CAM",,,"STEAL  by RUCKER,CAM",2
11:47,"FOUL  by TEBBE,DREW",,,,,,,"FOUL  by TEBBE,DREW",2
11:47,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
11:47,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
11:47,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
11:47,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
11:47,"SUB OUT by TEBBE,DREW",,,,,,,"SUB OUT by TEBBE,DREW",2
11:47,"SUB IN by SMITH,GARY",,,,,,,"SUB IN by SMITH,GARY",2
11:47,,61 (+19),,42,"GOOD FT by RUCKER,CAM(fastbreak)",Mill 61-42 (-19),,"GOOD FT by RUCKER,CAM(fastbreak)",2
11:47,,61 (+18),,43,"GOOD FT by RUCKER,CAM(fastbreak)",Mill 61-43 (-18),,"GOOD FT by RUCKER,CAM(fastbreak)",2
11:47,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
11:47,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
11:47,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",2
11:47,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",2
11:15,"MISS 3PTR by BANKS,FERONTAY",,,,,,,"MISS 3PTR by BANKS,FERONTAY",2
--,,,,,"REBOUND DEF by WATSON,DOUG",,,"REBOUND DEF by WATSON,DOUG",2
10:45,"TURNOVER  by SMITH,GARY",,,,,,,"TURNOVER  by SMITH,GARY",2
10:28,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND DEF by SMITH,GARY",,,,,,,"REBOUND DEF by SMITH,GARY",2
10:13,"SUB OUT by DEJEAN,KONNOR",,,,,,,"SUB OUT by DEJEAN,KONNOR",2
10:13,"SUB IN by BANKS,FERONTAY",,,,,,,"SUB IN by BANKS,FERONTAY",2
10:13,"MISS LAYUP by HARDY,BAILEY(in the paint)",,,,,,,"MISS LAYUP by HARDY,BAILEY(in the paint)",2
--,"REBOUND OFF by HARDY,BAILEY",,,,,,,"REBOUND OFF by HARDY,BAILEY",2
10:13,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
10:13,"MISS FT by BANKS,FERONTAY",,,,,,,"MISS FT by BANKS,FERONTAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:13,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
10:13,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
10:13,"GOOD FT by BANKS,FERONTAY",62 (+19),,43,,LC 62-43 (-19),,"GOOD FT by BANKS,FERONTAY",2
10:13,,,,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",,,"MISS LAYUP by BUSH,RODREEKAS(in the paint)",2
--,"REBOUND DEF by BANKS,FERONTAY",,,,,,,"REBOUND DEF by BANKS,FERONTAY",2
10:13,"TURNOVER  by JOHNSON,DELOR",,,,,,,"TURNOVER  by JOHNSON,DELOR",2
10:13,,,,,"STEAL  by BONNECAZE,STEWART",,,"STEAL  by BONNECAZE,STEWART",2
09:43,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:31,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
09:31,,,,,"TURNOVER  by HOGAN,TJ",,,"TURNOVER  by HOGAN,TJ",2
09:22,,,,,"FOUL  by BUSH,RODREEKAS",,,"FOUL  by BUSH,RODREEKAS",2
09:22,"GOOD FT by JOHNSON,DELOR",63 (+20),,43,,LC 63-43 (-20),,"GOOD FT by JOHNSON,DELOR",2
09:22,"GOOD FT by JOHNSON,DELOR",64 (+21),,43,,LC 64-43 (-21),,"GOOD FT by JOHNSON,DELOR",2
09:19,,,,,"TURNOVER  by BONNECAZE,STEWART",,,"TURNOVER  by BONNECAZE,STEWART",2
09:13,"SUB OUT by BANKS,FERONTAY",,,,,,,"SUB OUT by BANKS,FERONTAY",2
09:13,"SUB IN by TEBBE,DREW",,,,,,,"SUB IN by TEBBE,DREW",2
08:46,"MISS 3PTR by HARDY,BAILEY",,,,,,,"MISS 3PTR by HARDY,BAILEY",2
--,"REBOUND OFF by BILBO,K.J.",,,,,,,"REBOUND OFF by BILBO,K.J.",2
08:37,"GOOD LAYUP by SMITH,GARY(in the paint)",66 (+23),,43,,LC 66-43 (-23),,"GOOD LAYUP by SMITH,GARY(in the paint)",2
08:26,"FOUL  by TEBBE,DREW",,,,,,,"FOUL  by TEBBE,DREW",2
08:26,,66 (+22),,44,"GOOD FT by WATSON,DOUG",Mill 66-44 (-22),,"GOOD FT by WATSON,DOUG",2
08:26,,66 (+21),,45,"GOOD FT by WATSON,DOUG",Mill 66-45 (-21),,"GOOD FT by WATSON,DOUG",2
08:26,,,,,"SUB OUT by GORTON,MACK",,,"SUB OUT by GORTON,MACK",2
08:26,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
08:26,"SUB OUT by HARDY,BAILEY",,,,,,,"SUB OUT by HARDY,BAILEY",2
08:26,"SUB IN by DEJEAN,KONNOR",,,,,,,"SUB IN by DEJEAN,KONNOR",2
08:26,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
08:26,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
08:11,,,,,"FOUL  by HOGAN,TJ",,,"FOUL  by HOGAN,TJ",2
08:11,"GOOD FT by DEJEAN,KONNOR",67 (+22),,45,,LC 67-45 (-22),,"GOOD FT by DEJEAN,KONNOR",2
08:11,"MISS FT by DEJEAN,KONNOR",,,,,,,"MISS FT by DEJEAN,KONNOR",2
--,,,,,"REBOUND DEF by GASCA,DAKOTA",,,"REBOUND DEF by GASCA,DAKOTA",2
08:11,"FOUL  by DEJEAN,KONNOR",,,,,,,"FOUL  by DEJEAN,KONNOR",2
07:57,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
07:57,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
07:57,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
07:57,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
07:57,"SUB OUT by BILBO,K.J.",,,,,,,"SUB OUT by BILBO,K.J.",2
07:57,"SUB IN by BROWN,BRANTHONY",,,,,,,"SUB IN by BROWN,BRANTHONY",2
07:57,,67 (+21),,46,"GOOD FT by BUSH,RODREEKAS",Mill 67-46 (-21),,"GOOD FT by BUSH,RODREEKAS",2
07:57,,67 (+20),,47,"GOOD FT by BUSH,RODREEKAS",Mill 67-47 (-20),,"GOOD FT by BUSH,RODREEKAS",2
07:37,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
07:35,,,,,"TURNOVER  by UGHOVWA,NICHOLAS",,,"TURNOVER  by UGHOVWA,NICHOLAS",2
07:35,"STEAL  by TEBBE,DREW",,,,,,,"STEAL  by TEBBE,DREW",2
07:09,"MISS JUMPER by DEJEAN,KONNOR(in the paint)",,,,,,,"MISS JUMPER by DEJEAN,KONNOR(in the paint)",2
--,"REBOUND OFF by BROWN,BRANTHONY",,,,,,,"REBOUND OFF by BROWN,BRANTHONY",2
07:04,,,,,"FOUL  by URSIN,AARON",,,"FOUL  by URSIN,AARON",2
07:04,"GOOD FT by BROWN,BRANTHONY",68 (+21),,47,,LC 68-47 (-21),,"GOOD FT by BROWN,BRANTHONY",2
07:04,"GOOD FT by BROWN,BRANTHONY",69 (+22),,47,,LC 69-47 (-22),,"GOOD FT by BROWN,BRANTHONY",2
06:49,,69 (+20),,49,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",Mill 69-49 (-20),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
06:49,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
06:49,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
06:49,"SUB OUT by SMITH,GARY",,,,,,,"SUB OUT by SMITH,GARY",2
06:49,"SUB IN by OWUSU,JAMAEL",,,,,,,"SUB IN by OWUSU,JAMAEL",2
06:39,"MISS JUMPER by JOHNSON,DELOR",,,,,,,"MISS JUMPER by JOHNSON,DELOR",2
--,,,,,"REBOUND DEF by UGHOVWA,NICHOLAS",,,"REBOUND DEF by UGHOVWA,NICHOLAS",2
06:07,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
--,,,,,"REBOUND OFF by WATSON,DOUG",,,"REBOUND OFF by WATSON,DOUG",2
05:56,"FOUL  by BROWN,BRANTHONY",,,,,,,"FOUL  by BROWN,BRANTHONY",2
05:56,"SUB OUT by JOHNSON,DELOR",,,,,,,"SUB OUT by JOHNSON,DELOR",2
05:56,"SUB IN by WILLIAMS,KYLAN",,,,,,,"SUB IN by WILLIAMS,KYLAN",2
05:56,,69 (+19),,50,"GOOD FT by WATSON,DOUG",Mill 69-50 (-19),,"GOOD FT by WATSON,DOUG",2
05:56,,69 (+18),,51,"GOOD FT by WATSON,DOUG",Mill 69-51 (-18),,"GOOD FT by WATSON,DOUG",2
05:55,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
05:55,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
05:36,"GOOD 3PTR by WILLIAMS,KYLAN",72 (+21),,51,,LC 72-51 (-21),,"GOOD 3PTR by WILLIAMS,KYLAN",2
05:36,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
05:36,,,,,"SUB IN by BONNECAZE,STEWART",,,"SUB IN by BONNECAZE,STEWART",2
05:18,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,"REBOUND DEF by OWUSU,JAMAEL",,,,,,,"REBOUND DEF by OWUSU,JAMAEL",2
05:10,,,,,"FOUL  by UGHOVWA,NICHOLAS",,,"FOUL  by UGHOVWA,NICHOLAS",2
05:10,"MISS FT by BROWN,BRANTHONY(fastbreak)",,,,,,,"MISS FT by BROWN,BRANTHONY(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:10,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
05:10,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
05:10,"MISS FT by BROWN,BRANTHONY(fastbreak)",,,,,,,"MISS FT by BROWN,BRANTHONY(fastbreak)",2
--,,,,,"REBOUND DEF by PHILLIPS JR,RODNEY",,,"REBOUND DEF by PHILLIPS JR,RODNEY",2
05:10,,,,,"MISS JUMPER by BUSH,RODREEKAS",,,"MISS JUMPER by BUSH,RODREEKAS",2
--,"REBOUND DEF by WILLIAMS,KYLAN",,,,,,,"REBOUND DEF by WILLIAMS,KYLAN",2
05:10,"MISS 3PTR by OWUSU,JAMAEL",,,,,,,"MISS 3PTR by OWUSU,JAMAEL",2
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",2
05:10,,,,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",,,"MISS LAYUP by BONNECAZE,STEWART(in the paint)",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
05:10,,,,,"SUB OUT by BONNECAZE,STEWART",,,"SUB OUT by BONNECAZE,STEWART",2
05:10,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
04:02,,,,,"TURNOVER  by PHILLIPS JR,RODNEY",,,"TURNOVER  by PHILLIPS JR,RODNEY",2
03:54,"SUB OUT by DEJEAN,KONNOR",,,,,,,"SUB OUT by DEJEAN,KONNOR",2
03:54,"SUB OUT by BROWN,BRANTHONY",,,,,,,"SUB OUT by BROWN,BRANTHONY",2
03:54,"SUB IN by HOWE,CALEB",,,,,,,"SUB IN by HOWE,CALEB",2
03:54,"SUB IN by BLAKEWAY,BRAYDEN",,,,,,,"SUB IN by BLAKEWAY,BRAYDEN",2
03:52,"MISS 3PTR by WILLIAMS,KYLAN",,,,,,,"MISS 3PTR by WILLIAMS,KYLAN",2
--,"REBOUND OFF by WILLIAMS,KYLAN",,,,,,,"REBOUND OFF by WILLIAMS,KYLAN",2
03:47,"GOOD 3PTR by WILLIAMS,KYLAN",75 (+24),,51,,LC 75-51 (-24),,"GOOD 3PTR by WILLIAMS,KYLAN",2
03:30,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by BLAKEWAY,BRAYDEN",,,,,,,"REBOUND DEF by BLAKEWAY,BRAYDEN",2
03:23,,,,,"FOUL  by PHILLIPS JR,RODNEY",,,"FOUL  by PHILLIPS JR,RODNEY",2
03:23,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
03:23,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
03:23,,,,,"SUB IN by GORTON,MACK",,,"SUB IN by GORTON,MACK",2
03:23,,,,,"SUB IN by ROTH,DREW",,,"SUB IN by ROTH,DREW",2
03:23,"SUB OUT by OWUSU,JAMAEL",,,,,,,"SUB OUT by OWUSU,JAMAEL",2
03:23,"SUB IN by HARDY,BRYSON",,,,,,,"SUB IN by HARDY,BRYSON",2
03:23,"GOOD FT by WILLIAMS,KYLAN(fastbreak)",76 (+25),,51,,LC 76-51 (-25),,"GOOD FT by WILLIAMS,KYLAN(fastbreak)",2
03:23,"GOOD FT by WILLIAMS,KYLAN(fastbreak)",77 (+26),,51,,LC 77-51 (-26),,"GOOD FT by WILLIAMS,KYLAN(fastbreak)",2
03:02,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
02:53,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by PHILLIPS JR,RODNEY",,,"REBOUND OFF by PHILLIPS JR,RODNEY",2
02:47,,77 (+24),,53,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",Mill 77-53 (-24),,"GOOD LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
02:11,,77 (+22),,55,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",Mill 77-55 (-22),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
01:57,"MISS 3PTR by HOWE,CALEB",,,,,,,"MISS 3PTR by HOWE,CALEB",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:57,"FOUL  by BLAKEWAY,BRAYDEN",,,,,,,"FOUL  by BLAKEWAY,BRAYDEN",2
01:57,,77 (+21),,56,"GOOD FT by GORTON,MACK(fastbreak)",Mill 77-56 (-21),,"GOOD FT by GORTON,MACK(fastbreak)",2
01:57,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
01:57,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
01:57,,77 (+20),,57,"GOOD FT by GORTON,MACK(fastbreak)",Mill 77-57 (-20),,"GOOD FT by GORTON,MACK(fastbreak)",2
01:44,"MISS JUMPER by HARDY,BRYSON",,,,,,,"MISS JUMPER by HARDY,BRYSON",2
