Time Remaining,WEBSTR,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
01:31,,,,,"SUB OUT by PHILLIPS JR,RODNEY",,,"SUB OUT by PHILLIPS JR,RODNEY",2
01:31,,,,,"SUB IN by FORBES,TRACE",,,"SUB IN by FORBES,TRACE",2
01:31,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:22,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
01:22,"BLOCK  by MOORE,KARL",,,,,,,"BLOCK  by MOORE,KARL",2
--,,,,,"REBOUND OFF by WATSON,DOUG",,,"REBOUND OFF by WATSON,DOUG",2
01:07,,64 (+10),,54,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",Mill 64-54 (-10),,"GOOD LAYUP by GASCA,DAKOTA(in the paint)",2
01:07,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
01:07,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
01:07,,,,,"SUB IN by UGHOVWA,NICHOLAS",,,"SUB IN by UGHOVWA,NICHOLAS",2
01:07,,,,,"SUB IN by GASCA,DAKOTA",,,"SUB IN by GASCA,DAKOTA",2
01:05,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
01:05,"MISS FT by BROWN JR.,WYNNE(fastbreak)",,,,,,,"MISS FT by BROWN JR.,WYNNE(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:05,"GOOD FT by BROWN JR.,WYNNE(fastbreak)",65 (+11),,54,,WEBSTR 65-54 (-11),,"GOOD FT by BROWN JR.,WYNNE(fastbreak)",2
01:05,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
01:05,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
01:03,,,,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",,,"MISS LAYUP by GASCA,DAKOTA(in the paint)",2
--,,,,,"REBOUND OFF by GASCA,DAKOTA",,,"REBOUND OFF by GASCA,DAKOTA",2
00:59,"FOUL  by BROWN JR.,WYNNE",,,,,,,"FOUL  by BROWN JR.,WYNNE",2
00:59,,65 (+10),,55,"GOOD FT by GASCA,DAKOTA(fastbreak)",Mill 65-55 (-10),,"GOOD FT by GASCA,DAKOTA(fastbreak)",2
00:59,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
00:59,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
00:59,,,,,"MISS FT by GASCA,DAKOTA(fastbreak)",,,"MISS FT by GASCA,DAKOTA(fastbreak)",2
--,"REBOUND DEF by MOORE,KARL",,,,,,,"REBOUND DEF by MOORE,KARL",2
00:49,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",2
00:46,"GOOD FT by BROWN JR.,WYNNE",66 (+11),,55,,WEBSTR 66-55 (-11),,"GOOD FT by BROWN JR.,WYNNE",2
00:46,,,,,"SUB OUT by HOGAN,TJ",,,"SUB OUT by HOGAN,TJ",2
00:46,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
00:46,"GOOD FT by BROWN JR.,WYNNE",67 (+12),,55,,WEBSTR 67-55 (-12),,"GOOD FT by BROWN JR.,WYNNE",2
00:36,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
00:36,"BLOCK  by MOORE,KARL",,,,,,,"BLOCK  by MOORE,KARL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:31,,,,,"MISS 3PTR by GASCA,DAKOTA",,,"MISS 3PTR by GASCA,DAKOTA",2
--,,,,,"REBOUND OFF by BUSH,RODREEKAS",,,"REBOUND OFF by BUSH,RODREEKAS",2
00:25,"FOUL  by MOORE,KARL",,,,,,,"FOUL  by MOORE,KARL",2
00:25,,,,,"MISS FT by UGHOVWA,NICHOLAS",,,"MISS FT by UGHOVWA,NICHOLAS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:25,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
00:25,,,,,"SUB IN by HOGAN,TJ",,,"SUB IN by HOGAN,TJ",2
00:25,,67 (+11),,56,"GOOD FT by UGHOVWA,NICHOLAS",Mill 67-56 (-11),,"GOOD FT by UGHOVWA,NICHOLAS",2
00:25,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
00:25,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
00:22,"TURNOVER  by COLEMAN,JASON",,,,,,,"TURNOVER  by COLEMAN,JASON",2
00:22,,,,,"STEAL  by STEPHEN,SETH",,,"STEAL  by STEPHEN,SETH",2
00:22,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
00:22,,,,,"SUB IN by PHILLIPS JR,RODNEY",,,"SUB IN by PHILLIPS JR,RODNEY",2
00:21,,,,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",,,"MISS LAYUP by PHILLIPS JR,RODNEY(in the paint)",2
--,"REBOUND DEF by COLEMAN,JASON",,,,,,,"REBOUND DEF by COLEMAN,JASON",2
