Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,FCM,Game Score,Team Indicator,Play,Period
00:23,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",3
00:23,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",3
00:23,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",3
00:23,,,,,"SUB IN by HELTON,NICK",,,"SUB IN by HELTON,NICK",3
00:23,,,,,"SUB OUT by PLAIR,MARCUS",,,"SUB OUT by PLAIR,MARCUS",3
00:16,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",3
00:16,,67,,70 (+3),"GOOD FT by MADDEN-MCAFEE,KAJUAN",FCM 67-70 (-3),,"GOOD FT by MADDEN-MCAFEE,KAJUAN",3
00:16,,67,,71 (+4),"GOOD FT by MADDEN-MCAFEE,KAJUAN",FCM 67-71 (-4),,"GOOD FT by MADDEN-MCAFEE,KAJUAN",3
00:16,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",3
00:16,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",3
00:16,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",3
00:16,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",3
00:16,,,,,"SUB IN by PLAIR,MARCUS",,,"SUB IN by PLAIR,MARCUS",3
00:16,,,,,"SUB OUT by HELTON,NICK",,,"SUB OUT by HELTON,NICK",3
00:12,"GOOD LAYUP by STARR,RYAN(fastbreak)(in the paint)",69,,71 (+2),,SEWANEE 69-71 (-2),,"GOOD LAYUP by STARR,RYAN(fastbreak)(in the paint)",3
00:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:11,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",3
00:11,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",3
00:11,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",3
00:11,"SUB OUT by STARR,RYAN",,,,,,,"SUB OUT by STARR,RYAN",3
00:11,,,,,"SUB IN by HELTON,NICK",,,"SUB IN by HELTON,NICK",3
00:11,,,,,"SUB OUT by PLAIR,MARCUS",,,"SUB OUT by PLAIR,MARCUS",3
00:10,"FOUL  by CRUMP,JOHN",,,,,,,"FOUL  by CRUMP,JOHN",3
00:10,,69,,72 (+3),"GOOD FT by JR,JAMES SMITH",FCM 69-72 (-3),,"GOOD FT by JR,JAMES SMITH",3
00:10,,69,,73 (+4),"GOOD FT by JR,JAMES SMITH",FCM 69-73 (-4),,"GOOD FT by JR,JAMES SMITH",3
00:10,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",3
00:10,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",3
00:10,"SUB OUT by GARWOOD,MACKIE",,,,,,,"SUB OUT by GARWOOD,MACKIE",3
00:10,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",3
00:10,,,,,"SUB IN by PLAIR,MARCUS",,,"SUB IN by PLAIR,MARCUS",3
00:10,,,,,"SUB OUT by HELTON,NICK",,,"SUB OUT by HELTON,NICK",3
00:03,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",3
--,,,,,"REBOUND DEF by REED,RASHAD",,,"REBOUND DEF by REED,RASHAD",3
