Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,ETBU,Game Score,Team Indicator,Play,Period
02:50,"MISS JUMPER by PRATER,DALLAS",,,,,,,"MISS JUMPER by PRATER,DALLAS",2
--,,,,,"REBOUND DEF by FELICIA,JUSTIN",,,"REBOUND DEF by FELICIA,JUSTIN",2
02:24,,,,,"TURNOVER  by DAVIS,ANTHONY",,,"TURNOVER  by DAVIS,ANTHONY",2
02:24,"STEAL  by HANSTAD,RAJAN",,,,,,,"STEAL  by HANSTAD,RAJAN",2
02:16,"GOOD LAYUP by PRATER,DALLAS(in the paint)",60,,77 (+17),,MILLSAPS 60-77 (-17),,"GOOD LAYUP by PRATER,DALLAS(in the paint)",2
02:01,,,,,"MISS 3PTR by DAY,TYLER",,,"MISS 3PTR by DAY,TYLER",2
--,"REBOUND DEF by FREBIS,RONNIE",,,,,,,"REBOUND DEF by FREBIS,RONNIE",2
01:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:55,"SUB IN by AUBERT,DUSTIN",,,,,,,"SUB IN by AUBERT,DUSTIN",2
01:55,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
01:55,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
01:55,"SUB OUT by DETILLIEU,RYAN",,,,,,,"SUB OUT by DETILLIEU,RYAN",2
01:55,,,,,"SUB IN by HORTON,ERIC",,,"SUB IN by HORTON,ERIC",2
01:55,,,,,"SUB IN by LEWIS,DAVID",,,"SUB IN by LEWIS,DAVID",2
01:55,,,,,"SUB IN by MCCLAHAN,KERRY",,,"SUB IN by MCCLAHAN,KERRY",2
01:55,,,,,"SUB OUT by SAMUEL,JAMIL",,,"SUB OUT by SAMUEL,JAMIL",2
01:55,,,,,"SUB OUT by DAVIS,ANTHONY",,,"SUB OUT by DAVIS,ANTHONY",2
01:55,,,,,"SUB OUT by FELICIA,JUSTIN",,,"SUB OUT by FELICIA,JUSTIN",2
01:52,"MISS 3PTR by FREBIS,RONNIE",,,,,,,"MISS 3PTR by FREBIS,RONNIE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:49,,,,,"SUB IN by LATIN,MALIK",,,"SUB IN by LATIN,MALIK",2
01:49,,,,,"SUB OUT by AUGUSTINE,DYLAN",,,"SUB OUT by AUGUSTINE,DYLAN",2
01:41,,,,,"TURNOVER  by LATIN,MALIK",,,"TURNOVER  by LATIN,MALIK",2
01:39,"STEAL  by MCSWAIN,JOSH",,,,,,,"STEAL  by MCSWAIN,JOSH",2
01:31,,,,,"FOUL  by LEWIS,DAVID",,,"FOUL  by LEWIS,DAVID",2
01:31,"GOOD FT by AUBERT,DUSTIN",61,,77 (+16),,MILLSAPS 61-77 (-16),,"GOOD FT by AUBERT,DUSTIN",2
01:31,"GOOD FT by AUBERT,DUSTIN",62,,77 (+15),,MILLSAPS 62-77 (-15),,"GOOD FT by AUBERT,DUSTIN",2
01:31,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
01:31,"SUB IN by MOORE,MYLES",,,,,,,"SUB IN by MOORE,MYLES",2
01:31,"SUB OUT by FREBIS,RONNIE",,,,,,,"SUB OUT by FREBIS,RONNIE",2
01:31,"SUB OUT by MCSWAIN,JOSH",,,,,,,"SUB OUT by MCSWAIN,JOSH",2
01:28,"FOUL  by AUBERT,DUSTIN",,,,,,,"FOUL  by AUBERT,DUSTIN",2
01:28,,,,,"MISS FT by LEWIS,DAVID",,,"MISS FT by LEWIS,DAVID",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:28,,62,,78 (+16),"GOOD FT by LEWIS,DAVID",ETBU 62-78 (-16),,"GOOD FT by LEWIS,DAVID",2
01:04,,,,,"FOUL  by LATIN,MALIK",,,"FOUL  by LATIN,MALIK",2
01:04,"MISS FT by MOORE,MYLES",,,,,,,"MISS FT by MOORE,MYLES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:04,"GOOD FT by MOORE,MYLES",63,,78 (+15),,MILLSAPS 63-78 (-15),,"GOOD FT by MOORE,MYLES",2
01:03,,,,,"TURNOVER  by DAY,TYLER",,,"TURNOVER  by DAY,TYLER",2
01:02,"STEAL  by AUBERT,DUSTIN",,,,,,,"STEAL  by AUBERT,DUSTIN",2
01:01,"GOOD 3PTR by AUBERT,DUSTIN",66,,78 (+12),,MILLSAPS 66-78 (-12),,"GOOD 3PTR by AUBERT,DUSTIN",2
--,"ASSIST  by PRATER,DALLAS",,,,,,,"ASSIST  by PRATER,DALLAS",2
00:58,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
00:58,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
00:57,"FOUL  by PRATER,DALLAS",,,,,,,"FOUL  by PRATER,DALLAS",2
00:57,,,,,"MISS FT by LEWIS,DAVID",,,"MISS FT by LEWIS,DAVID",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:57,,,,,"MISS FT by LEWIS,DAVID",,,"MISS FT by LEWIS,DAVID",2
--,"REBOUND DEF by MOORE,MYLES",,,,,,,"REBOUND DEF by MOORE,MYLES",2
00:57,,,,,"SUB IN by ATKINS,BRET",,,"SUB IN by ATKINS,BRET",2
00:57,,,,,"SUB OUT by LATIN,MALIK",,,"SUB OUT by LATIN,MALIK",2
00:48,"MISS 3PTR by MOORE,MYLES",,,,,,,"MISS 3PTR by MOORE,MYLES",2
00:48,,,,,"FOUL  by HORTON,ERIC",,,"FOUL  by HORTON,ERIC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
--,,,,,"ASSIST  by MCCLAHAN,KERRY",,,"ASSIST  by MCCLAHAN,KERRY",2
00:48,"GOOD FT by MOORE,MYLES",67,,78 (+11),,MILLSAPS 67-78 (-11),,"GOOD FT by MOORE,MYLES",2
00:48,"GOOD FT by MOORE,MYLES",68,,78 (+10),,MILLSAPS 68-78 (-10),,"GOOD FT by MOORE,MYLES",2
00:48,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
00:48,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
00:14,,,,,"MISS 3PTR by DAY,TYLER",,,"MISS 3PTR by DAY,TYLER",2
--,"REBOUND DEF by AUBERT,DUSTIN",,,,,,,"REBOUND DEF by AUBERT,DUSTIN",2
00:04,"TURNOVER  by MELMS,MATT",,,,,,,"TURNOVER  by MELMS,MATT",2
