Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
14:03,"GOOD JUMPER by BURNS,RYAN",41,,44 (+3),,CCM 41-44 (+3),,"GOOD JUMPER by BURNS,RYAN",2
13:59,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
13:59,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
13:59,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
13:59,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
13:59,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",2
13:59,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
13:59,"SUB OUT by COX,TJ",,,,,,,"SUB OUT by COX,TJ",2
13:59,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
13:56,,,,,"TURNOVER  by MCELVEEN,MAC",,,"TURNOVER  by MCELVEEN,MAC",2
13:55,"STEAL  by ENGBERS,BRYANT",,,,,,,"STEAL  by ENGBERS,BRYANT",2
13:33,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
13:14,"TURNOVER  by BURNS,RYAN",,,,,,,"TURNOVER  by BURNS,RYAN",2
12:53,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",2
--,"REBOUND DEF by PHELPS,BEN",,,,,,,"REBOUND DEF by PHELPS,BEN",2
12:39,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:33,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
12:08,,41,,46 (+5),"GOOD JUMPER by MCSWAIN,JOSH",MILLSAPS 41-46 (+5),,"GOOD JUMPER by MCSWAIN,JOSH",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
12:02,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",2
12:02,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
11:55,"MISS 3PTR by FRIERSON,NATE",,,,,,,"MISS 3PTR by FRIERSON,NATE",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
11:30,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND DEF by PHELPS,BEN",,,,,,,"REBOUND DEF by PHELPS,BEN",2
11:21,,,,,"FOUL  by MCSWAIN,JOSH",,,"FOUL  by MCSWAIN,JOSH",2
11:21,"GOOD FT by PHELPS,BEN",42,,46 (+4),,CCM 42-46 (+4),,"GOOD FT by PHELPS,BEN",2
11:21,"GOOD FT by PHELPS,BEN",43,,46 (+3),,CCM 43-46 (+3),,"GOOD FT by PHELPS,BEN",2
11:21,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",2
11:21,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
11:21,"SUB IN by COX,TJ",,,,,,,"SUB IN by COX,TJ",2
11:21,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
11:21,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
11:21,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
11:21,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
11:21,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
11:21,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
11:21,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
11:21,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
11:21,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
11:21,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
11:21,,,,,"SUB OUT by MCSWAIN,JOSH",,,"SUB OUT by MCSWAIN,JOSH",2
10:51,,,,,"MISS LAYUP by PRATER,DALLAS",,,"MISS LAYUP by PRATER,DALLAS",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
10:44,"GOOD 3PTR by COX,TJ(fastbreak)",46,,46,,CCM 46-46 (0),,"GOOD 3PTR by COX,TJ(fastbreak)",2
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",2
10:32,,,,,"SUB IN by DETILLIEU,RYAN",,,"SUB IN by DETILLIEU,RYAN",2
10:32,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
10:19,"FOUL  by PHELPS,BEN",,,,,,,"FOUL  by PHELPS,BEN",2
10:19,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
10:19,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
10:14,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
10:05,,,,,"MISS LAYUP by DETILLIEU,RYAN",,,"MISS LAYUP by DETILLIEU,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:48,,,,,"TURNOVER  by GAGEN,BRENNAN",,,"TURNOVER  by GAGEN,BRENNAN",2
09:48,,,,,"FOUL  by DETILLIEU,RYAN",,,"FOUL  by DETILLIEU,RYAN",2
09:26,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",2
--,"REBOUND OFF by SEARS,CONNOR",,,,,,,"REBOUND OFF by SEARS,CONNOR",2
09:22,"MISS LAYUP by SEARS,CONNOR",,,,,,,"MISS LAYUP by SEARS,CONNOR",2
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",2
09:18,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",48 (+2),,46,,CCM 48-46 (-2),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
09:12,,,,,"TURNOVER  by PRATER,DALLAS",,,"TURNOVER  by PRATER,DALLAS",2
09:12,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
09:12,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
09:12,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
09:12,,,,,"SUB OUT by DETILLIEU,RYAN",,,"SUB OUT by DETILLIEU,RYAN",2
08:58,"MISS JUMPER by BOYD,CHRIS",,,,,,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
08:46,,48,,49 (+1),"GOOD 3PTR by MCELVEEN,MAC",MILLSAPS 48-49 (+1),,"GOOD 3PTR by MCELVEEN,MAC",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
08:34,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
08:18,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
08:17,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",2
08:14,,48,,51 (+3),"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",MILLSAPS 48-51 (+3),,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",2
07:53,"GOOD 3PTR by COX,TJ",51,,51,,CCM 51-51 (0),,"GOOD 3PTR by COX,TJ",2
--,"ASSIST  by ARIMA,Z",,,,,,,"ASSIST  by ARIMA,Z",2
07:49,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
07:38,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",2
07:38,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND OFF by GAGEN,BRENNAN",,,"REBOUND OFF by GAGEN,BRENNAN",2
07:38,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
07:38,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
07:21,,51,,53 (+2),"GOOD JUMPER by MCELVEEN,MAC",MILLSAPS 51-53 (+2),,"GOOD JUMPER by MCELVEEN,MAC",2
06:51,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",2
06:51,"TURNOVER  by BOYD,CHRIS",,,,,,,"TURNOVER  by BOYD,CHRIS",2
06:51,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
06:51,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
06:51,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",2
06:51,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
06:41,,,,,"MISS JUMPER by MOORE,MYLES",,,"MISS JUMPER by MOORE,MYLES",2
--,"REBOUND DEF by ENGBERS,BRYANT",,,,,,,"REBOUND DEF by ENGBERS,BRYANT",2
06:31,"MISS 3PTR by ARIMA,Z",,,,,,,"MISS 3PTR by ARIMA,Z",2
--,"REBOUND OFF by BOYD,CHRIS",,,,,,,"REBOUND OFF by BOYD,CHRIS",2
06:23,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
06:23,"GOOD FT by ARIMA,Z",52,,53 (+1),,CCM 52-53 (+1),,"GOOD FT by ARIMA,Z",2
06:23,"GOOD FT by ARIMA,Z",53,,53,,CCM 53-53 (0),,"GOOD FT by ARIMA,Z",2
06:23,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",2
06:23,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
06:23,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
06:23,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
06:07,"FOUL  by MCGRIFF,COLTON",,,,,,,"FOUL  by MCGRIFF,COLTON",2
06:07,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:07,,53,,54 (+1),"GOOD FT by MCELVEEN,MAC",MILLSAPS 53-54 (+1),,"GOOD FT by MCELVEEN,MAC",2
06:07,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
06:07,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
05:52,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,"REBOUND OFF by ENGBERS,BRYANT",,,,,,,"REBOUND OFF by ENGBERS,BRYANT",2
05:40,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",55 (+1),,54,,CCM 55-54 (-1),,"GOOD LAYUP by ENGBERS,BRYANT(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
05:40,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
05:40,"MISS FT by ENGBERS,BRYANT",,,,,,,"MISS FT by ENGBERS,BRYANT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:37,"FOUL  by BURNS,RYAN",,,,,,,"FOUL  by BURNS,RYAN",2
05:37,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,"REBOUND DEF by BURNS,RYAN",,,,,,,"REBOUND DEF by BURNS,RYAN",2
05:33,"MISS 3PTR by ENGBERS,BRYANT",,,,,,,"MISS 3PTR by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",2
05:10,,55,,56 (+1),"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 55-56 (+1),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
05:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:49,"GOOD LAYUP by SEARS,CONNOR(in the paint)",57 (+1),,56,,CCM 57-56 (-1),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",2
--,"ASSIST  by MCGRIFF,COLTON",,,,,,,"ASSIST  by MCGRIFF,COLTON",2
04:41,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",2
04:41,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
04:41,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
04:41,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
04:41,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",2
04:41,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
04:30,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",2
04:30,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
04:10,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
04:10,"GOOD FT by BOYD,CHRIS",58 (+2),,56,,CCM 58-56 (-2),,"GOOD FT by BOYD,CHRIS",2
04:10,"GOOD FT by BOYD,CHRIS",59 (+3),,56,,CCM 59-56 (-3),,"GOOD FT by BOYD,CHRIS",2
04:10,,,,,"SUB IN by PRATER,DALLAS",,,"SUB IN by PRATER,DALLAS",2
04:10,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
04:03,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
04:00,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
03:35,"MISS FT by COX,TJ",,,,,,,"MISS FT by COX,TJ",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
03:32,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,,,,,"REBOUND OFF by AUBERT,DUSTIN",,,"REBOUND OFF by AUBERT,DUSTIN",2
03:28,,,,,"MISS LAYUP by AUBERT,DUSTIN",,,"MISS LAYUP by AUBERT,DUSTIN",2
03:28,"BLOCK  by BOYD,CHRIS",,,,,,,"BLOCK  by BOYD,CHRIS",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
03:22,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
03:15,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",2
03:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:51,,59 (+1),,58,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 59-58 (-1),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
02:28,"GOOD LAYUP by SEARS,CONNOR(in the paint)",61 (+3),,58,,CCM 61-58 (-3),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
02:10,,61 (+1),,60,"GOOD JUMPER by MCELVEEN,MAC",MILLSAPS 61-60 (-1),,"GOOD JUMPER by MCELVEEN,MAC",2
01:50,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:33,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
01:31,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",2
01:29,,61,,62 (+1),"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",MILLSAPS 61-62 (+1),,"GOOD LAYUP by AUBERT,DUSTIN(fastbreak)(in the paint)",2
01:06,"MISS 3PTR by COX,TJ",,,,,,,"MISS 3PTR by COX,TJ",2
--,"REBOUND OFF by ARIMA,Z",,,,,,,"REBOUND OFF by ARIMA,Z",2
00:58,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
00:58,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
00:58,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
00:58,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
00:48,"TURNOVER  by ENGBERS,BRYANT",,,,,,,"TURNOVER  by ENGBERS,BRYANT",2
00:48,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
00:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:48,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
00:48,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",2
00:48,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
00:48,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",2
00:48,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
00:48,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",2
00:27,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",2
00:25,,61,,63 (+2),"GOOD FT by MCELVEEN,MAC",MILLSAPS 61-63 (+2),,"GOOD FT by MCELVEEN,MAC",2
00:25,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
00:25,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",2
00:25,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",2
00:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:03,"GOOD LAYUP by BOYD,CHRIS(in the paint)",63,,63,,CCM 63-63 (0),,"GOOD LAYUP by BOYD,CHRIS(in the paint)",2
--,"ASSIST  by COX,TJ",,,,,,,"ASSIST  by COX,TJ",2
00:00,,,,,"MISS 3PTR by AUBERT,DUSTIN",,,"MISS 3PTR by AUBERT,DUSTIN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:00,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",3
05:00,,,,,"SUB OUT by PRATER,DALLAS",,,"SUB OUT by PRATER,DALLAS",3
04:42,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",65 (+2),,63,,CCM 65-63 (-2),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",3
--,"ASSIST  by ARIMA,Z",,,,,,,"ASSIST  by ARIMA,Z",3
04:23,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
04:20,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",3
04:20,,65 (+1),,64,"GOOD FT by GERCHOW,ALEX",MILLSAPS 65-64 (-1),,"GOOD FT by GERCHOW,ALEX",3
04:20,,,,,"MISS FT by GERCHOW,ALEX",,,"MISS FT by GERCHOW,ALEX",3
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",3
04:14,"MISS LAYUP by ARIMA,Z",,,,,,,"MISS LAYUP by ARIMA,Z",3
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",3
04:14,"FOUL  by BOYD,CHRIS",,,,,,,"FOUL  by BOYD,CHRIS",3
04:14,,65,,65,"GOOD FT by MCELVEEN,MAC",MILLSAPS 65-65 (0),,"GOOD FT by MCELVEEN,MAC",3
04:14,,,,,"MISS FT by MCELVEEN,MAC",,,"MISS FT by MCELVEEN,MAC",3
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",3
04:14,,,,,"SUB IN by MCSWAIN,JOSH",,,"SUB IN by MCSWAIN,JOSH",3
04:14,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",3
04:02,"GOOD LAYUP by SEARS,CONNOR(in the paint)",67 (+2),,65,,CCM 67-65 (-2),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",3
--,"ASSIST  by BOYD,CHRIS",,,,,,,"ASSIST  by BOYD,CHRIS",3
03:47,,,,,"MISS JUMPER by MCSWAIN,JOSH",,,"MISS JUMPER by MCSWAIN,JOSH",3
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",3
03:27,"MISS 3PTR by MCGRIFF,COLTON",,,,,,,"MISS 3PTR by MCGRIFF,COLTON",3
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",3
03:09,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",3
03:09,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",3
03:09,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",3
02:48,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",3
02:48,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",3
02:48,"SUB IN by ARIMA,Z",,,,,,,"SUB IN by ARIMA,Z",3
02:48,"SUB OUT by PHELPS,BEN",,,,,,,"SUB OUT by PHELPS,BEN",3
02:35,,,,,"TURNOVER  by MCELVEEN,MAC",,,"TURNOVER  by MCELVEEN,MAC",3
02:33,"STEAL  by COX,TJ",,,,,,,"STEAL  by COX,TJ",3
02:32,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",3
02:23,"FOUL  by ARIMA,Z",,,,,,,"FOUL  by ARIMA,Z",3
02:23,,67 (+1),,66,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 67-66 (-1),,"GOOD FT by AUBERT,DUSTIN",3
02:23,,67,,67,"GOOD FT by AUBERT,DUSTIN",MILLSAPS 67-67 (0),,"GOOD FT by AUBERT,DUSTIN",3
02:00,"MISS JUMPER by MCGRIFF,COLTON",,,,,,,"MISS JUMPER by MCGRIFF,COLTON",3
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",3
01:45,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",3
--,,,,,"REBOUND OFF by MCSWAIN,JOSH",,,"REBOUND OFF by MCSWAIN,JOSH",3
01:41,,67,,69 (+2),"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",MILLSAPS 67-69 (+2),,"GOOD LAYUP by MCSWAIN,JOSH(in the paint)",3
01:26,"TURNOVER  by COX,TJ",,,,,,,"TURNOVER  by COX,TJ",3
01:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:07,,,,,"TURNOVER  by MCSWAIN,JOSH",,,"TURNOVER  by MCSWAIN,JOSH",3
01:06,"STEAL  by MCGRIFF,COLTON",,,,,,,"STEAL  by MCGRIFF,COLTON",3
01:02,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",3
00:50,,67,,71 (+4),"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 67-71 (+4),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",3
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",3
00:35,"TURNOVER  by ARIMA,Z",,,,,,,"TURNOVER  by ARIMA,Z",3
00:33,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",3
00:26,,,,,"TURNOVER  by MCELVEEN,MAC",,,"TURNOVER  by MCELVEEN,MAC",3
00:25,"STEAL  by ARIMA,Z",,,,,,,"STEAL  by ARIMA,Z",3
00:20,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",3
00:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:20,"SUB IN by BURNS,RYAN",,,,,,,"SUB IN by BURNS,RYAN",3
00:20,"SUB IN by PORTLOCK,WILL",,,,,,,"SUB IN by PORTLOCK,WILL",3
00:20,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",3
00:20,"SUB OUT by SEARS,CONNOR",,,,,,,"SUB OUT by SEARS,CONNOR",3
00:20,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",3
00:20,"SUB OUT by ARIMA,Z",,,,,,,"SUB OUT by ARIMA,Z",3
00:19,"FOUL  by BURNS,RYAN",,,,,,,"FOUL  by BURNS,RYAN",3
00:19,,67,,72 (+5),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 67-72 (+5),,"GOOD FT by AUBERT,DUSTIN",3
00:19,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",3
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",3
00:19,"SUB IN by SEARS,CONNOR",,,,,,,"SUB IN by SEARS,CONNOR",3
00:19,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",3
00:19,"SUB IN by PHELPS,BEN",,,,,,,"SUB IN by PHELPS,BEN",3
00:19,"SUB OUT by BURNS,RYAN",,,,,,,"SUB OUT by BURNS,RYAN",3
00:19,"SUB OUT by PORTLOCK,WILL",,,,,,,"SUB OUT by PORTLOCK,WILL",3
00:19,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",3
00:14,"MISS LAYUP by COX,TJ",,,,,,,"MISS LAYUP by COX,TJ",3
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",3
00:12,"FOUL  by COX,TJ",,,,,,,"FOUL  by COX,TJ",3
00:12,,67,,73 (+6),"GOOD FT by MCELVEEN,MAC",MILLSAPS 67-73 (+6),,"GOOD FT by MCELVEEN,MAC",3
