Time Remaining,OZARKS,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
17:09,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by WHITE,BLAISE",,,"REBOUND OFF by WHITE,BLAISE",2
17:06,,40,,43 (+3),"GOOD 3PTR by KEGARISE,KEVIN",BSC 40-43 (+3),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
16:47,,,,,"FOUL  by KEGARISE,KEVIN",,,"FOUL  by KEGARISE,KEVIN",2
16:44,"GOOD JUMPER by DODD,RONNIE",42,,43 (+1),,OZARKS 42-43 (+1),,"GOOD JUMPER by DODD,RONNIE",2
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",2
16:34,,42,,46 (+4),"GOOD 3PTR by THOMAS,LARRY",BSC 42-46 (+4),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
16:22,"MISS 3PTR by BOXELL,ISAIAH",,,,,,,"MISS 3PTR by BOXELL,ISAIAH",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
16:14,,42,,48 (+6),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 42-48 (+6),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
15:53,"MISS JUMPER by BOBB,MARCUS",,,,,,,"MISS JUMPER by BOBB,MARCUS",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
15:46,"FOUL  by DODD,RONNIE",,,,,,,"FOUL  by DODD,RONNIE",2
15:46,,42,,49 (+7),"GOOD FT by RICHARDS,ZAC",BSC 42-49 (+7),,"GOOD FT by RICHARDS,ZAC",2
15:46,,42,,50 (+8),"GOOD FT by RICHARDS,ZAC",BSC 42-50 (+8),,"GOOD FT by RICHARDS,ZAC",2
15:46,"SUB IN by MARTIN,JOHN",,,,,,,"SUB IN by MARTIN,JOHN",2
15:46,"SUB IN by MCCRARY,KRISTOPHER",,,,,,,"SUB IN by MCCRARY,KRISTOPHER",2
15:46,"SUB IN by LUSK,VASHUN",,,,,,,"SUB IN by LUSK,VASHUN",2
15:46,"SUB IN by VICTOR,JERMERY",,,,,,,"SUB IN by VICTOR,JERMERY",2
15:46,"SUB IN by PLEASANT,DEON",,,,,,,"SUB IN by PLEASANT,DEON",2
15:46,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",2
15:46,"SUB OUT by CLARK,JOSHUA",,,,,,,"SUB OUT by CLARK,JOSHUA",2
15:46,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",2
15:46,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",2
15:46,"SUB OUT by CUMMINGS,ANDREW",,,,,,,"SUB OUT by CUMMINGS,ANDREW",2
15:46,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
15:46,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
15:33,"MISS JUMPER by MCCRARY,KRISTOPHER",,,,,,,"MISS JUMPER by MCCRARY,KRISTOPHER",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
15:30,"FOUL  by MCCRARY,KRISTOPHER",,,,,,,"FOUL  by MCCRARY,KRISTOPHER",2
15:19,"FOUL  by MARTIN,JOHN",,,,,,,"FOUL  by MARTIN,JOHN",2
15:03,,42,,52 (+10),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 42-52 (+10),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by FREEMAN,SCHYLAR",,,"ASSIST  by FREEMAN,SCHYLAR",2
14:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:47,"MISS JUMPER by VICTOR,JERMERY",,,,,,,"MISS JUMPER by VICTOR,JERMERY",2
--,"REBOUND OFF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND OFF by MCCRARY,KRISTOPHER",2
14:44,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",44,,52 (+8),,OZARKS 44-52 (+8),,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",2
14:22,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
--,"REBOUND DEF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND DEF by MCCRARY,KRISTOPHER",2
14:06,"GOOD JUMPER by MARTIN,JOHN",46,,52 (+6),,OZARKS 46-52 (+6),,"GOOD JUMPER by MARTIN,JOHN",2
13:53,,,,,"MISS 3PTR by RICHARDS,ZAC",,,"MISS 3PTR by RICHARDS,ZAC",2
--,"REBOUND DEF by PLEASANT,DEON",,,,,,,"REBOUND DEF by PLEASANT,DEON",2
13:39,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
13:39,"MISS FT by LUSK,VASHUN",,,,,,,"MISS FT by LUSK,VASHUN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:39,"GOOD FT by LUSK,VASHUN",47,,52 (+5),,OZARKS 47-52 (+5),,"GOOD FT by LUSK,VASHUN",2
13:39,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",2
13:39,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
13:39,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
13:39,,,,,SUB IN by 0,,,SUB IN by 0,2
13:39,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
13:39,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:39,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
13:39,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
13:31,"FOUL  by PLEASANT,DEON",,,,,,,"FOUL  by PLEASANT,DEON",2
13:31,,,,,"MISS 3PTR by OLAFSSON,ODDUR",,,"MISS 3PTR by OLAFSSON,ODDUR",2
--,"REBOUND DEF by LUSK,VASHUN",,,,,,,"REBOUND DEF by LUSK,VASHUN",2
13:20,"MISS JUMPER by MCCRARY,KRISTOPHER",,,,,,,"MISS JUMPER by MCCRARY,KRISTOPHER",2
--,"REBOUND OFF by PLEASANT,DEON",,,,,,,"REBOUND OFF by PLEASANT,DEON",2
13:11,"MISS JUMPER by MARTIN,JOHN",,,,,,,"MISS JUMPER by MARTIN,JOHN",2
--,,,,,"REBOUND DEF by OLAFSSON,ODDUR",,,"REBOUND DEF by OLAFSSON,ODDUR",2
13:06,,,,,"TURNOVER  by OLAFSSON,ODDUR",,,"TURNOVER  by OLAFSSON,ODDUR",2
13:06,"STEAL  by VICTOR,JERMERY",,,,,,,"STEAL  by VICTOR,JERMERY",2
12:33,,,,,"FOUL  by OLAFSSON,ODDUR",,,"FOUL  by OLAFSSON,ODDUR",2
12:33,"GOOD FT by PLEASANT,DEON",48,,52 (+4),,OZARKS 48-52 (+4),,"GOOD FT by PLEASANT,DEON",2
12:33,"GOOD FT by PLEASANT,DEON",49,,52 (+3),,OZARKS 49-52 (+3),,"GOOD FT by PLEASANT,DEON",2
12:13,,,,,"MISS JUMPER by GALFSKY,ANDER",,,"MISS JUMPER by GALFSKY,ANDER",2
--,,,,,"REBOUND OFF by WARRICK,JOHN",,,"REBOUND OFF by WARRICK,JOHN",2
12:08,,49,,54 (+5),"GOOD LAYUP by WARRICK,JOHN(in the paint)",BSC 49-54 (+5),,"GOOD LAYUP by WARRICK,JOHN(in the paint)",2
11:53,"MISS JUMPER by LUSK,VASHUN",,,,,,,"MISS JUMPER by LUSK,VASHUN",2
--,,,,,"REBOUND DEF by OLAFSSON,ODDUR",,,"REBOUND DEF by OLAFSSON,ODDUR",2
11:38,,,,,"MISS 3PTR by GALFSKY,ANDER",,,"MISS 3PTR by GALFSKY,ANDER",2
--,,,,,"REBOUND OFF by GALFSKY,ANDER",,,"REBOUND OFF by GALFSKY,ANDER",2
11:34,,,,,"MISS LAYUP by GALFSKY,ANDER",,,"MISS LAYUP by GALFSKY,ANDER",2
--,"REBOUND DEF by LUSK,VASHUN",,,,,,,"REBOUND DEF by LUSK,VASHUN",2
11:29,,,,,"FOUL  by OLAFSSON,ODDUR",,,"FOUL  by OLAFSSON,ODDUR",2
11:29,"GOOD FT by PLEASANT,DEON",50,,54 (+4),,OZARKS 50-54 (+4),,"GOOD FT by PLEASANT,DEON",2
11:29,"GOOD FT by PLEASANT,DEON",51,,54 (+3),,OZARKS 51-54 (+3),,"GOOD FT by PLEASANT,DEON",2
11:29,"SUB IN by BALLARD,DYLAN",,,,,,,"SUB IN by BALLARD,DYLAN",2
11:29,"SUB OUT by MARTIN,JOHN",,,,,,,"SUB OUT by MARTIN,JOHN",2
11:09,,,,,"FOUL  by MARSCHNER,BRENDAN",,,"FOUL  by MARSCHNER,BRENDAN",2
11:09,,,,,"TURNOVER  by MARSCHNER,BRENDAN",,,"TURNOVER  by MARSCHNER,BRENDAN",2
11:09,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:09,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
11:09,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
11:09,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
11:09,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
11:09,,,,,"SUB OUT by WARRICK,JOHN",,,"SUB OUT by WARRICK,JOHN",2
11:09,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
11:09,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
11:09,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
11:09,,,,,SUB OUT by 0,,,SUB OUT by 0,2
10:57,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",53,,54 (+1),,OZARKS 53-54 (+1),,"GOOD LAYUP by MCCRARY,KRISTOPHER(in the paint)",2
10:39,,53,,57 (+4),"GOOD 3PTR by THOMAS,LARRY",BSC 53-57 (+4),,"GOOD 3PTR by THOMAS,LARRY",2
10:24,"GOOD JUMPER by BALLARD,DYLAN",55,,57 (+2),,OZARKS 55-57 (+2),,"GOOD JUMPER by BALLARD,DYLAN",2
10:17,"FOUL  by VICTOR,JERMERY",,,,,,,"FOUL  by VICTOR,JERMERY",2
10:17,,55,,58 (+3),"GOOD FT by RICHARDS,ZAC",BSC 55-58 (+3),,"GOOD FT by RICHARDS,ZAC",2
10:17,,55,,59 (+4),"GOOD FT by RICHARDS,ZAC",BSC 55-59 (+4),,"GOOD FT by RICHARDS,ZAC",2
10:06,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
10:06,"GOOD FT by BALLARD,DYLAN",56,,59 (+3),,OZARKS 56-59 (+3),,"GOOD FT by BALLARD,DYLAN",2
10:06,"GOOD FT by BALLARD,DYLAN",57,,59 (+2),,OZARKS 57-59 (+2),,"GOOD FT by BALLARD,DYLAN",2
09:49,,57,,61 (+4),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 57-61 (+4),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
09:31,"MISS 3PTR by MCCRARY,KRISTOPHER",,,,,,,"MISS 3PTR by MCCRARY,KRISTOPHER",2
--,"REBOUND OFF by LUSK,VASHUN",,,,,,,"REBOUND OFF by LUSK,VASHUN",2
09:25,"MISS LAYUP by LUSK,VASHUN",,,,,,,"MISS LAYUP by LUSK,VASHUN",2
--,"REBOUND OFF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND OFF by MCCRARY,KRISTOPHER",2
09:24,"MISS LAYUP by MCCRARY,KRISTOPHER",,,,,,,"MISS LAYUP by MCCRARY,KRISTOPHER",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
09:24,"FOUL  by MCCRARY,KRISTOPHER",,,,,,,"FOUL  by MCCRARY,KRISTOPHER",2
09:24,,57,,62 (+5),"GOOD FT by HENRY,COLIN",BSC 57-62 (+5),,"GOOD FT by HENRY,COLIN",2
09:24,,57,,63 (+6),"GOOD FT by HENRY,COLIN",BSC 57-63 (+6),,"GOOD FT by HENRY,COLIN",2
09:24,"SUB IN by BOBB,MARCUS",,,,,,,"SUB IN by BOBB,MARCUS",2
09:24,"SUB IN by CLARK,JOSHUA",,,,,,,"SUB IN by CLARK,JOSHUA",2
09:24,"SUB IN by DODD,RONNIE",,,,,,,"SUB IN by DODD,RONNIE",2
09:24,"SUB IN by BOXELL,ISAIAH",,,,,,,"SUB IN by BOXELL,ISAIAH",2
09:24,"SUB IN by CUMMINGS,ANDREW",,,,,,,"SUB IN by CUMMINGS,ANDREW",2
09:24,"SUB OUT by MCCRARY,KRISTOPHER",,,,,,,"SUB OUT by MCCRARY,KRISTOPHER",2
09:24,"SUB OUT by BALLARD,DYLAN",,,,,,,"SUB OUT by BALLARD,DYLAN",2
09:24,"SUB OUT by LUSK,VASHUN",,,,,,,"SUB OUT by LUSK,VASHUN",2
09:24,"SUB OUT by VICTOR,JERMERY",,,,,,,"SUB OUT by VICTOR,JERMERY",2
09:24,"SUB OUT by PLEASANT,DEON",,,,,,,"SUB OUT by PLEASANT,DEON",2
09:04,"MISS JUMPER by DODD,RONNIE",,,,,,,"MISS JUMPER by DODD,RONNIE",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
09:00,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
09:00,"TURNOVER  by BOXELL,ISAIAH",,,,,,,"TURNOVER  by BOXELL,ISAIAH",2
09:00,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
08:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:46,,57,,65 (+8),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 57-65 (+8),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
08:34,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
08:34,"GOOD FT by CLARK,JOSHUA",58,,65 (+7),,OZARKS 58-65 (+7),,"GOOD FT by CLARK,JOSHUA",2
08:34,"GOOD FT by CLARK,JOSHUA",59,,65 (+6),,OZARKS 59-65 (+6),,"GOOD FT by CLARK,JOSHUA",2
08:19,"FOUL  by CUMMINGS,ANDREW",,,,,,,"FOUL  by CUMMINGS,ANDREW",2
08:19,,59,,66 (+7),"GOOD FT by KEGARISE,KEVIN",BSC 59-66 (+7),,"GOOD FT by KEGARISE,KEVIN",2
08:19,,59,,67 (+8),"GOOD FT by KEGARISE,KEVIN",BSC 59-67 (+8),,"GOOD FT by KEGARISE,KEVIN",2
08:19,,,,,"SUB IN by WARRICK,JOHN",,,"SUB IN by WARRICK,JOHN",2
08:19,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
08:19,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
08:19,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
08:19,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:19,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
08:08,,,,,"FOUL  by WARRICK,JOHN",,,"FOUL  by WARRICK,JOHN",2
08:08,"GOOD FT by CLARK,JOSHUA",60,,67 (+7),,OZARKS 60-67 (+7),,"GOOD FT by CLARK,JOSHUA",2
08:08,"GOOD FT by CLARK,JOSHUA",61,,67 (+6),,OZARKS 61-67 (+6),,"GOOD FT by CLARK,JOSHUA",2
08:05,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by MARSCHNER,BRENDAN",,,"REBOUND OFF by MARSCHNER,BRENDAN",2
07:50,,61,,70 (+9),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 61-70 (+9),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
07:26,"TURNOVER  by CUMMINGS,ANDREW",,,,,,,"TURNOVER  by CUMMINGS,ANDREW",2
07:25,,,,,"STEAL  by MARSCHNER,BRENDAN",,,"STEAL  by MARSCHNER,BRENDAN",2
07:19,,61,,72 (+11),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 61-72 (+11),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
06:51,"MISS 3PTR by DODD,RONNIE",,,,,,,"MISS 3PTR by DODD,RONNIE",2
--,,,,,"REBOUND DEF by KEGARISE,KEVIN",,,"REBOUND DEF by KEGARISE,KEVIN",2
06:27,,,,,"MISS LAYUP by MARSCHNER,BRENDAN",,,"MISS LAYUP by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by BOBB,MARCUS",,,,,,,"REBOUND DEF by BOBB,MARCUS",2
06:13,"MISS JUMPER by BOBB,MARCUS",,,,,,,"MISS JUMPER by BOBB,MARCUS",2
06:13,,,,,"BLOCK  by FREEMAN,SCHYLAR",,,"BLOCK  by FREEMAN,SCHYLAR",2
--,"REBOUND OFF by DODD,RONNIE",,,,,,,"REBOUND OFF by DODD,RONNIE",2
06:06,"GOOD LAYUP by DODD,RONNIE(in the paint)",63,,72 (+9),,OZARKS 63-72 (+9),,"GOOD LAYUP by DODD,RONNIE(in the paint)",2
06:03,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:03,"SUB IN by LUSK,VASHUN",,,,,,,"SUB IN by LUSK,VASHUN",2
06:03,"SUB OUT by DODD,RONNIE",,,,,,,"SUB OUT by DODD,RONNIE",2
06:03,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
06:03,,,,,SUB IN by 0,,,SUB IN by 0,2
06:03,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
06:03,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
05:39,,63,,75 (+12),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 63-75 (+12),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"ASSIST  by OLAFSSON,ODDUR",,,"ASSIST  by OLAFSSON,ODDUR",2
05:19,"GOOD LAYUP by BOBB,MARCUS(in the paint)",65,,75 (+10),,OZARKS 65-75 (+10),,"GOOD LAYUP by BOBB,MARCUS(in the paint)",2
--,"ASSIST  by CUMMINGS,ANDREW",,,,,,,"ASSIST  by CUMMINGS,ANDREW",2
05:07,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by BOXELL,ISAIAH",,,,,,,"REBOUND DEF by BOXELL,ISAIAH",2
04:53,"GOOD LAYUP by LUSK,VASHUN(in the paint)",67,,75 (+8),,OZARKS 67-75 (+8),,"GOOD LAYUP by LUSK,VASHUN(in the paint)",2
--,"ASSIST  by BOXELL,ISAIAH",,,,,,,"ASSIST  by BOXELL,ISAIAH",2
04:46,,67,,77 (+10),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 67-77 (+10),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by OLAFSSON,ODDUR",,,"ASSIST  by OLAFSSON,ODDUR",2
04:28,"SUB IN by MCCRARY,KRISTOPHER",,,,,,,"SUB IN by MCCRARY,KRISTOPHER",2
04:28,"SUB IN by VICTOR,JERMERY",,,,,,,"SUB IN by VICTOR,JERMERY",2
04:28,"SUB OUT by BOBB,MARCUS",,,,,,,"SUB OUT by BOBB,MARCUS",2
04:28,"SUB OUT by CLARK,JOSHUA",,,,,,,"SUB OUT by CLARK,JOSHUA",2
04:28,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
04:28,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
04:28,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
04:28,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
04:28,,,,,"SUB OUT by WARRICK,JOHN",,,"SUB OUT by WARRICK,JOHN",2
04:28,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
04:28,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
04:28,,,,,SUB OUT by 0,,,SUB OUT by 0,2
04:15,"GOOD JUMPER by MCCRARY,KRISTOPHER(in the paint)",69,,77 (+8),,OZARKS 69-77 (+8),,"GOOD JUMPER by MCCRARY,KRISTOPHER(in the paint)",2
--,"ASSIST  by LUSK,VASHUN",,,,,,,"ASSIST  by LUSK,VASHUN",2
04:04,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
04:03,"STEAL  by CUMMINGS,ANDREW",,,,,,,"STEAL  by CUMMINGS,ANDREW",2
04:00,"MISS LAYUP by CUMMINGS,ANDREW",,,,,,,"MISS LAYUP by CUMMINGS,ANDREW",2
04:00,,,,,"BLOCK  by THOMAS,LARRY",,,"BLOCK  by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
03:48,,,,,"MISS LAYUP by KEGARISE,KEVIN",,,"MISS LAYUP by KEGARISE,KEVIN",2
03:48,"BLOCK  by MCCRARY,KRISTOPHER",,,,,,,"BLOCK  by MCCRARY,KRISTOPHER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:38,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
03:34,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by RICHARDS,ZAC",,,"REBOUND OFF by RICHARDS,ZAC",2
03:27,,69,,79 (+10),"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",BSC 69-79 (+10),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
03:21,"MISS LAYUP by CUMMINGS,ANDREW",,,,,,,"MISS LAYUP by CUMMINGS,ANDREW",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
03:09,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
03:07,"STEAL  by BOXELL,ISAIAH",,,,,,,"STEAL  by BOXELL,ISAIAH",2
03:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:57,"GOOD LAYUP by CUMMINGS,ANDREW(in the paint)",71,,79 (+8),,OZARKS 71-79 (+8),,"GOOD LAYUP by CUMMINGS,ANDREW(in the paint)",2
02:36,,71,,81 (+10),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 71-81 (+10),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
02:21,"SUB IN by PLEASANT,DEON",,,,,,,"SUB IN by PLEASANT,DEON",2
02:21,"SUB OUT by BOXELL,ISAIAH",,,,,,,"SUB OUT by BOXELL,ISAIAH",2
02:10,"GOOD JUMPER by VICTOR,JERMERY",73,,81 (+8),,OZARKS 73-81 (+8),,"GOOD JUMPER by VICTOR,JERMERY",2
01:59,"FOUL  by PLEASANT,DEON",,,,,,,"FOUL  by PLEASANT,DEON",2
01:59,,73,,82 (+9),"GOOD FT by WHITE,BLAISE",BSC 73-82 (+9),,"GOOD FT by WHITE,BLAISE",2
01:59,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,"REBOUND DEF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND DEF by MCCRARY,KRISTOPHER",2
01:51,"MISS JUMPER by VICTOR,JERMERY",,,,,,,"MISS JUMPER by VICTOR,JERMERY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
01:23,,,,,"MISS JUMPER by KEGARISE,KEVIN",,,"MISS JUMPER by KEGARISE,KEVIN",2
--,"REBOUND DEF by MCCRARY,KRISTOPHER",,,,,,,"REBOUND DEF by MCCRARY,KRISTOPHER",2
01:14,"TURNOVER  by LUSK,VASHUN",,,,,,,"TURNOVER  by LUSK,VASHUN",2
01:13,,,,,"STEAL  by RICHARDS,ZAC",,,"STEAL  by RICHARDS,ZAC",2
00:54,"SUB IN by MARTIN,JOHN",,,,,,,"SUB IN by MARTIN,JOHN",2
00:54,"SUB IN by BALLARD,DYLAN",,,,,,,"SUB IN by BALLARD,DYLAN",2
00:54,"SUB OUT by MCCRARY,KRISTOPHER",,,,,,,"SUB OUT by MCCRARY,KRISTOPHER",2
00:54,"SUB OUT by LUSK,VASHUN",,,,,,,"SUB OUT by LUSK,VASHUN",2
00:45,"FOUL  by PLEASANT,DEON",,,,,,,"FOUL  by PLEASANT,DEON",2
00:45,,73,,83 (+10),"GOOD FT by KEGARISE,KEVIN",BSC 73-83 (+10),,"GOOD FT by KEGARISE,KEVIN",2
00:45,,73,,84 (+11),"GOOD FT by KEGARISE,KEVIN",BSC 73-84 (+11),,"GOOD FT by KEGARISE,KEVIN",2
00:38,"MISS JUMPER by VICTOR,JERMERY",,,,,,,"MISS JUMPER by VICTOR,JERMERY",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:33,"MISS 3PTR by CUMMINGS,ANDREW",,,,,,,"MISS 3PTR by CUMMINGS,ANDREW",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
00:26,"FOUL  by CUMMINGS,ANDREW",,,,,,,"FOUL  by CUMMINGS,ANDREW",2
00:26,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:26,,,,,"MISS FT by WHITE,BLAISE",,,"MISS FT by WHITE,BLAISE",2
