Time Remaining,CCM,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:20,,,,,"STEAL  by KEGARISE,KEVIN",,,"STEAL  by KEGARISE,KEVIN",1
01:17,,19,,29 (+10),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 19-29 (+10),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by SCHAMP,GRIFFIN",,,"ASSIST  by SCHAMP,GRIFFIN",1
00:58,"GOOD LAYUP by SEARS,CALLUM(in the paint)",21,,29 (+8),,CCM 21-29 (+8),,"GOOD LAYUP by SEARS,CALLUM(in the paint)",1
00:51,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",1
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",1
00:46,"MISS 3PTR by SEARS,CALLUM",,,,,,,"MISS 3PTR by SEARS,CALLUM",1
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",1
00:15,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
00:15,"SUB IN by DANEK,JOEY",,,,,,,"SUB IN by DANEK,JOEY",1
00:15,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",1
00:15,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",1
00:15,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",1
00:15,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",1
00:15,"SUB OUT by CHANEY,DAMIEN",,,,,,,"SUB OUT by CHANEY,DAMIEN",1
00:15,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",1
00:15,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",1
00:15,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
00:15,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
00:15,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
00:15,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",1
00:14,"TURNOVER  by FRIERSON,NATE",,,,,,,"TURNOVER  by FRIERSON,NATE",1
00:13,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
00:09,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",1
00:09,,21,,30 (+9),"GOOD FT by RICHARDS,ZAC",BSC 21-30 (+9),,"GOOD FT by RICHARDS,ZAC",1
00:09,,21,,31 (+10),"GOOD FT by RICHARDS,ZAC",BSC 21-31 (+10),,"GOOD FT by RICHARDS,ZAC",1
00:09,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
00:09,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",1
00:07,"TURNOVER  by DANEK,JOEY",,,,,,,"TURNOVER  by DANEK,JOEY",1
00:07,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",1
00:07,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",1
00:07,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",1
00:07,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",1
00:07,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",1
00:07,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",1
00:07,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
00:07,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
00:00,,21,,33 (+12),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 21-33 (+12),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",1
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",1
19:54,"TURNOVER  by BOWMAN,SAM",,,,,,,"TURNOVER  by BOWMAN,SAM",2
19:53,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
19:40,,21,,35 (+14),"GOOD LAYUP by WHITE,BLAISE(in the paint)",BSC 21-35 (+14),,"GOOD LAYUP by WHITE,BLAISE(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
19:28,"TURNOVER  by BOYD,CHRIS",,,,,,,"TURNOVER  by BOYD,CHRIS",2
19:27,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
19:27,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
19:12,,,,,"MISS JUMPER by RICHARDS,ZAC",,,"MISS JUMPER by RICHARDS,ZAC",2
19:12,"BLOCK  by BOWMAN,SAM",,,,,,,"BLOCK  by BOWMAN,SAM",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
19:05,,,,,"MISS 3PTR by WHITE,BLAISE",,,"MISS 3PTR by WHITE,BLAISE",2
--,"REBOUND DEF by MCGRIFF,COLTON",,,,,,,"REBOUND DEF by MCGRIFF,COLTON",2
18:50,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",23,,35 (+12),,CCM 23-35 (+12),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
18:32,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
18:31,"STEAL  by MUTCHERSON,ROSBIE",,,,,,,"STEAL  by MUTCHERSON,ROSBIE",2
18:26,"GOOD 3PTR by MCGRIFF,COLTON",26,,35 (+9),,CCM 26-35 (+9),,"GOOD 3PTR by MCGRIFF,COLTON",2
--,"ASSIST  by MUTCHERSON,ROSBIE",,,,,,,"ASSIST  by MUTCHERSON,ROSBIE",2
18:03,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
18:03,,26,,36 (+10),"GOOD FT by HENRY,COLIN",BSC 26-36 (+10),,"GOOD FT by HENRY,COLIN",2
18:03,,26,,37 (+11),"GOOD FT by HENRY,COLIN",BSC 26-37 (+11),,"GOOD FT by HENRY,COLIN",2
17:58,"MISS JUMPER by FRIERSON,NATE",,,,,,,"MISS JUMPER by FRIERSON,NATE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
17:50,,26,,39 (+13),"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 26-39 (+13),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
17:50,"FOUL  by BOWMAN,SAM",,,,,,,"FOUL  by BOWMAN,SAM",2
17:50,,,,,"MISS FT by RICHARDS,ZAC",,,"MISS FT by RICHARDS,ZAC",2
--,"REBOUND DEF by BOWMAN,SAM",,,,,,,"REBOUND DEF by BOWMAN,SAM",2
17:31,"MISS JUMPER by BOWMAN,SAM",,,,,,,"MISS JUMPER by BOWMAN,SAM",2
--,"REBOUND OFF by DEVRIES,JON",,,,,,,"REBOUND OFF by DEVRIES,JON",2
17:27,"GOOD LAYUP by DEVRIES,JON(in the paint)",28,,39 (+11),,CCM 28-39 (+11),,"GOOD LAYUP by DEVRIES,JON(in the paint)",2
17:09,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
17:05,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
17:05,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
16:36,"MISS 3PTR by MUTCHERSON,ROSBIE",,,,,,,"MISS 3PTR by MUTCHERSON,ROSBIE",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
16:27,,,,,"TURNOVER  by WHITE,BLAISE",,,"TURNOVER  by WHITE,BLAISE",2
16:27,"SUB IN by SEARS,CALLUM",,,,,,,"SUB IN by SEARS,CALLUM",2
16:27,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
16:14,"GOOD LAYUP by DEVRIES,JON(in the paint)",30,,39 (+9),,CCM 30-39 (+9),,"GOOD LAYUP by DEVRIES,JON(in the paint)",2
--,"ASSIST  by BOWMAN,SAM",,,,,,,"ASSIST  by BOWMAN,SAM",2
15:53,"FOUL  by FRIERSON,NATE",,,,,,,"FOUL  by FRIERSON,NATE",2
15:53,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
15:53,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
15:53,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
15:53,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
15:53,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
15:53,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
15:47,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
15:34,"MISS LAYUP by SEARS,CALLUM",,,,,,,"MISS LAYUP by SEARS,CALLUM",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
15:24,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,"REBOUND DEF by ENGBERS,BRYANT",,,,,,,"REBOUND DEF by ENGBERS,BRYANT",2
15:06,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",32,,39 (+7),,CCM 32-39 (+7),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
--,"ASSIST  by DEVRIES,JON",,,,,,,"ASSIST  by DEVRIES,JON",2
14:52,,,,,"TURNOVER  by RICHARDS,ZAC",,,"TURNOVER  by RICHARDS,ZAC",2
14:51,"STEAL  by DEVRIES,JON",,,,,,,"STEAL  by DEVRIES,JON",2
14:49,"TURNOVER  by DEVRIES,JON",,,,,,,"TURNOVER  by DEVRIES,JON",2
14:48,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
14:45,"FOUL  by DEVRIES,JON",,,,,,,"FOUL  by DEVRIES,JON",2
14:45,,32,,40 (+8),"GOOD FT by HOLLAND,JASON",BSC 32-40 (+8),,"GOOD FT by HOLLAND,JASON",2
14:45,,32,,41 (+9),"GOOD FT by HOLLAND,JASON",BSC 32-41 (+9),,"GOOD FT by HOLLAND,JASON",2
14:45,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",2
14:45,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
14:45,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
14:45,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
14:45,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
14:45,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
14:45,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
14:45,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
14:30,"TURNOVER  by DELANEY,JAKE",,,,,,,"TURNOVER  by DELANEY,JAKE",2
14:29,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
14:26,,32,,43 (+11),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 32-43 (+11),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
14:07,"TURNOVER  by TURNER,MICAH",,,,,,,"TURNOVER  by TURNER,MICAH",2
14:04,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
13:58,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
13:48,"TURNOVER  by SEARS,CALLUM",,,,,,,"TURNOVER  by SEARS,CALLUM",2
13:47,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
13:43,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
13:43,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
13:43,"SUB IN by CHANEY,DAMIEN",,,,,,,"SUB IN by CHANEY,DAMIEN",2
13:43,"SUB IN by MUTCHERSON,ROSBIE",,,,,,,"SUB IN by MUTCHERSON,ROSBIE",2
13:43,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
13:43,"SUB OUT by SEARS,CALLUM",,,,,,,"SUB OUT by SEARS,CALLUM",2
13:43,"SUB OUT by TURNER,MICAH",,,,,,,"SUB OUT by TURNER,MICAH",2
13:43,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
13:43,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:27,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
13:27,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
13:22,,,,,"TURNOVER  by ASSANESI,KELLY",,,"TURNOVER  by ASSANESI,KELLY",2
12:56,"MISS 3PTR by DELANEY,JAKE",,,,,,,"MISS 3PTR by DELANEY,JAKE",2
--,"REBOUND OFF by DELANEY,JAKE",,,,,,,"REBOUND OFF by DELANEY,JAKE",2
12:52,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
12:46,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",34,,43 (+9),,CCM 34-43 (+9),,"GOOD LAYUP by MUTCHERSON,ROSBIE(in the paint)",2
12:28,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
12:19,,34,,45 (+11),"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 34-45 (+11),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
12:15,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
12:15,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
12:15,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
12:00,"GOOD JUMPER by CHANEY,DAMIEN(in the paint)",36,,45 (+9),,CCM 36-45 (+9),,"GOOD JUMPER by CHANEY,DAMIEN(in the paint)",2
--,"ASSIST  by BOWMAN,SAM",,,,,,,"ASSIST  by BOWMAN,SAM",2
11:25,,,,,"MISS JUMPER by ASSANESI,KELLY",,,"MISS JUMPER by ASSANESI,KELLY",2
--,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",,,"REBOUND OFF by FREEMAN,SCHYLAR",2
11:21,,36,,47 (+11),"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",BSC 36-47 (+11),,"GOOD JUMPER by FREEMAN,SCHYLAR(in the paint)",2
10:55,,,,,"FOUL  by ASSANESI,KELLY",,,"FOUL  by ASSANESI,KELLY",2
10:55,"SUB IN by BOYD,CHRIS",,,,,,,"SUB IN by BOYD,CHRIS",2
10:55,"SUB OUT by DELANEY,JAKE",,,,,,,"SUB OUT by DELANEY,JAKE",2
10:55,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
10:55,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
10:55,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
10:55,,,,,"SUB OUT by ASSANESI,KELLY",,,"SUB OUT by ASSANESI,KELLY",2
10:46,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
10:45,,,,,"STEAL  by FREEMAN,SCHYLAR",,,"STEAL  by FREEMAN,SCHYLAR",2
10:22,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
10:17,"FOUL  by CHANEY,DAMIEN",,,,,,,"FOUL  by CHANEY,DAMIEN",2
10:17,,36,,48 (+12),"GOOD FT by HENRY,COLIN",BSC 36-48 (+12),,"GOOD FT by HENRY,COLIN",2
10:17,,36,,49 (+13),"GOOD FT by HENRY,COLIN",BSC 36-49 (+13),,"GOOD FT by HENRY,COLIN",2
10:17,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
10:17,"SUB OUT by CHANEY,DAMIEN",,,,,,,"SUB OUT by CHANEY,DAMIEN",2
10:02,"TURNOVER  by MUTCHERSON,ROSBIE",,,,,,,"TURNOVER  by MUTCHERSON,ROSBIE",2
10:01,,,,,"STEAL  by HENRY,COLIN",,,"STEAL  by HENRY,COLIN",2
09:37,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND DEF by MUTCHERSON,ROSBIE",,,,,,,"REBOUND DEF by MUTCHERSON,ROSBIE",2
09:32,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
09:32,"SUB IN by FRIERSON,NATE",,,,,,,"SUB IN by FRIERSON,NATE",2
09:32,"SUB OUT by MUTCHERSON,ROSBIE",,,,,,,"SUB OUT by MUTCHERSON,ROSBIE",2
09:21,"GOOD 3PTR by MCGRIFF,COLTON",39,,49 (+10),,CCM 39-49 (+10),,"GOOD 3PTR by MCGRIFF,COLTON",2
--,"ASSIST  by FRIERSON,NATE",,,,,,,"ASSIST  by FRIERSON,NATE",2
09:01,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
09:00,"STEAL  by DEVRIES,JON",,,,,,,"STEAL  by DEVRIES,JON",2
08:59,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
08:59,"SUB IN by ENGBERS,BRYANT",,,,,,,"SUB IN by ENGBERS,BRYANT",2
08:59,"SUB OUT by BOWMAN,SAM",,,,,,,"SUB OUT by BOWMAN,SAM",2
08:59,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
08:59,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
08:42,"MISS LAYUP by ENGBERS,BRYANT",,,,,,,"MISS LAYUP by ENGBERS,BRYANT",2
--,"REBOUND OFF by DEVRIES,JON",,,,,,,"REBOUND OFF by DEVRIES,JON",2
08:38,"MISS JUMPER by DEVRIES,JON",,,,,,,"MISS JUMPER by DEVRIES,JON",2
--,"REBOUND OFF by MCGRIFF,COLTON",,,,,,,"REBOUND OFF by MCGRIFF,COLTON",2
08:37,"GOOD JUMPER by MCGRIFF,COLTON",41,,49 (+8),,CCM 41-49 (+8),,"GOOD JUMPER by MCGRIFF,COLTON",2
08:37,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
08:37,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
08:14,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
08:12,,41,,50 (+9),"GOOD FT by FREEMAN,SCHYLAR",BSC 41-50 (+9),,"GOOD FT by FREEMAN,SCHYLAR",2
08:12,,41,,51 (+10),"GOOD FT by FREEMAN,SCHYLAR",BSC 41-51 (+10),,"GOOD FT by FREEMAN,SCHYLAR",2
08:12,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
08:12,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
08:12,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
08:12,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
08:12,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:12,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
07:53,,,,,"FOUL  by AVERY,ALEX",,,"FOUL  by AVERY,ALEX",2
07:53,"GOOD FT by ENGBERS,BRYANT",42,,51 (+9),,CCM 42-51 (+9),,"GOOD FT by ENGBERS,BRYANT",2
07:53,"MISS FT by ENGBERS,BRYANT",,,,,,,"MISS FT by ENGBERS,BRYANT",2
--,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",,,"REBOUND DEF by MARSCHNER,BRENDAN",2
07:49,"FOUL  by ENGBERS,BRYANT",,,,,,,"FOUL  by ENGBERS,BRYANT",2
07:49,,42,,52 (+10),"GOOD FT by MARSCHNER,BRENDAN",BSC 42-52 (+10),,"GOOD FT by MARSCHNER,BRENDAN",2
07:49,,42,,53 (+11),"GOOD FT by MARSCHNER,BRENDAN",BSC 42-53 (+11),,"GOOD FT by MARSCHNER,BRENDAN",2
07:40,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
07:39,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
07:34,,42,,56 (+14),"GOOD 3PTR by MARSCHNER,BRENDAN",BSC 42-56 (+14),,"GOOD 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
07:26,"TURNOVER  by DEVRIES,JON",,,,,,,"TURNOVER  by DEVRIES,JON",2
07:26,"SUB IN by BOWMAN,SAM",,,,,,,"SUB IN by BOWMAN,SAM",2
07:26,"SUB IN by CHANEY,DAMIEN",,,,,,,"SUB IN by CHANEY,DAMIEN",2
07:26,"SUB IN by DELANEY,JAKE",,,,,,,"SUB IN by DELANEY,JAKE",2
07:26,"SUB OUT by ENGBERS,BRYANT",,,,,,,"SUB OUT by ENGBERS,BRYANT",2
07:26,"SUB OUT by DEVRIES,JON",,,,,,,"SUB OUT by DEVRIES,JON",2
07:26,"SUB OUT by MCGRIFF,COLTON",,,,,,,"SUB OUT by MCGRIFF,COLTON",2
07:03,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
07:03,"BLOCK  by BOWMAN,SAM",,,,,,,"BLOCK  by BOWMAN,SAM",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
06:58,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
06:49,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
06:36,"TURNOVER  by BOYD,CHRIS",,,,,,,"TURNOVER  by BOYD,CHRIS",2
06:35,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
06:27,,,,,"SUB IN by ASSANESI,KELLY",,,"SUB IN by ASSANESI,KELLY",2
06:27,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
06:27,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
06:27,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
06:14,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by MARSCHNER,BRENDAN",,,"REBOUND OFF by MARSCHNER,BRENDAN",2
06:02,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND DEF by BOYD,CHRIS",,,,,,,"REBOUND DEF by BOYD,CHRIS",2
05:42,"MISS 3PTR by FRIERSON,NATE",,,,,,,"MISS 3PTR by FRIERSON,NATE",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
05:30,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
05:29,"STEAL  by BOWMAN,SAM",,,,,,,"STEAL  by BOWMAN,SAM",2
05:20,"TURNOVER  by DELANEY,JAKE",,,,,,,"TURNOVER  by DELANEY,JAKE",2
05:19,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
05:15,,42,,58 (+16),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 42-58 (+16),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",2
05:15,"FOUL  by CHANEY,DAMIEN",,,,,,,"FOUL  by CHANEY,DAMIEN",2
05:15,,42,,59 (+17),"GOOD FT by THOMAS,LARRY",BSC 42-59 (+17),,"GOOD FT by THOMAS,LARRY",2
05:15,"SUB IN by TURNER,MICAH",,,,,,,"SUB IN by TURNER,MICAH",2
05:15,"SUB OUT by FRIERSON,NATE",,,,,,,"SUB OUT by FRIERSON,NATE",2
05:02,"TURNOVER  by DELANEY,JAKE",,,,,,,"TURNOVER  by DELANEY,JAKE",2
05:00,,,,,"STEAL  by MARSCHNER,BRENDAN",,,"STEAL  by MARSCHNER,BRENDAN",2
04:39,"FOUL  by TURNER,MICAH",,,,,,,"FOUL  by TURNER,MICAH",2
04:39,,42,,60 (+18),"GOOD FT by THOMAS,LARRY",BSC 42-60 (+18),,"GOOD FT by THOMAS,LARRY",2
04:39,,42,,61 (+19),"GOOD FT by THOMAS,LARRY",BSC 42-61 (+19),,"GOOD FT by THOMAS,LARRY",2
04:39,"SUB IN by DEVRIES,JON",,,,,,,"SUB IN by DEVRIES,JON",2
04:39,"SUB IN by MCGRIFF,COLTON",,,,,,,"SUB IN by MCGRIFF,COLTON",2
04:39,"SUB OUT by BOYD,CHRIS",,,,,,,"SUB OUT by BOYD,CHRIS",2
04:39,"SUB OUT by CHANEY,DAMIEN",,,,,,,"SUB OUT by CHANEY,DAMIEN",2
04:39,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
04:39,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
04:23,"TURNOVER  by MCGRIFF,COLTON",,,,,,,"TURNOVER  by MCGRIFF,COLTON",2
04:07,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by DEVRIES,JON",,,,,,,"REBOUND DEF by DEVRIES,JON",2
