Time Remaining,JCU,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
01:04,,38 (+2),,36,"GOOD FT by RICHARDS,ZAC",BSC 38-36 (-2),,"GOOD FT by RICHARDS,ZAC",1
01:04,,38 (+1),,37,"GOOD FT by RICHARDS,ZAC",BSC 38-37 (-1),,"GOOD FT by RICHARDS,ZAC",1
01:04,"SUB IN by MORRIS,KYLE",,,,,,,"SUB IN by MORRIS,KYLE",1
01:04,"SUB OUT by MURPHY,JORDAN",,,,,,,"SUB OUT by MURPHY,JORDAN",1
00:43,"TURNOVER  by HOLLINGER,JAKE",,,,,,,"TURNOVER  by HOLLINGER,JAKE",1
00:42,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
00:38,,38,,39 (+1),"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",BSC 38-39 (+1),,"GOOD LAYUP by THOMAS,LARRY(fastbreak)(in the paint)",1
00:26,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
00:26,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
00:26,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
00:26,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
00:22,"GOOD JUMPER by FARRAGHER,RYAN",40 (+1),,39,,JCU 40-39 (-1),,"GOOD JUMPER by FARRAGHER,RYAN",1
--,"ASSIST  by PISCO,KYLE",,,,,,,"ASSIST  by PISCO,KYLE",1
00:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:15,"SUB IN by MURPHY,JORDAN",,,,,,,"SUB IN by MURPHY,JORDAN",1
00:15,"SUB OUT by MORRIS,KYLE",,,,,,,"SUB OUT by MORRIS,KYLE",1
00:15,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
00:15,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",1
00:15,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
00:15,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
00:04,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
00:02,"FOUL  by HOLLINGER,JAKE",,,,,,,"FOUL  by HOLLINGER,JAKE",1
00:02,,,,,"MISS FT by HENRY,COLIN",,,"MISS FT by HENRY,COLIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:02,,40,,40,"GOOD FT by HENRY,COLIN",BSC 40-40 (0),,"GOOD FT by HENRY,COLIN",1
00:02,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
00:02,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
00:02,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",1
00:02,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
00:00,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
20:00,"SUB IN by STARKS,WILLIAM",,,,,,,"SUB IN by STARKS,WILLIAM",2
20:00,"SUB OUT by WHALEN,MICHAEL",,,,,,,"SUB OUT by WHALEN,MICHAEL",2
19:46,,40,,42 (+2),"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 40-42 (+2),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
19:23,"GOOD 3PTR by HUBBARD,KYLE",43 (+1),,42,,JCU 43-42 (-1),,"GOOD 3PTR by HUBBARD,KYLE",2
--,"ASSIST  by ANGERS,RYAN",,,,,,,"ASSIST  by ANGERS,RYAN",2
19:10,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by HENDRICKSON,DAVID",,,,,,,"REBOUND DEF by HENDRICKSON,DAVID",2
19:07,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
18:43,"GOOD 3PTR by STARKS,WILLIAM",46 (+4),,42,,JCU 46-42 (-4),,"GOOD 3PTR by STARKS,WILLIAM",2
--,"ASSIST  by ANGERS,RYAN",,,,,,,"ASSIST  by ANGERS,RYAN",2
18:33,,46 (+1),,45,"GOOD 3PTR by THOMAS,LARRY",BSC 46-45 (-1),,"GOOD 3PTR by THOMAS,LARRY",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
18:16,"FOUL  by HUBBARD,KYLE",,,,,,,"FOUL  by HUBBARD,KYLE",2
18:16,"TURNOVER  by HUBBARD,KYLE",,,,,,,"TURNOVER  by HUBBARD,KYLE",2
18:00,,,,,"MISS 3PTR by KEGARISE,KEVIN",,,"MISS 3PTR by KEGARISE,KEVIN",2
--,"REBOUND DEF by HUBBARD,KYLE",,,,,,,"REBOUND DEF by HUBBARD,KYLE",2
17:48,"MISS 3PTR by HENDRICKSON,DAVID",,,,,,,"MISS 3PTR by HENDRICKSON,DAVID",2
--,"REBOUND OFF by HUBBARD,KYLE",,,,,,,"REBOUND OFF by HUBBARD,KYLE",2
17:42,"MISS LAYUP by HUBBARD,KYLE",,,,,,,"MISS LAYUP by HUBBARD,KYLE",2
--,,,,,"REBOUND DEF by HENRY,COLIN",,,"REBOUND DEF by HENRY,COLIN",2
17:21,,46,,48 (+2),"GOOD 3PTR by HENRY,COLIN",BSC 46-48 (+2),,"GOOD 3PTR by HENRY,COLIN",2
17:08,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
17:08,"GOOD FT by HUBBARD,KYLE",47,,48 (+1),,JCU 47-48 (+1),,"GOOD FT by HUBBARD,KYLE",2
17:08,"GOOD FT by HUBBARD,KYLE",48,,48,,JCU 48-48 (0),,"GOOD FT by HUBBARD,KYLE",2
17:08,"SUB IN by MURPHY,JORDAN",,,,,,,"SUB IN by MURPHY,JORDAN",2
17:08,"SUB IN by HOLLINGER,JAKE",,,,,,,"SUB IN by HOLLINGER,JAKE",2
17:08,"SUB IN by FARRAGHER,RYAN",,,,,,,"SUB IN by FARRAGHER,RYAN",2
17:08,"SUB IN by PISCO,KYLE",,,,,,,"SUB IN by PISCO,KYLE",2
17:08,"SUB IN by WALLACK,DANNY",,,,,,,"SUB IN by WALLACK,DANNY",2
17:08,"SUB OUT by HUBBARD,KYLE",,,,,,,"SUB OUT by HUBBARD,KYLE",2
17:08,"SUB OUT by JANZ,KENNY",,,,,,,"SUB OUT by JANZ,KENNY",2
17:08,"SUB OUT by HENDRICKSON,DAVID",,,,,,,"SUB OUT by HENDRICKSON,DAVID",2
17:08,"SUB OUT by STARKS,WILLIAM",,,,,,,"SUB OUT by STARKS,WILLIAM",2
17:08,"SUB OUT by ANGERS,RYAN",,,,,,,"SUB OUT by ANGERS,RYAN",2
17:08,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
17:08,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
16:53,,,,,"MISS 3PTR by RICHARDS,ZAC",,,"MISS 3PTR by RICHARDS,ZAC",2
--,"REBOUND DEF by WALLACK,DANNY",,,,,,,"REBOUND DEF by WALLACK,DANNY",2
16:44,"GOOD LAYUP by MURPHY,JORDAN(in the paint)",50 (+2),,48,,JCU 50-48 (-2),,"GOOD LAYUP by MURPHY,JORDAN(in the paint)",2
16:30,,,,,"MISS LAYUP by RICHARDS,ZAC",,,"MISS LAYUP by RICHARDS,ZAC",2
16:30,"BLOCK  by HOLLINGER,JAKE",,,,,,,"BLOCK  by HOLLINGER,JAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:23,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
16:23,"BLOCK  by HOLLINGER,JAKE",,,,,,,"BLOCK  by HOLLINGER,JAKE",2
--,"REBOUND DEF by HOLLINGER,JAKE",,,,,,,"REBOUND DEF by HOLLINGER,JAKE",2
16:13,"MISS 3PTR by WALLACK,DANNY",,,,,,,"MISS 3PTR by WALLACK,DANNY",2
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",2
16:06,,,,,"MISS LAYUP by THOMAS,LARRY",,,"MISS LAYUP by THOMAS,LARRY",2
16:06,"BLOCK  by HOLLINGER,JAKE",,,,,,,"BLOCK  by HOLLINGER,JAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:58,,50,,51 (+1),"GOOD 3PTR by KEGARISE,KEVIN",BSC 50-51 (+1),,"GOOD 3PTR by KEGARISE,KEVIN",2
--,,,,,"ASSIST  by RICHARDS,ZAC",,,"ASSIST  by RICHARDS,ZAC",2
15:34,"TURNOVER  by MURPHY,JORDAN",,,,,,,"TURNOVER  by MURPHY,JORDAN",2
15:33,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",2
15:32,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",2
15:25,,,,,"FOUL  by FREEMAN,SCHYLAR",,,"FOUL  by FREEMAN,SCHYLAR",2
15:25,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
15:25,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
15:20,"TURNOVER  by MURPHY,JORDAN",,,,,,,"TURNOVER  by MURPHY,JORDAN",2
14:47,,50,,53 (+3),"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",BSC 50-53 (+3),,"GOOD LAYUP by KEGARISE,KEVIN(in the paint)",2
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",2
14:30,"GOOD 3PTR by WALLACK,DANNY",53,,53,,JCU 53-53 (0),,"GOOD 3PTR by WALLACK,DANNY",2
--,"ASSIST  by FARRAGHER,RYAN",,,,,,,"ASSIST  by FARRAGHER,RYAN",2
14:09,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,"REBOUND DEF by HOLLINGER,JAKE",,,,,,,"REBOUND DEF by HOLLINGER,JAKE",2
13:51,"MISS 3PTR by WALLACK,DANNY",,,,,,,"MISS 3PTR by WALLACK,DANNY",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
13:40,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
13:40,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
13:40,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
13:40,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
13:40,,,,,"SUB OUT by RICHARDS,ZAC",,,"SUB OUT by RICHARDS,ZAC",2
13:40,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
13:08,"MISS 3PTR by FARRAGHER,RYAN",,,,,,,"MISS 3PTR by FARRAGHER,RYAN",2
--,"REBOUND OFF by WALLACK,DANNY",,,,,,,"REBOUND OFF by WALLACK,DANNY",2
13:04,"MISS 3PTR by WALLACK,DANNY",,,,,,,"MISS 3PTR by WALLACK,DANNY",2
--,"REBOUND OFF by HOLLINGER,JAKE",,,,,,,"REBOUND OFF by HOLLINGER,JAKE",2
13:00,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
12:41,,,,,"MISS 3PTR by HENRY,COLIN",,,"MISS 3PTR by HENRY,COLIN",2
--,,,,,"REBOUND OFF by THOMAS,LARRY",,,"REBOUND OFF by THOMAS,LARRY",2
12:33,,,,,"TURNOVER  by FREEMAN,SCHYLAR",,,"TURNOVER  by FREEMAN,SCHYLAR",2
12:30,"SUB IN by JANZ,KENNY",,,,,,,"SUB IN by JANZ,KENNY",2
12:30,"SUB IN by HENDRICKSON,DAVID",,,,,,,"SUB IN by HENDRICKSON,DAVID",2
12:30,"SUB IN by HUBBARD,KYLE",,,,,,,"SUB IN by HUBBARD,KYLE",2
12:30,"SUB IN by STARKS,WILLIAM",,,,,,,"SUB IN by STARKS,WILLIAM",2
12:30,"SUB IN by ANGERS,RYAN",,,,,,,"SUB IN by ANGERS,RYAN",2
12:30,"SUB OUT by HOLLINGER,JAKE",,,,,,,"SUB OUT by HOLLINGER,JAKE",2
12:30,"SUB OUT by MURPHY,JORDAN",,,,,,,"SUB OUT by MURPHY,JORDAN",2
12:30,"SUB OUT by FARRAGHER,RYAN",,,,,,,"SUB OUT by FARRAGHER,RYAN",2
12:30,"SUB OUT by PISCO,KYLE",,,,,,,"SUB OUT by PISCO,KYLE",2
12:30,"SUB OUT by WALLACK,DANNY",,,,,,,"SUB OUT by WALLACK,DANNY",2
12:12,"GOOD LAYUP by HUBBARD,KYLE(in the paint)",55 (+2),,53,,JCU 55-53 (-2),,"GOOD LAYUP by HUBBARD,KYLE(in the paint)",2
11:53,,55,,55,"GOOD LAYUP by HENRY,COLIN(in the paint)",BSC 55-55 (0),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
11:48,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:37,"GOOD 3PTR by HUBBARD,KYLE",58 (+3),,55,,JCU 58-55 (-3),,"GOOD 3PTR by HUBBARD,KYLE",2
11:12,"FOUL  by HENDRICKSON,DAVID",,,,,,,"FOUL  by HENDRICKSON,DAVID",2
11:12,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:12,,,,,"MISS FT by FREEMAN,SCHYLAR",,,"MISS FT by FREEMAN,SCHYLAR",2
--,"REBOUND DEF by HUBBARD,KYLE",,,,,,,"REBOUND DEF by HUBBARD,KYLE",2
10:53,"TURNOVER  by ANGERS,RYAN",,,,,,,"TURNOVER  by ANGERS,RYAN",2
10:53,,,,,"SUB IN by RICHARDS,ZAC",,,"SUB IN by RICHARDS,ZAC",2
10:53,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
10:53,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
10:53,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
10:53,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
10:53,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
10:53,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
10:53,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
10:40,,58,,58,"GOOD 3PTR by WELCH,ROSS(fastbreak)",BSC 58-58 (0),,"GOOD 3PTR by WELCH,ROSS(fastbreak)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
10:00,"GOOD JUMPER by HENDRICKSON,DAVID",60 (+2),,58,,JCU 60-58 (-2),,"GOOD JUMPER by HENDRICKSON,DAVID",2
09:51,,60,,61 (+1),"GOOD 3PTR by WELCH,ROSS",BSC 60-61 (+1),,"GOOD 3PTR by WELCH,ROSS",2
09:40,"MISS 3PTR by ANGERS,RYAN",,,,,,,"MISS 3PTR by ANGERS,RYAN",2
--,"REBOUND OFF by HUBBARD,KYLE",,,,,,,"REBOUND OFF by HUBBARD,KYLE",2
09:40,,,,,"FOUL  by WHITE,BLAISE",,,"FOUL  by WHITE,BLAISE",2
09:34,"GOOD 3PTR by STARKS,WILLIAM",63 (+2),,61,,JCU 63-61 (-2),,"GOOD 3PTR by STARKS,WILLIAM",2
--,"ASSIST  by HUBBARD,KYLE",,,,,,,"ASSIST  by HUBBARD,KYLE",2
09:33,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:33,"SUB IN by HOLLINGER,JAKE",,,,,,,"SUB IN by HOLLINGER,JAKE",2
09:33,"SUB IN by MURPHY,JORDAN",,,,,,,"SUB IN by MURPHY,JORDAN",2
09:33,"SUB IN by FARRAGHER,RYAN",,,,,,,"SUB IN by FARRAGHER,RYAN",2
09:33,"SUB IN by PISCO,KYLE",,,,,,,"SUB IN by PISCO,KYLE",2
09:33,"SUB IN by WALLACK,DANNY",,,,,,,"SUB IN by WALLACK,DANNY",2
09:33,"SUB OUT by JANZ,KENNY",,,,,,,"SUB OUT by JANZ,KENNY",2
09:33,"SUB OUT by HENDRICKSON,DAVID",,,,,,,"SUB OUT by HENDRICKSON,DAVID",2
09:33,"SUB OUT by HUBBARD,KYLE",,,,,,,"SUB OUT by HUBBARD,KYLE",2
09:33,"SUB OUT by STARKS,WILLIAM",,,,,,,"SUB OUT by STARKS,WILLIAM",2
09:33,"SUB OUT by ANGERS,RYAN",,,,,,,"SUB OUT by ANGERS,RYAN",2
09:30,"FOUL  by WALLACK,DANNY",,,,,,,"FOUL  by WALLACK,DANNY",2
09:14,,63,,63,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",BSC 63-63 (0),,"GOOD LAYUP by RICHARDS,ZAC(in the paint)",2
--,,,,,"ASSIST  by KEGARISE,KEVIN",,,"ASSIST  by KEGARISE,KEVIN",2
08:42,"GOOD JUMPER by WALLACK,DANNY",65 (+2),,63,,JCU 65-63 (-2),,"GOOD JUMPER by WALLACK,DANNY",2
--,"ASSIST  by FARRAGHER,RYAN",,,,,,,"ASSIST  by FARRAGHER,RYAN",2
08:31,,65,,66 (+1),"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",BSC 65-66 (+1),,"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
08:23,"GOOD LAYUP by MURPHY,JORDAN(in the paint)",67 (+1),,66,,JCU 67-66 (-1),,"GOOD LAYUP by MURPHY,JORDAN(in the paint)",2
--,"ASSIST  by WALLACK,DANNY",,,,,,,"ASSIST  by WALLACK,DANNY",2
08:23,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
08:23,"MISS FT by MURPHY,JORDAN",,,,,,,"MISS FT by MURPHY,JORDAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
08:23,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
08:23,,,,,"SUB OUT by KEGARISE,KEVIN",,,"SUB OUT by KEGARISE,KEVIN",2
08:11,,,,,"MISS LAYUP by WHITE,BLAISE",,,"MISS LAYUP by WHITE,BLAISE",2
--,"REBOUND DEF by FARRAGHER,RYAN",,,,,,,"REBOUND DEF by FARRAGHER,RYAN",2
08:03,"MISS LAYUP by MURPHY,JORDAN",,,,,,,"MISS LAYUP by MURPHY,JORDAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
07:35,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND OFF by HENRY,COLIN",,,"REBOUND OFF by HENRY,COLIN",2
07:34,"FOUL  by MURPHY,JORDAN",,,,,,,"FOUL  by MURPHY,JORDAN",2
07:34,,67,,67,"GOOD FT by HENRY,COLIN",BSC 67-67 (0),,"GOOD FT by HENRY,COLIN",2
07:34,,67,,68 (+1),"GOOD FT by HENRY,COLIN",BSC 67-68 (+1),,"GOOD FT by HENRY,COLIN",2
07:34,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
07:34,,,,,"SUB IN by KEGARISE,KEVIN",,,"SUB IN by KEGARISE,KEVIN",2
07:34,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
07:34,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
07:19,"GOOD 3PTR by FARRAGHER,RYAN",70 (+2),,68,,JCU 70-68 (-2),,"GOOD 3PTR by FARRAGHER,RYAN",2
--,"ASSIST  by WALLACK,DANNY",,,,,,,"ASSIST  by WALLACK,DANNY",2
07:06,,70,,71 (+1),"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",BSC 70-71 (+1),,"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
06:44,"MISS LAYUP by MURPHY,JORDAN",,,,,,,"MISS LAYUP by MURPHY,JORDAN",2
--,,,,,"REBOUND DEF by RICHARDS,ZAC",,,"REBOUND DEF by RICHARDS,ZAC",2
06:35,,70,,74 (+4),"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",BSC 70-74 (+4),,"GOOD 3PTR by KEGARISE,KEVIN(fastbreak)",2
--,,,,,"ASSIST  by WHITE,BLAISE",,,"ASSIST  by WHITE,BLAISE",2
06:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:33,"SUB IN by JANZ,KENNY",,,,,,,"SUB IN by JANZ,KENNY",2
06:33,"SUB IN by HENDRICKSON,DAVID",,,,,,,"SUB IN by HENDRICKSON,DAVID",2
06:33,"SUB IN by HUBBARD,KYLE",,,,,,,"SUB IN by HUBBARD,KYLE",2
06:33,"SUB IN by STARKS,WILLIAM",,,,,,,"SUB IN by STARKS,WILLIAM",2
06:33,"SUB IN by ANGERS,RYAN",,,,,,,"SUB IN by ANGERS,RYAN",2
06:33,"SUB OUT by HOLLINGER,JAKE",,,,,,,"SUB OUT by HOLLINGER,JAKE",2
06:33,"SUB OUT by MURPHY,JORDAN",,,,,,,"SUB OUT by MURPHY,JORDAN",2
06:33,"SUB OUT by FARRAGHER,RYAN",,,,,,,"SUB OUT by FARRAGHER,RYAN",2
06:33,"SUB OUT by PISCO,KYLE",,,,,,,"SUB OUT by PISCO,KYLE",2
06:33,"SUB OUT by WALLACK,DANNY",,,,,,,"SUB OUT by WALLACK,DANNY",2
06:33,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
06:33,,,,,"SUB OUT by WHITE,BLAISE",,,"SUB OUT by WHITE,BLAISE",2
06:16,"MISS 3PTR by HUBBARD,KYLE",,,,,,,"MISS 3PTR by HUBBARD,KYLE",2
--,"REBOUND OFF by HUBBARD,KYLE",,,,,,,"REBOUND OFF by HUBBARD,KYLE",2
06:11,"MISS 3PTR by ANGERS,RYAN",,,,,,,"MISS 3PTR by ANGERS,RYAN",2
--,"REBOUND OFF by HUBBARD,KYLE",,,,,,,"REBOUND OFF by HUBBARD,KYLE",2
06:06,"MISS LAYUP by HUBBARD,KYLE",,,,,,,"MISS LAYUP by HUBBARD,KYLE",2
--,"REBOUND OFF by STARKS,WILLIAM",,,,,,,"REBOUND OFF by STARKS,WILLIAM",2
06:03,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
06:03,"GOOD FT by STARKS,WILLIAM",71,,74 (+3),,JCU 71-74 (+3),,"GOOD FT by STARKS,WILLIAM",2
06:03,"GOOD FT by STARKS,WILLIAM",72,,74 (+2),,JCU 72-74 (+2),,"GOOD FT by STARKS,WILLIAM",2
05:48,"FOUL  by HUBBARD,KYLE",,,,,,,"FOUL  by HUBBARD,KYLE",2
05:44,,72,,75 (+3),"GOOD FT by MARSCHNER,BRENDAN",BSC 72-75 (+3),,"GOOD FT by MARSCHNER,BRENDAN",2
05:44,,72,,76 (+4),"GOOD FT by MARSCHNER,BRENDAN",BSC 72-76 (+4),,"GOOD FT by MARSCHNER,BRENDAN",2
05:44,"SUB IN by WALLACK,DANNY",,,,,,,"SUB IN by WALLACK,DANNY",2
05:44,"SUB OUT by STARKS,WILLIAM",,,,,,,"SUB OUT by STARKS,WILLIAM",2
05:44,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",2
05:44,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
05:23,"GOOD LAYUP by JANZ,KENNY(in the paint)",74,,76 (+2),,JCU 74-76 (+2),,"GOOD LAYUP by JANZ,KENNY(in the paint)",2
--,"ASSIST  by HENDRICKSON,DAVID",,,,,,,"ASSIST  by HENDRICKSON,DAVID",2
05:05,,74,,78 (+4),"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",BSC 74-78 (+4),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
04:36,"TURNOVER  by HENDRICKSON,DAVID",,,,,,,"TURNOVER  by HENDRICKSON,DAVID",2
04:35,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
04:33,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",2
04:33,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",2
04:33,"SUB IN by PISCO,KYLE",,,,,,,"SUB IN by PISCO,KYLE",2
04:33,"SUB OUT by HENDRICKSON,DAVID",,,,,,,"SUB OUT by HENDRICKSON,DAVID",2
04:33,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
04:33,,,,,"SUB IN by WHITE,BLAISE",,,"SUB IN by WHITE,BLAISE",2
04:33,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",2
04:33,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
04:22,"TURNOVER  by HUBBARD,KYLE",,,,,,,"TURNOVER  by HUBBARD,KYLE",2
04:21,,,,,"STEAL  by WHITE,BLAISE",,,"STEAL  by WHITE,BLAISE",2
04:19,,,,,"MISS LAYUP by WHITE,BLAISE",,,"MISS LAYUP by WHITE,BLAISE",2
--,"REBOUND DEF by HUBBARD,KYLE",,,,,,,"REBOUND DEF by HUBBARD,KYLE",2
04:11,"GOOD 3PTR by WALLACK,DANNY(fastbreak)",77,,78 (+1),,JCU 77-78 (+1),,"GOOD 3PTR by WALLACK,DANNY(fastbreak)",2
--,"ASSIST  by ANGERS,RYAN",,,,,,,"ASSIST  by ANGERS,RYAN",2
04:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:10,"SUB IN by HENDRICKSON,DAVID",,,,,,,"SUB IN by HENDRICKSON,DAVID",2
04:10,"SUB IN by MURPHY,JORDAN",,,,,,,"SUB IN by MURPHY,JORDAN",2
04:10,"SUB OUT by HUBBARD,KYLE",,,,,,,"SUB OUT by HUBBARD,KYLE",2
04:10,"SUB OUT by PISCO,KYLE",,,,,,,"SUB OUT by PISCO,KYLE",2
03:55,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
