Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,MVILLE,Game Score,Team Indicator,Play,Period
01:22,,,,,"SUB OUT by BODEWIG,JOEY",,,"SUB OUT by BODEWIG,JOEY",2
01:22,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",2
01:22,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",2
00:58,,,,,"FOUL  by GRIFFIN,JETHRO",,,"FOUL  by GRIFFIN,JETHRO",2
00:58,"GOOD FT by HENRY,COLIN",79 (+10),,69,,BSC 79-69 (+10),,"GOOD FT by HENRY,COLIN",2
00:58,"GOOD FT by HENRY,COLIN",80 (+11),,69,,BSC 80-69 (+11),,"GOOD FT by HENRY,COLIN",2
00:58,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
00:58,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
00:58,,,,,"SUB IN by PEAKE,SPENCER",,,"SUB IN by PEAKE,SPENCER",2
00:58,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",2
00:58,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",2
00:58,,,,,"SUB OUT by GRIFFIN,JETHRO",,,"SUB OUT by GRIFFIN,JETHRO",2
00:47,,,,,"MISS 3PTR by FORD,CHRISTIAN",,,"MISS 3PTR by FORD,CHRISTIAN",2
--,,,,,"REBOUND OFF by LAMBERT,WES",,,"REBOUND OFF by LAMBERT,WES",2
00:44,,,,,"MISS LAYUP by LAMBERT,WES",,,"MISS LAYUP by LAMBERT,WES",2
--,,,,,"REBOUND OFF by LAMBERT,WES",,,"REBOUND OFF by LAMBERT,WES",2
00:42,,80 (+9),,71,"GOOD LAYUP by LAMBERT,WES(in the paint)",MVILLE 80-71 (+9),,"GOOD LAYUP by LAMBERT,WES(in the paint)",2
00:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:42,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
00:42,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
00:42,,,,,"SUB IN by RAYE,CRAIG",,,"SUB IN by RAYE,CRAIG",2
00:42,,,,,"SUB IN by GRIFFIN,JETHRO",,,"SUB IN by GRIFFIN,JETHRO",2
00:42,,,,,"SUB OUT by PEAKE,SPENCER",,,"SUB OUT by PEAKE,SPENCER",2
00:42,,,,,"SUB OUT by LAMBERT,WES",,,"SUB OUT by LAMBERT,WES",2
00:27,,,,,"FOUL  by RAYE,CRAIG",,,"FOUL  by RAYE,CRAIG",2
00:27,"GOOD FT by KEGARISE,KEVIN",81 (+10),,71,,BSC 81-71 (+10),,"GOOD FT by KEGARISE,KEVIN",2
00:27,"MISS FT by KEGARISE,KEVIN",,,,,,,"MISS FT by KEGARISE,KEVIN",2
--,,,,,"REBOUND DEF by GRIFFIN,JETHRO",,,"REBOUND DEF by GRIFFIN,JETHRO",2
00:27,,,,,"SUB IN by LAMBERT,WES",,,"SUB IN by LAMBERT,WES",2
00:27,,,,,"SUB OUT by RAYE,CRAIG",,,"SUB OUT by RAYE,CRAIG",2
00:17,,81 (+8),,73,"GOOD JUMPER by LAMBERT,WES(in the paint)",MVILLE 81-73 (+8),,"GOOD JUMPER by LAMBERT,WES(in the paint)",2
00:11,,,,,"FOUL  by GRIFFIN,JETHRO",,,"FOUL  by GRIFFIN,JETHRO",2
00:11,"GOOD FT by WHITE,BLAISE",82 (+9),,73,,BSC 82-73 (+9),,"GOOD FT by WHITE,BLAISE",2
00:11,"MISS FT by WHITE,BLAISE",,,,,,,"MISS FT by WHITE,BLAISE",2
--,,,,,"REBOUND DEF by BYRD,JAUMONEE",,,"REBOUND DEF by BYRD,JAUMONEE",2
00:03,,82 (+6),,76,"GOOD 3PTR by LAMBERT,WES",MVILLE 82-76 (+6),,"GOOD 3PTR by LAMBERT,WES",2
--,,,,,"ASSIST  by FORD,CHRISTIAN",,,"ASSIST  by FORD,CHRISTIAN",2
00:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:01,"TURNOVER  by THOMAS,LARRY",,,,,,,"TURNOVER  by THOMAS,LARRY",2
00:01,,,,,"MISS JUMPER by BYRD,JAUMONEE",,,"MISS JUMPER by BYRD,JAUMONEE",2
--,"REBOUND DEF by WHITE,BLAISE",,,,,,,"REBOUND DEF by WHITE,BLAISE",2
