Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
10:23,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
10:13,,,,,"MISS 3PTR by COLE,DAVID",,,"MISS 3PTR by COLE,DAVID",2
--,"REBOUND DEF by YANCEY,RICH",,,,,,,"REBOUND DEF by YANCEY,RICH",2
10:04,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
10:04,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
10:04,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
10:04,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
10:04,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
10:04,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
10:04,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
10:04,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
10:04,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
10:04,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
10:04,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
10:04,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
10:04,,,,,"SUB OUT by COLE,DAVID",,,"SUB OUT by COLE,DAVID",2
10:04,,,,,"SUB OUT by PRICE,VICTOR",,,"SUB OUT by PRICE,VICTOR",2
10:04,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
09:42,,82 (+8),,74,"GOOD 3PTR by WEBBER,BRENT",BU 82-74 (+8),,"GOOD 3PTR by WEBBER,BRENT",2
--,,,,,"ASSIST  by HODUM,RICK",,,"ASSIST  by HODUM,RICK",2
09:16,"GOOD LAYUP by ALLISON,ZACH(in the paint)",84 (+10),,74,,17BSC-M 84-74 (+10),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
08:52,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
08:27,"GOOD 3PTR by BAK,CALVIN",87 (+13),,74,,17BSC-M 87-74 (+13),,"GOOD 3PTR by BAK,CALVIN",2
08:17,,,,,"TURNOVER  by ROBERTS,JOSHUA",,,"TURNOVER  by ROBERTS,JOSHUA",2
08:15,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
08:12,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
08:10,,,,,"STEAL  by SR,KYLE PATTERSON",,,"STEAL  by SR,KYLE PATTERSON",2
08:07,,87 (+10),,77,"GOOD 3PTR by HODUM,RICK",BU 87-77 (+10),,"GOOD 3PTR by HODUM,RICK",2
--,,,,,"ASSIST  by SR,KYLE PATTERSON",,,"ASSIST  by SR,KYLE PATTERSON",2
07:59,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",89 (+12),,77,,17BSC-M 89-77 (+12),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,"ASSIST  by MOORE,KADEN",,,,,,,"ASSIST  by MOORE,KADEN",2
07:47,,89 (+9),,80,"GOOD 3PTR by HODUM,RICK",BU 89-80 (+9),,"GOOD 3PTR by HODUM,RICK",2
--,,,,,"ASSIST  by ROBERTS,JOSHUA",,,"ASSIST  by ROBERTS,JOSHUA",2
07:37,"GOOD 3PTR by BAK,CALVIN",92 (+12),,80,,17BSC-M 92-80 (+12),,"GOOD 3PTR by BAK,CALVIN",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
07:24,,92 (+9),,83,"GOOD 3PTR by WEBBER,BRENT",BU 92-83 (+9),,"GOOD 3PTR by WEBBER,BRENT",2
--,,,,,"ASSIST  by ROBERTS,JOSHUA",,,"ASSIST  by ROBERTS,JOSHUA",2
07:13,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:13,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
07:13,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
07:13,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
07:13,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
07:13,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
07:13,,,,,"SUB IN by SR,KYLE PATTERSON",,,"SUB IN by SR,KYLE PATTERSON",2
07:13,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
07:13,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",2
07:12,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",94 (+11),,83,,17BSC-M 94-83 (+11),,"GOOD LAYUP by RUDAK,MATEUSZ(in the paint)",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
06:49,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
06:44,,,,,"MISS JUMPER by MCCOY,TOMMY",,,"MISS JUMPER by MCCOY,TOMMY",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
06:32,,,,,"STEAL  by HODUM,RICK",,,"STEAL  by HODUM,RICK",2
06:24,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",2
06:17,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND DEF by SPENCE,BEN",,,,,,,"REBOUND DEF by SPENCE,BEN",2
06:07,,,,,"FOUL  by ROBERTS,JOSHUA",,,"FOUL  by ROBERTS,JOSHUA",2
06:07,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:07,"SUB IN by LOVING,JIBRI",,,,,,,"SUB IN by LOVING,JIBRI",2
06:07,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
06:07,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
06:07,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
06:07,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
06:07,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
06:07,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
06:07,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
06:07,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
06:07,,,,,"SUB IN by HEERINGEN,GIAN VAN",,,"SUB IN by HEERINGEN,GIAN VAN",2
06:07,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
06:07,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
06:07,,,,,"SUB IN by WORKS,JOHN",,,"SUB IN by WORKS,JOHN",2
06:07,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
06:07,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
06:07,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
06:07,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
06:07,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
06:07,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
05:59,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:33,,,,,"MISS JUMPER by BROWN,ISIAH",,,"MISS JUMPER by BROWN,ISIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:28,"FOUL  by LOVING,JIBRI",,,,,,,"FOUL  by LOVING,JIBRI",2
05:28,,,,,"MISS FT by BROWN,ISIAH",,,"MISS FT by BROWN,ISIAH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:28,,94 (+10),,84,"GOOD FT by BROWN,ISIAH",BU 94-84 (+10),,"GOOD FT by BROWN,ISIAH",2
05:16,"MISS 3PTR by DENBESTIN,COLE",,,,,,,"MISS 3PTR by DENBESTIN,COLE",2
--,"REBOUND OFF by LOVING,JIBRI",,,,,,,"REBOUND OFF by LOVING,JIBRI",2
05:10,"MISS JUMPER by LOVING,JIBRI",,,,,,,"MISS JUMPER by LOVING,JIBRI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:58,"GOOD JUMPER by DENEKA,HARRISON",96 (+12),,84,,17BSC-M 96-84 (+12),,"GOOD JUMPER by DENEKA,HARRISON",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
04:58,,,,,"FOUL  by BROWN,ISIAH",,,"FOUL  by BROWN,ISIAH",2
04:58,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by RICHARDSON,TERIK",,,"REBOUND DEF by RICHARDSON,TERIK",2
04:58,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
04:58,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
04:58,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
04:58,,,,,"SUB IN by DAVIS,RON",,,"SUB IN by DAVIS,RON",2
04:58,,,,,"SUB IN by SR,KYLE PATTERSON",,,"SUB IN by SR,KYLE PATTERSON",2
04:58,,,,,"SUB OUT by HEERINGEN,GIAN VAN",,,"SUB OUT by HEERINGEN,GIAN VAN",2
04:58,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
04:58,,,,,"SUB OUT by JONES,JUSTIN",,,"SUB OUT by JONES,JUSTIN",2
04:58,,,,,"SUB OUT by WORKS,JOHN",,,"SUB OUT by WORKS,JOHN",2
04:58,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
04:39,"FOUL  by BUTLER,TERENCE",,,,,,,"FOUL  by BUTLER,TERENCE",2
04:35,,96 (+11),,85,"GOOD FT by SR,KYLE PATTERSON",BU 96-85 (+11),,"GOOD FT by SR,KYLE PATTERSON",2
04:30,,96 (+10),,86,"GOOD FT by SR,KYLE PATTERSON",BU 96-86 (+10),,"GOOD FT by SR,KYLE PATTERSON",2
04:30,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
04:30,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
04:30,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
04:30,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
04:30,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
04:30,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
04:29,"TURNOVER  by DENEKA,HARRISON",,,,,,,"TURNOVER  by DENEKA,HARRISON",2
04:29,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
04:29,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
04:27,,,,,"MISS JUMPER by DAVIS,RON",,,"MISS JUMPER by DAVIS,RON",2
--,,,,,"REBOUND OFF by SR,KYLE PATTERSON",,,"REBOUND OFF by SR,KYLE PATTERSON",2
04:21,,96 (+8),,88,"GOOD LAYUP by SR,KYLE PATTERSON(in the paint)",BU 96-88 (+8),,"GOOD LAYUP by SR,KYLE PATTERSON(in the paint)",2
04:17,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
04:17,"GOOD FT by ALLISON,ZACH",97 (+9),,88,,17BSC-M 97-88 (+9),,"GOOD FT by ALLISON,ZACH",2
04:17,"GOOD FT by ALLISON,ZACH",98 (+10),,88,,17BSC-M 98-88 (+10),,"GOOD FT by ALLISON,ZACH",2
04:09,,,,,"MISS LAYUP by SR,KYLE PATTERSON",,,"MISS LAYUP by SR,KYLE PATTERSON",2
--,,,,,"REBOUND OFF by SR,KYLE PATTERSON",,,"REBOUND OFF by SR,KYLE PATTERSON",2
04:04,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
04:04,,98 (+9),,89,"GOOD FT by SR,KYLE PATTERSON",BU 98-89 (+9),,"GOOD FT by SR,KYLE PATTERSON",2
04:04,,98 (+8),,90,"GOOD FT by SR,KYLE PATTERSON",BU 98-90 (+8),,"GOOD FT by SR,KYLE PATTERSON",2
04:04,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
04:04,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
04:04,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
04:04,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
04:04,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
04:04,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
04:00,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
04:00,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
04:00,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
03:59,,,,,"MISS 3PTR by WEBBER,BRENT",,,"MISS 3PTR by WEBBER,BRENT",2
--,"REBOUND DEF by ALLISON,ZACH",,,,,,,"REBOUND DEF by ALLISON,ZACH",2
03:52,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
03:46,,,,,"FOUL  by WEBBER,BRENT",,,"FOUL  by WEBBER,BRENT",2
03:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:46,"GOOD FT by MOORE,KADEN",99 (+9),,90,,17BSC-M 99-90 (+9),,"GOOD FT by MOORE,KADEN",2
03:46,"MISS FT by MOORE,KADEN",,,,,,,"MISS FT by MOORE,KADEN",2
--,,,,,"REBOUND DEF by MCCOY,TOMMY",,,"REBOUND DEF by MCCOY,TOMMY",2
03:46,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
03:46,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
03:46,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
03:46,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
03:45,,,,,"TURNOVER  by WEBBER,BRENT",,,"TURNOVER  by WEBBER,BRENT",2
03:44,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
03:44,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
03:44,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
03:44,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
03:19,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
03:19,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
03:19,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
03:19,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
03:19,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
03:17,,,,,"MISS 3PTR by MCCOY,TOMMY",,,"MISS 3PTR by MCCOY,TOMMY",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
03:06,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:06,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
03:06,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
03:06,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
03:06,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
03:06,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
03:06,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
03:01,,,,,"FOUL  by DAVIS,RON",,,"FOUL  by DAVIS,RON",2
03:01,"GOOD FT by ALLISON,ZACH",100 (+10),,90,,17BSC-M 100-90 (+10),,"GOOD FT by ALLISON,ZACH",2
03:01,"GOOD FT by ALLISON,ZACH",101 (+11),,90,,17BSC-M 101-90 (+11),,"GOOD FT by ALLISON,ZACH",2
03:01,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
03:01,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
03:01,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
03:01,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
03:01,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
03:01,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
02:53,,,,,"MISS LAYUP by DAVIS,RON",,,"MISS LAYUP by DAVIS,RON",2
02:53,"BLOCK  by RUDAK,MATEUSZ",,,,,,,"BLOCK  by RUDAK,MATEUSZ",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
02:40,,,,,"STEAL  by DAVIS,RON",,,"STEAL  by DAVIS,RON",2
02:32,,,,,"MISS 3PTR by RICHARDSON,TERIK",,,"MISS 3PTR by RICHARDSON,TERIK",2
--,,,,,"REBOUND OFF by MCCOY,TOMMY",,,"REBOUND OFF by MCCOY,TOMMY",2
02:21,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
02:16,,,,,"MISS FT by MCCOY,TOMMY",,,"MISS FT by MCCOY,TOMMY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:07,,101 (+10),,91,"GOOD FT by MCCOY,TOMMY",BU 101-91 (+10),,"GOOD FT by MCCOY,TOMMY",2
02:07,"MISS JUMPER by BUTLER,TERENCE",,,,,,,"MISS JUMPER by BUTLER,TERENCE",2
--,"REBOUND OFF by RUDAK,MATEUSZ",,,,,,,"REBOUND OFF by RUDAK,MATEUSZ",2
02:07,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:07,,,,,"FOUL  by MCCOY,TOMMY",,,"FOUL  by MCCOY,TOMMY",2
02:07,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:07,"GOOD FT by RUDAK,MATEUSZ",102 (+11),,91,,17BSC-M 102-91 (+11),,"GOOD FT by RUDAK,MATEUSZ",2
02:07,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
02:07,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
02:07,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
02:07,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
02:07,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
02:07,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
02:07,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
02:07,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
02:07,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
02:07,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
02:07,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
02:07,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
02:07,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
02:07,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
02:05,,102 (+8),,94,"GOOD 3PTR by BROWN,ISIAH",BU 102-94 (+8),,"GOOD 3PTR by BROWN,ISIAH",2
--,,,,,"ASSIST  by MCCOY,TOMMY",,,"ASSIST  by MCCOY,TOMMY",2
02:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:05,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",104 (+10),,94,,17BSC-M 104-94 (+10),,"GOOD LAYUP by DENEKA,HARRISON(fastbreak)(in the paint)",2
--,"ASSIST  by BUTLER,TERENCE",,,,,,,"ASSIST  by BUTLER,TERENCE",2
02:05,,,,,"MISS 3PTR by DAVIS,RON",,,"MISS 3PTR by DAVIS,RON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:05,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
02:05,"SUB IN by ZHOU,ANDY",,,,,,,"SUB IN by ZHOU,ANDY",2
02:05,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
02:05,"SUB OUT by ZHOU,ANDY",,,,,,,"SUB OUT by ZHOU,ANDY",2
02:05,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
02:05,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
02:05,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
02:05,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
02:05,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
02:05,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
02:05,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
02:05,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
02:05,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
02:05,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
02:05,,,,,"SUB OUT by DAVIS,RON",,,"SUB OUT by DAVIS,RON",2
02:05,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
02:05,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
02:05,,,,,"SUB OUT by WEBBER,BRENT",,,"SUB OUT by WEBBER,BRENT",2
02:01,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
02:01,,,,,"SUB OUT by RICHARDSON,TERIK",,,"SUB OUT by RICHARDSON,TERIK",2
01:58,,,,,"MISS JUMPER by MCCOY,TOMMY",,,"MISS JUMPER by MCCOY,TOMMY",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
01:39,,,,,"FOUL  by HODUM,RICK",,,"FOUL  by HODUM,RICK",2
01:39,"GOOD FT by ALLISON,ZACH",105 (+11),,94,,17BSC-M 105-94 (+11),,"GOOD FT by ALLISON,ZACH",2
01:39,,,,,"SUB IN by ROBERTS,JOSHUA",,,"SUB IN by ROBERTS,JOSHUA",2
01:39,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
01:39,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
01:39,,,,,"SUB OUT by MCCOY,TOMMY",,,"SUB OUT by MCCOY,TOMMY",2
01:38,"GOOD FT by ALLISON,ZACH",106 (+12),,94,,17BSC-M 106-94 (+12),,"GOOD FT by ALLISON,ZACH",2
01:33,,,,,"MISS 3PTR by HODUM,RICK",,,"MISS 3PTR by HODUM,RICK",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
01:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:27,"TURNOVER  by BAK,CALVIN",,,,,,,"TURNOVER  by BAK,CALVIN",2
01:27,,,,,"SUB IN by HODUM,RICK",,,"SUB IN by HODUM,RICK",2
01:27,,,,,"SUB IN by JONES,JUSTIN",,,"SUB IN by JONES,JUSTIN",2
01:27,,,,,"SUB IN by WEBBER,BRENT",,,"SUB IN by WEBBER,BRENT",2
01:27,,,,,"SUB IN by RICHARDSON,TERIK",,,"SUB IN by RICHARDSON,TERIK",2
01:27,,,,,"SUB IN by BROWN,ISIAH",,,"SUB IN by BROWN,ISIAH",2
01:27,,,,,"SUB IN by MCCOY,TOMMY",,,"SUB IN by MCCOY,TOMMY",2
01:27,,,,,"SUB IN by SR,KYLE PATTERSON",,,"SUB IN by SR,KYLE PATTERSON",2
01:27,,,,,"SUB IN by DURHAM,JONATHAN",,,"SUB IN by DURHAM,JONATHAN",2
01:27,,,,,"SUB OUT by BROWN,ISIAH",,,"SUB OUT by BROWN,ISIAH",2
01:27,,,,,"SUB OUT by ROBERTS,JOSHUA",,,"SUB OUT by ROBERTS,JOSHUA",2
01:27,,,,,"SUB OUT by SR,KYLE PATTERSON",,,"SUB OUT by SR,KYLE PATTERSON",2
01:27,,,,,"SUB OUT by DURHAM,JONATHAN",,,"SUB OUT by DURHAM,JONATHAN",2
01:27,,,,,"SUB OUT by HODUM,RICK",,,"SUB OUT by HODUM,RICK",2
