Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
06:44,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:40,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
06:40,,,,,"SUB IN by HOLLIS,MITCHELL",,,"SUB IN by HOLLIS,MITCHELL",2
06:40,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
06:40,,,,,"SUB OUT by MITCHELL,JAMES",,,"SUB OUT by MITCHELL,JAMES",2
06:32,,70 (+3),,67,"GOOD LAYUP by HAYNES,CALEB(in the paint)",CCM 70-67 (+3),,"GOOD LAYUP by HAYNES,CALEB(in the paint)",2
--,,,,,"ASSIST  by PALMER,NICK",,,"ASSIST  by PALMER,NICK",2
06:17,"TURNOVER  by LOVING,JIBRI",,,,,,,"TURNOVER  by LOVING,JIBRI",2
06:17,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
06:17,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
06:17,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
06:17,"SUB OUT by LOVING,JIBRI",,,,,,,"SUB OUT by LOVING,JIBRI",2
06:05,,,,,"MISS 3PTR by CRUMLY,WILL",,,"MISS 3PTR by CRUMLY,WILL",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
05:50,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",72 (+5),,67,,17BSC-M 72-67 (+5),,"GOOD JUMPER by DENEKA,HARRISON(in the paint)",2
05:42,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:42,"SUB IN by DENBESTIN,COLE",,,,,,,"SUB IN by DENBESTIN,COLE",2
05:42,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
05:42,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
05:42,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
05:42,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
05:42,,,,,"SUB IN by BRYAN,WILLIAM",,,"SUB IN by BRYAN,WILLIAM",2
05:42,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
05:42,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
05:20,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:18,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
05:17,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
05:17,,72 (+4),,68,"GOOD FT by TWAGIRAYEZU,PATJO",CCM 72-68 (+4),,"GOOD FT by TWAGIRAYEZU,PATJO",2
05:17,,72 (+3),,69,"GOOD FT by TWAGIRAYEZU,PATJO",CCM 72-69 (+3),,"GOOD FT by TWAGIRAYEZU,PATJO",2
05:03,"MISS 3PTR by MOORE,KADEN",,,,,,,"MISS 3PTR by MOORE,KADEN",2
--,,,,,"REBOUND DEF by BRYAN,WILLIAM",,,"REBOUND DEF by BRYAN,WILLIAM",2
04:57,,,,,"TURNOVER  by BRYAN,WILLIAM",,,"TURNOVER  by BRYAN,WILLIAM",2
04:57,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
04:57,"SUB OUT by BUTLER,TERENCE",,,,,,,"SUB OUT by BUTLER,TERENCE",2
04:48,"MISS 3PTR by DENEKA,HARRISON",,,,,,,"MISS 3PTR by DENEKA,HARRISON",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
04:43,"GOOD LAYUP by MOORE,KADEN(in the paint)",74 (+5),,69,,17BSC-M 74-69 (+5),,"GOOD LAYUP by MOORE,KADEN(in the paint)",2
04:21,"FOUL  by MOORE,KADEN",,,,,,,"FOUL  by MOORE,KADEN",2
04:21,,74 (+4),,70,"GOOD FT by DRYDEN,BERTO",CCM 74-70 (+4),,"GOOD FT by DRYDEN,BERTO",2
04:21,,74 (+3),,71,"GOOD FT by DRYDEN,BERTO",CCM 74-71 (+3),,"GOOD FT by DRYDEN,BERTO",2
04:21,,,,,"SUB IN by HAYNES,CALEB",,,"SUB IN by HAYNES,CALEB",2
04:21,,,,,"SUB IN by MITCHELL,JAMES",,,"SUB IN by MITCHELL,JAMES",2
04:21,,,,,"SUB OUT by BRYAN,WILLIAM",,,"SUB OUT by BRYAN,WILLIAM",2
04:21,,,,,"SUB OUT by HOLLIS,MITCHELL",,,"SUB OUT by HOLLIS,MITCHELL",2
04:12,"MISS LAYUP by ALLISON,ZACH",,,,,,,"MISS LAYUP by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by HAYNES,CALEB",,,"REBOUND DEF by HAYNES,CALEB",2
03:56,,,,,"MISS 3PTR by MITCHELL,JAMES",,,"MISS 3PTR by MITCHELL,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:54,,,,,"FOUL  by HAYNES,CALEB",,,"FOUL  by HAYNES,CALEB",2
03:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:54,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:54,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
03:54,,,,,"SUB IN by BRYAN,WILLIAM",,,"SUB IN by BRYAN,WILLIAM",2
03:54,,,,,"SUB OUT by HAYNES,CALEB",,,"SUB OUT by HAYNES,CALEB",2
03:38,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:24,,74,,74,"GOOD 3PTR by TWAGIRAYEZU,PATJO",CCM 74-74 (0),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
03:05,"MISS JUMPER by MOORE,KADEN",,,,,,,"MISS JUMPER by MOORE,KADEN",2
--,,,,,"REBOUND DEF by PALMER,NICK",,,"REBOUND DEF by PALMER,NICK",2
02:59,,,,,"MISS LAYUP by DRYDEN,BERTO",,,"MISS LAYUP by DRYDEN,BERTO",2
02:59,"BLOCK  by MOORE,KADEN",,,,,,,"BLOCK  by MOORE,KADEN",2
--,,,,,"REBOUND OFF by BRYAN,WILLIAM",,,"REBOUND OFF by BRYAN,WILLIAM",2
02:55,,74,,77 (+3),"GOOD 3PTR by PALMER,NICK",CCM 74-77 (-3),,"GOOD 3PTR by PALMER,NICK",2
--,,,,,"ASSIST  by BRYAN,WILLIAM",,,"ASSIST  by BRYAN,WILLIAM",2
02:30,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",76,,77 (+1),,17BSC-M 76-77 (-1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
02:30,,,,,"FOUL  by PALMER,NICK",,,"FOUL  by PALMER,NICK",2
02:30,"MISS FT by DENEKA,HARRISON",,,,,,,"MISS FT by DENEKA,HARRISON",2
--,,,,,"REBOUND DEF by PALMER,NICK",,,"REBOUND DEF by PALMER,NICK",2
02:15,,76,,79 (+3),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 76-79 (-3),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
02:03,"GOOD LAYUP by BAK,CALVIN(in the paint)",78,,79 (+1),,17BSC-M 78-79 (-1),,"GOOD LAYUP by BAK,CALVIN(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
01:53,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by MOORE,KADEN",,,,,,,"REBOUND DEF by MOORE,KADEN",2
01:48,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
01:47,,,,,"STEAL  by DRYDEN,BERTO",,,"STEAL  by DRYDEN,BERTO",2
01:47,,78,,81 (+3),"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",CCM 78-81 (-3),,"GOOD LAYUP by DRYDEN,BERTO(fastbreak)(in the paint)",2
01:42,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:42,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
01:42,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
01:42,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
01:42,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
01:42,"SUB IN by ALLISON,ZACH",,,,,,,"SUB IN by ALLISON,ZACH",2
01:42,"SUB OUT by DENEKA,HARRISON",,,,,,,"SUB OUT by DENEKA,HARRISON",2
01:42,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
01:42,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
01:42,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
01:42,"SUB OUT by ALLISON,ZACH",,,,,,,"SUB OUT by ALLISON,ZACH",2
01:42,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
01:42,,,,,"SUB IN by BRYAN,WILLIAM",,,"SUB IN by BRYAN,WILLIAM",2
01:42,,,,,"SUB IN by PALMER,NICK",,,"SUB IN by PALMER,NICK",2
01:42,,,,,"SUB IN by JAUCH,JARED",,,"SUB IN by JAUCH,JARED",2
01:42,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",2
01:42,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
01:42,,,,,"SUB OUT by BRYAN,WILLIAM",,,"SUB OUT by BRYAN,WILLIAM",2
01:42,,,,,"SUB OUT by MITCHELL,JAMES",,,"SUB OUT by MITCHELL,JAMES",2
01:42,,,,,"SUB OUT by PALMER,NICK",,,"SUB OUT by PALMER,NICK",2
01:42,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
01:22,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND OFF by MOORE,KADEN",,,,,,,"REBOUND OFF by MOORE,KADEN",2
01:15,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",80,,81 (+1),,17BSC-M 80-81 (-1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
00:52,,80,,83 (+3),"GOOD JUMPER by TWAGIRAYEZU,PATJO(in the paint)",CCM 80-83 (-3),,"GOOD JUMPER by TWAGIRAYEZU,PATJO(in the paint)",2
00:38,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by PALMER,NICK",,,"REBOUND DEF by PALMER,NICK",2
00:30,"FOUL  by RUDAK,MATEUSZ",,,,,,,"FOUL  by RUDAK,MATEUSZ",2
00:30,,80,,84 (+4),"GOOD FT by JAUCH,JARED",CCM 80-84 (-4),,"GOOD FT by JAUCH,JARED",2
00:30,,80,,85 (+5),"GOOD FT by JAUCH,JARED",CCM 80-85 (-5),,"GOOD FT by JAUCH,JARED",2
00:30,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
00:30,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
00:17,"GOOD LAYUP by ALLISON,ZACH(in the paint)",82,,85 (+3),,17BSC-M 82-85 (-3),,"GOOD LAYUP by ALLISON,ZACH(in the paint)",2
00:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:17,,,,,"SUB IN by CRUMLY,WILL",,,"SUB IN by CRUMLY,WILL",2
00:17,,,,,"SUB IN by MITCHELL,JAMES",,,"SUB IN by MITCHELL,JAMES",2
00:17,,,,,"SUB IN by ZORNS,ARI",,,"SUB IN by ZORNS,ARI",2
00:17,,,,,"SUB OUT by BRYAN,WILLIAM",,,"SUB OUT by BRYAN,WILLIAM",2
00:17,,,,,"SUB OUT by PALMER,NICK",,,"SUB OUT by PALMER,NICK",2
00:17,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
00:14,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",2
00:14,,82,,86 (+4),"GOOD FT by JAUCH,JARED",CCM 82-86 (-4),,"GOOD FT by JAUCH,JARED",2
00:14,,,,,"MISS FT by JAUCH,JARED",,,"MISS FT by JAUCH,JARED",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:14,,,,,"SUB IN by BRYAN,WILLIAM",,,"SUB IN by BRYAN,WILLIAM",2
00:14,,,,,"SUB IN by PALMER,NICK",,,"SUB IN by PALMER,NICK",2
00:14,,,,,"SUB OUT by CRUMLY,WILL",,,"SUB OUT by CRUMLY,WILL",2
00:14,,,,,"SUB OUT by MITCHELL,JAMES",,,"SUB OUT by MITCHELL,JAMES",2
00:04,"MISS JUMPER by ALLISON,ZACH",,,,,,,"MISS JUMPER by ALLISON,ZACH",2
--,,,,,"REBOUND DEF by SPRAGG,BAILEY",,,"REBOUND DEF by SPRAGG,BAILEY",2
00:02,,,,,"FOUL  by TWAGIRAYEZU,PATJO",,,"FOUL  by TWAGIRAYEZU,PATJO",2
00:02,"MISS FT by MOORE,KADEN",,,,,,,"MISS FT by MOORE,KADEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:02,"MISS FT by MOORE,KADEN",,,,,,,"MISS FT by MOORE,KADEN",2
--,,,,,"REBOUND DEF by PALMER,NICK",,,"REBOUND DEF by PALMER,NICK",2
00:02,,,,,"SUB IN by MITCHELL,JAMES",,,"SUB IN by MITCHELL,JAMES",2
00:02,,,,,"SUB OUT by JAUCH,JARED",,,"SUB OUT by JAUCH,JARED",2
