Time Remaining,17BSC-M,Away Team Score,Play Team Indicator,Home Team Score,EUM,Game Score,Team Indicator,Play,Period
05:45,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by DAVET,MATT",,,"REBOUND DEF by DAVET,MATT",2
05:45,"FOUL  by SPENCE,BEN",,,,,,,"FOUL  by SPENCE,BEN",2
05:45,,70,,72 (+2),"GOOD FT by WILLIAMS,ROMIN",EUM 70-72 (-2),,"GOOD FT by WILLIAMS,ROMIN",2
05:45,,70,,73 (+3),"GOOD FT by WILLIAMS,ROMIN",EUM 70-73 (-3),,"GOOD FT by WILLIAMS,ROMIN",2
05:45,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",2
05:45,"SUB IN by DENEKA,HARRISON",,,,,,,"SUB IN by DENEKA,HARRISON",2
05:45,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
05:45,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
05:36,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
05:35,,,,,"STEAL  by GIGAX,ADAM",,,"STEAL  by GIGAX,ADAM",2
05:21,,,,,"MISS JUMPER by BAITEY,GEBEREAL",,,"MISS JUMPER by BAITEY,GEBEREAL",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
05:03,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",72,,73 (+1),,17BSC-M 72-73 (-1),,"GOOD LAYUP by DENEKA,HARRISON(in the paint)",2
04:58,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:58,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
04:58,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
04:58,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",2
04:58,"SUB OUT by DENBESTIN,COLE",,,,,,,"SUB OUT by DENBESTIN,COLE",2
04:46,,,,,"MISS 3PTR by GIGAX,ADAM",,,"MISS 3PTR by GIGAX,ADAM",2
--,"REBOUND DEF by DENEKA,HARRISON",,,,,,,"REBOUND DEF by DENEKA,HARRISON",2
04:33,"MISS 3PTR by ALLISON,ZACH",,,,,,,"MISS 3PTR by ALLISON,ZACH",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
04:29,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
04:29,,,,,"BLOCK  by DAVET,MATT",,,"BLOCK  by DAVET,MATT",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:25,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",2
04:25,,,,,"SUB OUT by DAVET,MATT",,,"SUB OUT by DAVET,MATT",2
04:19,,,,,"FOUL  by AVANT,DONALD",,,"FOUL  by AVANT,DONALD",2
04:19,"MISS FT by RUDAK,MATEUSZ",,,,,,,"MISS FT by RUDAK,MATEUSZ",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:19,"GOOD FT by RUDAK,MATEUSZ",73,,73,,17BSC-M 73-73 (0),,"GOOD FT by RUDAK,MATEUSZ",2
04:16,,,,,"MISS 3PTR by BOMMARITO,BEAU",,,"MISS 3PTR by BOMMARITO,BEAU",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
03:55,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
03:53,,,,,"STEAL  by GIGAX,ADAM",,,"STEAL  by GIGAX,ADAM",2
03:50,,73,,75 (+2),"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",EUM 73-75 (-2),,"GOOD LAYUP by WILLIAMS,ROMIN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GIGAX,ADAM",,,"ASSIST  by GIGAX,ADAM",2
03:38,"MISS LAYUP by RUDAK,MATEUSZ",,,,,,,"MISS LAYUP by RUDAK,MATEUSZ",2
--,,,,,"REBOUND DEF by BAITEY,GEBEREAL",,,"REBOUND DEF by BAITEY,GEBEREAL",2
03:13,,73,,77 (+4),"GOOD LAYUP by BAITEY,GEBEREAL(in the paint)",EUM 73-77 (-4),,"GOOD LAYUP by BAITEY,GEBEREAL(in the paint)",2
--,,,,,"ASSIST  by BOMMARITO,BEAU",,,"ASSIST  by BOMMARITO,BEAU",2
02:56,"GOOD JUMPER by RUDAK,MATEUSZ",75,,77 (+2),,17BSC-M 75-77 (-2),,"GOOD JUMPER by RUDAK,MATEUSZ",2
--,"ASSIST  by BAK,CALVIN",,,,,,,"ASSIST  by BAK,CALVIN",2
02:50,,,,,"TURNOVER  by AVANT,DONALD",,,"TURNOVER  by AVANT,DONALD",2
02:49,"GOOD LAYUP by BAK,CALVIN(fastbreak)(in the paint)",77,,77,,17BSC-M 77-77 (0),,"GOOD LAYUP by BAK,CALVIN(fastbreak)(in the paint)",2
--,"ASSIST  by DENEKA,HARRISON",,,,,,,"ASSIST  by DENEKA,HARRISON",2
02:48,"STEAL  by DENEKA,HARRISON",,,,,,,"STEAL  by DENEKA,HARRISON",2
02:40,,77,,79 (+2),"GOOD LAYUP by AVANT,DONALD(in the paint)",EUM 77-79 (-2),,"GOOD LAYUP by AVANT,DONALD(in the paint)",2
02:08,"TURNOVER  by RUDAK,MATEUSZ",,,,,,,"TURNOVER  by RUDAK,MATEUSZ",2
02:08,,,,,"STEAL  by BOMMARITO,BEAU",,,"STEAL  by BOMMARITO,BEAU",2
02:08,"FOUL  by BAK,CALVIN",,,,,,,"FOUL  by BAK,CALVIN",2
02:08,,77,,80 (+3),"GOOD FT by WILLIAMS,ROMIN",EUM 77-80 (-3),,"GOOD FT by WILLIAMS,ROMIN",2
02:08,,77,,81 (+4),"GOOD FT by WILLIAMS,ROMIN",EUM 77-81 (-4),,"GOOD FT by WILLIAMS,ROMIN",2
02:08,"SUB IN by MOORE,KADEN",,,,,,,"SUB IN by MOORE,KADEN",2
02:08,"SUB OUT by YANCEY,RICH",,,,,,,"SUB OUT by YANCEY,RICH",2
02:08,,,,,"SUB IN by AVANT,CHRISTOPHER",,,"SUB IN by AVANT,CHRISTOPHER",2
02:08,,,,,"SUB OUT by AVANT,DONALD",,,"SUB OUT by AVANT,DONALD",2
01:44,"MISS LAYUP by DENEKA,HARRISON",,,,,,,"MISS LAYUP by DENEKA,HARRISON",2
01:44,,,,,"BLOCK  by BOMMARITO,BEAU",,,"BLOCK  by BOMMARITO,BEAU",2
--,"REBOUND OFF by DENEKA,HARRISON",,,,,,,"REBOUND OFF by DENEKA,HARRISON",2
01:37,"TURNOVER  by MOORE,KADEN",,,,,,,"TURNOVER  by MOORE,KADEN",2
01:37,,77,,83 (+6),"GOOD JUMPER by WILLIAMS,ROMIN(in the paint)",EUM 77-83 (-6),,"GOOD JUMPER by WILLIAMS,ROMIN(in the paint)",2
01:36,"TURNOVER  by ALLISON,ZACH",,,,,,,"TURNOVER  by ALLISON,ZACH",2
01:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,,,,,"MISS JUMPER by WILLIAMS,ROMIN",,,"MISS JUMPER by WILLIAMS,ROMIN",2
--,"REBOUND DEF by RUDAK,MATEUSZ",,,,,,,"REBOUND DEF by RUDAK,MATEUSZ",2
00:42,,,,,"FOUL  by BOMMARITO,BEAU",,,"FOUL  by BOMMARITO,BEAU",2
00:42,"GOOD FT by DENEKA,HARRISON",78,,83 (+5),,17BSC-M 78-83 (-5),,"GOOD FT by DENEKA,HARRISON",2
00:42,"GOOD FT by DENEKA,HARRISON",79,,83 (+4),,17BSC-M 79-83 (-4),,"GOOD FT by DENEKA,HARRISON",2
00:42,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:42,"SUB OUT by BAK,CALVIN",,,,,,,"SUB OUT by BAK,CALVIN",2
00:35,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",2
00:35,,79,,84 (+5),"GOOD FT by BOMMARITO,BEAU",EUM 79-84 (-5),,"GOOD FT by BOMMARITO,BEAU",2
00:35,,79,,85 (+6),"GOOD FT by BOMMARITO,BEAU",EUM 79-85 (-6),,"GOOD FT by BOMMARITO,BEAU",2
00:35,"SUB IN by BUTLER,TERENCE",,,,,,,"SUB IN by BUTLER,TERENCE",2
00:35,"SUB OUT by MOORE,KADEN",,,,,,,"SUB OUT by MOORE,KADEN",2
00:29,"SUB IN by BAK,CALVIN",,,,,,,"SUB IN by BAK,CALVIN",2
00:29,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
00:26,"GOOD 3PTR by DENEKA,HARRISON",82,,85 (+3),,17BSC-M 82-85 (-3),,"GOOD 3PTR by DENEKA,HARRISON",2
--,"ASSIST  by ALLISON,ZACH",,,,,,,"ASSIST  by ALLISON,ZACH",2
00:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:20,"FOUL  by DENEKA,HARRISON",,,,,,,"FOUL  by DENEKA,HARRISON",2
00:20,,82,,86 (+4),"GOOD FT by WILLIAMS,ROMIN",EUM 82-86 (-4),,"GOOD FT by WILLIAMS,ROMIN",2
00:20,,82,,87 (+5),"GOOD FT by WILLIAMS,ROMIN",EUM 82-87 (-5),,"GOOD FT by WILLIAMS,ROMIN",2
00:20,,,,,"SUB IN by STUCK,NICK",,,"SUB IN by STUCK,NICK",2
00:20,,,,,"SUB OUT by GIGAX,ADAM",,,"SUB OUT by GIGAX,ADAM",2
00:16,"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",84,,87 (+3),,17BSC-M 84-87 (-3),,"GOOD LAYUP by ALLISON,ZACH(fastbreak)(in the paint)",2
00:11,"FOUL  by ALLISON,ZACH",,,,,,,"FOUL  by ALLISON,ZACH",2
00:11,,84,,88 (+4),"GOOD FT by BOMMARITO,BEAU",EUM 84-88 (-4),,"GOOD FT by BOMMARITO,BEAU",2
00:11,,84,,89 (+5),"GOOD FT by BOMMARITO,BEAU",EUM 84-89 (-5),,"GOOD FT by BOMMARITO,BEAU",2
00:04,,,,,"FOUL  by AVANT,CHRISTOPHER",,,"FOUL  by AVANT,CHRISTOPHER",2
00:04,"GOOD FT by ALLISON,ZACH",85,,89 (+4),,17BSC-M 85-89 (-4),,"GOOD FT by ALLISON,ZACH",2
00:04,"GOOD FT by ALLISON,ZACH",86,,89 (+3),,17BSC-M 86-89 (-3),,"GOOD FT by ALLISON,ZACH",2
00:04,"FOUL  by GONDA,MATT",,,,,,,"FOUL  by GONDA,MATT",2
00:04,,86,,90 (+4),"GOOD FT by WILLIAMS,ROMIN",EUM 86-90 (-4),,"GOOD FT by WILLIAMS,ROMIN",2
00:04,,86,,91 (+5),"GOOD FT by WILLIAMS,ROMIN",EUM 86-91 (-5),,"GOOD FT by WILLIAMS,ROMIN",2
00:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:04,"SUB IN by RUDAK,MATEUSZ",,,,,,,"SUB IN by RUDAK,MATEUSZ",2
00:04,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",2
00:04,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",2
00:04,"SUB OUT by RUDAK,MATEUSZ",,,,,,,"SUB OUT by RUDAK,MATEUSZ",2
00:04,,,,,"SUB IN by AVANT,DONALD",,,"SUB IN by AVANT,DONALD",2
00:04,,,,,"SUB IN by GIGAX,ADAM",,,"SUB IN by GIGAX,ADAM",2
00:04,,,,,"SUB OUT by STUCK,NICK",,,"SUB OUT by STUCK,NICK",2
00:04,,,,,"SUB OUT by AVANT,CHRISTOPHER",,,"SUB OUT by AVANT,CHRISTOPHER",2
00:01,"MISS 3PTR by BAK,CALVIN",,,,,,,"MISS 3PTR by BAK,CALVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
