Time Remaining,MCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
15:13,,,,,"MISS 3PTR by MULLANEY,JEFF",,,"MISS 3PTR by MULLANEY,JEFF",2
--,"REBOUND DEF by RUCKER,DONALD",,,,,,,"REBOUND DEF by RUCKER,DONALD",2
15:01,"GOOD JUMPER by STANLEY,MILTON",32,,46 (+14),,MCM 32-46 (+14),,"GOOD JUMPER by STANLEY,MILTON",2
14:33,"FOUL  by WILLETT,MAVERICK",,,,,,,"FOUL  by WILLETT,MAVERICK",2
14:33,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
14:33,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
14:33,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
14:33,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
14:11,"FOUL  by RUCKER,DONALD",,,,,,,"FOUL  by RUCKER,DONALD",2
14:11,"SUB IN by P. BURRIS,J",,,,,,,"SUB IN by P. BURRIS,J",2
14:11,"SUB OUT by STANLEY,MILTON",,,,,,,"SUB OUT by STANLEY,MILTON",2
13:46,,,,,"TURNOVER  by ROSS,GREG",,,"TURNOVER  by ROSS,GREG",2
13:45,"STEAL  by WILLIAMSON,BEN",,,,,,,"STEAL  by WILLIAMSON,BEN",2
13:28,"MISS JUMPER by WILLETT,MAVERICK",,,,,,,"MISS JUMPER by WILLETT,MAVERICK",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
13:21,,32,,49 (+17),"GOOD 3PTR by MULLANEY,JEFF",CENTRE_M 32-49 (+17),,"GOOD 3PTR by MULLANEY,JEFF",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
13:04,"GOOD LAYUP by RUCKER,DONALD(in the paint)",34,,49 (+15),,MCM 34-49 (+15),,"GOOD LAYUP by RUCKER,DONALD(in the paint)",2
13:04,,,,,"FOUL  by MULLANEY,JEFF",,,"FOUL  by MULLANEY,JEFF",2
13:04,"GOOD FT by RUCKER,DONALD",35,,49 (+14),,MCM 35-49 (+14),,"GOOD FT by RUCKER,DONALD",2
13:04,"SUB IN by BODEWIG,JOEY",,,,,,,"SUB IN by BODEWIG,JOEY",2
13:04,"SUB OUT by WILLETT,MAVERICK",,,,,,,"SUB OUT by WILLETT,MAVERICK",2
13:04,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
13:04,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
12:48,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by BODEWIG,JOEY",,,,,,,"REBOUND DEF by BODEWIG,JOEY",2
12:30,"TURNOVER  by LAMBERT,WES",,,,,,,"TURNOVER  by LAMBERT,WES",2
12:28,,,,,"STEAL  by TAYLOR,CHRIS",,,"STEAL  by TAYLOR,CHRIS",2
12:21,,35,,51 (+16),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 35-51 (+16),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,CHRIS",,,"ASSIST  by TAYLOR,CHRIS",2
12:07,"GOOD JUMPER by RUCKER,DONALD",37,,51 (+14),,MCM 37-51 (+14),,"GOOD JUMPER by RUCKER,DONALD",2
--,"ASSIST  by LAMBERT,WES",,,,,,,"ASSIST  by LAMBERT,WES",2
11:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:40,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
11:40,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
11:34,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by STANLEY,MILTON",,,,,,,"REBOUND DEF by STANLEY,MILTON",2
11:22,"TURNOVER  by WILLIAMSON,BEN",,,,,,,"TURNOVER  by WILLIAMSON,BEN",2
11:21,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
11:00,"FOUL  by BODEWIG,JOEY",,,,,,,"FOUL  by BODEWIG,JOEY",2
11:00,,37,,52 (+15),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 37-52 (+15),,"GOOD FT by LOPEZ,COLLIN",2
11:00,,37,,53 (+16),"GOOD FT by LOPEZ,COLLIN",CENTRE_M 37-53 (+16),,"GOOD FT by LOPEZ,COLLIN",2
11:00,"SUB IN by BUTLER,OSCAR",,,,,,,"SUB IN by BUTLER,OSCAR",2
11:00,"SUB IN by FORD,CHRISTIAN",,,,,,,"SUB IN by FORD,CHRISTIAN",2
11:00,"SUB OUT by RUCKER,DONALD",,,,,,,"SUB OUT by RUCKER,DONALD",2
11:00,"SUB OUT by WILLIAMSON,BEN",,,,,,,"SUB OUT by WILLIAMSON,BEN",2
11:00,,,,,"SUB IN by ELLIS,BRYON",,,"SUB IN by ELLIS,BRYON",2
11:00,,,,,"SUB IN by JACKSON,CASEY",,,"SUB IN by JACKSON,CASEY",2
11:00,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
11:00,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
10:48,"MISS JUMPER by STANLEY,MILTON",,,,,,,"MISS JUMPER by STANLEY,MILTON",2
--,"REBOUND OFF by FORD,CHRISTIAN",,,,,,,"REBOUND OFF by FORD,CHRISTIAN",2
10:45,"MISS JUMPER by FORD,CHRISTIAN",,,,,,,"MISS JUMPER by FORD,CHRISTIAN",2
10:45,,,,,"BLOCK  by MELLOAN,JAMES",,,"BLOCK  by MELLOAN,JAMES",2
--,"REBOUND OFF by STANLEY,MILTON",,,,,,,"REBOUND OFF by STANLEY,MILTON",2
10:39,"MISS JUMPER by STANLEY,MILTON",,,,,,,"MISS JUMPER by STANLEY,MILTON",2
--,"REBOUND OFF by P. BURRIS,J",,,,,,,"REBOUND OFF by P. BURRIS,J",2
10:39,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
10:39,"GOOD FT by P. BURRIS,J",38,,53 (+15),,MCM 38-53 (+15),,"GOOD FT by P. BURRIS,J",2
10:39,"GOOD FT by P. BURRIS,J",39,,53 (+14),,MCM 39-53 (+14),,"GOOD FT by P. BURRIS,J",2
10:39,,,,,"SUB IN by ROSS,GREG",,,"SUB IN by ROSS,GREG",2
10:39,,,,,"SUB OUT by MELLOAN,JAMES",,,"SUB OUT by MELLOAN,JAMES",2
10:09,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
09:43,,,,,"MISS 3PTR by JACKSON,CASEY",,,"MISS 3PTR by JACKSON,CASEY",2
--,,,,,"REBOUND OFF by ROSS,GREG",,,"REBOUND OFF by ROSS,GREG",2
09:40,"FOUL  by BODEWIG,JOEY",,,,,,,"FOUL  by BODEWIG,JOEY",2
09:40,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
09:40,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
09:23,"FOUL  by FORD,CHRISTIAN",,,,,,,"FOUL  by FORD,CHRISTIAN",2
08:50,,,,,"MISS 3PTR by ROSS,GREG",,,"MISS 3PTR by ROSS,GREG",2
--,"REBOUND DEF by BUTLER,OSCAR",,,,,,,"REBOUND DEF by BUTLER,OSCAR",2
08:37,"MISS 3PTR by BUTLER,OSCAR",,,,,,,"MISS 3PTR by BUTLER,OSCAR",2
--,"REBOUND OFF by BODEWIG,JOEY",,,,,,,"REBOUND OFF by BODEWIG,JOEY",2
08:32,"TURNOVER  by BODEWIG,JOEY",,,,,,,"TURNOVER  by BODEWIG,JOEY",2
08:30,,,,,"STEAL  by ELLIS,BRYON",,,"STEAL  by ELLIS,BRYON",2
08:27,,39,,55 (+16),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 39-55 (+16),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
08:16,"MISS JUMPER by STANLEY,MILTON",,,,,,,"MISS JUMPER by STANLEY,MILTON",2
--,,,,,"REBOUND DEF by ELLIS,BRYON",,,"REBOUND DEF by ELLIS,BRYON",2
08:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:05,"SUB IN by WILLETT,MAVERICK",,,,,,,"SUB IN by WILLETT,MAVERICK",2
08:05,"SUB IN by STANLEY,MILTON",,,,,,,"SUB IN by STANLEY,MILTON",2
08:05,"SUB OUT by BUTLER,OSCAR",,,,,,,"SUB OUT by BUTLER,OSCAR",2
08:05,"SUB OUT by BODEWIG,JOEY",,,,,,,"SUB OUT by BODEWIG,JOEY",2
08:05,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
08:05,,,,,"SUB IN by MULLANEY,JEFF",,,"SUB IN by MULLANEY,JEFF",2
08:05,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
08:05,,,,,"SUB OUT by JACKSON,CASEY",,,"SUB OUT by JACKSON,CASEY",2
07:50,,39,,57 (+18),"GOOD LAYUP by ROSS,GREG(in the paint)",CENTRE_M 39-57 (+18),,"GOOD LAYUP by ROSS,GREG(in the paint)",2
07:29,,,,,"FOUL  by ELLIS,BRYON",,,"FOUL  by ELLIS,BRYON",2
07:29,"GOOD FT by STANLEY,MILTON",40,,57 (+17),,MCM 40-57 (+17),,"GOOD FT by STANLEY,MILTON",2
07:29,"GOOD FT by STANLEY,MILTON",41,,57 (+16),,MCM 41-57 (+16),,"GOOD FT by STANLEY,MILTON",2
07:05,,,,,"MISS JUMPER by MULLANEY,JEFF",,,"MISS JUMPER by MULLANEY,JEFF",2
07:05,"BLOCK  by P. BURRIS,J",,,,,,,"BLOCK  by P. BURRIS,J",2
--,,,,,"REBOUND OFF by MULLANEY,JEFF",,,"REBOUND OFF by MULLANEY,JEFF",2
06:55,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",2
--,"REBOUND DEF by LAMBERT,WES",,,,,,,"REBOUND DEF by LAMBERT,WES",2
06:49,"MISS JUMPER by WILLETT,MAVERICK",,,,,,,"MISS JUMPER by WILLETT,MAVERICK",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
06:28,"FOUL  by WILLETT,MAVERICK",,,,,,,"FOUL  by WILLETT,MAVERICK",2
06:28,,41,,58 (+17),"GOOD FT by ROSS,GREG",CENTRE_M 41-58 (+17),,"GOOD FT by ROSS,GREG",2
06:28,,41,,59 (+18),"GOOD FT by ROSS,GREG",CENTRE_M 41-59 (+18),,"GOOD FT by ROSS,GREG",2
06:28,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
06:28,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
06:28,,,,,"SUB OUT by NEWSOME,TAYLOR",,,"SUB OUT by NEWSOME,TAYLOR",2
06:28,,,,,"SUB OUT by GRIGGS,MATT",,,"SUB OUT by GRIGGS,MATT",2
06:16,"MISS JUMPER by WILLETT,MAVERICK",,,,,,,"MISS JUMPER by WILLETT,MAVERICK",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
05:59,,41,,61 (+20),"GOOD JUMPER by TAYLOR,CHRIS",CENTRE_M 41-61 (+20),,"GOOD JUMPER by TAYLOR,CHRIS",2
05:43,"MISS JUMPER by FORD,CHRISTIAN",,,,,,,"MISS JUMPER by FORD,CHRISTIAN",2
--,"REBOUND OFF by RUCKER,DONALD",,,,,,,"REBOUND OFF by RUCKER,DONALD",2
05:40,"GOOD LAYUP by RUCKER,DONALD(in the paint)",43,,61 (+18),,MCM 43-61 (+18),,"GOOD LAYUP by RUCKER,DONALD(in the paint)",2
05:24,,,,,"MISS LAYUP by MULLANEY,JEFF",,,"MISS LAYUP by MULLANEY,JEFF",2
05:24,"BLOCK  by STANLEY,MILTON",,,,,,,"BLOCK  by STANLEY,MILTON",2
--,"REBOUND DEF by STANLEY,MILTON",,,,,,,"REBOUND DEF by STANLEY,MILTON",2
05:18,"TURNOVER  by STANLEY,MILTON",,,,,,,"TURNOVER  by STANLEY,MILTON",2
05:18,"SUB IN by WILLIAMSON,BEN",,,,,,,"SUB IN by WILLIAMSON,BEN",2
05:18,"SUB OUT by FORD,CHRISTIAN",,,,,,,"SUB OUT by FORD,CHRISTIAN",2
05:10,,,,,"TURNOVER  by TAYLOR,CHRIS",,,"TURNOVER  by TAYLOR,CHRIS",2
05:01,"MISS 3PTR by WILLIAMSON,BEN",,,,,,,"MISS 3PTR by WILLIAMSON,BEN",2
--,"REBOUND OFF by WILLETT,MAVERICK",,,,,,,"REBOUND OFF by WILLETT,MAVERICK",2
04:52,"GOOD LAYUP by WILLIAMSON,BEN(in the paint)",45,,61 (+16),,MCM 45-61 (+16),,"GOOD LAYUP by WILLIAMSON,BEN(in the paint)",2
04:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:14,,,,,"MISS JUMPER by ROSS,GREG",,,"MISS JUMPER by ROSS,GREG",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
04:10,"FOUL  by RUCKER,DONALD",,,,,,,"FOUL  by RUCKER,DONALD",2
04:10,,45,,62 (+17),"GOOD FT by KARSNER,JOSH",CENTRE_M 45-62 (+17),,"GOOD FT by KARSNER,JOSH",2
04:10,,45,,63 (+18),"GOOD FT by KARSNER,JOSH",CENTRE_M 45-63 (+18),,"GOOD FT by KARSNER,JOSH",2
04:10,"SUB IN by RUCKER,DONALD",,,,,,,"SUB IN by RUCKER,DONALD",2
04:10,"SUB OUT by LAMBERT,WES",,,,,,,"SUB OUT by LAMBERT,WES",2
04:02,"MISS LAYUP by WILLIAMSON,BEN",,,,,,,"MISS LAYUP by WILLIAMSON,BEN",2
--,"REBOUND OFF by WILLIAMSON,BEN",,,,,,,"REBOUND OFF by WILLIAMSON,BEN",2
03:58,"GOOD JUMPER by STANLEY,MILTON",47,,63 (+16),,MCM 47-63 (+16),,"GOOD JUMPER by STANLEY,MILTON",2
--,"ASSIST  by WILLIAMSON,BEN",,,,,,,"ASSIST  by WILLIAMSON,BEN",2
03:19,"FOUL  by WILLIAMSON,BEN",,,,,,,"FOUL  by WILLIAMSON,BEN",2
03:19,,47,,64 (+17),"GOOD FT by MULLANEY,JEFF",CENTRE_M 47-64 (+17),,"GOOD FT by MULLANEY,JEFF",2
03:19,,47,,65 (+18),"GOOD FT by MULLANEY,JEFF",CENTRE_M 47-65 (+18),,"GOOD FT by MULLANEY,JEFF",2
03:19,,47,,66 (+19),"GOOD FT by MULLANEY,JEFF",CENTRE_M 47-66 (+19),,"GOOD FT by MULLANEY,JEFF",2
03:19,"SUB IN by SIBLEY,RANDE",,,,,,,"SUB IN by SIBLEY,RANDE",2
03:19,"SUB OUT by WILLIAMSON,BEN",,,,,,,"SUB OUT by WILLIAMSON,BEN",2
03:06,"MISS LAYUP by RUCKER,DONALD",,,,,,,"MISS LAYUP by RUCKER,DONALD",2
--,,,,,"REBOUND DEF by ROSS,GREG",,,"REBOUND DEF by ROSS,GREG",2
02:42,,,,,"MISS LAYUP by TAYLOR,CHRIS",,,"MISS LAYUP by TAYLOR,CHRIS",2
--,"REBOUND DEF by WILLETT,MAVERICK",,,,,,,"REBOUND DEF by WILLETT,MAVERICK",2
02:35,"GOOD 3PTR by SIBLEY,RANDE",50,,66 (+16),,MCM 50-66 (+16),,"GOOD 3PTR by SIBLEY,RANDE",2
--,"ASSIST  by P. BURRIS,J",,,,,,,"ASSIST  by P. BURRIS,J",2
02:20,,50,,68 (+18),"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",CENTRE_M 50-68 (+18),,"GOOD LAYUP by TAYLOR,CHRIS(in the paint)",2
02:07,"MISS JUMPER by P. BURRIS,J",,,,,,,"MISS JUMPER by P. BURRIS,J",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
01:39,"FOUL  by WILLETT,MAVERICK",,,,,,,"FOUL  by WILLETT,MAVERICK",2
01:39,,50,,69 (+19),"GOOD FT by ROSS,GREG",CENTRE_M 50-69 (+19),,"GOOD FT by ROSS,GREG",2
01:39,,50,,70 (+20),"GOOD FT by ROSS,GREG",CENTRE_M 50-70 (+20),,"GOOD FT by ROSS,GREG",2
01:39,"SUB IN by BODEWIG,JOEY",,,,,,,"SUB IN by BODEWIG,JOEY",2
01:39,"SUB IN by FORD,CHRISTIAN",,,,,,,"SUB IN by FORD,CHRISTIAN",2
01:39,"SUB IN by BUTLER,OSCAR",,,,,,,"SUB IN by BUTLER,OSCAR",2
01:39,"SUB OUT by RUCKER,DONALD",,,,,,,"SUB OUT by RUCKER,DONALD",2
01:39,"SUB OUT by WILLETT,MAVERICK",,,,,,,"SUB OUT by WILLETT,MAVERICK",2
01:39,"SUB OUT by P. BURRIS,J",,,,,,,"SUB OUT by P. BURRIS,J",2
01:39,,,,,"SUB IN by GRIGGS,MATT",,,"SUB IN by GRIGGS,MATT",2
01:39,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
01:39,,,,,"SUB IN by MELLOAN,JAMES",,,"SUB IN by MELLOAN,JAMES",2
01:39,,,,,"SUB IN by JACKSON,CASEY",,,"SUB IN by JACKSON,CASEY",2
01:39,,,,,"SUB IN by NEWSOME,TAYLOR",,,"SUB IN by NEWSOME,TAYLOR",2
01:39,,,,,"SUB OUT by ELLIS,BRYON",,,"SUB OUT by ELLIS,BRYON",2
01:39,,,,,"SUB OUT by ROSS,GREG",,,"SUB OUT by ROSS,GREG",2
01:39,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
01:39,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
01:39,,,,,"SUB OUT by MULLANEY,JEFF",,,"SUB OUT by MULLANEY,JEFF",2
01:30,"MISS JUMPER by SIBLEY,RANDE",,,,,,,"MISS JUMPER by SIBLEY,RANDE",2
--,,,,,"REBOUND DEF by NEWSOME,TAYLOR",,,"REBOUND DEF by NEWSOME,TAYLOR",2
00:56,,,,,"MISS LAYUP by GRIGGS,MATT",,,"MISS LAYUP by GRIGGS,MATT",2
00:56,"BLOCK  by BUTLER,OSCAR",,,,,,,"BLOCK  by BUTLER,OSCAR",2
--,"REBOUND DEF by BODEWIG,JOEY",,,,,,,"REBOUND DEF by BODEWIG,JOEY",2
00:51,"TURNOVER  by BODEWIG,JOEY",,,,,,,"TURNOVER  by BODEWIG,JOEY",2
00:50,,,,,"STEAL  by JACKSON,CASEY",,,"STEAL  by JACKSON,CASEY",2
00:33,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",2
00:31,"STEAL  by FORD,CHRISTIAN",,,,,,,"STEAL  by FORD,CHRISTIAN",2
00:27,"MISS LAYUP by FORD,CHRISTIAN",,,,,,,"MISS LAYUP by FORD,CHRISTIAN",2
00:27,,,,,"BLOCK  by LOPEZ,COLLIN",,,"BLOCK  by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
00:21,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
00:20,"STEAL  by FORD,CHRISTIAN",,,,,,,"STEAL  by FORD,CHRISTIAN",2
00:18,"MISS JUMPER by BUTLER,OSCAR",,,,,,,"MISS JUMPER by BUTLER,OSCAR",2
--,,,,,"REBOUND DEF by JACKSON,CASEY",,,"REBOUND DEF by JACKSON,CASEY",2
00:09,,,,,"TURNOVER  by GRIGGS,MATT",,,"TURNOVER  by GRIGGS,MATT",2
00:00,"MISS 3PTR by FORD,CHRISTIAN",,,,,,,"MISS 3PTR by FORD,CHRISTIAN",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
