Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:16,,,,,"FOUL  by SPENCE,SAMUEL",,,"FOUL  by SPENCE,SAMUEL",1
02:16,,,,,"TURNOVER  by SPENCE,SAMUEL",,,"TURNOVER  by SPENCE,SAMUEL",1
02:16,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",1
02:16,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",1
01:54,"GOOD JUMPER by GERNATT,JONATHAN(in the paint)",43 (+6),,37,,COV 43-37 (-6),,"GOOD JUMPER by GERNATT,JONATHAN(in the paint)",1
01:35,,,,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",,,"MISS JUMPER by BISHOP,BRYSON(in the paint)",1
--,,,,,"REBOUND OFF by BISHOP,BRYSON",,,"REBOUND OFF by BISHOP,BRYSON",1
01:30,,,,,"MISS LAYUP by BISHOP,BRYSON(in the paint)",,,"MISS LAYUP by BISHOP,BRYSON(in the paint)",1
01:30,"BLOCK  by MATHIS,WALKER",,,,,,,"BLOCK  by MATHIS,WALKER",1
--,"REBOUND DEF by MATHIS,WALKER",,,,,,,"REBOUND DEF by MATHIS,WALKER",1
01:19,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",1
01:19,"GOOD FT by NOEL,MALCOLM",44 (+7),,37,,COV 44-37 (-7),,"GOOD FT by NOEL,MALCOLM",1
01:19,"GOOD FT by NOEL,MALCOLM",45 (+8),,37,,COV 45-37 (-8),,"GOOD FT by NOEL,MALCOLM",1
01:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:03,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",1
01:03,"STEAL  by NOEL,MALCOLM",,,,,,,"STEAL  by NOEL,MALCOLM",1
00:47,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",47 (+10),,37,,COV 47-37 (-10),,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",1
00:38,,,,,"MISS 3PTR by GREEN,KALEB",,,"MISS 3PTR by GREEN,KALEB",1
--,"REBOUND DEF by CROWDEN,LUKE",,,,,,,"REBOUND DEF by CROWDEN,LUKE",1
00:32,"GOOD LAYUP by NOEL,MALCOLM(fastbreak)(in the paint)",49 (+12),,37,,COV 49-37 (-12),,"GOOD LAYUP by NOEL,MALCOLM(fastbreak)(in the paint)",1
00:05,,,,,"MISS LAYUP by SPENCE,SAMUEL(in the paint)",,,"MISS LAYUP by SPENCE,SAMUEL(in the paint)",1
--,,,,,"REBOUND OFF by GREEN,KALEB",,,"REBOUND OFF by GREEN,KALEB",1
00:05,"FOUL  by MATHIS,WALKER",,,,,,,"FOUL  by MATHIS,WALKER",1
00:05,,,,,"MISS FT by GREEN,KALEB",,,"MISS FT by GREEN,KALEB",1
00:05,,49 (+11),,38,"GOOD FT by GREEN,KALEB",BSC 49-38 (-11),,"GOOD FT by GREEN,KALEB",1
00:05,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",1
00:05,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
20:00,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
20:00,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
20:00,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
20:00,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
20:00,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
19:42,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
19:34,,49 (+9),,40,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 49-40 (-9),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
19:34,"SUB OUT by IGBANU,PROMISE",,,,,,,"SUB OUT by IGBANU,PROMISE",2
19:34,"SUB IN by MATHIS,WALKER",,,,,,,"SUB IN by MATHIS,WALKER",2
19:30,,,,,"FOUL  by JACKSON,MARTISE",,,"FOUL  by JACKSON,MARTISE",2
19:16,"MISS LAYUP by NOEL,MALCOLM(in the paint)",,,,,,,"MISS LAYUP by NOEL,MALCOLM(in the paint)",2
19:16,,,,,"BLOCK  by CHILDERS,JOSH",,,"BLOCK  by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by GREEN,KALEB",,,"REBOUND DEF by GREEN,KALEB",2
19:09,,49 (+6),,43,"GOOD 3PTR by JACKSON,MARTISE(fastbreak)",BSC 49-43 (-6),,"GOOD 3PTR by JACKSON,MARTISE(fastbreak)",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
18:45,,,,,"FOUL  by GILLISPIE,JAY",,,"FOUL  by GILLISPIE,JAY",2
18:45,,,,,"SUB OUT by GILLISPIE,JAY",,,"SUB OUT by GILLISPIE,JAY",2
18:45,,,,,"SUB IN by SPENCE,SAMUEL",,,"SUB IN by SPENCE,SAMUEL",2
18:45,"SUB OUT by NOEL,MALCOLM",,,,,,,"SUB OUT by NOEL,MALCOLM",2
18:45,"SUB IN by HOOD,GUS",,,,,,,"SUB IN by HOOD,GUS",2
18:42,"MISS LAYUP by PEARLMAN,LOGAN(in the paint)",,,,,,,"MISS LAYUP by PEARLMAN,LOGAN(in the paint)",2
--,"REBOUND OFF by HOOD,GUS",,,,,,,"REBOUND OFF by HOOD,GUS",2
18:27,,,,,"FOUL  by JACKSON,MARTISE",,,"FOUL  by JACKSON,MARTISE",2
18:27,"GOOD FT by CROWDEN,LUKE",50 (+7),,43,,COV 50-43 (-7),,"GOOD FT by CROWDEN,LUKE",2
18:27,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
18:27,,,,,"SUB IN by DEAN,NOLAN",,,"SUB IN by DEAN,NOLAN",2
18:27,"GOOD FT by CROWDEN,LUKE",51 (+8),,43,,COV 51-43 (-8),,"GOOD FT by CROWDEN,LUKE",2
18:17,,,,,"MISS LAYUP by GREEN,KALEB(in the paint)",,,"MISS LAYUP by GREEN,KALEB(in the paint)",2
18:17,"BLOCK  by MATHIS,WALKER",,,,,,,"BLOCK  by MATHIS,WALKER",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
18:07,"FOUL  by HOOD,GUS",,,,,,,"FOUL  by HOOD,GUS",2
18:00,,51 (+6),,45,"GOOD JUMPER by GREEN,KALEB(in the paint)",BSC 51-45 (-6),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
17:40,"MISS JUMPER by GERNATT,JONATHAN",,,,,,,"MISS JUMPER by GERNATT,JONATHAN",2
--,"REBOUND OFF by CROWDEN,LUKE",,,,,,,"REBOUND OFF by CROWDEN,LUKE",2
17:33,"MISS 3PTR by GERNATT,JONATHAN",,,,,,,"MISS 3PTR by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by BISHOP,BRYSON",,,"REBOUND DEF by BISHOP,BRYSON",2
17:11,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
17:11,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
17:02,,,,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",,,"MISS LAYUP by PATRICK,DYLAN(in the paint)",2
--,,,,,"REBOUND OFF by CHILDERS,JOSH",,,"REBOUND OFF by CHILDERS,JOSH",2
16:57,,51 (+4),,47,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 51-47 (-4),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
16:32,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by CHILDERS,JOSH",,,"REBOUND DEF by CHILDERS,JOSH",2
16:23,,51 (+2),,49,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",BSC 51-49 (-2),,"GOOD LAYUP by PATRICK,DYLAN(in the paint)",2
16:05,,,,,"FOUL  by PATRICK,DYLAN",,,"FOUL  by PATRICK,DYLAN",2
16:05,"SUB OUT by HOOD,GUS",,,,,,,"SUB OUT by HOOD,GUS",2
16:05,"SUB OUT by MATHIS,WALKER",,,,,,,"SUB OUT by MATHIS,WALKER",2
16:05,"SUB IN by IGBANU,PROMISE",,,,,,,"SUB IN by IGBANU,PROMISE",2
16:05,"SUB IN by NOEL,MALCOLM",,,,,,,"SUB IN by NOEL,MALCOLM",2
15:51,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",53 (+4),,49,,COV 53-49 (-4),,"GOOD LAYUP by PEARLMAN,LOGAN(in the paint)",2
15:30,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
15:30,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:30,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
15:30,,,,,"SUB IN by DAVIS,BRODY",,,"SUB IN by DAVIS,BRODY",2
15:09,,53 (+2),,51,"GOOD JUMPER by BISHOP,BRYSON(in the paint)",BSC 53-51 (-2),,"GOOD JUMPER by BISHOP,BRYSON(in the paint)",2
14:56,"MISS JUMPER by IGBANU,PROMISE",,,,,,,"MISS JUMPER by IGBANU,PROMISE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:56,,,,,"SUB OUT by SPENCE,SAMUEL",,,"SUB OUT by SPENCE,SAMUEL",2
14:56,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
14:56,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
14:56,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
14:45,,53,,53,"GOOD LAYUP by BISHOP,BRYSON(in the paint)",BSC 53-53 (0),,"GOOD LAYUP by BISHOP,BRYSON(in the paint)",2
--,,,,,"ASSIST  by PATRICK,DYLAN",,,"ASSIST  by PATRICK,DYLAN",2
14:37,"TURNOVER  by CROWDEN,LUKE",,,,,,,"TURNOVER  by CROWDEN,LUKE",2
14:37,,,,,"STEAL  by JACKSON,MARTISE",,,"STEAL  by JACKSON,MARTISE",2
14:32,,,,,"MISS JUMPER by BISHOP,BRYSON",,,"MISS JUMPER by BISHOP,BRYSON",2
--,"REBOUND DEF by HESTER,CHARLIE",,,,,,,"REBOUND DEF by HESTER,CHARLIE",2
14:16,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",,,,,,,"MISS LAYUP by GERNATT,JONATHAN(in the paint)",2
--,,,,,"REBOUND DEF by DEAN,NOLAN",,,"REBOUND DEF by DEAN,NOLAN",2
14:09,,,,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",,,"MISS LAYUP by JACKSON,MARTISE(in the paint)",2
--,"REBOUND DEF by HESTER,CHARLIE",,,,,,,"REBOUND DEF by HESTER,CHARLIE",2
13:58,"TURNOVER  by CROWDEN,LUKE",,,,,,,"TURNOVER  by CROWDEN,LUKE",2
13:58,,,,,"STEAL  by BISHOP,BRYSON",,,"STEAL  by BISHOP,BRYSON",2
13:49,,,,,"MISS JUMPER by JACKSON,MARTISE(in the paint)",,,"MISS JUMPER by JACKSON,MARTISE(in the paint)",2
--,"REBOUND DEF by GERNATT,JONATHAN",,,,,,,"REBOUND DEF by GERNATT,JONATHAN",2
13:24,,,,,"FOUL  by DEAN,NOLAN",,,"FOUL  by DEAN,NOLAN",2
13:24,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
13:24,,,,,"SUB OUT by BISHOP,BRYSON",,,"SUB OUT by BISHOP,BRYSON",2
13:24,,,,,"SUB IN by BARNETT,CHARLIE",,,"SUB IN by BARNETT,CHARLIE",2
13:24,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
13:24,"SUB OUT by GERNATT,JONATHAN",,,,,,,"SUB OUT by GERNATT,JONATHAN",2
13:24,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
13:12,"MISS LAYUP by HESTER,CHARLIE(in the paint)",,,,,,,"MISS LAYUP by HESTER,CHARLIE(in the paint)",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
13:05,"FOUL  by HESTER,CHARLIE",,,,,,,"FOUL  by HESTER,CHARLIE",2
12:59,,,,,"TURNOVER  by JACKSON,MARTISE",,,"TURNOVER  by JACKSON,MARTISE",2
12:50,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",55 (+2),,53,,COV 55-53 (-2),,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",2
12:25,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
12:15,,,,,"MISS JUMPER by BARNETT,CHARLIE",,,"MISS JUMPER by BARNETT,CHARLIE",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
12:12,,,,,"FOUL  by DAVIS,BRODY",,,"FOUL  by DAVIS,BRODY",2
12:12,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
12:12,"SUB IN by ST. GERMAIN,MICHAEL",,,,,,,"SUB IN by ST. GERMAIN,MICHAEL",2
11:49,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",57 (+4),,53,,COV 57-53 (-4),,"GOOD JUMPER by IGBANU,PROMISE(in the paint)",2
11:31,,57 (+2),,55,"GOOD JUMPER by GREEN,KALEB(in the paint)",BSC 57-55 (-2),,"GOOD JUMPER by GREEN,KALEB(in the paint)",2
11:08,"MISS 3PTR by NOEL,MALCOLM",,,,,,,"MISS 3PTR by NOEL,MALCOLM",2
--,,,,,"REBOUND DEF by DAVIS,BRODY",,,"REBOUND DEF by DAVIS,BRODY",2
10:54,,,,,"TURNOVER  by DAVIS,BRODY",,,"TURNOVER  by DAVIS,BRODY",2
10:54,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:54,,,,,"SUB OUT by BARNETT,CHARLIE",,,"SUB OUT by BARNETT,CHARLIE",2
10:54,,,,,"SUB OUT by JACKSON,MARTISE",,,"SUB OUT by JACKSON,MARTISE",2
10:54,,,,,"SUB OUT by DEAN,NOLAN",,,"SUB OUT by DEAN,NOLAN",2
10:54,,,,,"SUB OUT by DAVIS,BRODY",,,"SUB OUT by DAVIS,BRODY",2
10:54,,,,,"SUB IN by GILLISPIE,JAY",,,"SUB IN by GILLISPIE,JAY",2
10:54,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
10:54,,,,,"SUB IN by BISHOP,BRYSON",,,"SUB IN by BISHOP,BRYSON",2
10:54,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
10:40,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
10:36,"FOUL  by PEARLMAN,LOGAN",,,,,,,"FOUL  by PEARLMAN,LOGAN",2
10:36,,57 (+1),,56,"GOOD FT by PATRICK,DYLAN(fastbreak)",BSC 57-56 (-1),,"GOOD FT by PATRICK,DYLAN(fastbreak)",2
10:36,"SUB OUT by PEARLMAN,LOGAN",,,,,,,"SUB OUT by PEARLMAN,LOGAN",2
10:36,"SUB IN by GERNATT,JONATHAN",,,,,,,"SUB IN by GERNATT,JONATHAN",2
10:36,,,,,"MISS FT by PATRICK,DYLAN(fastbreak)",,,"MISS FT by PATRICK,DYLAN(fastbreak)",2
--,"REBOUND DEF by GERNATT,JONATHAN",,,,,,,"REBOUND DEF by GERNATT,JONATHAN",2
10:14,"MISS JUMPER by GERNATT,JONATHAN",,,,,,,"MISS JUMPER by GERNATT,JONATHAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:58,,,,,"TURNOVER  by CHILDERS,JOSH",,,"TURNOVER  by CHILDERS,JOSH",2
09:58,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",2
09:53,"GOOD LAYUP by IGBANU,PROMISE(fastbreak)(in the paint)",59 (+3),,56,,COV 59-56 (-3),,"GOOD LAYUP by IGBANU,PROMISE(fastbreak)(in the paint)",2
09:36,,59 (+1),,58,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 59-58 (-1),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
09:17,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
09:12,"FOUL  by GERNATT,JONATHAN",,,,,,,"FOUL  by GERNATT,JONATHAN",2
09:12,,,,,"MISS FT by GREEN,KALEB(fastbreak)",,,"MISS FT by GREEN,KALEB(fastbreak)",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
09:12,,,,,"MISS FT by GREEN,KALEB(fastbreak)",,,"MISS FT by GREEN,KALEB(fastbreak)",2
--,"REBOUND DEF by HESTER,CHARLIE",,,,,,,"REBOUND DEF by HESTER,CHARLIE",2
09:02,"GOOD LAYUP by NOEL,MALCOLM(in the paint)",61 (+3),,58,,COV 61-58 (-3),,"GOOD LAYUP by NOEL,MALCOLM(in the paint)",2
09:02,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
09:02,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
09:02,,,,,"SUB IN by JACKSON,MARTISE",,,"SUB IN by JACKSON,MARTISE",2
09:02,"GOOD FT by NOEL,MALCOLM",62 (+4),,58,,COV 62-58 (-4),,"GOOD FT by NOEL,MALCOLM",2
08:47,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",2
--,"REBOUND DEF by IGBANU,PROMISE",,,,,,,"REBOUND DEF by IGBANU,PROMISE",2
08:38,,,,,"FOUL  by CHILDERS,JOSH",,,"FOUL  by CHILDERS,JOSH",2
08:38,"MISS FT by IGBANU,PROMISE",,,,,,,"MISS FT by IGBANU,PROMISE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:38,"SUB OUT by HESTER,CHARLIE",,,,,,,"SUB OUT by HESTER,CHARLIE",2
08:38,"SUB OUT by ST. GERMAIN,MICHAEL",,,,,,,"SUB OUT by ST. GERMAIN,MICHAEL",2
08:38,"SUB IN by CROWDEN,LUKE",,,,,,,"SUB IN by CROWDEN,LUKE",2
08:38,"SUB IN by PEARLMAN,LOGAN",,,,,,,"SUB IN by PEARLMAN,LOGAN",2
08:38,"GOOD FT by IGBANU,PROMISE",63 (+5),,58,,COV 63-58 (-5),,"GOOD FT by IGBANU,PROMISE",2
08:17,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"REBOUND OFF by GILLISPIE,JAY",,,"REBOUND OFF by GILLISPIE,JAY",2
08:12,,63 (+3),,60,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 63-60 (-3),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
07:58,,,,,"FOUL  by PATRICK,DYLAN",,,"FOUL  by PATRICK,DYLAN",2
07:58,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:58,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
07:58,,,,,"SUB OUT by CHILDERS,JOSH",,,"SUB OUT by CHILDERS,JOSH",2
07:58,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
07:58,,,,,"SUB IN by THOMPSON,CHRISTIAN",,,"SUB IN by THOMPSON,CHRISTIAN",2
07:58,"MISS FT by GERNATT,JONATHAN",,,,,,,"MISS FT by GERNATT,JONATHAN",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
07:45,,,,,"MISS 3PTR by BISHOP,BRYSON",,,"MISS 3PTR by BISHOP,BRYSON",2
--,,,,,"REBOUND OFF by JACKSON,MARTISE",,,"REBOUND OFF by JACKSON,MARTISE",2
07:40,,63 (+1),,62,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",BSC 63-62 (-1),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",2
07:27,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by JACKSON,MARTISE",,,"REBOUND DEF by JACKSON,MARTISE",2
07:21,,63,,64 (+1),"GOOD LAYUP by THOMPSON,CHRISTIAN(fastbreak)(in the paint)",BSC 63-64 (+1),,"GOOD LAYUP by THOMPSON,CHRISTIAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BISHOP,BRYSON",,,"ASSIST  by BISHOP,BRYSON",2
07:01,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",65 (+1),,64,,COV 65-64 (-1),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
06:32,,,,,"TURNOVER  by THOMPSON,CHRISTIAN",,,"TURNOVER  by THOMPSON,CHRISTIAN",2
06:32,"STEAL  by IGBANU,PROMISE",,,,,,,"STEAL  by IGBANU,PROMISE",2
06:14,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",67 (+3),,64,,COV 67-64 (-3),,"GOOD JUMPER by NOEL,MALCOLM(in the paint)",2
05:59,,67 (+1),,66,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 67-66 (-1),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
05:30,"MISS 3PTR by PEARLMAN,LOGAN",,,,,,,"MISS 3PTR by PEARLMAN,LOGAN",2
--,,,,,"REBOUND DEF by BISHOP,BRYSON",,,"REBOUND DEF by BISHOP,BRYSON",2
05:15,,,,,"TURNOVER  by GILLISPIE,JAY",,,"TURNOVER  by GILLISPIE,JAY",2
05:15,"STEAL  by NOEL,MALCOLM",,,,,,,"STEAL  by NOEL,MALCOLM",2
05:10,"MISS JUMPER by NOEL,MALCOLM",,,,,,,"MISS JUMPER by NOEL,MALCOLM",2
--,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
05:01,,,,,"MISS 3PTR by GILLISPIE,JAY",,,"MISS 3PTR by GILLISPIE,JAY",2
--,"REBOUND DEF by PEARLMAN,LOGAN",,,,,,,"REBOUND DEF by PEARLMAN,LOGAN",2
04:39,,,,,"FOUL  by GREEN,KALEB",,,"FOUL  by GREEN,KALEB",2
04:39,"GOOD FT by IGBANU,PROMISE",68 (+2),,66,,COV 68-66 (-2),,"GOOD FT by IGBANU,PROMISE",2
04:39,,,,,"SUB OUT by GREEN,KALEB",,,"SUB OUT by GREEN,KALEB",2
04:39,,,,,"SUB OUT by THOMPSON,CHRISTIAN",,,"SUB OUT by THOMPSON,CHRISTIAN",2
04:39,,,,,"SUB IN by PATRICK,DYLAN",,,"SUB IN by PATRICK,DYLAN",2
04:39,,,,,"SUB IN by CHILDERS,JOSH",,,"SUB IN by CHILDERS,JOSH",2
04:39,"GOOD FT by IGBANU,PROMISE",69 (+3),,66,,COV 69-66 (-3),,"GOOD FT by IGBANU,PROMISE",2
04:27,,69 (+1),,68,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 69-68 (-1),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by GILLISPIE,JAY",,,"ASSIST  by GILLISPIE,JAY",2
04:11,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",71 (+3),,68,,COV 71-68 (-3),,"GOOD LAYUP by IGBANU,PROMISE(in the paint)",2
04:03,,71,,71,"GOOD 3PTR by JACKSON,MARTISE",BSC 71-71 (0),,"GOOD 3PTR by JACKSON,MARTISE",2
03:52,"MISS 3PTR by IGBANU,PROMISE",,,,,,,"MISS 3PTR by IGBANU,PROMISE",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
03:42,,71,,73 (+2),"GOOD LAYUP by GILLISPIE,JAY(in the paint)",BSC 71-73 (+2),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
03:42,"FOUL  by IGBANU,PROMISE",,,,,,,"FOUL  by IGBANU,PROMISE",2
03:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:42,,,,,"MISS FT by GILLISPIE,JAY",,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND OFF by JACKSON,MARTISE",,,"REBOUND OFF by JACKSON,MARTISE",2
03:41,,71,,75 (+4),"GOOD LAYUP by JACKSON,MARTISE(in the paint)",BSC 71-75 (+4),,"GOOD LAYUP by JACKSON,MARTISE(in the paint)",2
03:18,"MISS JUMPER by IGBANU,PROMISE(in the paint)",,,,,,,"MISS JUMPER by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by PATRICK,DYLAN",,,"REBOUND DEF by PATRICK,DYLAN",2
03:11,,71,,77 (+6),"GOOD LAYUP by CHILDERS,JOSH(in the paint)",BSC 71-77 (+6),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by PATRICK,DYLAN",,,"ASSIST  by PATRICK,DYLAN",2
02:42,"GOOD 3PTR by PEARLMAN,LOGAN",74,,77 (+3),,COV 74-77 (+3),,"GOOD 3PTR by PEARLMAN,LOGAN",2
--,"ASSIST  by NOEL,MALCOLM",,,,,,,"ASSIST  by NOEL,MALCOLM",2
02:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
02:40,"SUB OUT by CROWDEN,LUKE",,,,,,,"SUB OUT by CROWDEN,LUKE",2
02:40,"SUB IN by HESTER,CHARLIE",,,,,,,"SUB IN by HESTER,CHARLIE",2
02:24,,,,,"TURNOVER  by PATRICK,DYLAN",,,"TURNOVER  by PATRICK,DYLAN",2
02:00,"MISS LAYUP by IGBANU,PROMISE(in the paint)",,,,,,,"MISS LAYUP by IGBANU,PROMISE(in the paint)",2
--,,,,,"REBOUND DEF by GILLISPIE,JAY",,,"REBOUND DEF by GILLISPIE,JAY",2
01:41,,74,,79 (+5),"GOOD JUMPER by CHILDERS,JOSH(in the paint)",BSC 74-79 (+5),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",2
--,,,,,"ASSIST  by PATRICK,DYLAN",,,"ASSIST  by PATRICK,DYLAN",2
01:28,,,,,"SUB OUT by PATRICK,DYLAN",,,"SUB OUT by PATRICK,DYLAN",2
01:28,,,,,"SUB IN by GREEN,KALEB",,,"SUB IN by GREEN,KALEB",2
