Time Remaining,BIRMINGH,Away Team Score,Play Team Indicator,Home Team Score,HUNTINGD,Game Score,Team Indicator,Play,Period
18:17,"GOOD DUNK by CHILDERS,JOSH(fastbreak)(in the paint)",40 (+15),,25,,BIRMINGH 40-25 (+15),,"GOOD DUNK by CHILDERS,JOSH(fastbreak)(in the paint)",2
--,"ASSIST  by GLOVER,CAM",,,,,,,"ASSIST  by GLOVER,CAM",2
18:05,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
18:03,"STEAL  by GREEN,KALEB",,,,,,,"STEAL  by GREEN,KALEB",2
18:01,"GOOD LAYUP by JACKSON,MARTISE(fastbreak)(in the paint)",42 (+17),,25,,BIRMINGH 42-25 (+17),,"GOOD LAYUP by JACKSON,MARTISE(fastbreak)(in the paint)",2
17:45,,,,,"MISS 3PTR by PAGE,SAM",,,"MISS 3PTR by PAGE,SAM",2
--,"REBOUND DEF by GLOVER,CAM",,,,,,,"REBOUND DEF by GLOVER,CAM",2
17:36,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",44 (+19),,25,,BIRMINGH 44-25 (+19),,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",2
17:15,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
17:09,,44 (+17),,27,"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 44-27 (+17),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
17:00,"TURNOVER  by CHILDERS,JOSH",,,,,,,"TURNOVER  by CHILDERS,JOSH",2
16:52,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
16:44,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",2
16:40,,44 (+15),,29,"GOOD DUNK by GARDNER,MAX(fastbreak)(in the paint)",HUNTINGD 44-29 (+15),,"GOOD DUNK by GARDNER,MAX(fastbreak)(in the paint)",2
16:17,"GOOD 3PTR by GLOVER,COLIN",47 (+18),,29,,BIRMINGH 47-29 (+18),,"GOOD 3PTR by GLOVER,COLIN",2
16:01,,,,,"MISS 3PTR by HAWKINS,DAQUAN",,,"MISS 3PTR by HAWKINS,DAQUAN",2
--,,,,,"REBOUND OFF by JOHNS,NATE",,,"REBOUND OFF by JOHNS,NATE",2
15:40,,47 (+16),,31,"GOOD JUMPER by JOHNS,NATE",HUNTINGD 47-31 (+16),,"GOOD JUMPER by JOHNS,NATE",2
15:34,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:34,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
15:34,"SUB IN by DAVIS,BRODY",,,,,,,"SUB IN by DAVIS,BRODY",2
15:34,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
15:34,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
15:34,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
15:34,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
15:34,,,,,"SUB IN by AUTIN,JEREMY",,,"SUB IN by AUTIN,JEREMY",2
15:34,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
15:34,,,,,"SUB IN by HARDEN,REESE",,,"SUB IN by HARDEN,REESE",2
15:34,,,,,"SUB IN by TOWNSEND,MARCUS",,,"SUB IN by TOWNSEND,MARCUS",2
15:34,,,,,"SUB IN by KNOX,RASHAWN",,,"SUB IN by KNOX,RASHAWN",2
15:34,,,,,"SUB OUT by PAGE,SAM",,,"SUB OUT by PAGE,SAM",2
15:34,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
15:34,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
15:34,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
15:34,,,,,"SUB OUT by HAWKINS,DAQUAN",,,"SUB OUT by HAWKINS,DAQUAN",2
15:24,"MISS JUMPER by GLOVER,CAM",,,,,,,"MISS JUMPER by GLOVER,CAM",2
--,,,,,"REBOUND DEF by KNOX,RASHAWN",,,"REBOUND DEF by KNOX,RASHAWN",2
15:18,,,,,"MISS 3PTR by MURPHY,MYLES",,,"MISS 3PTR by MURPHY,MYLES",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
15:07,"GOOD 3PTR by JACKSON,MARTISE",50 (+19),,31,,BIRMINGH 50-31 (+19),,"GOOD 3PTR by JACKSON,MARTISE",2
--,"ASSIST  by GLOVER,CAM",,,,,,,"ASSIST  by GLOVER,CAM",2
14:56,,,,,"MISS 3PTR by TOWNSEND,MARCUS",,,"MISS 3PTR by TOWNSEND,MARCUS",2
14:56,"BLOCK  by DAVIS,BRODY",,,,,,,"BLOCK  by DAVIS,BRODY",2
--,"REBOUND DEF by BISHOP,BRYSON",,,,,,,"REBOUND DEF by BISHOP,BRYSON",2
14:47,"TURNOVER  by BISHOP,BRYSON",,,,,,,"TURNOVER  by BISHOP,BRYSON",2
14:45,,,,,"STEAL  by KNOX,RASHAWN",,,"STEAL  by KNOX,RASHAWN",2
14:31,,50 (+17),,33,"GOOD LAYUP by HARDEN,REESE(in the paint)",HUNTINGD 50-33 (+17),,"GOOD LAYUP by HARDEN,REESE(in the paint)",2
14:21,"GOOD LAYUP by DAVIS,BRODY(in the paint)",52 (+19),,33,,BIRMINGH 52-33 (+19),,"GOOD LAYUP by DAVIS,BRODY(in the paint)",2
14:21,,,,,"FOUL  by HARDEN,REESE",,,"FOUL  by HARDEN,REESE",2
14:21,"GOOD FT by DAVIS,BRODY",53 (+20),,33,,BIRMINGH 53-33 (+20),,"GOOD FT by DAVIS,BRODY",2
14:04,,53 (+18),,35,"GOOD LAYUP by MURPHY,MYLES(in the paint)",HUNTINGD 53-35 (+18),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
--,,,,,"ASSIST  by KNOX,RASHAWN",,,"ASSIST  by KNOX,RASHAWN",2
13:53,,,,,"FOUL  by HARDEN,REESE",,,"FOUL  by HARDEN,REESE",2
13:53,"MISS FT by DAVIS,BRODY",,,,,,,"MISS FT by DAVIS,BRODY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:53,"GOOD FT by DAVIS,BRODY",54 (+19),,35,,BIRMINGH 54-35 (+19),,"GOOD FT by DAVIS,BRODY",2
13:53,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
13:53,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
13:22,"FOUL  by DAVIS,BRODY",,,,,,,"FOUL  by DAVIS,BRODY",2
13:22,,,,,"MISS FT by MURPHY,MYLES",,,"MISS FT by MURPHY,MYLES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:22,,54 (+18),,36,"GOOD FT by MURPHY,MYLES",HUNTINGD 54-36 (+18),,"GOOD FT by MURPHY,MYLES",2
13:22,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
13:22,"SUB IN by PATRICK,DYLAN",,,,,,,"SUB IN by PATRICK,DYLAN",2
13:22,"SUB OUT by GLOVER,CAM",,,,,,,"SUB OUT by GLOVER,CAM",2
13:22,"SUB OUT by DAVIS,BRODY",,,,,,,"SUB OUT by DAVIS,BRODY",2
13:17,,,,,"FOUL  by HARDEN,REESE",,,"FOUL  by HARDEN,REESE",2
13:14,"MISS FT by CHILDERS,JOSH",,,,,,,"MISS FT by CHILDERS,JOSH",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
13:14,,,,,"FOUL  by AUTIN,JEREMY",,,"FOUL  by AUTIN,JEREMY",2
13:14,,,,,"SUB IN by DUMAS,CHASE",,,"SUB IN by DUMAS,CHASE",2
13:14,,,,,"SUB OUT by HARDEN,REESE",,,"SUB OUT by HARDEN,REESE",2
13:11,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:11,"MISS FT by GILLISPIE,JAY",,,,,,,"MISS FT by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by TOWNSEND,MARCUS",,,"REBOUND DEF by TOWNSEND,MARCUS",2
13:11,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
13:11,,,,,"SUB OUT by AUTIN,JEREMY",,,"SUB OUT by AUTIN,JEREMY",2
12:55,,54 (+16),,38,"GOOD LAYUP by JOHNS,NATE(in the paint)",HUNTINGD 54-38 (+16),,"GOOD LAYUP by JOHNS,NATE(in the paint)",2
12:48,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
12:37,"MISS JUMPER by CHILDERS,JOSH",,,,,,,"MISS JUMPER by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by TOWNSEND,MARCUS",,,"REBOUND DEF by TOWNSEND,MARCUS",2
12:30,,54 (+14),,40,"GOOD LAYUP by KNOX,RASHAWN(in the paint)",HUNTINGD 54-40 (+14),,"GOOD LAYUP by KNOX,RASHAWN(in the paint)",2
12:12,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
12:07,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,"REBOUND OFF by GILLISPIE,JAY",,,,,,,"REBOUND OFF by GILLISPIE,JAY",2
12:00,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",56 (+16),,40,,BIRMINGH 56-40 (+16),,"GOOD LAYUP by CHILDERS,JOSH(in the paint)",2
12:00,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
12:00,"GOOD FT by PATRICK,DYLAN",57 (+17),,40,,BIRMINGH 57-40 (+17),,"GOOD FT by PATRICK,DYLAN",2
12:00,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
12:00,"SUB IN by GLOVER,CAM",,,,,,,"SUB IN by GLOVER,CAM",2
12:00,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
12:00,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
12:00,"SUB OUT by PATRICK,DYLAN",,,,,,,"SUB OUT by PATRICK,DYLAN",2
12:00,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
11:59,"MISS FT by PATRICK,DYLAN",,,,,,,"MISS FT by PATRICK,DYLAN",2
--,,,,,"REBOUND DEF by KNOX,RASHAWN",,,"REBOUND DEF by KNOX,RASHAWN",2
11:41,,57 (+15),,42,"GOOD LAYUP by MURPHY,MYLES(in the paint)",HUNTINGD 57-42 (+15),,"GOOD LAYUP by MURPHY,MYLES(in the paint)",2
11:33,"GOOD 3PTR by GREEN,KALEB(fastbreak)",60 (+18),,42,,BIRMINGH 60-42 (+18),,"GOOD 3PTR by GREEN,KALEB(fastbreak)",2
--,"ASSIST  by GLOVER,COLIN",,,,,,,"ASSIST  by GLOVER,COLIN",2
11:10,,60 (+16),,44,"GOOD LAYUP by JOHNS,NATE(fastbreak)(in the paint)",HUNTINGD 60-44 (+16),,"GOOD LAYUP by JOHNS,NATE(fastbreak)(in the paint)",2
11:03,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",62 (+18),,44,,BIRMINGH 62-44 (+18),,"GOOD LAYUP by GREEN,KALEB(fastbreak)(in the paint)",2
11:03,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
10:59,"MISS FT by GREEN,KALEB",,,,,,,"MISS FT by GREEN,KALEB",2
--,"REBOUND OFF by SPENCE,SAMUEL",,,,,,,"REBOUND OFF by SPENCE,SAMUEL",2
10:57,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,"REBOUND OFF by GLOVER,COLIN",,,,,,,"REBOUND OFF by GLOVER,COLIN",2
10:51,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:46,"SUB IN by THOMPSON,CHRISTIAN",,,,,,,"SUB IN by THOMPSON,CHRISTIAN",2
10:46,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",2
10:32,,,,,"SUB IN by GOOLESBY,TATE",,,"SUB IN by GOOLESBY,TATE",2
10:32,,,,,"SUB IN by GARDNER,MAX",,,"SUB IN by GARDNER,MAX",2
10:32,,,,,"SUB OUT by TOWNSEND,MARCUS",,,"SUB OUT by TOWNSEND,MARCUS",2
10:32,,,,,"SUB OUT by MURPHY,MYLES",,,"SUB OUT by MURPHY,MYLES",2
10:31,,,,,"TURNOVER  by GOOLESBY,TATE",,,"TURNOVER  by GOOLESBY,TATE",2
10:27,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
10:27,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
10:14,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,,,,,"REBOUND DEF by GARDNER,MAX",,,"REBOUND DEF by GARDNER,MAX",2
09:57,,62 (+15),,47,"GOOD 3PTR by JOHNS,NATE",HUNTINGD 62-47 (+15),,"GOOD 3PTR by JOHNS,NATE",2
--,,,,,"ASSIST  by GARDNER,MAX",,,"ASSIST  by GARDNER,MAX",2
09:55,,,,,TIMEOUT FULL by TEAM,,,TIMEOUT FULL by TEAM,2
09:55,,,,,"SUB IN by HAWKINS,DAQUAN",,,"SUB IN by HAWKINS,DAQUAN",2
09:55,,,,,"SUB OUT by KNOX,RASHAWN",,,"SUB OUT by KNOX,RASHAWN",2
09:39,,,,,"FOUL  by DUMAS,CHASE",,,"FOUL  by DUMAS,CHASE",2
09:39,"MISS FT by THOMPSON,CHRISTIAN",,,,,,,"MISS FT by THOMPSON,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:39,"MISS FT by THOMPSON,CHRISTIAN",,,,,,,"MISS FT by THOMPSON,CHRISTIAN",2
--,,,,,"REBOUND DEF by DUMAS,CHASE",,,"REBOUND DEF by DUMAS,CHASE",2
09:25,,,,,"MISS 3PTR by JOHNS,NATE",,,"MISS 3PTR by JOHNS,NATE",2
--,,,,,"REBOUND OFF by JOHNS,NATE",,,"REBOUND OFF by JOHNS,NATE",2
09:19,,,,,"MISS LAYUP by GARDNER,MAX",,,"MISS LAYUP by GARDNER,MAX",2
09:19,"BLOCK  by THOMPSON,CHRISTIAN",,,,,,,"BLOCK  by THOMPSON,CHRISTIAN",2
--,"REBOUND DEF by SPENCE,SAMUEL",,,,,,,"REBOUND DEF by SPENCE,SAMUEL",2
09:09,,,,,"STEAL  by HAWKINS,DAQUAN",,,"STEAL  by HAWKINS,DAQUAN",2
09:05,,,,,"MISS 3PTR by GOOLESBY,TATE",,,"MISS 3PTR by GOOLESBY,TATE",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
09:00,"FOUL  by THOMPSON,CHRISTIAN",,,,,,,"FOUL  by THOMPSON,CHRISTIAN",2
09:00,,62 (+14),,48,"GOOD FT by GARDNER,MAX",HUNTINGD 62-48 (+14),,"GOOD FT by GARDNER,MAX",2
09:00,,62 (+13),,49,"GOOD FT by GARDNER,MAX",HUNTINGD 62-49 (+13),,"GOOD FT by GARDNER,MAX",2
09:00,"SUB IN by GILLISPIE,JAY",,,,,,,"SUB IN by GILLISPIE,JAY",2
09:00,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
09:00,,,,,"SUB IN by MURPHY,MYLES",,,"SUB IN by MURPHY,MYLES",2
09:00,,,,,"SUB OUT by DUMAS,CHASE",,,"SUB OUT by DUMAS,CHASE",2
08:37,"MISS 3PTR by GLOVER,CAM",,,,,,,"MISS 3PTR by GLOVER,CAM",2
--,"REBOUND OFF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",2
08:37,"MISS LAYUP by THOMPSON,CHRISTIAN",,,,,,,"MISS LAYUP by THOMPSON,CHRISTIAN",2
--,"REBOUND OFF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND OFF by THOMPSON,CHRISTIAN",2
08:37,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",64 (+15),,49,,BIRMINGH 64-49 (+15),,"GOOD LAYUP by THOMPSON,CHRISTIAN(in the paint)",2
08:37,"MISS FT by THOMPSON,CHRISTIAN",,,,,,,"MISS FT by THOMPSON,CHRISTIAN",2
--,,,,,"REBOUND DEF by MURPHY,MYLES",,,"REBOUND DEF by MURPHY,MYLES",2
08:37,,,,,"MISS 3PTR by MURPHY,MYLES",,,"MISS 3PTR by MURPHY,MYLES",2
--,"REBOUND DEF by THOMPSON,CHRISTIAN",,,,,,,"REBOUND DEF by THOMPSON,CHRISTIAN",2
08:37,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",66 (+17),,49,,BIRMINGH 66-49 (+17),,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",2
--,"ASSIST  by GLOVER,COLIN",,,,,,,"ASSIST  by GLOVER,COLIN",2
08:37,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
08:37,,,,,"MISS 3PTR by HAWKINS,DAQUAN",,,"MISS 3PTR by HAWKINS,DAQUAN",2
--,,,,,"REBOUND OFF by GARDNER,MAX",,,"REBOUND OFF by GARDNER,MAX",2
08:37,,66 (+15),,51,"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 66-51 (+15),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
08:34,"TURNOVER  by GILLISPIE,JAY",,,,,,,"TURNOVER  by GILLISPIE,JAY",2
08:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:29,"SUB IN by BISHOP,BRYSON",,,,,,,"SUB IN by BISHOP,BRYSON",2
07:29,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",2
07:29,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
07:29,"SUB OUT by THOMPSON,CHRISTIAN",,,,,,,"SUB OUT by THOMPSON,CHRISTIAN",2
07:29,"SUB OUT by GLOVER,COLIN",,,,,,,"SUB OUT by GLOVER,COLIN",2
07:29,"SUB OUT by JACKSON,MARTISE",,,,,,,"SUB OUT by JACKSON,MARTISE",2
07:23,"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",69 (+18),,51,,BIRMINGH 69-51 (+18),,"GOOD 3PTR by BISHOP,BRYSON(fastbreak)",2
07:18,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:11,,69 (+16),,53,"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 69-53 (+16),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
07:07,"FOUL  by GREEN,KALEB",,,,,,,"FOUL  by GREEN,KALEB",2
07:03,,,,,"FOUL  by JOHNS,NATE",,,"FOUL  by JOHNS,NATE",2
07:03,"GOOD FT by GILLISPIE,JAY",70 (+17),,53,,BIRMINGH 70-53 (+17),,"GOOD FT by GILLISPIE,JAY",2
07:03,"GOOD FT by GILLISPIE,JAY",71 (+18),,53,,BIRMINGH 71-53 (+18),,"GOOD FT by GILLISPIE,JAY",2
07:03,,,,,"SUB IN by TOWNSEND,MARCUS",,,"SUB IN by TOWNSEND,MARCUS",2
07:03,,,,,"SUB OUT by JOHNS,NATE",,,"SUB OUT by JOHNS,NATE",2
06:55,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",2
06:55,,71 (+17),,54,"GOOD FT by GOOLESBY,TATE",HUNTINGD 71-54 (+17),,"GOOD FT by GOOLESBY,TATE",2
06:55,,71 (+16),,55,"GOOD FT by GOOLESBY,TATE",HUNTINGD 71-55 (+16),,"GOOD FT by GOOLESBY,TATE",2
06:32,"MISS 3PTR by GILLISPIE,JAY",,,,,,,"MISS 3PTR by GILLISPIE,JAY",2
--,,,,,"REBOUND DEF by HAWKINS,DAQUAN",,,"REBOUND DEF by HAWKINS,DAQUAN",2
06:28,,,,,"MISS 3PTR by HAWKINS,DAQUAN",,,"MISS 3PTR by HAWKINS,DAQUAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:07,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",73 (+18),,55,,BIRMINGH 73-55 (+18),,"GOOD LAYUP by GILLISPIE,JAY(in the paint)",2
05:52,,73 (+16),,57,"GOOD LAYUP by GARDNER,MAX(in the paint)",HUNTINGD 73-57 (+16),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
--,,,,,"ASSIST  by MURPHY,MYLES",,,"ASSIST  by MURPHY,MYLES",2
05:44,"TURNOVER  by GREEN,KALEB",,,,,,,"TURNOVER  by GREEN,KALEB",2
05:43,,,,,"STEAL  by GARDNER,MAX",,,"STEAL  by GARDNER,MAX",2
05:34,,,,,"MISS LAYUP by GARDNER,MAX",,,"MISS LAYUP by GARDNER,MAX",2
--,,,,,"REBOUND OFF by TOWNSEND,MARCUS",,,"REBOUND OFF by TOWNSEND,MARCUS",2
05:31,,,,,"MISS LAYUP by TOWNSEND,MARCUS",,,"MISS LAYUP by TOWNSEND,MARCUS",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
05:26,"MISS 3PTR by GREEN,KALEB",,,,,,,"MISS 3PTR by GREEN,KALEB",2
--,,,,,"REBOUND DEF by TOWNSEND,MARCUS",,,"REBOUND DEF by TOWNSEND,MARCUS",2
05:10,,,,,"TURNOVER  by GARDNER,MAX",,,"TURNOVER  by GARDNER,MAX",2
05:08,"STEAL  by GLOVER,CAM",,,,,,,"STEAL  by GLOVER,CAM",2
04:57,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by GOOLESBY,TATE",,,"REBOUND DEF by GOOLESBY,TATE",2
04:51,,,,,"MISS 3PTR by MURPHY,MYLES",,,"MISS 3PTR by MURPHY,MYLES",2
--,"REBOUND DEF by GILLISPIE,JAY",,,,,,,"REBOUND DEF by GILLISPIE,JAY",2
04:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:42,,,,,"SUB IN by KNOX,RASHAWN",,,"SUB IN by KNOX,RASHAWN",2
04:42,,,,,"SUB OUT by GARDNER,MAX",,,"SUB OUT by GARDNER,MAX",2
04:39,"SUB IN by SPENCE,SAMUEL",,,,,,,"SUB IN by SPENCE,SAMUEL",2
04:39,"SUB IN by JACKSON,MARTISE",,,,,,,"SUB IN by JACKSON,MARTISE",2
04:39,"SUB OUT by GREEN,KALEB",,,,,,,"SUB OUT by GREEN,KALEB",2
04:39,"SUB OUT by GILLISPIE,JAY",,,,,,,"SUB OUT by GILLISPIE,JAY",2
04:21,"MISS LAYUP by CHILDERS,JOSH",,,,,,,"MISS LAYUP by CHILDERS,JOSH",2
--,,,,,"REBOUND DEF by MURPHY,MYLES",,,"REBOUND DEF by MURPHY,MYLES",2
04:09,,,,,"MISS 3PTR by KNOX,RASHAWN",,,"MISS 3PTR by KNOX,RASHAWN",2
--,"REBOUND DEF by JACKSON,MARTISE",,,,,,,"REBOUND DEF by JACKSON,MARTISE",2
04:01,"MISS 3PTR by SPENCE,SAMUEL",,,,,,,"MISS 3PTR by SPENCE,SAMUEL",2
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",2
03:56,,,,,"FOUL  by GOOLESBY,TATE",,,"FOUL  by GOOLESBY,TATE",2
03:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:56,"GOOD FT by CHILDERS,JOSH",74 (+17),,57,,BIRMINGH 74-57 (+17),,"GOOD FT by CHILDERS,JOSH",2
03:56,"GOOD FT by CHILDERS,JOSH",75 (+18),,57,,BIRMINGH 75-57 (+18),,"GOOD FT by CHILDERS,JOSH",2
03:56,"SUB IN by GLOVER,COLIN",,,,,,,"SUB IN by GLOVER,COLIN",2
03:56,"SUB OUT by BISHOP,BRYSON",,,,,,,"SUB OUT by BISHOP,BRYSON",2
03:56,,,,,"SUB IN by JOHNS,NATE",,,"SUB IN by JOHNS,NATE",2
03:56,,,,,"SUB OUT by GOOLESBY,TATE",,,"SUB OUT by GOOLESBY,TATE",2
03:44,,75 (+16),,59,"GOOD LAYUP by KNOX,RASHAWN(in the paint)",HUNTINGD 75-59 (+16),,"GOOD LAYUP by KNOX,RASHAWN(in the paint)",2
03:32,,,,,"FOUL  by KNOX,RASHAWN",,,"FOUL  by KNOX,RASHAWN",2
03:32,"MISS FT by GLOVER,CAM",,,,,,,"MISS FT by GLOVER,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:32,"GOOD FT by GLOVER,CAM",76 (+17),,59,,BIRMINGH 76-59 (+17),,"GOOD FT by GLOVER,CAM",2
03:20,,,,,"TURNOVER  by KNOX,RASHAWN",,,"TURNOVER  by KNOX,RASHAWN",2
03:19,"STEAL  by JACKSON,MARTISE",,,,,,,"STEAL  by JACKSON,MARTISE",2
03:13,"MISS 3PTR by GLOVER,COLIN",,,,,,,"MISS 3PTR by GLOVER,COLIN",2
--,,,,,"REBOUND DEF by TOWNSEND,MARCUS",,,"REBOUND DEF by TOWNSEND,MARCUS",2
03:08,"FOUL  by JACKSON,MARTISE",,,,,,,"FOUL  by JACKSON,MARTISE",2
03:08,,76 (+16),,60,"GOOD FT by TOWNSEND,MARCUS",HUNTINGD 76-60 (+16),,"GOOD FT by TOWNSEND,MARCUS",2
03:08,,,,,"MISS FT by TOWNSEND,MARCUS",,,"MISS FT by TOWNSEND,MARCUS",2
--,"REBOUND DEF by GREEN,KALEB",,,,,,,"REBOUND DEF by GREEN,KALEB",2
03:08,"SUB IN by GREEN,KALEB",,,,,,,"SUB IN by GREEN,KALEB",2
03:08,"SUB OUT by SPENCE,SAMUEL",,,,,,,"SUB OUT by SPENCE,SAMUEL",2
03:04,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",78 (+18),,60,,BIRMINGH 78-60 (+18),,"GOOD LAYUP by GLOVER,CAM(fastbreak)(in the paint)",2
--,"ASSIST  by GREEN,KALEB",,,,,,,"ASSIST  by GREEN,KALEB",2
02:51,,,,,"MISS LAYUP by TOWNSEND,MARCUS",,,"MISS LAYUP by TOWNSEND,MARCUS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:39,,,,,"FOUL  by MURPHY,MYLES",,,"FOUL  by MURPHY,MYLES",2
