Time Remaining,CENTMEN,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
02:27,,70,,78 (+8),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 70-78 (+8),,"GOOD FT by GILLIGAN,TULLY",3
02:18,"MISS 3PTR by BLOUNT,JONATHAN",,,,,,,"MISS 3PTR by BLOUNT,JONATHAN",3
--,,,,,"REBOUND DEF by MCELVEEN,MAC",,,"REBOUND DEF by MCELVEEN,MAC",3
02:15,"FOUL  by PAWSAT,BROOKS",,,,,,,"FOUL  by PAWSAT,BROOKS",3
02:15,,70,,79 (+9),"GOOD FT by MCELVEEN,MAC",MILLSAPS 70-79 (+9),,"GOOD FT by MCELVEEN,MAC",3
02:15,,70,,80 (+10),"GOOD FT by MCELVEEN,MAC",MILLSAPS 70-80 (+10),,"GOOD FT by MCELVEEN,MAC",3
02:15,"SUB IN by WILLIAMS,DONOVAN",,,,,,,"SUB IN by WILLIAMS,DONOVAN",3
02:15,"SUB IN by CUETO,JUSTIN",,,,,,,"SUB IN by CUETO,JUSTIN",3
02:15,"SUB OUT by CHERAMIE,CADEN",,,,,,,"SUB OUT by CHERAMIE,CADEN",3
02:15,"SUB OUT by DEMOUCHET,KENDALL",,,,,,,"SUB OUT by DEMOUCHET,KENDALL",3
02:08,"MISS 3PTR by PAWSAT,BROOKS",,,,,,,"MISS 3PTR by PAWSAT,BROOKS",3
--,,,,,"REBOUND DEF by KASTNER,MURRAY",,,"REBOUND DEF by KASTNER,MURRAY",3
01:55,"FOUL  by BLOUNT,JONATHAN",,,,,,,"FOUL  by BLOUNT,JONATHAN",3
01:55,,70,,81 (+11),"GOOD FT by MCELVEEN,MAC",MILLSAPS 70-81 (+11),,"GOOD FT by MCELVEEN,MAC",3
01:55,,70,,82 (+12),"GOOD FT by MCELVEEN,MAC",MILLSAPS 70-82 (+12),,"GOOD FT by MCELVEEN,MAC",3
01:41,"GOOD LAYUP by PAWSAT,BROOKS(in the paint)",72,,82 (+10),,CENTMEN 72-82 (+10),,"GOOD LAYUP by PAWSAT,BROOKS(in the paint)",3
01:41,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",3
01:41,"MISS FT by PAWSAT,BROOKS",,,,,,,"MISS FT by PAWSAT,BROOKS",3
--,,,,,"REBOUND DEF by GILLIGAN,TULLY",,,"REBOUND DEF by GILLIGAN,TULLY",3
01:41,"SUB IN by CHERAMIE,CADEN",,,,,,,"SUB IN by CHERAMIE,CADEN",3
01:41,"SUB IN by DEMOUCHET,KENDALL",,,,,,,"SUB IN by DEMOUCHET,KENDALL",3
01:41,"SUB OUT by WILLIAMS,DONOVAN",,,,,,,"SUB OUT by WILLIAMS,DONOVAN",3
01:41,"SUB OUT by CUETO,JUSTIN",,,,,,,"SUB OUT by CUETO,JUSTIN",3
01:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
01:32,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",3
01:32,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",3
01:28,"FOUL  by BLOUNT,JONATHAN",,,,,,,"FOUL  by BLOUNT,JONATHAN",3
01:28,,72,,83 (+11),"GOOD FT by GILLIGAN,TULLY",MILLSAPS 72-83 (+11),,"GOOD FT by GILLIGAN,TULLY",3
01:28,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",3
--,"REBOUND DEF by PAWSAT,BROOKS",,,,,,,"REBOUND DEF by PAWSAT,BROOKS",3
01:28,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",3
01:28,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",3
01:11,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",3
01:11,"MISS FT by BLOUNT,JONATHAN",,,,,,,"MISS FT by BLOUNT,JONATHAN",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
01:11,"GOOD FT by BLOUNT,JONATHAN",73,,83 (+10),,CENTMEN 73-83 (+10),,"GOOD FT by BLOUNT,JONATHAN",3
01:11,"SUB IN by CAMPBELL,BRANDON",,,,,,,"SUB IN by CAMPBELL,BRANDON",3
01:11,"SUB OUT by BLOUNT,JONATHAN",,,,,,,"SUB OUT by BLOUNT,JONATHAN",3
01:11,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",3
01:11,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",3
01:08,"FOUL  by CAMPBELL,BRANDON",,,,,,,"FOUL  by CAMPBELL,BRANDON",3
01:08,,73,,84 (+11),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 73-84 (+11),,"GOOD FT by AUBERT,DUSTIN",3
01:08,,73,,85 (+12),"GOOD FT by AUBERT,DUSTIN",MILLSAPS 73-85 (+12),,"GOOD FT by AUBERT,DUSTIN",3
01:08,"SUB IN by BLOUNT,JONATHAN",,,,,,,"SUB IN by BLOUNT,JONATHAN",3
01:08,"SUB OUT by CAMPBELL,BRANDON",,,,,,,"SUB OUT by CAMPBELL,BRANDON",3
00:58,"GOOD LAYUP by BLOUNT,JONATHAN(in the paint)",75,,85 (+10),,CENTMEN 75-85 (+10),,"GOOD LAYUP by BLOUNT,JONATHAN(in the paint)",3
00:56,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:56,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",3
00:56,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",3
00:49,"FOUL  by PAWSAT,BROOKS",,,,,,,"FOUL  by PAWSAT,BROOKS",3
00:49,,,,,"MISS FT by DEILLIEU,RYAN",,,"MISS FT by DEILLIEU,RYAN",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
00:49,,75,,86 (+11),"GOOD FT by DEILLIEU,RYAN",MILLSAPS 75-86 (+11),,"GOOD FT by DEILLIEU,RYAN",3
00:49,"SUB IN by CUETO,JUSTIN",,,,,,,"SUB IN by CUETO,JUSTIN",3
00:49,"SUB OUT by PAWSAT,BROOKS",,,,,,,"SUB OUT by PAWSAT,BROOKS",3
00:49,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",3
00:49,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",3
00:46,"TURNOVER  by WHITAKER,ISAIAH",,,,,,,"TURNOVER  by WHITAKER,ISAIAH",3
00:46,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",3
00:46,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",3
00:37,"FOUL  by CUETO,JUSTIN",,,,,,,"FOUL  by CUETO,JUSTIN",3
00:37,,75,,87 (+12),"GOOD FT by DEILLIEU,RYAN",MILLSAPS 75-87 (+12),,"GOOD FT by DEILLIEU,RYAN",3
00:37,,75,,88 (+13),"GOOD FT by DEILLIEU,RYAN",MILLSAPS 75-88 (+13),,"GOOD FT by DEILLIEU,RYAN",3
00:37,"SUB IN by CAMPBELL,BRANDON",,,,,,,"SUB IN by CAMPBELL,BRANDON",3
00:37,"SUB OUT by BLOUNT,JONATHAN",,,,,,,"SUB OUT by BLOUNT,JONATHAN",3
00:37,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",3
00:37,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",3
00:30,"GOOD 3PTR by CUETO,JUSTIN",78,,88 (+10),,CENTMEN 78-88 (+10),,"GOOD 3PTR by CUETO,JUSTIN",3
--,"ASSIST  by WHITAKER,ISAIAH",,,,,,,"ASSIST  by WHITAKER,ISAIAH",3
00:19,"FOUL  by CHERAMIE,CADEN",,,,,,,"FOUL  by CHERAMIE,CADEN",3
00:19,,78,,89 (+11),"GOOD FT by ROBERTSON,MARC",MILLSAPS 78-89 (+11),,"GOOD FT by ROBERTSON,MARC",3
00:19,,,,,"MISS FT by ROBERTSON,MARC",,,"MISS FT by ROBERTSON,MARC",3
--,"REBOUND DEF by DEMOUCHET,KENDALL",,,,,,,"REBOUND DEF by DEMOUCHET,KENDALL",3
00:13,"MISS JUMPER by CAMPBELL,BRANDON",,,,,,,"MISS JUMPER by CAMPBELL,BRANDON",3
--,,,,,"REBOUND DEF by AUBERT,DUSTIN",,,"REBOUND DEF by AUBERT,DUSTIN",3
