Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SUM,Game Score,Team Indicator,Play,Period
01:08,,,,,"SUB IN by PATTERSON,AARON",,,"SUB IN by PATTERSON,AARON",2
01:08,,,,,"SUB IN by WILLIAMSON,CALEB",,,"SUB IN by WILLIAMSON,CALEB",2
01:08,,,,,"SUB OUT by ALSTON,XAVIER",,,"SUB OUT by ALSTON,XAVIER",2
01:08,,,,,"SUB OUT by GREEN,AVERY",,,"SUB OUT by GREEN,AVERY",2
01:08,,,,,"SUB OUT by LECSAINT,KEVIN",,,"SUB OUT by LECSAINT,KEVIN",2
01:08,,,,,"SUB OUT by CARITHERS,JARED",,,"SUB OUT by CARITHERS,JARED",2
00:50,,,,,"TURNOVER  by WILLIAMSON,CALEB",,,"TURNOVER  by WILLIAMSON,CALEB",2
00:50,"STEAL  by MCELVEEN,MAC",,,,,,,"STEAL  by MCELVEEN,MAC",2
00:42,,,,,"FOUL  by STARKS,JIMI",,,"FOUL  by STARKS,JIMI",2
00:42,"MISS FT by AUBERT,DUSTIN",,,,,,,"MISS FT by AUBERT,DUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:42,"GOOD FT by AUBERT,DUSTIN",48,,66 (+18),,MILLSAPS 48-66 (-18),,"GOOD FT by AUBERT,DUSTIN",2
00:42,"SUB IN by KUHN,TYLER",,,,,,,"SUB IN by KUHN,TYLER",2
00:42,"SUB OUT by MCELVEEN,MAC",,,,,,,"SUB OUT by MCELVEEN,MAC",2
00:42,,,,,"SUB IN by MOODY,WALT",,,"SUB IN by MOODY,WALT",2
00:42,,,,,"SUB OUT by STARKS,JIMI",,,"SUB OUT by STARKS,JIMI",2
00:26,,48,,68 (+20),"GOOD JUMPER by STREET,JAYLEN(in the paint)",SUM 48-68 (-20),,"GOOD JUMPER by STREET,JAYLEN(in the paint)",2
00:16,"TURNOVER  by AUBERT,DUSTIN",,,,,,,"TURNOVER  by AUBERT,DUSTIN",2
