Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,LIP,Game Score,Team Indicator,Play,Period
02:22,"GOOD LAYUP by STONE,BRODY(in the paint)",53,,89 (+36),,SEWANE~1 53-89 (-36),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
02:22,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
02:22,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
02:14,,53,,91 (+38),"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",LIP 53-91 (-38),,"GOOD LAYUP by BRAMMEIER,GEORGE(in the paint)",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
02:06,"SUB IN by SPENCER,JC",,,,,,,"SUB IN by SPENCER,JC",2
02:06,"SUB OUT by HOWELL,TAYLOR",,,,,,,"SUB OUT by HOWELL,TAYLOR",2
01:29,"MISS JUMPER by SPENCER,JC",,,,,,,"MISS JUMPER by SPENCER,JC",2
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",2
01:17,,53,,94 (+41),"GOOD 3PTR by MORAN,NATHAN",LIP 53-94 (-41),,"GOOD 3PTR by MORAN,NATHAN",2
--,,,,,"ASSIST  by KORN,AARON",,,"ASSIST  by KORN,AARON",2
00:44,"MISS JUMPER by JOHNSON,DAVID",,,,,,,"MISS JUMPER by JOHNSON,DAVID",2
--,,,,,"REBOUND DEF by BUCKLAND,MICHAEL",,,"REBOUND DEF by BUCKLAND,MICHAEL",2
00:11,,53,,96 (+43),"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",LIP 53-96 (-43),,"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",2
