Time Remaining,STE,Away Team Score,Play Team Indicator,Home Team Score,SEWM,Game Score,Team Indicator,Play,Period
17:34,,44 (+6),,38,"GOOD LAYUP by BORN,LEO(in the paint)",SEWM 44-38 (-6),,"GOOD LAYUP by BORN,LEO(in the paint)",2
17:20,"FOUL  by CORNISH,CLIFF",,,,,,,"FOUL  by CORNISH,CLIFF",2
17:20,"TURNOVER  by CORNISH,CLIFF",,,,,,,"TURNOVER  by CORNISH,CLIFF",2
17:20,"SUB IN by TERRELL,MARK",,,,,,,"SUB IN by TERRELL,MARK",2
17:20,"SUB IN by RHODES,JOHNNY",,,,,,,"SUB IN by RHODES,JOHNNY",2
17:20,"SUB OUT by CORNISH,CLIFF",,,,,,,"SUB OUT by CORNISH,CLIFF",2
17:20,"SUB OUT by WOOLDRIDGE,KYLE",,,,,,,"SUB OUT by WOOLDRIDGE,KYLE",2
16:56,,,,,"MISS JUMPER by STONE,BRODY",,,"MISS JUMPER by STONE,BRODY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
16:54,"FOUL  by RHODES,JOHNNY",,,,,,,"FOUL  by RHODES,JOHNNY",2
16:50,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by TERRELL,MARK",,,,,,,"REBOUND DEF by TERRELL,MARK",2
16:35,"GOOD JUMPER by HAYES,CAMERON",46 (+8),,38,,STE 46-38 (-8),,"GOOD JUMPER by HAYES,CAMERON",2
--,"ASSIST  by RHODES,JOHNNY",,,,,,,"ASSIST  by RHODES,JOHNNY",2
16:13,,,,,"MISS 3PTR by STONE,BRODY",,,"MISS 3PTR by STONE,BRODY",2
--,,,,,"REBOUND OFF by WILLIAMS,JORDEN",,,"REBOUND OFF by WILLIAMS,JORDEN",2
16:07,"FOUL  by TERRELL,MARK",,,,,,,"FOUL  by TERRELL,MARK",2
16:07,,46 (+7),,39,"GOOD FT by WILLIAMS,JORDEN",SEWM 46-39 (-7),,"GOOD FT by WILLIAMS,JORDEN",2
16:07,,46 (+6),,40,"GOOD FT by WILLIAMS,JORDEN",SEWM 46-40 (-6),,"GOOD FT by WILLIAMS,JORDEN",2
16:07,"SUB IN by YOUNG,BENJAMIN",,,,,,,"SUB IN by YOUNG,BENJAMIN",2
16:07,"SUB OUT by TERRELL,MARK",,,,,,,"SUB OUT by TERRELL,MARK",2
15:53,"MISS JUMPER by RHODES,JOHNNY",,,,,,,"MISS JUMPER by RHODES,JOHNNY",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
15:45,,46 (+4),,42,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",SEWM 46-42 (-4),,"GOOD LAYUP by WILLIAMS,JORDEN(in the paint)",2
15:45,"FOUL  by WIEBUSCH,BEN",,,,,,,"FOUL  by WIEBUSCH,BEN",2
15:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:45,,46 (+3),,43,"GOOD FT by WILLIAMS,JORDEN",SEWM 46-43 (-3),,"GOOD FT by WILLIAMS,JORDEN",2
15:45,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
15:45,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
15:31,"MISS JUMPER by MCNEAL,TIM",,,,,,,"MISS JUMPER by MCNEAL,TIM",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
15:12,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by HAYES,CAMERON",,,,,,,"REBOUND DEF by HAYES,CAMERON",2
14:51,"GOOD JUMPER by WIEBUSCH,BEN",48 (+5),,43,,STE 48-43 (-5),,"GOOD JUMPER by WIEBUSCH,BEN",2
14:31,,48 (+3),,45,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWM 48-45 (-3),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
14:30,"FOUL  by HAYES,CAMERON",,,,,,,"FOUL  by HAYES,CAMERON",2
14:30,,,,,"MISS FT by THOMAS,ADRIAN",,,"MISS FT by THOMAS,ADRIAN",2
--,,,,,"REBOUND OFF by CRUMLY,JONNY",,,"REBOUND OFF by CRUMLY,JONNY",2
14:30,"SUB IN by ENGLISH,WALT",,,,,,,"SUB IN by ENGLISH,WALT",2
14:30,"SUB OUT by YOUNG,BENJAMIN",,,,,,,"SUB OUT by YOUNG,BENJAMIN",2
14:30,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
14:30,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
14:30,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
14:30,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
14:29,"FOUL  by RHODES,JOHNNY",,,,,,,"FOUL  by RHODES,JOHNNY",2
14:29,,48 (+2),,46,"GOOD FT by CRUMLY,JONNY",SEWM 48-46 (-2),,"GOOD FT by CRUMLY,JONNY",2
14:29,,48 (+1),,47,"GOOD FT by CRUMLY,JONNY",SEWM 48-47 (-1),,"GOOD FT by CRUMLY,JONNY",2
14:29,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
14:29,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
14:16,"GOOD LAYUP by ENGLISH,WALT(in the paint)",50 (+3),,47,,STE 50-47 (-3),,"GOOD LAYUP by ENGLISH,WALT(in the paint)",2
--,"ASSIST  by MCNEAL,TIM",,,,,,,"ASSIST  by MCNEAL,TIM",2
13:58,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",2
13:58,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
13:45,"MISS JUMPER by HAYES,CAMERON",,,,,,,"MISS JUMPER by HAYES,CAMERON",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
13:17,,50 (+1),,49,"GOOD JUMPER by STONE,BRODY",SEWM 50-49 (-1),,"GOOD JUMPER by STONE,BRODY",2
--,,,,,"ASSIST  by BORN,CLAY",,,"ASSIST  by BORN,CLAY",2
12:51,"GOOD JUMPER by WIEBUSCH,BEN",52 (+3),,49,,STE 52-49 (-3),,"GOOD JUMPER by WIEBUSCH,BEN",2
12:28,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
--,,,,,"REBOUND OFF by THOMAS,ADRIAN",,,"REBOUND OFF by THOMAS,ADRIAN",2
12:25,"SUB IN by WOOLDRIDGE,KYLE",,,,,,,"SUB IN by WOOLDRIDGE,KYLE",2
12:25,"SUB OUT by MCNEAL,TIM",,,,,,,"SUB OUT by MCNEAL,TIM",2
12:25,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
12:25,,,,,"SUB OUT by WILLIAMS,JORDEN",,,"SUB OUT by WILLIAMS,JORDEN",2
12:23,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",2
12:23,,,,,"TURNOVER  by BORN,CLAY",,,"TURNOVER  by BORN,CLAY",2
12:08,"MISS LAYUP by RHODES,JOHNNY",,,,,,,"MISS LAYUP by RHODES,JOHNNY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
11:45,"FOUL  by RHODES,JOHNNY",,,,,,,"FOUL  by RHODES,JOHNNY",2
11:45,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:45,,52 (+2),,50,"GOOD FT by STONE,BRODY",SEWM 52-50 (-2),,"GOOD FT by STONE,BRODY",2
11:45,,52 (+1),,51,"GOOD FT by STONE,BRODY",SEWM 52-51 (-1),,"GOOD FT by STONE,BRODY",2
11:45,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
11:45,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
11:25,"GOOD JUMPER by HAYES,CAMERON(in the paint)",54 (+3),,51,,STE 54-51 (-3),,"GOOD JUMPER by HAYES,CAMERON(in the paint)",2
11:08,,,,,"MISS LAYUP by STONE,BRODY",,,"MISS LAYUP by STONE,BRODY",2
11:08,"BLOCK  by ENGLISH,WALT",,,,,,,"BLOCK  by ENGLISH,WALT",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
11:05,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",2
11:05,"STEAL  by ENGLISH,WALT",,,,,,,"STEAL  by ENGLISH,WALT",2
11:05,"SUB IN by JR,KOREY HAYMAN",,,,,,,"SUB IN by JR,KOREY HAYMAN",2
11:05,"SUB OUT by WIEBUSCH,BEN",,,,,,,"SUB OUT by WIEBUSCH,BEN",2
10:47,"MISS 3PTR by HAYES,CAMERON",,,,,,,"MISS 3PTR by HAYES,CAMERON",2
--,"REBOUND OFF by JR,KOREY HAYMAN",,,,,,,"REBOUND OFF by JR,KOREY HAYMAN",2
10:29,"MISS JUMPER by HAYES,CAMERON",,,,,,,"MISS JUMPER by HAYES,CAMERON",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
10:17,"FOUL  by ENGLISH,WALT",,,,,,,"FOUL  by ENGLISH,WALT",2
10:17,,,,,"MISS FT by BUESCHER,HUNTER",,,"MISS FT by BUESCHER,HUNTER",2
--,"REBOUND DEF by HAYES,CAMERON",,,,,,,"REBOUND DEF by HAYES,CAMERON",2
10:17,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
10:17,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
10:11,"MISS LAYUP by RHODES,JOHNNY",,,,,,,"MISS LAYUP by RHODES,JOHNNY",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
09:58,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
09:40,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",2
--,"REBOUND DEF by ENGLISH,WALT",,,,,,,"REBOUND DEF by ENGLISH,WALT",2
09:36,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",2
09:36,,,,,"SUB IN by WILLIAMS,JORDEN",,,"SUB IN by WILLIAMS,JORDEN",2
09:36,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
09:05,"MISS 3PTR by JR,KOREY HAYMAN",,,,,,,"MISS 3PTR by JR,KOREY HAYMAN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
08:57,,54,,54,"GOOD 3PTR by WILLIAMS,JORDEN",SEWM 54-54 (0),,"GOOD 3PTR by WILLIAMS,JORDEN",2
08:40,"TURNOVER  by JR,KOREY HAYMAN",,,,,,,"TURNOVER  by JR,KOREY HAYMAN",2
08:40,"SUB IN by BYRD,MICHAEL",,,,,,,"SUB IN by BYRD,MICHAEL",2
08:40,"SUB OUT by JR,KOREY HAYMAN",,,,,,,"SUB OUT by JR,KOREY HAYMAN",2
08:21,,54,,57 (+3),"GOOD 3PTR by BORN,LEO",SEWM 54-57 (+3),,"GOOD 3PTR by BORN,LEO",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
08:04,"MISS LAYUP by HAYES,CAMERON",,,,,,,"MISS LAYUP by HAYES,CAMERON",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
07:53,,,,,"MISS 3PTR by WILLIAMS,JORDEN",,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ENGLISH,WALT",,,,,,,"REBOUND DEF by ENGLISH,WALT",2
07:33,"TURNOVER  by RHODES,JOHNNY",,,,,,,"TURNOVER  by RHODES,JOHNNY",2
07:32,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
07:30,,,,,"MISS LAYUP by BORN,CLAY",,,"MISS LAYUP by BORN,CLAY",2
--,"REBOUND DEF by RHODES,JOHNNY",,,,,,,"REBOUND DEF by RHODES,JOHNNY",2
07:19,"MISS JUMPER by HAYES,CAMERON",,,,,,,"MISS JUMPER by HAYES,CAMERON",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
06:54,"FOUL  by WOOLDRIDGE,KYLE",,,,,,,"FOUL  by WOOLDRIDGE,KYLE",2
06:54,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
06:54,,,,,"MISS FT by BORN,LEO",,,"MISS FT by BORN,LEO",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:54,,54,,58 (+4),"GOOD FT by BORN,LEO",SEWM 54-58 (+4),,"GOOD FT by BORN,LEO",2
06:54,"SUB IN by MCNEAL,TIM",,,,,,,"SUB IN by MCNEAL,TIM",2
06:54,"SUB OUT by RHODES,JOHNNY",,,,,,,"SUB OUT by RHODES,JOHNNY",2
06:54,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
06:54,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",2
06:40,"MISS 3PTR by WOOLDRIDGE,KYLE",,,,,,,"MISS 3PTR by WOOLDRIDGE,KYLE",2
--,"REBOUND OFF by ENGLISH,WALT",,,,,,,"REBOUND OFF by ENGLISH,WALT",2
06:40,"GOOD JUMPER by ENGLISH,WALT",56,,58 (+2),,STE 56-58 (+2),,"GOOD JUMPER by ENGLISH,WALT",2
06:40,,,,,"FOUL  by CALDWELL,CAM",,,"FOUL  by CALDWELL,CAM",2
06:40,"MISS FT by ENGLISH,WALT",,,,,,,"MISS FT by ENGLISH,WALT",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:36,"FOUL  by HAYES,CAMERON",,,,,,,"FOUL  by HAYES,CAMERON",2
06:36,,,,,"MISS FT by CALDWELL,CAM",,,"MISS FT by CALDWELL,CAM",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:36,,56,,59 (+3),"GOOD FT by CALDWELL,CAM",SEWM 56-59 (+3),,"GOOD FT by CALDWELL,CAM",2
06:36,"SUB IN by CORNISH,CLIFF",,,,,,,"SUB IN by CORNISH,CLIFF",2
06:36,"SUB IN by WIEBUSCH,BEN",,,,,,,"SUB IN by WIEBUSCH,BEN",2
06:36,"SUB OUT by WOOLDRIDGE,KYLE",,,,,,,"SUB OUT by WOOLDRIDGE,KYLE",2
06:36,"SUB OUT by BYRD,MICHAEL",,,,,,,"SUB OUT by BYRD,MICHAEL",2
06:36,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",2
06:36,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
06:36,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
06:36,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",2
06:21,"TURNOVER  by CORNISH,CLIFF",,,,,,,"TURNOVER  by CORNISH,CLIFF",2
06:19,,,,,"STEAL  by WILLIAMS,JORDEN",,,"STEAL  by WILLIAMS,JORDEN",2
06:03,,,,,"TURNOVER  by WILLIAMS,JORDEN",,,"TURNOVER  by WILLIAMS,JORDEN",2
06:02,"SUB IN by JR,KOREY HAYMAN",,,,,,,"SUB IN by JR,KOREY HAYMAN",2
06:02,"SUB OUT by HAYES,CAMERON",,,,,,,"SUB OUT by HAYES,CAMERON",2
06:02,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",2
06:02,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
05:55,"FOUL  by MCNEAL,TIM",,,,,,,"FOUL  by MCNEAL,TIM",2
05:55,"TURNOVER  by MCNEAL,TIM",,,,,,,"TURNOVER  by MCNEAL,TIM",2
05:55,"SUB IN by RHODES,JOHNNY",,,,,,,"SUB IN by RHODES,JOHNNY",2
05:55,"SUB OUT by MCNEAL,TIM",,,,,,,"SUB OUT by MCNEAL,TIM",2
05:36,"FOUL  by JR,KOREY HAYMAN",,,,,,,"FOUL  by JR,KOREY HAYMAN",2
05:36,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:36,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",2
--,"REBOUND DEF by ENGLISH,WALT",,,,,,,"REBOUND DEF by ENGLISH,WALT",2
05:15,"TURNOVER  by WIEBUSCH,BEN",,,,,,,"TURNOVER  by WIEBUSCH,BEN",2
04:47,,,,,"MISS JUMPER by BORN,LEO",,,"MISS JUMPER by BORN,LEO",2
--,"REBOUND DEF by CORNISH,CLIFF",,,,,,,"REBOUND DEF by CORNISH,CLIFF",2
04:29,"FOUL  by RHODES,JOHNNY",,,,,,,"FOUL  by RHODES,JOHNNY",2
04:29,"TURNOVER  by RHODES,JOHNNY",,,,,,,"TURNOVER  by RHODES,JOHNNY",2
04:29,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
04:29,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
04:09,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by ENGLISH,WALT",,,,,,,"REBOUND DEF by ENGLISH,WALT",2
04:08,,,,,"FOUL  by CRUMLY,JONNY",,,"FOUL  by CRUMLY,JONNY",2
03:51,"MISS 3PTR by ENGLISH,WALT",,,,,,,"MISS 3PTR by ENGLISH,WALT",2
--,"REBOUND OFF by JR,KOREY HAYMAN",,,,,,,"REBOUND OFF by JR,KOREY HAYMAN",2
03:46,,,,,"FOUL  by CRUMLY,JONNY",,,"FOUL  by CRUMLY,JONNY",2
03:46,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:46,"MISS FT by JR,KOREY HAYMAN",,,,,,,"MISS FT by JR,KOREY HAYMAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:46,"GOOD FT by JR,KOREY HAYMAN",57,,59 (+2),,STE 57-59 (+2),,"GOOD FT by JR,KOREY HAYMAN",2
03:41,,57,,61 (+4),"GOOD LAYUP by WILLIAMS,JORDEN(fastbreak)(in the paint)",SEWM 57-61 (+4),,"GOOD LAYUP by WILLIAMS,JORDEN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by STONE,BRODY",,,"ASSIST  by STONE,BRODY",2
03:15,"MISS JUMPER by JR,KOREY HAYMAN",,,,,,,"MISS JUMPER by JR,KOREY HAYMAN",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
02:50,,,,,"MISS 3PTR by BORN,LEO",,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND OFF by BORN,CLAY",,,"REBOUND OFF by BORN,CLAY",2
02:45,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by RHODES,JOHNNY",,,,,,,"REBOUND DEF by RHODES,JOHNNY",2
02:32,"MISS LAYUP by RHODES,JOHNNY",,,,,,,"MISS LAYUP by RHODES,JOHNNY",2
--,"REBOUND OFF by CORNISH,CLIFF",,,,,,,"REBOUND OFF by CORNISH,CLIFF",2
02:29,"GOOD TIPIN by CORNISH,CLIFF(in the paint)",59,,61 (+2),,STE 59-61 (+2),,"GOOD TIPIN by CORNISH,CLIFF(in the paint)",2
01:52,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by CORNISH,CLIFF",,,,,,,"REBOUND DEF by CORNISH,CLIFF",2
01:38,,,,,"FOUL  by BORN,LEO",,,"FOUL  by BORN,LEO",2
01:38,"MISS FT by CORNISH,CLIFF",,,,,,,"MISS FT by CORNISH,CLIFF",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:38,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
01:38,"GOOD FT by CORNISH,CLIFF",60,,61 (+1),,STE 60-61 (+1),,"GOOD FT by CORNISH,CLIFF",2
01:38,"SUB IN by CORNISH,CLIFF",,,,,,,"SUB IN by CORNISH,CLIFF",2
01:38,"SUB IN by HAYES,CAMERON",,,,,,,"SUB IN by HAYES,CAMERON",2
01:38,"SUB IN by MCNEAL,TIM",,,,,,,"SUB IN by MCNEAL,TIM",2
01:38,"SUB IN by WIEBUSCH,BEN",,,,,,,"SUB IN by WIEBUSCH,BEN",2
01:38,"SUB IN by ENGLISH,WALT",,,,,,,"SUB IN by ENGLISH,WALT",2
01:38,"SUB OUT by CORNISH,CLIFF",,,,,,,"SUB OUT by CORNISH,CLIFF",2
01:38,"SUB OUT by RHODES,JOHNNY",,,,,,,"SUB OUT by RHODES,JOHNNY",2
01:38,"SUB OUT by JR,KOREY HAYMAN",,,,,,,"SUB OUT by JR,KOREY HAYMAN",2
01:38,"SUB OUT by WIEBUSCH,BEN",,,,,,,"SUB OUT by WIEBUSCH,BEN",2
01:38,"SUB OUT by ENGLISH,WALT",,,,,,,"SUB OUT by ENGLISH,WALT",2
01:38,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
01:38,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
01:09,,,,,"MISS JUMPER by WILLIAMS,JORDEN",,,"MISS JUMPER by WILLIAMS,JORDEN",2
--,"REBOUND DEF by CORNISH,CLIFF",,,,,,,"REBOUND DEF by CORNISH,CLIFF",2
00:52,"MISS JUMPER by WIEBUSCH,BEN",,,,,,,"MISS JUMPER by WIEBUSCH,BEN",2
--,"REBOUND OFF by HAYES,CAMERON",,,,,,,"REBOUND OFF by HAYES,CAMERON",2
00:44,"MISS 3PTR by MCNEAL,TIM",,,,,,,"MISS 3PTR by MCNEAL,TIM",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
00:22,,60,,63 (+3),"GOOD LAYUP by BORN,CLAY(in the paint)",SEWM 60-63 (+3),,"GOOD LAYUP by BORN,CLAY(in the paint)",2
00:16,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:16,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",2
00:16,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
00:07,"MISS 3PTR by WIEBUSCH,BEN",,,,,,,"MISS 3PTR by WIEBUSCH,BEN",2
--,,,,,"REBOUND DEF by BORN,LEO",,,"REBOUND DEF by BORN,LEO",2
00:04,"FOUL  by WIEBUSCH,BEN",,,,,,,"FOUL  by WIEBUSCH,BEN",2
00:04,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:04,,60,,64 (+4),"GOOD FT by BORN,LEO",SEWM 60-64 (+4),,"GOOD FT by BORN,LEO",2
00:04,,60,,65 (+5),"GOOD FT by BORN,LEO",SEWM 60-65 (+5),,"GOOD FT by BORN,LEO",2
