Time Remaining,SEWANE~1,Away Team Score,Play Team Indicator,Home Team Score,APSU,Game Score,Team Indicator,Play,Period
19:27,"GOOD 3PTR by BORN,CLAY",39,,39,,SEWANE~1 39-39 (0),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by THOMAS,ADRIAN",,,,,,,"ASSIST  by THOMAS,ADRIAN",2
19:14,,39,,42 (+3),"GOOD 3PTR by ROBINSON,JOSH",APSU 39-42 (-3),,"GOOD 3PTR by ROBINSON,JOSH",2
--,,,,,"ASSIST  by SAVAGE,JARED",,,"ASSIST  by SAVAGE,JARED",2
18:55,"GOOD 3PTR by THOMAS,ADRIAN",42,,42,,SEWANE~1 42-42 (0),,"GOOD 3PTR by THOMAS,ADRIAN",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
18:45,,,,,"MISS LAYUP by PORTER-BUNTON,CHRIS",,,"MISS LAYUP by PORTER-BUNTON,CHRIS",2
18:45,"BLOCK  by BORN,LEO",,,,,,,"BLOCK  by BORN,LEO",2
--,,,,,"REBOUND OFF by JONES,KENNY",,,"REBOUND OFF by JONES,KENNY",2
18:23,,,,,"MISS 3PTR by MURRY,JOHN",,,"MISS 3PTR by MURRY,JOHN",2
--,"REBOUND DEF by WILLIAMS,JORDEN",,,,,,,"REBOUND DEF by WILLIAMS,JORDEN",2
18:06,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
18:06,,,,,"BLOCK  by SAVAGE,JARED",,,"BLOCK  by SAVAGE,JARED",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
18:01,"GOOD LAYUP by BORN,LEO(in the paint)",44 (+2),,42,,SEWANE~1 44-42 (+2),,"GOOD LAYUP by BORN,LEO(in the paint)",2
17:47,,44,,44,"GOOD LAYUP by PORTER-BUNTON,CHRIS(in the paint)",APSU 44-44 (0),,"GOOD LAYUP by PORTER-BUNTON,CHRIS(in the paint)",2
17:33,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
17:33,,,,,"STEAL  by SAVAGE,JARED",,,"STEAL  by SAVAGE,JARED",2
17:20,,44,,46 (+2),"GOOD DUNK by SAVAGE,JARED(fastbreak)(in the paint)",APSU 44-46 (-2),,"GOOD DUNK by SAVAGE,JARED(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
17:07,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
17:06,,,,,"STEAL  by JONES,KENNY",,,"STEAL  by JONES,KENNY",2
17:05,,44,,48 (+4),"GOOD DUNK by JONES,KENNY(fastbreak)(in the paint)",APSU 44-48 (-4),,"GOOD DUNK by JONES,KENNY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
16:46,"GOOD 3PTR by WILLIAMS,JORDEN",47,,48 (+1),,SEWANE~1 47-48 (-1),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
16:33,,,,,"MISS 3PTR by PORTER-BUNTON,CHRIS",,,"MISS 3PTR by PORTER-BUNTON,CHRIS",2
--,"REBOUND DEF by STONE,BRODY",,,,,,,"REBOUND DEF by STONE,BRODY",2
16:16,"GOOD JUMPER by STONE,BRODY(in the paint)",49 (+1),,48,,SEWANE~1 49-48 (+1),,"GOOD JUMPER by STONE,BRODY(in the paint)",2
15:48,,49,,51 (+2),"GOOD 3PTR by ROBINSON,JOSH",APSU 49-51 (-2),,"GOOD 3PTR by ROBINSON,JOSH",2
15:23,,,,,"FOUL  by PORTER-BUNTON,CHRIS",,,"FOUL  by PORTER-BUNTON,CHRIS",2
15:23,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:23,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",2
15:23,"SUB OUT by THOMAS,ADRIAN",,,,,,,"SUB OUT by THOMAS,ADRIAN",2
15:10,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by BORN,CLAY",,,,,,,"REBOUND OFF by BORN,CLAY",2
14:52,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,,,,,"REBOUND DEF by PORTER-BUNTON,CHRIS",,,"REBOUND DEF by PORTER-BUNTON,CHRIS",2
14:40,,49,,53 (+4),"GOOD DUNK by JONES,KENNY(in the paint)",APSU 49-53 (-4),,"GOOD DUNK by JONES,KENNY(in the paint)",2
14:21,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,,,,,"REBOUND DEF by PORTER-BUNTON,CHRIS",,,"REBOUND DEF by PORTER-BUNTON,CHRIS",2
14:13,,49,,55 (+6),"GOOD JUMPER by SAVAGE,JARED",APSU 49-55 (-6),,"GOOD JUMPER by SAVAGE,JARED",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
13:48,"MISS JUMPER by BORN,CLAY",,,,,,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND OFF by BORN,LEO",,,,,,,"REBOUND OFF by BORN,LEO",2
13:43,"MISS LAYUP by BORN,LEO",,,,,,,"MISS LAYUP by BORN,LEO",2
--,,,,,"REBOUND DEF by PORTER-BUNTON,CHRIS",,,"REBOUND DEF by PORTER-BUNTON,CHRIS",2
13:38,,,,,"MISS 3PTR by SAVAGE,JARED",,,"MISS 3PTR by SAVAGE,JARED",2
--,,,,,"REBOUND OFF by MURRY,JOHN",,,"REBOUND OFF by MURRY,JOHN",2
13:31,,,,,"MISS LAYUP by PORTER-BUNTON,CHRIS",,,"MISS LAYUP by PORTER-BUNTON,CHRIS",2
13:31,"BLOCK  by BORN,CLAY",,,,,,,"BLOCK  by BORN,CLAY",2
--,,,,,"REBOUND OFF by PORTER-BUNTON,CHRIS",,,"REBOUND OFF by PORTER-BUNTON,CHRIS",2
13:25,,49,,57 (+8),"GOOD LAYUP by PORTER-BUNTON,CHRIS(in the paint)",APSU 49-57 (-8),,"GOOD LAYUP by PORTER-BUNTON,CHRIS(in the paint)",2
13:18,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:18,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
13:18,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
13:06,"MISS LAYUP by STONE,BRODY",,,,,,,"MISS LAYUP by STONE,BRODY",2
13:06,,,,,"BLOCK  by SAVAGE,JARED",,,"BLOCK  by SAVAGE,JARED",2
--,,,,,"REBOUND DEF by JONES,KENNY",,,"REBOUND DEF by JONES,KENNY",2
12:51,,49,,59 (+10),"GOOD LAYUP by MURRY,JOHN(in the paint)",APSU 49-59 (-10),,"GOOD LAYUP by MURRY,JOHN(in the paint)",2
12:51,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
12:51,,49,,60 (+11),"GOOD FT by MURRY,JOHN",APSU 49-60 (-11),,"GOOD FT by MURRY,JOHN",2
12:51,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
12:51,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
12:39,"TURNOVER  by LEE,MATTHEW",,,,,,,"TURNOVER  by LEE,MATTHEW",2
12:38,,,,,"STEAL  by SAVAGE,JARED",,,"STEAL  by SAVAGE,JARED",2
12:36,,49,,62 (+13),"GOOD DUNK by ROBINSON,JOSH(fastbreak)(in the paint)",APSU 49-62 (-13),,"GOOD DUNK by ROBINSON,JOSH(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SAVAGE,JARED",,,"ASSIST  by SAVAGE,JARED",2
12:15,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
12:15,"SUB IN by BORN,CLAY",,,,,,,"SUB IN by BORN,CLAY",2
12:15,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
12:15,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",2
12:10,"GOOD 3PTR by BORN,CLAY",52,,62 (+10),,SEWANE~1 52-62 (-10),,"GOOD 3PTR by BORN,CLAY",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
11:59,,,,,"MISS 3PTR by SAVAGE,JARED",,,"MISS 3PTR by SAVAGE,JARED",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
11:51,,,,,"FOUL  by JONES,KENNY",,,"FOUL  by JONES,KENNY",2
11:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:51,"GOOD FT by BORN,CLAY",53,,62 (+9),,SEWANE~1 53-62 (-9),,"GOOD FT by BORN,CLAY",2
11:51,"GOOD FT by BORN,CLAY",54,,62 (+8),,SEWANE~1 54-62 (-8),,"GOOD FT by BORN,CLAY",2
11:30,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
11:20,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
11:20,,,,,"MISS FT by PORTER-BUNTON,CHRIS",,,"MISS FT by PORTER-BUNTON,CHRIS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:20,,54,,63 (+9),"GOOD FT by PORTER-BUNTON,CHRIS",APSU 54-63 (-9),,"GOOD FT by PORTER-BUNTON,CHRIS",2
11:12,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
11:06,,,,,"MISS JUMPER by ROBINSON,JOSH",,,"MISS JUMPER by ROBINSON,JOSH",2
--,,,,,"REBOUND OFF by PORTER-BUNTON,CHRIS",,,"REBOUND OFF by PORTER-BUNTON,CHRIS",2
11:03,,,,,"MISS DUNK by PORTER-BUNTON,CHRIS",,,"MISS DUNK by PORTER-BUNTON,CHRIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:52,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by PORTER-BUNTON,CHRIS",,,"REBOUND DEF by PORTER-BUNTON,CHRIS",2
10:32,,54,,65 (+11),"GOOD LAYUP by MURRY,JOHN(in the paint)",APSU 54-65 (-11),,"GOOD LAYUP by MURRY,JOHN(in the paint)",2
10:07,"GOOD LAYUP by STONE,BRODY(in the paint)",56,,65 (+9),,SEWANE~1 56-65 (-9),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,"ASSIST  by WILLIAMS,JORDEN",,,,,,,"ASSIST  by WILLIAMS,JORDEN",2
09:56,,56,,68 (+12),"GOOD 3PTR by JONES,KENNY",APSU 56-68 (-12),,"GOOD 3PTR by JONES,KENNY",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
09:40,"MISS JUMPER by BORN,LEO",,,,,,,"MISS JUMPER by BORN,LEO",2
--,,,,,"REBOUND DEF by MURRY,JOHN",,,"REBOUND DEF by MURRY,JOHN",2
09:30,"SUB IN by THOMAS,ADRIAN",,,,,,,"SUB IN by THOMAS,ADRIAN",2
09:30,"SUB IN by LEE,MATTHEW",,,,,,,"SUB IN by LEE,MATTHEW",2
09:30,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
09:30,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
09:29,"FOUL  by STONE,BRODY",,,,,,,"FOUL  by STONE,BRODY",2
09:29,,56,,69 (+13),"GOOD FT by ROBINSON,JOSH",APSU 56-69 (-13),,"GOOD FT by ROBINSON,JOSH",2
09:29,,56,,70 (+14),"GOOD FT by ROBINSON,JOSH",APSU 56-70 (-14),,"GOOD FT by ROBINSON,JOSH",2
09:29,,,,,"SUB IN by GLOTTA,ZACH",,,"SUB IN by GLOTTA,ZACH",2
09:29,,,,,"SUB OUT by MURRY,JOHN",,,"SUB OUT by MURRY,JOHN",2
09:23,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
09:22,,,,,"STEAL  by JONES,KENNY",,,"STEAL  by JONES,KENNY",2
09:19,,56,,72 (+16),"GOOD LAYUP by JONES,KENNY(fastbreak)(in the paint)",APSU 56-72 (-16),,"GOOD LAYUP by JONES,KENNY(fastbreak)(in the paint)",2
09:08,"TURNOVER  by BORN,CLAY",,,,,,,"TURNOVER  by BORN,CLAY",2
08:53,,56,,74 (+18),"GOOD DUNK by ROBINSON,JOSH(in the paint)",APSU 56-74 (-18),,"GOOD DUNK by ROBINSON,JOSH(in the paint)",2
08:34,"GOOD LAYUP by LEE,MATTHEW(in the paint)",58,,74 (+16),,SEWANE~1 58-74 (-16),,"GOOD LAYUP by LEE,MATTHEW(in the paint)",2
08:24,,58,,76 (+18),"GOOD JUMPER by JONES,KENNY",APSU 58-76 (-18),,"GOOD JUMPER by JONES,KENNY",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
08:08,"GOOD 3PTR by WILLIAMS,JORDEN",61,,76 (+15),,SEWANE~1 61-76 (-15),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by LEE,MATTHEW",,,,,,,"ASSIST  by LEE,MATTHEW",2
07:48,,,,,"MISS JUMPER by JONES,KENNY",,,"MISS JUMPER by JONES,KENNY",2
--,,,,,"REBOUND OFF by PORTER-BUNTON,CHRIS",,,"REBOUND OFF by PORTER-BUNTON,CHRIS",2
07:46,"FOUL  by LEE,MATTHEW",,,,,,,"FOUL  by LEE,MATTHEW",2
07:46,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:46,"SUB IN by BORN,LEO",,,,,,,"SUB IN by BORN,LEO",2
07:46,"SUB OUT by LEE,MATTHEW",,,,,,,"SUB OUT by LEE,MATTHEW",2
07:46,,,,,"SUB IN by CLAYTON,DRE'KALO",,,"SUB IN by CLAYTON,DRE'KALO",2
07:46,,,,,"SUB OUT by JONES,KENNY",,,"SUB OUT by JONES,KENNY",2
07:31,,,,,"MISS JUMPER by CLAYTON,DRE'KALO",,,"MISS JUMPER by CLAYTON,DRE'KALO",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
07:20,"TURNOVER  by THOMAS,ADRIAN",,,,,,,"TURNOVER  by THOMAS,ADRIAN",2
07:03,,61,,78 (+17),"GOOD DUNK by ROBINSON,JOSH(in the paint)",APSU 61-78 (-17),,"GOOD DUNK by ROBINSON,JOSH(in the paint)",2
06:41,"TURNOVER  by BORN,LEO",,,,,,,"TURNOVER  by BORN,LEO",2
06:39,,,,,"STEAL  by ROBINSON,JOSH",,,"STEAL  by ROBINSON,JOSH",2
06:35,,61,,80 (+19),"GOOD LAYUP by ROBINSON,JOSH(fastbreak)(in the paint)",APSU 61-80 (-19),,"GOOD LAYUP by ROBINSON,JOSH(fastbreak)(in the paint)",2
06:21,"GOOD 3PTR by WILLIAMS,JORDEN",64,,80 (+16),,SEWANE~1 64-80 (-16),,"GOOD 3PTR by WILLIAMS,JORDEN",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
06:06,,,,,"MISS 3PTR by GLOTTA,ZACH",,,"MISS 3PTR by GLOTTA,ZACH",2
--,"REBOUND DEF by BORN,CLAY",,,,,,,"REBOUND DEF by BORN,CLAY",2
05:51,"GOOD JUMPER by BORN,CLAY",66,,80 (+14),,SEWANE~1 66-80 (-14),,"GOOD JUMPER by BORN,CLAY",2
05:35,,66,,83 (+17),"GOOD 3PTR by GLOTTA,ZACH",APSU 66-83 (-17),,"GOOD 3PTR by GLOTTA,ZACH",2
--,,,,,"ASSIST  by ROBINSON,JOSH",,,"ASSIST  by ROBINSON,JOSH",2
05:20,,,,,"FOUL  by SAVAGE,JARED",,,"FOUL  by SAVAGE,JARED",2
05:20,,,,,"SUB IN by IVORY,TRE'",,,"SUB IN by IVORY,TRE'",2
05:20,,,,,"SUB OUT by ROBINSON,JOSH",,,"SUB OUT by ROBINSON,JOSH",2
05:07,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,"REBOUND DEF by GLOTTA,ZACH",,,"REBOUND DEF by GLOTTA,ZACH",2
04:55,"FOUL  by BORN,LEO",,,,,,,"FOUL  by BORN,LEO",2
04:45,"FOUL  by BORN,CLAY",,,,,,,"FOUL  by BORN,CLAY",2
04:45,,,,,"MISS FT by ROBINSON,JOSH",,,"MISS FT by ROBINSON,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:45,,66,,84 (+18),"GOOD FT by ROBINSON,JOSH",APSU 66-84 (-18),,"GOOD FT by ROBINSON,JOSH",2
04:45,,,,,"SUB IN by ROBINSON,JOSH",,,"SUB IN by ROBINSON,JOSH",2
04:45,,,,,"SUB OUT by IVORY,TRE'",,,"SUB OUT by IVORY,TRE'",2
04:37,,,,,"FOUL  by PORTER-BUNTON,CHRIS",,,"FOUL  by PORTER-BUNTON,CHRIS",2
04:22,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by THOMAS,ADRIAN",,,,,,,"REBOUND OFF by THOMAS,ADRIAN",2
04:18,"MISS 3PTR by WILLIAMS,JORDEN",,,,,,,"MISS 3PTR by WILLIAMS,JORDEN",2
--,"REBOUND OFF by THOMAS,ADRIAN",,,,,,,"REBOUND OFF by THOMAS,ADRIAN",2
04:12,"MISS 3PTR by STONE,BRODY",,,,,,,"MISS 3PTR by STONE,BRODY",2
--,"REBOUND OFF by BORN,CLAY",,,,,,,"REBOUND OFF by BORN,CLAY",2
04:07,"MISS 3PTR by BORN,CLAY",,,,,,,"MISS 3PTR by BORN,CLAY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:47,,,,,"MISS LAYUP by PORTER-BUNTON,CHRIS",,,"MISS LAYUP by PORTER-BUNTON,CHRIS",2
--,,,,,"REBOUND OFF by CLAYTON,DRE'KALO",,,"REBOUND OFF by CLAYTON,DRE'KALO",2
03:44,,66,,86 (+20),"GOOD TIPIN by CLAYTON,DRE'KALO(in the paint)",APSU 66-86 (-20),,"GOOD TIPIN by CLAYTON,DRE'KALO(in the paint)",2
03:35,"TURNOVER  by WILLIAMS,JORDEN",,,,,,,"TURNOVER  by WILLIAMS,JORDEN",2
03:35,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:19,,,,,"TURNOVER  by CLAYTON,DRE'KALO",,,"TURNOVER  by CLAYTON,DRE'KALO",2
03:09,"GOOD 3PTR by BORN,LEO",69,,86 (+17),,SEWANE~1 69-86 (-17),,"GOOD 3PTR by BORN,LEO",2
--,"ASSIST  by BORN,CLAY",,,,,,,"ASSIST  by BORN,CLAY",2
02:55,,69,,89 (+20),"GOOD 3PTR by ROBINSON,JOSH",APSU 69-89 (-20),,"GOOD 3PTR by ROBINSON,JOSH",2
02:35,"MISS 3PTR by BORN,LEO",,,,,,,"MISS 3PTR by BORN,LEO",2
--,,,,,"REBOUND DEF by CLAYTON,DRE'KALO",,,"REBOUND DEF by CLAYTON,DRE'KALO",2
02:30,,,,,"TURNOVER  by CLAYTON,DRE'KALO",,,"TURNOVER  by CLAYTON,DRE'KALO",2
02:30,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
02:30,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
02:30,"SUB IN by HOWELL,TAYLOR",,,,,,,"SUB IN by HOWELL,TAYLOR",2
02:30,"SUB OUT by STONE,BRODY",,,,,,,"SUB OUT by STONE,BRODY",2
02:30,"SUB OUT by BORN,CLAY",,,,,,,"SUB OUT by BORN,CLAY",2
02:30,"SUB OUT by WILLIAMS,JORDEN",,,,,,,"SUB OUT by WILLIAMS,JORDEN",2
02:21,,,,,"FOUL  by CLAYTON,DRE'KALO",,,"FOUL  by CLAYTON,DRE'KALO",2
02:21,"SUB IN by SPENCER,JC",,,,,,,"SUB IN by SPENCER,JC",2
02:21,"SUB OUT by BORN,LEO",,,,,,,"SUB OUT by BORN,LEO",2
02:17,"TURNOVER  by CRUMLY,JONNY",,,,,,,"TURNOVER  by CRUMLY,JONNY",2
02:15,,,,,"STEAL  by ROBINSON,JOSH",,,"STEAL  by ROBINSON,JOSH",2
02:12,,,,,"TURNOVER  by ROBINSON,JOSH",,,"TURNOVER  by ROBINSON,JOSH",2
02:05,"MISS 3PTR by HOWELL,TAYLOR",,,,,,,"MISS 3PTR by HOWELL,TAYLOR",2
--,,,,,"REBOUND DEF by SAVAGE,JARED",,,"REBOUND DEF by SAVAGE,JARED",2
01:52,,,,,"MISS JUMPER by GLOTTA,ZACH",,,"MISS JUMPER by GLOTTA,ZACH",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
01:41,"MISS 3PTR by CRUMLY,JONNY",,,,,,,"MISS 3PTR by CRUMLY,JONNY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:39,,,,,"FOUL  by SAVAGE,JARED",,,"FOUL  by SAVAGE,JARED",2
01:39,,,,,"SUB IN by STOCKS,CHRIS",,,"SUB IN by STOCKS,CHRIS",2
01:39,,,,,"SUB IN by DOBBS,JARTAVIOUS",,,"SUB IN by DOBBS,JARTAVIOUS",2
01:39,,,,,"SUB IN by HARRIS,STEVE",,,"SUB IN by HARRIS,STEVE",2
01:39,,,,,"SUB IN by MCCRACKEN,SAM",,,"SUB IN by MCCRACKEN,SAM",2
01:39,,,,,"SUB IN by IVORY,TRE'",,,"SUB IN by IVORY,TRE'",2
01:39,,,,,"SUB OUT by GLOTTA,ZACH",,,"SUB OUT by GLOTTA,ZACH",2
01:39,,,,,"SUB OUT by CLAYTON,DRE'KALO",,,"SUB OUT by CLAYTON,DRE'KALO",2
01:39,,,,,"SUB OUT by ROBINSON,JOSH",,,"SUB OUT by ROBINSON,JOSH",2
01:39,,,,,"SUB OUT by PORTER-BUNTON,CHRIS",,,"SUB OUT by PORTER-BUNTON,CHRIS",2
01:39,,,,,"SUB OUT by SAVAGE,JARED",,,"SUB OUT by SAVAGE,JARED",2
01:18,"MISS LAYUP by THOMAS,ADRIAN",,,,,,,"MISS LAYUP by THOMAS,ADRIAN",2
--,,,,,"REBOUND DEF by MCCRACKEN,SAM",,,"REBOUND DEF by MCCRACKEN,SAM",2
01:14,,,,,"TURNOVER  by MCCRACKEN,SAM",,,"TURNOVER  by MCCRACKEN,SAM",2
01:12,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
01:12,,,,,"FOUL  by MCCRACKEN,SAM",,,"FOUL  by MCCRACKEN,SAM",2
01:12,"MISS FT by BUESCHER,HUNTER",,,,,,,"MISS FT by BUESCHER,HUNTER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:12,"GOOD FT by BUESCHER,HUNTER",70,,89 (+19),,SEWANE~1 70-89 (-19),,"GOOD FT by BUESCHER,HUNTER",2
01:00,,,,,"TURNOVER  by IVORY,TRE'",,,"TURNOVER  by IVORY,TRE'",2
00:47,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by DOBBS,JARTAVIOUS",,,"REBOUND DEF by DOBBS,JARTAVIOUS",2
00:34,,,,,"MISS LAYUP by IVORY,TRE'",,,"MISS LAYUP by IVORY,TRE'",2
--,"REBOUND DEF by HOWELL,TAYLOR",,,,,,,"REBOUND DEF by HOWELL,TAYLOR",2
00:17,"MISS LAYUP by HOWELL,TAYLOR",,,,,,,"MISS LAYUP by HOWELL,TAYLOR",2
--,"REBOUND OFF by SPENCER,JC",,,,,,,"REBOUND OFF by SPENCER,JC",2
00:14,"GOOD LAYUP by SPENCER,JC(in the paint)",72,,89 (+17),,SEWANE~1 72-89 (-17),,"GOOD LAYUP by SPENCER,JC(in the paint)",2
00:09,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
00:09,,,,,"MISS FT by IVORY,TRE'",,,"MISS FT by IVORY,TRE'",2
--,"REBOUND DEF by THOMAS,ADRIAN",,,,,,,"REBOUND DEF by THOMAS,ADRIAN",2
