Time Remaining,PCM,Away Team Score,Play Team Indicator,Home Team Score,BSC-M,Game Score,Team Indicator,Play,Period
02:07,"GOOD LAYUP by ROSE,TYLER(in the paint)",27,,53 (+26),,PCM 27-53 (+26),,"GOOD LAYUP by ROSE,TYLER(in the paint)",1
01:59,,,,,"MISS 3PTR by SPENCE,BEN",,,"MISS 3PTR by SPENCE,BEN",1
--,,,,,"REBOUND OFF by BAK,CALVIN",,,"REBOUND OFF by BAK,CALVIN",1
01:53,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",1
01:53,"SUB IN by JOHNSON,IAN",,,,,,,"SUB IN by JOHNSON,IAN",1
01:53,"SUB OUT by MCCRILLIS,JARED",,,,,,,"SUB OUT by MCCRILLIS,JARED",1
01:47,"TURNOVER  by ROSE,TYLER",,,,,,,"TURNOVER  by ROSE,TYLER",1
01:47,,,,,"STEAL  by WALDRUM,AIDAN",,,"STEAL  by WALDRUM,AIDAN",1
01:29,,27,,56 (+29),"GOOD 3PTR by SPENCE,BEN",BSC-M 27-56 (+29),,"GOOD 3PTR by SPENCE,BEN",1
--,,,,,"ASSIST  by WALDRUM,AIDAN",,,"ASSIST  by WALDRUM,AIDAN",1
01:16,"MISS JUMPER by JOHNSON,IAN",,,,,,,"MISS JUMPER by JOHNSON,IAN",1
01:16,,,,,"BLOCK  by SPENCE,BEN",,,"BLOCK  by SPENCE,BEN",1
--,"REBOUND OFF by JOHNSON,IAN",,,,,,,"REBOUND OFF by JOHNSON,IAN",1
01:04,"MISS JUMPER by COEFIELD,ELLIS",,,,,,,"MISS JUMPER by COEFIELD,ELLIS",1
--,,,,,"REBOUND DEF by BAK,CALVIN",,,"REBOUND DEF by BAK,CALVIN",1
00:51,,27,,58 (+31),"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC-M 27-58 (+31),,"GOOD LAYUP by SPENCE,BEN(in the paint)",1
00:41,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
00:41,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
00:41,"GOOD FT by COEFIELD,ELLIS",28,,58 (+30),,PCM 28-58 (+30),,"GOOD FT by COEFIELD,ELLIS",1
00:41,"MISS FT by COEFIELD,ELLIS",,,,,,,"MISS FT by COEFIELD,ELLIS",1
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",1
00:41,"SUB IN by SHODIMU,JAMES",,,,,,,"SUB IN by SHODIMU,JAMES",1
00:41,"SUB IN by MCCRILLIS,JARED",,,,,,,"SUB IN by MCCRILLIS,JARED",1
00:41,"SUB OUT by JOHNSON,IAN",,,,,,,"SUB OUT by JOHNSON,IAN",1
00:41,"SUB OUT by PRATT,DAKOTA",,,,,,,"SUB OUT by PRATT,DAKOTA",1
00:41,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
00:41,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
00:30,,28,,60 (+32),"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC-M 28-60 (+32),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",1
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",1
00:30,"FOUL  by SHODIMU,JAMES",,,,,,,"FOUL  by SHODIMU,JAMES",1
00:30,"FOUL  by SHODIMU,JAMES",,,,,,,"FOUL  by SHODIMU,JAMES",1
00:30,,,,,"MISS FT by WALDRUM,AIDAN",,,"MISS FT by WALDRUM,AIDAN",1
--,"REBOUND DEF by COEFIELD,ELLIS",,,,,,,"REBOUND DEF by COEFIELD,ELLIS",1
00:23,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
00:23,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",1
00:23,"GOOD FT by SHODIMU,JAMES",29,,60 (+31),,PCM 29-60 (+31),,"GOOD FT by SHODIMU,JAMES",1
00:23,"GOOD FT by SHODIMU,JAMES",30,,60 (+30),,PCM 30-60 (+30),,"GOOD FT by SHODIMU,JAMES",1
00:23,"SUB IN by PRATT,DAKOTA",,,,,,,"SUB IN by PRATT,DAKOTA",1
00:23,"SUB OUT by COEFIELD,ELLIS",,,,,,,"SUB OUT by COEFIELD,ELLIS",1
00:06,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",1
--,,,,,"REBOUND OFF by SIGLER,EVAN",,,"REBOUND OFF by SIGLER,EVAN",1
20:00,"SUB IN by JOHNSON,IAN",,,,,,,"SUB IN by JOHNSON,IAN",2
20:00,"SUB IN by SHOEMO,RODNEY",,,,,,,"SUB IN by SHOEMO,RODNEY",2
20:00,"SUB OUT by POOLE,ADAM",,,,,,,"SUB OUT by POOLE,ADAM",2
20:00,"SUB OUT by SHODIMU,JAMES",,,,,,,"SUB OUT by SHODIMU,JAMES",2
20:00,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
20:00,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
20:00,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
20:00,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
19:50,"GOOD 3PTR by JOHNSON,IAN",33,,60 (+27),,PCM 33-60 (+27),,"GOOD 3PTR by JOHNSON,IAN",2
19:32,"FOUL  by PRATT,DAKOTA",,,,,,,"FOUL  by PRATT,DAKOTA",2
19:32,"FOUL  by PRATT,DAKOTA",,,,,,,"FOUL  by PRATT,DAKOTA",2
19:32,,33,,61 (+28),"GOOD FT by STEWART,CHRISTIAN",BSC-M 33-61 (+28),,"GOOD FT by STEWART,CHRISTIAN",2
19:32,,33,,62 (+29),"GOOD FT by STEWART,CHRISTIAN",BSC-M 33-62 (+29),,"GOOD FT by STEWART,CHRISTIAN",2
19:18,"MISS JUMPER by MCCRILLIS,JARED",,,,,,,"MISS JUMPER by MCCRILLIS,JARED",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
19:11,,,,,"TURNOVER  by SPENCE,BEN",,,"TURNOVER  by SPENCE,BEN",2
19:11,"STEAL  by MCCRILLIS,JARED",,,,,,,"STEAL  by MCCRILLIS,JARED",2
19:05,"GOOD LAYUP by ROSE,TYLER(fastbreak)(in the paint)",35,,62 (+27),,PCM 35-62 (+27),,"GOOD LAYUP by ROSE,TYLER(fastbreak)(in the paint)",2
18:48,,,,,"MISS JUMPER by ALLISON,ZACHARY",,,"MISS JUMPER by ALLISON,ZACHARY",2
--,"REBOUND DEF by PRATT,DAKOTA",,,,,,,"REBOUND DEF by PRATT,DAKOTA",2
18:40,"TURNOVER  by PRATT,DAKOTA",,,,,,,"TURNOVER  by PRATT,DAKOTA",2
18:40,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",2
18:34,,,,,"TURNOVER  by ALLISON,ZACHARY",,,"TURNOVER  by ALLISON,ZACHARY",2
18:34,"STEAL  by ROSE,TYLER",,,,,,,"STEAL  by ROSE,TYLER",2
18:26,"GOOD DUNK by PRATT,DAKOTA(fastbreak)(in the paint)",37,,62 (+25),,PCM 37-62 (+25),,"GOOD DUNK by PRATT,DAKOTA(fastbreak)(in the paint)",2
18:15,,37,,65 (+28),"GOOD 3PTR by SPENCE,BEN",BSC-M 37-65 (+28),,"GOOD 3PTR by SPENCE,BEN",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
18:01,"GOOD JUMPER by JOHNSON,IAN",39,,65 (+26),,PCM 39-65 (+26),,"GOOD JUMPER by JOHNSON,IAN",2
17:43,,39,,68 (+29),"GOOD 3PTR by STEWART,CHRISTIAN",BSC-M 39-68 (+29),,"GOOD 3PTR by STEWART,CHRISTIAN",2
17:36,"TURNOVER  by SHOEMO,RODNEY",,,,,,,"TURNOVER  by SHOEMO,RODNEY",2
17:36,,,,,"STEAL  by ALLISON,ZACHARY",,,"STEAL  by ALLISON,ZACHARY",2
17:30,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
--,"REBOUND DEF by MCCRILLIS,JARED",,,,,,,"REBOUND DEF by MCCRILLIS,JARED",2
17:24,"GOOD LAYUP by ROSE,TYLER(fastbreak)(in the paint)",41,,68 (+27),,PCM 41-68 (+27),,"GOOD LAYUP by ROSE,TYLER(fastbreak)(in the paint)",2
17:11,,41,,71 (+30),"GOOD 3PTR by STEPHENS,TROY",BSC-M 41-71 (+30),,"GOOD 3PTR by STEPHENS,TROY",2
16:51,"TURNOVER  by MCCRILLIS,JARED",,,,,,,"TURNOVER  by MCCRILLIS,JARED",2
16:51,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",2
16:46,,41,,73 (+32),"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",BSC-M 41-73 (+32),,"GOOD LAYUP by STEPHENS,TROY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
16:37,"GOOD LAYUP by ROSE,TYLER(in the paint)",43,,73 (+30),,PCM 43-73 (+30),,"GOOD LAYUP by ROSE,TYLER(in the paint)",2
16:18,,43,,75 (+32),"GOOD JUMPER by STEPHENS,TROY",BSC-M 43-75 (+32),,"GOOD JUMPER by STEPHENS,TROY",2
15:59,"TURNOVER  by MCCRILLIS,JARED",,,,,,,"TURNOVER  by MCCRILLIS,JARED",2
15:55,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:55,"SUB IN by SHODIMU,JAMES",,,,,,,"SUB IN by SHODIMU,JAMES",2
15:55,"SUB OUT by SHOEMO,RODNEY",,,,,,,"SUB OUT by SHOEMO,RODNEY",2
15:55,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
15:55,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
15:55,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",2
15:55,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
15:55,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
15:55,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
15:55,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
15:55,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
15:55,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
15:55,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
15:49,,,,,"MISS JUMPER by HOLLIFIELD,MALCOLM",,,"MISS JUMPER by HOLLIFIELD,MALCOLM",2
15:49,"BLOCK  by JOHNSON,IAN",,,,,,,"BLOCK  by JOHNSON,IAN",2
--,"REBOUND DEF by PRATT,DAKOTA",,,,,,,"REBOUND DEF by PRATT,DAKOTA",2
15:28,"MISS JUMPER by PRATT,DAKOTA",,,,,,,"MISS JUMPER by PRATT,DAKOTA",2
--,"REBOUND OFF by PRATT,DAKOTA",,,,,,,"REBOUND OFF by PRATT,DAKOTA",2
15:23,"MISS JUMPER by PRATT,DAKOTA",,,,,,,"MISS JUMPER by PRATT,DAKOTA",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
14:58,"FOUL  by ROSE,TYLER",,,,,,,"FOUL  by ROSE,TYLER",2
14:58,"FOUL  by ROSE,TYLER",,,,,,,"FOUL  by ROSE,TYLER",2
14:58,,43,,76 (+33),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 43-76 (+33),,"GOOD FT by O'SULLIVAN,CONOR",2
14:58,,43,,77 (+34),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 43-77 (+34),,"GOOD FT by O'SULLIVAN,CONOR",2
14:58,"SUB IN by POOLE,ADAM",,,,,,,"SUB IN by POOLE,ADAM",2
14:58,"SUB OUT by ROSE,TYLER",,,,,,,"SUB OUT by ROSE,TYLER",2
14:45,"MISS JUMPER by JOHNSON,IAN",,,,,,,"MISS JUMPER by JOHNSON,IAN",2
14:45,,,,,"BLOCK  by MOORE,KADEN",,,"BLOCK  by MOORE,KADEN",2
--,"REBOUND OFF by JOHNSON,IAN",,,,,,,"REBOUND OFF by JOHNSON,IAN",2
14:38,"MISS JUMPER by PRATT,DAKOTA",,,,,,,"MISS JUMPER by PRATT,DAKOTA",2
--,,,,,"REBOUND DEF by MOORE,KADEN",,,"REBOUND DEF by MOORE,KADEN",2
14:34,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",2
14:34,,,,,"FOUL  by O'SULLIVAN,CONOR",,,"FOUL  by O'SULLIVAN,CONOR",2
14:34,,,,,"TURNOVER  by O'SULLIVAN,CONOR",,,"TURNOVER  by O'SULLIVAN,CONOR",2
14:31,"GOOD JUMPER by PRATT,DAKOTA",45,,77 (+32),,PCM 45-77 (+32),,"GOOD JUMPER by PRATT,DAKOTA",2
14:20,,,,,"MISS 3PTR by HOLLIFIELD,MALCOLM",,,"MISS 3PTR by HOLLIFIELD,MALCOLM",2
--,"REBOUND DEF by PRATT,DAKOTA",,,,,,,"REBOUND DEF by PRATT,DAKOTA",2
13:55,"TURNOVER  by SHODIMU,JAMES",,,,,,,"TURNOVER  by SHODIMU,JAMES",2
13:55,,,,,"STEAL  by DENBESTEN,COLE",,,"STEAL  by DENBESTEN,COLE",2
13:48,,45,,79 (+34),"GOOD LAYUP by DENBESTEN,COLE(fastbreak)(in the paint)",BSC-M 45-79 (+34),,"GOOD LAYUP by DENBESTEN,COLE(fastbreak)(in the paint)",2
13:42,"TURNOVER  by POOLE,ADAM",,,,,,,"TURNOVER  by POOLE,ADAM",2
13:42,,,,,"STEAL  by O'SULLIVAN,CONOR",,,"STEAL  by O'SULLIVAN,CONOR",2
13:30,,45,,82 (+37),"GOOD 3PTR by O'SULLIVAN,CONOR",BSC-M 45-82 (+37),,"GOOD 3PTR by O'SULLIVAN,CONOR",2
13:16,"TURNOVER  by MCCRILLIS,JARED",,,,,,,"TURNOVER  by MCCRILLIS,JARED",2
13:16,,,,,"STEAL  by O'SULLIVAN,CONOR",,,"STEAL  by O'SULLIVAN,CONOR",2
12:55,,,,,"TURNOVER  by MOORE,KADEN",,,"TURNOVER  by MOORE,KADEN",2
12:29,"GOOD LAYUP by MCCRILLIS,JARED(in the paint)",47,,82 (+35),,PCM 47-82 (+35),,"GOOD LAYUP by MCCRILLIS,JARED(in the paint)",2
--,"ASSIST  by PRATT,DAKOTA",,,,,,,"ASSIST  by PRATT,DAKOTA",2
12:23,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:23,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
12:23,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
12:23,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
12:23,,,,,"SUB IN by JR,BRUCE BRIGHT",,,"SUB IN by JR,BRUCE BRIGHT",2
12:23,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
12:23,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",2
12:23,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
12:23,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
12:05,"FOUL  by POOLE,ADAM",,,,,,,"FOUL  by POOLE,ADAM",2
12:05,"FOUL  by POOLE,ADAM",,,,,,,"FOUL  by POOLE,ADAM",2
12:05,"SUB IN by SNOW,RYAN",,,,,,,"SUB IN by SNOW,RYAN",2
12:05,"SUB OUT by JOHNSON,IAN",,,,,,,"SUB OUT by JOHNSON,IAN",2
11:43,,47,,84 (+37),"GOOD JUMPER by JR,BRUCE BRIGHT(in the paint)",BSC-M 47-84 (+37),,"GOOD JUMPER by JR,BRUCE BRIGHT(in the paint)",2
11:21,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
11:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:21,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
11:21,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
11:17,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
11:17,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
11:17,"MISS FT by SHODIMU,JAMES",,,,,,,"MISS FT by SHODIMU,JAMES",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:17,"MISS FT by SHODIMU,JAMES",,,,,,,"MISS FT by SHODIMU,JAMES",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:05,,,,,"TURNOVER  by WALDRUM,AIDAN",,,"TURNOVER  by WALDRUM,AIDAN",2
10:40,"MISS JUMPER by MCCRILLIS,JARED",,,,,,,"MISS JUMPER by MCCRILLIS,JARED",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
10:30,,,,,"MISS 3PTR by ALLISON,ZACHARY",,,"MISS 3PTR by ALLISON,ZACHARY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:27,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
10:27,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
10:14,"SUB IN by LUDKA,JEFF",,,,,,,"SUB IN by LUDKA,JEFF",2
10:14,"SUB OUT by MCCRILLIS,JARED",,,,,,,"SUB OUT by MCCRILLIS,JARED",2
10:06,"MISS JUMPER by PRATT,DAKOTA",,,,,,,"MISS JUMPER by PRATT,DAKOTA",2
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",2
09:59,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by SHODIMU,JAMES",,,,,,,"REBOUND DEF by SHODIMU,JAMES",2
09:44,"GOOD LAYUP by SNOW,RYAN(in the paint)",49,,84 (+35),,PCM 49-84 (+35),,"GOOD LAYUP by SNOW,RYAN(in the paint)",2
09:36,,,,,"MISS 3PTR by SIGLER,EVAN",,,"MISS 3PTR by SIGLER,EVAN",2
--,"REBOUND DEF by SHODIMU,JAMES",,,,,,,"REBOUND DEF by SHODIMU,JAMES",2
09:17,"MISS 3PTR by SHODIMU,JAMES",,,,,,,"MISS 3PTR by SHODIMU,JAMES",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:11,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
09:11,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
09:11,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
09:11,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
08:59,,,,,"MISS 3PTR by JR,BRUCE BRIGHT",,,"MISS 3PTR by JR,BRUCE BRIGHT",2
--,"REBOUND DEF by SHODIMU,JAMES",,,,,,,"REBOUND DEF by SHODIMU,JAMES",2
08:34,"MISS 3PTR by POOLE,ADAM",,,,,,,"MISS 3PTR by POOLE,ADAM",2
--,"REBOUND OFF by LUDKA,JEFF",,,,,,,"REBOUND OFF by LUDKA,JEFF",2
08:31,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
08:31,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",2
08:31,"GOOD FT by LUDKA,JEFF",50,,84 (+34),,PCM 50-84 (+34),,"GOOD FT by LUDKA,JEFF",2
08:31,"GOOD FT by LUDKA,JEFF",51,,84 (+33),,PCM 51-84 (+33),,"GOOD FT by LUDKA,JEFF",2
08:31,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
08:31,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
08:31,,,,,"SUB OUT by SIGLER,EVAN",,,"SUB OUT by SIGLER,EVAN",2
08:31,,,,,"SUB OUT by JR,BRUCE BRIGHT",,,"SUB OUT by JR,BRUCE BRIGHT",2
08:07,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
08:07,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
08:03,,,,,"MISS 3PTR by STEPHENS,TROY",,,"MISS 3PTR by STEPHENS,TROY",2
--,,,,,"REBOUND OFF by DENBESTEN,COLE",,,"REBOUND OFF by DENBESTEN,COLE",2
07:57,,51,,87 (+36),"GOOD 3PTR by DENBESTEN,COLE",BSC-M 51-87 (+36),,"GOOD 3PTR by DENBESTEN,COLE",2
07:46,"GOOD LAYUP by LUDKA,JEFF(in the paint)",53,,87 (+34),,PCM 53-87 (+34),,"GOOD LAYUP by LUDKA,JEFF(in the paint)",2
--,"ASSIST  by PRATT,DAKOTA",,,,,,,"ASSIST  by PRATT,DAKOTA",2
07:38,"FOUL  by PRATT,DAKOTA",,,,,,,"FOUL  by PRATT,DAKOTA",2
07:38,"FOUL  by PRATT,DAKOTA",,,,,,,"FOUL  by PRATT,DAKOTA",2
07:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:38,"SUB IN by ROSE,TYLER",,,,,,,"SUB IN by ROSE,TYLER",2
07:38,"SUB IN by COEFIELD,ELLIS",,,,,,,"SUB IN by COEFIELD,ELLIS",2
07:38,"SUB OUT by POOLE,ADAM",,,,,,,"SUB OUT by POOLE,ADAM",2
07:38,"SUB OUT by SHODIMU,JAMES",,,,,,,"SUB OUT by SHODIMU,JAMES",2
07:38,,,,,"SUB IN by KANE,DENMAN",,,"SUB IN by KANE,DENMAN",2
07:38,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
07:32,,,,,"MISS JUMPER by STEPHENS,TROY",,,"MISS JUMPER by STEPHENS,TROY",2
07:32,"BLOCK  by SNOW,RYAN",,,,,,,"BLOCK  by SNOW,RYAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
07:20,"GOOD JUMPER by COEFIELD,ELLIS",55,,87 (+32),,PCM 55-87 (+32),,"GOOD JUMPER by COEFIELD,ELLIS",2
07:02,"FOUL  by COEFIELD,ELLIS",,,,,,,"FOUL  by COEFIELD,ELLIS",2
07:02,"FOUL  by COEFIELD,ELLIS",,,,,,,"FOUL  by COEFIELD,ELLIS",2
07:02,,55,,88 (+33),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 55-88 (+33),,"GOOD FT by O'SULLIVAN,CONOR",2
07:02,,55,,89 (+34),"GOOD FT by O'SULLIVAN,CONOR",BSC-M 55-89 (+34),,"GOOD FT by O'SULLIVAN,CONOR",2
06:47,"MISS 3PTR by ROSE,TYLER",,,,,,,"MISS 3PTR by ROSE,TYLER",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
06:37,,,,,"TURNOVER  by SPENCE,BEN",,,"TURNOVER  by SPENCE,BEN",2
06:37,"STEAL  by SNOW,RYAN",,,,,,,"STEAL  by SNOW,RYAN",2
06:24,"GOOD 3PTR by SNOW,RYAN",58,,89 (+31),,PCM 58-89 (+31),,"GOOD 3PTR by SNOW,RYAN",2
06:09,,,,,"MISS LAYUP by DENBESTEN,COLE",,,"MISS LAYUP by DENBESTEN,COLE",2
--,"REBOUND DEF by SNOW,RYAN",,,,,,,"REBOUND DEF by SNOW,RYAN",2
05:55,"GOOD JUMPER by ROSE,TYLER",60,,89 (+29),,PCM 60-89 (+29),,"GOOD JUMPER by ROSE,TYLER",2
05:47,,60,,92 (+32),"GOOD 3PTR by STEPHENS,TROY(fastbreak)",BSC-M 60-92 (+32),,"GOOD 3PTR by STEPHENS,TROY(fastbreak)",2
--,,,,,"ASSIST  by O'SULLIVAN,CONOR",,,"ASSIST  by O'SULLIVAN,CONOR",2
05:38,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
05:38,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
05:38,"SUB IN by FITZGERALD,CHANDLER",,,,,,,"SUB IN by FITZGERALD,CHANDLER",2
05:38,"SUB OUT by SNOW,RYAN",,,,,,,"SUB OUT by SNOW,RYAN",2
05:38,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
05:38,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
05:38,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
05:38,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",2
05:38,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",2
05:38,,,,,"SUB OUT by KANE,DENMAN",,,"SUB OUT by KANE,DENMAN",2
05:38,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
05:38,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
05:38,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
05:38,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
05:23,"GOOD JUMPER by COEFIELD,ELLIS",62,,92 (+30),,PCM 62-92 (+30),,"GOOD JUMPER by COEFIELD,ELLIS",2
05:09,,62,,95 (+33),"GOOD 3PTR by SIGLER,EVAN",BSC-M 62-95 (+33),,"GOOD 3PTR by SIGLER,EVAN",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
04:41,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
04:41,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
04:41,"GOOD FT by ROSE,TYLER",63,,95 (+32),,PCM 63-95 (+32),,"GOOD FT by ROSE,TYLER",2
04:41,"GOOD FT by ROSE,TYLER",64,,95 (+31),,PCM 64-95 (+31),,"GOOD FT by ROSE,TYLER",2
04:34,,64,,98 (+34),"GOOD 3PTR by HOLLIFIELD,MALCOLM(fastbreak)",BSC-M 64-98 (+34),,"GOOD 3PTR by HOLLIFIELD,MALCOLM(fastbreak)",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
04:19,"FOUL  by COEFIELD,ELLIS",,,,,,,"FOUL  by COEFIELD,ELLIS",2
