Time Remaining,ALTM,Away Team Score,Play Team Indicator,Home Team Score,BSC-M,Game Score,Team Indicator,Play,Period
03:34,"SUB IN by GARDNER-NICHOLSON,C",,,,,,,"SUB IN by GARDNER-NICHOLSON,C",1
03:34,"SUB IN by MARTIN,MALCOLM",,,,,,,"SUB IN by MARTIN,MALCOLM",1
03:34,"SUB IN by ARCHIE-DAVIS,JALEN",,,,,,,"SUB IN by ARCHIE-DAVIS,JALEN",1
03:34,"SUB OUT by KRISE,AUSTIN",,,,,,,"SUB OUT by KRISE,AUSTIN",1
03:34,"SUB OUT by BRAGG,Y'SHUA",,,,,,,"SUB OUT by BRAGG,Y'SHUA",1
03:34,"SUB OUT by BUTTERWORTH,TREY",,,,,,,"SUB OUT by BUTTERWORTH,TREY",1
03:34,"SUB OUT by KUSTERS,JACK",,,,,,,"SUB OUT by KUSTERS,JACK",1
03:29,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by WEST,TYSON",,,,,,,"REBOUND DEF by WEST,TYSON",1
03:18,"TURNOVER  by ARCHIE-DAVIS,JALEN",,,,,,,"TURNOVER  by ARCHIE-DAVIS,JALEN",1
03:17,,,,,"STEAL  by BAK,CALVIN",,,"STEAL  by BAK,CALVIN",1
03:11,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",1
03:11,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",1
02:56,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",1
--,"REBOUND DEF by MARTIN,MALCOLM",,,,,,,"REBOUND DEF by MARTIN,MALCOLM",1
02:49,"MISS LAYUP by MARTIN,MALCOLM",,,,,,,"MISS LAYUP by MARTIN,MALCOLM",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
02:48,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",1
02:48,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",1
02:40,"MISS LAYUP by WEST,TYSON",,,,,,,"MISS LAYUP by WEST,TYSON",1
02:40,,,,,"BLOCK  by MOORE,KADEN",,,"BLOCK  by MOORE,KADEN",1
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",1
02:32,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",1
--,"REBOUND DEF by BAILEY,SHEVELLE",,,,,,,"REBOUND DEF by BAILEY,SHEVELLE",1
02:25,"GOOD LAYUP by BAILEY,SHEVELLE(fastbreak)(in the paint)",45 (+12),,33,,ALTM 45-33 (-12),,"GOOD LAYUP by BAILEY,SHEVELLE(fastbreak)(in the paint)",1
02:24,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
02:24,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",1
02:24,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",1
02:17,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
02:13,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
02:12,,,,,"MISS LAYUP by STEWART,CHRISTIAN",,,"MISS LAYUP by STEWART,CHRISTIAN",1
--,"REBOUND DEF by MARTIN,MALCOLM",,,,,,,"REBOUND DEF by MARTIN,MALCOLM",1
02:12,,,,,"FOUL  by SPENCE,BEN",,,"FOUL  by SPENCE,BEN",1
02:12,"SUB IN by MARSHALL,SHANDON",,,,,,,"SUB IN by MARSHALL,SHANDON",1
02:12,"SUB OUT by WEST,TYSON",,,,,,,"SUB OUT by WEST,TYSON",1
02:12,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",1
02:12,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",1
01:53,"MISS LAYUP by ARCHIE-DAVIS,JALEN",,,,,,,"MISS LAYUP by ARCHIE-DAVIS,JALEN",1
--,"REBOUND OFF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND OFF by GARDNER-NICHOLSON,C",1
01:50,"GOOD LAYUP by GARDNER-NICHOLSON,C(in the paint)",47 (+14),,33,,ALTM 47-33 (-14),,"GOOD LAYUP by GARDNER-NICHOLSON,C(in the paint)",1
01:35,"FOUL  by BAILEY,SHEVELLE",,,,,,,"FOUL  by BAILEY,SHEVELLE",1
01:22,,,,,"MISS 3PTR by DENBESTEN,COLE",,,"MISS 3PTR by DENBESTEN,COLE",1
--,,,,,"REBOUND OFF by STEWART,CHRISTIAN",,,"REBOUND OFF by STEWART,CHRISTIAN",1
01:16,,47 (+11),,36,"GOOD 3PTR by ALLISON,ZACHARY",BSC-M 47-36 (-11),,"GOOD 3PTR by ALLISON,ZACHARY",1
--,,,,,"ASSIST  by STEWART,CHRISTIAN",,,"ASSIST  by STEWART,CHRISTIAN",1
00:56,"GOOD 3PTR by MARSHALL,SHANDON",50 (+14),,36,,ALTM 50-36 (-14),,"GOOD 3PTR by MARSHALL,SHANDON",1
--,"ASSIST  by BAILEY,SHEVELLE",,,,,,,"ASSIST  by BAILEY,SHEVELLE",1
00:37,,,,,"TURNOVER  by ALLISON,ZACHARY",,,"TURNOVER  by ALLISON,ZACHARY",1
00:37,"SUB IN by HIGLEY,MARSHALL",,,,,,,"SUB IN by HIGLEY,MARSHALL",1
00:37,"SUB OUT by GARDNER-NICHOLSON,C",,,,,,,"SUB OUT by GARDNER-NICHOLSON,C",1
00:30,"MISS 3PTR by MARSHALL,SHANDON",,,,,,,"MISS 3PTR by MARSHALL,SHANDON",1
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",1
00:27,"FOUL  by HIGLEY,MARSHALL",,,,,,,"FOUL  by HIGLEY,MARSHALL",1
00:27,,,,,"MISS FT by STEWART,CHRISTIAN",,,"MISS FT by STEWART,CHRISTIAN",1
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",1
00:27,"SUB IN by GARDNER-NICHOLSON,C",,,,,,,"SUB IN by GARDNER-NICHOLSON,C",1
00:27,"SUB OUT by BAILEY,SHEVELLE",,,,,,,"SUB OUT by BAILEY,SHEVELLE",1
00:27,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",1
00:27,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",1
00:11,"TURNOVER  by ARCHIE-DAVIS,JALEN",,,,,,,"TURNOVER  by ARCHIE-DAVIS,JALEN",1
00:11,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:11,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",1
00:11,,,,,"SUB IN by SIGLER,EVAN",,,"SUB IN by SIGLER,EVAN",1
00:11,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",1
00:11,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",1
00:11,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",1
00:11,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",1
00:01,,50 (+11),,39,"GOOD 3PTR by SPENCE,BEN",BSC-M 50-39 (-11),,"GOOD 3PTR by SPENCE,BEN",1
19:50,,50 (+9),,41,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",BSC-M 50-41 (-9),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",2
19:50,"FOUL  by KRISE,AUSTIN",,,,,,,"FOUL  by KRISE,AUSTIN",2
19:50,,50 (+8),,42,"GOOD FT by STEWART,CHRISTIAN",BSC-M 50-42 (-8),,"GOOD FT by STEWART,CHRISTIAN",2
19:37,"MISS 3PTR by KRISE,AUSTIN",,,,,,,"MISS 3PTR by KRISE,AUSTIN",2
--,"REBOUND OFF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND OFF by GARDNER-NICHOLSON,C",2
19:28,"MISS 3PTR by HIGLEY,MARSHALL",,,,,,,"MISS 3PTR by HIGLEY,MARSHALL",2
--,"REBOUND OFF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND OFF by GARDNER-NICHOLSON,C",2
19:23,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
19:17,"GOOD LAYUP by GARDNER-NICHOLSON,C(in the paint)",52 (+10),,42,,ALTM 52-42 (-10),,"GOOD LAYUP by GARDNER-NICHOLSON,C(in the paint)",2
--,"ASSIST  by BAILEY,SHEVELLE",,,,,,,"ASSIST  by BAILEY,SHEVELLE",2
19:09,,,,,"TURNOVER  by STEWART,CHRISTIAN",,,"TURNOVER  by STEWART,CHRISTIAN",2
19:01,"MISS JUMPER by HIGLEY,MARSHALL",,,,,,,"MISS JUMPER by HIGLEY,MARSHALL",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
18:59,"FOUL  by GARDNER-NICHOLSON,C",,,,,,,"FOUL  by GARDNER-NICHOLSON,C",2
18:44,,,,,"STEAL  by ALLISON,ZACHARY",,,"STEAL  by ALLISON,ZACHARY",2
18:36,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
18:32,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
18:32,,,,,"SUB IN by MOORE,KADEN",,,"SUB IN by MOORE,KADEN",2
18:32,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
18:23,,,,,"FOUL  by BAK,CALVIN",,,"FOUL  by BAK,CALVIN",2
18:21,"GOOD 3PTR by HIGLEY,MARSHALL",55 (+13),,42,,ALTM 55-42 (-13),,"GOOD 3PTR by HIGLEY,MARSHALL",2
--,"ASSIST  by ARCHIE-DAVIS,JALEN",,,,,,,"ASSIST  by ARCHIE-DAVIS,JALEN",2
18:09,,55 (+10),,45,"GOOD 3PTR by STEPHENS,TROY",BSC-M 55-45 (-10),,"GOOD 3PTR by STEPHENS,TROY",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
17:54,"TURNOVER  by BAILEY,SHEVELLE",,,,,,,"TURNOVER  by BAILEY,SHEVELLE",2
17:50,,,,,"STEAL  by SPENCE,BEN",,,"STEAL  by SPENCE,BEN",2
17:46,,,,,"MISS JUMPER by BAK,CALVIN",,,"MISS JUMPER by BAK,CALVIN",2
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",2
17:29,"MISS 3PTR by BAILEY,SHEVELLE",,,,,,,"MISS 3PTR by BAILEY,SHEVELLE",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
17:20,,55 (+8),,47,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 55-47 (-8),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
17:11,"MISS 3PTR by HIGLEY,MARSHALL",,,,,,,"MISS 3PTR by HIGLEY,MARSHALL",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
17:01,,,,,"TURNOVER  by MOORE,KADEN",,,"TURNOVER  by MOORE,KADEN",2
17:00,"STEAL  by ARCHIE-DAVIS,JALEN",,,,,,,"STEAL  by ARCHIE-DAVIS,JALEN",2
16:56,"MISS LAYUP by ARCHIE-DAVIS,JALEN",,,,,,,"MISS LAYUP by ARCHIE-DAVIS,JALEN",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
16:38,"FOUL  by ARCHIE-DAVIS,JALEN",,,,,,,"FOUL  by ARCHIE-DAVIS,JALEN",2
16:38,"FOUL  by KRISE,AUSTIN",,,,,,,"FOUL  by KRISE,AUSTIN",2
16:38,"SUB IN by MARSHALL,SHANDON",,,,,,,"SUB IN by MARSHALL,SHANDON",2
16:38,"SUB IN by MARTIN,MALCOLM",,,,,,,"SUB IN by MARTIN,MALCOLM",2
16:38,"SUB IN by KUSTERS,JACK",,,,,,,"SUB IN by KUSTERS,JACK",2
16:38,"SUB OUT by ARCHIE-DAVIS,JALEN",,,,,,,"SUB OUT by ARCHIE-DAVIS,JALEN",2
16:38,"SUB OUT by HIGLEY,MARSHALL",,,,,,,"SUB OUT by HIGLEY,MARSHALL",2
16:38,"SUB OUT by BAILEY,SHEVELLE",,,,,,,"SUB OUT by BAILEY,SHEVELLE",2
16:38,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
16:38,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
16:29,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",2
16:11,"TURNOVER  by KRISE,AUSTIN",,,,,,,"TURNOVER  by KRISE,AUSTIN",2
16:09,,,,,"STEAL  by STEPHENS,TROY",,,"STEAL  by STEPHENS,TROY",2
16:08,,,,,"TURNOVER  by STEPHENS,TROY",,,"TURNOVER  by STEPHENS,TROY",2
16:08,,,,,"FOUL  by STEPHENS,TROY",,,"FOUL  by STEPHENS,TROY",2
16:08,"SUB IN by BRAGG,Y'SHUA",,,,,,,"SUB IN by BRAGG,Y'SHUA",2
16:08,"SUB OUT by GARDNER-NICHOLSON,C",,,,,,,"SUB OUT by GARDNER-NICHOLSON,C",2
15:44,"MISS LAYUP by BRAGG,Y'SHUA",,,,,,,"MISS LAYUP by BRAGG,Y'SHUA",2
15:44,,,,,"BLOCK  by SPENCE,BEN",,,"BLOCK  by SPENCE,BEN",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
15:32,,,,,"MISS JUMPER by O'SULLIVAN,CONOR",,,"MISS JUMPER by O'SULLIVAN,CONOR",2
--,,,,,"REBOUND OFF by SPENCE,BEN",,,"REBOUND OFF by SPENCE,BEN",2
15:26,"FOUL  by KRISE,AUSTIN",,,,,,,"FOUL  by KRISE,AUSTIN",2
15:26,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:26,,55 (+7),,48,"GOOD FT by SPENCE,BEN",BSC-M 55-48 (-7),,"GOOD FT by SPENCE,BEN",2
15:26,,55 (+6),,49,"GOOD FT by SPENCE,BEN",BSC-M 55-49 (-6),,"GOOD FT by SPENCE,BEN",2
15:26,,,,,"SUB IN by HOLLIFIELD,MALCOLM",,,"SUB IN by HOLLIFIELD,MALCOLM",2
15:26,,,,,"SUB IN by DENBESTEN,COLE",,,"SUB IN by DENBESTEN,COLE",2
15:26,,,,,"SUB OUT by STEPHENS,TROY",,,"SUB OUT by STEPHENS,TROY",2
15:26,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
15:01,"GOOD LAYUP by MARSHALL,SHANDON(in the paint)",57 (+8),,49,,ALTM 57-49 (-8),,"GOOD LAYUP by MARSHALL,SHANDON(in the paint)",2
14:41,,,,,"MISS LAYUP by MOORE,KADEN",,,"MISS LAYUP by MOORE,KADEN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:40,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
14:40,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
14:40,,,,,"SUB OUT by SPENCE,BEN",,,"SUB OUT by SPENCE,BEN",2
14:40,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
14:29,,,,,"FOUL  by MOORE,KADEN",,,"FOUL  by MOORE,KADEN",2
14:29,"SUB IN by BAILEY,SHEVELLE",,,,,,,"SUB IN by BAILEY,SHEVELLE",2
14:29,"SUB OUT by KRISE,AUSTIN",,,,,,,"SUB OUT by KRISE,AUSTIN",2
14:29,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
14:29,,,,,"SUB OUT by MOORE,KADEN",,,"SUB OUT by MOORE,KADEN",2
14:23,"MISS 3PTR by KUSTERS,JACK",,,,,,,"MISS 3PTR by KUSTERS,JACK",2
--,,,,,"REBOUND DEF by ALLISON,ZACHARY",,,"REBOUND DEF by ALLISON,ZACHARY",2
14:14,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,,,,,"REBOUND OFF by DENBESTEN,COLE",,,"REBOUND OFF by DENBESTEN,COLE",2
13:55,"FOUL  by KUSTERS,JACK",,,,,,,"FOUL  by KUSTERS,JACK",2
13:46,,57 (+6),,51,"GOOD JUMPER by YANCEY,RICH(in the paint)",BSC-M 57-51 (-6),,"GOOD JUMPER by YANCEY,RICH(in the paint)",2
13:29,"GOOD LAYUP by MARSHALL,SHANDON(in the paint)",59 (+8),,51,,ALTM 59-51 (-8),,"GOOD LAYUP by MARSHALL,SHANDON(in the paint)",2
13:15,,,,,"TURNOVER  by DENBESTEN,COLE",,,"TURNOVER  by DENBESTEN,COLE",2
13:15,,,,,"FOUL  by DENBESTEN,COLE",,,"FOUL  by DENBESTEN,COLE",2
13:15,"SUB IN by ARCHIE-DAVIS,JALEN",,,,,,,"SUB IN by ARCHIE-DAVIS,JALEN",2
13:15,"SUB OUT by MARTIN,MALCOLM",,,,,,,"SUB OUT by MARTIN,MALCOLM",2
13:03,"TURNOVER  by MARSHALL,SHANDON",,,,,,,"TURNOVER  by MARSHALL,SHANDON",2
12:47,,59 (+6),,53,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 59-53 (-6),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
12:34,"TURNOVER  by MARSHALL,SHANDON",,,,,,,"TURNOVER  by MARSHALL,SHANDON",2
12:34,"SUB IN by GARDNER-NICHOLSON,C",,,,,,,"SUB IN by GARDNER-NICHOLSON,C",2
12:34,"SUB OUT by BRAGG,Y'SHUA",,,,,,,"SUB OUT by BRAGG,Y'SHUA",2
12:20,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:20,"SUB IN by KRISE,AUSTIN",,,,,,,"SUB IN by KRISE,AUSTIN",2
12:20,"SUB OUT by MARSHALL,SHANDON",,,,,,,"SUB OUT by MARSHALL,SHANDON",2
12:20,,,,,"SUB IN by SPENCE,BEN",,,"SUB IN by SPENCE,BEN",2
12:20,,,,,"SUB IN by STEPHENS,TROY",,,"SUB IN by STEPHENS,TROY",2
12:20,,,,,"SUB IN by O'SULLIVAN,CONOR",,,"SUB IN by O'SULLIVAN,CONOR",2
12:20,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
12:20,,,,,"SUB OUT by HOLLIFIELD,MALCOLM",,,"SUB OUT by HOLLIFIELD,MALCOLM",2
12:20,,,,,"SUB OUT by ALLISON,ZACHARY",,,"SUB OUT by ALLISON,ZACHARY",2
12:11,"GOOD 3PTR by KUSTERS,JACK",62 (+9),,53,,ALTM 62-53 (-9),,"GOOD 3PTR by KUSTERS,JACK",2
--,"ASSIST  by ARCHIE-DAVIS,JALEN",,,,,,,"ASSIST  by ARCHIE-DAVIS,JALEN",2
11:46,,62 (+6),,56,"GOOD 3PTR by DENBESTEN,COLE",BSC-M 62-56 (-6),,"GOOD 3PTR by DENBESTEN,COLE",2
11:34,"MISS 3PTR by KUSTERS,JACK",,,,,,,"MISS 3PTR by KUSTERS,JACK",2
--,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",,,"REBOUND DEF by O'SULLIVAN,CONOR",2
11:25,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:07,,62 (+4),,58,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",BSC-M 62-58 (-4),,"GOOD LAYUP by DENBESTEN,COLE(in the paint)",2
10:58,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
10:58,"GOOD FT by BAILEY,SHEVELLE",63 (+5),,58,,ALTM 63-58 (-5),,"GOOD FT by BAILEY,SHEVELLE",2
10:58,"GOOD FT by BAILEY,SHEVELLE",64 (+6),,58,,ALTM 64-58 (-6),,"GOOD FT by BAILEY,SHEVELLE",2
10:58,"SUB IN by MARTIN,MALCOLM",,,,,,,"SUB IN by MARTIN,MALCOLM",2
10:58,"SUB OUT by KUSTERS,JACK",,,,,,,"SUB OUT by KUSTERS,JACK",2
10:58,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
10:58,,,,,"SUB IN by ALLISON,ZACHARY",,,"SUB IN by ALLISON,ZACHARY",2
10:58,,,,,"SUB OUT by O'SULLIVAN,CONOR",,,"SUB OUT by O'SULLIVAN,CONOR",2
10:58,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
10:39,"MISS 3PTR by ARCHIE-DAVIS,JALEN",,,,,,,"MISS 3PTR by ARCHIE-DAVIS,JALEN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:06,"MISS JUMPER by MARTIN,MALCOLM",,,,,,,"MISS JUMPER by MARTIN,MALCOLM",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
10:04,,,,,"TURNOVER  by DENBESTEN,COLE",,,"TURNOVER  by DENBESTEN,COLE",2
09:39,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
09:39,,,,,"SUB OUT by DENBESTEN,COLE",,,"SUB OUT by DENBESTEN,COLE",2
09:35,"MISS 3PTR by BAILEY,SHEVELLE",,,,,,,"MISS 3PTR by BAILEY,SHEVELLE",2
--,"REBOUND OFF by MARTIN,MALCOLM",,,,,,,"REBOUND OFF by MARTIN,MALCOLM",2
09:16,,,,,"FOUL  by STEWART,CHRISTIAN",,,"FOUL  by STEWART,CHRISTIAN",2
09:16,"GOOD FT by GARDNER-NICHOLSON,C",65 (+7),,58,,ALTM 65-58 (-7),,"GOOD FT by GARDNER-NICHOLSON,C",2
09:16,"GOOD FT by GARDNER-NICHOLSON,C",66 (+8),,58,,ALTM 66-58 (-8),,"GOOD FT by GARDNER-NICHOLSON,C",2
09:16,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
09:16,,,,,"SUB OUT by STEWART,CHRISTIAN",,,"SUB OUT by STEWART,CHRISTIAN",2
09:00,,,,,"TURNOVER  by WALDRUM,AIDAN",,,"TURNOVER  by WALDRUM,AIDAN",2
08:54,"STEAL  by ARCHIE-DAVIS,JALEN",,,,,,,"STEAL  by ARCHIE-DAVIS,JALEN",2
08:46,"MISS LAYUP by ARCHIE-DAVIS,JALEN",,,,,,,"MISS LAYUP by ARCHIE-DAVIS,JALEN",2
08:46,,,,,"BLOCK  by WALDRUM,AIDAN",,,"BLOCK  by WALDRUM,AIDAN",2
--,"REBOUND OFF by MARTIN,MALCOLM",,,,,,,"REBOUND OFF by MARTIN,MALCOLM",2
08:46,"MISS LAYUP by MARTIN,MALCOLM",,,,,,,"MISS LAYUP by MARTIN,MALCOLM",2
08:46,,,,,"BLOCK  by SPENCE,BEN",,,"BLOCK  by SPENCE,BEN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:38,"MISS 3PTR by MARTIN,MALCOLM",,,,,,,"MISS 3PTR by MARTIN,MALCOLM",2
--,,,,,"REBOUND DEF by STEPHENS,TROY",,,"REBOUND DEF by STEPHENS,TROY",2
08:20,,66 (+6),,60,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",BSC-M 66-60 (-6),,"GOOD LAYUP by ALLISON,ZACHARY(in the paint)",2
07:50,"TURNOVER  by ARCHIE-DAVIS,JALEN",,,,,,,"TURNOVER  by ARCHIE-DAVIS,JALEN",2
07:50,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:50,"SUB IN by GILLEN,NATE",,,,,,,"SUB IN by GILLEN,NATE",2
07:50,"SUB OUT by ARCHIE-DAVIS,JALEN",,,,,,,"SUB OUT by ARCHIE-DAVIS,JALEN",2
07:50,,,,,"SUB IN by STEWART,CHRISTIAN",,,"SUB IN by STEWART,CHRISTIAN",2
07:50,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
07:33,,,,,"MISS JUMPER by SPENCE,BEN",,,"MISS JUMPER by SPENCE,BEN",2
07:33,"BLOCK  by GARDNER-NICHOLSON,C",,,,,,,"BLOCK  by GARDNER-NICHOLSON,C",2
--,"REBOUND DEF by ARCHIE-DAVIS,JALEN",,,,,,,"REBOUND DEF by ARCHIE-DAVIS,JALEN",2
07:28,"TURNOVER  by ARCHIE-DAVIS,JALEN",,,,,,,"TURNOVER  by ARCHIE-DAVIS,JALEN",2
07:03,,,,,"MISS JUMPER by STEPHENS,TROY",,,"MISS JUMPER by STEPHENS,TROY",2
--,"REBOUND DEF by MARTIN,MALCOLM",,,,,,,"REBOUND DEF by MARTIN,MALCOLM",2
06:55,"MISS LAYUP by ARCHIE-DAVIS,JALEN",,,,,,,"MISS LAYUP by ARCHIE-DAVIS,JALEN",2
--,"REBOUND OFF by KRISE,AUSTIN",,,,,,,"REBOUND OFF by KRISE,AUSTIN",2
06:52,"GOOD LAYUP by KRISE,AUSTIN(in the paint)",68 (+8),,60,,ALTM 68-60 (-8),,"GOOD LAYUP by KRISE,AUSTIN(in the paint)",2
06:40,,68 (+6),,62,"GOOD LAYUP by SPENCE,BEN(in the paint)",BSC-M 68-62 (-6),,"GOOD LAYUP by SPENCE,BEN(in the paint)",2
--,,,,,"ASSIST  by ALLISON,ZACHARY",,,"ASSIST  by ALLISON,ZACHARY",2
06:09,"MISS 3PTR by ARCHIE-DAVIS,JALEN",,,,,,,"MISS 3PTR by ARCHIE-DAVIS,JALEN",2
--,,,,,"REBOUND DEF by SPENCE,BEN",,,"REBOUND DEF by SPENCE,BEN",2
05:49,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by GARDNER-NICHOLSON,C",,,,,,,"REBOUND DEF by GARDNER-NICHOLSON,C",2
05:38,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
05:38,"SUB IN by BRAGG,Y'SHUA",,,,,,,"SUB IN by BRAGG,Y'SHUA",2
05:38,"SUB IN by BUTTERWORTH,TREY",,,,,,,"SUB IN by BUTTERWORTH,TREY",2
05:38,"SUB OUT by GARDNER-NICHOLSON,C",,,,,,,"SUB OUT by GARDNER-NICHOLSON,C",2
05:38,"SUB OUT by KRISE,AUSTIN",,,,,,,"SUB OUT by KRISE,AUSTIN",2
05:38,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
