Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,UAB,Game Score,Team Indicator,Play,Period
04:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:48,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
04:48,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
04:33,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
04:33,"SUB OUT by BASS,DEVIN",,,,,,,"SUB OUT by BASS,DEVIN",2
04:33,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
04:21,,,,,"MISS JUMPER by GORDON,RONGIE(in the paint)",,,"MISS JUMPER by GORDON,RONGIE(in the paint)",2
04:21,"BLOCK  by URSIN,AARON",,,,,,,"BLOCK  by URSIN,AARON",2
--,"REBOUND DEF by STEPHEN,SETH",,,,,,,"REBOUND DEF by STEPHEN,SETH",2
04:13,"TURNOVER  by STEPHEN,SETH",,,,,,,"TURNOVER  by STEPHEN,SETH",2
04:02,,25,,88 (+63),"GOOD 3PTR by TATE,ELIJAH",UAB 25-88 (-63),,"GOOD 3PTR by TATE,ELIJAH",2
--,,,,,"ASSIST  by LOCURE,TYREKE",,,"ASSIST  by LOCURE,TYREKE",2
03:33,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by TONEY,TONY",,,"REBOUND DEF by TONEY,TONY",2
03:25,,25,,91 (+66),"GOOD 3PTR by TATE,ELIJAH",UAB 25-91 (-66),,"GOOD 3PTR by TATE,ELIJAH",2
--,,,,,"ASSIST  by LOCURE,TYREKE",,,"ASSIST  by LOCURE,TYREKE",2
02:49,"MISS 3PTR by EVANS,CHRISTIAN",,,,,,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:49,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
02:49,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
02:49,,,,,"SUB OUT by LOCURE,TYREKE",,,"SUB OUT by LOCURE,TYREKE",2
02:49,,,,,"SUB IN by COLEMAN,JON",,,"SUB IN by COLEMAN,JON",2
02:49,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
02:49,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
02:49,"SUB IN by BROWN,BRYCE",,,,,,,"SUB IN by BROWN,BRYCE",2
02:49,"SUB IN by ROTH,DREW",,,,,,,"SUB IN by ROTH,DREW",2
02:38,,25,,94 (+69),"GOOD 3PTR by TONEY,TONY",UAB 25-94 (-69),,"GOOD 3PTR by TONEY,TONY",2
--,,,,,"ASSIST  by COLEMAN,JON",,,"ASSIST  by COLEMAN,JON",2
02:12,"MISS 3PTR by URSIN,AARON",,,,,,,"MISS 3PTR by URSIN,AARON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:54,,,,,"MISS LAYUP by DIEDHIOU,AD(in the paint)",,,"MISS LAYUP by DIEDHIOU,AD(in the paint)",2
--,,,,,"REBOUND OFF by TATE,ELIJAH",,,"REBOUND OFF by TATE,ELIJAH",2
01:47,,25,,96 (+71),"GOOD LAYUP by TATE,ELIJAH(in the paint)",UAB 25-96 (-71),,"GOOD LAYUP by TATE,ELIJAH(in the paint)",2
01:32,"MISS 3PTR by ROTH,DREW",,,,,,,"MISS 3PTR by ROTH,DREW",2
--,,,,,"REBOUND DEF by TONEY,TONY",,,"REBOUND DEF by TONEY,TONY",2
01:24,,,,,"MISS LAYUP by TATE,ELIJAH(in the paint)",,,"MISS LAYUP by TATE,ELIJAH(in the paint)",2
--,"REBOUND DEF by HOGAN,TJ",,,,,,,"REBOUND DEF by HOGAN,TJ",2
01:15,"GOOD 3PTR by ROTH,DREW",28,,96 (+68),,Mill 28-96 (-68),,"GOOD 3PTR by ROTH,DREW",2
--,"ASSIST  by BROWN,BRYCE",,,,,,,"ASSIST  by BROWN,BRYCE",2
00:59,,28,,98 (+70),"GOOD LAYUP by COLEMAN,JON(in the paint)",UAB 28-98 (-70),,"GOOD LAYUP by COLEMAN,JON(in the paint)",2
00:41,"TURNOVER  by URSIN,AARON",,,,,,,"TURNOVER  by URSIN,AARON",2
00:41,,,,,"STEAL  by TONEY,TONY",,,"STEAL  by TONEY,TONY",2
00:36,,28,,100 (+72),"GOOD DUNK by TONEY,TONY(fastbreak)(in the paint)",UAB 28-100 (-72),,"GOOD DUNK by TONEY,TONY(fastbreak)(in the paint)",2
00:33,,,,,"FOUL  by TATE,ELIJAH",,,"FOUL  by TATE,ELIJAH",2
00:33,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
00:33,"SUB OUT by HOGAN,TJ",,,,,,,"SUB OUT by HOGAN,TJ",2
00:33,"SUB OUT by URSIN,AARON",,,,,,,"SUB OUT by URSIN,AARON",2
00:33,"SUB IN by CARTER,DYLAN",,,,,,,"SUB IN by CARTER,DYLAN",2
00:33,"SUB IN by BASS,DEVIN",,,,,,,"SUB IN by BASS,DEVIN",2
00:33,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
00:33,"MISS FT by EVANS,CHRISTIAN(fastbreak)",,,,,,,"MISS FT by EVANS,CHRISTIAN(fastbreak)",2
00:33,"GOOD FT by EVANS,CHRISTIAN(fastbreak)",29,,100 (+71),,Mill 29-100 (-71),,"GOOD FT by EVANS,CHRISTIAN(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:11,,,,,"MISS DUNK by TONEY,TONY(in the paint)",,,"MISS DUNK by TONEY,TONY(in the paint)",2
--,,,,,"REBOUND OFF by TATE,ELIJAH",,,"REBOUND OFF by TATE,ELIJAH",2
00:03,,29,,103 (+74),"GOOD 3PTR by COLEMAN,JON",UAB 29-103 (-74),,"GOOD 3PTR by COLEMAN,JON",2
--,,,,,"ASSIST  by TATE,ELIJAH",,,"ASSIST  by TATE,ELIJAH",2
