Time Remaining,Mill,Away Team Score,Play Team Indicator,Home Team Score,OUMBB,Game Score,Team Indicator,Play,Period
03:56,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
03:56,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
03:48,"GOOD 3PTR by RUCKER,CAM",52,,62 (+10),,Mill 52-62 (-10),,"GOOD 3PTR by RUCKER,CAM",2
--,"ASSIST  by WILLIAMS,CAMERON",,,,,,,"ASSIST  by WILLIAMS,CAMERON",2
03:33,,,,,"MISS LAYUP by KOCH,WILL",,,"MISS LAYUP by KOCH,WILL",2
--,"REBOUND DEF by ROTH,DREW",,,,,,,"REBOUND DEF by ROTH,DREW",2
03:04,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
03:03,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
03:01,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
02:55,"FOUL  by WILLIAMS,CAMERON",,,,,,,"FOUL  by WILLIAMS,CAMERON",2
02:55,,,,,"MISS FT by EZIGBO,UBA",,,"MISS FT by EZIGBO,UBA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:55,,52,,63 (+11),"GOOD FT by EZIGBO,UBA",OUMBB 52-63 (-11),,"GOOD FT by EZIGBO,UBA",2
02:55,"SUB IN by GILLIHAN,NEWLON",,,,,,,"SUB IN by GILLIHAN,NEWLON",2
02:55,"SUB OUT by ROTH,DREW",,,,,,,"SUB OUT by ROTH,DREW",2
02:55,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
02:55,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
02:43,,,,,"FOUL  by KOCH,WILL",,,"FOUL  by KOCH,WILL",2
02:43,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:43,"GOOD FT by WILLIAMS,CAMERON",53,,63 (+10),,Mill 53-63 (-10),,"GOOD FT by WILLIAMS,CAMERON",2
02:43,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
02:43,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
02:24,,53,,66 (+13),"GOOD 3PTR by CHAMBERS,DIMETRI",OUMBB 53-66 (-13),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
02:08,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
02:08,"GOOD FT by WILLIAMS,CAMERON",54,,66 (+12),,Mill 54-66 (-12),,"GOOD FT by WILLIAMS,CAMERON",2
02:08,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
01:55,,54,,69 (+15),"GOOD 3PTR by EZIGBO,UBA",OUMBB 54-69 (-15),,"GOOD 3PTR by EZIGBO,UBA",2
01:37,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",56,,69 (+13),,Mill 56-69 (-13),,"GOOD LAYUP by GILLIHAN,NEWLON(in the paint)",2
--,"ASSIST  by RUCKER,CAM",,,,,,,"ASSIST  by RUCKER,CAM",2
01:12,,56,,71 (+15),"GOOD LAYUP by JENEI,RYAN(in the paint)",OUMBB 56-71 (-15),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
00:56,"MISS JUMPER by GILLIHAN,NEWLON",,,,,,,"MISS JUMPER by GILLIHAN,NEWLON",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
00:38,,56,,73 (+17),"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",OUMBB 56-73 (-17),,"GOOD JUMPER by CHAMBERS,DIMETRI(in the paint)",2
00:24,"MISS LAYUP by RUCKER,CAM",,,,,,,"MISS LAYUP by RUCKER,CAM",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
00:19,,56,,75 (+19),"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",OUMBB 56-75 (-19),,"GOOD LAYUP by CHAMBERS,DIMETRI(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
