Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
10:35,,,,,"MISS FT by EVANS,CHRISTIAN",,,"MISS FT by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:35,,,,,"SUB OUT by UGHOVWA,NICHOLAS",,,"SUB OUT by UGHOVWA,NICHOLAS",2
10:35,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
10:35,,58 (+8),,50,"GOOD FT by EVANS,CHRISTIAN",Mill 58-50 (-8),,"GOOD FT by EVANS,CHRISTIAN",2
10:25,"MISS 3PTR by BRANTLEY,JAY",,,,,,,"MISS 3PTR by BRANTLEY,JAY",2
--,"REBOUND OFF by WOMACK,NEHEMIAH",,,,,,,"REBOUND OFF by WOMACK,NEHEMIAH",2
10:13,"GOOD LAYUP by WILLIAMS,KENTAE(in the paint)",60 (+10),,50,,BU 60-50 (-10),,"GOOD LAYUP by WILLIAMS,KENTAE(in the paint)",2
10:02,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
10:02,"BLOCK  by BRANTLEY,JAY",,,,,,,"BLOCK  by BRANTLEY,JAY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:02,"FOUL TECH by BRANTLEY,JAY",,,,,,,"FOUL TECH by BRANTLEY,JAY",2
10:02,,60 (+9),,51,"GOOD FT by WATSON,DOUG",Mill 60-51 (-9),,"GOOD FT by WATSON,DOUG",2
10:02,,60 (+8),,52,"GOOD FT by WATSON,DOUG",Mill 60-52 (-8),,"GOOD FT by WATSON,DOUG",2
10:02,"SUB OUT by GIVENS,DONOVAN",,,,,,,"SUB OUT by GIVENS,DONOVAN",2
10:02,"SUB OUT by BRANTLEY,JAY",,,,,,,"SUB OUT by BRANTLEY,JAY",2
10:02,"SUB IN by MCWILLAMS,MARTAVIAN",,,,,,,"SUB IN by MCWILLAMS,MARTAVIAN",2
10:02,"SUB IN by ANDERSON, JR.,TERRAN",,,,,,,"SUB IN by ANDERSON, JR.,TERRAN",2
09:56,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
09:56,"STEAL  by WOMACK,NEHEMIAH",,,,,,,"STEAL  by WOMACK,NEHEMIAH",2
09:42,"TURNOVER  by WILLIAMS,KENTAE",,,,,,,"TURNOVER  by WILLIAMS,KENTAE",2
09:42,,,,,"STEAL  by RUCKER,CAM",,,"STEAL  by RUCKER,CAM",2
09:41,,,,,"TURNOVER  by RUCKER,CAM",,,"TURNOVER  by RUCKER,CAM",2
09:41,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
09:41,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
09:41,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
09:41,,,,,"SUB IN by BROWN,BROCK",,,"SUB IN by BROWN,BROCK",2
09:23,"GOOD 3PTR by RATLIFF,AROTHER",63 (+11),,52,,BU 63-52 (-11),,"GOOD 3PTR by RATLIFF,AROTHER",2
--,"ASSIST  by ANDERSON, JR.,TERRAN",,,,,,,"ASSIST  by ANDERSON, JR.,TERRAN",2
09:03,,63 (+9),,54,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",Mill 63-54 (-9),,"GOOD LAYUP by WILLIAMS,CAMERON(in the paint)",2
08:55,"MISS 3PTR by WOMACK,NEHEMIAH",,,,,,,"MISS 3PTR by WOMACK,NEHEMIAH",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
08:42,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",2
--,,,,,"REBOUND OFF by RUCKER,CAM",,,"REBOUND OFF by RUCKER,CAM",2
08:33,"FOUL  by ANDERSON, JR.,TERRAN",,,,,,,"FOUL  by ANDERSON, JR.,TERRAN",2
08:33,,63 (+8),,55,"GOOD FT by EVANS,CHRISTIAN",Mill 63-55 (-8),,"GOOD FT by EVANS,CHRISTIAN",2
08:33,"SUB OUT by WILLIAMS,KENTAE",,,,,,,"SUB OUT by WILLIAMS,KENTAE",2
08:33,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",2
08:33,,63 (+7),,56,"GOOD FT by EVANS,CHRISTIAN",Mill 63-56 (-7),,"GOOD FT by EVANS,CHRISTIAN",2
08:33,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
08:33,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",2
08:22,"MISS 3PTR by RATLIFF,AROTHER",,,,,,,"MISS 3PTR by RATLIFF,AROTHER",2
--,,,,,"REBOUND DEF by STEPHEN,SETH",,,"REBOUND DEF by STEPHEN,SETH",2
08:20,"FOUL  by MCWILLAMS,MARTAVIAN",,,,,,,"FOUL  by MCWILLAMS,MARTAVIAN",2
08:20,,63 (+6),,57,"GOOD FT by STEPHEN,SETH(fastbreak)",Mill 63-57 (-6),,"GOOD FT by STEPHEN,SETH(fastbreak)",2
08:20,"SUB OUT by RATLIFF,AROTHER",,,,,,,"SUB OUT by RATLIFF,AROTHER",2
08:20,"SUB IN by BRANTLEY,JAY",,,,,,,"SUB IN by BRANTLEY,JAY",2
08:20,,63 (+5),,58,"GOOD FT by STEPHEN,SETH(fastbreak)",Mill 63-58 (-5),,"GOOD FT by STEPHEN,SETH(fastbreak)",2
07:56,"TURNOVER  by ANDERSON, JR.,TERRAN",,,,,,,"TURNOVER  by ANDERSON, JR.,TERRAN",2
07:56,,,,,"STEAL  by STEPHEN,SETH",,,"STEAL  by STEPHEN,SETH",2
07:56,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:43,,,,,"MISS 3PTR by RUCKER,CAM",,,"MISS 3PTR by RUCKER,CAM",2
--,"REBOUND DEF by MCWILLAMS,MARTAVIAN",,,,,,,"REBOUND DEF by MCWILLAMS,MARTAVIAN",2
07:25,"GOOD 3PTR by WOMACK,NEHEMIAH",66 (+8),,58,,BU 66-58 (-8),,"GOOD 3PTR by WOMACK,NEHEMIAH",2
--,"ASSIST  by BRANTLEY,JAY",,,,,,,"ASSIST  by BRANTLEY,JAY",2
07:15,,,,,"MISS JUMPER by RUCKER,CAM",,,"MISS JUMPER by RUCKER,CAM",2
--,"REBOUND DEF by WOMACK,NEHEMIAH",,,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",2
07:10,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",2
07:10,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
07:10,"SUB OUT by MCMILLAN,MATTHEW",,,,,,,"SUB OUT by MCMILLAN,MATTHEW",2
07:10,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
07:00,"MISS 3PTR by ANDERSON, JR.,TERRAN",,,,,,,"MISS 3PTR by ANDERSON, JR.,TERRAN",2
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",2
06:51,,66 (+5),,61,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 66-61 (-5),,"GOOD 3PTR by WILLIAMS,CAMERON",2
06:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:38,"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",68 (+7),,61,,BU 68-61 (-7),,"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",2
06:23,,68 (+4),,64,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 68-64 (-4),,"GOOD 3PTR by WILLIAMS,CAMERON",2
06:16,"TURNOVER  by BRANTLEY,JAY",,,,,,,"TURNOVER  by BRANTLEY,JAY",2
06:16,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
06:16,,,,,"SUB OUT by BROWN,BROCK",,,"SUB OUT by BROWN,BROCK",2
06:16,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
06:16,,,,,"SUB IN by URSIN,AARON",,,"SUB IN by URSIN,AARON",2
06:16,"SUB OUT by ANDERSON, JR.,TERRAN",,,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",2
06:16,"SUB IN by RATLIFF,AROTHER",,,,,,,"SUB IN by RATLIFF,AROTHER",2
06:06,,68 (+2),,66,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 68-66 (-2),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
06:06,"FOUL  by BRANTLEY,JAY",,,,,,,"FOUL  by BRANTLEY,JAY",2
06:06,,68 (+1),,67,"GOOD FT by WATSON,DOUG",Mill 68-67 (-1),,"GOOD FT by WATSON,DOUG",2
06:06,"SUB OUT by WOMACK,NEHEMIAH",,,,,,,"SUB OUT by WOMACK,NEHEMIAH",2
06:06,"SUB IN by GIVENS,DONOVAN",,,,,,,"SUB IN by GIVENS,DONOVAN",2
05:51,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,"REBOUND DEF by EVANS,CHRISTIAN",,,"REBOUND DEF by EVANS,CHRISTIAN",2
05:30,"FOUL  by GIVENS,DONOVAN",,,,,,,"FOUL  by GIVENS,DONOVAN",2
05:30,,,,,"MISS FT by WATSON,DOUG",,,"MISS FT by WATSON,DOUG",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:30,,68,,68,"GOOD FT by WATSON,DOUG",Mill 68-68 (0),,"GOOD FT by WATSON,DOUG",2
05:12,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
05:12,"GOOD FT by RATLIFF,AROTHER",69 (+1),,68,,BU 69-68 (-1),,"GOOD FT by RATLIFF,AROTHER",2
05:12,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
05:12,"SUB IN by WOMACK,NEHEMIAH",,,,,,,"SUB IN by WOMACK,NEHEMIAH",2
05:12,"GOOD FT by RATLIFF,AROTHER",70 (+2),,68,,BU 70-68 (-2),,"GOOD FT by RATLIFF,AROTHER",2
04:55,,,,,"MISS LAYUP by BROWN,BRYCE(in the paint)",,,"MISS LAYUP by BROWN,BRYCE(in the paint)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:55,"SUB OUT by WOMACK,NEHEMIAH",,,,,,,"SUB OUT by WOMACK,NEHEMIAH",2
04:55,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
04:55,"SUB OUT by GIVENS,DONOVAN",,,,,,,"SUB OUT by GIVENS,DONOVAN",2
04:55,"SUB IN by MCMILLAN,MATTHEW",,,,,,,"SUB IN by MCMILLAN,MATTHEW",2
04:43,"GOOD LAYUP by COUCH,LUKE(in the paint)",72 (+4),,68,,BU 72-68 (-4),,"GOOD LAYUP by COUCH,LUKE(in the paint)",2
04:21,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND DEF by BRANTLEY,JAY",,,,,,,"REBOUND DEF by BRANTLEY,JAY",2
04:04,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
04:04,,,,,"STEAL  by WATSON,DOUG",,,"STEAL  by WATSON,DOUG",2
03:59,,72 (+2),,70,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",Mill 72-70 (-2),,"GOOD LAYUP by WATSON,DOUG(fastbreak)(in the paint)",2
03:41,"MISS 3PTR by RATLIFF,AROTHER",,,,,,,"MISS 3PTR by RATLIFF,AROTHER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
03:39,,,,,"SUB OUT by URSIN,AARON",,,"SUB OUT by URSIN,AARON",2
03:39,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
03:39,"SUB OUT by COUCH,LUKE",,,,,,,"SUB OUT by COUCH,LUKE",2
03:39,"SUB IN by WOMACK,NEHEMIAH",,,,,,,"SUB IN by WOMACK,NEHEMIAH",2
03:28,,,,,"MISS LAYUP by WATSON,DOUG(in the paint)",,,"MISS LAYUP by WATSON,DOUG(in the paint)",2
03:28,"BLOCK  by MCWILLAMS,MARTAVIAN",,,,,,,"BLOCK  by MCWILLAMS,MARTAVIAN",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
03:18,,72,,72,"GOOD LAYUP by STEPHEN,SETH(in the paint)",Mill 72-72 (0),,"GOOD LAYUP by STEPHEN,SETH(in the paint)",2
03:04,"MISS 3PTR by RATLIFF,AROTHER",,,,,,,"MISS 3PTR by RATLIFF,AROTHER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:01,"FOUL  by BRANTLEY,JAY",,,,,,,"FOUL  by BRANTLEY,JAY",2
03:01,"SUB OUT by BRANTLEY,JAY",,,,,,,"SUB OUT by BRANTLEY,JAY",2
03:01,"SUB IN by COUCH,LUKE",,,,,,,"SUB IN by COUCH,LUKE",2
03:01,,72,,73 (+1),"GOOD FT by WILLIAMS,CAMERON(fastbreak)",Mill 72-73 (+1),,"GOOD FT by WILLIAMS,CAMERON(fastbreak)",2
03:01,,,,,"MISS FT by WILLIAMS,CAMERON(fastbreak)",,,"MISS FT by WILLIAMS,CAMERON(fastbreak)",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
02:47,"TURNOVER  by COUCH,LUKE",,,,,,,"TURNOVER  by COUCH,LUKE",2
02:34,"FOUL  by COUCH,LUKE",,,,,,,"FOUL  by COUCH,LUKE",2
02:34,,72,,74 (+2),"GOOD FT by WILLIAMS,CAMERON",Mill 72-74 (+2),,"GOOD FT by WILLIAMS,CAMERON",2
02:34,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:34,,72,,75 (+3),"GOOD FT by WILLIAMS,CAMERON",Mill 72-75 (+3),,"GOOD FT by WILLIAMS,CAMERON",2
02:08,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",2
02:08,"MISS FT by RATLIFF,AROTHER",,,,,,,"MISS FT by RATLIFF,AROTHER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:08,"GOOD FT by RATLIFF,AROTHER",73,,75 (+2),,BU 73-75 (+2),,"GOOD FT by RATLIFF,AROTHER",2
02:08,"SUB OUT by MCWILLAMS,MARTAVIAN",,,,,,,"SUB OUT by MCWILLAMS,MARTAVIAN",2
02:08,"SUB IN by GIVENS,DONOVAN",,,,,,,"SUB IN by GIVENS,DONOVAN",2
01:43,,,,,"MISS JUMPER by WATSON,DOUG",,,"MISS JUMPER by WATSON,DOUG",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
01:43,"FOUL  by RATLIFF,AROTHER",,,,,,,"FOUL  by RATLIFF,AROTHER",2
01:43,,73,,76 (+3),"GOOD FT by STEPHEN,SETH",Mill 73-76 (+3),,"GOOD FT by STEPHEN,SETH",2
01:43,,,,,"MISS FT by STEPHEN,SETH",,,"MISS FT by STEPHEN,SETH",2
--,"REBOUND DEF by WOMACK,NEHEMIAH",,,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",2
01:27,"TURNOVER  by WOMACK,NEHEMIAH",,,,,,,"TURNOVER  by WOMACK,NEHEMIAH",2
01:01,,,,,"MISS 3PTR by EVANS,CHRISTIAN",,,"MISS 3PTR by EVANS,CHRISTIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:00,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND DEF by COUCH,LUKE",,,,,,,"REBOUND DEF by COUCH,LUKE",2
00:38,,,,,"FOUL  by EVANS,CHRISTIAN",,,"FOUL  by EVANS,CHRISTIAN",2
00:38,"GOOD FT by COUCH,LUKE",74,,76 (+2),,BU 74-76 (+2),,"GOOD FT by COUCH,LUKE",2
00:38,"GOOD FT by COUCH,LUKE",75,,76 (+1),,BU 75-76 (+1),,"GOOD FT by COUCH,LUKE",2
00:09,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",2
00:06,"FOUL  by RATLIFF,AROTHER",,,,,,,"FOUL  by RATLIFF,AROTHER",2
00:06,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",2
00:06,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
00:06,"SUB OUT by RATLIFF,AROTHER",,,,,,,"SUB OUT by RATLIFF,AROTHER",2
00:06,"SUB IN by ANDERSON, JR.,TERRAN",,,,,,,"SUB IN by ANDERSON, JR.,TERRAN",2
00:06,,75,,77 (+2),"GOOD FT by WILLIAMS,CAMERON",Mill 75-77 (+2),,"GOOD FT by WILLIAMS,CAMERON",2
00:06,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:06,,75,,78 (+3),"GOOD FT by WILLIAMS,CAMERON",Mill 75-78 (+3),,"GOOD FT by WILLIAMS,CAMERON",2
--,,,,,"REBOUND OFF by STEPHEN,SETH",,,"REBOUND OFF by STEPHEN,SETH",2
00:04,,,,,"FOUL  by RUCKER,CAM",,,"FOUL  by RUCKER,CAM",2
00:04,"GOOD FT by COUCH,LUKE(fastbreak)",76,,78 (+2),,BU 76-78 (+2),,"GOOD FT by COUCH,LUKE(fastbreak)",2
00:04,,,,,"SUB OUT by BROWN,BRYCE",,,"SUB OUT by BROWN,BRYCE",2
00:04,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",2
00:02,"FOUL  by WOMACK,NEHEMIAH",,,,,,,"FOUL  by WOMACK,NEHEMIAH",2
00:02,"GOOD FT by WOMACK,NEHEMIAH",77,,78 (+1),,BU 77-78 (+1),,"GOOD FT by WOMACK,NEHEMIAH",2
00:02,,77,,79 (+2),"GOOD FT by WATSON,DOUG",Mill 77-79 (+2),,"GOOD FT by WATSON,DOUG",2
00:02,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
00:02,,,,,"SUB IN by BROWN,BRYCE",,,"SUB IN by BROWN,BRYCE",2
00:02,"SUB OUT by ANDERSON, JR.,TERRAN",,,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",2
00:02,"SUB IN by CARTER,LEVONDRE",,,,,,,"SUB IN by CARTER,LEVONDRE",2
00:02,,,,,"MISS FT by WATSON,DOUG",,,"MISS FT by WATSON,DOUG",2
--,"REBOUND DEF by GIVENS,DONOVAN",,,,,,,"REBOUND DEF by GIVENS,DONOVAN",2
00:00,"MISS 3PTR by GIVENS,DONOVAN",,,,,,,"MISS 3PTR by GIVENS,DONOVAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
