Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,DAL,Game Score,Team Indicator,Play,Period
10:19,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
10:19,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
10:14,,23,,33 (+10),"GOOD LAYUP by MACCALLUM,RORY(fastbreak)(in the paint)",DAL 23-33 (-10),,"GOOD LAYUP by MACCALLUM,RORY(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by CALTON,EMMANUEL",,,"ASSIST  by CALTON,EMMANUEL",1
10:08,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
10:03,"GOOD 3PTR by LOWRIE,ANDREW",26,,33 (+7),,RHO 26-33 (-7),,"GOOD 3PTR by LOWRIE,ANDREW",1
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",1
09:46,,,,,"TURNOVER  by CALTON,EMMANUEL",,,"TURNOVER  by CALTON,EMMANUEL",1
09:46,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",1
09:46,,,,,"SUB IN by DELANGEL,JACOB",,,"SUB IN by DELANGEL,JACOB",1
09:46,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",1
09:46,,,,,"SUB OUT by GONZALEZ,LORENZO",,,"SUB OUT by GONZALEZ,LORENZO",1
09:38,"MISS 3PTR by LOWRIE,ANDREW",,,,,,,"MISS 3PTR by LOWRIE,ANDREW",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:35,,,,,"SUB IN by RICHELSEN,MATTHEW",,,"SUB IN by RICHELSEN,MATTHEW",1
09:35,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",1
09:25,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",1
09:25,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
09:25,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
09:25,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
09:25,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
09:25,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
09:25,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
09:25,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
09:25,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
09:25,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
09:25,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
09:17,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",1
09:17,,,,,"MISS FT by DELANGEL,JACOB",,,"MISS FT by DELANGEL,JACOB",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:17,,,,,"MISS FT by DELANGEL,JACOB",,,"MISS FT by DELANGEL,JACOB",1
--,,,,,"REBOUND OFF by RICHELSEN,MATTHEW",,,"REBOUND OFF by RICHELSEN,MATTHEW",1
09:14,"FOUL  by SAMSON,VAUGHN",,,,,,,"FOUL  by SAMSON,VAUGHN",1
09:14,,26,,34 (+8),"GOOD FT by RICHELSEN,MATTHEW",DAL 26-34 (-8),,"GOOD FT by RICHELSEN,MATTHEW",1
09:14,,26,,35 (+9),"GOOD FT by RICHELSEN,MATTHEW",DAL 26-35 (-9),,"GOOD FT by RICHELSEN,MATTHEW",1
09:14,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",1
09:14,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",1
08:48,"GOOD 3PTR by GALVIN,OWEN",29,,35 (+6),,RHO 29-35 (-6),,"GOOD 3PTR by GALVIN,OWEN",1
--,"ASSIST  by WEATHERFORD,MITCH",,,,,,,"ASSIST  by WEATHERFORD,MITCH",1
08:36,"SUB IN by MCINTYRE,WILL",,,,,,,"SUB IN by MCINTYRE,WILL",1
08:36,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
08:36,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
08:36,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
08:36,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
08:36,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
08:36,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
08:36,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
08:36,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
08:36,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
08:36,,,,,"SUB IN by GONZALEZ,LORENZO",,,"SUB IN by GONZALEZ,LORENZO",1
08:36,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",1
08:36,,,,,"SUB OUT by GARATE,VICTOR",,,"SUB OUT by GARATE,VICTOR",1
08:36,,,,,"SUB OUT by DELANGEL,JACOB",,,"SUB OUT by DELANGEL,JACOB",1
08:34,,,,,"MISS JUMPER by KAISER,TOM",,,"MISS JUMPER by KAISER,TOM",1
--,,,,,"REBOUND OFF by RICHELSEN,MATTHEW",,,"REBOUND OFF by RICHELSEN,MATTHEW",1
08:28,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",1
08:28,,29,,36 (+7),"GOOD FT by RICHELSEN,MATTHEW",DAL 29-36 (-7),,"GOOD FT by RICHELSEN,MATTHEW",1
08:28,,29,,37 (+8),"GOOD FT by RICHELSEN,MATTHEW",DAL 29-37 (-8),,"GOOD FT by RICHELSEN,MATTHEW",1
08:21,"MISS 3PTR by MCINTYRE,WILL",,,,,,,"MISS 3PTR by MCINTYRE,WILL",1
--,,,,,"REBOUND DEF by SARRAT,MICHAEL",,,"REBOUND DEF by SARRAT,MICHAEL",1
08:09,,29,,39 (+10),"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",DAL 29-39 (-10),,"GOOD LAYUP by KAISER,TOM(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by COLVIN,DARRIUS",,,"ASSIST  by COLVIN,DARRIUS",1
07:57,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",31,,39 (+8),,RHO 31-39 (-8),,"GOOD LAYUP by NYAWATA,ANESU(in the paint)",1
07:35,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",1
07:35,,31,,40 (+9),"GOOD FT by COLVIN,DARRIUS",DAL 31-40 (-9),,"GOOD FT by COLVIN,DARRIUS",1
07:35,,31,,41 (+10),"GOOD FT by COLVIN,DARRIUS",DAL 31-41 (-10),,"GOOD FT by COLVIN,DARRIUS",1
07:35,,,,,"SUB IN by FRUHWIRTH,LOGAN",,,"SUB IN by FRUHWIRTH,LOGAN",1
07:35,,,,,"SUB IN by MACCALLUM,RORY",,,"SUB IN by MACCALLUM,RORY",1
07:35,,,,,"SUB OUT by KAISER,TOM",,,"SUB OUT by KAISER,TOM",1
07:35,,,,,"SUB OUT by RICHELSEN,MATTHEW",,,"SUB OUT by RICHELSEN,MATTHEW",1
07:29,"GOOD 3PTR by MCINTYRE,WILL(fastbreak)",34,,41 (+7),,RHO 34-41 (-7),,"GOOD 3PTR by MCINTYRE,WILL(fastbreak)",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
07:11,,,,,"TURNOVER  by COLVIN,DARRIUS",,,"TURNOVER  by COLVIN,DARRIUS",1
07:09,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",1
07:04,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",1
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",1
06:57,,34,,43 (+9),"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",DAL 34-43 (-9),,"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",1
06:50,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
06:50,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",1
06:50,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
06:50,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
06:50,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
06:50,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
06:50,"SUB OUT by MCINTYRE,WILL",,,,,,,"SUB OUT by MCINTYRE,WILL",1
06:50,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
06:50,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
06:50,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
06:50,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
06:50,,,,,"SUB IN by GIADOLOR,PRINCE",,,"SUB IN by GIADOLOR,PRINCE",1
06:50,,,,,"SUB OUT by COLVIN,DARRIUS",,,"SUB OUT by COLVIN,DARRIUS",1
06:45,,34,,45 (+11),"GOOD JUMPER by GIADOLOR,PRINCE(fastbreak)",DAL 34-45 (-11),,"GOOD JUMPER by GIADOLOR,PRINCE(fastbreak)",1
06:38,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",1
06:35,,,,,"STEAL  by SARRAT,MICHAEL",,,"STEAL  by SARRAT,MICHAEL",1
06:33,,34,,47 (+13),"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",DAL 34-47 (-13),,"GOOD LAYUP by GIADOLOR,PRINCE(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SARRAT,MICHAEL",,,"ASSIST  by SARRAT,MICHAEL",1
06:23,,,,,"FOUL  by MACCALLUM,RORY",,,"FOUL  by MACCALLUM,RORY",1
06:21,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",1
06:21,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",1
06:16,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",1
--,,,,,"REBOUND OFF by MACCALLUM,RORY",,,"REBOUND OFF by MACCALLUM,RORY",1
06:11,,34,,49 (+15),"GOOD JUMPER by MACCALLUM,RORY(in the paint)",DAL 34-49 (-15),,"GOOD JUMPER by MACCALLUM,RORY(in the paint)",1
06:00,"MISS LAYUP by GEE,TYLER",,,,,,,"MISS LAYUP by GEE,TYLER",1
--,,,,,"REBOUND DEF by FRUHWIRTH,LOGAN",,,"REBOUND DEF by FRUHWIRTH,LOGAN",1
05:56,,,,,"TURNOVER  by FRUHWIRTH,LOGAN",,,"TURNOVER  by FRUHWIRTH,LOGAN",1
05:53,"STEAL  by GEE,TYLER",,,,,,,"STEAL  by GEE,TYLER",1
05:51,"GOOD JUMPER by GEE,TYLER(fastbreak)(in the paint)",36,,49 (+13),,RHO 36-49 (-13),,"GOOD JUMPER by GEE,TYLER(fastbreak)(in the paint)",1
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",1
05:41,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",1
05:41,,36,,50 (+14),"GOOD FT by GONZALEZ,LORENZO",DAL 36-50 (-14),,"GOOD FT by GONZALEZ,LORENZO",1
05:41,,36,,51 (+15),"GOOD FT by GONZALEZ,LORENZO",DAL 36-51 (-15),,"GOOD FT by GONZALEZ,LORENZO",1
05:41,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
05:41,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
05:41,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
05:41,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
05:41,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
05:41,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",1
05:41,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
05:41,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
05:41,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
05:41,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
05:41,,,,,"SUB IN by CANNON,XAVIER",,,"SUB IN by CANNON,XAVIER",1
05:41,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",1
05:41,,,,,"SUB IN by GARATE,VICTOR",,,"SUB IN by GARATE,VICTOR",1
05:41,,,,,"SUB OUT by FRUHWIRTH,LOGAN",,,"SUB OUT by FRUHWIRTH,LOGAN",1
05:41,,,,,"SUB OUT by GONZALEZ,LORENZO",,,"SUB OUT by GONZALEZ,LORENZO",1
05:41,,,,,"SUB OUT by MACCALLUM,RORY",,,"SUB OUT by MACCALLUM,RORY",1
05:39,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",1
--,"REBOUND OFF by GALVIN,OWEN",,,,,,,"REBOUND OFF by GALVIN,OWEN",1
05:26,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",1
05:24,,,,,"STEAL  by CANNON,XAVIER",,,"STEAL  by CANNON,XAVIER",1
05:21,,36,,53 (+17),"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",DAL 36-53 (-17),,"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",1
05:07,"TURNOVER  by GALVIN,OWEN",,,,,,,"TURNOVER  by GALVIN,OWEN",1
05:04,,,,,"STEAL  by GIADOLOR,PRINCE",,,"STEAL  by GIADOLOR,PRINCE",1
05:03,,,,,"MISS LAYUP by SARRAT,MICHAEL",,,"MISS LAYUP by SARRAT,MICHAEL",1
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",1
04:57,"GOOD LAYUP by GALVIN,OWEN(fastbreak)(in the paint)",38,,53 (+15),,RHO 38-53 (-15),,"GOOD LAYUP by GALVIN,OWEN(fastbreak)(in the paint)",1
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",1
04:32,,38,,55 (+17),"GOOD LAYUP by CANNON,XAVIER(in the paint)",DAL 38-55 (-17),,"GOOD LAYUP by CANNON,XAVIER(in the paint)",1
--,,,,,"ASSIST  by GARATE,VICTOR",,,"ASSIST  by GARATE,VICTOR",1
04:28,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
04:28,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",1
04:28,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
04:28,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
04:28,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
04:28,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
04:28,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
04:28,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
04:28,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
04:28,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
04:28,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
04:22,,,,,"FOUL  by CANNON,XAVIER",,,"FOUL  by CANNON,XAVIER",1
04:22,"GOOD FT by LOVE,KERRY",39,,55 (+16),,RHO 39-55 (-16),,"GOOD FT by LOVE,KERRY",1
04:22,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",1
--,,,,,"REBOUND DEF by CANNON,XAVIER",,,"REBOUND DEF by CANNON,XAVIER",1
04:22,,,,,"SUB IN by COLVIN,DARRIUS",,,"SUB IN by COLVIN,DARRIUS",1
04:22,,,,,"SUB OUT by SARRAT,MICHAEL",,,"SUB OUT by SARRAT,MICHAEL",1
04:07,,39,,57 (+18),"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",DAL 39-57 (-18),,"GOOD JUMPER by GIADOLOR,PRINCE(in the paint)",1
--,,,,,"ASSIST  by CANNON,XAVIER",,,"ASSIST  by CANNON,XAVIER",1
03:58,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
03:58,"FOUL  by NYAWATA,ANESU",,,,,,,"FOUL  by NYAWATA,ANESU",1
03:58,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
03:58,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
03:58,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
03:58,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
03:58,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
03:58,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",1
03:58,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
03:58,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
03:58,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
03:58,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
03:58,,,,,"SUB IN by RICHELSEN,MATTHEW",,,"SUB IN by RICHELSEN,MATTHEW",1
03:58,,,,,"SUB OUT by CALTON,EMMANUEL",,,"SUB OUT by CALTON,EMMANUEL",1
03:51,,,,,"TURNOVER  by CANNON,XAVIER",,,"TURNOVER  by CANNON,XAVIER",1
03:37,"GOOD LAYUP by DE FERIA,NICK(in the paint)",41,,57 (+16),,RHO 41-57 (-16),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",1
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",1
03:14,,,,,"MISS JUMPER by GIADOLOR,PRINCE",,,"MISS JUMPER by GIADOLOR,PRINCE",1
--,,,,,"REBOUND OFF by RICHELSEN,MATTHEW",,,"REBOUND OFF by RICHELSEN,MATTHEW",1
03:10,,41,,59 (+18),"GOOD LAYUP by RICHELSEN,MATTHEW(in the paint)",DAL 41-59 (-18),,"GOOD LAYUP by RICHELSEN,MATTHEW(in the paint)",1
03:05,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",43,,59 (+16),,RHO 43-59 (-16),,"GOOD LAYUP by GEE,TYLER(fastbreak)(in the paint)",1
02:59,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",1
02:59,,43,,60 (+17),"GOOD FT by GIADOLOR,PRINCE",DAL 43-60 (-17),,"GOOD FT by GIADOLOR,PRINCE",1
02:59,,43,,61 (+18),"GOOD FT by GIADOLOR,PRINCE",DAL 43-61 (-18),,"GOOD FT by GIADOLOR,PRINCE",1
02:59,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
02:59,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
02:59,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",1
02:59,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",1
02:59,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",1
02:59,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
02:59,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",1
02:59,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",1
02:59,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
02:59,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",1
02:59,,,,,"SUB IN by KAISER,TOM",,,"SUB IN by KAISER,TOM",1
02:59,,,,,"SUB IN by SARRAT,MICHAEL",,,"SUB IN by SARRAT,MICHAEL",1
02:59,,,,,"SUB IN by GONZALEZ,LORENZO",,,"SUB IN by GONZALEZ,LORENZO",1
02:59,,,,,"SUB OUT by CANNON,XAVIER",,,"SUB OUT by CANNON,XAVIER",1
02:59,,,,,"SUB OUT by GIADOLOR,PRINCE",,,"SUB OUT by GIADOLOR,PRINCE",1
02:59,,,,,"SUB OUT by GARATE,VICTOR",,,"SUB OUT by GARATE,VICTOR",1
02:53,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",1
--,,,,,"REBOUND DEF by COLVIN,DARRIUS",,,"REBOUND DEF by COLVIN,DARRIUS",1
02:41,,,,,"TURNOVER  by RICHELSEN,MATTHEW",,,"TURNOVER  by RICHELSEN,MATTHEW",1
02:40,"STEAL  by SAMSON,VAUGHN",,,,,,,"STEAL  by SAMSON,VAUGHN",1
02:40,,,,,"FOUL  by RICHELSEN,MATTHEW",,,"FOUL  by RICHELSEN,MATTHEW",1
02:40,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",1
02:40,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",1
02:40,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",1
02:40,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",1
02:40,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",1
02:40,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",1
02:40,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",1
02:40,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",1
02:40,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",1
02:40,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",1
02:22,"GOOD LAYUP by DARST,DANIEL(in the paint)",45,,61 (+16),,RHO 45-61 (-16),,"GOOD LAYUP by DARST,DANIEL(in the paint)",1
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",1
02:01,,,,,"MISS JUMPER by RICHELSEN,MATTHEW",,,"MISS JUMPER by RICHELSEN,MATTHEW",1
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",1
01:59,,,,,"FOUL  by RICHELSEN,MATTHEW",,,"FOUL  by RICHELSEN,MATTHEW",1
01:46,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",1
--,,,,,"REBOUND DEF by KAISER,TOM",,,"REBOUND DEF by KAISER,TOM",1
01:38,,,,,"TURNOVER  by GONZALEZ,LORENZO",,,"TURNOVER  by GONZALEZ,LORENZO",1
01:37,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",1
01:34,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",1
--,"REBOUND OFF by GEE,TYLER",,,,,,,"REBOUND OFF by GEE,TYLER",1
01:29,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",1
01:27,,,,,"STEAL  by GONZALEZ,LORENZO",,,"STEAL  by GONZALEZ,LORENZO",1
01:25,,45,,63 (+18),"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",DAL 45-63 (-18),,"GOOD LAYUP by SARRAT,MICHAEL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by GONZALEZ,LORENZO",,,"ASSIST  by GONZALEZ,LORENZO",1
01:12,"TURNOVER  by DE FERIA,NICK",,,,,,,"TURNOVER  by DE FERIA,NICK",1
01:09,,,,,"STEAL  by KAISER,TOM",,,"STEAL  by KAISER,TOM",1
01:06,,45,,65 (+20),"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",DAL 45-65 (-20),,"GOOD LAYUP by COLVIN,DARRIUS(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by SARRAT,MICHAEL",,,"ASSIST  by SARRAT,MICHAEL",1
00:57,"GOOD JUMPER by NYAWATA,ANESU(fastbreak)",47,,65 (+18),,RHO 47-65 (-18),,"GOOD JUMPER by NYAWATA,ANESU(fastbreak)",1
00:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:52,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",1
00:52,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",1
00:52,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",1
00:52,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",1
00:52,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",1
00:52,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",1
00:52,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",1
00:52,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",1
00:52,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",1
00:52,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",1
00:52,,,,,"SUB IN by CALTON,EMMANUEL",,,"SUB IN by CALTON,EMMANUEL",1
