Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,WIS,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by WEIR,JJ",,,,,,,"REBOUND OFF by WEIR,JJ",2
11:21,"TURNOVER  by WEIR,JJ",,,,,,,"TURNOVER  by WEIR,JJ",2
11:15,,,,,"TURNOVER  by MILLER,SEAN",,,"TURNOVER  by MILLER,SEAN",2
11:07,"MISS JUMPER by HARRISON,IAN",,,,,,,"MISS JUMPER by HARRISON,IAN",2
--,,,,,"REBOUND DEF by SCHNEIDERMANN,JARED",,,"REBOUND DEF by SCHNEIDERMANN,JARED",2
10:49,,,,,"TURNOVER  by LUCAS,DEONDRE",,,"TURNOVER  by LUCAS,DEONDRE",2
10:48,"STEAL  by NYAWATA,ANESU",,,,,,,"STEAL  by NYAWATA,ANESU",2
10:47,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
10:45,"GOOD TIPIN by BERRY,BRYCE(in the paint)",68,,88 (+20),,RHO 68-88 (-20),,"GOOD TIPIN by BERRY,BRYCE(in the paint)",2
10:30,,68,,90 (+22),"GOOD DUNK by SCHNEIDERMANN,JARED(in the paint)",WIS 68-90 (-22),,"GOOD DUNK by SCHNEIDERMANN,JARED(in the paint)",2
--,,,,,"ASSIST  by MARTINEK,JACK",,,"ASSIST  by MARTINEK,JACK",2
10:12,"TURNOVER  by HARRISON,IAN",,,,,,,"TURNOVER  by HARRISON,IAN",2
10:11,,,,,"STEAL  by MARTINEK,JACK",,,"STEAL  by MARTINEK,JACK",2
10:07,,68,,92 (+24),"GOOD DUNK by DUFF,CHRIS(fastbreak)(in the paint)",WIS 68-92 (-24),,"GOOD DUNK by DUFF,CHRIS(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MARTINEK,JACK",,,"ASSIST  by MARTINEK,JACK",2
09:50,"GOOD JUMPER by WEIR,JJ(in the paint)",70,,92 (+22),,RHO 70-92 (-22),,"GOOD JUMPER by WEIR,JJ(in the paint)",2
09:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:47,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
09:47,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
09:47,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
09:47,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
09:47,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
09:47,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
09:47,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
09:47,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
09:47,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
09:47,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
09:47,,,,,"SUB IN by DIEKELMAN,GEORGE",,,"SUB IN by DIEKELMAN,GEORGE",2
09:47,,,,,"SUB IN by WEIX,JOSH",,,"SUB IN by WEIX,JOSH",2
09:47,,,,,"SUB IN by DUXBURY,ANDREW",,,"SUB IN by DUXBURY,ANDREW",2
09:47,,,,,"SUB IN by MCDONALD,KYLE",,,"SUB IN by MCDONALD,KYLE",2
09:47,,,,,"SUB OUT by MILLER,SEAN",,,"SUB OUT by MILLER,SEAN",2
09:47,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",2
09:47,,,,,"SUB OUT by LUCAS,DEONDRE",,,"SUB OUT by LUCAS,DEONDRE",2
09:47,,,,,"SUB OUT by MARTINEK,JACK",,,"SUB OUT by MARTINEK,JACK",2
09:47,,,,,"SUB OUT by DUFF,CHRIS",,,"SUB OUT by DUFF,CHRIS",2
09:40,,70,,94 (+24),"GOOD LAYUP by WEIX,JOSH(in the paint)",WIS 70-94 (-24),,"GOOD LAYUP by WEIX,JOSH(in the paint)",2
--,,,,,"ASSIST  by MARTINEK,JACK",,,"ASSIST  by MARTINEK,JACK",2
09:29,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by DUXBURY,ANDREW",,,"REBOUND DEF by DUXBURY,ANDREW",2
09:22,,70,,96 (+26),"GOOD LAYUP by DIEKELMAN,GEORGE(fastbreak)(in the paint)",WIS 70-96 (-26),,"GOOD LAYUP by DIEKELMAN,GEORGE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MCDONALD,KYLE",,,"ASSIST  by MCDONALD,KYLE",2
09:04,"MISS LAYUP by GALVIN,OWEN",,,,,,,"MISS LAYUP by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
08:53,"FOUL  by NESTLEHUTT,JAKE",,,,,,,"FOUL  by NESTLEHUTT,JAKE",2
08:53,,70,,97 (+27),"GOOD FT by DUXBURY,ANDREW",WIS 70-97 (-27),,"GOOD FT by DUXBURY,ANDREW",2
08:53,,,,,"MISS FT by DUXBURY,ANDREW",,,"MISS FT by DUXBURY,ANDREW",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
08:53,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
08:53,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
08:53,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:53,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
08:53,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
08:53,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
08:53,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
08:53,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
08:53,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
08:53,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:41,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",72,,97 (+25),,RHO 72-97 (-25),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
08:27,,,,,"MISS LAYUP by MARTINEK,JACK",,,"MISS LAYUP by MARTINEK,JACK",2
--,"REBOUND DEF by DARST,DANIEL",,,,,,,"REBOUND DEF by DARST,DANIEL",2
08:17,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
08:17,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
08:17,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
08:17,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
08:17,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
08:17,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
08:17,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
08:17,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
08:17,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
08:17,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
08:17,,,,,"SUB IN by MILLER,SEAN",,,"SUB IN by MILLER,SEAN",2
08:17,,,,,"SUB IN by SCHNEIDERMANN,JARED",,,"SUB IN by SCHNEIDERMANN,JARED",2
08:17,,,,,"SUB IN by WACHOLZ,BLAKE",,,"SUB IN by WACHOLZ,BLAKE",2
08:17,,,,,"SUB OUT by DIEKELMAN,GEORGE",,,"SUB OUT by DIEKELMAN,GEORGE",2
08:17,,,,,"SUB OUT by WEIX,JOSH",,,"SUB OUT by WEIX,JOSH",2
08:09,,,,,"FOUL  by MCDONALD,KYLE",,,"FOUL  by MCDONALD,KYLE",2
08:08,"GOOD 3PTR by BERRY,BRYCE",75,,97 (+22),,RHO 75-97 (-22),,"GOOD 3PTR by BERRY,BRYCE",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
07:46,,75,,100 (+25),"GOOD 3PTR by MILLER,SEAN",WIS 75-100 (-25),,"GOOD 3PTR by MILLER,SEAN",2
--,,,,,"ASSIST  by DUXBURY,ANDREW",,,"ASSIST  by DUXBURY,ANDREW",2
07:33,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
07:33,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
07:33,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
07:33,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
07:33,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
07:33,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
07:33,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
07:33,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
07:33,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
07:33,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
07:33,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
07:33,,,,,"SUB IN by DUFF,CHRIS",,,"SUB IN by DUFF,CHRIS",2
07:33,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",2
07:26,"FOUL  by GALVIN,OWEN",,,,,,,"FOUL  by GALVIN,OWEN",2
07:26,,75,,101 (+26),"GOOD FT by SCHNEIDERMANN,JARED",WIS 75-101 (-26),,"GOOD FT by SCHNEIDERMANN,JARED",2
07:26,,,,,"MISS FT by SCHNEIDERMANN,JARED",,,"MISS FT by SCHNEIDERMANN,JARED",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
07:15,"GOOD LAYUP by GALVIN,OWEN(in the paint)",77,,101 (+24),,RHO 77-101 (-24),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",2
07:15,,,,,"FOUL  by SCHNEIDERMANN,JARED",,,"FOUL  by SCHNEIDERMANN,JARED",2
07:15,"MISS FT by GALVIN,OWEN",,,,,,,"MISS FT by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by WACHOLZ,BLAKE",,,"REBOUND DEF by WACHOLZ,BLAKE",2
07:15,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
07:15,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
07:15,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
07:15,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
07:15,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
07:15,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
07:15,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
07:15,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
07:15,,,,,"SUB IN by WEIX,JOSH",,,"SUB IN by WEIX,JOSH",2
07:15,,,,,"SUB OUT by SCHNEIDERMANN,JARED",,,"SUB OUT by SCHNEIDERMANN,JARED",2
07:09,,77,,103 (+26),"GOOD LAYUP by MCDONALD,KYLE(fastbreak)(in the paint)",WIS 77-103 (-26),,"GOOD LAYUP by MCDONALD,KYLE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MILLER,SEAN",,,"ASSIST  by MILLER,SEAN",2
07:09,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
07:09,,,,,"MISS FT by MCDONALD,KYLE",,,"MISS FT by MCDONALD,KYLE",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
07:09,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
07:09,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
07:00,"MISS 3PTR by DE FERIA,NICK",,,,,,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
06:57,"MISS LAYUP by DARST,DANIEL",,,,,,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
06:55,,,,,"FOUL  by MILLER,SEAN",,,"FOUL  by MILLER,SEAN",2
06:55,"GOOD FT by DARST,DANIEL",78,,103 (+25),,RHO 78-103 (-25),,"GOOD FT by DARST,DANIEL",2
06:55,"GOOD FT by DARST,DANIEL",79,,103 (+24),,RHO 79-103 (-24),,"GOOD FT by DARST,DANIEL",2
06:53,"FOUL  by DE FERIA,NICK",,,,,,,"FOUL  by DE FERIA,NICK",2
06:53,,,,,"MISS FT by WACHOLZ,BLAKE",,,"MISS FT by WACHOLZ,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:53,,,,,"MISS FT by WACHOLZ,BLAKE",,,"MISS FT by WACHOLZ,BLAKE",2
--,"REBOUND DEF by HARRISON,IAN",,,,,,,"REBOUND DEF by HARRISON,IAN",2
06:53,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
06:53,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
06:53,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:53,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
06:53,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
06:53,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
06:53,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
06:53,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
06:53,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
06:53,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
06:53,,,,,"SUB IN by DUXBURY,ANDREW",,,"SUB IN by DUXBURY,ANDREW",2
06:53,,,,,"SUB OUT by MCDONALD,KYLE",,,"SUB OUT by MCDONALD,KYLE",2
06:40,"MISS LAYUP by NYAWATA,ANESU",,,,,,,"MISS LAYUP by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by MILLER,SEAN",,,"REBOUND DEF by MILLER,SEAN",2
06:29,,,,,"MISS LAYUP by WEIX,JOSH",,,"MISS LAYUP by WEIX,JOSH",2
--,,,,,"REBOUND OFF by MILLER,SEAN",,,"REBOUND OFF by MILLER,SEAN",2
06:26,,79,,105 (+26),"GOOD LAYUP by MILLER,SEAN(in the paint)",WIS 79-105 (-26),,"GOOD LAYUP by MILLER,SEAN(in the paint)",2
06:24,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
06:24,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
06:24,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
06:24,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
06:24,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
06:24,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
06:24,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
06:24,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
06:24,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
06:24,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
06:24,,,,,"SUB IN by DIEKELMAN,GEORGE",,,"SUB IN by DIEKELMAN,GEORGE",2
06:24,,,,,"SUB OUT by DUFF,CHRIS",,,"SUB OUT by DUFF,CHRIS",2
06:11,"GOOD LAYUP by NESTLEHUTT,JAKE(in the paint)",81,,105 (+24),,RHO 81-105 (-24),,"GOOD LAYUP by NESTLEHUTT,JAKE(in the paint)",2
06:02,"FOUL  by DALTON,PRICE",,,,,,,"FOUL  by DALTON,PRICE",2
06:02,,,,,"MISS FT by WACHOLZ,BLAKE",,,"MISS FT by WACHOLZ,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:02,,81,,106 (+25),"GOOD FT by WACHOLZ,BLAKE",WIS 81-106 (-25),,"GOOD FT by WACHOLZ,BLAKE",2
06:02,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
06:02,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
06:02,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
06:02,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
06:02,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
06:02,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
06:02,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
06:02,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
06:02,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
06:02,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
05:50,"MISS 3PTR by DARST,DANIEL",,,,,,,"MISS 3PTR by DARST,DANIEL",2
--,,,,,"REBOUND DEF by WEIX,JOSH",,,"REBOUND DEF by WEIX,JOSH",2
05:37,,,,,"MISS JUMPER by DIEKELMAN,GEORGE",,,"MISS JUMPER by DIEKELMAN,GEORGE",2
--,"REBOUND DEF by ASHBY,KENDRICK",,,,,,,"REBOUND DEF by ASHBY,KENDRICK",2
05:35,,,,,"FOUL  by DIEKELMAN,GEORGE",,,"FOUL  by DIEKELMAN,GEORGE",2
05:35,"GOOD FT by ASHBY,KENDRICK",82,,106 (+24),,RHO 82-106 (-24),,"GOOD FT by ASHBY,KENDRICK",2
05:35,"GOOD FT by ASHBY,KENDRICK",83,,106 (+23),,RHO 83-106 (-23),,"GOOD FT by ASHBY,KENDRICK",2
05:35,,,,,"SUB IN by MARTINEK,JACK",,,"SUB IN by MARTINEK,JACK",2
05:35,,,,,"SUB IN by LUCAS,DEONDRE",,,"SUB IN by LUCAS,DEONDRE",2
05:35,,,,,"SUB OUT by MILLER,SEAN",,,"SUB OUT by MILLER,SEAN",2
05:35,,,,,"SUB OUT by WACHOLZ,BLAKE",,,"SUB OUT by WACHOLZ,BLAKE",2
05:16,,,,,"TURNOVER  by MARTINEK,JACK",,,"TURNOVER  by MARTINEK,JACK",2
05:16,,,,,"FOUL  by MARTINEK,JACK",,,"FOUL  by MARTINEK,JACK",2
05:16,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
05:16,"GOOD FT by DARST,DANIEL",84,,106 (+22),,RHO 84-106 (-22),,"GOOD FT by DARST,DANIEL",2
05:16,"GOOD FT by DARST,DANIEL",85,,106 (+21),,RHO 85-106 (-21),,"GOOD FT by DARST,DANIEL",2
05:16,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
05:16,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
05:16,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
05:16,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
05:16,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
05:16,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
05:16,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
05:16,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
05:16,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
05:16,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
05:08,,85,,108 (+23),"GOOD LAYUP by MARTINEK,JACK(in the paint)",WIS 85-108 (-23),,"GOOD LAYUP by MARTINEK,JACK(in the paint)",2
--,,,,,"ASSIST  by DUXBURY,ANDREW",,,"ASSIST  by DUXBURY,ANDREW",2
05:00,"MISS 3PTR by NYAWATA,ANESU",,,,,,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND DEF by MARTINEK,JACK",,,"REBOUND DEF by MARTINEK,JACK",2
04:53,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
04:53,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
04:53,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
04:53,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
04:53,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
04:53,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
04:53,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
04:53,"SUB OUT by LOVE,KERRY",,,,,,,"SUB OUT by LOVE,KERRY",2
04:53,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
04:53,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
04:46,,,,,"MISS JUMPER by DIEKELMAN,GEORGE",,,"MISS JUMPER by DIEKELMAN,GEORGE",2
--,,,,,"REBOUND OFF by MARTINEK,JACK",,,"REBOUND OFF by MARTINEK,JACK",2
04:43,,85,,110 (+25),"GOOD LAYUP by MARTINEK,JACK(in the paint)",WIS 85-110 (-25),,"GOOD LAYUP by MARTINEK,JACK(in the paint)",2
04:32,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
04:26,,85,,112 (+27),"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",WIS 85-112 (-27),,"GOOD LAYUP by DUXBURY,ANDREW(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DIEKELMAN,GEORGE",,,"ASSIST  by DIEKELMAN,GEORGE",2
04:11,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",2
--,,,,,"REBOUND DEF by DIEKELMAN,GEORGE",,,"REBOUND DEF by DIEKELMAN,GEORGE",2
04:02,,85,,114 (+29),"GOOD LAYUP by LUCAS,DEONDRE(in the paint)",WIS 85-114 (-29),,"GOOD LAYUP by LUCAS,DEONDRE(in the paint)",2
03:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:55,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
03:55,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
03:55,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
03:55,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
03:55,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
03:55,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
03:55,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
03:55,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
03:55,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
03:55,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
03:55,,,,,"SUB IN by DUFF,CHRIS",,,"SUB IN by DUFF,CHRIS",2
03:55,,,,,"SUB IN by MILLER,SEAN",,,"SUB IN by MILLER,SEAN",2
03:55,,,,,"SUB OUT by DUXBURY,ANDREW",,,"SUB OUT by DUXBURY,ANDREW",2
03:55,,,,,"SUB OUT by DIEKELMAN,GEORGE",,,"SUB OUT by DIEKELMAN,GEORGE",2
03:53,"GOOD 3PTR by SULLIVAN,BRENNAN",88,,114 (+26),,RHO 88-114 (-26),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
03:29,,88,,116 (+28),"GOOD LAYUP by WEIX,JOSH(in the paint)",WIS 88-116 (-28),,"GOOD LAYUP by WEIX,JOSH(in the paint)",2
--,,,,,"ASSIST  by MARTINEK,JACK",,,"ASSIST  by MARTINEK,JACK",2
03:19,"GOOD LAYUP by DARST,DANIEL(in the paint)",90,,116 (+26),,RHO 90-116 (-26),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
03:00,,90,,118 (+28),"GOOD JUMPER by DUFF,CHRIS",WIS 90-118 (-28),,"GOOD JUMPER by DUFF,CHRIS",2
--,,,,,"ASSIST  by MILLER,SEAN",,,"ASSIST  by MILLER,SEAN",2
02:50,"GOOD LAYUP by DARST,DANIEL(in the paint)",92,,118 (+26),,RHO 92-118 (-26),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
02:50,,,,,"FOUL  by DUFF,CHRIS",,,"FOUL  by DUFF,CHRIS",2
02:50,"MISS FT by DARST,DANIEL",,,,,,,"MISS FT by DARST,DANIEL",2
--,,,,,"REBOUND DEF by WEIX,JOSH",,,"REBOUND DEF by WEIX,JOSH",2
02:50,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
