Time Remaining,RHO,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
19:19,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
19:19,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
19:19,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
19:19,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
19:19,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
19:19,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
19:09,"TURNOVER  by DARST,DANIEL",,,,,,,"TURNOVER  by DARST,DANIEL",2
19:07,,,,,"STEAL  by PERKINS,ALEX",,,"STEAL  by PERKINS,ALEX",2
18:57,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
18:47,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
18:47,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
18:47,,64 (+4),,60,"GOOD FT by RUDAK,MATTY",BSC 64-60 (+4),,"GOOD FT by RUDAK,MATTY",2
18:47,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
18:47,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
18:47,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:47,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
18:47,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
18:47,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
18:47,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
18:47,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
18:47,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
18:47,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
18:47,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
18:47,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
18:39,"MISS 3PTR by GALVIN,OWEN",,,,,,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
18:24,,,,,"MISS 3PTR by YANCEY,RICH",,,"MISS 3PTR by YANCEY,RICH",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
18:21,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
18:21,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
18:21,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
18:21,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
18:21,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
18:21,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
18:21,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
18:21,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
18:21,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
18:21,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
18:12,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by RUDAK,MATTY",,,"REBOUND DEF by RUDAK,MATTY",2
18:03,,,,,"MISS JUMPER by YANCEY,RICH",,,"MISS JUMPER by YANCEY,RICH",2
18:03,"BLOCK  by GEE,TYLER",,,,,,,"BLOCK  by GEE,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:44,"MISS 3PTR by SULLIVAN,BRENNAN",,,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
17:42,,,,,"FOUL  by DENEKA,HARRISON",,,"FOUL  by DENEKA,HARRISON",2
17:39,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
17:39,,,,,"BLOCK  by YANCEY,RICH",,,"BLOCK  by YANCEY,RICH",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
17:33,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
17:32,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",2
17:29,"GOOD LAYUP by BERRY,BRYCE(in the paint)",66 (+6),,60,,RHO 66-60 (+6),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
17:10,,66 (+4),,62,"GOOD LAYUP by PERKINS,ALEX(fastbreak)(in the paint)",BSC 66-62 (+4),,"GOOD LAYUP by PERKINS,ALEX(fastbreak)(in the paint)",2
16:39,,,,,"FOUL  by YANCEY,RICH",,,"FOUL  by YANCEY,RICH",2
16:39,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
16:39,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
16:39,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
16:39,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
16:39,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
16:39,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:39,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
16:39,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
16:39,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
16:39,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
16:39,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
16:39,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
16:39,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
16:39,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
16:39,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
16:39,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
16:39,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
16:39,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
16:39,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
16:39,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
16:32,"TURNOVER  by NYAWATA,ANESU",,,,,,,"TURNOVER  by NYAWATA,ANESU",2
16:26,,,,,"MISS LAYUP by MURPHY,JUWAN",,,"MISS LAYUP by MURPHY,JUWAN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
16:23,,,,,"FOUL  by WALDRUM,AIDAN",,,"FOUL  by WALDRUM,AIDAN",2
16:14,"GOOD 3PTR by DE FERIA,NICK",69 (+7),,62,,RHO 69-62 (+7),,"GOOD 3PTR by DE FERIA,NICK",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
15:56,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",2
15:55,"STEAL  by DARST,DANIEL",,,,,,,"STEAL  by DARST,DANIEL",2
15:51,"MISS LAYUP by DALTON,PRICE",,,,,,,"MISS LAYUP by DALTON,PRICE",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
15:48,"MISS LAYUP by GIROUX,PRESTON",,,,,,,"MISS LAYUP by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by MURPHY,JUWAN",,,"REBOUND DEF by MURPHY,JUWAN",2
15:44,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
15:30,"GOOD 3PTR by DE FERIA,NICK",72 (+10),,62,,RHO 72-62 (+10),,"GOOD 3PTR by DE FERIA,NICK",2
--,"ASSIST  by GIROUX,PRESTON",,,,,,,"ASSIST  by GIROUX,PRESTON",2
15:21,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
15:21,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:21,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
15:21,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
15:21,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
15:21,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
15:21,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
15:21,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
15:21,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
15:21,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
15:15,"TURNOVER  by NESTLEHUTT,JAKE",,,,,,,"TURNOVER  by NESTLEHUTT,JAKE",2
15:08,,,,,"TURNOVER  by MCLEAN,JAMES",,,"TURNOVER  by MCLEAN,JAMES",2
15:06,"STEAL  by HARRISON,IAN",,,,,,,"STEAL  by HARRISON,IAN",2
14:57,"GOOD 3PTR by LOWRIE,ANDREW",75 (+13),,62,,RHO 75-62 (+13),,"GOOD 3PTR by LOWRIE,ANDREW",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
14:41,,,,,"MISS 3PTR by BAK,CALVIN",,,"MISS 3PTR by BAK,CALVIN",2
--,"REBOUND DEF by GALVIN,OWEN",,,,,,,"REBOUND DEF by GALVIN,OWEN",2
14:27,"GOOD 3PTR by NESTLEHUTT,JAKE",78 (+16),,62,,RHO 78-62 (+16),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,"ASSIST  by LOWRIE,ANDREW",,,,,,,"ASSIST  by LOWRIE,ANDREW",2
14:20,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:20,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:10,,,,,"MISS JUMPER by RUDAK,MATTY",,,"MISS JUMPER by RUDAK,MATTY",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
14:07,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
14:07,,78 (+15),,63,"GOOD FT by RUDAK,MATTY",BSC 78-63 (+15),,"GOOD FT by RUDAK,MATTY",2
14:07,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
14:00,,,,,"FOUL  by THOM,IAN",,,"FOUL  by THOM,IAN",2
13:43,"GOOD 3PTR by WEATHERFORD,MITCH",81 (+18),,63,,RHO 81-63 (+18),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,"ASSIST  by SULLIVAN,BRENNAN",,,,,,,"ASSIST  by SULLIVAN,BRENNAN",2
13:33,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
13:30,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
13:30,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:30,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
13:30,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
13:30,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
13:30,"SUB IN by DALTON,PRICE",,,,,,,"SUB IN by DALTON,PRICE",2
13:30,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
13:30,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
13:30,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
13:30,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
13:30,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
13:26,,81 (+16),,65,"GOOD LAYUP by THOM,IAN(in the paint)",BSC 81-65 (+16),,"GOOD LAYUP by THOM,IAN(in the paint)",2
13:01,"GOOD 3PTR by DARST,DANIEL",84 (+19),,65,,RHO 84-65 (+19),,"GOOD 3PTR by DARST,DANIEL",2
--,"ASSIST  by NYAWATA,ANESU",,,,,,,"ASSIST  by NYAWATA,ANESU",2
12:56,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
12:56,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
12:56,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
12:56,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
12:56,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
12:56,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
12:56,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
12:56,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
12:56,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
12:56,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
12:53,,84 (+17),,67,"GOOD DUNK by RUDAK,MATTY(fastbreak)(in the paint)",BSC 84-67 (+17),,"GOOD DUNK by RUDAK,MATTY(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by YANCEY,RICH",,,"ASSIST  by YANCEY,RICH",2
12:44,"GOOD 3PTR by NYAWATA,ANESU",87 (+20),,67,,RHO 87-67 (+20),,"GOOD 3PTR by NYAWATA,ANESU",2
12:30,"SUB IN by GALVIN,OWEN",,,,,,,"SUB IN by GALVIN,OWEN",2
12:30,"SUB IN by HARRISON,IAN",,,,,,,"SUB IN by HARRISON,IAN",2
12:30,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
12:30,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
12:30,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
12:30,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
12:30,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
12:30,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
12:30,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
12:30,"SUB OUT by DALTON,PRICE",,,,,,,"SUB OUT by DALTON,PRICE",2
12:16,,,,,"MISS 3PTR by PERKINS,ALEX",,,"MISS 3PTR by PERKINS,ALEX",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
12:09,,,,,"MISS LAYUP by THOM,IAN",,,"MISS LAYUP by THOM,IAN",2
--,,,,,"REBOUND OFF by RUDAK,MATTY",,,"REBOUND OFF by RUDAK,MATTY",2
12:06,"FOUL  by HARRISON,IAN",,,,,,,"FOUL  by HARRISON,IAN",2
12:06,,87 (+19),,68,"GOOD FT by RUDAK,MATTY",BSC 87-68 (+19),,"GOOD FT by RUDAK,MATTY",2
12:06,,,,,"MISS FT by RUDAK,MATTY",,,"MISS FT by RUDAK,MATTY",2
--,,,,,"REBOUND OFF by YANCEY,RICH",,,"REBOUND OFF by YANCEY,RICH",2
12:02,"FOUL  by WEIR,JJ",,,,,,,"FOUL  by WEIR,JJ",2
12:02,,,,,"MISS FT by PERKINS,ALEX",,,"MISS FT by PERKINS,ALEX",2
--,"REBOUND DEF by WEIR,JJ",,,,,,,"REBOUND DEF by WEIR,JJ",2
11:35,"TURNOVER  by LOWRIE,ANDREW",,,,,,,"TURNOVER  by LOWRIE,ANDREW",2
11:35,,,,,"STEAL  by RUDAK,MATTY",,,"STEAL  by RUDAK,MATTY",2
11:33,"FOUL  by LOWRIE,ANDREW",,,,,,,"FOUL  by LOWRIE,ANDREW",2
11:33,,,,,"MISS FT by DENEKA,HARRISON",,,"MISS FT by DENEKA,HARRISON",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
11:33,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
11:33,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
11:33,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
11:33,"SUB OUT by GALVIN,OWEN",,,,,,,"SUB OUT by GALVIN,OWEN",2
11:33,"SUB OUT by HARRISON,IAN",,,,,,,"SUB OUT by HARRISON,IAN",2
11:33,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
11:08,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,"REBOUND OFF by BERRY,BRYCE",,,,,,,"REBOUND OFF by BERRY,BRYCE",2
11:05,"MISS LAYUP by BERRY,BRYCE",,,,,,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by YANCEY,RICH",,,"REBOUND DEF by YANCEY,RICH",2
11:00,"FOUL  by ASHBY,KENDRICK",,,,,,,"FOUL  by ASHBY,KENDRICK",2
11:00,,87 (+18),,69,"GOOD FT by YANCEY,RICH",BSC 87-69 (+18),,"GOOD FT by YANCEY,RICH",2
11:00,,,,,"MISS FT by YANCEY,RICH",,,"MISS FT by YANCEY,RICH",2
--,"REBOUND DEF by GEE,TYLER",,,,,,,"REBOUND DEF by GEE,TYLER",2
11:00,,,,,"SUB IN by WALDRUM,AIDAN",,,"SUB IN by WALDRUM,AIDAN",2
11:00,,,,,"SUB IN by BAK,CALVIN",,,"SUB IN by BAK,CALVIN",2
11:00,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
11:00,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
11:00,,,,,"SUB OUT by DENEKA,HARRISON",,,"SUB OUT by DENEKA,HARRISON",2
11:00,,,,,"SUB OUT by RUDAK,MATTY",,,"SUB OUT by RUDAK,MATTY",2
11:00,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
11:00,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
10:44,"GOOD 3PTR by SULLIVAN,BRENNAN",90 (+21),,69,,RHO 90-69 (+21),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,"ASSIST  by GEE,TYLER",,,,,,,"ASSIST  by GEE,TYLER",2
10:38,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
10:38,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
10:36,,,,,"SUB IN by YANCEY,RICH",,,"SUB IN by YANCEY,RICH",2
10:36,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
10:33,,,,,"TURNOVER  by YANCEY,RICH",,,"TURNOVER  by YANCEY,RICH",2
10:33,"STEAL  by WEIR,JJ",,,,,,,"STEAL  by WEIR,JJ",2
10:31,"GOOD LAYUP by BERRY,BRYCE(in the paint)",92 (+23),,69,,RHO 92-69 (+23),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
10:31,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
10:31,"MISS FT by BERRY,BRYCE",,,,,,,"MISS FT by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by WALDRUM,AIDAN",,,"REBOUND DEF by WALDRUM,AIDAN",2
10:24,,92 (+20),,72,"GOOD 3PTR by LEWIS,EVAN",BSC 92-72 (+20),,"GOOD 3PTR by LEWIS,EVAN",2
--,,,,,"ASSIST  by MCLEAN,JAMES",,,"ASSIST  by MCLEAN,JAMES",2
10:06,,,,,"FOUL  by MURPHY,JUWAN",,,"FOUL  by MURPHY,JUWAN",2
10:06,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
10:06,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
10:06,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
10:06,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
10:06,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
10:06,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
10:06,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
10:06,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
10:06,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
10:06,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
09:57,"GOOD 3PTR by DE FERIA,NICK",95 (+23),,72,,RHO 95-72 (+23),,"GOOD 3PTR by DE FERIA,NICK",2
--,"ASSIST  by DARST,DANIEL",,,,,,,"ASSIST  by DARST,DANIEL",2
09:53,,,,,"SUB IN by MURPHY,JUWAN",,,"SUB IN by MURPHY,JUWAN",2
09:53,,,,,"SUB OUT by YANCEY,RICH",,,"SUB OUT by YANCEY,RICH",2
09:49,,,,,"TURNOVER  by MURPHY,JUWAN",,,"TURNOVER  by MURPHY,JUWAN",2
09:45,"STEAL  by GIROUX,PRESTON",,,,,,,"STEAL  by GIROUX,PRESTON",2
09:40,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
09:40,"SUB IN by ASHBY,KENDRICK",,,,,,,"SUB IN by ASHBY,KENDRICK",2
09:40,"SUB IN by WEIR,JJ",,,,,,,"SUB IN by WEIR,JJ",2
09:40,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
09:40,"SUB IN by GEE,TYLER",,,,,,,"SUB IN by GEE,TYLER",2
09:40,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
09:40,"SUB OUT by DE FERIA,NICK",,,,,,,"SUB OUT by DE FERIA,NICK",2
09:40,"SUB OUT by NYAWATA,ANESU",,,,,,,"SUB OUT by NYAWATA,ANESU",2
09:40,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
09:40,"SUB OUT by LOWRIE,ANDREW",,,,,,,"SUB OUT by LOWRIE,ANDREW",2
09:32,"MISS LAYUP by WEIR,JJ",,,,,,,"MISS LAYUP by WEIR,JJ",2
--,,,,,"REBOUND DEF by LEWIS,EVAN",,,"REBOUND DEF by LEWIS,EVAN",2
09:22,,95 (+21),,74,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",BSC 95-74 (+21),,"GOOD LAYUP by WALDRUM,AIDAN(in the paint)",2
--,,,,,"ASSIST  by BAK,CALVIN",,,"ASSIST  by BAK,CALVIN",2
09:04,"GOOD JUMPER by GEE,TYLER(in the paint)",97 (+23),,74,,RHO 97-74 (+23),,"GOOD JUMPER by GEE,TYLER(in the paint)",2
--,"ASSIST  by WEIR,JJ",,,,,,,"ASSIST  by WEIR,JJ",2
08:56,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
08:56,,,,,"MISS FT by MCLEAN,JAMES",,,"MISS FT by MCLEAN,JAMES",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:56,,97 (+22),,75,"GOOD FT by MCLEAN,JAMES",BSC 97-75 (+22),,"GOOD FT by MCLEAN,JAMES",2
08:56,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
08:56,"SUB IN by DE FERIA,NICK",,,,,,,"SUB IN by DE FERIA,NICK",2
08:56,"SUB IN by NYAWATA,ANESU",,,,,,,"SUB IN by NYAWATA,ANESU",2
08:56,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
08:56,"SUB IN by LOWRIE,ANDREW",,,,,,,"SUB IN by LOWRIE,ANDREW",2
08:56,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
08:56,"SUB OUT by ASHBY,KENDRICK",,,,,,,"SUB OUT by ASHBY,KENDRICK",2
08:56,"SUB OUT by WEIR,JJ",,,,,,,"SUB OUT by WEIR,JJ",2
08:56,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
08:56,"SUB OUT by GEE,TYLER",,,,,,,"SUB OUT by GEE,TYLER",2
08:56,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
08:56,,,,,"SUB IN by DENEKA,HARRISON",,,"SUB IN by DENEKA,HARRISON",2
08:56,,,,,"SUB IN by RUDAK,MATTY",,,"SUB IN by RUDAK,MATTY",2
08:56,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
08:56,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
08:56,,,,,"SUB OUT by WALDRUM,AIDAN",,,"SUB OUT by WALDRUM,AIDAN",2
08:56,,,,,"SUB OUT by MURPHY,JUWAN",,,"SUB OUT by MURPHY,JUWAN",2
08:56,,,,,"SUB OUT by BAK,CALVIN",,,"SUB OUT by BAK,CALVIN",2
