Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
15:52,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:52,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
15:52,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:52,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
15:52,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
15:52,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
15:52,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:52,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:52,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
15:42,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
15:42,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",2
15:42,"FOUL  by JONES,BLAKE",,,,,,,"FOUL  by JONES,BLAKE",2
15:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
15:35,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
15:09,"FOUL  by MARDER,NICK",,,,,,,"FOUL  by MARDER,NICK",2
15:09,"SUB IN by MCLENDON,MARC",,,,,,,"SUB IN by MCLENDON,MARC",2
15:09,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
14:57,,51 (+1),,50,"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 51-50 (-1),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by SULLIVAN,BRENNAN",,,"ASSIST  by SULLIVAN,BRENNAN",2
14:34,"MISS JUMPER by ELLINGSWORTH,COLEMAN",,,,,,,"MISS JUMPER by ELLINGSWORTH,COLEMAN",2
--,"REBOUND OFF by MCCLOUD,ALTON",,,,,,,"REBOUND OFF by MCCLOUD,ALTON",2
14:29,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
14:29,,,,,"STEAL  by ASHBY,KENDRICK",,,"STEAL  by ASHBY,KENDRICK",2
14:29,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:29,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:29,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
14:29,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
14:29,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
14:29,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
14:29,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
14:29,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
14:29,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
14:29,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
14:13,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
14:09,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
14:08,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
14:02,,51,,53 (+2),"GOOD 3PTR by GALVIN,OWEN",RHO 51-53 (+2),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
13:34,"TURNOVER  by JOHNSON,CALEB",,,,,,,"TURNOVER  by JOHNSON,CALEB",2
13:28,,51,,56 (+5),"GOOD 3PTR by NYAWATA,ANESU(fastbreak)(in the paint)",RHO 51-56 (+5),,"GOOD 3PTR by NYAWATA,ANESU(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
13:27,"FOUL  by MCCLOUD,ALTON",,,,,,,"FOUL  by MCCLOUD,ALTON",2
13:27,,,,,"MISS FT by NYAWATA,ANESU",,,"MISS FT by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by GALVIN,OWEN",,,"REBOUND OFF by GALVIN,OWEN",2
13:16,,51,,58 (+7),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 51-58 (+7),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
13:09,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
13:09,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
13:09,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
13:09,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
13:09,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:09,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
13:09,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:09,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:09,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:09,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:09,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
13:09,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:09,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
12:46,,,,,"FOUL  by MCINTYRE,WILL",,,"FOUL  by MCINTYRE,WILL",2
12:43,"GOOD LAYUP by SPALDING,TANNER(in the paint)",53,,58 (+5),,BCM 53-58 (+5),,"GOOD LAYUP by SPALDING,TANNER(in the paint)",2
--,"ASSIST  by JOHNSON,CALEB",,,,,,,"ASSIST  by JOHNSON,CALEB",2
12:19,,,,,"MISS 3PTR by MCINTYRE,WILL",,,"MISS 3PTR by MCINTYRE,WILL",2
--,"REBOUND DEF by JOHNSON,CALEB",,,,,,,"REBOUND DEF by JOHNSON,CALEB",2
12:13,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
12:13,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:13,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
12:13,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
12:13,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
12:13,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:13,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
12:13,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
12:13,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
12:13,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
12:13,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
12:13,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
12:13,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
12:00,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",2
--,,,,,"REBOUND OFF by NYAWATA,ANESU",,,"REBOUND OFF by NYAWATA,ANESU",2
11:42,,,,,"MISS 3PTR by WEIR,JJ",,,"MISS 3PTR by WEIR,JJ",2
--,,,,,"REBOUND OFF by NYAWATA,ANESU",,,"REBOUND OFF by NYAWATA,ANESU",2
11:34,"FOUL  by JOHNSON,CALEB",,,,,,,"FOUL  by JOHNSON,CALEB",2
11:34,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
11:34,,,,,"MISS FT by GIROUX,PRESTON",,,"MISS FT by GIROUX,PRESTON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:34,,53,,59 (+6),"GOOD FT by GIROUX,PRESTON",RHO 53-59 (+6),,"GOOD FT by GIROUX,PRESTON",2
11:34,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
11:34,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
11:34,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:34,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:34,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
11:34,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
11:34,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
11:34,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
11:34,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
11:34,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:34,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
11:34,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
11:31,,,,,"FOUL  by ASHBY,KENDRICK",,,"FOUL  by ASHBY,KENDRICK",2
11:30,"TURNOVER  by MCCLOUD,ALTON",,,,,,,"TURNOVER  by MCCLOUD,ALTON",2
11:25,,,,,"STEAL  by NESTLEHUTT,JAKE",,,"STEAL  by NESTLEHUTT,JAKE",2
11:22,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:14,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
11:14,"SUB OUT by MCLENDON,MARC",,,,,,,"SUB OUT by MCLENDON,MARC",2
11:05,"GOOD 3PTR by SPALDING,TANNER",56,,59 (+3),,BCM 56-59 (+3),,"GOOD 3PTR by SPALDING,TANNER",2
--,"ASSIST  by FORTE,MCCARTY",,,,,,,"ASSIST  by FORTE,MCCARTY",2
10:56,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
10:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:56,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
10:56,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
10:56,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
10:56,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
10:56,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:56,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
10:56,,,,,"SUB OUT by ASHBY,KENDRICK",,,"SUB OUT by ASHBY,KENDRICK",2
10:56,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
10:56,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:28,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
10:28,,,,,"BLOCK  by DARST,DANIEL",,,"BLOCK  by DARST,DANIEL",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:24,"MISS LAYUP by CLARK,ETHAN",,,,,,,"MISS LAYUP by CLARK,ETHAN",2
10:24,,,,,"BLOCK  by HARRISON,IAN",,,"BLOCK  by HARRISON,IAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:09,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
10:09,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
09:46,"MISS LAYUP by MCCLOUD,ALTON",,,,,,,"MISS LAYUP by MCCLOUD,ALTON",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
09:38,"TURNOVER  by CLARK,ETHAN",,,,,,,"TURNOVER  by CLARK,ETHAN",2
09:38,,56,,61 (+5),"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 56-61 (+5),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
09:38,"FOUL  by CLARK,ETHAN",,,,,,,"FOUL  by CLARK,ETHAN",2
09:38,,,,,"MISS FT by HARRISON,IAN",,,"MISS FT by HARRISON,IAN",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
09:38,"SUB IN by MARDER,NICK",,,,,,,"SUB IN by MARDER,NICK",2
09:38,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
09:38,,,,,"SUB IN by MCINTYRE,WILL",,,"SUB IN by MCINTYRE,WILL",2
09:38,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
09:38,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
09:38,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:38,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
09:38,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
09:38,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:38,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
09:38,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
09:38,,,,,"SUB OUT by GALVIN,OWEN",,,"SUB OUT by GALVIN,OWEN",2
09:25,"GOOD 3PTR by FORTE,MCCARTY",59,,61 (+2),,BCM 59-61 (+2),,"GOOD 3PTR by FORTE,MCCARTY",2
--,"ASSIST  by SPALDING,TANNER",,,,,,,"ASSIST  by SPALDING,TANNER",2
09:14,,59,,63 (+4),"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 59-63 (+4),,"GOOD LAYUP by WEIR,JJ(in the paint)",2
09:12,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:12,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
09:12,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
09:12,,,,,"SUB OUT by GIROUX,PRESTON",,,"SUB OUT by GIROUX,PRESTON",2
09:12,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
09:06,,,,,"FOUL  by MCINTYRE,WILL",,,"FOUL  by MCINTYRE,WILL",2
09:06,"SUB IN by JOHNSON,CORY",,,,,,,"SUB IN by JOHNSON,CORY",2
09:06,"SUB OUT by FORTE,MCCARTY",,,,,,,"SUB OUT by FORTE,MCCARTY",2
09:02,"GOOD LAYUP by JONES,BLAKE(in the paint)",61,,63 (+2),,BCM 61-63 (+2),,"GOOD LAYUP by JONES,BLAKE(in the paint)",2
09:02,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
09:02,"GOOD FT by JONES,BLAKE",62,,63 (+1),,BCM 62-63 (+1),,"GOOD FT by JONES,BLAKE",2
08:52,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
08:31,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",64 (+1),,63,,BCM 64-63 (-1),,"GOOD LAYUP by MCCLOUD,ALTON(in the paint)",2
--,"ASSIST  by SPALDING,TANNER",,,,,,,"ASSIST  by SPALDING,TANNER",2
08:12,,,,,"FOUL  by WEATHERFORD,MITCH",,,"FOUL  by WEATHERFORD,MITCH",2
08:12,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
08:12,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
08:12,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
08:12,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
08:12,,,,,"SUB OUT by MCINTYRE,WILL",,,"SUB OUT by MCINTYRE,WILL",2
08:12,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
08:12,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:56,"TURNOVER  by MARDER,NICK",,,,,,,"TURNOVER  by MARDER,NICK",2
07:56,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:44,,64,,65 (+1),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 64-65 (+1),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
07:28,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
07:28,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
07:28,"SUB OUT by JOHNSON,CORY",,,,,,,"SUB OUT by JOHNSON,CORY",2
07:28,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:28,,,,,"SUB OUT by DE FERIA,NICK",,,"SUB OUT by DE FERIA,NICK",2
07:09,,64,,67 (+3),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 64-67 (+3),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
06:57,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
06:57,"GOOD FT by JOHNSON,CALEB",65,,67 (+2),,BCM 65-67 (+2),,"GOOD FT by JOHNSON,CALEB",2
06:57,"MISS FT by JOHNSON,CALEB",,,,,,,"MISS FT by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
06:57,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
06:57,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
06:40,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by SPALDING,TANNER",,,,,,,"REBOUND DEF by SPALDING,TANNER",2
06:11,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
06:11,"GOOD FT by JOHNSON,CALEB",66,,67 (+1),,BCM 66-67 (+1),,"GOOD FT by JOHNSON,CALEB",2
06:11,"GOOD FT by JOHNSON,CALEB",67,,67,,BCM 67-67 (0),,"GOOD FT by JOHNSON,CALEB",2
06:11,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
06:11,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
06:05,,67,,70 (+3),"GOOD 3PTR by NYAWATA,ANESU",RHO 67-70 (+3),,"GOOD 3PTR by NYAWATA,ANESU",2
05:51,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
05:48,"MISS 3PTR by JOHNSON,CORY",,,,,,,"MISS 3PTR by JOHNSON,CORY",2
--,,,,,"REBOUND DEF by DIXON,TADDEUS",,,"REBOUND DEF by DIXON,TADDEUS",2
05:41,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",69,,70 (+1),,BCM 69-70 (+1),,"GOOD LAYUP by JOHNSON,CALEB(fastbreak)(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
05:25,"MISS 3PTR by MCCLOUD,ALTON",,,,,,,"MISS 3PTR by MCCLOUD,ALTON",2
--,"REBOUND OFF by JOHNSON,CORY",,,,,,,"REBOUND OFF by JOHNSON,CORY",2
05:11,,69,,73 (+4),"GOOD 3PTR by GEE,TYLER",RHO 69-73 (+4),,"GOOD 3PTR by GEE,TYLER",2
--,,,,,"ASSIST  by NYAWATA,ANESU",,,"ASSIST  by NYAWATA,ANESU",2
05:08,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
05:08,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
05:00,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",2
04:57,"STEAL  by GREEN,CADE",,,,,,,"STEAL  by GREEN,CADE",2
04:46,"MISS 3PTR by CLARK,ETHAN",,,,,,,"MISS 3PTR by CLARK,ETHAN",2
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",2
04:39,"MISS LAYUP by MARDER,NICK",,,,,,,"MISS LAYUP by MARDER,NICK",2
--,"REBOUND OFF by JOHNSON,CALEB",,,,,,,"REBOUND OFF by JOHNSON,CALEB",2
04:31,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
04:31,"MISS FT by SPALDING,TANNER",,,,,,,"MISS FT by SPALDING,TANNER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:31,"GOOD FT by SPALDING,TANNER",70,,73 (+3),,BCM 70-73 (+3),,"GOOD FT by SPALDING,TANNER",2
04:31,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:31,,70,,76 (+6),"GOOD 3PTR by WEATHERFORD,MITCH",RHO 70-76 (+6),,"GOOD 3PTR by WEATHERFORD,MITCH",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
04:31,"SUB IN by BIRDSONG,JAKE",,,,,,,"SUB IN by BIRDSONG,JAKE",2
04:31,"SUB IN by ELLINGSWORTH,COLEMAN",,,,,,,"SUB IN by ELLINGSWORTH,COLEMAN",2
04:31,"SUB IN by CLARK,ETHAN",,,,,,,"SUB IN by CLARK,ETHAN",2
04:31,"SUB OUT by JOHNSON,CALEB",,,,,,,"SUB OUT by JOHNSON,CALEB",2
04:31,"SUB OUT by SPALDING,TANNER",,,,,,,"SUB OUT by SPALDING,TANNER",2
04:31,"SUB OUT by MARDER,NICK",,,,,,,"SUB OUT by MARDER,NICK",2
04:31,"SUB OUT by MCCLOUD,ALTON",,,,,,,"SUB OUT by MCCLOUD,ALTON",2
04:31,,,,,"SUB IN by DALTON,PRICE",,,"SUB IN by DALTON,PRICE",2
04:31,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
04:31,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
04:31,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
04:31,,,,,"SUB IN by DIXON,TADDEUS",,,"SUB IN by DIXON,TADDEUS",2
04:31,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
04:31,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
04:31,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
04:21,"GOOD JUMPER by JONES,BLAKE",72,,76 (+4),,BCM 72-76 (+4),,"GOOD JUMPER by JONES,BLAKE",2
04:08,,72,,79 (+7),"GOOD 3PTR by NYAWATA,ANESU",RHO 72-79 (+7),,"GOOD 3PTR by NYAWATA,ANESU",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
03:44,"MISS LAYUP by JOHNSON,CALEB",,,,,,,"MISS LAYUP by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by ASHBY,KENDRICK",,,"REBOUND DEF by ASHBY,KENDRICK",2
03:40,,72,,82 (+10),"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 72-82 (+10),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
03:18,TIMEOUT media by TEAM,,,,,,,TIMEOUT media by TEAM,2
03:18,"SUB IN by JOHNSON,CALEB",,,,,,,"SUB IN by JOHNSON,CALEB",2
03:18,"SUB IN by MCCLOUD,ALTON",,,,,,,"SUB IN by MCCLOUD,ALTON",2
03:18,"SUB IN by MCLENDON,MARC",,,,,,,"SUB IN by MCLENDON,MARC",2
03:18,"SUB IN by SPALDING,TANNER",,,,,,,"SUB IN by SPALDING,TANNER",2
03:18,"SUB OUT by BIRDSONG,JAKE",,,,,,,"SUB OUT by BIRDSONG,JAKE",2
03:18,"SUB OUT by ELLINGSWORTH,COLEMAN",,,,,,,"SUB OUT by ELLINGSWORTH,COLEMAN",2
03:18,"SUB OUT by CLARK,ETHAN",,,,,,,"SUB OUT by CLARK,ETHAN",2
03:18,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
03:18,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
03:18,,,,,"SUB OUT by DALTON,PRICE",,,"SUB OUT by DALTON,PRICE",2
03:18,,,,,"SUB OUT by DIXON,TADDEUS",,,"SUB OUT by DIXON,TADDEUS",2
03:13,"MISS JUMPER by JOHNSON,CALEB",,,,,,,"MISS JUMPER by JOHNSON,CALEB",2
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",2
02:49,,72,,84 (+12),"GOOD JUMPER by GEE,TYLER(in the paint)",RHO 72-84 (+12),,"GOOD JUMPER by GEE,TYLER(in the paint)",2
02:39,"SUB IN by FORTE,MCCARTY",,,,,,,"SUB IN by FORTE,MCCARTY",2
02:39,"SUB OUT by MCLENDON,MARC",,,,,,,"SUB OUT by MCLENDON,MARC",2
02:36,"MISS 3PTR by FORTE,MCCARTY",,,,,,,"MISS 3PTR by FORTE,MCCARTY",2
