Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
13:23,"GOOD LAYUP by PRESSLEY,BRANDON(fastbreak)(in the paint)",73,,74 (+1),,BU 73-74 (+1),,"GOOD LAYUP by PRESSLEY,BRANDON(fastbreak)(in the paint)",2
--,"ASSIST  by DAVIS,RON",,,,,,,"ASSIST  by DAVIS,RON",2
13:23,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
13:23,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
13:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:23,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
13:23,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
13:23,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:23,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
13:23,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:23,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
13:23,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
13:23,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
13:23,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
13:23,"MISS FT by PRESSLEY,BRANDON",,,,,,,"MISS FT by PRESSLEY,BRANDON",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
13:05,,,,,"MISS LAYUP by SULLIVAN,BRENNAN",,,"MISS LAYUP by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
13:00,,73,,76 (+3),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 73-76 (+3),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
12:54,"TURNOVER  by YOUNG-BEASLEY,DJ",,,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
12:52,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
12:49,,73,,78 (+5),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 73-78 (+5),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by LOWRIE,ANDREW",,,"ASSIST  by LOWRIE,ANDREW",2
12:32,"MISS JUMPER by DAVIS,RON",,,,,,,"MISS JUMPER by DAVIS,RON",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
12:27,,73,,81 (+8),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 73-81 (+8),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:13,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
12:02,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
12:01,"STEAL  by DAVIS,RON",,,,,,,"STEAL  by DAVIS,RON",2
11:56,"MISS LAYUP by DAVIS,RON",,,,,,,"MISS LAYUP by DAVIS,RON",2
--,"REBOUND OFF by PATTERSON,KYLE",,,,,,,"REBOUND OFF by PATTERSON,KYLE",2
11:54,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",75,,81 (+6),,BU 75-81 (+6),,"GOOD LAYUP by PATTERSON,KYLE(in the paint)",2
11:54,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:54,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:54,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:54,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
11:54,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
11:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
11:54,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
11:54,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
11:54,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
11:54,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
11:54,"SUB OUT by DAVIS,RON",,,,,,,"SUB OUT by DAVIS,RON",2
11:54,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",2
11:54,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",2
11:54,"SUB OUT by COMENGE,CHRISTIAN",,,,,,,"SUB OUT by COMENGE,CHRISTIAN",2
11:54,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
11:54,"SUB IN by JONES,JUSTIN",,,,,,,"SUB IN by JONES,JUSTIN",2
11:54,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
11:54,"SUB IN by COLE,DAVID",,,,,,,"SUB IN by COLE,DAVID",2
11:54,"SUB IN by VAN HEERINGEN,GIAN",,,,,,,"SUB IN by VAN HEERINGEN,GIAN",2
11:48,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",2
11:47,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
11:45,"FOUL  by SIMPSON,DAVID",,,,,,,"FOUL  by SIMPSON,DAVID",2
11:45,,75,,82 (+7),"GOOD FT by BERRY,BRYCE",RHO 75-82 (+7),,"GOOD FT by BERRY,BRYCE",2
11:45,,75,,83 (+8),"GOOD FT by BERRY,BRYCE",RHO 75-83 (+8),,"GOOD FT by BERRY,BRYCE",2
11:39,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
11:38,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
11:37,"FOUL  by PRICE,VICTOR",,,,,,,"FOUL  by PRICE,VICTOR",2
11:34,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
11:32,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
11:30,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
11:30,,75,,85 (+10),"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",RHO 75-85 (+10),,"GOOD LAYUP by BERRY,BRYCE(fastbreak)(in the paint)",2
11:14,"TURNOVER  by VAN HEERINGEN,GIAN",,,,,,,"TURNOVER  by VAN HEERINGEN,GIAN",2
11:14,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
11:14,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
11:14,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
11:14,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
11:14,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
11:14,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
11:14,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
11:14,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
11:14,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
11:14,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
11:14,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
11:07,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
11:05,"STEAL  by JONES,JUSTIN",,,,,,,"STEAL  by JONES,JUSTIN",2
11:01,"GOOD 3PTR by PRICE,VICTOR",78,,85 (+7),,BU 78-85 (+7),,"GOOD 3PTR by PRICE,VICTOR",2
--,"ASSIST  by JONES,JUSTIN",,,,,,,"ASSIST  by JONES,JUSTIN",2
10:50,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:48,"FOUL  by VAN HEERINGEN,GIAN",,,,,,,"FOUL  by VAN HEERINGEN,GIAN",2
10:48,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
10:48,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
10:48,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
10:48,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
10:48,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
10:48,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
10:48,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
10:48,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
10:48,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
10:48,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
10:43,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
10:43,"SUB IN by LORIS,JOHN",,,,,,,"SUB IN by LORIS,JOHN",2
10:43,"SUB OUT by COLE,DAVID",,,,,,,"SUB OUT by COLE,DAVID",2
10:39,,,,,"FOUL  by DARST,DANIEL",,,"FOUL  by DARST,DANIEL",2
10:31,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
10:23,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
10:22,,,,,"STEAL  by DARST,DANIEL",,,"STEAL  by DARST,DANIEL",2
10:22,,78,,87 (+9),"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",RHO 78-87 (+9),,"GOOD LAYUP by DARST,DANIEL(fastbreak)(in the paint)",2
10:22,"FOUL  by VAN HEERINGEN,GIAN",,,,,,,"FOUL  by VAN HEERINGEN,GIAN",2
10:22,"SUB IN by PRESSLEY,BRANDON",,,,,,,"SUB IN by PRESSLEY,BRANDON",2
10:22,"SUB OUT by VAN HEERINGEN,GIAN",,,,,,,"SUB OUT by VAN HEERINGEN,GIAN",2
10:22,,78,,88 (+10),"GOOD FT by DARST,DANIEL",RHO 78-88 (+10),,"GOOD FT by DARST,DANIEL",2
10:18,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",80,,88 (+8),,BU 80-88 (+8),,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",2
--,"ASSIST  by PRESSLEY,BRANDON",,,,,,,"ASSIST  by PRESSLEY,BRANDON",2
10:05,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by PRICE,VICTOR",,,,,,,"REBOUND DEF by PRICE,VICTOR",2
10:01,"TURNOVER  by PRICE,VICTOR",,,,,,,"TURNOVER  by PRICE,VICTOR",2
09:59,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
09:56,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
09:56,"STEAL  by SIMPSON,DAVID",,,,,,,"STEAL  by SIMPSON,DAVID",2
09:53,"TURNOVER  by SIMPSON,DAVID",,,,,,,"TURNOVER  by SIMPSON,DAVID",2
09:52,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
09:37,,80,,90 (+10),"GOOD LAYUP by GIROUX,PRESTON(in the paint)",RHO 80-90 (+10),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,,,,,"ASSIST  by ASHBY,KENDRICK",,,"ASSIST  by ASHBY,KENDRICK",2
09:29,"TURNOVER  by PRESSLEY,BRANDON",,,,,,,"TURNOVER  by PRESSLEY,BRANDON",2
09:28,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
09:26,,80,,92 (+12),"GOOD DUNK by BERRY,BRYCE(fastbreak)(in the paint)",RHO 80-92 (+12),,"GOOD DUNK by BERRY,BRYCE(fastbreak)(in the paint)",2
09:13,"TURNOVER  by PRESSLEY,BRANDON",,,,,,,"TURNOVER  by PRESSLEY,BRANDON",2
09:13,"FOUL  by PRESSLEY,BRANDON",,,,,,,"FOUL  by PRESSLEY,BRANDON",2
09:13,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
09:13,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
09:13,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
09:13,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
09:13,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
09:13,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
09:13,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
09:13,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
09:13,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
09:13,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
09:06,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",2
09:00,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,"REBOUND DEF by LORIS,JOHN",,,,,,,"REBOUND DEF by LORIS,JOHN",2
08:57,"TURNOVER  by LORIS,JOHN",,,,,,,"TURNOVER  by LORIS,JOHN",2
08:56,,,,,"STEAL  by LOWRIE,ANDREW",,,"STEAL  by LOWRIE,ANDREW",2
08:52,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
08:47,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by PRESSLEY,BRANDON",,,,,,,"REBOUND DEF by PRESSLEY,BRANDON",2
08:37,"GOOD 3PTR by PRICE,VICTOR(fastbreak)",83,,92 (+9),,BU 83-92 (+9),,"GOOD 3PTR by PRICE,VICTOR(fastbreak)",2
--,"ASSIST  by LORIS,JOHN",,,,,,,"ASSIST  by LORIS,JOHN",2
08:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:35,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
08:35,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
08:35,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
08:35,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
08:35,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
08:35,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
08:35,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
08:35,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
08:35,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
08:35,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
08:35,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
08:35,"SUB OUT by DAVIS,RON",,,,,,,"SUB OUT by DAVIS,RON",2
08:35,"SUB OUT by PRICE,VICTOR",,,,,,,"SUB OUT by PRICE,VICTOR",2
08:35,"SUB OUT by PRESSLEY,BRANDON",,,,,,,"SUB OUT by PRESSLEY,BRANDON",2
08:35,"SUB OUT by COMENGE,CHRISTIAN",,,,,,,"SUB OUT by COMENGE,CHRISTIAN",2
08:35,"SUB IN by DAVIS,RON",,,,,,,"SUB IN by DAVIS,RON",2
08:35,"SUB IN by RICHARDSON,TERIK",,,,,,,"SUB IN by RICHARDSON,TERIK",2
08:35,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
08:35,"SUB IN by PRICE,VICTOR",,,,,,,"SUB IN by PRICE,VICTOR",2
08:35,"SUB IN by YOUNG-BEASLEY,DJ",,,,,,,"SUB IN by YOUNG-BEASLEY,DJ",2
08:27,,83,,94 (+11),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 83-94 (+11),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
08:16,"MISS 3PTR by PRICE,VICTOR",,,,,,,"MISS 3PTR by PRICE,VICTOR",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
08:02,,83,,96 (+13),"GOOD LAYUP by DARST,DANIEL(in the paint)",RHO 83-96 (+13),,"GOOD LAYUP by DARST,DANIEL(in the paint)",2
07:44,"MISS 3PTR by YOUNG-BEASLEY,DJ",,,,,,,"MISS 3PTR by YOUNG-BEASLEY,DJ",2
--,,,,,"REBOUND DEF by GIROUX,PRESTON",,,"REBOUND DEF by GIROUX,PRESTON",2
07:31,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by ANDERSON,DYRON",,,,,,,"REBOUND DEF by ANDERSON,DYRON",2
07:21,"MISS 3PTR by ANDERSON,DYRON",,,,,,,"MISS 3PTR by ANDERSON,DYRON",2
--,"REBOUND OFF by ANDERSON,DYRON",,,,,,,"REBOUND OFF by ANDERSON,DYRON",2
07:12,"MISS LAYUP by RICHARDSON,TERIK",,,,,,,"MISS LAYUP by RICHARDSON,TERIK",2
07:12,,,,,"BLOCK  by ASHBY,KENDRICK",,,"BLOCK  by ASHBY,KENDRICK",2
--,"REBOUND OFF by RICHARDSON,TERIK",,,,,,,"REBOUND OFF by RICHARDSON,TERIK",2
07:04,,,,,"FOUL  by GIROUX,PRESTON",,,"FOUL  by GIROUX,PRESTON",2
07:04,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
07:04,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
07:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
07:04,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
07:04,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
07:04,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
07:04,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
07:04,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
07:04,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
07:04,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
07:04,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
07:04,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
07:04,"SUB OUT by RICHARDSON,TERIK",,,,,,,"SUB OUT by RICHARDSON,TERIK",2
07:04,"MISS FT by PRICE,VICTOR",,,,,,,"MISS FT by PRICE,VICTOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:04,"GOOD FT by PRICE,VICTOR",84,,96 (+12),,BU 84-96 (+12),,"GOOD FT by PRICE,VICTOR",2
06:40,,84,,98 (+14),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 84-98 (+14),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
06:18,"GOOD 3PTR by PRICE,VICTOR",87,,98 (+11),,BU 87-98 (+11),,"GOOD 3PTR by PRICE,VICTOR",2
--,"ASSIST  by ANDERSON,DYRON",,,,,,,"ASSIST  by ANDERSON,DYRON",2
06:04,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND DEF by YOUNG-BEASLEY,DJ",,,,,,,"REBOUND DEF by YOUNG-BEASLEY,DJ",2
05:59,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",89,,98 (+9),,BU 89-98 (+9),,"GOOD LAYUP by PRICE,VICTOR(fastbreak)(in the paint)",2
--,"ASSIST  by YOUNG-BEASLEY,DJ",,,,,,,"ASSIST  by YOUNG-BEASLEY,DJ",2
05:48,,,,,"TURNOVER  by NESTLEHUTT,JAKE",,,"TURNOVER  by NESTLEHUTT,JAKE",2
05:45,"STEAL  by DAVIS,RON",,,,,,,"STEAL  by DAVIS,RON",2
05:44,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",91,,98 (+7),,BU 91-98 (+7),,"GOOD LAYUP by DAVIS,RON(fastbreak)(in the paint)",2
05:36,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:36,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:36,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
05:36,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:36,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
05:36,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:36,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
05:36,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
05:36,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
05:36,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",2
05:36,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
05:36,"SUB IN by PRESSLEY,BRANDON",,,,,,,"SUB IN by PRESSLEY,BRANDON",2
05:36,"SUB OUT by PATTERSON,KYLE",,,,,,,"SUB OUT by PATTERSON,KYLE",2
05:36,,91,,100 (+9),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 91-100 (+9),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
05:26,"TURNOVER  by YOUNG-BEASLEY,DJ",,,,,,,"TURNOVER  by YOUNG-BEASLEY,DJ",2
05:26,,,,,"STEAL  by GIROUX,PRESTON",,,"STEAL  by GIROUX,PRESTON",2
05:23,,91,,103 (+12),"GOOD 3PTR by NYAWATA,ANESU(fastbreak)",RHO 91-103 (+12),,"GOOD 3PTR by NYAWATA,ANESU(fastbreak)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
05:10,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
05:10,"GOOD FT by PRICE,VICTOR",92,,103 (+11),,BU 92-103 (+11),,"GOOD FT by PRICE,VICTOR",2
05:10,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
05:10,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
05:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
05:10,,,,,"SUB OUT by NESTLEHUTT,JAKE",,,"SUB OUT by NESTLEHUTT,JAKE",2
05:10,,,,,"SUB OUT by WEATHERFORD,MITCH",,,"SUB OUT by WEATHERFORD,MITCH",2
05:10,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
05:10,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
05:10,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
05:10,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
05:10,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
05:10,"GOOD FT by PRICE,VICTOR",93,,103 (+10),,BU 93-103 (+10),,"GOOD FT by PRICE,VICTOR",2
05:02,,93,,105 (+12),"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",RHO 93-105 (+12),,"GOOD LAYUP by LOWRIE,ANDREW(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
05:02,"FOUL  by YOUNG-BEASLEY,DJ",,,,,,,"FOUL  by YOUNG-BEASLEY,DJ",2
05:02,"SUB IN by PATTERSON,KYLE",,,,,,,"SUB IN by PATTERSON,KYLE",2
05:02,"SUB OUT by YOUNG-BEASLEY,DJ",,,,,,,"SUB OUT by YOUNG-BEASLEY,DJ",2
05:02,,93,,106 (+13),"GOOD FT by LOWRIE,ANDREW",RHO 93-106 (+13),,"GOOD FT by LOWRIE,ANDREW",2
04:58,"TURNOVER  by DAVIS,RON",,,,,,,"TURNOVER  by DAVIS,RON",2
04:58,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",2
04:54,,93,,108 (+15),"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",RHO 93-108 (+15),,"GOOD LAYUP by HARRISON,IAN(fastbreak)(in the paint)",2
