Time Remaining,WIL,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
03:39,,46,,51 (+5),"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 46-51 (+5),,"GOOD LAYUP by GEE,TYLER(in the paint)",1
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",1
03:20,"MISS 3PTR by GREENE,WILLIAM",,,,,,,"MISS 3PTR by GREENE,WILLIAM",1
--,,,,,"REBOUND DEF by DARST,DANIEL",,,"REBOUND DEF by DARST,DANIEL",1
03:14,,,,,"TURNOVER  by DARST,DANIEL",,,"TURNOVER  by DARST,DANIEL",1
03:14,"STEAL  by RUSSELL,ANDREW",,,,,,,"STEAL  by RUSSELL,ANDREW",1
03:13,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",48,,51 (+3),,WIL 48-51 (+3),,"GOOD LAYUP by RUSSELL,ANDREW(fastbreak)(in the paint)",1
02:55,,,,,"TURNOVER  by GEE,TYLER",,,"TURNOVER  by GEE,TYLER",1
02:55,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,1
02:54,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
02:54,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
02:54,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
02:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
02:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
02:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
02:54,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
02:54,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
02:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
02:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
02:54,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",1
02:54,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",1
02:54,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",1
02:54,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",1
02:54,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",1
02:54,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",1
02:54,"SUB IN by JONES,JORDAN",,,,,,,"SUB IN by JONES,JORDAN",1
02:54,"SUB IN by SMITH,PAYTON",,,,,,,"SUB IN by SMITH,PAYTON",1
02:54,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",1
02:54,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",1
02:51,"TURNOVER  by SMITH,PAYTON",,,,,,,"TURNOVER  by SMITH,PAYTON",1
02:44,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",1
02:31,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",50,,51 (+1),,WIL 50-51 (+1),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",1
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",1
02:31,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",1
02:31,,,,,"SUB IN by GIROUX,PRESTON",,,"SUB IN by GIROUX,PRESTON",1
02:31,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
02:31,"MISS FT by CHATMAN,NOAH",,,,,,,"MISS FT by CHATMAN,NOAH",1
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",1
02:21,,50,,53 (+3),"GOOD LAYUP by GALVIN,OWEN(in the paint)",RHO 50-53 (+3),,"GOOD LAYUP by GALVIN,OWEN(in the paint)",1
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",1
01:58,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",52,,53 (+1),,WIL 52-53 (+1),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",1
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",1
01:45,,,,,"TURNOVER  by GALVIN,OWEN",,,"TURNOVER  by GALVIN,OWEN",1
01:45,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",1
01:45,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
01:45,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:45,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
01:45,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:45,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:45,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
01:45,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
01:45,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:45,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
01:45,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:45,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",1
01:45,"SUB OUT by CHATMAN,NOAH",,,,,,,"SUB OUT by CHATMAN,NOAH",1
01:25,"GOOD 3PTR by HECKER,JORDAN",55 (+2),,53,,WIL 55-53 (-2),,"GOOD 3PTR by HECKER,JORDAN",1
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",1
01:07,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
01:07,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
01:07,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
01:07,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
01:07,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:07,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:07,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",1
01:07,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
01:07,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",1
01:07,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",1
01:07,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",1
01:07,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",1
01:07,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",1
01:07,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",1
01:07,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",1
01:07,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",1
01:07,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",1
01:07,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",1
01:07,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",1
01:07,"SUB IN by RUSSELL,ANDREW",,,,,,,"SUB IN by RUSSELL,ANDREW",1
01:07,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",1
01:04,,,,,"MISS 3PTR by ASHBY,KENDRICK",,,"MISS 3PTR by ASHBY,KENDRICK",1
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",1
00:56,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",1
--,"REBOUND DEF by RUSSELL,ANDREW",,,,,,,"REBOUND DEF by RUSSELL,ANDREW",1
00:45,"MISS LAYUP by ILES,DJ",,,,,,,"MISS LAYUP by ILES,DJ",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
00:36,,,,,"MISS LAYUP by ASHBY,KENDRICK",,,"MISS LAYUP by ASHBY,KENDRICK",1
--,,,,,"REBOUND OFF by DARST,DANIEL",,,"REBOUND OFF by DARST,DANIEL",1
00:34,,55,,55,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",RHO 55-55 (0),,"GOOD LAYUP by ASHBY,KENDRICK(in the paint)",1
00:34,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:33,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
00:33,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:33,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
00:33,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:33,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:33,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:33,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",1
00:33,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",1
00:33,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
00:33,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",1
00:33,"SUB IN by CHATMAN,NOAH",,,,,,,"SUB IN by CHATMAN,NOAH",1
00:33,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",1
00:30,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",1
00:30,"GOOD FT by GREENE,WILLIAM",56 (+1),,55,,WIL 56-55 (-1),,"GOOD FT by GREENE,WILLIAM",1
00:30,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",1
00:30,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",1
00:30,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
00:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
00:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
00:30,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",1
00:30,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
00:30,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
00:30,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
00:30,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
00:30,"SUB IN by JONES,JORDAN",,,,,,,"SUB IN by JONES,JORDAN",1
00:30,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",1
00:30,"GOOD FT by GREENE,WILLIAM",57 (+2),,55,,WIL 57-55 (-2),,"GOOD FT by GREENE,WILLIAM",1
00:11,,57,,57,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 57-57 (0),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
--,,,,,"ASSIST  by BERRY,BRYCE",,,"ASSIST  by BERRY,BRYCE",1
00:04,,,,,"FOUL  by LOWRIE,ANDREW",,,"FOUL  by LOWRIE,ANDREW",1
00:04,"GOOD FT by JONES,JORDAN",58 (+1),,57,,WIL 58-57 (-1),,"GOOD FT by JONES,JORDAN",1
00:04,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
00:04,,,,,"SUB OUT by BERRY,BRYCE",,,"SUB OUT by BERRY,BRYCE",1
00:04,"GOOD FT by JONES,JORDAN",59 (+2),,57,,WIL 59-57 (-2),,"GOOD FT by JONES,JORDAN",1
00:00,,59,,59,"GOOD LAYUP by WEIR,JJ(in the paint)",RHO 59-59 (0),,"GOOD LAYUP by WEIR,JJ(in the paint)",1
19:50,,,,,"MISS JUMPER by BERRY,BRYCE",,,"MISS JUMPER by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by BERRY,BRYCE",,,"REBOUND OFF by BERRY,BRYCE",2
19:48,,,,,"MISS LAYUP by BERRY,BRYCE",,,"MISS LAYUP by BERRY,BRYCE",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
19:45,,,,,"MISS LAYUP by HARRISON,IAN",,,"MISS LAYUP by HARRISON,IAN",2
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",2
19:40,,59,,61 (+2),"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 59-61 (+2),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
19:24,"TURNOVER  by PATRICK,WILL",,,,,,,"TURNOVER  by PATRICK,WILL",2
19:24,,,,,"STEAL  by HARRISON,IAN",,,"STEAL  by HARRISON,IAN",2
19:24,"FOUL  by CHATMAN,NOAH",,,,,,,"FOUL  by CHATMAN,NOAH",2
19:24,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
19:24,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
19:24,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
19:24,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:24,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
19:24,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
19:24,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
19:24,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:24,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
19:24,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:17,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,"REBOUND DEF by RUSSELL,ANDREW",,,,,,,"REBOUND DEF by RUSSELL,ANDREW",2
19:02,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",61,,61,,WIL 61-61 (0),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
18:48,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by PATRICK,WILL",,,,,,,"REBOUND DEF by PATRICK,WILL",2
18:43,"TURNOVER  by PATRICK,WILL",,,,,,,"TURNOVER  by PATRICK,WILL",2
18:42,,,,,"STEAL  by NYAWATA,ANESU",,,"STEAL  by NYAWATA,ANESU",2
18:42,"FOUL  by PATRICK,WILL",,,,,,,"FOUL  by PATRICK,WILL",2
18:42,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
18:42,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
18:42,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
18:42,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
18:42,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
18:42,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
18:42,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
18:42,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
18:42,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
18:42,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
18:42,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
18:42,"SUB OUT by PATRICK,WILL",,,,,,,"SUB OUT by PATRICK,WILL",2
18:39,,,,,"MISS LAYUP by DARST,DANIEL",,,"MISS LAYUP by DARST,DANIEL",2
--,"REBOUND DEF by RUSSELL,ANDREW",,,,,,,"REBOUND DEF by RUSSELL,ANDREW",2
18:17,"GOOD JUMPER by JONES,CHRISTIAN(in the paint)",63 (+2),,61,,WIL 63-61 (-2),,"GOOD JUMPER by JONES,CHRISTIAN(in the paint)",2
--,"ASSIST  by ILES,DJ",,,,,,,"ASSIST  by ILES,DJ",2
18:00,,,,,"MISS 3PTR by SULLIVAN,BRENNAN",,,"MISS 3PTR by SULLIVAN,BRENNAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:57,"FOUL  by ILES,DJ",,,,,,,"FOUL  by ILES,DJ",2
17:57,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
17:57,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
17:57,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
17:57,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:57,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
17:57,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
17:57,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
17:57,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
17:57,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
17:57,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
17:49,,,,,"MISS 3PTR by BERRY,BRYCE",,,"MISS 3PTR by BERRY,BRYCE",2
--,"REBOUND DEF by JONES,CHRISTIAN",,,,,,,"REBOUND DEF by JONES,CHRISTIAN",2
17:42,,,,,"FOUL  by NYAWATA,ANESU",,,"FOUL  by NYAWATA,ANESU",2
17:42,"MISS FT by LEWIS,KEVIN",,,,,,,"MISS FT by LEWIS,KEVIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:42,"GOOD FT by LEWIS,KEVIN",64 (+3),,61,,WIL 64-61 (-3),,"GOOD FT by LEWIS,KEVIN",2
17:29,,64 (+1),,63,"GOOD LAYUP by BERRY,BRYCE(in the paint)",RHO 64-63 (-1),,"GOOD LAYUP by BERRY,BRYCE(in the paint)",2
17:24,"TURNOVER  by LEWIS,KEVIN",,,,,,,"TURNOVER  by LEWIS,KEVIN",2
17:24,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
17:24,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
17:24,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
17:24,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
17:24,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
17:24,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
17:24,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
17:24,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
17:24,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
17:24,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
17:16,,64,,66 (+2),"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 64-66 (+2),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
16:59,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",66,,66,,WIL 66-66 (0),,"GOOD LAYUP by CHATMAN,NOAH(in the paint)",2
--,"ASSIST  by JONES,CHRISTIAN",,,,,,,"ASSIST  by JONES,CHRISTIAN",2
16:49,,66,,68 (+2),"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",RHO 66-68 (+2),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
16:40,"MISS LAYUP by ILES,DJ",,,,,,,"MISS LAYUP by ILES,DJ",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
16:31,"FOUL  by RUSSELL,ANDREW",,,,,,,"FOUL  by RUSSELL,ANDREW",2
16:31,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
16:31,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
16:31,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:31,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:31,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:31,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
16:31,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:31,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:31,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
16:31,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
16:31,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
16:31,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
16:31,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
16:31,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
16:31,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
16:31,"SUB IN by JONES,CHRISTIAN",,,,,,,"SUB IN by JONES,CHRISTIAN",2
16:31,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
16:31,"SUB IN by ILES,DJ",,,,,,,"SUB IN by ILES,DJ",2
16:31,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",2
16:31,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
16:27,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:24,"FOUL  by SCOTT,NATHAN",,,,,,,"FOUL  by SCOTT,NATHAN",2
16:21,,66,,70 (+4),"GOOD LAYUP by DE FERIA,NICK(in the paint)",RHO 66-70 (+4),,"GOOD LAYUP by DE FERIA,NICK(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
16:10,"TURNOVER  by SCOTT,NATHAN",,,,,,,"TURNOVER  by SCOTT,NATHAN",2
16:10,"SUB OUT by LEWIS,KEVIN",,,,,,,"SUB OUT by LEWIS,KEVIN",2
16:10,"SUB OUT by ILES,DJ",,,,,,,"SUB OUT by ILES,DJ",2
16:10,"SUB OUT by GREENE,WILLIAM",,,,,,,"SUB OUT by GREENE,WILLIAM",2
16:10,"SUB OUT by RUSSELL,ANDREW",,,,,,,"SUB OUT by RUSSELL,ANDREW",2
16:10,"SUB OUT by SCOTT,NATHAN",,,,,,,"SUB OUT by SCOTT,NATHAN",2
16:10,"SUB IN by LEWIS,KEVIN",,,,,,,"SUB IN by LEWIS,KEVIN",2
16:10,"SUB IN by SMITH,PAYTON",,,,,,,"SUB IN by SMITH,PAYTON",2
16:10,"SUB IN by GREENE,WILLIAM",,,,,,,"SUB IN by GREENE,WILLIAM",2
16:10,"SUB IN by HECKER,JORDAN",,,,,,,"SUB IN by HECKER,JORDAN",2
16:10,"SUB IN by SCOTT,NATHAN",,,,,,,"SUB IN by SCOTT,NATHAN",2
16:10,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
16:10,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
16:10,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:10,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:10,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:10,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
16:10,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
16:10,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
16:10,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
16:10,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
15:59,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
15:58,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:44,"MISS 3PTR by HECKER,JORDAN",,,,,,,"MISS 3PTR by HECKER,JORDAN",2
--,,,,,"REBOUND DEF by HARRISON,IAN",,,"REBOUND DEF by HARRISON,IAN",2
15:36,,,,,"TURNOVER  by BERRY,BRYCE",,,"TURNOVER  by BERRY,BRYCE",2
15:36,,,,,"SUB OUT by GEE,TYLER",,,"SUB OUT by GEE,TYLER",2
15:36,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
15:36,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:36,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:36,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
15:36,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
15:36,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
