Time Remaining,EAS,Away Team Score,Play Team Indicator,Home Team Score,RHO,Game Score,Team Indicator,Play,Period
01:23,"STEAL  by GOSEY,JORDAN",,,,,,,"STEAL  by GOSEY,JORDAN",1
01:22,"MISS LAYUP by DAY,TYLER",,,,,,,"MISS LAYUP by DAY,TYLER",1
--,,,,,"REBOUND DEF by GEE,TYLER",,,"REBOUND DEF by GEE,TYLER",1
01:09,,,,,"TURNOVER  by DE FERIA,NICK",,,"TURNOVER  by DE FERIA,NICK",1
01:08,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",1
01:08,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",1
01:08,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",1
01:08,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",1
01:08,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",1
01:08,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",1
01:08,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",1
01:08,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",1
01:08,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",1
01:08,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",1
01:08,"SUB OUT by AUGUSTINE,DYLAN",,,,,,,"SUB OUT by AUGUSTINE,DYLAN",1
01:08,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",1
01:08,"SUB OUT by QUILLAN,JORDAN",,,,,,,"SUB OUT by QUILLAN,JORDAN",1
01:08,"SUB OUT by BARRETT,CHRIS",,,,,,,"SUB OUT by BARRETT,CHRIS",1
01:08,"SUB OUT by STANLEY,CLAYTON",,,,,,,"SUB OUT by STANLEY,CLAYTON",1
01:08,"SUB IN by BROWN,LANDIN",,,,,,,"SUB IN by BROWN,LANDIN",1
01:08,"SUB IN by GRAY,JORDAN",,,,,,,"SUB IN by GRAY,JORDAN",1
01:08,"SUB IN by MCKNIGHT,JAY",,,,,,,"SUB IN by MCKNIGHT,JAY",1
01:08,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",1
01:08,"SUB IN by QUILLAN,JORDAN",,,,,,,"SUB IN by QUILLAN,JORDAN",1
01:03,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",56 (+17),,39,,EAS 56-39 (-17),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",1
--,"ASSIST  by MCKNIGHT,JAY",,,,,,,"ASSIST  by MCKNIGHT,JAY",1
00:51,,,,,"TURNOVER  by LOWRIE,ANDREW",,,"TURNOVER  by LOWRIE,ANDREW",1
00:50,"STEAL  by DOOLEY,ROBBY",,,,,,,"STEAL  by DOOLEY,ROBBY",1
00:44,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",1
00:43,,,,,"STEAL  by WEIR,JJ",,,"STEAL  by WEIR,JJ",1
00:38,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",1
--,,,,,"REBOUND OFF by HARRISON,IAN",,,"REBOUND OFF by HARRISON,IAN",1
00:31,,56 (+15),,41,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 56-41 (-15),,"GOOD LAYUP by HARRISON,IAN(in the paint)",1
00:16,"MISS 3PTR by GRAY,JORDAN",,,,,,,"MISS 3PTR by GRAY,JORDAN",1
--,,,,,"REBOUND DEF by WEIR,JJ",,,"REBOUND DEF by WEIR,JJ",1
00:06,,56 (+13),,43,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",RHO 56-43 (-13),,"GOOD LAYUP by WEIR,JJ(fastbreak)(in the paint)",1
19:53,,,,,"MISS JUMPER by DARST,DANIEL",,,"MISS JUMPER by DARST,DANIEL",2
--,"REBOUND DEF by QUILLAN,JORDAN",,,,,,,"REBOUND DEF by QUILLAN,JORDAN",2
19:40,"TURNOVER  by BROWN,LANDIN",,,,,,,"TURNOVER  by BROWN,LANDIN",2
19:40,"FOUL  by BROWN,LANDIN",,,,,,,"FOUL  by BROWN,LANDIN",2
19:36,,,,,"TURNOVER  by SULLIVAN,BRENNAN",,,"TURNOVER  by SULLIVAN,BRENNAN",2
19:35,"STEAL  by GOSEY,JORDAN",,,,,,,"STEAL  by GOSEY,JORDAN",2
19:31,"TURNOVER  by DOOLEY,ROBBY",,,,,,,"TURNOVER  by DOOLEY,ROBBY",2
19:31,"FOUL  by DOOLEY,ROBBY",,,,,,,"FOUL  by DOOLEY,ROBBY",2
19:30,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
19:30,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
19:30,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:30,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
19:30,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
19:30,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
19:30,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
19:30,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
19:30,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
19:30,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
19:18,,,,,"TURNOVER  by NYAWATA,ANESU",,,"TURNOVER  by NYAWATA,ANESU",2
19:18,"STEAL  by AUGUSTINE,DYLAN",,,,,,,"STEAL  by AUGUSTINE,DYLAN",2
19:13,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",58 (+15),,43,,EAS 58-43 (-15),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by DOOLEY,ROBBY",,,,,,,"ASSIST  by DOOLEY,ROBBY",2
19:00,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
19:00,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
19:00,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
19:00,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
19:00,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
19:00,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
19:00,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
19:00,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
19:00,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
19:00,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
19:00,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
19:00,"SUB IN by BARRETT,CHRIS",,,,,,,"SUB IN by BARRETT,CHRIS",2
19:00,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",2
18:55,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",60 (+17),,43,,EAS 60-43 (-17),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by AUGUSTINE,DYLAN",,,,,,,"ASSIST  by AUGUSTINE,DYLAN",2
18:48,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by GOSEY,JORDAN",,,,,,,"REBOUND DEF by GOSEY,JORDAN",2
18:39,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
18:35,"GOOD 3PTR by AUGUSTINE,DYLAN",63 (+20),,43,,EAS 63-43 (-20),,"GOOD 3PTR by AUGUSTINE,DYLAN",2
--,"ASSIST  by BARRETT,CHRIS",,,,,,,"ASSIST  by BARRETT,CHRIS",2
18:22,,63 (+17),,46,"GOOD 3PTR by GALVIN,OWEN",RHO 63-46 (-17),,"GOOD 3PTR by GALVIN,OWEN",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
18:07,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",65 (+19),,46,,EAS 65-46 (-19),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",2
17:57,,,,,"TURNOVER  by WEATHERFORD,MITCH",,,"TURNOVER  by WEATHERFORD,MITCH",2
17:57,"STEAL  by GOSEY,JORDAN",,,,,,,"STEAL  by GOSEY,JORDAN",2
17:53,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",67 (+21),,46,,EAS 67-46 (-21),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",2
17:36,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",2
17:32,,,,,"MISS LAYUP by WEATHERFORD,MITCH",,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,,,,,"REBOUND OFF by WEATHERFORD,MITCH",,,"REBOUND OFF by WEATHERFORD,MITCH",2
17:24,,,,,"MISS 3PTR by GALVIN,OWEN",,,"MISS 3PTR by GALVIN,OWEN",2
--,,,,,"REBOUND OFF by GEE,TYLER",,,"REBOUND OFF by GEE,TYLER",2
17:16,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND DEF by GOSEY,JORDAN",,,,,,,"REBOUND DEF by GOSEY,JORDAN",2
17:06,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",69 (+23),,46,,EAS 69-46 (-23),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by BROWN,LANDIN",,,,,,,"ASSIST  by BROWN,LANDIN",2
16:56,"FOUL  by GOSEY,JORDAN",,,,,,,"FOUL  by GOSEY,JORDAN",2
16:56,,69 (+22),,47,"GOOD FT by GEE,TYLER",RHO 69-47 (-22),,"GOOD FT by GEE,TYLER",2
16:56,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
16:56,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:56,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:56,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
16:56,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:56,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
16:56,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
16:56,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
16:56,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
16:56,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
16:56,"SUB OUT by AUGUSTINE,DYLAN",,,,,,,"SUB OUT by AUGUSTINE,DYLAN",2
16:56,"SUB OUT by DOOLEY,ROBBY",,,,,,,"SUB OUT by DOOLEY,ROBBY",2
16:56,"SUB OUT by QUILLAN,JORDAN",,,,,,,"SUB OUT by QUILLAN,JORDAN",2
16:56,"SUB OUT by BARRETT,CHRIS",,,,,,,"SUB OUT by BARRETT,CHRIS",2
16:56,"SUB OUT by STANLEY,CLAYTON",,,,,,,"SUB OUT by STANLEY,CLAYTON",2
16:56,"SUB IN by DAY,TYLER",,,,,,,"SUB IN by DAY,TYLER",2
16:56,"SUB IN by THOMAS,WILL",,,,,,,"SUB IN by THOMAS,WILL",2
16:56,"SUB IN by MCKNIGHT,JAY",,,,,,,"SUB IN by MCKNIGHT,JAY",2
16:56,"SUB IN by BARRETT,CHRIS",,,,,,,"SUB IN by BARRETT,CHRIS",2
16:56,"SUB IN by STANLEY,CLAYTON",,,,,,,"SUB IN by STANLEY,CLAYTON",2
16:56,,69 (+21),,48,"GOOD FT by GEE,TYLER",RHO 69-48 (-21),,"GOOD FT by GEE,TYLER",2
16:54,"TURNOVER  by BARRETT,CHRIS",,,,,,,"TURNOVER  by BARRETT,CHRIS",2
16:43,,,,,"MISS 3PTR by DE FERIA,NICK",,,"MISS 3PTR by DE FERIA,NICK",2
--,"REBOUND DEF by DAY,TYLER",,,,,,,"REBOUND DEF by DAY,TYLER",2
16:27,"TURNOVER  by MCKNIGHT,JAY",,,,,,,"TURNOVER  by MCKNIGHT,JAY",2
16:23,,,,,"STEAL  by ASHBY,KENDRICK",,,"STEAL  by ASHBY,KENDRICK",2
16:23,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
16:23,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
16:23,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
16:23,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
16:23,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
16:23,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
16:23,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
16:23,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
16:23,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
16:23,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
16:23,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
16:10,"MISS JUMPER by BARRETT,CHRIS",,,,,,,"MISS JUMPER by BARRETT,CHRIS",2
--,,,,,"REBOUND DEF by BERRY,BRYCE",,,"REBOUND DEF by BERRY,BRYCE",2
15:58,,,,,"MISS 3PTR by LOWRIE,ANDREW",,,"MISS 3PTR by LOWRIE,ANDREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
15:54,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
15:54,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
15:54,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
15:54,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
15:54,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
15:54,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
15:54,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
15:54,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
15:54,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
15:54,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
15:54,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
15:48,"GOOD LAYUP by STANLEY,CLAYTON(in the paint)",71 (+23),,48,,EAS 71-48 (-23),,"GOOD LAYUP by STANLEY,CLAYTON(in the paint)",2
--,"ASSIST  by THOMAS,WILL",,,,,,,"ASSIST  by THOMAS,WILL",2
15:36,"FOUL  by BARRETT,CHRIS",,,,,,,"FOUL  by BARRETT,CHRIS",2
15:36,,71 (+22),,49,"GOOD FT by NYAWATA,ANESU",RHO 71-49 (-22),,"GOOD FT by NYAWATA,ANESU",2
15:36,"SUB IN by BROWN,LANDIN",,,,,,,"SUB IN by BROWN,LANDIN",2
15:36,"SUB OUT by BARRETT,CHRIS",,,,,,,"SUB OUT by BARRETT,CHRIS",2
15:36,,71 (+21),,50,"GOOD FT by NYAWATA,ANESU",RHO 71-50 (-21),,"GOOD FT by NYAWATA,ANESU",2
15:31,"MISS 3PTR by DAY,TYLER",,,,,,,"MISS 3PTR by DAY,TYLER",2
--,,,,,"REBOUND DEF by GALVIN,OWEN",,,"REBOUND DEF by GALVIN,OWEN",2
15:14,,,,,"MISS 3PTR by NYAWATA,ANESU",,,"MISS 3PTR by NYAWATA,ANESU",2
--,,,,,"REBOUND OFF by NYAWATA,ANESU",,,"REBOUND OFF by NYAWATA,ANESU",2
15:05,,,,,"MISS LAYUP by NYAWATA,ANESU",,,"MISS LAYUP by NYAWATA,ANESU",2
--,"REBOUND DEF by STANLEY,CLAYTON",,,,,,,"REBOUND DEF by STANLEY,CLAYTON",2
14:51,"TURNOVER  by THOMAS,WILL",,,,,,,"TURNOVER  by THOMAS,WILL",2
14:51,"FOUL  by THOMAS,WILL",,,,,,,"FOUL  by THOMAS,WILL",2
14:51,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
14:51,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
14:51,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:51,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
14:51,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:51,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
14:51,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
14:51,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
14:51,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
14:51,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
14:51,"SUB IN by QUILLAN,JORDAN",,,,,,,"SUB IN by QUILLAN,JORDAN",2
14:51,"SUB OUT by THOMAS,WILL",,,,,,,"SUB OUT by THOMAS,WILL",2
14:44,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
14:44,"TURNOVER  by STANLEY,CLAYTON",,,,,,,"TURNOVER  by STANLEY,CLAYTON",2
14:43,,,,,"STEAL  by ASHBY,KENDRICK",,,"STEAL  by ASHBY,KENDRICK",2
14:42,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
14:41,"STEAL  by MCKNIGHT,JAY",,,,,,,"STEAL  by MCKNIGHT,JAY",2
14:38,"TURNOVER  by MCKNIGHT,JAY",,,,,,,"TURNOVER  by MCKNIGHT,JAY",2
14:38,"SUB IN by RICHARD,PAUL",,,,,,,"SUB IN by RICHARD,PAUL",2
14:38,"SUB OUT by MCKNIGHT,JAY",,,,,,,"SUB OUT by MCKNIGHT,JAY",2
14:38,"SUB IN by ROBINSON,DAVIS",,,,,,,"SUB IN by ROBINSON,DAVIS",2
14:38,"SUB OUT by STANLEY,CLAYTON",,,,,,,"SUB OUT by STANLEY,CLAYTON",2
14:30,,71 (+19),,52,"GOOD LAYUP by GEE,TYLER(in the paint)",RHO 71-52 (-19),,"GOOD LAYUP by GEE,TYLER(in the paint)",2
--,,,,,"ASSIST  by DARST,DANIEL",,,"ASSIST  by DARST,DANIEL",2
14:22,"MISS 3PTR by DAY,TYLER",,,,,,,"MISS 3PTR by DAY,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:18,,,,,"FOUL  by GEE,TYLER",,,"FOUL  by GEE,TYLER",2
14:18,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
14:18,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
14:18,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
14:18,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
14:18,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
14:18,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
14:18,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
14:18,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
14:18,,,,,"SUB IN by HARRISON,IAN",,,"SUB IN by HARRISON,IAN",2
14:18,,,,,"SUB IN by BERRY,BRYCE",,,"SUB IN by BERRY,BRYCE",2
14:15,"GOOD 3PTR by ROBINSON,DAVIS",74 (+22),,52,,EAS 74-52 (-22),,"GOOD 3PTR by ROBINSON,DAVIS",2
--,"ASSIST  by DAY,TYLER",,,,,,,"ASSIST  by DAY,TYLER",2
14:00,,74 (+20),,54,"GOOD LAYUP by HARRISON,IAN(in the paint)",RHO 74-54 (-20),,"GOOD LAYUP by HARRISON,IAN(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
14:00,"FOUL  by ROBINSON,DAVIS",,,,,,,"FOUL  by ROBINSON,DAVIS",2
14:00,,74 (+19),,55,"GOOD FT by HARRISON,IAN",RHO 74-55 (-19),,"GOOD FT by HARRISON,IAN",2
14:00,"SUB IN by AUGUSTINE,DYLAN",,,,,,,"SUB IN by AUGUSTINE,DYLAN",2
14:00,"SUB OUT by DAY,TYLER",,,,,,,"SUB OUT by DAY,TYLER",2
13:54,"GOOD LAYUP by BROWN,LANDIN(fastbreak)(in the paint)",76 (+21),,55,,EAS 76-55 (-21),,"GOOD LAYUP by BROWN,LANDIN(fastbreak)(in the paint)",2
13:42,,76 (+18),,58,"GOOD 3PTR by BERRY,BRYCE",RHO 76-58 (-18),,"GOOD 3PTR by BERRY,BRYCE",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
13:31,"TURNOVER  by ROBINSON,DAVIS",,,,,,,"TURNOVER  by ROBINSON,DAVIS",2
13:30,,,,,"STEAL  by BERRY,BRYCE",,,"STEAL  by BERRY,BRYCE",2
13:27,,76 (+15),,61,"GOOD 3PTR by LOWRIE,ANDREW(fastbreak)",RHO 76-61 (-15),,"GOOD 3PTR by LOWRIE,ANDREW(fastbreak)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
13:12,,,,,"FOUL  by HARRISON,IAN",,,"FOUL  by HARRISON,IAN",2
13:12,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
13:12,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
13:12,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
13:12,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
13:12,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
13:12,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
13:12,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:12,,,,,"SUB IN by NESTLEHUTT,JAKE",,,"SUB IN by NESTLEHUTT,JAKE",2
13:12,,,,,"SUB IN by WEATHERFORD,MITCH",,,"SUB IN by WEATHERFORD,MITCH",2
13:12,,,,,"SUB IN by GALVIN,OWEN",,,"SUB IN by GALVIN,OWEN",2
13:06,"GOOD JUMPER by QUILLAN,JORDAN",78 (+17),,61,,EAS 78-61 (-17),,"GOOD JUMPER by QUILLAN,JORDAN",2
12:54,,78 (+14),,64,"GOOD 3PTR by SULLIVAN,BRENNAN",RHO 78-64 (-14),,"GOOD 3PTR by SULLIVAN,BRENNAN",2
--,,,,,"ASSIST  by NESTLEHUTT,JAKE",,,"ASSIST  by NESTLEHUTT,JAKE",2
12:47,,,,,"FOUL  by GALVIN,OWEN",,,"FOUL  by GALVIN,OWEN",2
12:47,"SUB IN by GOSEY,JORDAN",,,,,,,"SUB IN by GOSEY,JORDAN",2
12:47,"SUB OUT by ROBINSON,DAVIS",,,,,,,"SUB OUT by ROBINSON,DAVIS",2
12:40,"MISS LAYUP by AUGUSTINE,DYLAN",,,,,,,"MISS LAYUP by AUGUSTINE,DYLAN",2
--,"REBOUND OFF by GOSEY,JORDAN",,,,,,,"REBOUND OFF by GOSEY,JORDAN",2
12:36,"MISS 3PTR by RICHARD,PAUL",,,,,,,"MISS 3PTR by RICHARD,PAUL",2
--,,,,,"REBOUND DEF by WEATHERFORD,MITCH",,,"REBOUND DEF by WEATHERFORD,MITCH",2
12:23,,78 (+11),,67,"GOOD 3PTR by NESTLEHUTT,JAKE",RHO 78-67 (-11),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"ASSIST  by WEATHERFORD,MITCH",,,"ASSIST  by WEATHERFORD,MITCH",2
12:11,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",80 (+13),,67,,EAS 80-67 (-13),,"GOOD LAYUP by QUILLAN,JORDAN(fastbreak)(in the paint)",2
--,"ASSIST  by AUGUSTINE,DYLAN",,,,,,,"ASSIST  by AUGUSTINE,DYLAN",2
12:04,"FOUL  by BROWN,LANDIN",,,,,,,"FOUL  by BROWN,LANDIN",2
12:04,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
12:04,,,,,"SUB OUT by WEIR,JJ",,,"SUB OUT by WEIR,JJ",2
12:04,,,,,"SUB OUT by DARST,DANIEL",,,"SUB OUT by DARST,DANIEL",2
12:04,,,,,"SUB OUT by NYAWATA,ANESU",,,"SUB OUT by NYAWATA,ANESU",2
12:04,,,,,"SUB OUT by HARRISON,IAN",,,"SUB OUT by HARRISON,IAN",2
12:04,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
12:04,,,,,"SUB IN by DARST,DANIEL",,,"SUB IN by DARST,DANIEL",2
12:04,,,,,"SUB IN by NYAWATA,ANESU",,,"SUB IN by NYAWATA,ANESU",2
12:04,,,,,"SUB IN by DE FERIA,NICK",,,"SUB IN by DE FERIA,NICK",2
12:04,,,,,"SUB IN by ASHBY,KENDRICK",,,"SUB IN by ASHBY,KENDRICK",2
12:04,"SUB IN by DOOLEY,ROBBY",,,,,,,"SUB IN by DOOLEY,ROBBY",2
12:04,"SUB OUT by BROWN,LANDIN",,,,,,,"SUB OUT by BROWN,LANDIN",2
11:58,,,,,"TURNOVER  by ASHBY,KENDRICK",,,"TURNOVER  by ASHBY,KENDRICK",2
